start_year,initial_cash,monthly_funding,acquisition,initial_accounts,withdrawal,cadence,amount,headroom,reserve,ongoing,terminal,total,accounts,alive,deaths,peak_live,spend,receipts,contributions,ending_owner_cash,cash_limited_decisions,minimum_owner_cash,copies,signals_loaded,signals_executed,signal_participation,zero_live_signals,pending_replacements,allocation_sha256
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,500,0,25100.0,429401.25,113740.8,543142.05,205,20,185,20,41000.0,584142.05,16600.0,559742.05,43,0.0,159491,12658,9290,0.7339232106177911,13,0,cf2937fe87efa114e2e86c47204adbb515efe2e6037d06de23774254aef81175
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,1000,0,25100.0,501075.7,30000.0,531075.7,305,20,285,20,61000.0,592075.7,16600.0,547675.7,43,0.0,159213,12658,9280,0.7331331963975352,24,0,c91dfc402fc2cbcaad14b3d86eb686ddb880aa9027adf4c20c73cfb670ef9a69
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,1500,0,25100.0,501075.7,30000.0,531075.7,305,20,285,20,61000.0,592075.7,16600.0,547675.7,43,0.0,159213,12658,9280,0.7331331963975352,24,0,c91dfc402fc2cbcaad14b3d86eb686ddb880aa9027adf4c20c73cfb670ef9a69
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,500,2000,27100.0,323754.5,94738.2,418492.7,103,20,83,20,20600.0,439092.7,16600.0,435092.7,806,0.0,111577,12658,9151,0.7229420129562332,208,0,6bd3b1359013ae3061ba49b3d6963a5b3cacbf891602a9c0411bdc42f9d337b6
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,1000,2000,27100.0,393251.0,30000.0,423251.0,174,20,154,20,34800.0,458051.0,16600.0,439851.0,806,0.0,111443,12658,9143,0.7223100015800284,216,0,30d2b4366811cc8509646940ea00f1620ac3462b7f944ec4fcc1762065f6998f
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,1500,2000,27100.0,393251.0,30000.0,423251.0,174,20,154,20,34800.0,458051.0,16600.0,439851.0,806,0.0,111443,12658,9143,0.7223100015800284,216,0,30d2b4366811cc8509646940ea00f1620ac3462b7f944ec4fcc1762065f6998f
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,500,4000,29100.0,343642.95,85968.02,429610.97,80,20,60,20,16000.0,445610.97,16600.0,446210.97,896,0.0,108754,12658,9308,0.7353452362142519,2,0,b783433d114883189fae0a36328f0b0f1e4840ca7e2e123b2387aecd2e9cd5dd
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,1000,4000,29100.0,379422.75,30000.0,409422.75,108,20,88,20,21600.0,431022.75,16600.0,426022.75,896,0.0,108677,12658,9303,0.7349502291041239,7,0,df418cb145af70838371c27d132cfc2b0440533445b54dffa1a00d5b5395aabe
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,1500,4000,29100.0,379422.75,30000.0,409422.75,108,20,88,20,21600.0,431022.75,16600.0,426022.75,896,0.0,108677,12658,9303,0.7349502291041239,7,0,df418cb145af70838371c27d132cfc2b0440533445b54dffa1a00d5b5395aabe
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,500,4900,30000.0,331004.55,86627.77,417632.32,72,20,52,20,14400.0,432032.32,16600.0,434232.32,896,0.0,108563,12658,9308,0.7353452362142519,2,0,66132101620397d1fb57589a7439aa0558d9face6f9e3a2f8bd2f7b177a2a183
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,1000,4900,30000.0,321142.75,30000.0,351142.75,85,20,65,20,17000.0,368142.75,16600.0,367742.75,896,0.0,108556,12658,9307,0.7352662347922263,4,0,917ddf563d204ecf86a976b986cfbd4ca993fe6180648b3eb694e5babe0c4988
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,1500,4900,30000.0,321142.75,30000.0,351142.75,85,20,65,20,17000.0,368142.75,16600.0,367742.75,896,0.0,108556,12658,9307,0.7352662347922263,4,0,917ddf563d204ecf86a976b986cfbd4ca993fe6180648b3eb694e5babe0c4988
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,500,6000,31100.0,310031.0,135328.73,445359.73,65,20,45,20,13000.0,458359.73,16600.0,461959.73,926,0.0,107113,12658,9308,0.7353452362142519,2,0,4b1b7cad06a0da84fac0ac5e8f46caedd17af57f41b273060eb500762ca863d7
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,1000,6000,31100.0,315608.8,129750.93,445359.73,65,20,45,20,13000.0,458359.73,16600.0,461959.73,926,0.0,107113,12658,9308,0.7353452362142519,2,0,1da00436fa320da262ececcdcf3a1f65c682b16415dd259e6228b1548db3b4b2
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,1500,6000,31100.0,315608.8,129750.93,445359.73,65,20,45,20,13000.0,458359.73,16600.0,461959.73,926,0.0,107113,12658,9308,0.7353452362142519,2,0,1da00436fa320da262ececcdcf3a1f65c682b16415dd259e6228b1548db3b4b2
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,500,6800,31900.0,282166.05,148723.83,430889.88,66,20,46,20,13200.0,444089.88,16600.0,447489.88,993,0.0,104632,12658,9308,0.7353452362142519,2,0,e81dc68202fb9a4852bd4f3b4e165222c0acb0e2de510396b9777a04bf88622c
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,1000,6800,31900.0,285138.95,145750.93,430889.88,66,20,46,20,13200.0,444089.88,16600.0,447489.88,993,0.0,104632,12658,9308,0.7353452362142519,2,0,7a44de37fd4c39225eb50251fd998db9f1057368e3cf6f36072798b383b0c2bf
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,1500,6800,31900.0,285138.95,145750.93,430889.88,66,20,46,20,13200.0,444089.88,16600.0,447489.88,993,0.0,104632,12658,9308,0.7353452362142519,2,0,7a44de37fd4c39225eb50251fd998db9f1057368e3cf6f36072798b383b0c2bf
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,500,10000,35100.0,177945.9,173622.97,351568.87,67,20,47,20,13400.0,364968.87,16600.0,368168.87,1145,0.0,98575,12658,9308,0.7353452362142519,2,0,d0320b594cf1a8abafb50743be35d96c6cfb2334ba9e8c0c19140f2c744c2ae4
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,1000,10000,35100.0,177945.9,173622.97,351568.87,67,20,47,20,13400.0,364968.87,16600.0,368168.87,1145,0.0,98575,12658,9308,0.7353452362142519,2,0,d0320b594cf1a8abafb50743be35d96c6cfb2334ba9e8c0c19140f2c744c2ae4
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,1500,10000,35100.0,177945.9,173622.97,351568.87,67,20,47,20,13400.0,364968.87,16600.0,368168.87,1145,0.0,98575,12658,9308,0.7353452362142519,2,0,d0320b594cf1a8abafb50743be35d96c6cfb2334ba9e8c0c19140f2c744c2ae4
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,500,15000,40100.0,86452.5,169431.03,255883.53,71,20,51,20,14200.0,270083.53,16600.0,272483.53,1181,0.0,97047,12658,9308,0.7353452362142519,2,0,9f12374d020b49317c5c190de7bbbcf1db149012bf4b66b8f85913ff44f3b493
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,1000,15000,40100.0,86452.5,169431.03,255883.53,71,20,51,20,14200.0,270083.53,16600.0,272483.53,1181,0.0,97047,12658,9308,0.7353452362142519,2,0,9f12374d020b49317c5c190de7bbbcf1db149012bf4b66b8f85913ff44f3b493
2020,1000,200,monthly_current_slot_replacements,1,fixed,calendar_month,1500,15000,40100.0,86452.5,169431.03,255883.53,71,20,51,20,14200.0,270083.53,16600.0,272483.53,1181,0.0,97047,12658,9308,0.7353452362142519,2,0,9f12374d020b49317c5c190de7bbbcf1db149012bf4b66b8f85913ff44f3b493
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,500,0,25100.0,463572.95,113740.8,577313.75,245,20,225,20,49000.0,626313.75,16600.0,593913.75,43,0.0,159465,12658,9290,0.7339232106177911,13,0,40b095bc6865d07a869028bbbe6be5a5335997e54d9f3042a617db922dfa585e
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,1000,0,25100.0,581892.85,0,581892.85,545,20,525,20,109000.0,690892.85,16600.0,598492.85,43,0.0,159013,12658,9269,0.7322641807552536,38,0,aafd60314b8cca3066b5e41f952014a6e904bd1adbe9664a586e3198b8b6612e
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,1500,0,25100.0,624674.85,0,624674.85,569,20,549,20,113800.0,738474.85,16600.0,641274.85,43,0.0,158893,12658,9259,0.7314741665349976,54,0,f86fb182b8a1ef4061e87cfd60b41ab26067f7760b5cff609962a453461d173d
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,500,2000,27100.0,328546.5,64733.8,393280.3,144,20,124,20,28800.0,422080.3,16600.0,409880.3,709,0.0,123740,12658,9140,0.7220729973139517,218,0,180ed64c9f4ecd7467606f230ec02a998d6cf577b26d53335107402da31cec34
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,1000,2000,27100.0,425450.5,0,425450.5,274,20,254,20,54800.0,480250.5,16600.0,442050.5,709,0.0,123264,12658,9129,0.7212039816716701,231,0,ffaed9b1b405ff314d70bc82fb710abe2e25edee6e21d1ebcba05d4a2bb51c03
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,1500,2000,27100.0,447667.5,0,447667.5,294,20,274,20,58800.0,506467.5,16600.0,464267.5,709,0.0,123573,12658,9129,0.7212039816716701,231,0,bf77ff32c9936ec8425e567421451b7dac62d14bebff401042376cc3dcfde9f6
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,500,4000,29100.0,352802.15,69145.6,421947.75,90,20,70,20,18000.0,439947.75,16600.0,438547.75,880,0.0,110668,12658,9308,0.7353452362142519,2,0,fb7e2cfa2ff04c2cbb53e42347163f691060125541237e6cd10045dd998b2dd4
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,1000,4000,29100.0,400761.7,30000.0,430761.7,112,20,92,20,22400.0,453161.7,16600.0,447361.7,880,0.0,110580,12658,9302,0.7348712276820982,8,0,6d1c7e26103dc7064fea2142c737f6ab04a6cb6088075bc1dc4be20af294e0d0
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,1500,4000,29100.0,409303.7,30000.0,439303.7,112,20,92,20,22400.0,461703.7,16600.0,455903.7,880,0.0,110580,12658,9302,0.7348712276820982,8,0,6d1c7e26103dc7064fea2142c737f6ab04a6cb6088075bc1dc4be20af294e0d0
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,500,4900,30000.0,342454.4,74993.19,417447.59,74,20,54,20,14800.0,432247.59,16600.0,434047.59,886,0.0,110103,12658,9308,0.7353452362142519,2,0,fb9392812e05f573432f610307dce8869173cd8c0464c42c2c96ac5bd5af8ab5
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,1000,4900,30000.0,347464.9,30000.0,377464.9,85,20,65,20,17000.0,394464.9,16600.0,394064.9,886,0.0,110081,12658,9306,0.7351872333702006,5,0,9eb2c591aaec0a619ca6c08844920dca4a26a766c817cc7059d007fa98addbe6
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,1500,4900,30000.0,347464.9,30000.0,377464.9,85,20,65,20,17000.0,394464.9,16600.0,394064.9,886,0.0,110081,12658,9306,0.7351872333702006,5,0,9eb2c591aaec0a619ca6c08844920dca4a26a766c817cc7059d007fa98addbe6
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,500,6000,31100.0,324706.65,64393.49,389100.14,71,20,51,20,14200.0,403300.14,16600.0,405700.14,909,0.0,108510,12658,9308,0.7353452362142519,2,0,5089dfec2c6172374df4129c52e0583ce1665de392682e295153b8cabbb1bd61
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,1000,6000,31100.0,318263.9,30000.0,348263.9,85,20,65,20,17000.0,365263.9,16600.0,364863.9,909,0.0,108462,12658,9305,0.7351082319481751,6,0,1037cce3eef7a5619a1e7490fa761dec98331c86a38eb1a300b5d1d2bc39e883
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,1500,6000,31100.0,318263.9,30000.0,348263.9,85,20,65,20,17000.0,365263.9,16600.0,364863.9,909,0.0,108462,12658,9305,0.7351082319481751,6,0,1037cce3eef7a5619a1e7490fa761dec98331c86a38eb1a300b5d1d2bc39e883
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,500,6800,31900.0,298816.2,138192.38,437008.58,65,20,45,20,13000.0,450008.58,16600.0,453608.58,962,0.0,105586,12658,9308,0.7353452362142519,2,0,51169f4de172a79e84c00b8260bb46d6c1360166825a939ca525d3a0902ab1f9
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,1000,6800,31900.0,298878.65,138129.93,437008.58,65,20,45,20,13000.0,450008.58,16600.0,453608.58,962,0.0,105586,12658,9308,0.7353452362142519,2,0,62ff15afbc47a643b2243f4b41c16de5867cdda5ec701756037c2860074db3b2
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,1500,6800,31900.0,298878.65,138129.93,437008.58,65,20,45,20,13000.0,450008.58,16600.0,453608.58,962,0.0,105586,12658,9308,0.7353452362142519,2,0,62ff15afbc47a643b2243f4b41c16de5867cdda5ec701756037c2860074db3b2
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,500,10000,35100.0,193668.2,176177.11,369845.31,67,20,47,20,13400.0,383245.31,16600.0,386445.31,1113,0.0,99577,12658,9308,0.7353452362142519,2,0,371f489f045fb2ed9a4438313d4b69ccde60659bc072a572c224b61e87b0d07d
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,1000,10000,35100.0,193668.2,176177.11,369845.31,67,20,47,20,13400.0,383245.31,16600.0,386445.31,1113,0.0,99577,12658,9308,0.7353452362142519,2,0,371f489f045fb2ed9a4438313d4b69ccde60659bc072a572c224b61e87b0d07d
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,1500,10000,35100.0,193668.2,176177.11,369845.31,67,20,47,20,13400.0,383245.31,16600.0,386445.31,1113,0.0,99577,12658,9308,0.7353452362142519,2,0,371f489f045fb2ed9a4438313d4b69ccde60659bc072a572c224b61e87b0d07d
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,500,15000,40100.0,91947.4,179271.47,271218.87,71,20,51,20,14200.0,285418.87,16600.0,287818.87,1181,0.0,97047,12658,9308,0.7353452362142519,2,0,e7be5386e873fbd1e214ba403868466cfb418d10ae937ddba1f2b18e4bad9eef
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,1000,15000,40100.0,91947.4,179271.47,271218.87,71,20,51,20,14200.0,285418.87,16600.0,287818.87,1181,0.0,97047,12658,9308,0.7353452362142519,2,0,e7be5386e873fbd1e214ba403868466cfb418d10ae937ddba1f2b18e4bad9eef
2020,1000,200,monthly_current_slot_replacements,1,fixed,daily,1500,15000,40100.0,91947.4,179271.47,271218.87,71,20,51,20,14200.0,285418.87,16600.0,287818.87,1181,0.0,97047,12658,9308,0.7353452362142519,2,0,e7be5386e873fbd1e214ba403868466cfb418d10ae937ddba1f2b18e4bad9eef
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,500,0,25100.0,468566.55,0,468566.55,247,20,227,20,49400.0,517966.55,16600.0,485166.55,43,0.0,159536,12658,9293,0.734160214883868,11,0,cc30c655a31bbda6231ee7142df18ce24d773c3f9381d41373165ec9c2719ec2
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,1000,0,25100.0,620087.35,0,620087.35,491,20,471,20,98200.0,718287.35,16600.0,636687.35,43,0.0,159110,12658,9270,0.7323431821772792,39,0,e782157a4399ef426a6a84192bcbb31550e7ce72bc0982669a6c1772dd7e2a35
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,1500,0,25100.0,665420.55,0,665420.55,531,20,511,20,106200.0,771620.55,16600.0,682020.55,43,0.0,158970,12658,9263,0.7317901722231,48,0,f94f55a133a46555cc37d5e5d464fc41904c06c6538c48e6341e3921ebf3dd8c
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,500,2000,27100.0,338767.8,0,338767.8,132,20,112,20,26400.0,365167.8,16600.0,355367.8,680,0.0,125501,12658,9141,0.7221519987359772,217,0,9349245743073a1bf8fe9218aab41bbf6270a7c39986017b7a2f505cb8807369
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,1000,2000,27100.0,442222.5,0,442222.5,240,20,220,20,48000.0,490222.5,16600.0,458822.5,694,0.0,124382,12658,9130,0.7212829830936957,230,0,502ad5fd07ac584a8d5870b967cfb4b147d19e07c3dbb72fa65326f82b1b61d6
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,1500,2000,27100.0,468222.5,0,468222.5,260,20,240,20,52000.0,520222.5,16600.0,484822.5,694,0.0,124711,12658,9125,0.7208879759835677,238,0,a32f876a3ef747ff05eb5dadd803ef9ea4d7ff1eeebb54cde186c1bf990c86cb
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,500,4000,29100.0,340603.85,0,340603.85,86,20,66,20,17200.0,357803.85,16600.0,357203.85,890,0.0,109262,12658,9308,0.7353452362142519,2,0,52e57c9d384f81e7b0b82523964b31d4ad95036624b8c502e739cb5236e2a346
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,1000,4000,29100.0,397651.95,30000.0,427651.95,116,20,96,20,23200.0,450851.95,16600.0,444251.95,890,0.0,109144,12658,9301,0.7347922262600727,9,0,1d9f343665ccdc74c7109a77a0d3f1581225d51cff97a280e88e2786bba450fd
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,1500,4000,29100.0,404037.95,30000.0,434037.95,116,20,96,20,23200.0,457237.95,16600.0,450637.95,890,0.0,109144,12658,9301,0.7347922262600727,9,0,1d9f343665ccdc74c7109a77a0d3f1581225d51cff97a280e88e2786bba450fd
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,500,4900,30000.0,340640.7,7500.0,348140.7,74,20,54,20,14800.0,362940.7,16600.0,364740.7,895,0.0,108678,12658,9308,0.7353452362142519,2,0,c934636d14efea503e8086deb925ecec9f832a37fd5f1dac3210d915704dabc7
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,1000,4900,30000.0,356953.75,30000.0,386953.75,87,20,67,20,17400.0,404353.75,16600.0,403553.75,895,0.0,108652,12658,9306,0.7351872333702006,5,0,7fed6ddd199e089f5cd3ff1d9d5e887b818e06aec42306097572f6154398fbc6
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,1500,4900,30000.0,356953.75,30000.0,386953.75,87,20,67,20,17400.0,404353.75,16600.0,403553.75,895,0.0,108652,12658,9306,0.7351872333702006,5,0,7fed6ddd199e089f5cd3ff1d9d5e887b818e06aec42306097572f6154398fbc6
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,500,6000,31100.0,330295.0,59506.22,389801.22,72,20,52,20,14400.0,404201.22,16600.0,406401.22,912,0.0,108515,12658,9308,0.7353452362142519,2,0,75dd4f8a1c67b0517223c9c986cff915a97bee00155dcb06ad12d6afddc64e47
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,1000,6000,31100.0,335262.9,30000.0,365262.9,85,20,65,20,17000.0,382262.9,16600.0,381862.9,912,0.0,108515,12658,9308,0.7353452362142519,2,0,76dc91e200df505136e673efec22e7c4d805db541c3baa70bc14f35a3ef9cae7
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,1500,6000,31100.0,335262.9,30000.0,365262.9,85,20,65,20,17000.0,382262.9,16600.0,381862.9,912,0.0,108515,12658,9308,0.7353452362142519,2,0,76dc91e200df505136e673efec22e7c4d805db541c3baa70bc14f35a3ef9cae7
2020,1000,200,monthly_current_slot_replacements,1,fixed,weekly,500,6800,31900.0,317518.85,119489.73,437008.58,65,20,45,20,13000.0,450008.58,16600.0,453608.58,962,0.0,105586,12658,9308,0.7353452362142519,2,0,14106b86d64698d9d60eb343f4168987111f9023b98bc5205c8e9f1c12d2f1f6
