start_year,initial_cash,monthly_funding,acquisition,initial_accounts,withdrawal,cadence,amount,headroom,reserve,ongoing,terminal,total,accounts,alive,deaths,peak_live,spend,receipts,contributions,ending_owner_cash,cash_limited_decisions,minimum_owner_cash,copies,signals_loaded,signals_executed,signal_participation,zero_live_signals,pending_replacements,allocation_sha256,objective,tested_count,tied_best_settings,headroom_min,headroom_max,within_one_percent_count
2020,1000,200,quarterly_one,1,maximum,weekly,0,6300,31400.0,82767.05,26815.53,109582.58,27,7,20,7,5400.0,114982.58,16600.0,126182.58,0,800.0,32956,12658,9177,0.7249960499288988,161,0,87e67bb202e997ca93d341d535c460eec11c4bba8272dbceaab9a13dddaf6d16,total,60,1,0,15000,12
2020,1000,200,quarterly_one,1,minimum,calendar_month,0,3500,28600.0,61100.0,48763.03,109863.03,27,7,20,7,5400.0,115263.03,16600.0,126463.03,0,800.0,32956,12658,9177,0.7249960499288988,161,0,62a876e21a679696e05b8808fe5d6fb84f325c05f645a634a93c388399a007b2,ongoing,50,3,0,15000,8
2020,1000,200,quarterly_one,1,minimum,calendar_month,0,3500,28600.0,61100.0,48763.03,109863.03,27,7,20,7,5400.0,115263.03,16600.0,126463.03,0,800.0,32956,12658,9177,0.7249960499288988,161,0,62a876e21a679696e05b8808fe5d6fb84f325c05f645a634a93c388399a007b2,total,50,9,0,15000,18
2020,1000,200,quarterly_one,1,minimum,daily,0,4400,29500.0,81600.0,0,81600.0,27,2,25,7,5400.0,87000.0,16600.0,98200.0,0,800.0,30686,12658,9139,0.721993995891926,207,0,03a6200885eaebd5cf7fd3658357350dc20221b2f0355553023077b4f5b4ba32,ongoing,50,2,0,15000,2
2020,1000,200,quarterly_one,1,minimum,daily,0,4400,29500.0,81600.0,0,81600.0,27,2,25,7,5400.0,87000.0,16600.0,98200.0,0,800.0,30686,12658,9139,0.721993995891926,207,0,03a6200885eaebd5cf7fd3658357350dc20221b2f0355553023077b4f5b4ba32,total,50,2,0,15000,2
2020,1000,200,quarterly_one,1,minimum,weekly,0,4000,29100.0,80600.0,0,80600.0,27,3,24,7,5400.0,86000.0,16600.0,97200.0,0,800.0,31153,12658,9177,0.7249960499288988,161,0,2dbccab5707bf6b6de28365146914de051cce65707e1a8acbb9677f8e47d95b3,ongoing,50,1,0,15000,6
2020,1000,200,quarterly_one,1,minimum,weekly,0,4000,29100.0,80600.0,0,80600.0,27,3,24,7,5400.0,86000.0,16600.0,97200.0,0,800.0,31153,12658,9177,0.7249960499288988,161,0,2dbccab5707bf6b6de28365146914de051cce65707e1a8acbb9677f8e47d95b3,total,50,1,0,15000,6
2020,1000,200,reinvest_100_restart,1,maximum,calendar_month,0,400,25500.0,395339.35,30000.0,425339.35,179,20,159,20,35800.0,461139.35,16600.0,441939.35,0,800.0,97520,12658,9274,0.7326591878653815,35,0,97e3a5b7e1385c6aefccf1c50b6cb9ceacce6909f0aeae8dfb6bdcf7fa308528,ongoing,45,1,0,15000,9
2020,1000,200,reinvest_100_restart,1,maximum,calendar_month,0,400,25500.0,395339.35,30000.0,425339.35,179,20,159,20,35800.0,461139.35,16600.0,441939.35,0,800.0,97520,12658,9274,0.7326591878653815,35,0,97e3a5b7e1385c6aefccf1c50b6cb9ceacce6909f0aeae8dfb6bdcf7fa308528,total,45,1,0,15000,9
2020,1000,200,reinvest_100_restart,1,maximum,daily,0,0,25100.0,489687.2,0,489687.2,375,20,355,20,75000.0,564687.2,16600.0,506287.2,0,800.0,99338,12658,9268,0.732185179333228,37,0,9c62b629f1fd0f27d97f33dddfeba3fc5a048d996779ff56967b5d45bc448534,ongoing,45,1,0,15000,7
2020,1000,200,reinvest_100_restart,1,maximum,daily,0,0,25100.0,489687.2,0,489687.2,375,20,355,20,75000.0,564687.2,16600.0,506287.2,0,800.0,99338,12658,9268,0.732185179333228,37,0,9c62b629f1fd0f27d97f33dddfeba3fc5a048d996779ff56967b5d45bc448534,total,45,1,0,15000,7
2020,1000,200,reinvest_100_restart,1,maximum,weekly,0,0,25100.0,509243.3,0,509243.3,339,20,319,20,67800.0,577043.3,16600.0,525843.3,0,800.0,98854,12658,9271,0.7324221835993048,32,0,1a515b50a5907f0307abf004596dc0db0246a02dbd8b4c7b716d0956dd3bd6dc,ongoing,45,1,0,15000,7
2020,1000,200,reinvest_100_restart,1,maximum,weekly,0,0,25100.0,509243.3,0,509243.3,339,20,319,20,67800.0,577043.3,16600.0,525843.3,0,800.0,98854,12658,9271,0.7324221835993048,32,0,1a515b50a5907f0307abf004596dc0db0246a02dbd8b4c7b716d0956dd3bd6dc,total,45,1,0,15000,7
2020,1000,200,reinvest_100_restart,1,minimum,calendar_month,0,0,25100.0,241800.0,139031.3,380831.3,86,20,66,20,17200.0,398031.3,16600.0,397431.3,0,800.0,87512,12658,9283,0.7333702006636119,25,0,a3b5363d07a57e31bfc6e851f02307c1c844b4354b5a4983d0b2597c0d2b01c7,ongoing,45,6,0,15000,10
2020,1000,200,reinvest_100_restart,1,minimum,calendar_month,0,0,25100.0,241800.0,139031.3,380831.3,86,20,66,20,17200.0,398031.3,16600.0,397431.3,0,800.0,87512,12658,9283,0.7333702006636119,25,0,a3b5363d07a57e31bfc6e851f02307c1c844b4354b5a4983d0b2597c0d2b01c7,total,45,6,0,15000,10
2020,1000,200,reinvest_100_restart,1,minimum,daily,0,0,25100.0,333000.0,0,333000.0,170,20,150,20,34000.0,367000.0,16600.0,349600.0,0,800.0,98647,12658,9286,0.7336072049296888,15,0,7e13c7b891e6d654c11dd14d6e866529426a48a5fff87a83016d6b481ed43364,ongoing,45,6,0,15000,10
2020,1000,200,reinvest_100_restart,1,minimum,daily,0,0,25100.0,333000.0,0,333000.0,170,20,150,20,34000.0,367000.0,16600.0,349600.0,0,800.0,98647,12658,9286,0.7336072049296888,15,0,7e13c7b891e6d654c11dd14d6e866529426a48a5fff87a83016d6b481ed43364,total,45,6,0,15000,10
2020,1000,200,reinvest_100_restart,1,minimum,weekly,0,2000,27100.0,365000.0,0,365000.0,120,20,100,20,24000.0,389000.0,16600.0,381600.0,0,800.0,91412,12658,9283,0.7333702006636119,23,0,55d71ccfd489f6ccea75eb6ba045f8e369d250dc4a6ec5e523238143ec081d0d,ongoing,50,1,0,15000,5
2020,1000,200,reinvest_100_restart,1,minimum,weekly,0,2000,27100.0,365000.0,0,365000.0,120,20,100,20,24000.0,389000.0,16600.0,381600.0,0,800.0,91412,12658,9283,0.7333702006636119,23,0,55d71ccfd489f6ccea75eb6ba045f8e369d250dc4a6ec5e523238143ec081d0d,total,50,1,0,15000,5
2020,1000,200,reinvest_25_restart,1,maximum,calendar_month,0,3800,28900.0,114495.15,30000.0,144495.15,97,20,77,20,19400.0,163895.15,16600.0,161095.15,0,800.0,53994,12658,9297,0.7344762205719703,2,0,715c253ce98c325073fd320a7311c23f4e7f7fc08c41fe53aa5a4467be38d631,ongoing,50,1,0,15000,1
2020,1000,200,reinvest_25_restart,1,maximum,calendar_month,0,3800,28900.0,114495.15,30000.0,144495.15,97,20,77,20,19400.0,163895.15,16600.0,161095.15,0,800.0,53994,12658,9297,0.7344762205719703,2,0,715c253ce98c325073fd320a7311c23f4e7f7fc08c41fe53aa5a4467be38d631,total,50,1,0,15000,1
2020,1000,200,reinvest_25_restart,1,maximum,daily,0,2200,27300.0,361189.2,0,361189.2,169,20,149,20,33800.0,394989.2,16600.0,377789.2,0,800.0,70485,12658,9270,0.7323431821772792,37,0,d2a287857f75e84df4ad17a00f52d17279f6cb175bee7c298e11ac26624f6cef,ongoing,50,1,0,15000,1
