account_id,cohort_month,activated_at,alive,died_at,death_reason,death_equity_usd,death_trade_key,lifetime_days,trades_taken,wins,losses,gross_pnl_usd,commission_usd,payout_count,requests_blocked,requests_withheld,withdrawn_usd,received_usd,months_accrued,entitlement_accrued_usd,entitlement_outstanding_usd,first_withdrawal_at,equity_profit_usd,balance_usd,max_equity_profit_usd,min_equity_profit_usd,peak_profit_usd,floor_profit_usd,headroom_usd
1,2020-01,2020-01-01 00:00:00,False,2020-03-18 01:37:40,intratrade_excursion,-887.6,RR1.00:19-20:16:62,77,383,165,217,-158.5,401.1,0,0,7,0.0,0.0,0,0.0,0.0,,-559.6,,1784.55,-887.6,1827.8,-672.2,
2,2020-02,2020-02-01 00:00:00,False,2020-03-18 01:37:40,intratrade_excursion,-1254.55,RR1.00:19-20:16:62,46,222,92,129,-694.5,232.05,0,0,3,0.0,0.0,0,0.0,0.0,,-926.55,,1417.6,-1254.55,1460.85,-1039.15,
3,2020-03,2020-03-01 00:00:00,False,2020-03-18 01:37:40,intratrade_excursion,-1513.4,RR1.00:19-20:16:62,17,69,25,43,-1114.0,71.4,0,0,0,0.0,0.0,0,0.0,0.0,,-1185.4,,1158.75,-1513.4,1202.0,-1298.0,
4,2020-03,2020-03-19 00:00:00,True,,,,,,12271,5126,7145,48014.5,12884.55,32,59,238,35029.94,34026.93,0,0.0,0.0,2022-02-28 00:00:00,100.01,50100.01,8907.95,-1481.45,8922.45,100.0,0.01
5,2020-03,2020-03-19 00:00:00,True,,,,,,12271,5126,7145,48014.5,12884.55,32,59,238,35029.94,34026.93,0,0.0,0.0,2022-02-28 00:00:00,100.01,50100.01,8907.95,-1481.45,8922.45,100.0,0.01
6,2020-04,2020-04-01 00:00:00,True,,,,,,12203,5098,7105,48098.5,12813.15,32,59,234,35185.34,34166.79,0,0.0,0.0,2022-02-28 00:00:00,100.01,50100.01,8907.95,-170.6,8922.45,100.0,0.01
7,2020-05,2020-05-01 00:00:00,False,2021-07-19 14:04:40,intratrade_excursion,92.45,RR1.00:12-13:127:477,444,2342,962,1379,2586.5,2458.05,0,0,60,0.0,0.0,0,0.0,0.0,,128.45,,3289.0,-125.1,3341.95,100.0,
8,2020-06,2020-06-01 00:00:00,False,2021-03-04 19:14:40,intratrade_excursion,-720.35,RR1.00:18-19:79:342,276,1488,613,874,1023.5,1561.35,0,0,35,0.0,0.0,0,0.0,0.0,,-537.85,,1829.25,-1043.35,1853.8,-646.2,
9,2020-08,2020-08-01 00:00:00,False,2021-03-04 19:14:40,intratrade_excursion,-607.95,RR1.00:18-19:79:342,215,1160,480,679,791.5,1216.95,0,0,26,0.0,0.0,0,0.0,0.0,,-425.45,,1941.65,-619.3,1966.2,-533.8,
10,2020-09,2020-09-01 00:00:00,False,2021-03-04 19:14:40,intratrade_excursion,-936.05,RR1.00:18-19:79:342,184,992,408,583,287.0,1040.55,0,0,22,0.0,0.0,0,0.0,0.0,,-753.55,,1613.55,-947.4,1638.1,-861.9,
11,2020-10,2020-10-01 00:00:00,False,2021-03-04 19:14:40,intratrade_excursion,-1213.5,RR1.00:18-19:79:342,154,841,338,502,-149.0,882.0,0,0,18,0.0,0.0,0,0.0,0.0,,-1031.0,,1336.1,-1224.85,1360.65,-1139.35,
12,2020-11,2020-11-01 00:00:00,False,2021-03-04 19:14:40,intratrade_excursion,-1366.95,RR1.00:18-19:79:342,123,670,266,403,-482.0,702.45,0,0,13,0.0,0.0,0,0.0,0.0,,-1184.45,,1182.65,-1366.95,1207.2,-1292.8,
13,2021-01,2021-01-01 00:00:00,False,2021-03-04 23:30:00,intratrade_excursion,-1146.5,RR1.00:21-22:111:386,62,341,140,200,-599.5,357.0,0,0,5,0.0,0.0,0,0.0,0.0,,-956.5,,1294.7,-1146.5,1370.25,-1129.75,
14,2021-02,2021-02-01 00:00:00,False,2021-06-07 12:10:40,intratrade_excursion,-905.05,RR1.00:11-12:107:474,126,672,266,405,-155.0,704.55,0,0,15,0.0,0.0,0,0.0,0.0,,-859.55,,1574.4,-1330.05,1627.35,-872.65,
15,2021-03,2021-03-01 00:00:00,False,2021-06-07 12:10:40,intratrade_excursion,-278.05,RR1.00:11-12:107:474,98,512,203,308,304.0,536.55,0,0,10,0.0,0.0,0,0.0,0.0,,-232.55,,2201.4,-703.05,2254.35,-245.65,
16,2021-04,2021-04-01 00:00:00,False,2021-06-07 12:10:40,intratrade_excursion,-1765.75,RR1.00:11-12:107:474,67,356,131,224,-1347.5,372.75,0,0,6,0.0,0.0,0,0.0,0.0,,-1720.25,,713.7,-1765.75,766.65,-1733.35,
17,2021-06,2021-06-01 00:00:00,False,2022-01-10 20:30:00,intratrade_excursion,12.05,RR1.00:18-19:138:610,223,1160,471,688,1311.5,1216.95,0,0,28,0.0,0.0,0,0.0,0.0,,94.55,,2482.85,-1307.65,2579.85,79.85,
18,2021-07,2021-07-01 00:00:00,True,,,,,,9793,4096,5697,43928.0,10282.65,31,57,172,33545.34,32690.8,0,0.0,0.0,2022-04-18 00:00:00,100.01,50100.01,8907.95,-684.2,8922.45,100.0,0.01
19,2021-08,2021-08-01 00:00:00,True,,,,,,9637,4036,5601,43697.5,10118.85,31,57,167,33478.64,32630.77,0,0.0,0.0,2022-04-18 00:00:00,100.01,50100.01,8907.95,-750.9,8922.45,100.0,0.01
20,2021-09,2021-09-01 00:00:00,True,,,,,,9487,3976,5511,43570.0,9961.35,31,57,163,33508.64,32657.77,0,0.0,0.0,2022-04-18 00:00:00,100.01,50100.01,8907.95,-720.9,8922.45,100.0,0.01
21,2021-11,2021-11-01 00:00:00,False,2022-01-10 20:30:00,intratrade_excursion,-1278.6,RR1.00:18-19:138:610,70,373,147,225,-805.5,390.6,0,0,6,0.0,0.0,0,0.0,0.0,,-1196.1,,1192.2,-1278.6,1289.2,-1210.8,
22,2021-12,2021-12-01 00:00:00,True,,,,,,8998,3764,5234,40415.5,9447.9,28,45,165,30867.59,30280.83,0,0.0,0.0,2022-10-24 00:00:00,100.01,50100.01,8907.95,-2042.25,8922.45,100.0,0.01
23,2022-01,2022-01-01 00:00:00,True,,,,,,8845,3706,5139,41352.0,9287.25,29,54,150,31964.74,31268.26,0,0.0,0.0,2022-10-17 00:00:00,100.01,50100.01,8907.95,-945.1,8922.45,100.0,0.01
24,2022-02,2022-02-01 00:00:00,False,2022-06-29 23:30:00,intratrade_excursion,41.9,RR1.00:22-23:204:785,148,813,322,490,1004.0,852.6,0,0,17,0.0,0.0,0,0.0,0.0,,151.4,,5251.5,-50.55,5342.3,100.0,
25,2022-02,2022-02-28 00:00:00,False,2022-05-12 08:13:40,intratrade_excursion,72.2,RR1.00:8-9:226:788,73,407,164,242,567.0,426.3,0,0,10,0.0,0.0,0,0.0,0.0,,140.7,,3121.1,-1142.6,3211.9,100.0,
26,2022-02,2022-02-28 00:00:00,False,2022-05-12 08:13:40,intratrade_excursion,72.2,RR1.00:8-9:226:788,73,407,164,242,567.0,426.3,0,0,10,0.0,0.0,0,0.0,0.0,,140.7,,3121.1,-1142.6,3211.9,100.0,
27,2022-02,2022-02-28 00:00:00,False,2022-05-12 08:13:40,intratrade_excursion,72.2,RR1.00:8-9:226:788,73,407,164,242,567.0,426.3,0,0,10,0.0,0.0,0,0.0,0.0,,140.7,,3121.1,-1142.6,3211.9,100.0,
28,2022-03,2022-03-01 00:00:00,False,2022-05-10 14:04:40,intratrade_excursion,43.25,RR1.00:9-10:215:795,70,386,155,230,522.5,404.25,0,0,6,0.0,0.0,0,0.0,0.0,,118.25,,2715.5,-1548.2,2806.3,100.0,
29,2022-04,2022-04-01 00:00:00,False,2022-05-09 23:30:00,intratrade_excursion,-152.6,RR1.00:23-24:35:316,38,193,79,113,112.5,201.6,0,0,2,0.0,0.0,0,0.0,0.0,,-89.1,,2296.85,-152.6,2387.65,-112.35,
30,2022-05,2022-05-01 00:00:00,False,2022-05-12 11:45:40,intratrade_excursion,-2549.35,RR1.00:10-11:201:774,11,68,19,48,-2331.0,70.35,0,0,0,0.0,0.0,0,0.0,0.0,,-2401.35,,0.0,-2549.35,44.5,-2455.5,
31,2022-05,2022-05-10 00:00:00,False,2022-06-14 16:40:40,intratrade_excursion,-1658.45,RR1.00:15-16:255:888,35,210,76,133,-1328.0,219.45,0,0,2,0.0,0.0,0,0.0,0.0,,-1547.45,,856.25,-1658.45,927.45,-1572.55,
32,2022-05,2022-05-11 00:00:00,False,2022-06-14 16:40:40,intratrade_excursion,-2254.05,RR1.00:15-16:255:888,34,202,73,128,-1932.0,211.05,0,0,2,0.0,0.0,0,0.0,0.0,,-2143.05,,260.65,-2254.05,331.85,-2168.15,
33,2022-05,2022-05-13 00:00:00,False,2022-06-14 16:40:40,intratrade_excursion,-643.15,RR1.00:15-16:255:888,32,184,70,113,-340.0,192.15,0,0,2,0.0,0.0,0,0.0,0.0,,-532.15,,1871.55,-643.15,1942.75,-557.25,
34,2022-05,2022-05-13 00:00:00,False,2022-06-14 16:40:40,intratrade_excursion,-643.15,RR1.00:15-16:255:888,32,184,70,113,-340.0,192.15,0,0,2,0.0,0.0,0,0.0,0.0,,-532.15,,1871.55,-643.15,1942.75,-557.25,
35,2022-05,2022-05-13 00:00:00,False,2022-06-14 16:40:40,intratrade_excursion,-643.15,RR1.00:15-16:255:888,32,184,70,113,-340.0,192.15,0,0,2,0.0,0.0,0,0.0,0.0,,-532.15,,1871.55,-643.15,1942.75,-557.25,
36,2022-05,2022-05-13 00:00:00,False,2022-06-14 16:40:40,intratrade_excursion,-643.15,RR1.00:15-16:255:888,32,184,70,113,-340.0,192.15,0,0,2,0.0,0.0,0,0.0,0.0,,-532.15,,1871.55,-643.15,1942.75,-557.25,
37,2022-06,2022-06-01 00:00:00,False,2022-06-14 23:30:00,intratrade_excursion,-2418.7,RR1.00:22-23:201:773,13,75,17,57,-2249.0,77.7,0,0,0,0.0,0.0,0,0.0,0.0,,-2326.7,,124.15,-2418.7,160.2,-2339.8,
