eval_id,started_at,state,months_paid,resets,trades_taken,passed_at,ended_at
33,2021-05-20 00:00:00,funded,2,1,90,2021-07-02 20:00:00,2021-07-03 00:00:00
34,2021-05-28 00:00:00,funded,2,1,71,2021-07-06 17:30:00,2021-07-07 00:00:00
35,2021-06-01 00:00:00,funded,2,1,69,2021-07-09 18:00:00,2021-07-10 00:00:00
36,2021-07-01 00:00:00,funded,1,0,34,2021-07-09 18:00:00,2021-07-10 00:00:00
37,2021-09-01 00:00:00,funded,1,0,39,2021-09-13 11:30:00,2021-09-14 00:00:00
38,2021-10-01 00:00:00,funded,1,0,18,2021-10-07 09:30:00,2021-10-08 00:00:00
39,2021-11-01 00:00:00,funded,1,0,12,2021-11-04 00:30:00,2021-11-05 00:00:00
40,2021-12-01 00:00:00,funded,3,2,42,2022-02-04 21:00:00,2022-02-05 00:00:00
41,2021-12-04 00:00:00,funded,1,0,26,2021-12-10 16:00:00,2021-12-11 00:00:00
42,2022-01-01 00:00:00,funded,2,1,34,2022-02-04 21:00:00,2022-02-05 00:00:00
43,2022-01-08 00:00:00,funded,1,0,11,2022-01-11 18:30:00,2022-01-12 00:00:00
44,2022-01-08 00:00:00,funded,1,0,11,2022-01-11 18:30:00,2022-01-12 00:00:00
45,2022-01-08 00:00:00,funded,1,0,11,2022-01-11 18:30:00,2022-01-12 00:00:00
46,2022-01-08 00:00:00,funded,1,0,11,2022-01-11 18:30:00,2022-01-12 00:00:00
47,2022-01-08 00:00:00,funded,1,0,11,2022-01-11 18:30:00,2022-01-12 00:00:00
48,2022-01-08 00:00:00,funded,1,0,11,2022-01-11 18:30:00,2022-01-12 00:00:00
49,2022-01-08 00:00:00,funded,1,0,11,2022-01-11 18:30:00,2022-01-12 00:00:00
50,2022-01-08 00:00:00,funded,1,0,11,2022-01-11 18:30:00,2022-01-12 00:00:00
51,2022-01-11 00:00:00,funded,1,0,18,2022-01-14 09:00:00,2022-01-15 00:00:00
52,2022-01-11 00:00:00,funded,1,0,18,2022-01-14 09:00:00,2022-01-15 00:00:00
53,2022-01-11 00:00:00,funded,1,0,18,2022-01-14 09:00:00,2022-01-15 00:00:00
54,2022-01-11 00:00:00,funded,1,0,18,2022-01-14 09:00:00,2022-01-15 00:00:00
55,2022-01-11 00:00:00,funded,1,0,18,2022-01-14 09:00:00,2022-01-15 00:00:00
56,2022-01-11 00:00:00,funded,1,0,18,2022-01-14 09:00:00,2022-01-15 00:00:00
57,2022-01-11 00:00:00,funded,1,0,18,2022-01-14 09:00:00,2022-01-15 00:00:00
58,2022-02-01 00:00:00,funded,1,0,15,2022-02-04 21:00:00,2022-02-05 00:00:00
59,2022-03-15 00:00:00,funded,2,1,18,2022-04-19 03:00:00,2022-04-20 00:00:00
60,2022-04-01 00:00:00,funded,1,0,29,2022-04-08 09:00:00,2022-04-09 00:00:00
61,2022-05-03 00:00:00,funded,1,0,12,2022-05-04 22:30:00,2022-05-05 00:00:00
62,2022-05-11 00:00:00,funded,3,2,89,2022-07-28 21:00:00,2022-07-29 00:00:00
63,2022-05-11 00:00:00,funded,3,2,89,2022-07-28 21:00:00,2022-07-29 00:00:00
64,2022-05-11 00:00:00,funded,3,2,89,2022-07-28 21:00:00,2022-07-29 00:00:00
65,2022-05-13 00:00:00,funded,1,0,7,2022-05-13 22:30:00,2022-05-14 00:00:00
66,2022-05-13 00:00:00,funded,1,0,7,2022-05-13 22:30:00,2022-05-14 00:00:00
67,2022-05-13 00:00:00,funded,1,0,7,2022-05-13 22:30:00,2022-05-14 00:00:00
68,2022-05-13 00:00:00,funded,1,0,7,2022-05-13 22:30:00,2022-05-14 00:00:00
69,2022-05-13 00:00:00,funded,1,0,7,2022-05-13 22:30:00,2022-05-14 00:00:00
70,2022-05-13 00:00:00,funded,1,0,7,2022-05-13 22:30:00,2022-05-14 00:00:00
71,2022-05-13 00:00:00,funded,1,0,7,2022-05-13 22:30:00,2022-05-14 00:00:00
72,2022-05-13 00:00:00,funded,1,0,7,2022-05-13 22:30:00,2022-05-14 00:00:00
73,2022-05-13 00:00:00,funded,1,0,7,2022-05-13 22:30:00,2022-05-14 00:00:00
74,2022-05-13 00:00:00,funded,1,0,7,2022-05-13 22:30:00,2022-05-14 00:00:00
75,2022-05-13 00:00:00,funded,1,0,7,2022-05-13 22:30:00,2022-05-14 00:00:00
76,2022-05-13 00:00:00,funded,1,0,7,2022-05-13 22:30:00,2022-05-14 00:00:00
77,2022-05-13 00:00:00,funded,1,0,7,2022-05-13 22:30:00,2022-05-14 00:00:00
78,2022-05-13 00:00:00,funded,1,0,7,2022-05-13 22:30:00,2022-05-14 00:00:00
79,2022-05-13 00:00:00,funded,1,0,7,2022-05-13 22:30:00,2022-05-14 00:00:00
80,2022-05-13 00:00:00,funded,1,0,7,2022-05-13 22:30:00,2022-05-14 00:00:00
81,2022-05-13 00:00:00,funded,1,0,7,2022-05-13 22:30:00,2022-05-14 00:00:00
82,2022-06-14 00:00:00,funded,2,1,35,2022-07-20 18:00:00,2022-07-21 00:00:00
83,2022-06-14 00:00:00,funded,2,1,35,2022-07-20 18:00:00,2022-07-21 00:00:00
84,2022-06-14 00:00:00,funded,2,1,35,2022-07-20 18:00:00,2022-07-21 00:00:00
85,2022-06-14 00:00:00,funded,2,1,35,2022-07-20 18:00:00,2022-07-21 00:00:00
86,2022-06-14 00:00:00,funded,2,1,35,2022-07-20 18:00:00,2022-07-21 00:00:00
87,2022-06-14 00:00:00,funded,2,1,35,2022-07-20 18:00:00,2022-07-21 00:00:00
88,2022-06-14 00:00:00,funded,2,1,35,2022-07-20 18:00:00,2022-07-21 00:00:00
89,2022-06-14 00:00:00,funded,2,1,35,2022-07-20 18:00:00,2022-07-21 00:00:00
90,2022-06-14 00:00:00,funded,2,1,35,2022-07-20 18:00:00,2022-07-21 00:00:00
91,2022-06-14 00:00:00,funded,2,1,35,2022-07-20 18:00:00,2022-07-21 00:00:00
92,2022-06-14 00:00:00,funded,2,1,35,2022-07-20 18:00:00,2022-07-21 00:00:00
93,2022-06-14 00:00:00,funded,2,1,35,2022-07-20 18:00:00,2022-07-21 00:00:00
94,2022-06-14 00:00:00,funded,2,1,35,2022-07-20 18:00:00,2022-07-21 00:00:00
95,2022-06-14 00:00:00,funded,2,1,35,2022-07-20 18:00:00,2022-07-21 00:00:00
96,2022-06-14 00:00:00,funded,2,1,35,2022-07-20 18:00:00,2022-07-21 00:00:00
97,2022-06-14 00:00:00,funded,2,1,35,2022-07-20 18:00:00,2022-07-21 00:00:00
98,2022-06-14 00:00:00,funded,2,1,35,2022-07-20 18:00:00,2022-07-21 00:00:00
99,2026-03-06 00:00:00,funded,3,2,20,2026-05-06 18:30:00,2026-05-07 00:00:00
100,2026-03-06 00:00:00,funded,3,2,20,2026-05-06 18:30:00,2026-05-07 00:00:00
101,2026-03-07 00:00:00,funded,1,0,5,2026-03-09 22:30:00,2026-03-10 00:00:00
102,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
103,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
104,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
105,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
106,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
107,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
108,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
109,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
110,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
111,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
112,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
113,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
114,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
115,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
116,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
117,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
118,2026-03-10 00:00:00,funded,2,1,19,2026-04-13 20:30:00,2026-04-14 00:00:00
119,2026-03-14 00:00:00,funded,2,1,30,2026-04-16 09:30:00,2026-04-17 00:00:00
