initial_cash,monthly_funding,acquisition,withdrawal,cadence,headroom,reserve_25k,reserve_50k,ongoing_25k,ongoing_50k,ongoing_delta_50k_minus_25k,total_25k,total_50k,total_delta_50k_minus_25k
1000,0,monthly_one,minimum,weekly,7000,32100.0,57100.0,211200.0,295600.0,84400.0,302487.21,418072.26,115585.05
1000,0,monthly_one,minimum,weekly,7100,32200.0,57200.0,209250.0,292650.0,83400.0,302487.21,418072.26,115585.05
1000,0,monthly_one,minimum,weekly,7200,32300.0,57300.0,207450.0,290400.0,82950.0,302687.21,418322.26,115635.05
1000,0,monthly_one,minimum,weekly,7300,32400.0,57400.0,206450.0,289900.0,83450.0,302687.21,418322.26,115635.05
1000,0,monthly_one,minimum,weekly,7500,32600.0,57600.0,203950.0,285900.0,81950.0,302687.21,418322.26,115635.05
1000,0,monthly_one,minimum,weekly,7600,32700.0,57700.0,202000.0,282950.0,80950.0,302687.21,418322.26,115635.05
1000,0,monthly_one,minimum,weekly,7700,32800.0,57800.0,200000.0,280450.0,80450.0,302687.21,418322.26,115635.05
1000,0,monthly_one,minimum,weekly,7800,32900.0,57900.0,199500.0,279950.0,80450.0,302687.21,418322.26,115635.05
1000,0,monthly_one,minimum,weekly,7900,33000.0,58000.0,199000.0,278450.0,79450.0,302687.21,418322.26,115635.05
1000,0,monthly_one,minimum,weekly,8000,33100.0,58100.0,197500.0,276950.0,79450.0,297154.37,418322.26,121167.89
1000,0,monthly_one,minimum,weekly,8100,33200.0,58200.0,195550.0,274000.0,78450.0,297154.37,418322.26,121167.89
1000,0,monthly_one,minimum,weekly,8200,33300.0,58300.0,150950.0,229750.0,78800.0,240736.26,364754.15,124017.89
1000,0,monthly_one,minimum,weekly,8300,33400.0,58400.0,149950.0,228750.0,78800.0,240736.26,364754.15,124017.89
1000,0,monthly_one,minimum,weekly,8400,33500.0,58500.0,149450.0,227750.0,78300.0,240736.26,364754.15,124017.89
1000,0,monthly_one,minimum,weekly,8500,33600.0,58600.0,148450.0,226250.0,77800.0,240236.26,364254.15,124017.89
1000,0,monthly_one,minimum,weekly,9000,34100.0,59100.0,142400.0,217300.0,74900.0,240136.26,364254.15,124117.89
1000,0,monthly_one,minimum,weekly,10000,35100.0,60100.0,98800.0,165650.0,66850.0,175634.74,298202.63,122567.89
1000,0,monthly_one,minimum,weekly,12500,37600.0,62600.0,62700.0,69750.0,7050.0,137509.01,169085.99,31576.98
1000,0,monthly_one,minimum,weekly,15000,40100.0,65100.0,18700.0,27750.0,9050.0,51921.2,92689.63,40768.43
1000,0,weekly_one,maximum,calendar_month,0,25100.0,50100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,calendar_month,100,25200.0,50200.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,calendar_month,200,25300.0,50300.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,calendar_month,300,25400.0,50400.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,calendar_month,400,25500.0,50500.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,calendar_month,500,25600.0,50600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,calendar_month,1000,26100.0,51100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,calendar_month,2000,27100.0,52100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,calendar_month,3000,28100.0,53100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,calendar_month,4000,29100.0,54100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,calendar_month,4900,30000.0,55000.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,calendar_month,5000,30100.0,55100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,calendar_month,6000,31100.0,56100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,calendar_month,6500,31600.0,56600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,calendar_month,6800,31900.0,56900.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,calendar_month,7000,32100.0,57100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,calendar_month,8000,33100.0,58100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,calendar_month,9000,34100.0,59100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,calendar_month,10000,35100.0,60100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,calendar_month,12500,37600.0,62600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,calendar_month,15000,40100.0,65100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,daily,0,25100.0,50100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,daily,100,25200.0,50200.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,daily,200,25300.0,50300.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,daily,300,25400.0,50400.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,daily,400,25500.0,50500.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,daily,500,25600.0,50600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,daily,1000,26100.0,51100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,daily,2000,27100.0,52100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,daily,3000,28100.0,53100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,daily,4000,29100.0,54100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,daily,4900,30000.0,55000.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,daily,5000,30100.0,55100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,daily,6000,31100.0,56100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,daily,6500,31600.0,56600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,daily,6800,31900.0,56900.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,daily,7000,32100.0,57100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,daily,8000,33100.0,58100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,daily,9000,34100.0,59100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,daily,10000,35100.0,60100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,daily,12500,37600.0,62600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,daily,15000,40100.0,65100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,weekly,0,25100.0,50100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,weekly,100,25200.0,50200.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,weekly,200,25300.0,50300.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,weekly,300,25400.0,50400.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,weekly,400,25500.0,50500.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,weekly,500,25600.0,50600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,weekly,1000,26100.0,51100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,weekly,2000,27100.0,52100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,weekly,3000,28100.0,53100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,weekly,4000,29100.0,54100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,weekly,4900,30000.0,55000.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,weekly,5000,30100.0,55100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,weekly,6000,31100.0,56100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,weekly,6500,31600.0,56600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,weekly,6800,31900.0,56900.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,weekly,7000,32100.0,57100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,weekly,8000,33100.0,58100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,weekly,9000,34100.0,59100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,weekly,10000,35100.0,60100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,weekly,12500,37600.0,62600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,maximum,weekly,15000,40100.0,65100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,calendar_month,0,25100.0,50100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,calendar_month,100,25200.0,50200.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,calendar_month,200,25300.0,50300.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,calendar_month,300,25400.0,50400.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,calendar_month,400,25500.0,50500.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,calendar_month,500,25600.0,50600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,calendar_month,1000,26100.0,51100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,calendar_month,2000,27100.0,52100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,calendar_month,3000,28100.0,53100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,calendar_month,4000,29100.0,54100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,calendar_month,4900,30000.0,55000.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,calendar_month,5000,30100.0,55100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,calendar_month,6000,31100.0,56100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,calendar_month,6500,31600.0,56600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,calendar_month,6800,31900.0,56900.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,calendar_month,7000,32100.0,57100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,calendar_month,8000,33100.0,58100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,calendar_month,9000,34100.0,59100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,calendar_month,10000,35100.0,60100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,calendar_month,12500,37600.0,62600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,calendar_month,15000,40100.0,65100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,daily,0,25100.0,50100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,daily,100,25200.0,50200.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,daily,200,25300.0,50300.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,daily,300,25400.0,50400.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,daily,400,25500.0,50500.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,daily,500,25600.0,50600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,daily,1000,26100.0,51100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,daily,2000,27100.0,52100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,daily,3000,28100.0,53100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,daily,4000,29100.0,54100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,daily,4900,30000.0,55000.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,daily,5000,30100.0,55100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,daily,6000,31100.0,56100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,daily,6500,31600.0,56600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,daily,6800,31900.0,56900.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,daily,7000,32100.0,57100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,daily,8000,33100.0,58100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,daily,9000,34100.0,59100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,daily,10000,35100.0,60100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,daily,12500,37600.0,62600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,daily,15000,40100.0,65100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,weekly,0,25100.0,50100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,weekly,100,25200.0,50200.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,weekly,200,25300.0,50300.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,weekly,300,25400.0,50400.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,weekly,400,25500.0,50500.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,weekly,500,25600.0,50600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,weekly,1000,26100.0,51100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,weekly,2000,27100.0,52100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,weekly,3000,28100.0,53100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,weekly,4000,29100.0,54100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,weekly,4900,30000.0,55000.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,weekly,5000,30100.0,55100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,weekly,6000,31100.0,56100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,weekly,6500,31600.0,56600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,weekly,6800,31900.0,56900.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,weekly,7000,32100.0,57100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,weekly,8000,33100.0,58100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,weekly,9000,34100.0,59100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,weekly,10000,35100.0,60100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,weekly,12500,37600.0,62600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,weekly_one,minimum,weekly,15000,40100.0,65100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,200,monthly_current_slot_replacements,maximum,calendar_month,0,25100.0,50100.0,595026.95,512779.75,-82247.2,595026.95,512779.75,-82247.2
1000,200,monthly_current_slot_replacements,maximum,calendar_month,100,25200.0,50200.0,595026.95,512779.75,-82247.2,595026.95,512779.75,-82247.2
1000,200,monthly_current_slot_replacements,maximum,calendar_month,200,25300.0,50300.0,595026.95,512779.75,-82247.2,595026.95,512779.75,-82247.2
1000,200,monthly_current_slot_replacements,maximum,calendar_month,300,25400.0,50400.0,595026.95,512779.75,-82247.2,595026.95,512779.75,-82247.2
1000,200,monthly_current_slot_replacements,maximum,calendar_month,400,25500.0,50500.0,613545.95,512779.75,-100766.2,613545.95,512779.75,-100766.2
1000,200,monthly_current_slot_replacements,maximum,calendar_month,500,25600.0,50600.0,611545.95,512779.75,-98766.2,611545.95,512779.75,-98766.2
1000,200,monthly_current_slot_replacements,maximum,calendar_month,1000,26100.0,51100.0,593402.75,512779.75,-80623.0,593402.75,512779.75,-80623.0
1000,200,monthly_current_slot_replacements,maximum,calendar_month,2000,27100.0,52100.0,587649.15,523601.7,-64047.45,587649.15,523601.7,-64047.45
1000,200,monthly_current_slot_replacements,maximum,calendar_month,2500,27600.0,52600.0,571911.3,566749.25,-5162.05,571911.3,566749.25,-5162.05
1000,200,monthly_current_slot_replacements,maximum,calendar_month,2600,27700.0,52700.0,552822.7,551691.85,-1130.85,552822.7,551691.85,-1130.85
1000,200,monthly_current_slot_replacements,maximum,calendar_month,2700,27800.0,52800.0,553550.0,561279.55,7729.55,553550.0,561279.55,7729.55
1000,200,monthly_current_slot_replacements,maximum,calendar_month,2800,27900.0,52900.0,549069.3,553694.15,4624.85,549069.3,553694.15,4624.85
1000,200,monthly_current_slot_replacements,maximum,calendar_month,2900,28000.0,53000.0,539580.95,555740.35,16159.4,539580.95,555740.35,16159.4
1000,200,monthly_current_slot_replacements,maximum,calendar_month,3000,28100.0,53100.0,545800.05,543819.65,-1980.4,545800.05,543819.65,-1980.4
1000,200,monthly_current_slot_replacements,maximum,calendar_month,3100,28200.0,53200.0,521935.6,542819.85,20884.25,521935.6,542819.85,20884.25
1000,200,monthly_current_slot_replacements,maximum,calendar_month,3200,28300.0,53300.0,517735.6,537129.75,19394.15,517735.6,537129.75,19394.15
1000,200,monthly_current_slot_replacements,maximum,calendar_month,3300,28400.0,53400.0,535719.4,532229.75,-3489.65,535719.4,532229.75,-3489.65
1000,200,monthly_current_slot_replacements,maximum,calendar_month,3400,28500.0,53500.0,530819.4,526829.75,-3989.65,530819.4,526829.75,-3989.65
1000,200,monthly_current_slot_replacements,maximum,calendar_month,3500,28600.0,53600.0,525919.4,557175.45,31256.05,525919.4,557175.45,31256.05
1000,200,monthly_current_slot_replacements,maximum,calendar_month,4000,29100.0,54100.0,508271.66,511213.75,2942.09,508271.66,511213.75,2942.09
1000,200,monthly_current_slot_replacements,maximum,calendar_month,4900,30000.0,55000.0,477641.52,511583.83,33942.31,477641.52,511583.83,33942.31
1000,200,monthly_current_slot_replacements,maximum,calendar_month,5000,30100.0,55100.0,473741.52,507673.83,33932.31,503741.52,547673.83,43932.31
1000,200,monthly_current_slot_replacements,maximum,calendar_month,5500,30600.0,55600.0,468419.05,493583.24,25164.19,498419.05,533583.24,35164.19
1000,200,monthly_current_slot_replacements,maximum,calendar_month,5600,30700.0,55700.0,464479.05,489663.24,25184.19,494479.05,529663.24,35184.19
1000,200,monthly_current_slot_replacements,maximum,calendar_month,5700,30800.0,55800.0,468011.05,493215.24,25204.19,498011.05,533215.24,35204.19
1000,200,monthly_current_slot_replacements,maximum,calendar_month,5800,30900.0,55900.0,464071.05,489295.24,25224.19,494071.05,529295.24,35224.19
1000,200,monthly_current_slot_replacements,maximum,calendar_month,5900,31000.0,56000.0,462568.05,487805.75,25237.7,492568.05,527805.75,35237.7
1000,200,monthly_current_slot_replacements,maximum,calendar_month,6000,31100.0,56100.0,465841.87,491916.83,26074.96,559996.28,584473.63,24477.35
1000,200,monthly_current_slot_replacements,maximum,calendar_month,6100,31200.0,56200.0,463918.03,490000.87,26082.84,559996.24,584473.62,24477.38
1000,200,monthly_current_slot_replacements,maximum,calendar_month,6200,31300.0,56300.0,461978.03,488080.87,26102.84,559996.24,584473.62,24477.38
1000,200,monthly_current_slot_replacements,maximum,calendar_month,6300,31400.0,56400.0,460038.03,486160.87,26122.84,559996.24,584473.62,24477.38
1000,200,monthly_current_slot_replacements,maximum,calendar_month,6400,31500.0,56500.0,458098.03,484240.87,26142.84,559996.24,584473.62,24477.38
1000,200,monthly_current_slot_replacements,maximum,calendar_month,6500,31600.0,56600.0,456158.03,482320.87,26162.84,559996.24,584473.62,24477.38
1000,200,monthly_current_slot_replacements,maximum,calendar_month,6800,31900.0,56900.0,450338.03,476560.87,26222.84,559996.24,584473.62,24477.38
1000,200,monthly_current_slot_replacements,maximum,calendar_month,7000,32100.0,57100.0,446458.03,472705.06,26247.03,559996.24,584473.62,24477.38
1000,200,monthly_current_slot_replacements,maximum,calendar_month,8000,33100.0,58100.0,397012.28,446661.16,49648.88,531963.43,578476.64,46513.21
1000,200,monthly_current_slot_replacements,maximum,calendar_month,9000,34100.0,59100.0,370847.08,396997.41,26150.33,525561.39,550441.76,24880.37
1000,200,monthly_current_slot_replacements,maximum,calendar_month,10000,35100.0,60100.0,344229.22,361129.1,16899.88,518861.15,534593.09,15731.94
1000,200,monthly_current_slot_replacements,maximum,calendar_month,12500,37600.0,62600.0,294351.15,311445.9,17094.75,518861.15,534593.09,15731.94
1000,200,monthly_current_slot_replacements,maximum,calendar_month,15000,40100.0,65100.0,214036.35,246200.8,32164.45,425917.65,483270.77,57353.12
1000,200,monthly_current_slot_replacements,maximum,daily,0,25100.0,50100.0,652142.35,687034.8,34892.45,652142.35,687034.8,34892.45
1000,200,monthly_current_slot_replacements,maximum,daily,500,25600.0,50600.0,647768.35,687034.8,39266.45,647768.35,687034.8,39266.45
1000,200,monthly_current_slot_replacements,maximum,daily,600,25700.0,50700.0,641768.35,714514.6,72746.25,641768.35,714514.6,72746.25
1000,200,monthly_current_slot_replacements,maximum,daily,700,25800.0,50800.0,662724.35,708814.6,46090.25,662724.35,708814.6,46090.25
1000,200,monthly_current_slot_replacements,maximum,daily,800,25900.0,50900.0,710512.9,712352.4,1839.5,710512.9,712352.4,1839.5
1000,200,monthly_current_slot_replacements,maximum,daily,900,26000.0,51000.0,708956.9,706378.8,-2578.1,708956.9,706378.8,-2578.1
1000,200,monthly_current_slot_replacements,maximum,daily,1000,26100.0,51100.0,697119.3,697186.8,67.5,697119.3,697186.8,67.5
1000,200,monthly_current_slot_replacements,maximum,daily,1100,26200.0,51200.0,720480.7,708752.0,-11728.7,720480.7,708752.0,-11728.7
1000,200,monthly_current_slot_replacements,maximum,daily,1200,26300.0,51300.0,665086.8,699427.75,34340.95,665086.8,699427.75,34340.95
1000,200,monthly_current_slot_replacements,maximum,daily,1300,26400.0,51400.0,653748.2,700911.2,47163.0,653748.2,700911.2,47163.0
1000,200,monthly_current_slot_replacements,maximum,daily,1400,26500.0,51500.0,649425.4,685585.0,36159.6,649425.4,685585.0,36159.6
1000,200,monthly_current_slot_replacements,maximum,daily,1500,26600.0,51600.0,620656.25,704608.5,83952.25,620656.25,704608.5,83952.25
1000,200,monthly_current_slot_replacements,maximum,daily,2000,27100.0,52100.0,580607.8,682431.5,101823.7,580607.8,682431.5,101823.7
1000,200,monthly_current_slot_replacements,maximum,daily,3000,28100.0,53100.0,575819.75,606445.0,30625.25,575819.75,606445.0,30625.25
1000,200,monthly_current_slot_replacements,maximum,daily,4000,29100.0,54100.0,536883.15,560043.2,23160.05,536883.15,560043.2,23160.05
1000,200,monthly_current_slot_replacements,maximum,daily,4900,30000.0,55000.0,519711.63,519838.33,126.7,519711.63,519838.33,126.7
1000,200,monthly_current_slot_replacements,maximum,daily,5000,30100.0,55100.0,515910.98,517030.92,1119.94,515910.98,517030.92,1119.94
1000,200,monthly_current_slot_replacements,maximum,daily,6000,31100.0,56100.0,465379.93,503399.37,38019.44,495379.93,543399.37,48019.44
1000,200,monthly_current_slot_replacements,maximum,daily,6500,31600.0,56600.0,458464.93,487726.37,29261.44,488464.93,527726.37,39261.44
1000,200,monthly_current_slot_replacements,maximum,daily,6800,31900.0,56900.0,456780.82,482937.25,26156.43,559996.29,584473.68,24477.39
1000,200,monthly_current_slot_replacements,maximum,daily,7000,32100.0,57100.0,452900.82,479097.25,26196.43,559996.29,584473.68,24477.39
1000,200,monthly_current_slot_replacements,maximum,daily,8000,33100.0,58100.0,432700.79,459814.62,27113.83,559196.26,584473.65,25277.39
1000,200,monthly_current_slot_replacements,maximum,daily,9000,34100.0,59100.0,384788.24,417572.05,32783.81,532763.44,563785.5,31022.06
1000,200,monthly_current_slot_replacements,maximum,daily,10000,35100.0,60100.0,353813.05,383985.32,30172.27,521869.4,550441.76,28572.36
1000,200,monthly_current_slot_replacements,maximum,daily,12500,37600.0,62600.0,300993.15,318087.9,17094.75,518861.15,534593.09,15731.94
1000,200,monthly_current_slot_replacements,maximum,daily,15000,40100.0,65100.0,221550.45,255072.95,33522.5,465031.17,521578.14,56546.97
