product,initial_cash,monthly_funding,acquisition,withdrawal,cadence,headroom,reserve,strict_post_payout_balance,fee,accounts,alive,ongoing,terminal,total,contributions,ending_owner_cash,objective,tested_count,tested_reserve_min,tested_reserve_max,tied_best_reserves,within_one_percent_reserves,boundary_best
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,weekly,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,ongoing,40,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 27600.0, 27700.0, 27800.0, 27900.0, 28000.0, 28100.0, 28200.0, 28300.0, 28400.0, 28500.0, 28600.0, 28700.0, 28800.0, 28900.0, 29000.0, 29100.0, 29200.0, 29300.0, 29400.0, 29500.0, 29600.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,weekly,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,total,40,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 27600.0, 27700.0, 27800.0, 27900.0, 28000.0, 28100.0, 28200.0, 28300.0, 28400.0, 28500.0, 28600.0, 28700.0, 28800.0, 28900.0, 29000.0, 29100.0, 29200.0, 29300.0, 29400.0, 29500.0, 29600.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,monthly_one,maximum,calendar_month,4700,29800.0,False,200.0,58,2,233488.82,0,233488.82,1000.0,234488.82,ongoing,32,25100.0,40100.0,[29800.0],"[29800.0, 29900.0]",False
legacy_25k,1000,0,monthly_one,maximum,calendar_month,6500,31600.0,False,200.0,58,17,220781.69,77479.78,298261.47,1000.0,299261.47,total,32,25100.0,40100.0,[31600.0],[31600.0],False
legacy_25k,1000,0,monthly_one,maximum,daily,5100,30200.0,False,200.0,58,2,238983.64,0,238983.64,1000.0,239983.64,ongoing,50,25100.0,40100.0,[30200.0],"[30200.0, 30300.0]",False
legacy_25k,1000,0,monthly_one,maximum,daily,7200,32300.0,False,200.0,57,17,215499.99,82593.59,298093.58,1000.0,299093.58,total,50,25100.0,40100.0,[32300.0],"[31900.0, 32000.0, 32100.0, 32200.0, 32300.0, 32400.0, 32600.0, 32700.0, 32800.0, 32900.0, 33000.0, 33100.0, 33200.0, 33300.0, 33400.0, 33500.0, 33600.0]",False
legacy_25k,1000,0,monthly_one,maximum,weekly,4900,30000.0,False,200.0,58,2,234388.79,0,234388.79,1000.0,235388.79,ongoing,43,25100.0,40100.0,[30000.0],"[30000.0, 30100.0, 31600.0]",False
legacy_25k,1000,0,monthly_one,maximum,weekly,6500,31600.0,False,200.0,58,17,232440.45,66605.65,299046.1,1000.0,300046.1,total,43,25100.0,40100.0,[31600.0],"[31600.0, 31700.0, 31800.0, 31900.0, 32000.0, 32100.0, 32600.0, 32700.0, 32800.0, 32900.0, 33000.0, 33100.0, 33200.0, 33300.0, 33400.0, 33500.0]",False
legacy_25k,1000,0,monthly_one,minimum,calendar_month,3300,28400.0,False,200.0,61,14,194300.0,114304.52,308604.52,1000.0,309604.52,ongoing,35,25100.0,40100.0,"[28400.0, 28500.0]","[28400.0, 28500.0, 28600.0]",False
legacy_25k,1000,0,monthly_one,minimum,calendar_month,3300,28400.0,False,200.0,61,14,194300.0,114304.52,308604.52,1000.0,309604.52,total,35,25100.0,40100.0,"[28400.0, 28500.0, 28600.0]","[28400.0, 28500.0, 28600.0]",False
legacy_25k,1000,0,monthly_one,minimum,daily,4000,29100.0,False,200.0,61,2,266650.0,0,266650.0,1000.0,267650.0,ongoing,43,25100.0,40100.0,[29100.0],[29100.0],False
legacy_25k,1000,0,monthly_one,minimum,daily,8200,33300.0,False,200.0,56,17,203950.0,98737.21,302687.21,1000.0,303687.21,total,43,25100.0,40100.0,"[33300.0, 33400.0]","[31900.0, 32000.0, 32100.0, 32200.0, 32300.0, 32400.0, 32500.0, 32600.0, 32700.0, 32800.0, 32900.0, 33000.0, 33100.0, 33200.0, 33300.0, 33400.0]",False
legacy_25k,1000,0,monthly_one,minimum,weekly,3700,28800.0,False,200.0,60,2,258150.0,0,258150.0,1000.0,259150.0,ongoing,44,25100.0,40100.0,[28800.0],"[28800.0, 28900.0]",False
legacy_25k,1000,0,monthly_one,minimum,weekly,7200,32300.0,False,200.0,56,17,207450.0,95237.21,302687.21,1000.0,303687.21,total,44,25100.0,40100.0,"[32300.0, 32400.0, 32600.0, 32700.0, 32800.0, 32900.0, 33000.0]","[31400.0, 31500.0, 31600.0, 31700.0, 31800.0, 31900.0, 32000.0, 32100.0, 32200.0, 32300.0, 32400.0, 32600.0, 32700.0, 32800.0, 32900.0, 33000.0]",False
legacy_25k,1000,0,weekly_one,maximum,calendar_month,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,ongoing,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,weekly_one,maximum,calendar_month,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,total,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,weekly_one,maximum,daily,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,ongoing,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,weekly_one,maximum,daily,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,total,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,weekly_one,maximum,weekly,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,ongoing,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,weekly_one,maximum,weekly,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,total,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,weekly_one,minimum,calendar_month,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,ongoing,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,weekly_one,minimum,calendar_month,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,total,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,weekly_one,minimum,daily,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,ongoing,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,weekly_one,minimum,daily,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,total,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,weekly_one,minimum,weekly,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,ongoing,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,weekly_one,minimum,weekly,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,total,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,200,monthly_current_slot_replacements,maximum,calendar_month,400,25500.0,False,200.0,401,20,613545.95,0,613545.95,16600.0,630145.95,ongoing,40,25100.0,40100.0,[25500.0],"[25500.0, 25600.0]",False
legacy_25k,1000,200,monthly_current_slot_replacements,maximum,calendar_month,400,25500.0,False,200.0,401,20,613545.95,0,613545.95,16600.0,630145.95,total,40,25100.0,40100.0,[25500.0],"[25500.0, 25600.0]",False
legacy_25k,1000,200,monthly_current_slot_replacements,maximum,daily,1100,26200.0,False,200.0,564,20,720480.7,0,720480.7,16600.0,737080.7,ongoing,26,25100.0,40100.0,[26200.0],[26200.0],False
legacy_25k,1000,200,monthly_current_slot_replacements,maximum,daily,1100,26200.0,False,200.0,564,20,720480.7,0,720480.7,16600.0,737080.7,total,26,25100.0,40100.0,[26200.0],[26200.0],False
legacy_25k,1000,200,monthly_current_slot_replacements,maximum,weekly,0,25100.0,False,200.0,611,20,749859.45,0,749859.45,16600.0,766459.45,ongoing,31,25100.0,40100.0,[25100.0],"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0]",True
legacy_25k,1000,200,monthly_current_slot_replacements,maximum,weekly,0,25100.0,False,200.0,611,20,749859.45,0,749859.45,16600.0,766459.45,total,31,25100.0,40100.0,[25100.0],"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0]",True
legacy_25k,1000,200,monthly_current_slot_replacements,minimum,calendar_month,0,25100.0,False,200.0,135,20,422950.0,166409.07,589359.07,16600.0,605959.07,ongoing,31,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0]","[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0]",True
legacy_25k,1000,200,monthly_current_slot_replacements,minimum,calendar_month,0,25100.0,False,200.0,135,20,422950.0,166409.07,589359.07,16600.0,605959.07,total,31,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0]","[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0]",True
legacy_25k,1000,200,monthly_current_slot_replacements,minimum,daily,1700,26800.0,False,200.0,253,20,605900.0,0,605900.0,16600.0,622500.0,ongoing,39,25100.0,40100.0,[26800.0],[26800.0],False
legacy_25k,1000,200,monthly_current_slot_replacements,minimum,daily,1700,26800.0,False,200.0,253,20,605900.0,0,605900.0,16600.0,622500.0,total,39,25100.0,40100.0,[26800.0],[26800.0],False
legacy_25k,1000,200,monthly_current_slot_replacements,minimum,weekly,0,25100.0,False,200.0,270,20,589000.0,0,589000.0,16600.0,605600.0,ongoing,30,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0]","[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0]",True
legacy_25k,1000,200,monthly_current_slot_replacements,minimum,weekly,0,25100.0,False,200.0,270,20,589000.0,0,589000.0,16600.0,605600.0,total,30,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0]","[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0]",True
legacy_25k,1000,200,monthly_one,maximum,calendar_month,4700,29800.0,False,200.0,64,2,373417.36,0,373417.36,16600.0,390017.36,ongoing,42,25100.0,40100.0,[29800.0],"[29800.0, 29900.0]",False
legacy_25k,1000,200,monthly_one,maximum,calendar_month,6500,31600.0,False,200.0,60,20,357940.38,102345.63,460286.01,16600.0,476886.01,total,42,25100.0,40100.0,[31600.0],[31600.0],False
legacy_25k,1000,200,monthly_one,maximum,daily,5700,30800.0,False,200.0,64,2,368769.22,0,368769.22,16600.0,385369.22,ongoing,35,25100.0,40100.0,[30800.0],"[30800.0, 30900.0]",False
legacy_25k,1000,200,monthly_one,maximum,daily,7500,32600.0,False,200.0,60,20,344983.14,114634.99,459618.13,16600.0,476218.13,total,35,25100.0,40100.0,[32600.0],"[31900.0, 32100.0, 32600.0, 32700.0, 32800.0, 32900.0, 33000.0, 33100.0, 33200.0, 33300.0, 33400.0, 33500.0, 33600.0]",False
legacy_25k,1000,200,monthly_one,maximum,weekly,4900,30000.0,False,200.0,64,2,375549.86,0,375549.86,16600.0,392149.86,ongoing,43,25100.0,40100.0,[30000.0],"[30000.0, 30100.0, 31600.0]",False
legacy_25k,1000,200,monthly_one,maximum,weekly,6500,31600.0,False,200.0,60,20,373130.03,87940.55,461070.58,16600.0,477670.58,total,43,25100.0,40100.0,[31600.0],"[31600.0, 31700.0, 31800.0, 31900.0, 32000.0, 32100.0, 33100.0, 33600.0, 33700.0, 33800.0, 33900.0, 34000.0, 34100.0, 34200.0, 34300.0]",False
legacy_25k,1000,200,monthly_one,minimum,calendar_month,3300,28400.0,False,200.0,69,18,285200.0,152960.79,438160.79,16600.0,454760.79,ongoing,52,25100.0,40100.0,"[28400.0, 28500.0]","[28400.0, 28500.0, 28600.0, 28700.0, 28800.0, 28900.0]",False
legacy_25k,1000,200,monthly_one,minimum,calendar_month,4900,30000.0,False,200.0,60,20,270000.0,194311.75,464311.75,16600.0,480911.75,total,52,25100.0,40100.0,"[30000.0, 30100.0, 30200.0, 30300.0, 30400.0, 30500.0, 31100.0]","[30000.0, 30100.0, 30200.0, 30300.0, 30400.0, 30500.0, 31100.0]",False
legacy_25k,1000,200,monthly_one,minimum,daily,4100,29200.0,False,200.0,69,2,387000.0,0,387000.0,16600.0,403600.0,ongoing,44,25100.0,40100.0,[29200.0],"[29200.0, 29300.0]",False
legacy_25k,1000,200,monthly_one,minimum,daily,6800,31900.0,False,200.0,60,20,361600.0,102711.75,464311.75,16600.0,480911.75,total,44,25100.0,40100.0,"[31900.0, 32000.0, 32100.0, 32200.0, 32300.0, 32400.0, 32600.0, 32700.0, 32800.0, 32900.0, 33000.0, 33100.0, 33200.0, 33300.0, 33400.0]","[31900.0, 32000.0, 32100.0, 32200.0, 32300.0, 32400.0, 32600.0, 32700.0, 32800.0, 32900.0, 33000.0, 33100.0, 33200.0, 33300.0, 33400.0]",False
legacy_25k,1000,200,monthly_one,minimum,weekly,3500,28600.0,False,200.0,69,2,374650.0,0,374650.0,16600.0,391250.0,ongoing,41,25100.0,40100.0,[28600.0],"[28600.0, 28700.0, 28800.0]",False
legacy_25k,1000,200,monthly_one,minimum,weekly,6100,31200.0,False,200.0,60,20,360650.0,103661.75,464311.75,16600.0,480911.75,total,41,25100.0,40100.0,"[31200.0, 31300.0, 31400.0, 31500.0, 31600.0, 31700.0, 31800.0, 31900.0, 32000.0, 32100.0, 32200.0, 32300.0, 32400.0]","[31200.0, 31300.0, 31400.0, 31500.0, 31600.0, 31700.0, 31800.0, 31900.0, 32000.0, 32100.0, 32200.0, 32300.0, 32400.0]",False
legacy_25k,1000,200,weekly_one,maximum,calendar_month,4700,29800.0,False,200.0,91,8,460486.42,1500.0,461986.42,16600.0,478586.42,ongoing,35,25100.0,40100.0,[29800.0],"[29500.0, 29700.0, 29800.0, 29900.0, 30000.0]",False
legacy_25k,1000,200,weekly_one,maximum,calendar_month,7500,32600.0,False,200.0,69,20,428566.15,124119.42,552685.57,16600.0,569285.57,total,35,25100.0,40100.0,[32600.0],"[31100.0, 31400.0, 31500.0, 31600.0, 31700.0, 31800.0, 31900.0, 32000.0, 32100.0, 32200.0, 32300.0, 32400.0, 32500.0, 32600.0]",False
legacy_25k,1000,200,weekly_one,maximum,daily,5700,30800.0,False,200.0,94,8,455592.01,3000.0,458592.01,16600.0,475192.01,ongoing,35,25100.0,40100.0,[30800.0],"[30800.0, 30900.0, 31000.0]",False
legacy_25k,1000,200,weekly_one,maximum,daily,8500,33600.0,False,200.0,67,20,416052.79,137032.78,553085.57,16600.0,569685.57,total,35,25100.0,40100.0,[33600.0],"[31900.0, 32100.0, 32600.0, 32700.0, 32800.0, 32900.0, 33000.0, 33100.0, 33200.0, 33300.0, 33400.0, 33500.0, 33600.0]",False
legacy_25k,1000,200,weekly_one,maximum,weekly,5000,30100.0,False,200.0,95,8,466344.32,0,466344.32,16600.0,482944.32,ongoing,33,25100.0,40100.0,[30100.0],"[30000.0, 30100.0, 30200.0, 30300.0]",False
legacy_25k,1000,200,weekly_one,maximum,weekly,7100,32200.0,False,200.0,72,20,449976.04,101305.74,551281.78,16600.0,567881.78,total,33,25100.0,40100.0,[32200.0],"[31600.0, 31700.0, 31800.0, 31900.0, 32000.0, 32100.0, 32200.0, 32300.0, 32400.0, 32500.0, 32600.0]",False
legacy_25k,1000,200,weekly_one,minimum,calendar_month,2100,27200.0,False,200.0,91,20,358800.0,178727.48,537527.48,16600.0,554127.48,ongoing,40,25100.0,40100.0,[27200.0],"[27100.0, 27200.0, 27300.0]",False
legacy_25k,1000,200,weekly_one,minimum,calendar_month,5900,31000.0,False,200.0,74,20,307700.0,243181.87,550881.87,16600.0,567481.87,total,40,25100.0,40100.0,"[31000.0, 31100.0, 31200.0, 31300.0, 31400.0, 31500.0, 31600.0, 31900.0, 32100.0]","[28100.0, 29100.0, 30000.0, 30100.0, 30600.0, 30700.0, 30800.0, 30900.0, 31000.0, 31100.0, 31200.0, 31300.0, 31400.0, 31500.0, 31600.0, 31900.0, 32100.0]",False
legacy_25k,1000,200,weekly_one,minimum,daily,4000,29100.0,False,200.0,98,8,484750.0,0,484750.0,16600.0,501350.0,ongoing,44,25100.0,40100.0,[29100.0],"[29000.0, 29100.0, 29200.0]",False
legacy_25k,1000,200,weekly_one,minimum,daily,7700,32800.0,False,200.0,72,20,432100.0,119181.87,551281.87,16600.0,567881.87,total,44,25100.0,40100.0,"[32800.0, 32900.0, 33000.0, 33100.0]","[31900.0, 32000.0, 32100.0, 32200.0, 32300.0, 32400.0, 32600.0, 32700.0, 32800.0, 32900.0, 33000.0, 33100.0, 33200.0]",False
legacy_25k,1000,200,weekly_one,minimum,weekly,3800,28900.0,False,200.0,97,8,461850.0,1500.0,463350.0,16600.0,479950.0,ongoing,41,25100.0,40100.0,[28900.0],"[28800.0, 28900.0, 29000.0, 29100.0, 30600.0]",False
legacy_25k,1000,200,weekly_one,minimum,weekly,7100,32200.0,False,200.0,72,20,429150.0,122131.87,551281.87,16600.0,567881.87,total,41,25100.0,40100.0,"[32200.0, 32300.0, 32400.0]","[30800.0, 30900.0, 31000.0, 31100.0, 31200.0, 31300.0, 31400.0, 31500.0, 31600.0, 31700.0, 31800.0, 31900.0, 32000.0, 32100.0, 32200.0, 32300.0, 32400.0]",False
legacy_25k,5000,0,monthly_current_slot_replacements,maximum,calendar_month,1700,26800.0,False,200.0,357,20,678255.9,0,678255.9,5000.0,683255.9,ongoing,44,25100.0,40100.0,[26800.0],[26800.0],False
legacy_25k,5000,0,monthly_current_slot_replacements,maximum,calendar_month,1700,26800.0,False,200.0,357,20,678255.9,0,678255.9,5000.0,683255.9,total,44,25100.0,40100.0,[26800.0],[26800.0],False
legacy_25k,5000,0,monthly_current_slot_replacements,maximum,daily,1100,26200.0,False,200.0,605,20,794134.1,0,794134.1,5000.0,799134.1,ongoing,26,25100.0,40100.0,[26200.0],[26200.0],False
legacy_25k,5000,0,monthly_current_slot_replacements,maximum,daily,1100,26200.0,False,200.0,605,20,794134.1,0,794134.1,5000.0,799134.1,total,26,25100.0,40100.0,[26200.0],[26200.0],False
