product,window,headroom,retained_balance_target,first_entry,last_exit,trades,ongoing,terminal,total,ongoing_received_after_split,terminal_profit_equity_before_withdrawal,accounts,alive,evaluations,evaluation_months,evaluation_resets,evaluation_fees,activation_fees,spend,contributions,ending_owner_cash,spares_at_end,passes_forfeited_cash,passes_forfeited_capacity,max_pass_to_activation_hours,passes_awaiting_first_check_at_horizon,deaths_after_startup_year,deaths_of_pas_at_least_one_year_old,mature_pa_days,deaths_after_two_years,deaths_2026_03_30,last_death,largest_simultaneous_deaths,deaths,replacements_filled,replacements_unfilled,next_check_service,replacement_wait_median_days,replacement_wait_p95_days,unfilled_account_days,oldest_unfilled_days,zero_live_days,average_live_accounts,peak_subscriptions,peak_in_flight,peak_passes_month,activation_blocked_account_checks,renewals_unaffordable,start_unaffordable_checks,cash_blocked_days,observed_days,live_pa_days,average_live_pas_event_weighted,vacant_capacity_days_including_startup,average_retained_profit_book,average_positive_retained_profit_book,average_retained_profit_per_live_pa,average_actual_cushion_book,average_actual_cushion_per_live_pa,execution,copies,signals_executed,signal_participation,allocation_sha256,job
legacy_25k,start_2022,7400,32500.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,307310.35,150286.94,457597.29,314898.35,153019.0,38,20,40,86,46,2838.0,4750.0,7588.0,15800.0,473397.29,0,0,0,21.0,0,9,0,16121.93,0,0,2023-10-30T18:43:40,5,18,18,0,0.1667,45.22,64.12,657.02,0,15.81,15.04,9,9,7,0,0,0,0,1652.7062,24849.9086,15.0359,8204.22,80095.51,80163.19,5326.96,79585.07,5293.01,blocking,97776,6438,0.50861115500079,480f57ad370ee912aaafbfc36a1a4f9fc7120658679a4b8d01f66f90699f6c3a,"[""legacy_25k"", ""start_2022"", 7400]"
legacy_25k,start_2022,7500,32600.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,305310.35,152286.94,457597.29,312898.35,155019.0,38,20,40,86,46,2838.0,4750.0,7588.0,15800.0,473397.29,0,0,0,21.0,0,9,0,16121.93,0,0,2023-10-30T18:43:40,5,18,18,0,0.1667,45.22,64.12,657.02,0,15.81,15.04,9,9,7,0,0,0,0,1652.7062,24849.9086,15.0359,8204.22,80926.25,80993.93,5382.21,80415.81,5348.26,blocking,97776,6438,0.50861115500079,64860774a582fc8bce831e6e93a41a544a26463b4baa0ca37dbfe4a611c002ff,"[""legacy_25k"", ""start_2022"", 7500]"
legacy_25k,start_2022,7600,32700.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,303310.35,154286.94,457597.29,310898.35,157019.0,38,20,40,86,46,2838.0,4750.0,7588.0,15800.0,473397.29,0,0,0,21.0,0,9,0,16121.93,0,0,2023-10-30T18:43:40,5,18,18,0,0.1667,45.22,64.12,657.02,0,15.81,15.04,9,9,7,0,0,0,0,1652.7062,24849.9086,15.0359,8204.22,81757.28,81824.96,5437.48,81246.84,5403.53,blocking,97776,6438,0.50861115500079,6b1f4f95d1ddc0679bed85ec300c70651d04e0d0da68a1ad9d63c0b240658ade,"[""legacy_25k"", ""start_2022"", 7600]"
legacy_25k,start_2022,7700,32800.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,301310.35,156286.94,457597.29,308898.35,159019.0,38,20,40,86,46,2838.0,4750.0,7588.0,15800.0,473397.29,0,0,0,21.0,0,9,0,16121.93,0,0,2023-10-30T18:43:40,5,18,18,0,0.1667,45.22,64.12,657.02,0,15.81,15.04,9,9,7,0,0,0,0,1652.7062,24849.9086,15.0359,8204.22,82688.87,82756.55,5499.43,82178.43,5465.49,blocking,97776,6438,0.50861115500079,7f38a82d52cf876ddbff699f1f6b46afe31321afa1ddc3f8447b2f99df5a3838,"[""legacy_25k"", ""start_2022"", 7700]"
legacy_25k,start_2022,7800,32900.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,299310.35,158286.94,457597.29,306898.35,161019.0,38,20,40,86,46,2838.0,4750.0,7588.0,15800.0,473397.29,0,0,0,21.0,0,9,0,16121.93,0,0,2023-10-30T18:43:40,5,18,18,0,0.1667,45.22,64.12,657.02,0,15.81,15.04,9,9,7,0,0,0,0,1652.7062,24849.9086,15.0359,8204.22,83573.57,83641.25,5558.27,83063.13,5524.32,blocking,97776,6438,0.50861115500079,c8e159b59f7c6d771828fb7c63f40a28debdb169355c341c428373cdb85a2944,"[""legacy_25k"", ""start_2022"", 7800]"
legacy_25k,start_2022,7900,33000.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,297310.35,160286.94,457597.29,304898.35,163019.0,38,20,40,86,46,2838.0,4750.0,7588.0,15800.0,473397.29,0,0,0,21.0,0,9,0,16121.93,0,0,2023-10-30T18:43:40,5,18,18,0,0.1667,45.22,64.12,657.02,0,15.81,15.04,9,9,7,0,0,0,0,1652.7062,24849.9086,15.0359,8204.22,84391.69,84459.37,5612.68,83881.25,5578.74,blocking,97776,6438,0.50861115500079,297a50dc2c71f31263e95799842809f233187021fe66f81a1e4fc3d0a0634128,"[""legacy_25k"", ""start_2022"", 7900]"
legacy_25k,start_2022,8000,33100.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,295310.35,162286.94,457597.29,302898.35,165019.0,38,20,40,86,46,2838.0,4750.0,7588.0,15800.0,473397.29,0,0,0,21.0,0,9,0,16121.93,0,0,2023-10-30T18:43:40,5,18,18,0,0.1667,45.22,64.12,657.02,0,15.81,15.04,9,9,7,0,0,0,0,1652.7062,24849.9086,15.0359,8204.22,85343.94,85411.62,5676.02,84833.5,5642.07,blocking,97776,6438,0.50861115500079,df03fd323e2b657183fc71c82e1bd218195c80a6c9d81ad9e47094687d04c483,"[""legacy_25k"", ""start_2022"", 8000]"
legacy_25k,start_2022,9000,34100.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,275310.35,182286.94,457597.29,282898.35,185019.0,38,20,40,86,46,2838.0,4750.0,7588.0,15800.0,473397.29,0,0,0,21.0,0,9,0,16121.93,0,0,2023-10-30T18:43:40,5,18,18,0,0.1667,45.22,64.12,657.02,0,15.81,15.04,9,9,7,0,0,0,0,1652.7062,24849.9086,15.0359,8204.22,93965.84,94033.52,6249.44,93455.4,6215.49,blocking,97776,6438,0.50861115500079,854db0b78d6093fee5a066c75108a50a707786c1c06ec0268a6bbdce9d53f256,"[""legacy_25k"", ""start_2022"", 9000]"
legacy_25k,start_2022,10000,35100.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,255310.35,202286.94,457597.29,262898.35,205019.0,38,20,40,86,46,2838.0,4750.0,7588.0,15800.0,473397.29,0,0,0,21.0,0,9,0,16121.93,0,0,2023-10-30T18:43:40,5,18,18,0,0.1667,45.22,64.12,657.02,0,15.81,15.04,9,9,7,0,0,0,0,1652.7062,24849.9086,15.0359,8204.22,102025.62,102093.3,6785.47,101515.18,6751.52,blocking,97776,6438,0.50861115500079,180c0746cdbe907f8fb2a699cfff6b604106829eb188f9d1ef3a4c67f54950da,"[""legacy_25k"", ""start_2022"", 10000]"
legacy_25k,start_2023,0,25100.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,160205.5,0,160205.5,183450.5,12710.4,116,5,123,265,142,8745.0,14500.0,23245.0,13400.0,173605.5,0,0,0,22.5,0,102,0,0,71,0,2026-06-29T20:30:00,8,111,99,12,0.018,63.78,132.02,6975.38,38.2,73.7,7.44,16,16,10,0,0,0,0,1287.5951,9544.8581,7.4129,16207.04,9419.47,9648.2,1270.68,11379.38,1535.07,blocking,37509,4807,0.3797598356770422,952d891250e2a6a574f626764edd43ee986a4a0a9b789cd301d5b8f1e443702d,"[""legacy_25k"", ""start_2023"", 0]"
legacy_25k,start_2023,1000,26100.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,154241.7,0,154241.7,177038.7,12710.4,114,5,121,259,138,8547.0,14250.0,22797.0,13400.0,167641.7,0,0,0,22.5,0,100,0,0,72,0,2026-06-29T20:30:00,11,109,97,12,0.0183,63.58,130.51,6828.52,38.2,71.7,7.57,16,16,10,0,0,0,0,1287.5951,9713.7206,7.5441,16038.18,9467.25,9703.67,1254.92,11453.07,1518.15,blocking,38171,4819,0.38070785274134933,35834ba0eff680c854a9a1670e376f64806e0aa586d1c1afcfd09003017e0dfa,"[""legacy_25k"", ""start_2023"", 1000]"
legacy_25k,start_2023,2000,27100.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,170856.35,0,170856.35,190637.35,0.0,97,0,103,232,129,7656.0,12125.0,19781.0,13400.0,184256.35,0,0,0,23.5,0,91,3,500.0,72,0,2026-06-29T20:30:00,15,97,77,20,0.0412,87.02,158.02,7114.31,38.2,62.6,9.57,12,12,9,0,0,0,0,1287.5951,12299.615,9.5524,13452.29,14534.89,14744.0,1521.6,16056.46,1680.88,blocking,48033,4828,0.3814188655395797,4a52fda29fbdf9dd32ec09cdb28aace2e4890722e53e8e5f4b381e1da940a26f,"[""legacy_25k"", ""start_2023"", 2000]"
legacy_25k,start_2023,3000,28100.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,210726.5,12000.0,222726.5,227437.5,31893.45,83,12,89,192,103,6336.0,10375.0,16711.0,13400.0,236126.5,0,0,0,22.5,0,65,13,1971.49,62,0,2026-06-29T20:30:00,20,71,63,8,0.0423,75.02,160.02,5677.57,38.2,65.7,10.8,12,12,8,0,0,0,0,1287.5951,13886.3525,10.7847,11865.55,23163.36,23331.69,2147.79,24117.54,2236.27,blocking,54438,4816,0.38047084847527257,54718d807e174cdd46f2a964b1ca1f52be940784f1b9793b5540530c48cc0f1c,"[""legacy_25k"", ""start_2023"", 3000]"
legacy_25k,start_2023,4000,29100.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,298136.95,7500.0,305636.95,305960.95,19211.45,42,6,46,78,32,2574.0,5250.0,7824.0,13400.0,319036.95,0,0,0,21.0,0,30,20,8763.47,27,0,2026-06-25T23:30:00,19,36,22,14,0.0833,48.22,95.37,2114.73,116.27,35.7,13.56,10,10,8,0,0,0,0,1287.5951,17449.2007,13.5518,8302.7,43565.36,43618.27,3214.73,43282.08,3193.83,blocking,68498,4944,0.3905830304945489,b5031b50aef56cd9fa1f18878ae041c524fc5c5dbc7aa445258de635277cef9e,"[""legacy_25k"", ""start_2023"", 4000]"
legacy_25k,start_2023,5000,30100.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,275359.3,4500.0,279859.3,282959.3,22213.1,41,6,45,75,30,2475.0,5125.0,7600.0,13400.0,293259.3,0,0,0,21.0,0,29,20,8841.13,26,0,2026-06-25T23:30:00,20,35,21,14,0.0857,47.22,91.64,2054.76,112.54,31.7,13.61,10,10,8,0,0,0,0,1287.5951,17509.1701,13.5984,8242.73,53109.06,53157.35,3905.55,52803.24,3883.06,blocking,68670,4955,0.3914520461368305,a51dd4b33d12c63e4868c5c05fde5e523533be42a699daee42a6c954ed99f66d,"[""legacy_25k"", ""start_2023"", 5000]"
legacy_25k,start_2023,5500,30600.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,266930.0,4500.0,271430.0,274129.0,13332.05,37,3,45,78,33,2574.0,4625.0,7199.0,13400.0,284830.0,0,0,0,21.0,0,28,20,8901.52,25,0,2026-06-25T23:30:00,20,34,17,17,0.0882,47.22,88.62,2145.19,109.52,28.7,13.54,10,10,8,0,0,0,0,1287.5951,17418.7398,13.5281,8333.16,57367.3,57413.22,4240.6,57051.79,4217.27,blocking,68363,4970,0.3926370674672144,fd8c0a9a5a58219c72a10e9e78f5bf49e1a76de4529af2aa36639cf5fb4bc9c1,"[""legacy_25k"", ""start_2023"", 5500]"
legacy_25k,start_2023,5600,30700.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,264301.55,4500.0,268801.55,271500.55,14074.45,37,3,45,78,33,2574.0,4625.0,7199.0,13400.0,282201.55,0,0,0,21.0,0,28,20,8907.57,25,0,2026-06-25T23:30:00,19,34,17,17,0.0882,47.22,88.31,2139.14,109.2,28.7,13.54,10,10,8,0,0,0,0,1287.5951,17424.7829,13.5328,8327.12,58304.46,58350.38,4308.38,57988.48,4285.03,blocking,68401,4972,0.3927950703112656,bbe2784aa74354b4f9ea95deee51b9f427565475d1d9ae9474cec83917ec5be8,"[""legacy_25k"", ""start_2023"", 5600]"
legacy_25k,start_2023,5700,30800.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,261987.6,4500.0,266487.6,269186.6,14274.45,37,3,45,78,33,2574.0,4625.0,7199.0,13400.0,279887.6,0,0,0,21.0,0,28,20,8907.88,25,0,2026-06-25T23:30:00,20,34,17,17,0.0882,47.22,88.31,2138.82,109.2,28.7,13.54,10,10,8,0,0,0,0,1287.5951,17425.1009,13.5331,8326.8,59061.5,59107.41,4364.24,58745.49,4340.89,blocking,68403,4972,0.3927950703112656,f51a6cebf437685341a32c419944a804bbb9251e3ae611b1ae7fdb5d5670612d,"[""legacy_25k"", ""start_2023"", 5700]"
legacy_25k,start_2023,5800,30900.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,259787.6,4500.0,264287.6,266986.6,14474.45,37,3,45,78,33,2574.0,4625.0,7199.0,13400.0,277687.6,0,0,0,21.0,0,28,20,8910.87,25,0,2026-06-25T23:30:00,20,34,17,17,0.0882,47.22,88.16,2135.84,109.05,28.7,13.54,10,10,8,0,0,0,0,1287.5951,17428.087,13.5354,8323.82,60038.86,60084.78,4435.7,59722.62,4412.33,blocking,68423,4973,0.3928740717332912,4d82ef6c224d63a98c6c6a90438b4dbef13f8a6790fb95464eb63b3fe3caee8f,"[""legacy_25k"", ""start_2023"", 5800]"
legacy_25k,start_2023,5900,31000.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,257125.3,3000.0,260125.3,264449.3,14237.55,38,4,45,78,33,2574.0,4750.0,7324.0,13400.0,273525.3,0,0,0,21.0,0,28,20,8930.91,25,0,2026-06-25T23:30:00,20,34,18,16,0.0882,48.22,95.15,2109.9,108.05,27.7,13.56,10,10,8,0,0,0,0,1287.5951,17454.025,13.5555,8297.88,61012.51,61065.65,4500.93,60707.05,4478.4,blocking,68608,4980,0.39342708168747037,f7175056a998b815a99185c449e16238c19c385df772534d64173a7248c589ef,"[""legacy_25k"", ""start_2023"", 5900]"
legacy_25k,start_2023,6000,31100.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,254793.25,3000.0,257793.25,262202.25,17908.35,40,5,44,73,29,2409.0,5000.0,7409.0,13400.0,271193.25,0,0,0,21.0,0,29,20,8979.0,26,20,2026-06-25T23:30:00,20,35,20,15,0.0857,47.72,84.75,1996.79,105.65,24.7,13.66,10,10,8,0,0,0,0,1287.5951,17567.1396,13.6434,8184.76,61968.92,62017.17,4542.05,61651.09,4518.76,blocking,68877,4981,0.393506083109496,6b8417c14b2b21b1b21bdce2a30051ac6337dbb7994e5a0e6adca051c2a6ea2a,"[""legacy_25k"", ""start_2023"", 6000]"
legacy_25k,start_2023,6100,31200.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,272161.9,120267.86,392429.76,277660.9,125731.35,30,20,30,53,23,1749.0,3750.0,5499.0,13400.0,405829.76,0,0,0,21.0,0,4,1,10983.88,1,0,2026-03-27T20:17:40,5,10,10,0,0.3,45.22,48.22,289.91,0,23.7,14.97,10,10,8,0,0,0,0,1287.5951,19274.0174,14.969,6477.89,69349.91,69387.47,4632.9,68826.81,4597.96,blocking,75732,4991,0.39429609732975196,dcf1314f93501bcea36ca17e94dbcee372ac6e530b86d41f71a2cccd5b225ec3,"[""legacy_25k"", ""start_2023"", 6100]"
legacy_25k,start_2023,6200,31300.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,270238.75,127018.8,397257.55,275579.75,129019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,70297.18,70332.67,4695.17,69754.38,4658.92,blocking,75743,4991,0.39429609732975196,df041a236c54b574ab2dd900995e9712a0c3f39c22cf5b1d4b5b0e6439a58160,"[""legacy_25k"", ""start_2023"", 6200]"
legacy_25k,start_2023,6300,31400.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,268238.75,129018.8,397257.55,273579.75,131019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,71173.18,71208.67,4753.68,70630.38,4717.43,blocking,75743,4991,0.39429609732975196,f82b9b2127ba4a59c8b923511c0e528cca641ba3007eba42354da8b7a28b9198,"[""legacy_25k"", ""start_2023"", 6300]"
legacy_25k,start_2023,6400,31500.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,266238.75,131018.8,397257.55,271579.75,133019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,72269.12,72304.61,4826.88,71726.31,4790.62,blocking,75743,4991,0.39429609732975196,0ae45bf28cb8cf532cc767dd6bf8feebec7e451b4cb403d28033d56f0a8db6eb,"[""legacy_25k"", ""start_2023"", 6400]"
legacy_25k,start_2023,6500,31600.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,264238.75,133018.8,397257.55,269579.75,135019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,73324.38,73359.87,4897.36,72781.57,4861.1,blocking,75743,4991,0.39429609732975196,3705ad840649e6c6977638ccd99d13e64d135728c808418dee0b1a484ff02581,"[""legacy_25k"", ""start_2023"", 6500]"
legacy_25k,start_2023,6600,31700.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,262238.75,135018.8,397257.55,267579.75,137019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,74508.02,74543.5,4976.41,73965.21,4940.16,blocking,75743,4991,0.39429609732975196,41a0f5f11f26bb4bf135b7408c67722598eb2acc52d9514d1f6ea2225de51990,"[""legacy_25k"", ""start_2023"", 6600]"
legacy_25k,start_2023,6700,31800.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,260238.75,137018.8,397257.55,265579.75,139019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,75575.98,75611.47,5047.74,75033.18,5011.49,blocking,75743,4991,0.39429609732975196,faf59e60356f2e947d263b9ca5139102d1055045c5b5fb57a9a1d4785aa25aff,"[""legacy_25k"", ""start_2023"", 6700]"
legacy_25k,start_2023,6800,31900.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,258238.75,139018.8,397257.55,263579.75,141019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,76466.44,76501.93,5107.22,75923.63,5070.96,blocking,75743,4991,0.39429609732975196,cd449c9f947eb2a2c483f6aeb489be4a12d8ff8e0fb231610aaa58dbe449da91,"[""legacy_25k"", ""start_2023"", 6800]"
legacy_25k,start_2023,6900,32000.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,256238.75,141018.8,397257.55,261579.75,143019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,77350.2,77385.69,5166.24,76807.39,5129.99,blocking,75743,4991,0.39429609732975196,2d5b9c6267ed0f275773941018107bbfa9c6d23729f3feb52ffeaf0b234be7cd,"[""legacy_25k"", ""start_2023"", 6900]"
legacy_25k,start_2023,7000,32100.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,254238.75,143018.8,397257.55,259579.75,145019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,78376.98,78412.47,5234.82,77834.18,5198.57,blocking,75743,4991,0.39429609732975196,a0cfcc09afcf8a8c0b1b39a77a799209ec7dbafb1c6383afd5b3105cbed2eea8,"[""legacy_25k"", ""start_2023"", 7000]"
legacy_25k,start_2023,7100,32200.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,252238.75,145018.8,397257.55,257579.75,147019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,79415.22,79450.71,5304.17,78872.41,5267.91,blocking,75743,4991,0.39429609732975196,27f1ae3ac77b5371851d948f49a439566da1fa516e89a5a71125a0f28c0dea70,"[""legacy_25k"", ""start_2023"", 7100]"
legacy_25k,start_2023,7200,32300.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,250238.75,147018.8,397257.55,255579.75,149019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,80528.83,80564.32,5378.55,79986.02,5342.29,blocking,75743,4991,0.39429609732975196,a5a61c8804203faadd60cdece186957dbcb212117c190b42b5ab61e59350194e,"[""legacy_25k"", ""start_2023"", 7200]"
legacy_25k,start_2023,7300,32400.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,248238.75,149018.8,397257.55,253579.75,151019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,81532.94,81568.43,5445.61,80990.13,5409.36,blocking,75743,4991,0.39429609732975196,610ef9ba11f7144c722809c7c8207ad4e42ecadb6735e48dc2a6879260908177,"[""legacy_25k"", ""start_2023"", 7300]"
legacy_25k,start_2023,7400,32500.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,246238.75,151018.8,397257.55,251579.75,153019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,82436.29,82471.78,5505.95,81893.49,5469.69,blocking,75743,4991,0.39429609732975196,c3489bc102167137f08889c92d7c8f63f0a6873e88fcde3e88f84c1010c9f9d1,"[""legacy_25k"", ""start_2023"", 7400]"
legacy_25k,start_2023,7500,32600.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,244238.75,153018.8,397257.55,249579.75,155019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,83389.02,83424.51,5569.58,82846.21,5533.32,blocking,75743,4991,0.39429609732975196,b407b21e21d2e3ad06e11610405983a6a00ebade80403e9838290a6a1314d586,"[""legacy_25k"", ""start_2023"", 7500]"
legacy_25k,start_2023,7600,32700.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,242238.75,155018.8,397257.55,247579.75,157019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,84361.05,84396.53,5634.5,83818.24,5598.25,blocking,75743,4991,0.39429609732975196,3358d415ecd84baa101ebfe2a432d7381935edb5561583c32021bed796c491eb,"[""legacy_25k"", ""start_2023"", 7600]"
legacy_25k,start_2023,7700,32800.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,240238.75,157018.8,397257.55,245579.75,159019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,85313.89,85349.37,5698.14,84771.08,5661.89,blocking,75743,4991,0.39429609732975196,efb4a5f04ab14f7837bbb0da707ebac92f12321913b1debdbd993ad022808ac6,"[""legacy_25k"", ""start_2023"", 7700]"
legacy_25k,start_2023,7800,32900.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,238238.75,159018.8,397257.55,243579.75,161019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,86349.8,86385.29,5767.33,85807.0,5731.08,blocking,75743,4991,0.39429609732975196,b2d461ffd54d8a5d11d9a2abafb4cf8659a57ad1914950ae78793f0fbe63a784,"[""legacy_25k"", ""start_2023"", 7800]"
legacy_25k,start_2023,7900,33000.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,236238.75,161018.8,397257.55,241579.75,163019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,87294.62,87330.11,5830.43,86751.81,5794.18,blocking,75743,4991,0.39429609732975196,a081cd93e0d46a91892cfefe1f90b19a1818ad263fc1cde88ee8798bd15bb2d1,"[""legacy_25k"", ""start_2023"", 7900]"
