product,window,headroom,retained_balance_target,first_entry,last_exit,trades,ongoing,terminal,total,ongoing_received_after_split,terminal_profit_equity_before_withdrawal,accounts,alive,evaluations,evaluation_months,evaluation_resets,evaluation_fees,activation_fees,spend,contributions,ending_owner_cash,spares_at_end,passes_forfeited_cash,passes_forfeited_capacity,max_pass_to_activation_hours,passes_awaiting_first_check_at_horizon,deaths_after_startup_year,deaths_of_pas_at_least_one_year_old,mature_pa_days,deaths_after_two_years,deaths_2026_03_30,last_death,largest_simultaneous_deaths,deaths,replacements_filled,replacements_unfilled,next_check_service,replacement_wait_median_days,replacement_wait_p95_days,unfilled_account_days,oldest_unfilled_days,zero_live_days,average_live_accounts,peak_subscriptions,peak_in_flight,peak_passes_month,activation_blocked_account_checks,renewals_unaffordable,start_unaffordable_checks,cash_blocked_days,observed_days,live_pa_days,average_live_pas_event_weighted,vacant_capacity_days_including_startup,average_retained_profit_book,average_positive_retained_profit_book,average_retained_profit_per_live_pa,average_actual_cushion_book,average_actual_cushion_per_live_pa,execution,copies,signals_executed,signal_participation,allocation_sha256,job
legacy_25k,two_years_2024,0,25100.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,66187.9,0,66187.9,76680.9,9941.5,52,5,57,121,64,3993.0,6500.0,10493.0,9600.0,75787.9,0,0,0,21.5,0,33,0,0,,0,2026-06-29T20:30:00,4,47,41,6,0.0,38.16,78.08,1620.82,5.84,36.96,5.22,9,9,8,0,0,0,0,729.9373,3795.9493,5.2004,10802.8,8965.38,9255.63,1723.99,10264.33,1973.77,blocking,14853,2713,0.2143308579554432,49294ab18d6b36891eeb77c22e1235ed7de6304d4395f852f6e19028a0f1fed5,"[""legacy_25k"", ""two_years_2024"", 0]"
legacy_25k,two_years_2024,1000,26100.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,65971.55,0,65971.55,76464.55,9941.5,52,5,57,121,64,3993.0,6500.0,10493.0,9600.0,75571.55,0,0,0,21.5,0,33,0,0,,0,2026-06-29T20:30:00,4,47,41,6,0.0,38.16,78.08,1620.64,5.84,36.96,5.22,9,9,8,0,0,0,0,729.9373,3796.1343,5.2006,10802.61,8972.47,9262.72,1725.27,10271.39,1975.03,blocking,14854,2713,0.2143308579554432,c7c31ba2e75b27263faf087fc0bde92ae0d29fafdf313668744f434c43c5d26a,"[""legacy_25k"", ""two_years_2024"", 1000]"
legacy_25k,two_years_2024,2000,27100.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,55880.5,0,55880.5,65437.5,0.0,49,0,57,104,47,3432.0,6125.0,9557.0,9600.0,65480.5,0,0,0,21.5,1,35,0,0,,0,2026-06-29T20:30:00,7,49,35,14,0.0408,26.16,112.22,1712.95,109.58,33.94,6.07,9,9,8,0,0,0,0,729.9373,4418.7542,6.0536,10179.99,10782.17,11074.59,1781.12,11980.88,1979.13,blocking,17258,2712,0.2142518565334176,713c2b68a0f739916b219a88c59a387553e524792e2885cbf2f2ad62fda7ebf2,"[""legacy_25k"", ""two_years_2024"", 2000]"
legacy_25k,two_years_2024,3000,28100.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,52214.45,0,52214.45,61139.45,14788.55,45,7,53,100,47,3300.0,5625.0,8925.0,9600.0,61814.45,0,0,0,21.5,0,25,0,0,,0,2026-06-29T20:30:00,5,38,32,6,0.0526,24.12,101.6,1136.25,109.58,29.96,6.3,8,8,9,0,0,0,0,729.9373,4588.4787,6.2861,10010.27,16402.07,16614.66,2609.25,17228.43,2740.71,blocking,18087,2745,0.2168589034602623,b765ee9e871bcc086ca637ad1dd1f96f32b25352babbd8ae0d3f4896bd27aa5f,"[""legacy_25k"", ""two_years_2024"", 3000]"
legacy_25k,two_years_2024,4000,29100.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,58441.1,0,58441.1,66536.1,23457.35,41,7,49,90,41,2970.0,5125.0,8095.0,9600.0,68041.1,0,0,0,21.5,1,28,4,719.08,,0,2026-06-25T23:30:00,6,34,25,9,0.1176,26.56,101.06,1328.34,109.03,19.96,7.86,9,9,8,0,0,0,0,729.9373,5726.3292,7.845,8872.42,27093.12,27274.53,3453.57,27550.86,3511.92,blocking,22601,2778,0.21946595038710698,cdc4234ab0d8c4af4cb2ac07b378c5a0bfe84080a5b6085ed02f8aff366222c5,"[""legacy_25k"", ""two_years_2024"", 4000]"
legacy_25k,two_years_2024,5000,30100.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,46267.4,3000.0,49267.4,54362.4,25940.4,41,7,49,90,41,2970.0,5125.0,8095.0,9600.0,58867.4,0,0,0,21.5,1,28,4,748.43,,0,2026-06-25T23:30:00,6,34,25,9,0.1176,26.56,91.64,1260.54,99.62,15.96,7.96,9,9,8,0,0,0,0,729.9373,5794.1234,7.9378,8804.62,28255.57,28436.98,3559.61,28704.03,3616.1,blocking,22845,2789,0.22033496602938854,df0bc20ab9c121b2387e2dfd04196bc6def6e187d2f70852e71d3169c19ec44d,"[""legacy_25k"", ""two_years_2024"", 5000]"
legacy_25k,two_years_2024,5500,30600.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,42539.5,0,42539.5,50634.5,25950.1,41,7,49,90,41,2970.0,5125.0,8095.0,9600.0,52139.5,0,0,0,21.5,1,28,4,760.5,,0,2026-06-25T23:30:00,4,34,25,9,0.1176,26.56,91.22,1246.38,99.2,12.96,7.97,9,9,8,0,0,0,0,729.9373,5808.2873,7.9572,8790.46,29043.02,29224.42,3649.88,29489.53,3706.0,blocking,22911,2804,0.22151998735977246,ce4ef876d7a59f23ca26e340fe8108d9cb2e267cdd44964b1adb6f4715038130,"[""legacy_25k"", ""two_years_2024"", 5500]"
legacy_25k,two_years_2024,5600,30700.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,40915.65,1500.0,42415.65,49010.65,26926.8,41,7,49,90,41,2970.0,5125.0,8095.0,9600.0,52015.65,0,0,0,21.5,1,28,4,761.46,,0,2026-06-25T23:30:00,4,34,25,9,0.1176,26.56,90.31,1241.75,98.28,12.96,7.98,9,9,8,0,0,0,0,729.9373,5812.9164,7.9636,8785.83,29422.75,29604.16,3694.66,29868.63,3750.65,blocking,22937,2806,0.22167799020382367,262d22600bd41b37d7509fc1ce59191bef75d244342e387e26a270c898e1a498,"[""legacy_25k"", ""two_years_2024"", 5600]"
legacy_25k,two_years_2024,5700,30800.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,38773.0,1500.0,40273.0,46868.0,27326.8,41,7,49,90,41,2970.0,5125.0,8095.0,9600.0,49873.0,0,0,0,21.5,1,28,4,761.78,,0,2026-06-25T23:30:00,4,34,25,9,0.1176,26.56,88.31,1236.84,96.28,12.96,7.98,9,9,8,0,0,0,0,729.9373,5817.8262,7.9703,8780.92,29631.96,29813.37,3717.79,30077.17,3773.65,blocking,22965,2807,0.22175699162584928,63ffe0554bfaccddcdcf9bc298f6f7fd225ce41da279dd665adf22855995fdfb,"[""legacy_25k"", ""two_years_2024"", 5700]"
legacy_25k,two_years_2024,5800,30900.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,37625.2,1500.0,39125.2,45720.2,27726.8,41,7,49,90,41,2970.0,5125.0,8095.0,9600.0,48725.2,0,0,0,21.5,1,28,4,762.37,,0,2026-06-25T23:30:00,6,34,25,9,0.1176,26.56,88.16,1236.24,96.14,12.96,7.98,9,9,8,0,0,0,0,729.9373,5818.4234,7.9711,8780.32,29865.85,30047.26,3746.75,30310.98,3802.6,blocking,22969,2807,0.22175699162584928,f63e7e58fe464b90c18d801d5569b5673f193c47c64c10c53700bebc434f3db7,"[""legacy_25k"", ""two_years_2024"", 5800]"
legacy_25k,two_years_2024,5900,31000.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,36425.2,1500.0,37925.2,44520.2,28126.8,41,7,49,90,41,2970.0,5125.0,8095.0,9600.0,47525.2,0,0,0,21.5,1,28,4,766.38,,0,2026-06-25T23:30:00,6,34,25,9,0.1176,26.56,87.15,1227.07,95.13,11.96,8.0,9,9,8,0,0,0,0,729.9373,5827.597,7.9837,8771.15,30138.75,30320.16,3775.04,30582.62,3830.63,blocking,23029,2814,0.22231000158002845,909b0a9af11a78701f45e86d028c3afa0b6ac84c16b3361272939c84a1b46202,"[""legacy_25k"", ""two_years_2024"", 5900]"
legacy_25k,two_years_2024,6000,31100.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,35225.2,1500.0,36725.2,43320.2,28526.8,41,7,49,90,41,2970.0,5125.0,8095.0,9600.0,46325.2,0,0,0,21.5,1,28,4,776.0,,6,2026-06-25T23:30:00,6,34,25,9,0.1176,26.56,84.75,1212.1,92.73,8.96,8.02,9,9,8,0,0,0,0,729.9373,5842.5692,8.0042,8756.18,30310.84,30492.25,3786.86,30752.66,3842.06,blocking,23037,2815,0.22238900300205403,2356fd794a113f2a78f52b892cc9142d606a37288a2f0480130e1fb8919990ff,"[""legacy_25k"", ""two_years_2024"", 6000]"
legacy_25k,two_years_2024,6100,31200.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,39289.3,21656.82,60946.12,47219.3,57798.15,41,12,47,85,38,2805.0,5125.0,7930.0,9600.0,70546.12,0,0,0,21.5,0,23,1,1225.74,,0,2026-06-25T23:30:00,2,29,25,4,0.1379,26.56,87.15,750.56,25.29,7.96,8.65,7,7,8,0,0,0,0,729.9373,6304.1093,8.6365,8294.64,33350.21,33531.62,3861.54,33728.8,3905.38,blocking,24903,2825,0.22317901722231,bf38afe2fcabf378ee305e91ae54f01e031598c6e276aa2f0d9a75becb83b987,"[""legacy_25k"", ""two_years_2024"", 6100]"
legacy_25k,two_years_2024,6200,31300.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,38633.3,30775.76,69409.06,46089.3,65385.5,38,13,43,82,39,2706.0,4750.0,7456.0,9600.0,79009.06,0,0,0,21.5,0,19,0,1320.88,,0,2026-06-25T23:30:00,2,25,22,3,0.16,23.02,50.95,685.8,96.0,7.96,8.74,6,6,8,0,0,0,0,729.9373,6368.8637,8.7252,8229.88,34209.3,34379.83,3920.74,34538.48,3958.47,blocking,25148,2825,0.22317901722231,c944672d4f80b8470e4bf43f8c070b33a324182fbd674603d8e76ddc8dc30de8,"[""legacy_25k"", ""two_years_2024"", 6200]"
legacy_25k,two_years_2024,6300,31400.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,37633.3,31175.76,68809.06,45089.3,66185.5,38,13,43,82,39,2706.0,4750.0,7456.0,9600.0,78409.06,0,0,0,21.5,0,19,0,1320.88,,0,2026-06-25T23:30:00,2,25,22,3,0.16,23.02,50.95,684.07,95.13,7.96,8.74,6,6,8,0,0,0,0,729.9373,6370.5965,8.7276,8228.15,34488.02,34658.55,3951.61,34816.96,3989.3,blocking,25160,2825,0.22317901722231,573b4476e3579a7e939c01fd8bebdce0c1c9454394a8e666705bc33de05b6f39,"[""legacy_25k"", ""two_years_2024"", 6300]"
legacy_25k,two_years_2024,6400,31500.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,36224.6,33075.76,69300.36,43680.6,67394.2,38,13,43,82,39,2706.0,4750.0,7456.0,9600.0,78900.36,0,0,0,21.5,0,19,0,1320.88,,2,2026-06-25T23:30:00,2,25,22,3,0.16,23.02,50.95,679.26,92.73,7.96,8.75,6,6,8,0,0,0,0,729.9373,6375.4053,8.7342,8223.34,34825.66,34996.18,3987.28,35153.94,4024.87,blocking,25162,2825,0.22317901722231,3f8eb508843aa32cb460686c57265528149a694420cdb8d06e2b4fe449c9e7ae,"[""legacy_25k"", ""two_years_2024"", 6400]"
legacy_25k,two_years_2024,6500,31600.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,36623.7,36475.76,73099.46,43947.7,80532.1,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,82699.46,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,36375.38,36545.91,4046.99,36678.26,4080.69,blocking,25908,2825,0.22317901722231,be99b937cd0f1763128b2be20f1110bd45f0b0c4c452610b7e6315b4d29209a0,"[""legacy_25k"", ""two_years_2024"", 6500]"
legacy_25k,two_years_2024,6600,31700.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,35835.4,36875.76,72711.16,43159.4,81320.4,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,82311.16,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,36719.65,36890.17,4085.29,37022.52,4118.99,blocking,25908,2825,0.22317901722231,5953c1529c6ccd68bd300c48c338936427bb354ae33ce02f7676ffe1112bc0e0,"[""legacy_25k"", ""two_years_2024"", 6600]"
legacy_25k,two_years_2024,6700,31800.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,34504.15,38775.76,73279.91,41828.15,82651.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,82879.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,37122.33,37292.86,4130.09,37425.21,4163.79,blocking,25908,2825,0.22317901722231,a31224f6b7587d8dec98616722f256f0a854b59a51674c03e043879f0fd8f727,"[""legacy_25k"", ""two_years_2024"", 6700]"
legacy_25k,two_years_2024,6800,31900.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,33704.15,39175.76,72879.91,41028.15,83451.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,82479.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,37422.83,37593.35,4163.52,37725.71,4197.22,blocking,25908,2825,0.22317901722231,4c8335b389d7900a05a9bae2761b5e60bb9d010849bd7617571edb4c313fad6a,"[""legacy_25k"", ""two_years_2024"", 6800]"
legacy_25k,two_years_2024,6900,32000.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,32904.15,39575.76,72479.91,40228.15,84251.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,82079.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,37615.52,37786.05,4184.96,37918.4,4218.66,blocking,25908,2825,0.22317901722231,25ea7ac8d7e041320532423042daa6b5f8f7f5a7e5f5e54f6db379ff77673d8b,"[""legacy_25k"", ""two_years_2024"", 6900]"
legacy_25k,two_years_2024,7000,32100.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,32104.15,39975.76,72079.91,39428.15,85051.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,81679.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,37932.25,38102.78,4220.2,38235.13,4253.9,blocking,25908,2825,0.22317901722231,c77414471b4dff942d8a91e08aa035b44a7623012b36910d4c8d67f0a0a6514a,"[""legacy_25k"", ""two_years_2024"", 7000]"
legacy_25k,two_years_2024,7100,32200.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,31304.15,40375.76,71679.91,38628.15,85851.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,81279.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,38406.85,38577.37,4273.0,38709.73,4306.7,blocking,25908,2825,0.22317901722231,5ba77664a4b795bc66947e5dd8dd89ac8d5bf0256a4dc2024ff8c582d550fca7,"[""legacy_25k"", ""two_years_2024"", 7100]"
legacy_25k,two_years_2024,7200,32300.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,30504.15,40775.76,71279.91,37828.15,86651.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,80879.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,38747.06,38917.58,4310.85,39049.94,4344.55,blocking,25908,2825,0.22317901722231,619f1dfb630ae19c179101f95b0af0648ae402a994ebc2542139cf89749f6f59,"[""legacy_25k"", ""two_years_2024"", 7200]"
legacy_25k,two_years_2024,7300,32400.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,29704.15,41175.76,70879.91,37028.15,87451.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,80479.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,39107.55,39278.08,4350.96,39410.43,4384.66,blocking,25908,2825,0.22317901722231,c55f4c069aeec72a4e25879c006527692dc3ee6dcd4e1f96e60f47104218cfce,"[""legacy_25k"", ""two_years_2024"", 7300]"
legacy_25k,two_years_2024,7400,32500.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,28904.15,41575.76,70479.91,36228.15,88251.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,80079.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,39529.13,39699.66,4397.86,39832.01,4431.56,blocking,25908,2825,0.22317901722231,b5a0380e386b797217936ffc8d0dc7ba06173d961d68898498ed251be7a0fa49,"[""legacy_25k"", ""two_years_2024"", 7400]"
legacy_25k,two_years_2024,7500,32600.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,28104.15,41975.76,70079.91,35428.15,89051.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,79679.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,39881.19,40051.72,4437.03,40184.07,4470.73,blocking,25908,2825,0.22317901722231,b5a0380e386b797217936ffc8d0dc7ba06173d961d68898498ed251be7a0fa49,"[""legacy_25k"", ""two_years_2024"", 7500]"
legacy_25k,two_years_2024,7600,32700.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,27304.15,42375.76,69679.91,34628.15,89851.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,79279.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,40233.26,40403.78,4476.2,40536.13,4509.9,blocking,25908,2825,0.22317901722231,b5a0380e386b797217936ffc8d0dc7ba06173d961d68898498ed251be7a0fa49,"[""legacy_25k"", ""two_years_2024"", 7600]"
legacy_25k,two_years_2024,7700,32800.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,26504.15,42775.76,69279.91,33828.15,90651.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,78879.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,40585.32,40755.84,4515.37,40888.19,4549.07,blocking,25908,2825,0.22317901722231,ff89bf5586c22a0ad448df3ff9e4ae61fa27c981d151d3ce4258fc41c333669a,"[""legacy_25k"", ""two_years_2024"", 7700]"
legacy_25k,two_years_2024,7800,32900.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,25704.15,43175.76,68879.91,33028.15,91451.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,78479.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,40937.38,41107.9,4554.54,41240.26,4588.24,blocking,25908,2825,0.22317901722231,533849211432d55cd3fc5075946d1dbef3917885d8979e33e686bd880bb9df64,"[""legacy_25k"", ""two_years_2024"", 7800]"
legacy_25k,two_years_2024,7900,33000.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,24904.15,43575.76,68479.91,32228.15,92251.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,78079.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,41289.44,41459.97,4593.71,41592.32,4627.41,blocking,25908,2825,0.22317901722231,17caeb0389ba7fa2b61a984cc26a45c9a729402406d65a649ecd67a502a088a2,"[""legacy_25k"", ""two_years_2024"", 7900]"
legacy_25k,two_years_2024,8000,33100.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,24104.15,43975.76,68079.91,31428.15,93051.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,77679.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,41583.99,41754.51,4626.48,41886.86,4660.18,blocking,25908,2825,0.22317901722231,f9ac6ac27d7ba537fa1b98dd83fe84f60f23bb5bf3850c7d08da21012de74bb0,"[""legacy_25k"", ""two_years_2024"", 8000]"
legacy_25k,two_years_2024,9000,34100.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,16104.15,33737.88,49842.03,23428.15,101051.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,59442.03,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,44720.21,44890.74,4975.4,45023.09,5009.1,blocking,25908,2825,0.22317901722231,6b9f05f2c2930f2469cccecbffb50739bc74b7f6f2b428fb06f07eabc78b6336,"[""legacy_25k"", ""two_years_2024"", 9000]"
legacy_25k,two_years_2024,10000,35100.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,10679.45,24618.94,35298.39,18003.45,106476.35,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,44898.39,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,47024.71,47195.23,5231.79,47327.59,5265.49,blocking,25908,2825,0.22317901722231,a9eb7283ccced075a66d5c2bc92edaaebf37909b4c5f67297c27ef832c775386,"[""legacy_25k"", ""two_years_2024"", 10000]"
legacy_50k,full,0,50100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,335443.25,0,335443.25,370978.25,3585.2,155,5,171,404,226,16160.0,19375.0,35535.0,20600.0,356043.25,0,0,0,22.5,0,150,23,1126.61,128,0,2026-06-25T03:25:40,19,150,135,15,0.0067,49.05,126.22,7964.68,119.68,130.67,13.98,20,20,18,0,0,0,0,2384.5694,33307.2507,13.9678,14384.14,16956.89,17764.07,1214.0,25699.89,1839.93,blocking,129571,8745,0.690867435613841,55d22c6e2637fee1787651bd1e4738f6228383f0cbe49e27567b90f02d5f0488,"[""legacy_50k"", ""full"", 0]"
legacy_50k,full,1000,51100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,337153.1,0,337153.1,371663.1,3787.6,150,6,165,394,222,15760.0,18750.0,34510.0,20600.0,357753.1,0,0,0,22.5,0,144,23,3863.71,122,0,2026-06-25T03:25:40,19,144,130,14,0.0069,49.07,126.1,7876.36,115.06,126.67,14.02,20,20,18,0,0,0,0,2384.5694,33395.5676,14.0049,14295.82,18564.06,19161.43,1325.54,25516.07,1821.94,blocking,130182,8795,0.6948175067151209,913ec9f9a60199e328ecde05948ef322a74802946f9f13eac9f75b3dd23359d3,"[""legacy_50k"", ""full"", 1000]"
legacy_50k,full,2000,52100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,328188.25,0,328188.25,359148.25,3787.6,136,6,151,349,191,13960.0,17000.0,30960.0,20600.0,348788.25,0,0,0,22.5,0,130,23,7691.27,108,0,2026-06-25T03:25:40,20,130,116,14,0.0077,43.77,126.22,6846.73,115.06,124.67,14.45,20,20,18,0,0,0,0,2384.5694,34425.1942,14.4366,13266.19,20025.08,20614.28,1387.1,26437.09,1831.25,blocking,133854,8784,0.6939484910728393,b4e3b2ddcfc7a89fe5de015f98021bffd9f44ec27679aa13416cfff3bc025ddf,"[""legacy_50k"", ""full"", 2000]"
legacy_50k,full,3000,53100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,329748.9,0,329748.9,356468.9,22389.35,112,11,137,318,173,12720.0,14000.0,26720.0,20600.0,350348.9,0,15,0,22.5,0,101,24,12006.05,79,0,2026-06-29T20:30:00,20,101,92,9,0.0,45.08,124.02,5391.31,115.06,120.67,14.83,20,20,18,15,1,62,68,2384.5694,35350.6197,14.8247,12340.77,29320.25,29811.46,1977.79,34659.82,2337.97,blocking,137993,8816,0.6964765365776584,d336c06e2b23c6fc8edf941f4697c74fc1f943ff7f37ea748c6c2e5cd902075b,"[""legacy_50k"", ""full"", 3000]"
legacy_50k,full,4000,54100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,235070.65,18589.9,253660.55,261175.65,46077.9,77,14,204,412,200,16480.0,9625.0,26105.0,20600.0,274260.55,0,66,0,21.5,0,63,24,6911.39,41,0,2026-06-25T23:30:00,19,63,57,6,0.0,47.37,769.54,14512.34,116.27,93.67,10.64,20,20,18,66,55,572,585,2384.5694,25352.5819,10.6319,22338.81,25792.18,26188.31,2425.92,30213.2,2841.74,blocking,98595,8929,0.7054036972665508,2af25a76fd9e545e5ad5681dfa8cc8f88f215951fb51ca278136fccbc31e6123,"[""legacy_50k"", ""full"", 4000]"
legacy_50k,full,5000,55100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,210348.0,19863.3,230211.3,235093.0,64724.6,77,14,177,378,193,15120.0,9625.0,24745.0,20600.0,250811.3,0,62,0,21.5,0,63,24,6989.05,41,0,2026-06-25T23:30:00,20,63,57,6,0.0,38.64,769.54,14258.68,112.54,89.67,10.75,20,20,18,62,32,605,618,2384.5694,25606.2435,10.7383,22085.15,30261.68,30643.17,2818.1,34669.08,3228.54,blocking,99502,8940,0.7062727129088323,b85a11b6ea4f8cfac0f2c42d72591b5f364b060c829016a4f1033162a57ebf53,"[""legacy_50k"", ""full"", 5000]"
