account_id,activated_at,died_at,trade,death_equity,reason
1,2020-03-03 00:00:00,2020-03-18 01:37:40,RR1.00:19-20:16:62,-2413.4,intratrade_excursion
2,2020-03-03 00:00:00,2020-03-18 01:37:40,RR1.00:19-20:16:62,-2413.4,intratrade_excursion
3,2020-03-03 00:00:00,2020-03-18 01:37:40,RR1.00:19-20:16:62,-2413.4,intratrade_excursion
4,2020-03-19 00:00:00,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9,intratrade_excursion
5,2020-03-24 00:00:00,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9,intratrade_excursion
6,2020-05-07 00:00:00,2021-03-08 15:30:00,RR1.00:13-14:111:411,91.2,intratrade_excursion
7,2020-05-07 00:00:00,2021-03-08 15:30:00,RR1.00:13-14:111:411,91.2,intratrade_excursion
8,2020-06-01 00:00:00,2021-03-04 19:14:40,RR1.00:18-19:79:342,-720.35,intratrade_excursion
9,2020-07-01 00:00:00,2021-03-04 19:14:40,RR1.00:18-19:79:342,-58.85,intratrade_excursion
10,2020-08-13 00:00:00,2021-03-04 19:14:40,RR1.00:18-19:79:342,-768.3,intratrade_excursion
11,2020-09-01 00:00:00,2021-03-04 19:14:40,RR1.00:18-19:79:342,-936.05,intratrade_excursion
12,2020-10-01 00:00:00,2021-03-04 19:14:40,RR1.00:18-19:79:342,-1213.5,intratrade_excursion
13,2020-11-05 00:00:00,2021-03-04 19:14:40,RR1.00:18-19:79:342,-2323.45,intratrade_excursion
14,2020-12-01 00:00:00,2021-03-04 23:30:00,RR1.00:21-22:111:386,-1909.95,intratrade_excursion
15,2021-01-01 00:00:00,2021-03-04 23:30:00,RR1.00:21-22:111:386,-1146.5,intratrade_excursion
16,2021-02-01 00:00:00,2021-06-07 12:10:40,RR1.00:11-12:107:474,-905.05,intratrade_excursion
17,2021-03-01 00:00:00,2021-06-07 12:10:40,RR1.00:11-12:107:474,-278.05,intratrade_excursion
18,2021-03-11 00:00:00,2021-06-07 12:10:40,RR1.00:11-12:107:474,-555.2,intratrade_excursion
19,2021-03-17 00:00:00,2021-06-07 12:10:40,RR1.00:11-12:107:474,-1195.8,intratrade_excursion
20,2021-03-17 00:00:00,2021-06-07 12:10:40,RR1.00:11-12:107:474,-1195.8,intratrade_excursion
21,2021-03-17 00:00:00,2021-06-07 12:10:40,RR1.00:11-12:107:474,-1195.8,intratrade_excursion
22,2021-03-18 00:00:00,2021-06-07 12:10:40,RR1.00:11-12:107:474,-1526.05,intratrade_excursion
23,2021-03-19 00:00:00,2021-06-07 12:10:40,RR1.00:11-12:107:474,-1349.8,intratrade_excursion
24,2021-03-19 00:00:00,2021-06-07 12:10:40,RR1.00:11-12:107:474,-1349.8,intratrade_excursion
25,2021-07-08 00:00:00,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9,intratrade_excursion
26,2021-07-08 00:00:00,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9,intratrade_excursion
27,2021-07-10 00:00:00,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9,intratrade_excursion
28,2021-07-13 00:00:00,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9,intratrade_excursion
29,2021-07-13 00:00:00,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9,intratrade_excursion
30,2021-07-13 00:00:00,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9,intratrade_excursion
31,2021-07-13 00:00:00,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9,intratrade_excursion
32,2021-07-13 00:00:00,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9,intratrade_excursion
33,2021-07-13 00:00:00,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9,intratrade_excursion
34,2021-07-13 00:00:00,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9,intratrade_excursion
35,2021-07-13 00:00:00,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9,intratrade_excursion
36,2021-07-13 00:00:00,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9,intratrade_excursion
37,2021-07-13 00:00:00,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9,intratrade_excursion
38,2021-07-13 00:00:00,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9,intratrade_excursion
39,2021-07-13 00:00:00,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9,intratrade_excursion
40,2021-09-10 00:00:00,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9,intratrade_excursion
41,2021-09-11 00:00:00,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9,intratrade_excursion
42,2021-10-08 00:00:00,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9,intratrade_excursion
50,2026-05-07 00:00:00,2026-06-25 23:30:00,RR1.00:18-19:478:2044,-30.05,intratrade_excursion
51,2026-05-09 00:00:00,2026-06-05 21:11:40,RR1.00:20-21:540:1989,-986.95,intratrade_excursion
52,2026-05-09 00:00:00,2026-06-05 21:11:40,RR1.00:20-21:540:1989,-986.95,intratrade_excursion
53,2026-05-19 00:00:00,2026-06-05 21:11:40,RR1.00:20-21:540:1989,-2232.05,intratrade_excursion
54,2026-05-19 00:00:00,2026-06-05 21:11:40,RR1.00:20-21:540:1989,-2232.05,intratrade_excursion
55,2026-05-19 00:00:00,2026-06-05 21:11:40,RR1.00:20-21:540:1989,-2232.05,intratrade_excursion
56,2026-06-09 00:00:00,2026-06-18 09:41:40,RR1.00:9-10:582:2142,-683.45,intratrade_excursion
57,2026-06-09 00:00:00,2026-06-18 09:41:40,RR1.00:9-10:582:2142,-683.45,intratrade_excursion
58,2026-06-09 00:00:00,2026-06-18 09:41:40,RR1.00:9-10:582:2142,-683.45,intratrade_excursion
59,2026-06-10 00:00:00,2026-06-18 09:41:40,RR1.00:9-10:582:2142,-1301.95,intratrade_excursion
60,2026-06-23 00:00:00,2026-06-29 20:30:00,RR1.00:17-18:390:1969,-2478.1,intratrade_excursion
61,2026-06-23 00:00:00,2026-06-29 20:30:00,RR1.00:17-18:390:1969,-2478.1,intratrade_excursion
62,2026-06-23 00:00:00,2026-06-29 20:30:00,RR1.00:17-18:390:1969,-2478.1,intratrade_excursion
