at,account_id,cohort_month,amount_usd,balance_before_usd,balance_after_usd,outstanding_after_usd
2022-07-01 00:00:00,20,2021-08,100.0,27412.45,27312.45,0.0
2022-07-01 00:00:00,21,2021-09,100.0,27542.45,27442.45,0.0
2022-07-01 00:00:00,22,2021-10,100.0,28219.25,28119.25,0.0
2022-08-01 00:00:00,19,2021-07,100.0,29835.85,29735.85,0.0
2022-08-01 00:00:00,20,2021-08,100.0,29869.15,29769.15,0.0
2022-08-01 00:00:00,21,2021-09,100.0,29999.15,29899.15,0.0
2022-08-01 00:00:00,22,2021-10,100.0,30675.95,30575.95,0.0
2022-08-01 00:00:00,25,2022-01,200.0,28955.25,28755.25,0.0
2022-08-01 00:00:00,31,2022-07,100.0,27556.7,27456.7,0.0
2022-09-01 00:00:00,19,2021-07,100.0,31492.8,31392.8,0.0
2022-09-01 00:00:00,20,2021-08,100.0,31526.1,31426.1,0.0
2022-09-01 00:00:00,21,2021-09,100.0,31656.1,31556.1,0.0
2022-09-01 00:00:00,22,2021-10,100.0,32332.9,32232.9,0.0
2022-09-01 00:00:00,25,2022-01,100.0,30512.2,30412.2,0.0
2022-09-01 00:00:00,31,2022-07,100.0,29213.65,29113.65,0.0
2022-09-01 00:00:00,32,2022-08,100.0,26756.95,26656.95,0.0
2022-10-01 00:00:00,19,2021-07,100.0,32206.8,32106.8,0.0
2022-10-01 00:00:00,20,2021-08,100.0,32240.1,32140.1,0.0
2022-10-01 00:00:00,21,2021-09,100.0,32370.1,32270.1,0.0
2022-10-01 00:00:00,22,2021-10,100.0,33046.9,32946.9,0.0
2022-10-01 00:00:00,25,2022-01,100.0,31226.2,31126.2,0.0
2022-10-01 00:00:00,31,2022-07,100.0,29927.65,29827.65,0.0
2022-10-01 00:00:00,32,2022-08,100.0,27470.95,27370.95,0.0
2022-11-01 00:00:00,19,2021-07,100.0,32427.4,32327.4,0.0
2022-11-01 00:00:00,20,2021-08,100.0,32460.7,32360.7,0.0
2022-11-01 00:00:00,21,2021-09,100.0,32590.7,32490.7,0.0
2022-11-01 00:00:00,22,2021-10,100.0,33267.5,33167.5,0.0
2022-11-01 00:00:00,25,2022-01,100.0,31446.8,31346.8,0.0
2022-11-01 00:00:00,31,2022-07,100.0,30148.25,30048.25,0.0
2022-11-01 00:00:00,32,2022-08,100.0,27691.55,27591.55,0.0
2022-12-01 00:00:00,19,2021-07,100.0,32274.95,32174.95,0.0
2022-12-01 00:00:00,20,2021-08,100.0,32308.25,32208.25,0.0
2022-12-01 00:00:00,21,2021-09,100.0,32438.25,32338.25,0.0
2022-12-01 00:00:00,22,2021-10,100.0,33115.05,33015.05,0.0
2022-12-01 00:00:00,25,2022-01,100.0,31294.35,31194.35,0.0
2022-12-01 00:00:00,31,2022-07,100.0,29995.8,29895.8,0.0
2022-12-01 00:00:00,32,2022-08,100.0,27539.1,27439.1,0.0
2023-01-01 00:00:00,19,2021-07,100.0,31140.95,31040.95,0.0
2023-01-01 00:00:00,20,2021-08,100.0,31174.25,31074.25,0.0
2023-01-01 00:00:00,21,2021-09,100.0,31304.25,31204.25,0.0
2023-01-01 00:00:00,22,2021-10,100.0,31981.05,31881.05,0.0
2023-01-01 00:00:00,25,2022-01,100.0,30160.35,30060.35,0.0
2023-01-01 00:00:00,31,2022-07,100.0,28861.8,28761.8,0.0
2023-02-01 00:00:00,19,2021-07,100.0,32068.65,31968.65,0.0
2023-02-01 00:00:00,20,2021-08,100.0,32101.95,32001.95,0.0
2023-02-01 00:00:00,21,2021-09,100.0,32231.95,32131.95,0.0
2023-02-01 00:00:00,22,2021-10,100.0,32908.75,32808.75,0.0
2023-02-01 00:00:00,25,2022-01,100.0,31088.05,30988.05,0.0
2023-02-01 00:00:00,31,2022-07,100.0,29789.5,29689.5,0.0
2023-02-01 00:00:00,32,2022-08,200.0,27432.8,27232.8,0.0
2023-03-01 00:00:00,19,2021-07,100.0,32046.85,31946.85,0.0
2023-03-01 00:00:00,20,2021-08,100.0,32080.15,31980.15,0.0
2023-03-01 00:00:00,21,2021-09,100.0,32210.15,32110.15,0.0
2023-03-01 00:00:00,22,2021-10,100.0,32886.95,32786.95,0.0
2023-03-01 00:00:00,25,2022-01,100.0,31066.25,30966.25,0.0
2023-03-01 00:00:00,31,2022-07,100.0,29767.7,29667.7,0.0
2023-03-01 00:00:00,32,2022-08,100.0,27311.0,27211.0,0.0
2023-04-01 00:00:00,19,2021-07,100.0,34340.85,34240.85,0.0
2023-04-01 00:00:00,20,2021-08,100.0,34374.15,34274.15,0.0
2023-04-01 00:00:00,21,2021-09,100.0,34504.15,34404.15,0.0
2023-04-01 00:00:00,22,2021-10,100.0,35180.95,35080.95,0.0
2023-04-01 00:00:00,25,2022-01,100.0,33360.25,33260.25,0.0
2023-04-01 00:00:00,31,2022-07,100.0,32061.7,31961.7,0.0
2023-04-01 00:00:00,32,2022-08,100.0,29605.0,29505.0,0.0
2023-04-01 00:00:00,37,2023-01,300.0,28499.9,28199.9,0.0
2023-04-01 00:00:00,38,2023-02,200.0,27472.2,27272.2,0.0
2023-04-01 00:00:00,39,2023-03,100.0,27394.0,27294.0,0.0
2023-05-01 00:00:00,19,2021-07,100.0,35090.85,34990.85,0.0
2023-05-01 00:00:00,20,2021-08,100.0,35124.15,35024.15,0.0
2023-05-01 00:00:00,21,2021-09,100.0,35254.15,35154.15,0.0
2023-05-01 00:00:00,22,2021-10,100.0,35930.95,35830.95,0.0
2023-05-01 00:00:00,25,2022-01,100.0,34110.25,34010.25,0.0
2023-05-01 00:00:00,31,2022-07,100.0,32811.7,32711.7,0.0
2023-05-01 00:00:00,32,2022-08,100.0,30355.0,30255.0,0.0
2023-05-01 00:00:00,37,2023-01,100.0,29049.9,28949.9,0.0
2023-05-01 00:00:00,38,2023-02,100.0,28122.2,28022.2,0.0
2023-05-01 00:00:00,39,2023-03,100.0,28144.0,28044.0,0.0
2023-06-01 00:00:00,19,2021-07,100.0,34150.75,34050.75,0.0
2023-06-01 00:00:00,20,2021-08,100.0,34184.05,34084.05,0.0
2023-06-01 00:00:00,21,2021-09,100.0,34314.05,34214.05,0.0
2023-06-01 00:00:00,22,2021-10,100.0,34990.85,34890.85,0.0
2023-06-01 00:00:00,25,2022-01,100.0,33170.15,33070.15,0.0
2023-06-01 00:00:00,31,2022-07,100.0,31871.6,31771.6,0.0
2023-06-01 00:00:00,32,2022-08,100.0,29414.9,29314.9,0.0
2023-06-01 00:00:00,37,2023-01,100.0,28109.8,28009.8,0.0
2023-06-01 00:00:00,38,2023-02,100.0,27182.1,27082.1,0.0
2023-06-01 00:00:00,39,2023-03,100.0,27203.9,27103.9,0.0
2023-07-01 00:00:00,19,2021-07,100.0,34411.55,34311.55,0.0
2023-07-01 00:00:00,20,2021-08,100.0,34444.85,34344.85,0.0
2023-07-01 00:00:00,21,2021-09,100.0,34574.85,34474.85,0.0
2023-07-01 00:00:00,22,2021-10,100.0,35251.65,35151.65,0.0
2023-07-01 00:00:00,25,2022-01,100.0,33430.95,33330.95,0.0
2023-07-01 00:00:00,31,2022-07,100.0,32132.4,32032.4,0.0
2023-07-01 00:00:00,32,2022-08,100.0,29675.7,29575.7,0.0
2023-07-01 00:00:00,37,2023-01,100.0,28370.6,28270.6,0.0
2023-07-01 00:00:00,38,2023-02,100.0,27442.9,27342.9,0.0
2023-07-01 00:00:00,39,2023-03,100.0,27464.7,27364.7,0.0
2023-08-01 00:00:00,19,2021-07,100.0,34835.5,34735.5,0.0
2023-08-01 00:00:00,20,2021-08,100.0,34868.8,34768.8,0.0
2023-08-01 00:00:00,21,2021-09,100.0,34998.8,34898.8,0.0
2023-08-01 00:00:00,22,2021-10,100.0,35675.6,35575.6,0.0
2023-08-01 00:00:00,25,2022-01,100.0,33854.9,33754.9,0.0
2023-08-01 00:00:00,31,2022-07,100.0,32556.35,32456.35,0.0
2023-08-01 00:00:00,32,2022-08,100.0,30099.65,29999.65,0.0
2023-08-01 00:00:00,37,2023-01,100.0,28794.55,28694.55,0.0
2023-08-01 00:00:00,38,2023-02,100.0,27866.85,27766.85,0.0
2023-08-01 00:00:00,39,2023-03,100.0,27888.65,27788.65,0.0
2023-09-01 00:00:00,19,2021-07,100.0,35589.0,35489.0,0.0
2023-09-01 00:00:00,20,2021-08,100.0,35622.3,35522.3,0.0
2023-09-01 00:00:00,21,2021-09,100.0,35752.3,35652.3,0.0
2023-09-01 00:00:00,22,2021-10,100.0,36429.1,36329.1,0.0
2023-09-01 00:00:00,25,2022-01,100.0,34608.4,34508.4,0.0
2023-09-01 00:00:00,31,2022-07,100.0,33309.85,33209.85,0.0
2023-09-01 00:00:00,32,2022-08,100.0,30853.15,30753.15,0.0
2023-09-01 00:00:00,37,2023-01,100.0,29548.05,29448.05,0.0
2023-09-01 00:00:00,38,2023-02,100.0,28620.35,28520.35,0.0
2023-09-01 00:00:00,39,2023-03,100.0,28642.15,28542.15,0.0
2023-09-01 00:00:00,42,2023-06,200.0,26738.25,26538.25,100.0
2023-10-01 00:00:00,19,2021-07,100.0,34857.0,34757.0,0.0
2023-10-01 00:00:00,20,2021-08,100.0,34890.3,34790.3,0.0
2023-10-01 00:00:00,21,2021-09,100.0,35020.3,34920.3,0.0
2023-10-01 00:00:00,22,2021-10,100.0,35697.1,35597.1,0.0
2023-10-01 00:00:00,25,2022-01,100.0,33876.4,33776.4,0.0
2023-10-01 00:00:00,31,2022-07,100.0,32577.85,32477.85,0.0
2023-10-01 00:00:00,32,2022-08,100.0,30121.15,30021.15,0.0
2023-10-01 00:00:00,37,2023-01,100.0,28816.05,28716.05,0.0
2023-10-01 00:00:00,38,2023-02,100.0,27888.35,27788.35,0.0
2023-10-01 00:00:00,39,2023-03,100.0,27910.15,27810.15,0.0
2023-11-01 00:00:00,19,2021-07,100.0,33052.65,32952.65,0.0
2023-11-01 00:00:00,20,2021-08,100.0,33085.95,32985.95,0.0
2023-11-01 00:00:00,21,2021-09,100.0,33215.95,33115.95,0.0
2023-11-01 00:00:00,22,2021-10,100.0,33892.75,33792.75,0.0
2023-11-01 00:00:00,25,2022-01,100.0,32072.05,31972.05,0.0
2023-11-01 00:00:00,31,2022-07,100.0,30773.5,30673.5,0.0
2023-11-01 00:00:00,32,2022-08,100.0,28316.8,28216.8,0.0
2023-11-01 00:00:00,37,2023-01,100.0,27011.7,26911.7,0.0
2023-12-01 00:00:00,19,2021-07,100.0,33322.35,33222.35,0.0
2023-12-01 00:00:00,20,2021-08,100.0,33355.65,33255.65,0.0
2023-12-01 00:00:00,21,2021-09,100.0,33485.65,33385.65,0.0
2023-12-01 00:00:00,22,2021-10,100.0,34162.45,34062.45,0.0
2023-12-01 00:00:00,25,2022-01,100.0,32341.75,32241.75,0.0
2023-12-01 00:00:00,31,2022-07,100.0,31043.2,30943.2,0.0
2023-12-01 00:00:00,32,2022-08,100.0,28586.5,28486.5,0.0
2023-12-01 00:00:00,37,2023-01,100.0,27281.4,27181.4,0.0
2024-01-01 00:00:00,19,2021-07,100.0,34516.1,34416.1,0.0
2024-01-01 00:00:00,20,2021-08,100.0,34549.4,34449.4,0.0
2024-01-01 00:00:00,21,2021-09,100.0,34679.4,34579.4,0.0
2024-01-01 00:00:00,22,2021-10,100.0,35356.2,35256.2,0.0
2024-01-01 00:00:00,25,2022-01,100.0,33535.5,33435.5,0.0
2024-01-01 00:00:00,31,2022-07,100.0,32236.95,32136.95,0.0
2024-01-01 00:00:00,32,2022-08,100.0,29780.25,29680.25,0.0
2024-01-01 00:00:00,37,2023-01,100.0,28475.15,28375.15,0.0
2024-01-01 00:00:00,38,2023-02,300.0,27747.45,27447.45,0.0
2024-01-01 00:00:00,39,2023-03,300.0,27769.25,27469.25,0.0
2024-02-01 00:00:00,19,2021-07,100.0,34655.05,34555.05,0.0
2024-02-01 00:00:00,20,2021-08,100.0,34688.35,34588.35,0.0
2024-02-01 00:00:00,21,2021-09,100.0,34818.35,34718.35,0.0
2024-02-01 00:00:00,22,2021-10,100.0,35495.15,35395.15,0.0
2024-02-01 00:00:00,25,2022-01,100.0,33674.45,33574.45,0.0
2024-02-01 00:00:00,31,2022-07,100.0,32375.9,32275.9,0.0
2024-02-01 00:00:00,32,2022-08,100.0,29919.2,29819.2,0.0
2024-02-01 00:00:00,37,2023-01,100.0,28614.1,28514.1,0.0
2024-02-01 00:00:00,38,2023-02,100.0,27686.4,27586.4,0.0
2024-02-01 00:00:00,39,2023-03,100.0,27708.2,27608.2,0.0
2024-02-01 00:00:00,47,2023-11,200.0,26755.0,26555.0,100.0
2024-03-01 00:00:00,19,2021-07,100.0,36601.95,36501.95,0.0
2024-03-01 00:00:00,20,2021-08,100.0,36635.25,36535.25,0.0
2024-03-01 00:00:00,21,2021-09,100.0,36765.25,36665.25,0.0
2024-03-01 00:00:00,22,2021-10,100.0,37442.05,37342.05,0.0
2024-03-01 00:00:00,25,2022-01,100.0,35621.35,35521.35,0.0
2024-03-01 00:00:00,31,2022-07,100.0,34322.8,34222.8,0.0
2024-03-01 00:00:00,32,2022-08,100.0,31866.1,31766.1,0.0
2024-03-01 00:00:00,37,2023-01,100.0,30561.0,30461.0,0.0
2024-03-01 00:00:00,38,2023-02,100.0,29633.3,29533.3,0.0
2024-03-01 00:00:00,39,2023-03,100.0,29655.1,29555.1,0.0
2024-03-01 00:00:00,47,2023-11,200.0,28601.9,28401.9,0.0
2024-03-01 00:00:00,48,2023-12,300.0,28579.6,28279.6,0.0
2024-03-01 00:00:00,49,2024-01,200.0,27285.85,27085.85,0.0
2024-03-01 00:00:00,50,2024-02,100.0,27046.9,26946.9,0.0
2024-04-01 00:00:00,19,2021-07,100.0,37470.3,37370.3,0.0
2024-04-01 00:00:00,20,2021-08,100.0,37503.6,37403.6,0.0
2024-04-01 00:00:00,21,2021-09,100.0,37633.6,37533.6,0.0
2024-04-01 00:00:00,22,2021-10,100.0,38310.4,38210.4,0.0
2024-04-01 00:00:00,25,2022-01,100.0,36489.7,36389.7,0.0
2024-04-01 00:00:00,31,2022-07,100.0,35191.15,35091.15,0.0
2024-04-01 00:00:00,32,2022-08,100.0,32734.45,32634.45,0.0
2024-04-01 00:00:00,37,2023-01,100.0,31429.35,31329.35,0.0
2024-04-01 00:00:00,38,2023-02,100.0,30501.65,30401.65,0.0
2024-04-01 00:00:00,39,2023-03,100.0,30523.45,30423.45,0.0
2024-04-01 00:00:00,47,2023-11,100.0,29370.25,29270.25,0.0
2024-04-01 00:00:00,48,2023-12,100.0,29247.95,29147.95,0.0
2024-04-01 00:00:00,49,2024-01,100.0,28054.2,27954.2,0.0
2024-04-01 00:00:00,50,2024-02,100.0,27915.25,27815.25,0.0
2024-05-01 00:00:00,19,2021-07,100.0,36690.95,36590.95,0.0
2024-05-01 00:00:00,20,2021-08,100.0,36724.25,36624.25,0.0
2024-05-01 00:00:00,21,2021-09,100.0,36854.25,36754.25,0.0
2024-05-01 00:00:00,22,2021-10,100.0,37531.05,37431.05,0.0
2024-05-01 00:00:00,25,2022-01,100.0,35710.35,35610.35,0.0
2024-05-01 00:00:00,31,2022-07,100.0,34411.8,34311.8,0.0
2024-05-01 00:00:00,32,2022-08,100.0,31955.1,31855.1,0.0
2024-05-01 00:00:00,37,2023-01,100.0,30650.0,30550.0,0.0
2024-05-01 00:00:00,38,2023-02,100.0,29722.3,29622.3,0.0
2024-05-01 00:00:00,39,2023-03,100.0,29744.1,29644.1,0.0
2024-05-01 00:00:00,47,2023-11,100.0,28590.9,28490.9,0.0
2024-05-01 00:00:00,48,2023-12,100.0,28468.6,28368.6,0.0
2024-05-01 00:00:00,49,2024-01,100.0,27274.85,27174.85,0.0
2024-05-01 00:00:00,50,2024-02,100.0,27135.9,27035.9,0.0
2024-06-01 00:00:00,19,2021-07,100.0,38429.1,38329.1,0.0
2024-06-01 00:00:00,20,2021-08,100.0,38462.4,38362.4,0.0
2024-06-01 00:00:00,21,2021-09,100.0,38592.4,38492.4,0.0
2024-06-01 00:00:00,22,2021-10,100.0,39269.2,39169.2,0.0
2024-06-01 00:00:00,25,2022-01,100.0,37448.5,37348.5,0.0
2024-06-01 00:00:00,31,2022-07,100.0,36149.95,36049.95,0.0
2024-06-01 00:00:00,32,2022-08,100.0,33693.25,33593.25,0.0
2024-06-01 00:00:00,37,2023-01,100.0,32388.15,32288.15,0.0
2024-06-01 00:00:00,38,2023-02,100.0,31460.45,31360.45,0.0
2024-06-01 00:00:00,39,2023-03,100.0,31482.25,31382.25,0.0
2024-06-01 00:00:00,47,2023-11,100.0,30329.05,30229.05,0.0
2024-06-01 00:00:00,48,2023-12,100.0,30206.75,30106.75,0.0
2024-06-01 00:00:00,49,2024-01,100.0,29013.0,28913.0,0.0
2024-06-01 00:00:00,50,2024-02,100.0,28874.05,28774.05,0.0
2024-06-01 00:00:00,53,2024-05,100.0,26838.15,26738.15,0.0
2024-07-01 00:00:00,19,2021-07,100.0,40459.4,40359.4,0.0
2024-07-01 00:00:00,20,2021-08,100.0,40492.7,40392.7,0.0
2024-07-01 00:00:00,21,2021-09,100.0,40622.7,40522.7,0.0
2024-07-01 00:00:00,22,2021-10,100.0,41299.5,41199.5,0.0
2024-07-01 00:00:00,25,2022-01,100.0,39478.8,39378.8,0.0
2024-07-01 00:00:00,31,2022-07,100.0,38180.25,38080.25,0.0
2024-07-01 00:00:00,32,2022-08,100.0,35723.55,35623.55,0.0
2024-07-01 00:00:00,37,2023-01,100.0,34418.45,34318.45,0.0
2024-07-01 00:00:00,38,2023-02,100.0,33490.75,33390.75,0.0
2024-07-01 00:00:00,39,2023-03,100.0,33512.55,33412.55,0.0
2024-07-01 00:00:00,47,2023-11,100.0,32359.35,32259.35,0.0
2024-07-01 00:00:00,48,2023-12,100.0,32237.05,32137.05,0.0
2024-07-01 00:00:00,49,2024-01,100.0,31043.3,30943.3,0.0
2024-07-01 00:00:00,50,2024-02,100.0,30904.35,30804.35,0.0
2024-07-01 00:00:00,53,2024-05,100.0,28868.45,28768.45,0.0
2024-07-01 00:00:00,54,2024-06,100.0,27130.3,27030.3,0.0
2024-08-01 00:00:00,19,2021-07,100.0,39705.6,39605.6,0.0
2024-08-01 00:00:00,20,2021-08,100.0,39738.9,39638.9,0.0
2024-08-01 00:00:00,21,2021-09,100.0,39868.9,39768.9,0.0
2024-08-01 00:00:00,22,2021-10,100.0,40545.7,40445.7,0.0
2024-08-01 00:00:00,25,2022-01,100.0,38725.0,38625.0,0.0
2024-08-01 00:00:00,31,2022-07,100.0,37426.45,37326.45,0.0
2024-08-01 00:00:00,32,2022-08,100.0,34969.75,34869.75,0.0
2024-08-01 00:00:00,37,2023-01,100.0,33664.65,33564.65,0.0
2024-08-01 00:00:00,38,2023-02,100.0,32736.95,32636.95,0.0
2024-08-01 00:00:00,39,2023-03,100.0,32758.75,32658.75,0.0
2024-08-01 00:00:00,47,2023-11,100.0,31605.55,31505.55,0.0
2024-08-01 00:00:00,48,2023-12,100.0,31483.25,31383.25,0.0
2024-08-01 00:00:00,49,2024-01,100.0,30289.5,30189.5,0.0
2024-08-01 00:00:00,50,2024-02,100.0,30150.55,30050.55,0.0
2024-08-01 00:00:00,53,2024-05,100.0,28114.65,28014.65,0.0
2024-09-01 00:00:00,19,2021-07,100.0,43018.1,42918.1,0.0
2024-09-01 00:00:00,20,2021-08,100.0,43051.4,42951.4,0.0
2024-09-01 00:00:00,21,2021-09,100.0,43181.4,43081.4,0.0
2024-09-01 00:00:00,22,2021-10,100.0,43858.2,43758.2,0.0
2024-09-01 00:00:00,25,2022-01,100.0,42037.5,41937.5,0.0
2024-09-01 00:00:00,31,2022-07,100.0,40738.95,40638.95,0.0
2024-09-01 00:00:00,32,2022-08,100.0,38282.25,38182.25,0.0
2024-09-01 00:00:00,37,2023-01,100.0,36977.15,36877.15,0.0
2024-09-01 00:00:00,38,2023-02,100.0,36049.45,35949.45,0.0
2024-09-01 00:00:00,39,2023-03,100.0,36071.25,35971.25,0.0
2024-09-01 00:00:00,47,2023-11,100.0,34918.05,34818.05,0.0
2024-09-01 00:00:00,48,2023-12,100.0,34795.75,34695.75,0.0
2024-09-01 00:00:00,49,2024-01,100.0,33602.0,33502.0,0.0
2024-09-01 00:00:00,50,2024-02,100.0,33463.05,33363.05,0.0
2024-09-01 00:00:00,53,2024-05,100.0,31427.15,31327.15,0.0
2024-10-01 00:00:00,19,2021-07,100.0,44024.55,43924.55,0.0
2024-10-01 00:00:00,20,2021-08,100.0,44057.85,43957.85,0.0
2024-10-01 00:00:00,21,2021-09,100.0,44187.85,44087.85,0.0
2024-10-01 00:00:00,22,2021-10,100.0,44864.65,44764.65,0.0
2024-10-01 00:00:00,25,2022-01,100.0,43043.95,42943.95,0.0
2024-10-01 00:00:00,31,2022-07,100.0,41745.4,41645.4,0.0
2024-10-01 00:00:00,32,2022-08,100.0,39288.7,39188.7,0.0
2024-10-01 00:00:00,37,2023-01,100.0,37983.6,37883.6,0.0
2024-10-01 00:00:00,38,2023-02,100.0,37055.9,36955.9,0.0
2024-10-01 00:00:00,39,2023-03,100.0,37077.7,36977.7,0.0
2024-10-01 00:00:00,47,2023-11,100.0,35924.5,35824.5,0.0
2024-10-01 00:00:00,48,2023-12,100.0,35802.2,35702.2,0.0
2024-10-01 00:00:00,49,2024-01,100.0,34608.45,34508.45,0.0
2024-10-01 00:00:00,50,2024-02,100.0,34469.5,34369.5,0.0
2024-10-01 00:00:00,53,2024-05,100.0,32433.6,32333.6,0.0
2024-11-01 00:00:00,19,2021-07,100.0,43875.25,43775.25,0.0
2024-11-01 00:00:00,20,2021-08,100.0,43908.55,43808.55,0.0
2024-11-01 00:00:00,21,2021-09,100.0,44038.55,43938.55,0.0
2024-11-01 00:00:00,22,2021-10,100.0,44715.35,44615.35,0.0
2024-11-01 00:00:00,25,2022-01,100.0,42894.65,42794.65,0.0
2024-11-01 00:00:00,31,2022-07,100.0,41596.1,41496.1,0.0
2024-11-01 00:00:00,32,2022-08,100.0,39139.4,39039.4,0.0
2024-11-01 00:00:00,37,2023-01,100.0,37834.3,37734.3,0.0
2024-11-01 00:00:00,38,2023-02,100.0,36906.6,36806.6,0.0
2024-11-01 00:00:00,39,2023-03,100.0,36928.4,36828.4,0.0
2024-11-01 00:00:00,47,2023-11,100.0,35775.2,35675.2,0.0
2024-11-01 00:00:00,48,2023-12,100.0,35652.9,35552.9,0.0
2024-11-01 00:00:00,49,2024-01,100.0,34459.15,34359.15,0.0
2024-11-01 00:00:00,50,2024-02,100.0,34320.2,34220.2,0.0
2024-11-01 00:00:00,53,2024-05,100.0,32284.3,32184.3,0.0
2024-12-01 00:00:00,19,2021-07,100.0,45563.05,45463.05,0.0
2024-12-01 00:00:00,20,2021-08,100.0,45596.35,45496.35,0.0
2024-12-01 00:00:00,21,2021-09,100.0,45726.35,45626.35,0.0
2024-12-01 00:00:00,22,2021-10,100.0,46403.15,46303.15,0.0
2024-12-01 00:00:00,25,2022-01,100.0,44582.45,44482.45,0.0
2024-12-01 00:00:00,31,2022-07,100.0,43283.9,43183.9,0.0
2024-12-01 00:00:00,32,2022-08,100.0,40827.2,40727.2,0.0
2024-12-01 00:00:00,37,2023-01,100.0,39522.1,39422.1,0.0
2024-12-01 00:00:00,38,2023-02,100.0,38594.4,38494.4,0.0
2024-12-01 00:00:00,39,2023-03,100.0,38616.2,38516.2,0.0
2024-12-01 00:00:00,47,2023-11,100.0,37463.0,37363.0,0.0
2024-12-01 00:00:00,48,2023-12,100.0,37340.7,37240.7,0.0
2024-12-01 00:00:00,49,2024-01,100.0,36146.95,36046.95,0.0
2024-12-01 00:00:00,50,2024-02,100.0,36008.0,35908.0,0.0
