at,account_id,cohort_month,amount_usd,balance_before_usd,balance_after_usd,outstanding_after_usd
2024-12-01 00:00:00,53,2024-05,100.0,33972.1,33872.1,0.0
2024-12-01 00:00:00,57,2024-09,300.0,27844.95,27544.95,0.0
2024-12-01 00:00:00,58,2024-10,200.0,26738.5,26538.5,0.0
2024-12-01 00:00:00,59,2024-11,100.0,26787.8,26687.8,0.0
2025-01-01 00:00:00,19,2021-07,100.0,45730.55,45630.55,0.0
2025-01-01 00:00:00,20,2021-08,100.0,45763.85,45663.85,0.0
2025-01-01 00:00:00,21,2021-09,100.0,45893.85,45793.85,0.0
2025-01-01 00:00:00,22,2021-10,100.0,46570.65,46470.65,0.0
2025-01-01 00:00:00,25,2022-01,100.0,44749.95,44649.95,0.0
2025-01-01 00:00:00,31,2022-07,100.0,43451.4,43351.4,0.0
2025-01-01 00:00:00,32,2022-08,100.0,40994.7,40894.7,0.0
2025-01-01 00:00:00,37,2023-01,100.0,39689.6,39589.6,0.0
2025-01-01 00:00:00,38,2023-02,100.0,38761.9,38661.9,0.0
2025-01-01 00:00:00,39,2023-03,100.0,38783.7,38683.7,0.0
2025-01-01 00:00:00,47,2023-11,100.0,37630.5,37530.5,0.0
2025-01-01 00:00:00,48,2023-12,100.0,37508.2,37408.2,0.0
2025-01-01 00:00:00,49,2024-01,100.0,36314.45,36214.45,0.0
2025-01-01 00:00:00,50,2024-02,100.0,36175.5,36075.5,0.0
2025-01-01 00:00:00,53,2024-05,100.0,34139.6,34039.6,0.0
2025-01-01 00:00:00,57,2024-09,100.0,27812.45,27712.45,0.0
2025-01-01 00:00:00,58,2024-10,100.0,26806.0,26706.0,0.0
2025-01-01 00:00:00,59,2024-11,100.0,26955.3,26855.3,0.0
2025-02-01 00:00:00,19,2021-07,100.0,49427.75,49327.75,0.0
2025-02-01 00:00:00,20,2021-08,100.0,49461.05,49361.05,0.0
2025-02-01 00:00:00,21,2021-09,100.0,49591.05,49491.05,0.0
2025-02-01 00:00:00,22,2021-10,100.0,50267.85,50167.85,0.0
2025-02-01 00:00:00,25,2022-01,100.0,48447.15,48347.15,0.0
2025-02-01 00:00:00,31,2022-07,100.0,47148.6,47048.6,0.0
2025-02-01 00:00:00,32,2022-08,100.0,44691.9,44591.9,0.0
2025-02-01 00:00:00,37,2023-01,100.0,43386.8,43286.8,0.0
2025-02-01 00:00:00,38,2023-02,100.0,42459.1,42359.1,0.0
2025-02-01 00:00:00,39,2023-03,100.0,42480.9,42380.9,0.0
2025-02-01 00:00:00,47,2023-11,100.0,41327.7,41227.7,0.0
2025-02-01 00:00:00,48,2023-12,100.0,41205.4,41105.4,0.0
2025-02-01 00:00:00,49,2024-01,100.0,40011.65,39911.65,0.0
2025-02-01 00:00:00,50,2024-02,100.0,39872.7,39772.7,0.0
2025-02-01 00:00:00,53,2024-05,100.0,37836.8,37736.8,0.0
2025-02-01 00:00:00,57,2024-09,100.0,31509.65,31409.65,0.0
2025-02-01 00:00:00,58,2024-10,100.0,30503.2,30403.2,0.0
2025-02-01 00:00:00,59,2024-11,100.0,30652.5,30552.5,0.0
2025-02-01 00:00:00,60,2024-12,200.0,29115.25,28915.25,0.0
2025-02-01 00:00:00,61,2025-01,100.0,28797.2,28697.2,0.0
2025-03-01 00:00:00,19,2021-07,100.0,49380.3,49280.3,0.0
2025-03-01 00:00:00,20,2021-08,100.0,49413.6,49313.6,0.0
2025-03-01 00:00:00,21,2021-09,100.0,49543.6,49443.6,0.0
2025-03-01 00:00:00,22,2021-10,100.0,50220.4,50120.4,0.0
2025-03-01 00:00:00,25,2022-01,100.0,48399.7,48299.7,0.0
2025-03-01 00:00:00,31,2022-07,100.0,47101.15,47001.15,0.0
2025-03-01 00:00:00,32,2022-08,100.0,44644.45,44544.45,0.0
2025-03-01 00:00:00,37,2023-01,100.0,43339.35,43239.35,0.0
2025-03-01 00:00:00,38,2023-02,100.0,42411.65,42311.65,0.0
2025-03-01 00:00:00,39,2023-03,100.0,42433.45,42333.45,0.0
2025-03-01 00:00:00,47,2023-11,100.0,41280.25,41180.25,0.0
2025-03-01 00:00:00,48,2023-12,100.0,41157.95,41057.95,0.0
2025-03-01 00:00:00,49,2024-01,100.0,39964.2,39864.2,0.0
2025-03-01 00:00:00,50,2024-02,100.0,39825.25,39725.25,0.0
2025-03-01 00:00:00,53,2024-05,100.0,37789.35,37689.35,0.0
2025-03-01 00:00:00,57,2024-09,100.0,31462.2,31362.2,0.0
2025-03-01 00:00:00,58,2024-10,100.0,30455.75,30355.75,0.0
2025-03-01 00:00:00,59,2024-11,100.0,30605.05,30505.05,0.0
2025-03-01 00:00:00,60,2024-12,100.0,28967.8,28867.8,0.0
2025-03-01 00:00:00,61,2025-01,100.0,28749.75,28649.75,0.0
2025-04-01 00:00:00,19,2021-07,100.0,47630.85,47530.85,0.0
2025-04-01 00:00:00,20,2021-08,100.0,47664.15,47564.15,0.0
2025-04-01 00:00:00,21,2021-09,100.0,47794.15,47694.15,0.0
2025-04-01 00:00:00,22,2021-10,100.0,48470.95,48370.95,0.0
2025-04-01 00:00:00,25,2022-01,100.0,46650.25,46550.25,0.0
2025-04-01 00:00:00,31,2022-07,100.0,45351.7,45251.7,0.0
2025-04-01 00:00:00,32,2022-08,100.0,42895.0,42795.0,0.0
2025-04-01 00:00:00,37,2023-01,100.0,41589.9,41489.9,0.0
2025-04-01 00:00:00,38,2023-02,100.0,40662.2,40562.2,0.0
2025-04-01 00:00:00,39,2023-03,100.0,40684.0,40584.0,0.0
2025-04-01 00:00:00,47,2023-11,100.0,39530.8,39430.8,0.0
2025-04-01 00:00:00,48,2023-12,100.0,39408.5,39308.5,0.0
2025-04-01 00:00:00,49,2024-01,100.0,38214.75,38114.75,0.0
2025-04-01 00:00:00,50,2024-02,100.0,38075.8,37975.8,0.0
2025-04-01 00:00:00,53,2024-05,100.0,36039.9,35939.9,0.0
2025-04-01 00:00:00,57,2024-09,100.0,29712.75,29612.75,0.0
2025-04-01 00:00:00,58,2024-10,100.0,28706.3,28606.3,0.0
2025-04-01 00:00:00,59,2024-11,100.0,28855.6,28755.6,0.0
2025-04-01 00:00:00,60,2024-12,100.0,27218.35,27118.35,0.0
2025-04-01 00:00:00,61,2025-01,100.0,27000.3,26900.3,0.0
2025-05-01 00:00:00,19,2021-07,100.0,51674.0,51574.0,0.0
2025-05-01 00:00:00,20,2021-08,100.0,51707.3,51607.3,0.0
2025-05-01 00:00:00,21,2021-09,100.0,51837.3,51737.3,0.0
2025-05-01 00:00:00,22,2021-10,100.0,52514.1,52414.1,0.0
2025-05-01 00:00:00,25,2022-01,100.0,50693.4,50593.4,0.0
2025-05-01 00:00:00,31,2022-07,100.0,49394.85,49294.85,0.0
2025-05-01 00:00:00,32,2022-08,100.0,46938.15,46838.15,0.0
2025-05-01 00:00:00,37,2023-01,100.0,45633.05,45533.05,0.0
2025-05-01 00:00:00,38,2023-02,100.0,44705.35,44605.35,0.0
2025-05-01 00:00:00,39,2023-03,100.0,44727.15,44627.15,0.0
2025-05-01 00:00:00,47,2023-11,100.0,43573.95,43473.95,0.0
2025-05-01 00:00:00,48,2023-12,100.0,43451.65,43351.65,0.0
2025-05-01 00:00:00,49,2024-01,100.0,42257.9,42157.9,0.0
2025-05-01 00:00:00,50,2024-02,100.0,42118.95,42018.95,0.0
2025-05-01 00:00:00,53,2024-05,100.0,40083.05,39983.05,0.0
2025-05-01 00:00:00,57,2024-09,100.0,33755.9,33655.9,0.0
2025-05-01 00:00:00,58,2024-10,100.0,32749.45,32649.45,0.0
2025-05-01 00:00:00,59,2024-11,100.0,32898.75,32798.75,0.0
2025-06-01 00:00:00,19,2021-07,100.0,51323.45,51223.45,0.0
2025-06-01 00:00:00,20,2021-08,100.0,51356.75,51256.75,0.0
2025-06-01 00:00:00,21,2021-09,100.0,51486.75,51386.75,0.0
2025-06-01 00:00:00,22,2021-10,100.0,52163.55,52063.55,0.0
2025-06-01 00:00:00,25,2022-01,100.0,50342.85,50242.85,0.0
2025-06-01 00:00:00,31,2022-07,100.0,49044.3,48944.3,0.0
2025-06-01 00:00:00,32,2022-08,100.0,46587.6,46487.6,0.0
2025-06-01 00:00:00,37,2023-01,100.0,45282.5,45182.5,0.0
2025-06-01 00:00:00,38,2023-02,100.0,44354.8,44254.8,0.0
2025-06-01 00:00:00,39,2023-03,100.0,44376.6,44276.6,0.0
2025-06-01 00:00:00,47,2023-11,100.0,43223.4,43123.4,0.0
2025-06-01 00:00:00,48,2023-12,100.0,43101.1,43001.1,0.0
2025-06-01 00:00:00,49,2024-01,100.0,41907.35,41807.35,0.0
2025-06-01 00:00:00,50,2024-02,100.0,41768.4,41668.4,0.0
2025-06-01 00:00:00,53,2024-05,100.0,39732.5,39632.5,0.0
2025-06-01 00:00:00,57,2024-09,100.0,33405.35,33305.35,0.0
2025-06-01 00:00:00,58,2024-10,100.0,32398.9,32298.9,0.0
2025-06-01 00:00:00,59,2024-11,100.0,32548.2,32448.2,0.0
2025-07-01 00:00:00,19,2021-07,100.0,52679.6,52579.6,0.0
2025-07-01 00:00:00,20,2021-08,100.0,52712.9,52612.9,0.0
2025-07-01 00:00:00,21,2021-09,100.0,52842.9,52742.9,0.0
2025-07-01 00:00:00,22,2021-10,100.0,53519.7,53419.7,0.0
2025-07-01 00:00:00,25,2022-01,100.0,51699.0,51599.0,0.0
2025-07-01 00:00:00,31,2022-07,100.0,50400.45,50300.45,0.0
2025-07-01 00:00:00,32,2022-08,100.0,47943.75,47843.75,0.0
2025-07-01 00:00:00,37,2023-01,100.0,46638.65,46538.65,0.0
2025-07-01 00:00:00,38,2023-02,100.0,45710.95,45610.95,0.0
2025-07-01 00:00:00,39,2023-03,100.0,45732.75,45632.75,0.0
2025-07-01 00:00:00,47,2023-11,100.0,44579.55,44479.55,0.0
2025-07-01 00:00:00,48,2023-12,100.0,44457.25,44357.25,0.0
2025-07-01 00:00:00,49,2024-01,100.0,43263.5,43163.5,0.0
2025-07-01 00:00:00,50,2024-02,100.0,43124.55,43024.55,0.0
2025-07-01 00:00:00,53,2024-05,100.0,41088.65,40988.65,0.0
2025-07-01 00:00:00,57,2024-09,100.0,34761.5,34661.5,0.0
2025-07-01 00:00:00,58,2024-10,100.0,33755.05,33655.05,0.0
2025-07-01 00:00:00,59,2024-11,100.0,33904.35,33804.35,0.0
2025-08-01 00:00:00,19,2021-07,100.0,51629.65,51529.65,0.0
2025-08-01 00:00:00,20,2021-08,100.0,51662.95,51562.95,0.0
2025-08-01 00:00:00,21,2021-09,100.0,51792.95,51692.95,0.0
2025-08-01 00:00:00,22,2021-10,100.0,52469.75,52369.75,0.0
2025-08-01 00:00:00,25,2022-01,100.0,50649.05,50549.05,0.0
2025-08-01 00:00:00,31,2022-07,100.0,49350.5,49250.5,0.0
2025-08-01 00:00:00,32,2022-08,100.0,46893.8,46793.8,0.0
2025-08-01 00:00:00,37,2023-01,100.0,45588.7,45488.7,0.0
2025-08-01 00:00:00,38,2023-02,100.0,44661.0,44561.0,0.0
2025-08-01 00:00:00,39,2023-03,100.0,44682.8,44582.8,0.0
2025-08-01 00:00:00,47,2023-11,100.0,43529.6,43429.6,0.0
2025-08-01 00:00:00,48,2023-12,100.0,43407.3,43307.3,0.0
2025-08-01 00:00:00,49,2024-01,100.0,42213.55,42113.55,0.0
2025-08-01 00:00:00,50,2024-02,100.0,42074.6,41974.6,0.0
2025-08-01 00:00:00,53,2024-05,100.0,40038.7,39938.7,0.0
2025-08-01 00:00:00,57,2024-09,100.0,33711.55,33611.55,0.0
2025-08-01 00:00:00,58,2024-10,100.0,32705.1,32605.1,0.0
2025-08-01 00:00:00,59,2024-11,100.0,32854.4,32754.4,0.0
2025-09-01 00:00:00,19,2021-07,100.0,50693.2,50593.2,0.0
2025-09-01 00:00:00,20,2021-08,100.0,50726.5,50626.5,0.0
2025-09-01 00:00:00,21,2021-09,100.0,50856.5,50756.5,0.0
2025-09-01 00:00:00,22,2021-10,100.0,51533.3,51433.3,0.0
2025-09-01 00:00:00,25,2022-01,100.0,49712.6,49612.6,0.0
2025-09-01 00:00:00,31,2022-07,100.0,48414.05,48314.05,0.0
2025-09-01 00:00:00,32,2022-08,100.0,45957.35,45857.35,0.0
2025-09-01 00:00:00,37,2023-01,100.0,44652.25,44552.25,0.0
2025-09-01 00:00:00,38,2023-02,100.0,43724.55,43624.55,0.0
2025-09-01 00:00:00,39,2023-03,100.0,43746.35,43646.35,0.0
2025-09-01 00:00:00,47,2023-11,100.0,42593.15,42493.15,0.0
2025-09-01 00:00:00,48,2023-12,100.0,42470.85,42370.85,0.0
2025-09-01 00:00:00,49,2024-01,100.0,41277.1,41177.1,0.0
2025-09-01 00:00:00,50,2024-02,100.0,41138.15,41038.15,0.0
2025-09-01 00:00:00,53,2024-05,100.0,39102.25,39002.25,0.0
2025-09-01 00:00:00,57,2024-09,100.0,32775.1,32675.1,0.0
2025-09-01 00:00:00,58,2024-10,100.0,31768.65,31668.65,0.0
2025-09-01 00:00:00,59,2024-11,100.0,31917.95,31817.95,0.0
2025-10-01 00:00:00,19,2021-07,100.0,50892.25,50792.25,0.0
2025-10-01 00:00:00,20,2021-08,100.0,50925.55,50825.55,0.0
2025-10-01 00:00:00,21,2021-09,100.0,51055.55,50955.55,0.0
2025-10-01 00:00:00,22,2021-10,100.0,51732.35,51632.35,0.0
2025-10-01 00:00:00,25,2022-01,100.0,49911.65,49811.65,0.0
2025-10-01 00:00:00,31,2022-07,100.0,48613.1,48513.1,0.0
2025-10-01 00:00:00,32,2022-08,100.0,46156.4,46056.4,0.0
2025-10-01 00:00:00,37,2023-01,100.0,44851.3,44751.3,0.0
2025-10-01 00:00:00,38,2023-02,100.0,43923.6,43823.6,0.0
2025-10-01 00:00:00,39,2023-03,100.0,43945.4,43845.4,0.0
2025-10-01 00:00:00,47,2023-11,100.0,42792.2,42692.2,0.0
2025-10-01 00:00:00,48,2023-12,100.0,42669.9,42569.9,0.0
2025-10-01 00:00:00,49,2024-01,100.0,41476.15,41376.15,0.0
2025-10-01 00:00:00,50,2024-02,100.0,41337.2,41237.2,0.0
2025-10-01 00:00:00,53,2024-05,100.0,39301.3,39201.3,0.0
2025-10-01 00:00:00,57,2024-09,100.0,32974.15,32874.15,0.0
2025-10-01 00:00:00,58,2024-10,100.0,31967.7,31867.7,0.0
2025-10-01 00:00:00,59,2024-11,100.0,32117.0,32017.0,0.0
2025-11-01 00:00:00,19,2021-07,100.0,53512.9,53412.9,0.0
2025-11-01 00:00:00,20,2021-08,100.0,53546.2,53446.2,0.0
2025-11-01 00:00:00,21,2021-09,100.0,53676.2,53576.2,0.0
2025-11-01 00:00:00,22,2021-10,100.0,54353.0,54253.0,0.0
2025-11-01 00:00:00,25,2022-01,100.0,52532.3,52432.3,0.0
2025-11-01 00:00:00,31,2022-07,100.0,51233.75,51133.75,0.0
2025-11-01 00:00:00,32,2022-08,100.0,48777.05,48677.05,0.0
2025-11-01 00:00:00,37,2023-01,100.0,47471.95,47371.95,0.0
2025-11-01 00:00:00,38,2023-02,100.0,46544.25,46444.25,0.0
2025-11-01 00:00:00,39,2023-03,100.0,46566.05,46466.05,0.0
2025-11-01 00:00:00,47,2023-11,100.0,45412.85,45312.85,0.0
2025-11-01 00:00:00,48,2023-12,100.0,45290.55,45190.55,0.0
2025-11-01 00:00:00,49,2024-01,100.0,44096.8,43996.8,0.0
2025-11-01 00:00:00,50,2024-02,100.0,43957.85,43857.85,0.0
2025-11-01 00:00:00,53,2024-05,100.0,41921.95,41821.95,0.0
2025-11-01 00:00:00,57,2024-09,100.0,35594.8,35494.8,0.0
2025-11-01 00:00:00,58,2024-10,100.0,34588.35,34488.35,0.0
2025-11-01 00:00:00,59,2024-11,100.0,34737.65,34637.65,0.0
2025-11-01 00:00:00,69,2025-09,200.0,28019.7,27819.7,0.0
2025-11-01 00:00:00,70,2025-10,100.0,27720.65,27620.65,0.0
2025-12-01 00:00:00,19,2021-07,100.0,53886.8,53786.8,0.0
2025-12-01 00:00:00,20,2021-08,100.0,53920.1,53820.1,0.0
2025-12-01 00:00:00,21,2021-09,100.0,54050.1,53950.1,0.0
2025-12-01 00:00:00,22,2021-10,100.0,54726.9,54626.9,0.0
2025-12-01 00:00:00,25,2022-01,100.0,52906.2,52806.2,0.0
2025-12-01 00:00:00,31,2022-07,100.0,51607.65,51507.65,0.0
2025-12-01 00:00:00,32,2022-08,100.0,49150.95,49050.95,0.0
2025-12-01 00:00:00,37,2023-01,100.0,47845.85,47745.85,0.0
2025-12-01 00:00:00,38,2023-02,100.0,46918.15,46818.15,0.0
2025-12-01 00:00:00,39,2023-03,100.0,46939.95,46839.95,0.0
2025-12-01 00:00:00,47,2023-11,100.0,45786.75,45686.75,0.0
2025-12-01 00:00:00,48,2023-12,100.0,45664.45,45564.45,0.0
2025-12-01 00:00:00,49,2024-01,100.0,44470.7,44370.7,0.0
2025-12-01 00:00:00,50,2024-02,100.0,44331.75,44231.75,0.0
2025-12-01 00:00:00,53,2024-05,100.0,42295.85,42195.85,0.0
2025-12-01 00:00:00,57,2024-09,100.0,35968.7,35868.7,0.0
2025-12-01 00:00:00,58,2024-10,100.0,34962.25,34862.25,0.0
2025-12-01 00:00:00,59,2024-11,100.0,35111.55,35011.55,0.0
2025-12-01 00:00:00,69,2025-09,100.0,28293.6,28193.6,0.0
2025-12-01 00:00:00,70,2025-10,100.0,28094.55,27994.55,0.0
2026-01-01 00:00:00,19,2021-07,100.0,52090.2,51990.2,0.0
2026-01-01 00:00:00,20,2021-08,100.0,52123.5,52023.5,0.0
2026-01-01 00:00:00,21,2021-09,100.0,52253.5,52153.5,0.0
2026-01-01 00:00:00,22,2021-10,100.0,52930.3,52830.3,0.0
2026-01-01 00:00:00,25,2022-01,100.0,51109.6,51009.6,0.0
2026-01-01 00:00:00,31,2022-07,100.0,49811.05,49711.05,0.0
2026-01-01 00:00:00,32,2022-08,100.0,47354.35,47254.35,0.0
2026-01-01 00:00:00,37,2023-01,100.0,46049.25,45949.25,0.0
2026-01-01 00:00:00,38,2023-02,100.0,45121.55,45021.55,0.0
2026-01-01 00:00:00,39,2023-03,100.0,45143.35,45043.35,0.0
2026-01-01 00:00:00,47,2023-11,100.0,43990.15,43890.15,0.0
2026-01-01 00:00:00,48,2023-12,100.0,43867.85,43767.85,0.0
2026-01-01 00:00:00,49,2024-01,100.0,42674.1,42574.1,0.0
2026-01-01 00:00:00,50,2024-02,100.0,42535.15,42435.15,0.0
2026-01-01 00:00:00,53,2024-05,100.0,40499.25,40399.25,0.0
2026-01-01 00:00:00,57,2024-09,100.0,34172.1,34072.1,0.0
2026-01-01 00:00:00,58,2024-10,100.0,33165.65,33065.65,0.0
2026-01-01 00:00:00,59,2024-11,100.0,33314.95,33214.95,0.0
2026-02-01 00:00:00,19,2021-07,100.0,52711.55,52611.55,0.0
2026-02-01 00:00:00,20,2021-08,100.0,52744.85,52644.85,0.0
2026-02-01 00:00:00,21,2021-09,100.0,52874.85,52774.85,0.0
2026-02-01 00:00:00,22,2021-10,100.0,53551.65,53451.65,0.0
2026-02-01 00:00:00,25,2022-01,100.0,51730.95,51630.95,0.0
2026-02-01 00:00:00,31,2022-07,100.0,50432.4,50332.4,0.0
2026-02-01 00:00:00,32,2022-08,100.0,47975.7,47875.7,0.0
2026-02-01 00:00:00,37,2023-01,100.0,46670.6,46570.6,0.0
2026-02-01 00:00:00,38,2023-02,100.0,45742.9,45642.9,0.0
2026-02-01 00:00:00,39,2023-03,100.0,45764.7,45664.7,0.0
2026-02-01 00:00:00,47,2023-11,100.0,44611.5,44511.5,0.0
2026-02-01 00:00:00,48,2023-12,100.0,44489.2,44389.2,0.0
2026-02-01 00:00:00,49,2024-01,100.0,43295.45,43195.45,0.0
2026-02-01 00:00:00,50,2024-02,100.0,43156.5,43056.5,0.0
2026-02-01 00:00:00,53,2024-05,100.0,41120.6,41020.6,0.0
2026-02-01 00:00:00,57,2024-09,100.0,34793.45,34693.45,0.0
2026-02-01 00:00:00,58,2024-10,100.0,33787.0,33687.0,0.0
2026-02-01 00:00:00,59,2024-11,100.0,33936.3,33836.3,0.0
2026-02-01 00:00:00,69,2025-09,200.0,27218.35,27018.35,0.0
2026-02-01 00:00:00,70,2025-10,200.0,27019.3,26819.3,0.0
2026-03-01 00:00:00,19,2021-07,100.0,51814.3,51714.3,0.0
2026-03-01 00:00:00,20,2021-08,100.0,51847.6,51747.6,0.0
2026-03-01 00:00:00,21,2021-09,100.0,51977.6,51877.6,0.0
2026-03-01 00:00:00,22,2021-10,100.0,52654.4,52554.4,0.0
2026-03-01 00:00:00,25,2022-01,100.0,50833.7,50733.7,0.0
2026-03-01 00:00:00,31,2022-07,100.0,49535.15,49435.15,0.0
2026-03-01 00:00:00,32,2022-08,100.0,47078.45,46978.45,0.0
2026-03-01 00:00:00,37,2023-01,100.0,45773.35,45673.35,0.0
2026-03-01 00:00:00,38,2023-02,100.0,44845.65,44745.65,0.0
2026-03-01 00:00:00,39,2023-03,100.0,44867.45,44767.45,0.0
2026-03-01 00:00:00,47,2023-11,100.0,43714.25,43614.25,0.0
2026-03-01 00:00:00,48,2023-12,100.0,43591.95,43491.95,0.0
2026-03-01 00:00:00,49,2024-01,100.0,42398.2,42298.2,0.0
2026-03-01 00:00:00,50,2024-02,100.0,42259.25,42159.25,0.0
2026-03-01 00:00:00,53,2024-05,100.0,40223.35,40123.35,0.0
2026-03-01 00:00:00,57,2024-09,100.0,33896.2,33796.2,0.0
2026-03-01 00:00:00,58,2024-10,100.0,32889.75,32789.75,0.0
2026-03-01 00:00:00,59,2024-11,100.0,33039.05,32939.05,0.0
2026-04-01 00:00:00,19,2021-07,100.0,48688.35,48588.35,0.0
2026-04-01 00:00:00,20,2021-08,100.0,48721.65,48621.65,0.0
2026-04-01 00:00:00,21,2021-09,100.0,48851.65,48751.65,0.0
2026-04-01 00:00:00,22,2021-10,100.0,49528.45,49428.45,0.0
2026-04-01 00:00:00,25,2022-01,100.0,47707.75,47607.75,0.0
2026-04-01 00:00:00,31,2022-07,100.0,46409.2,46309.2,0.0
2026-04-01 00:00:00,32,2022-08,100.0,43952.5,43852.5,0.0
2026-04-01 00:00:00,37,2023-01,100.0,42647.4,42547.4,0.0
2026-04-01 00:00:00,38,2023-02,100.0,41719.7,41619.7,0.0
2026-04-01 00:00:00,39,2023-03,100.0,41741.5,41641.5,0.0
2026-04-01 00:00:00,47,2023-11,100.0,40588.3,40488.3,0.0
2026-04-01 00:00:00,48,2023-12,100.0,40466.0,40366.0,0.0
2026-04-01 00:00:00,49,2024-01,100.0,39272.25,39172.25,0.0
2026-04-01 00:00:00,50,2024-02,100.0,39133.3,39033.3,0.0
2026-04-01 00:00:00,53,2024-05,100.0,37097.4,36997.4,0.0
2026-04-01 00:00:00,57,2024-09,100.0,30770.25,30670.25,0.0
2026-04-01 00:00:00,58,2024-10,100.0,29763.8,29663.8,0.0
2026-04-01 00:00:00,59,2024-11,100.0,29913.1,29813.1,0.0
2026-05-01 00:00:00,19,2021-07,100.0,50179.8,50079.8,0.0
2026-05-01 00:00:00,20,2021-08,100.0,50213.1,50113.1,0.0
2026-05-01 00:00:00,21,2021-09,100.0,50343.1,50243.1,0.0
2026-05-01 00:00:00,22,2021-10,100.0,51019.9,50919.9,0.0
2026-05-01 00:00:00,25,2022-01,100.0,49199.2,49099.2,0.0
2026-05-01 00:00:00,31,2022-07,100.0,47900.65,47800.65,0.0
2026-05-01 00:00:00,32,2022-08,100.0,45443.95,45343.95,0.0
2026-05-01 00:00:00,37,2023-01,100.0,44138.85,44038.85,0.0
2026-05-01 00:00:00,38,2023-02,100.0,43211.15,43111.15,0.0
2026-05-01 00:00:00,39,2023-03,100.0,43232.95,43132.95,0.0
2026-05-01 00:00:00,47,2023-11,100.0,42079.75,41979.75,0.0
2026-05-01 00:00:00,48,2023-12,100.0,41957.45,41857.45,0.0
2026-05-01 00:00:00,49,2024-01,100.0,40763.7,40663.7,0.0
2026-05-01 00:00:00,50,2024-02,100.0,40624.75,40524.75,0.0
2026-05-01 00:00:00,53,2024-05,100.0,38588.85,38488.85,0.0
2026-05-01 00:00:00,57,2024-09,100.0,32261.7,32161.7,0.0
2026-05-01 00:00:00,58,2024-10,100.0,31255.25,31155.25,0.0
2026-05-01 00:00:00,59,2024-11,100.0,31404.55,31304.55,0.0
2026-06-01 00:00:00,19,2021-07,100.0,53819.6,53719.6,0.0
2026-06-01 00:00:00,20,2021-08,100.0,53852.9,53752.9,0.0
2026-06-01 00:00:00,21,2021-09,100.0,53982.9,53882.9,0.0
2026-06-01 00:00:00,22,2021-10,100.0,54659.7,54559.7,0.0
2026-06-01 00:00:00,25,2022-01,100.0,52839.0,52739.0,0.0
2026-06-01 00:00:00,31,2022-07,100.0,51540.45,51440.45,0.0
2026-06-01 00:00:00,32,2022-08,100.0,49083.75,48983.75,0.0
2026-06-01 00:00:00,37,2023-01,100.0,47778.65,47678.65,0.0
2026-06-01 00:00:00,38,2023-02,100.0,46850.95,46750.95,0.0
2026-06-01 00:00:00,39,2023-03,100.0,46872.75,46772.75,0.0
2026-06-01 00:00:00,47,2023-11,100.0,45719.55,45619.55,0.0
2026-06-01 00:00:00,48,2023-12,100.0,45597.25,45497.25,0.0
2026-06-01 00:00:00,49,2024-01,100.0,44403.5,44303.5,0.0
2026-06-01 00:00:00,50,2024-02,100.0,44264.55,44164.55,0.0
2026-06-01 00:00:00,53,2024-05,100.0,42228.65,42128.65,0.0
2026-06-01 00:00:00,57,2024-09,100.0,35901.5,35801.5,0.0
2026-06-01 00:00:00,58,2024-10,100.0,34895.05,34795.05,0.0
2026-06-01 00:00:00,59,2024-11,100.0,35044.35,34944.35,0.0
2026-06-01 00:00:00,77,2026-05,100.0,28739.8,28639.8,0.0
2026-07-01 00:00:00,19,2021-07,100.0,51728.55,51628.55,0.0
2026-07-01 00:00:00,20,2021-08,100.0,51761.85,51661.85,0.0
2026-07-01 00:00:00,21,2021-09,100.0,51891.85,51791.85,0.0
2026-07-01 00:00:00,22,2021-10,100.0,52568.65,52468.65,0.0
2026-07-01 00:00:00,25,2022-01,100.0,50747.95,50647.95,0.0
2026-07-01 00:00:00,31,2022-07,100.0,49449.4,49349.4,0.0
2026-07-01 00:00:00,32,2022-08,100.0,46992.7,46892.7,0.0
2026-07-01 00:00:00,37,2023-01,100.0,45687.6,45587.6,0.0
2026-07-01 00:00:00,38,2023-02,100.0,44759.9,44659.9,0.0
2026-07-01 00:00:00,39,2023-03,100.0,44781.7,44681.7,0.0
2026-07-01 00:00:00,47,2023-11,100.0,43628.5,43528.5,0.0
2026-07-01 00:00:00,48,2023-12,100.0,43506.2,43406.2,0.0
2026-07-01 00:00:00,49,2024-01,100.0,42312.45,42212.45,0.0
2026-07-01 00:00:00,50,2024-02,100.0,42173.5,42073.5,0.0
2026-07-01 00:00:00,53,2024-05,100.0,40137.6,40037.6,0.0
2026-07-01 00:00:00,57,2024-09,100.0,33810.45,33710.45,0.0
2026-07-01 00:00:00,58,2024-10,100.0,32804.0,32704.0,0.0
2026-07-01 00:00:00,59,2024-11,100.0,32953.3,32853.3,0.0
2026-07-01 00:00:00,77,2026-05,100.0,26648.75,26548.75,0.0
