product,window,minimum_reserve,maximum_reserve,per_pa_capital_gap_pct,book_capital_gap_pct,within_tolerance,minimum_ongoing,maximum_ongoing,minimum_total,maximum_total,minimum_alive,maximum_alive,minimum_deaths,maximum_deaths,minimum_frozen_std,maximum_frozen_std,minimum_per_pa_capital,maximum_per_pa_capital,minimum_book_capital,maximum_book_capital
legacy_25k,full,3700,5000,7.349,13.316,False,514530.0,450534.0,514530.0,450534.0,4,2,86,105,388.9388,496.574,3597.29,3332.92,52228.89,45273.97
legacy_25k,full,3800,5000,10.447,18.078,False,537224.0,450534.0,537224.0,450534.0,4,2,78,105,377.3267,496.574,3721.74,3332.92,55264.8,45273.97
legacy_25k,full,3900,5700,11.652,12.714,False,562968.0,538435.18,562968.0,538435.18,4,5,66,63,312.281,314.1702,3866.19,4316.66,58313.16,65726.83
legacy_25k,full,4000,5700,8.538,8.888,False,563891.0,538435.18,563891.0,538435.18,6,5,65,63,319.482,314.1702,3977.09,4316.66,60361.73,65726.83
legacy_25k,full,4100,5700,6.285,6.579,False,560790.0,538435.18,560790.0,538435.18,5,5,64,63,311.2258,314.1702,4061.4,4316.66,61669.86,65726.83
legacy_25k,full,4200,5700,4.466,4.744,True,560340.0,538435.18,560340.0,538435.18,5,5,64,63,315.6555,314.1702,4132.1,4316.66,62749.71,65726.83
legacy_25k,full,4300,5700,2.841,3.075,True,558540.0,538435.18,558540.0,538435.18,5,5,64,63,321.5044,314.1702,4197.42,4316.66,63765.98,65726.83
legacy_25k,full,4400,5700,1.183,1.505,True,557065.0,538435.18,557065.0,538435.18,3,5,63,63,343.4181,314.1702,4266.19,4316.66,64752.16,65726.83
legacy_25k,full,4500,5700,1.324,0.702,True,556258.0,538435.18,556258.0,538435.18,2,5,63,63,352.3978,314.1702,4374.59,4316.66,66191.49,65726.83
legacy_25k,full,5000,6200,0.339,0.148,True,547208.0,529710.08,547208.0,529710.08,2,3,63,62,379.7552,355.403,4740.04,4723.95,71790.32,71896.9
legacy_25k,full,5700,6800,1.815,3.199,True,532814.0,530656.82,532814.0,629920.44,5,20,63,36,412.0602,364.5726,5263.02,5167.52,80168.91,82733.41
legacy_25k,full,6000,6900,4.212,0.74,True,528239.0,528836.82,528239.0,629920.44,3,20,62,36,423.7395,376.6406,5496.79,5265.26,83679.25,84298.18
legacy_25k,full,6100,7000,4.245,0.655,True,524539.0,527016.78,524539.0,629920.4,3,20,62,36,426.6631,370.7005,5573.91,5337.3,84895.17,85451.53
legacy_25k,full,6200,7100,4.197,0.69,True,524089.0,525196.8,524089.0,629920.42,3,20,62,36,431.1582,372.0371,5638.44,5401.77,85891.27,86483.67
legacy_25k,full,6300,7200,3.71,0.267,True,524989.0,523376.79,538679.83,629920.41,6,20,59,36,457.5438,376.2683,5687.11,5476.13,87440.49,87674.23
legacy_25k,full,6400,7400,2.403,1.013,True,526365.0,519736.79,553993.47,629920.41,8,20,56,36,456.8024,376.8888,5748.62,5610.47,88923.92,89825.07
legacy_25k,full,6500,7500,2.516,0.284,True,528165.0,517916.79,574701.91,629920.41,12,20,52,36,452.2289,396.7339,5824.74,5678.19,91168.33,90909.24
legacy_25k,full,6600,8000,3.246,3.218,True,533150.0,507450.23,618571.11,628740.41,19,20,40,34,444.151,450.6621,5878.04,6068.83,93891.75,96913.01
legacy_25k,full,6700,8000,2.136,1.889,True,533857.0,507450.23,624208.89,628740.41,20,20,38,34,445.6769,450.6621,5941.9,6068.83,95115.93,96913.01
legacy_25k,full,6800,8000,0.917,0.657,True,533273.0,507450.23,629920.29,628740.41,20,20,36,34,443.4589,450.6621,6013.67,6068.83,96280.42,96913.01
legacy_25k,full,6900,8000,0.236,0.493,True,531923.0,507450.23,629920.29,628740.41,20,20,36,34,457.5673,450.6621,6083.2,6068.83,97393.56,96913.01
legacy_25k,full,7000,8000,1.81,2.063,True,530123.0,507450.23,629920.29,628740.41,20,20,36,34,459.7162,450.6621,6180.71,6068.83,98954.76,96913.01
legacy_25k,full,7100,8000,3.091,3.341,True,526423.0,507450.23,629920.29,628740.41,20,20,36,34,463.5122,450.6621,6262.41,6068.83,100262.79,96913.01
legacy_25k,full,7200,8000,4.02,4.268,True,525973.0,507450.23,629920.29,628740.41,20,20,36,34,471.9804,450.6621,6323.03,6068.83,101233.38,96913.01
legacy_25k,full,7300,8000,4.962,5.207,False,524173.0,507450.23,629920.29,628740.41,20,20,36,34,476.7243,450.6621,6385.67,6068.83,102236.2,96913.01
legacy_25k,full,7400,9000,4.956,4.685,True,522823.0,489050.13,629920.29,628740.31,20,20,36,34,488.1458,547.6057,6445.66,6765.08,103196.68,108031.36
legacy_25k,full,7500,9000,3.406,3.139,True,521023.0,489050.13,629920.29,628740.31,20,20,36,34,485.6941,547.6057,6542.26,6765.08,104743.21,108031.36
legacy_25k,full,8000,9000,1.979,1.979,True,510607.0,489050.13,628740.3,628740.31,20,20,34,34,554.6757,547.6057,6901.65,6765.08,110212.22,108031.36
legacy_25k,full,9000,10000,1.888,1.888,True,492207.0,470087.36,628740.3,628740.3,20,20,34,34,637.6811,639.3687,7581.78,7438.63,121073.27,118787.34
legacy_25k,full,10000,10000,9.381,9.381,False,473457.0,470087.36,628740.3,628740.3,20,20,34,34,709.2126,639.3687,8208.66,7438.63,131083.86,118787.34
legacy_25k,start_2021,0,2000,0.031,6.345,False,167864.0,209446.45,167864.0,209446.45,9,9,170,167,647.391,557.341,1533.0,1533.48,12723.13,13530.44
legacy_25k,start_2021,1000,2000,0.031,6.345,False,167864.0,209446.45,167864.0,209446.45,9,9,170,167,647.391,557.341,1533.0,1533.48,12723.13,13530.44
legacy_25k,start_2021,2000,3600,4.128,3.106,True,406573.0,386330.05,406573.0,386330.05,6,10,109,105,536.0902,499.1734,2605.88,2713.46,32792.71,31774.02
legacy_25k,start_2021,3000,4500,0.982,0.42,True,494610.0,463830.62,494610.0,463830.62,7,5,60,67,283.538,387.0211,3387.59,3420.85,48046.31,48248.15
legacy_25k,start_2021,3100,4500,1.846,2.42,True,488560.0,463830.62,488560.0,463830.62,7,5,60,67,300.9017,387.0211,3485.18,3420.85,49444.53,48248.15
legacy_25k,start_2021,3200,4500,3.593,3.77,True,485702.0,463830.62,485702.0,463830.62,3,5,63,67,326.3517,387.0211,3548.36,3420.85,50138.51,48248.15
legacy_25k,start_2021,3300,5000,3.396,3.03,True,484702.0,448922.68,484702.0,448922.68,3,2,63,68,328.9807,434.9969,3597.66,3719.83,50862.41,52403.45
legacy_25k,start_2021,3400,5000,2.459,2.084,True,483202.0,448922.68,483202.0,448922.68,3,2,63,68,342.4855,434.9969,3630.57,3719.83,51333.75,52403.45
legacy_25k,start_2021,3500,5000,1.392,4.128,True,496581.0,448922.68,496581.0,448922.68,3,2,63,68,335.6871,434.9969,3772.33,3719.83,54659.82,52403.45
legacy_25k,start_2021,3600,5000,4.072,7.378,False,495819.0,448922.68,495819.0,448922.68,4,2,59,68,341.9549,434.9969,3877.74,3719.83,56577.53,52403.45
legacy_25k,start_2021,3700,5000,6.837,11.142,False,504850.0,448922.68,504850.0,448922.68,4,2,57,68,327.349,434.9969,3992.82,3719.83,58974.46,52403.45
legacy_25k,start_2021,3800,5000,8.406,12.793,False,505608.0,448922.68,505608.0,448922.68,4,2,56,68,341.4421,434.9969,4061.21,3719.83,60091.05,52403.45
legacy_25k,start_2021,3900,5700,9.631,10.839,False,506416.0,481300.61,506416.0,481300.61,4,5,55,52,354.3255,484.1672,4109.53,4505.31,60919.96,67523.28
legacy_25k,start_2021,4000,5700,6.643,7.094,False,508689.0,481300.61,508689.0,481300.61,6,5,54,52,373.3586,484.1672,4224.68,4505.31,63050.52,67523.28
legacy_25k,start_2021,4100,5700,4.551,4.902,True,504938.0,481300.61,504938.0,481300.61,5,5,53,52,389.3411,484.1672,4309.2,4505.31,64368.09,67523.28
legacy_25k,start_2021,4200,5700,2.602,2.922,True,503988.0,481300.61,503988.0,481300.61,5,5,53,52,398.9195,484.1672,4391.05,4505.31,65606.26,67523.28
legacy_25k,start_2021,4300,5700,0.982,1.238,True,501688.0,481300.61,501688.0,481300.61,5,5,53,52,407.1431,484.1672,4461.5,4505.31,66697.77,67523.28
legacy_25k,start_2021,4400,5700,0.245,0.116,True,500213.0,481300.61,500213.0,481300.61,3,5,52,52,417.7696,484.1672,4516.37,4505.31,67444.84,67523.28
legacy_25k,start_2021,4500,5700,2.611,2.325,True,500164.0,481300.61,500164.0,481300.61,5,5,50,52,431.3788,484.1672,4626.1,4505.31,69130.64,67523.28
legacy_25k,start_2021,5000,6300,0.675,0.055,True,491406.0,470275.59,491406.0,470275.59,2,3,52,51,505.4511,570.0974,5003.74,4969.95,74496.44,74455.33
legacy_25k,start_2021,5700,6800,3.624,2.286,True,475862.0,473081.1,475862.0,575581.35,5,20,52,25,623.8528,629.117,5514.74,5314.86,82692.83,84583.12
legacy_25k,start_2021,6000,7000,4.966,0.956,True,471637.0,469281.09,471637.0,575581.34,3,20,51,25,668.0717,656.4462,5751.28,5465.7,86159.51,86983.61
legacy_25k,start_2021,6100,7100,4.61,1.266,True,467187.0,467381.09,467187.0,575581.34,3,20,51,25,688.5075,675.6184,5814.2,5546.16,87160.56,88264.15
legacy_25k,start_2021,6200,7100,5.685,0.106,False,466737.0,467381.09,466737.0,575581.34,3,20,51,25,699.7485,675.6184,5880.47,5546.16,88170.27,88264.15
legacy_25k,start_2021,6300,7300,4.281,0.783,True,465737.0,463581.07,474852.01,575581.32,5,20,49,25,730.2565,696.6258,5936.55,5682.43,89730.33,90432.77
legacy_25k,start_2021,6400,7400,3.822,0.53,True,467113.0,461681.07,490165.65,575581.32,7,20,46,25,741.4786,712.8439,5986.5,5757.71,91147.43,91630.89
legacy_25k,start_2021,6500,7500,3.938,0.053,True,467563.0,459781.07,495342.76,575581.32,8,20,45,25,764.5066,736.0876,6084.6,5844.97,92970.6,93019.63
legacy_25k,start_2021,6600,8000,2.005,2.84,True,472725.0,450246.06,546502.52,575581.31,18,20,33,25,788.2474,821.0347,6090.53,6212.66,96141.13,98871.21
legacy_25k,start_2021,6700,8000,0.921,1.629,True,473333.0,450246.06,552041.3,575581.31,18,20,32,25,796.4941,821.0347,6155.96,6212.66,97286.19,98871.21
legacy_25k,start_2021,6800,8000,0.333,0.332,True,475321.0,450246.06,575581.26,575581.31,20,20,25,25,777.925,821.0347,6233.39,6212.66,99201.03,98871.21
legacy_25k,start_2021,6900,8000,1.243,1.243,True,473971.0,450246.06,575581.26,575581.31,20,20,25,25,784.2334,821.0347,6290.85,6212.66,100115.58,98871.21
legacy_25k,start_2021,7000,8000,2.72,2.72,True,473521.0,450246.06,575581.26,575581.31,20,20,25,25,813.1214,821.0347,6386.35,6212.66,101635.38,98871.21
legacy_25k,start_2021,7100,8000,3.778,3.778,True,469571.0,450246.06,575581.26,575581.31,20,20,25,25,837.4113,821.0347,6456.59,6212.66,102753.1,98871.21
legacy_25k,start_2021,7200,8000,4.686,4.686,True,468621.0,450246.06,575581.26,575581.31,20,20,25,25,850.4024,821.0347,6518.1,6212.66,103732.14,98871.21
legacy_25k,start_2021,7300,9000,4.804,4.804,True,465821.0,431046.02,575581.26,575581.27,20,20,25,25,862.2332,975.6109,6595.66,6912.5,104966.44,110008.79
legacy_25k,start_2021,7400,9000,3.895,3.895,True,464471.0,431046.02,575581.26,575581.27,20,20,25,25,869.5567,975.6109,6653.36,6912.5,105884.71,110008.79
legacy_25k,start_2021,7500,9000,2.381,2.381,True,464021.0,431046.02,575581.26,575581.27,20,20,25,25,897.7061,975.6109,6751.73,6912.5,107450.13,110008.79
legacy_25k,start_2021,8000,9000,2.516,2.516,True,454521.0,431046.02,575581.26,575581.27,20,20,25,25,993.6451,975.6109,7090.88,6912.5,112847.61,110008.79
legacy_25k,start_2021,9000,10000,2.156,2.156,True,435321.0,411566.07,575581.26,575581.26,20,20,25,25,1174.8082,1108.7399,7731.28,7564.59,123039.11,120386.34
legacy_25k,start_2021,10000,10000,9.273,9.273,False,415921.0,411566.07,575581.26,575581.26,20,20,25,25,1300.3319,1108.7399,8337.72,7564.59,132690.36,120386.34
legacy_25k,start_2022,0,2000,1.804,2.559,True,151610.0,175168.95,151610.0,175168.95,9,9,135,133,668.5717,588.7666,1685.6,1655.19,13669.74,13319.92
legacy_25k,start_2022,1000,2000,1.804,2.559,True,151610.0,175168.95,151610.0,175168.95,9,9,135,133,668.5717,588.7666,1685.6,1655.19,13669.74,13319.92
legacy_25k,start_2022,2000,4100,5.014,11.093,False,405036.0,301167.45,405036.0,301167.45,6,10,68,94,512.5567,634.1374,2963.91,3112.52,38093.76,33867.87
legacy_25k,start_2022,3000,4500,2.045,1.455,True,429817.0,403712.32,429817.0,403712.32,7,5,48,52,295.6003,411.8649,3638.79,3564.37,49986.49,49259.38
legacy_25k,start_2022,3100,4500,4.134,3.585,True,424517.0,403712.32,424517.0,403712.32,7,5,48,52,307.4065,411.8649,3718.07,3564.37,51091.12,49259.38
legacy_25k,start_2022,3200,5000,3.303,4.211,True,423159.0,392765.83,423159.0,392765.83,3,2,51,51,345.1855,485.113,3789.45,3914.6,51716.19,53893.79
legacy_25k,start_2022,3300,5000,1.959,2.849,True,422659.0,392765.83,422659.0,392765.83,3,2,51,51,342.2604,485.113,3839.38,3914.6,52401.05,53893.79
legacy_25k,start_2022,3400,5000,0.054,0.927,True,422159.0,392765.83,422159.0,392765.83,3,2,51,51,384.3581,485.113,3912.48,3914.6,53398.78,53893.79
legacy_25k,start_2022,3500,5000,3.468,2.654,True,419659.0,392765.83,419659.0,392765.83,3,2,51,51,377.8615,485.113,4055.22,3914.6,55363.36,53893.79
legacy_25k,start_2022,3600,5000,4.862,4.241,True,412859.0,392765.83,412859.0,392765.83,3,2,51,51,401.6549,485.113,4114.66,3914.6,56280.9,53893.79
legacy_25k,start_2022,3700,5000,6.567,6.082,False,411608.0,392765.83,411608.0,392765.83,4,2,52,51,416.5421,485.113,4189.72,3914.6,57383.66,53893.79
legacy_25k,start_2022,3800,5700,4.486,6.109,False,411108.0,380322.33,411108.0,380322.33,4,5,52,50,415.3769,632.8444,4231.54,4421.35,57980.08,61522.19
legacy_25k,start_2022,3900,5700,3.289,4.894,True,411108.0,380322.33,411108.0,380322.33,4,5,52,50,431.3256,632.8444,4280.56,4421.35,58651.71,61522.19
legacy_25k,start_2022,4000,5700,0.312,0.929,True,409023.0,380322.33,409023.0,380322.33,6,5,52,50,437.9155,632.8444,4407.61,4421.35,60955.63,61522.19
legacy_25k,start_2022,4100,5700,1.365,0.64,True,404774.0,380322.33,404774.0,380322.33,4,5,50,50,489.4398,632.8444,4482.52,4421.35,61918.54,61522.19
legacy_25k,start_2022,4200,6000,2.094,2.514,True,403222.0,374352.33,403222.0,374352.33,5,5,51,50,514.9219,686.9774,4538.44,4633.47,62915.76,64497.29
legacy_25k,start_2022,4300,6000,1.017,1.401,True,402272.0,374352.33,402272.0,374352.33,5,5,51,50,518.601,686.9774,4586.83,4633.47,63606.0,64497.29
legacy_25k,start_2022,4400,6000,0.657,0.279,True,402272.0,374352.33,402272.0,374352.33,5,5,51,50,560.0042,686.9774,4664.13,4633.47,64677.88,64497.29
legacy_25k,start_2022,4500,6200,0.271,0.05,True,400048.0,370747.33,400048.0,370747.33,5,3,48,49,555.8845,739.0605,4805.36,4792.36,66605.13,66638.75
legacy_25k,start_2022,5000,6600,0.357,0.173,True,391340.0,362813.33,391340.0,362813.33,2,2,50,49,651.3164,815.2171,5081.65,5063.5,70082.5,70203.4
legacy_25k,start_2022,5700,6800,6.283,1.255,False,373746.0,371606.48,373746.0,479084.89,5,20,50,23,809.1131,780.1942,5488.15,5143.31,76426.69,77385.8
legacy_25k,start_2022,6000,7000,6.725,0.741,False,370296.0,367626.48,370296.0,479084.89,5,20,50,23,898.8352,791.5776,5658.49,5277.97,78827.64,79411.81
legacy_25k,start_2022,6100,7100,6.549,0.996,False,364671.0,365636.48,364671.0,479084.89,3,20,49,23,896.5615,810.2965,5726.56,5351.5,79724.28,80518.16
legacy_25k,start_2022,6200,7200,6.483,1.057,False,364171.0,363646.48,364171.0,479084.89,3,20,49,23,888.7172,822.7094,5796.57,5420.76,80706.9,81560.23
legacy_25k,start_2022,6300,7300,6.065,0.973,False,363621.0,361656.48,368159.11,479084.89,4,20,48,23,941.8839,834.2443,5841.99,5487.68,81771.16,82567.14
legacy_25k,start_2022,6400,7300,6.358,0.659,False,363621.0,361656.48,368159.11,479084.89,4,20,48,23,961.4379,834.2443,5860.26,5487.68,82026.8,82567.14
legacy_25k,start_2022,6500,7500,5.276,0.372,False,365647.0,357676.48,391014.47,479084.89,7,20,44,23,996.6551,898.7309,5961.08,5646.56,84643.05,84957.57
legacy_25k,start_2022,6600,8000,0.08,0.754,True,372800.0,347711.35,460728.62,479084.89,18,20,28,23,967.6714,933.3944,5971.6,5966.81,89104.22,89776.08
legacy_25k,start_2022,6700,8000,0.538,0.184,True,373432.0,347711.35,466763.11,479084.89,19,20,27,23,980.0437,933.3944,5999.1,5966.81,89942.0,89776.08
legacy_25k,start_2022,6800,8000,1.214,1.214,True,374555.0,347711.35,479084.89,479084.89,20,20,23,23,980.053,933.3944,6040.12,5966.81,90879.15,89776.08
legacy_25k,start_2022,6900,8000,1.532,1.532,True,374555.0,347711.35,479084.89,479084.89,20,20,23,23,984.0492,933.3944,6059.67,5966.81,91173.21,89776.08
legacy_25k,start_2022,7000,8000,3.044,3.044,True,372555.0,347711.35,479084.89,479084.89,20,20,23,23,1027.2222,933.3944,6154.15,5966.81,92594.69,89776.08
legacy_25k,start_2022,7100,8000,4.68,4.68,True,368055.0,347711.35,479084.89,479084.89,20,20,23,23,1027.345,933.3944,6259.75,5966.81,94183.62,89776.08
legacy_25k,start_2022,7200,9000,4.861,4.861,True,366055.0,327711.35,479084.89,479084.89,20,20,23,23,1019.6836,1048.495,6317.07,6624.14,95046.02,99666.25
legacy_25k,start_2022,7300,9000,4.248,4.248,True,364605.0,327711.35,479084.89,479084.89,20,20,23,23,1036.1046,1048.495,6354.22,6624.14,95605.01,99666.25
legacy_25k,start_2022,7400,9000,3.853,3.853,True,364605.0,327711.35,479084.89,479084.89,20,20,23,23,1054.7739,1048.495,6378.37,6624.14,95968.35,99666.25
legacy_25k,start_2022,7500,9000,2.222,2.222,True,362605.0,327711.35,479084.89,479084.89,20,20,23,23,1107.04,1048.495,6480.13,6624.14,97499.35,99666.25
legacy_25k,start_2022,8000,9000,2.275,2.275,True,352655.0,327711.35,479084.89,479084.89,20,20,23,23,1159.126,1048.495,6778.36,6624.14,101986.52,99666.25
legacy_25k,start_2022,9000,10000,0.681,0.682,True,334655.0,307711.35,479084.89,479084.89,20,20,23,23,1305.2371,1127.634,7287.12,7237.46,109641.32,108894.11
legacy_25k,start_2022,10000,10000,8.123,8.123,False,314655.0,307711.35,479084.89,479084.89,20,20,23,23,1378.7484,1127.634,7877.33,7237.46,118521.55,108894.11
legacy_25k,start_2023,0,2000,5.644,8.801,False,109314.0,137347.4,109314.0,137347.4,9,9,106,106,817.7311,754.3443,1832.66,1729.23,14032.3,12797.35
legacy_25k,start_2023,1000,2000,5.644,8.801,False,109314.0,137347.4,109314.0,137347.4,9,9,106,106,817.7311,754.3443,1832.66,1729.23,14032.3,12797.35
legacy_25k,start_2023,2000,3800,0.45,21.086,False,286746.0,218062.4,286746.0,218062.4,6,10,69,84,561.2305,733.5179,2886.52,2899.5,34886.98,27530.67
legacy_25k,start_2023,3000,5000,2.564,2.632,True,325410.0,303397.7,325410.0,303397.7,8,2,41,41,663.172,629.005,3882.84,3982.4,51334.17,52685.31
legacy_25k,start_2023,3100,5000,1.264,1.302,True,321910.0,303397.7,321910.0,303397.7,8,2,41,41,667.0104,629.005,3932.7,3982.4,52008.24,52685.31
legacy_25k,start_2023,3200,5000,0.015,0.033,True,320910.0,303397.7,320910.0,303397.7,8,2,41,41,672.0184,629.005,3981.82,3982.4,52668.18,52685.31
legacy_25k,start_2023,3300,5000,1.082,1.932,True,326358.0,303397.7,326358.0,303397.7,8,2,39,41,679.4272,629.005,4025.97,3982.4,53723.27,52685.31
legacy_25k,start_2023,3400,5000,3.348,3.295,True,324950.0,303397.7,324950.0,303397.7,4,2,42,41,700.1149,629.005,4120.36,3982.4,54480.38,52685.31
legacy_25k,start_2023,3500,5700,2.942,4.299,True,321950.0,287587.2,321950.0,287587.2,4,5,42,41,730.6439,561.6829,4247.72,4372.67,56190.91,58606.36
legacy_25k,start_2023,3600,5700,2.25,3.452,True,318450.0,287587.2,318450.0,287587.2,4,5,42,41,727.8946,561.6829,4276.45,4372.67,56650.62,58606.36
legacy_25k,start_2023,3700,5700,0.018,1.048,True,317450.0,287587.2,317450.0,287587.2,4,5,42,41,739.4427,561.6829,4373.46,4372.67,57998.35,58606.36
legacy_25k,start_2023,3800,5700,1.323,0.263,True,320108.0,287587.2,320108.0,287587.2,3,5,42,41,678.7937,561.6829,4431.28,4372.67,58452.34,58606.36
legacy_25k,start_2023,3900,6000,1.274,3.086,True,318049.0,281587.2,318049.0,281587.2,4,5,42,41,668.6435,565.8283,4522.2,4579.81,59574.09,61412.47
legacy_25k,start_2023,4000,6000,0.1,0.392,True,315464.0,281587.2,315464.0,281587.2,6,5,42,41,672.6133,565.8283,4584.41,4579.81,61172.85,61412.47
legacy_25k,start_2023,4100,6100,0.64,0.64,True,311964.0,279962.2,311964.0,279962.2,6,3,42,40,679.5321,563.5079,4614.93,4644.45,61796.12,62191.9
legacy_25k,start_2023,4200,6100,0.126,0.167,True,310964.0,279962.2,310964.0,279962.2,6,3,42,40,682.4957,563.5079,4650.32,4644.45,62295.85,62191.9
legacy_25k,start_2023,4300,6200,0.602,0.521,True,309964.0,277962.2,309964.0,277962.2,6,3,42,40,683.2538,572.437,4685.63,4713.83,62793.59,63120.96
legacy_25k,start_2023,4400,6300,0.636,0.268,True,307655.0,275962.2,307655.0,275962.2,5,3,42,40,735.5888,580.1344,4810.24,4779.63,64185.02,64012.97
legacy_25k,start_2023,4500,6500,0.713,0.72,True,306431.0,271988.2,306431.0,271988.2,5,2,39,40,698.1435,614.0112,4894.56,4929.45,65269.62,65739.75
legacy_25k,start_2023,5000,6700,1.216,0.227,True,297023.0,267778.2,297023.0,267778.2,2,4,41,41,703.3358,630.9811,5093.79,5031.83,67514.11,67667.67
legacy_25k,start_2023,5700,6800,5.213,4.989,False,282879.0,278816.2,282879.0,388689.0,5,20,41,14,785.0175,572.6452,5348.03,5069.24,71724.31,75302.29
legacy_25k,start_2023,6000,6800,7.573,2.293,False,277379.0,278816.2,277379.0,388689.0,5,20,41,14,812.745,572.6452,5484.61,5069.24,73614.1,75302.29
legacy_25k,start_2023,6100,6800,8.203,1.517,False,273879.0,278816.2,273879.0,388689.0,5,20,41,14,810.3161,572.6452,5522.22,5069.24,74177.36,75302.29
legacy_25k,start_2023,6200,6800,9.587,0.213,False,273254.0,278816.2,273254.0,388689.0,3,20,40,14,812.9548,572.6452,5606.77,5069.24,75142.29,75302.29
legacy_25k,start_2023,6300,6900,9.171,0.002,False,273254.0,276816.2,278289.39,388689.0,4,20,39,14,864.8211,581.763,5661.88,5142.62,76393.62,76392.26
legacy_25k,start_2023,6400,7000,8.34,0.9,False,272754.0,274816.2,277789.39,388689.0,4,20,39,14,866.429,576.264,5691.84,5217.14,76807.88,77499.25
legacy_25k,start_2023,6500,7300,5.224,0.416,False,274754.0,268816.2,310880.48,388689.0,10,20,33,14,884.57,593.9791,5726.62,5427.49,80290.18,80623.93
legacy_25k,start_2023,6600,7500,2.597,0.42,True,278077.0,264816.2,346063.47,388689.0,16,20,26,14,876.1614,612.8718,5718.38,5569.9,83088.54,82739.45
legacy_25k,start_2023,6700,7500,3.361,2.176,True,280275.0,264816.2,364029.29,388689.0,18,20,20,14,832.6816,612.8718,5763.6,5569.9,84579.91,82739.45
legacy_25k,start_2023,6800,8000,1.834,2.942,True,280433.0,254816.2,370177.53,388689.0,18,20,19,14,823.1432,651.8021,5807.66,5914.19,85342.63,87853.7
legacy_25k,start_2023,6900,8000,1.312,1.781,True,280565.0,254816.2,376173.22,388689.0,19,20,18,14,837.8335,651.8021,5837.62,5914.19,86316.78,87853.7
legacy_25k,start_2023,7000,8000,0.573,0.573,True,278638.0,254816.2,388689.0,388689.0,20,20,14,14,827.8866,651.8021,5948.25,5914.19,88359.74,87853.7
legacy_25k,start_2023,7100,8000,1.922,1.922,True,276638.0,254816.2,388689.0,388689.0,20,20,14,14,840.0687,651.8021,6030.09,5914.19,89575.42,87853.7
legacy_25k,start_2023,7200,8000,2.911,2.911,True,274638.0,254816.2,388689.0,388689.0,20,20,14,14,833.0839,651.8021,6091.51,5914.19,90487.81,87853.7
legacy_25k,start_2023,7300,8000,3.458,3.458,True,272638.0,254816.2,388689.0,388689.0,20,20,14,14,838.4721,651.8021,6126.03,5914.19,91000.62,87853.7
legacy_25k,start_2023,7400,8000,3.938,3.938,True,272138.0,254816.2,388689.0,388689.0,20,20,14,14,837.0237,651.8021,6156.64,5914.19,91455.3,87853.7
legacy_25k,start_2023,7500,9000,5.306,5.306,False,268638.0,234816.2,388689.0,382495.36,20,20,14,14,866.7902,739.3231,6258.16,6590.22,92963.26,97896.04
legacy_25k,start_2023,8000,9000,0.305,0.305,True,258638.0,234816.2,388689.0,382495.36,20,20,14,14,892.2176,739.3231,6570.17,6590.22,97598.23,97896.04
legacy_25k,start_2023,9000,10000,2.686,2.686,True,241138.0,214816.2,388689.0,374301.72,20,20,14,14,916.878,841.66,7053.09,7242.53,104771.82,107585.84
legacy_25k,start_2023,10000,10000,5.644,5.644,False,221138.0,214816.2,381711.81,374301.72,20,20,14,14,1004.408,841.66,7675.74,7242.53,114021.18,107585.84
