product,window,withdrawal,headroom,retained_balance_target,first_entry,last_exit,trades,ongoing,terminal,total,ongoing_received_after_split,terminal_profit_equity_before_withdrawal,accounts,alive,evaluations,evaluation_months,evaluation_resets,evaluation_fees,activation_fees,spend,contributions,ending_owner_cash,spares_at_end,passes_forfeited_cash,passes_forfeited_capacity,max_pass_to_activation_hours,passes_awaiting_first_check_at_horizon,deaths_after_startup_year,deaths_of_pas_at_least_one_year_old,mature_pa_days,deaths_after_two_years,deaths_2026_03_30,last_death,largest_simultaneous_deaths,deaths,replacements_filled,replacements_unfilled,next_check_service,replacement_wait_median_days,replacement_wait_p95_days,unfilled_account_days,oldest_unfilled_days,zero_live_days,average_live_accounts,peak_subscriptions,peak_in_flight,peak_passes_month,activation_blocked_account_checks,renewals_unaffordable,start_unaffordable_checks,cash_blocked_days,observed_days,live_pa_days,average_live_pas_event_weighted,vacant_capacity_days_including_startup,average_retained_profit_book,average_positive_retained_profit_book,average_retained_profit_per_live_pa,average_actual_cushion_book,average_actual_cushion_per_live_pa,live_multiple_account_days,live_mean_balance_std_usd,live_mean_balance_range_usd,live_mean_distinct_balances,live_identical_balance_fraction,frozen_multiple_account_days,frozen_mean_balance_std_usd,frozen_mean_balance_range_usd,frozen_mean_distinct_balances,frozen_identical_balance_fraction,book_empty_transitions,book_wipes_from_at_least_five_live,march30_pretrade_alive,march30_pretrade_distinct,march30_pretrade_profit_min,march30_pretrade_profit_max,job
legacy_25k,start_2022,minimum,6100,31200.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,364671.0,0,364671.0,374900.0,8675.45,52,3,59,113,54,3729.0,6500.0,10229.0,15800.0,380471.0,0,0,0,21.0,0,37,20,14099.36,26,0,2026-06-25T23:30:00,7,49,32,17,0.0816,26.93,74.34,2518.22,109.05,28.81,13.93,9,9,8,0,0,0,0,1652.7062,23008.7014,13.9218,10045.42,79724.28,79788.2,5726.56,79097.62,5681.55,1572.2618,1097.0638,3010.8833,9.2839,0.0,1518.9829,896.5615,2355.3972,8.7594,0.0,2,1,0,0,,,"[""legacy_25k"", ""start_2022"", ""minimum"", 6100]"
legacy_25k,start_2022,minimum,6200,31300.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,364171.0,0,364171.0,374400.0,8675.45,52,3,59,113,54,3729.0,6500.0,10229.0,15800.0,379971.0,0,0,0,21.0,0,37,20,14101.64,26,0,2026-06-25T23:30:00,8,49,32,17,0.0816,26.93,74.34,2515.94,109.05,28.81,13.93,9,9,8,0,0,0,0,1652.7062,23010.9863,13.9232,10043.14,80706.9,80770.83,5796.57,80080.11,5751.55,1572.2618,1089.1771,3059.0225,9.2853,0.0,1518.9829,888.7172,2405.2249,8.7609,0.0,2,1,0,0,,,"[""legacy_25k"", ""start_2022"", ""minimum"", 6200]"
legacy_25k,start_2022,minimum,6300,31400.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,363621.0,4538.11,368159.11,373850.0,13817.8,52,4,59,113,54,3729.0,6500.0,10229.0,15800.0,383959.11,0,0,0,21.0,0,36,19,14223.81,25,2,2026-06-25T23:30:00,8,48,32,16,0.0833,26.86,74.34,2393.77,108.92,8.81,14.01,9,9,8,0,0,0,0,1652.7062,23133.1535,13.9971,9920.97,81771.16,81835.08,5841.99,81136.97,5796.68,1590.2273,1143.3499,3242.8503,9.2558,0.0,1522.7954,941.8839,2580.5728,8.794,0.0,0,0,3,3,149.5,201.6,"[""legacy_25k"", ""start_2022"", ""minimum"", 6300]"
legacy_25k,start_2022,minimum,6400,31500.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,363621.0,4538.11,368159.11,373850.0,13817.8,52,4,59,113,54,3729.0,6500.0,10229.0,15800.0,383959.11,0,0,0,21.0,0,36,19,14223.81,25,2,2026-06-25T23:30:00,8,48,32,16,0.0833,26.86,74.34,2393.77,108.92,8.81,14.01,9,9,8,0,0,0,0,1652.7062,23133.1535,13.9971,9920.97,82026.8,82090.72,5860.26,81392.61,5814.95,1590.2273,1158.9018,3315.7678,9.2558,0.0,1522.7954,961.4379,2656.7192,8.794,0.0,0,0,3,3,149.5,201.6,"[""legacy_25k"", ""start_2022"", ""minimum"", 6400]"
legacy_25k,start_2022,minimum,6500,31600.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,365647.0,25367.47,391014.47,375850.0,34018.2,51,7,59,116,57,3828.0,6375.0,10203.0,15800.0,406814.47,0,0,0,21.0,0,32,15,14668.03,21,2,2026-06-24T21:49:40,8,44,31,13,0.0909,22.08,88.02,2059.67,108.92,8.81,14.21,9,9,8,0,0,0,0,1652.7062,23467.2567,14.1993,9586.87,84643.05,84700.01,5961.08,83976.27,5914.12,1607.2826,1208.6151,3390.1846,9.2135,0.0,1561.712,996.6551,2687.234,8.6468,0.0,0,0,7,4,149.5,366.6,"[""legacy_25k"", ""start_2022"", ""minimum"", 6500]"
legacy_25k,start_2022,minimum,6600,31700.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,372800.0,87928.62,460728.62,381850.0,96229.2,46,18,48,100,52,3300.0,5750.0,9050.0,15800.0,476528.62,0,0,0,21.0,0,16,3,15975.72,5,2,2026-06-01T21:00:00,3,28,26,2,0.1429,20.81,74.34,866.34,94.33,8.81,14.93,9,9,8,0,0,0,0,1652.7062,24660.5861,14.9213,8393.54,89104.22,89159.16,5971.6,88343.08,5920.59,1607.2826,1163.3118,3317.3178,9.6183,0.0,1561.712,967.6714,2626.4891,9.0836,0.0,0,0,19,11,149.5,536.1,"[""legacy_25k"", ""start_2022"", ""minimum"", 6600]"
legacy_25k,start_2022,minimum,6700,31800.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,373432.0,93331.11,466763.11,382350.0,101372.35,46,19,47,96,49,3168.0,5750.0,8918.0,15800.0,482563.11,0,0,0,21.0,0,15,2,16084.63,4,2,2026-06-03T16:47:40,3,27,26,1,0.1481,20.81,74.34,748.6,40.2,8.81,15.0,9,9,8,0,0,0,0,1652.7062,24778.328,14.9926,8275.8,89942.0,89995.12,5999.1,89171.09,5947.68,1607.2826,1171.6469,3364.3791,9.6915,0.0,1561.712,980.0437,2690.9753,9.1598,0.0,0,0,20,12,149.5,561.75,"[""legacy_25k"", ""start_2022"", ""minimum"", 6700]"
legacy_25k,start_2022,minimum,6800,31900.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,374555.0,104529.89,479084.89,382900.0,108929.35,43,20,43,90,47,2970.0,5375.0,8345.0,15800.0,494884.89,0,0,0,21.0,0,11,0,16295.93,0,0,2023-10-26T13:30:00,3,23,23,0,0.1739,21.12,74.34,660.46,0,8.81,15.05,9,9,8,0,0,0,0,1652.7062,24866.462,15.0459,8187.66,90879.15,90930.74,6040.12,90083.71,5987.26,1607.2826,1157.0921,3257.0483,9.7464,0.0,1561.712,980.053,2641.2096,9.2393,0.0,0,0,20,12,366.6,701.6,"[""legacy_25k"", ""start_2022"", ""minimum"", 6800]"
legacy_25k,start_2022,minimum,6900,32000.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,374555.0,104529.89,479084.89,382900.0,108929.35,43,20,43,90,47,2970.0,5375.0,8345.0,15800.0,494884.89,0,0,0,21.0,0,11,0,16295.93,0,0,2023-10-26T13:30:00,3,23,23,0,0.1739,21.12,74.34,660.46,0,8.81,15.05,9,9,8,0,0,0,0,1652.7062,24866.462,15.0459,8187.66,91173.21,91224.81,6059.67,90377.78,6006.8,1607.2826,1160.5483,3251.0211,9.7464,0.0,1561.712,984.0492,2635.0065,9.2393,0.0,0,0,20,12,366.6,701.6,"[""legacy_25k"", ""start_2022"", ""minimum"", 6900]"
legacy_25k,start_2022,minimum,7000,32100.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,372555.0,106529.89,479084.89,380900.0,110929.35,43,20,43,90,47,2970.0,5375.0,8345.0,15800.0,494884.89,0,0,0,21.0,0,11,0,16295.93,0,0,2023-10-26T13:30:00,3,23,23,0,0.1739,21.12,74.34,660.46,0,8.81,15.05,9,9,8,0,0,0,0,1652.7062,24866.462,15.0459,8187.66,92594.69,92646.29,6154.15,91799.26,6101.28,1607.2826,1202.0957,3351.4915,9.7464,0.0,1561.712,1027.2222,2738.4087,9.2393,0.0,0,0,20,12,426.15,866.6,"[""legacy_25k"", ""start_2022"", ""minimum"", 7000]"
legacy_25k,start_2022,minimum,7100,32200.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,368055.0,111029.89,479084.89,376400.0,115429.35,43,20,43,90,47,2970.0,5375.0,8345.0,15800.0,494884.89,0,0,0,21.0,0,11,0,16295.93,0,0,2023-10-26T13:30:00,3,23,23,0,0.1739,21.12,74.34,660.46,0,8.81,15.05,9,9,8,0,0,0,0,1652.7062,24866.462,15.0459,8187.66,94183.62,94235.22,6259.75,93388.19,6206.88,1607.2826,1201.2537,3376.5895,9.7464,0.0,1561.712,1027.345,2764.239,9.2393,0.0,0,0,20,12,536.1,1020.55,"[""legacy_25k"", ""start_2022"", ""minimum"", 7100]"
legacy_25k,start_2022,minimum,7200,32300.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,366055.0,113029.89,479084.89,374400.0,117429.35,43,20,43,90,47,2970.0,5375.0,8345.0,15800.0,494884.89,0,0,0,21.0,0,11,0,16295.93,0,0,2023-10-26T13:30:00,3,23,23,0,0.1739,21.12,74.34,660.46,0,8.81,15.05,9,9,8,0,0,0,0,1652.7062,24866.462,15.0459,8187.66,95046.02,95097.62,6317.07,94250.59,6264.2,1607.2826,1193.6972,3410.1489,9.7464,0.0,1561.712,1019.6836,2798.7776,9.2393,0.0,0,0,20,12,649.5,1061.75,"[""legacy_25k"", ""start_2022"", ""minimum"", 7200]"
legacy_25k,start_2022,minimum,7300,32400.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,364605.0,114479.89,479084.89,372950.0,118929.35,43,20,43,90,47,2970.0,5375.0,8345.0,15800.0,494884.89,0,0,0,21.0,0,11,0,16295.93,0,0,2023-10-26T13:30:00,3,23,23,0,0.1739,21.12,74.34,660.46,0,8.81,15.05,9,9,8,0,0,0,0,1652.7062,24866.462,15.0459,8187.66,95605.01,95656.61,6354.22,94809.58,6301.35,1607.2826,1209.0093,3436.9511,9.7464,0.0,1561.712,1036.1046,2826.362,9.2393,0.0,0,0,20,12,866.6,1201.6,"[""legacy_25k"", ""start_2022"", ""minimum"", 7300]"
legacy_25k,start_2022,minimum,7400,32500.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,364605.0,114479.89,479084.89,372950.0,118929.35,43,20,43,90,47,2970.0,5375.0,8345.0,15800.0,494884.89,0,0,0,21.0,0,11,0,16295.93,0,0,2023-10-26T13:30:00,3,23,23,0,0.1739,21.12,74.34,660.46,0,8.81,15.05,9,9,8,0,0,0,0,1652.7062,24866.462,15.0459,8187.66,95968.35,96019.95,6378.37,95172.92,6325.5,1607.2826,1222.7629,3520.7192,9.7464,0.0,1561.712,1054.7739,2912.5744,9.2393,0.0,0,0,20,12,866.6,1201.6,"[""legacy_25k"", ""start_2022"", ""minimum"", 7400]"
legacy_25k,start_2022,minimum,7500,32600.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,362605.0,116479.89,479084.89,370950.0,120929.35,43,20,43,90,47,2970.0,5375.0,8345.0,15800.0,494884.89,0,0,0,21.0,0,11,0,16295.93,0,0,2023-10-26T13:30:00,3,23,23,0,0.1739,21.12,74.34,660.46,0,8.81,15.05,9,9,8,0,0,0,0,1652.7062,24866.462,15.0459,8187.66,97499.35,97550.95,6480.13,96703.92,6427.26,1607.2826,1272.9687,3621.8031,9.7464,0.0,1561.712,1107.04,3016.6079,9.2393,0.0,0,0,20,12,926.15,1366.6,"[""legacy_25k"", ""start_2022"", ""minimum"", 7500]"
legacy_25k,start_2022,minimum,8000,33100.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,352655.0,126429.89,479084.89,361000.0,130929.35,43,20,43,90,47,2970.0,5375.0,8345.0,15800.0,494884.89,0,0,0,21.0,0,11,0,16295.93,0,0,2023-10-26T13:30:00,3,23,23,0,0.1739,21.12,74.34,660.46,0,8.81,15.05,9,9,8,0,0,0,0,1652.7062,24866.462,15.0459,8187.66,101986.52,102038.11,6778.36,101191.08,6725.49,1607.2826,1321.6036,3827.3706,9.7464,0.0,1561.712,1159.126,3228.1738,9.2393,0.0,0,0,20,12,1426.15,1866.6,"[""legacy_25k"", ""start_2022"", ""minimum"", 8000]"
legacy_25k,start_2022,minimum,9000,34100.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,334655.0,144429.89,479084.89,343000.0,148929.35,43,20,43,90,47,2970.0,5375.0,8345.0,15800.0,494884.89,0,0,0,21.0,0,11,0,16295.93,0,0,2023-10-26T13:30:00,3,23,23,0,0.1739,21.12,74.34,660.46,0,8.81,15.05,9,9,8,0,0,0,0,1652.7062,24866.462,15.0459,8187.66,109641.32,109692.91,7287.12,108845.88,7234.25,1607.2826,1459.7149,4161.8184,9.7464,0.0,1561.712,1305.2371,3572.3808,9.2393,0.0,0,0,20,12,2366.6,2701.6,"[""legacy_25k"", ""start_2022"", ""minimum"", 9000]"
legacy_25k,start_2022,minimum,10000,35100.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,314655.0,164429.89,479084.89,323000.0,168929.35,43,20,43,90,47,2970.0,5375.0,8345.0,15800.0,494884.89,0,0,0,21.0,0,11,0,16295.93,0,0,2023-10-26T13:30:00,3,23,23,0,0.1739,21.12,74.34,660.46,0,8.81,15.05,9,9,8,0,0,0,0,1652.7062,24866.462,15.0459,8187.66,118521.55,118573.15,7877.33,117726.12,7824.46,1607.2826,1528.3407,4486.7495,9.7464,0.0,1561.712,1378.7484,3906.7933,9.2393,0.0,0,0,20,12,3366.6,3701.6,"[""legacy_25k"", ""start_2022"", ""minimum"", 10000]"
legacy_25k,start_2022,maximum,0,25100.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,198036.57,0,198036.57,229890.57,29211.05,159,9,173,363,190,11979.0,19875.0,31854.0,15800.0,213836.57,0,0,0,22.5,0,134,0,96.9,108,0,2026-06-25T23:30:00,9,150,139,11,0.0333,84.26,154.51,13191.77,94.33,153.81,6.6,14,14,12,0,0,0,0,1652.7062,10867.1581,6.5754,22186.97,9051.11,9297.15,1376.52,10686.14,1625.18,1252.7808,948.5754,2713.9608,5.2628,0.0204,787.7801,646.3117,1844.7144,4.3048,0.0361,6,3,1,1,707.15,707.15,"[""legacy_25k"", ""start_2022"", ""maximum"", 0]"
legacy_25k,start_2022,maximum,1000,26100.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,185366.7,0,185366.7,217048.7,33489.5,160,11,172,354,182,11682.0,20000.0,31682.0,15800.0,201166.7,0,0,0,22.5,0,133,0,192.79,107,0,2026-06-24T21:49:40,12,149,140,9,0.0336,78.37,151.21,12689.01,94.33,161.81,6.9,14,14,12,0,0,0,0,1652.7062,11366.9192,6.8778,21687.21,10258.13,10496.3,1491.49,11852.72,1723.34,1393.0836,925.9533,2448.1731,4.9982,0.0285,1119.8414,604.512,1486.3221,3.6513,0.0437,8,2,2,2,707.15,1018.55,"[""legacy_25k"", ""start_2022"", ""maximum"", 1000]"
legacy_25k,start_2022,maximum,2000,27100.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,175168.95,0,175168.95,203841.95,29211.05,142,9,153,331,178,10923.0,17750.0,28673.0,15800.0,190968.95,0,0,0,22.5,0,122,2,285.18,96,0,2026-06-25T23:30:00,20,133,122,11,0.0301,87.8,160.37,11608.03,94.33,125.81,8.07,14,14,12,0,0,0,0,1652.7062,13299.8947,8.0473,19754.23,13319.92,13534.26,1655.19,14467.07,1797.74,1361.8146,944.8421,2664.5099,4.8641,0.0274,1098.2299,588.7666,1509.4759,3.7067,0.0797,7,3,1,1,707.15,707.15,"[""legacy_25k"", ""start_2022"", ""maximum"", 2000]"
legacy_25k,start_2022,maximum,3000,28100.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,315042.9,0,315042.9,337306.9,29530.2,110,10,117,258,141,8514.0,13750.0,22264.0,15800.0,330842.9,0,0,0,22.5,0,88,26,4025.48,70,0,2026-06-24T21:49:40,20,100,90,10,0.04,74.07,167.16,8024.28,94.33,24.81,10.57,14,14,12,0,0,0,0,1652.7062,17436.6417,10.5504,15617.48,25422.7,25547.27,2409.65,25676.89,2433.75,1472.4326,833.8713,2421.7496,4.3714,0.1907,1275.2986,468.349,1379.1374,3.5584,0.2297,3,1,1,1,707.15,707.15,"[""legacy_25k"", ""start_2022"", ""maximum"", 3000]"
legacy_25k,start_2022,maximum,3100,28200.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,314539.35,0,314539.35,336645.35,29530.2,109,10,116,257,141,8481.0,13625.0,22106.0,15800.0,330339.35,0,0,0,22.5,0,87,26,4393.48,70,0,2026-06-24T21:49:40,20,99,89,10,0.0404,74.34,167.16,7991.52,94.33,44.81,10.61,14,14,12,0,0,0,0,1652.7062,17496.4093,10.5865,15557.72,26247.85,26372.33,2479.37,26493.94,2502.61,1460.0574,848.2804,2450.6895,4.3676,0.2095,1275.4542,481.0628,1396.9514,3.5131,0.2493,4,1,1,1,707.15,707.15,"[""legacy_25k"", ""start_2022"", ""maximum"", 3100]"
legacy_25k,start_2022,maximum,3200,28300.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,311339.35,0,311339.35,333445.35,29530.2,109,10,116,257,141,8481.0,13625.0,22106.0,15800.0,327139.35,0,0,0,22.5,0,87,26,4399.79,70,0,2026-06-24T21:49:40,20,99,89,10,0.0404,74.34,167.16,7984.79,94.33,44.81,10.61,14,14,12,0,0,0,0,1652.7062,17503.1338,10.5906,15550.99,26787.86,26912.34,2529.4,27033.54,2552.6,1460.0574,856.0043,2484.6584,4.5088,0.2095,1275.5,488.5376,1421.9822,3.6746,0.2492,4,1,1,1,707.15,707.15,"[""legacy_25k"", ""start_2022"", ""maximum"", 3200]"
legacy_25k,start_2022,maximum,3300,28400.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,319540.55,0,319540.55,340665.55,29530.2,103,10,110,250,140,8250.0,12875.0,21125.0,15800.0,335340.55,0,0,0,22.5,0,81,20,6901.79,70,0,2026-06-24T21:49:40,20,93,83,10,0.043,74.42,167.16,7675.48,94.33,24.81,10.82,14,14,9,0,0,0,0,1652.7062,17851.4447,10.8013,15202.68,27999.55,28123.2,2592.23,28093.64,2600.94,1472.8269,858.7199,2478.754,4.0345,0.2077,1276.5326,486.126,1415.9069,3.2063,0.249,3,1,1,1,707.15,707.15,"[""legacy_25k"", ""start_2022"", ""maximum"", 3300]"
legacy_25k,start_2022,maximum,3400,28500.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,317668.45,0,317668.45,338793.45,29530.2,103,10,110,250,140,8250.0,12875.0,21125.0,15800.0,333468.45,0,0,0,22.5,0,81,20,6901.79,70,0,2026-06-24T21:49:40,20,93,83,10,0.043,74.42,167.16,7676.03,94.33,25.81,10.82,14,14,9,0,0,0,0,1652.7062,17850.8928,10.801,15203.23,28726.12,28849.77,2659.58,28820.24,2668.29,1472.9088,890.7183,2582.2528,4.2841,0.0333,1276.6146,515.0455,1522.683,3.4943,0.0478,3,1,1,1,707.15,707.15,"[""legacy_25k"", ""start_2022"", ""maximum"", 3400]"
legacy_25k,start_2022,maximum,3500,28600.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,315562.15,0,315562.15,336687.15,29530.2,103,10,110,250,140,8250.0,12875.0,21125.0,15800.0,331362.15,0,0,0,22.5,0,81,20,6902.85,70,0,2026-06-24T21:49:40,19,93,83,10,0.043,74.42,167.1,7706.74,94.33,44.81,10.8,14,14,9,0,0,0,0,1652.7062,17820.1817,10.7824,15233.94,29663.24,29786.89,2751.07,29759.22,2759.97,1460.7162,918.6588,2665.6796,4.5934,0.0336,1276.7972,547.5892,1601.8107,3.8262,0.0479,4,1,1,1,707.15,707.15,"[""legacy_25k"", ""start_2022"", ""maximum"", 3500]"
legacy_25k,start_2022,maximum,3600,28700.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,313262.15,0,313262.15,334387.15,29530.2,103,10,110,250,140,8250.0,12875.0,21125.0,15800.0,329062.15,0,0,0,22.5,0,81,20,6902.85,70,0,2026-06-24T21:49:40,19,93,83,10,0.043,74.42,167.1,7674.01,94.33,24.81,10.82,14,14,9,0,0,0,0,1652.7062,17852.9183,10.8022,15201.21,30396.13,30519.77,2813.87,30490.12,2822.58,1473.0914,940.717,2739.1964,4.7875,0.0333,1276.7972,571.6756,1677.8065,4.0752,0.0479,3,1,1,1,707.15,707.15,"[""legacy_25k"", ""start_2022"", ""maximum"", 3600]"
legacy_25k,start_2022,maximum,3700,28800.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,310626.3,0,310626.3,331751.3,29530.2,103,10,110,250,140,8250.0,12875.0,21125.0,15800.0,326426.3,0,0,0,22.5,0,81,20,6902.91,70,0,2026-06-24T21:49:40,20,93,83,10,0.043,74.42,167.1,7673.58,94.33,24.81,10.82,14,14,9,0,0,0,0,1652.7062,17853.3461,10.8025,15200.78,31224.15,31347.79,2890.46,31318.12,2899.16,1473.1637,950.784,2728.3359,4.5852,0.1513,1276.8694,568.1924,1644.1288,3.8418,0.184,3,1,1,1,707.15,707.15,"[""legacy_25k"", ""start_2022"", ""maximum"", 3700]"
legacy_25k,start_2022,maximum,3800,28900.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,308426.3,0,308426.3,329551.3,29530.2,103,10,110,250,140,8250.0,12875.0,21125.0,15800.0,324226.3,0,0,0,22.5,0,81,20,6902.91,70,0,2026-06-24T21:49:40,20,93,83,10,0.043,74.42,167.1,7673.58,94.33,24.81,10.82,14,14,9,0,0,0,0,1652.7062,17853.3461,10.8025,15200.78,31819.7,31943.34,2945.59,31913.67,2954.29,1473.1637,961.5104,2773.0564,4.6089,0.1343,1276.8694,578.1083,1690.819,3.8693,0.1644,3,1,1,1,707.15,707.15,"[""legacy_25k"", ""start_2022"", ""maximum"", 3800]"
legacy_25k,start_2022,maximum,3900,29000.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,306226.3,0,306226.3,327351.3,29530.2,103,10,110,250,140,8250.0,12875.0,21125.0,15800.0,322026.3,0,0,0,22.5,0,81,20,6904.0,70,0,2026-06-24T21:49:40,20,93,83,10,0.043,74.42,167.04,7671.94,94.33,24.81,10.82,14,14,9,0,0,0,0,1652.7062,17854.9813,10.8035,15199.14,32358.3,32481.94,2995.17,32452.17,3003.86,1473.4875,962.0138,2749.0145,4.4896,0.1791,1277.1933,574.7068,1659.0084,3.7317,0.2161,3,1,1,1,707.15,707.15,"[""legacy_25k"", ""start_2022"", ""maximum"", 3900]"
legacy_25k,start_2022,maximum,4000,29100.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,304908.0,0,304908.0,326158.0,29530.2,104,10,111,250,139,8250.0,13000.0,21250.0,15800.0,320708.0,0,0,0,22.5,0,81,20,6895.89,70,0,2026-06-24T21:49:40,18,94,84,10,0.0426,74.42,167.04,7606.07,94.33,24.81,10.86,14,14,9,0,0,0,0,1652.7062,17920.8528,10.8433,15133.27,33128.91,33252.45,3055.23,33213.28,3063.01,1502.3569,976.4871,2793.0637,4.6699,0.015,1309.9299,604.5974,1732.8954,3.9737,0.0122,3,1,1,1,707.15,707.15,"[""legacy_25k"", ""start_2022"", ""maximum"", 4000]"
legacy_25k,start_2022,maximum,4100,29200.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,301167.45,0,301167.45,322384.45,29530.2,104,10,111,249,138,8217.0,13000.0,21217.0,15800.0,316967.45,0,0,0,22.5,0,81,20,6942.14,70,0,2026-06-24T21:49:40,17,94,84,10,0.0426,74.42,164.79,7543.54,94.33,14.81,10.91,14,14,9,0,0,0,0,1652.7062,17983.3887,10.8812,15070.74,33867.87,33992.43,3112.52,33960.64,3121.04,1505.7933,1005.2075,2860.965,4.8859,0.0027,1313.3662,634.1374,1801.5504,4.1908,0.0117,2,1,1,1,707.15,707.15,"[""legacy_25k"", ""start_2022"", ""maximum"", 4100]"
legacy_25k,start_2022,maximum,4200,29300.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,298772.2,0,298772.2,319989.2,29530.2,104,10,111,249,138,8217.0,13000.0,21217.0,15800.0,314572.2,0,0,0,22.5,0,81,20,6944.56,70,0,2026-06-24T21:49:40,18,94,84,10,0.0426,74.42,164.79,7540.94,94.33,14.81,10.91,14,14,9,0,0,0,0,1652.7062,17985.9843,10.8827,15068.14,34437.32,34561.89,3164.4,34529.94,3172.91,1505.7933,1018.3899,2917.3165,4.7625,0.0025,1313.3662,654.0459,1865.4164,4.0492,0.0117,2,1,1,1,707.15,707.15,"[""legacy_25k"", ""start_2022"", ""maximum"", 4200]"
legacy_25k,start_2022,maximum,4300,29400.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,298748.05,0,298748.05,320170.05,33968.4,103,12,109,259,150,8547.0,12875.0,21422.0,15800.0,314548.05,0,0,0,21.0,0,78,20,6948.06,67,0,2026-06-24T21:49:40,20,91,83,8,0.044,81.44,189.79,7585.66,42.02,15.81,10.88,17,17,11,0,0,0,0,1652.7062,17941.2648,10.8557,15112.86,35279.96,35405.19,3249.9,35361.61,3257.43,1517.4572,1079.5781,3033.4311,5.0822,0.1008,1335.0046,729.2361,2002.211,4.3685,0.123,2,1,1,1,1018.55,1018.55,"[""legacy_25k"", ""start_2022"", ""maximum"", 4300]"
legacy_25k,start_2022,maximum,4400,29500.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,296149.7,0,296149.7,317571.7,34466.75,103,12,109,259,150,8547.0,12875.0,21422.0,15800.0,311949.7,0,0,0,21.0,0,78,20,6948.06,67,0,2026-06-24T21:49:40,20,91,83,8,0.044,81.44,189.79,7585.48,42.02,15.81,10.88,17,17,11,0,0,0,0,1652.7062,17941.4428,10.8558,15112.68,35949.09,36074.33,3311.51,36030.74,3319.03,1517.4572,1096.8269,3069.9272,5.12,0.1007,1335.0046,749.5996,2041.4957,4.4113,0.123,2,1,1,1,1018.55,1018.55,"[""legacy_25k"", ""start_2022"", ""maximum"", 4400]"
legacy_25k,start_2022,maximum,4500,29600.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,403712.32,0,403712.32,414731.32,12556.5,57,5,61,118,57,3894.0,7125.0,11019.0,15800.0,419512.32,0,0,0,21.0,0,39,20,13719.58,28,0,2026-06-24T21:49:40,20,52,37,15,0.0769,39.02,98.02,2686.65,118.92,41.81,13.83,9,9,8,0,0,0,0,1652.7062,22840.2743,13.8199,10213.85,49259.38,49322.6,3564.37,48660.56,3521.04,1568.2618,653.1528,1828.5093,4.2185,0.3867,1509.5245,411.8649,1112.8994,3.51,0.3974,4,1,0,0,,,"[""legacy_25k"", ""start_2022"", ""maximum"", 4500]"
legacy_25k,start_2022,maximum,5000,30100.0,2022-01-03T04:33:40,2026-07-13T21:30:40,8845,392765.83,0,392765.83,403383.83,6938.0,53,2,61,121,60,3993.0,6625.0,10618.0,15800.0,408565.83,0,0,0,21.0,0,38,20,13783.52,27,0,2026-06-24T21:49:40,20,51,33,18,0.0784,22.56,95.22,2773.47,116.12,29.81,13.78,9,9,8,0,0,0,0,1652.7062,22753.4535,13.7674,10300.67,53893.79,53952.33,3914.6,53288.58,3870.64,1571.0586,720.7727,2008.8123,4.4669,0.3179,1512.3213,485.113,1311.2583,3.7658,0.3378,3,1,0,0,,,"[""legacy_25k"", ""start_2022"", ""maximum"", 5000]"
