eval_id,started_at,state,months_paid,resets,trades_taken,passed_at,ended_at
38,2021-06-02 00:00:00,cancelled,1,0,34,,2021-07-02 00:00:00
39,2021-06-03 00:00:00,cancelled,1,0,31,,2021-07-03 00:00:00
40,2021-07-01 00:00:00,funded,1,0,34,2021-07-09 18:00:00,2021-09-01 00:00:00
41,2021-08-01 00:00:00,funded,2,0,149,2021-09-09 17:00:00,2021-10-01 00:00:00
42,2021-08-02 00:00:00,cancelled,1,0,123,,2021-09-02 00:00:00
43,2021-09-01 00:00:00,funded,1,0,39,2021-09-13 11:30:00,2021-11-01 00:00:00
44,2021-10-01 00:00:00,funded,1,0,18,2021-10-07 09:30:00,2021-11-01 00:00:00
45,2021-10-02 00:00:00,funded,1,0,16,2021-10-07 17:30:00,2021-11-01 00:00:00
46,2021-10-03 00:00:00,funded,1,0,16,2021-10-07 17:30:00,2021-11-01 00:00:00
47,2021-11-01 00:00:00,funded,1,0,12,2021-11-04 00:30:00,2021-11-05 00:00:00
48,2021-11-02 00:00:00,funded,1,0,6,2021-11-04 10:30:00,2021-11-05 00:00:00
49,2021-12-01 00:00:00,funded,3,2,42,2022-02-04 21:00:00,2022-02-05 00:00:00
50,2021-12-04 00:00:00,funded,1,0,26,2021-12-10 16:00:00,2021-12-11 00:00:00
51,2021-12-05 00:00:00,funded,1,0,26,2021-12-10 16:00:00,2021-12-11 00:00:00
52,2021-12-06 00:00:00,funded,1,0,26,2021-12-10 16:00:00,2021-12-11 00:00:00
53,2021-12-07 00:00:00,funded,1,0,21,2021-12-10 16:00:00,2021-12-11 00:00:00
54,2021-12-08 00:00:00,funded,2,1,47,2022-01-11 18:30:00,2022-01-12 00:00:00
55,2021-12-09 00:00:00,funded,2,1,42,2022-01-11 18:30:00,2022-01-12 00:00:00
56,2021-12-21 00:00:00,funded,1,0,13,2021-12-23 17:30:00,2021-12-24 00:00:00
57,2021-12-22 00:00:00,funded,1,0,16,2021-12-27 23:30:00,2021-12-28 00:00:00
58,2021-12-23 00:00:00,cancelled,6,5,92,,2022-06-23 00:00:00
59,2022-01-01 00:00:00,funded,2,1,34,2022-02-04 21:00:00,2022-03-01 00:00:00
60,2022-01-08 00:00:00,funded,1,0,11,2022-01-11 18:30:00,2022-01-12 00:00:00
61,2022-01-09 00:00:00,funded,1,0,11,2022-01-11 18:30:00,2022-01-12 00:00:00
62,2022-01-10 00:00:00,funded,1,0,11,2022-01-11 18:30:00,2022-01-12 00:00:00
63,2022-01-11 00:00:00,funded,1,0,18,2022-01-14 09:00:00,2022-01-15 00:00:00
64,2022-01-12 00:00:00,cancelled,1,0,24,,2022-02-12 00:00:00
65,2022-01-13 00:00:00,funded,2,1,34,2022-02-16 21:30:00,2022-03-01 00:00:00
66,2022-02-01 00:00:00,funded,1,0,15,2022-02-04 21:00:00,2022-03-01 00:00:00
67,2022-03-15 00:00:00,cancelled,1,0,11,,2022-04-15 00:00:00
68,2022-03-16 00:00:00,funded,2,1,14,2022-04-19 03:00:00,2022-04-20 00:00:00
69,2022-03-17 00:00:00,funded,1,0,16,2022-03-22 16:00:00,2022-03-23 00:00:00
70,2022-04-01 00:00:00,funded,1,0,29,2022-04-08 09:00:00,2022-04-09 00:00:00
71,2022-05-01 00:00:00,funded,3,2,40,2022-07-06 10:30:00,2022-07-07 00:00:00
72,2022-05-03 00:00:00,funded,1,0,12,2022-05-04 22:30:00,2022-05-05 00:00:00
73,2022-05-04 00:00:00,funded,1,0,6,2022-05-04 22:30:00,2022-05-05 00:00:00
74,2022-05-11 00:00:00,cancelled,2,1,12,,2022-07-11 00:00:00
75,2022-05-12 00:00:00,funded,3,2,52,2022-07-20 18:00:00,2022-07-21 00:00:00
76,2022-05-13 00:00:00,funded,1,0,7,2022-05-13 22:30:00,2022-05-14 00:00:00
77,2022-05-14 00:00:00,funded,3,2,39,2022-07-20 18:00:00,2022-07-21 00:00:00
78,2022-05-15 00:00:00,funded,3,2,39,2022-07-20 18:00:00,2022-07-21 00:00:00
79,2022-05-16 00:00:00,funded,3,2,62,2022-07-28 21:00:00,2022-07-29 00:00:00
80,2022-05-17 00:00:00,funded,2,1,34,2022-06-21 17:00:00,2022-06-22 00:00:00
81,2022-05-18 00:00:00,funded,2,1,18,2022-06-21 17:00:00,2022-06-22 00:00:00
82,2022-05-19 00:00:00,funded,2,1,15,2022-06-21 17:00:00,2022-06-22 00:00:00
83,2022-06-01 00:00:00,funded,2,1,37,2022-07-06 10:30:00,2022-07-07 00:00:00
84,2022-06-14 00:00:00,funded,2,1,35,2022-07-20 18:00:00,2022-07-21 00:00:00
85,2022-07-01 00:00:00,funded,1,0,18,2022-07-06 10:30:00,2022-07-07 00:00:00
86,2022-08-01 00:00:00,funded,1,0,15,2022-08-03 20:30:00,2022-08-04 00:00:00
87,2022-09-01 00:00:00,funded,2,1,29,2022-10-06 03:00:00,2022-10-07 00:00:00
88,2022-10-01 00:00:00,funded,1,0,17,2022-10-06 03:00:00,2022-10-07 00:00:00
89,2022-11-01 00:00:00,funded,5,4,105,2023-03-09 17:00:00,2023-03-10 00:00:00
90,2022-11-04 00:00:00,funded,4,3,67,2023-02-13 19:30:00,2023-02-14 00:00:00
91,2022-11-05 00:00:00,funded,1,0,11,2022-11-09 04:30:00,2022-11-10 00:00:00
92,2022-11-06 00:00:00,funded,1,0,11,2022-11-09 04:30:00,2022-11-10 00:00:00
93,2022-11-07 00:00:00,funded,1,0,11,2022-11-09 04:30:00,2022-11-10 00:00:00
94,2022-11-08 00:00:00,cancelled,3,2,63,,2023-02-08 00:00:00
95,2022-11-09 00:00:00,funded,4,3,71,2023-02-13 19:30:00,2023-02-14 00:00:00
96,2022-11-10 00:00:00,funded,1,0,32,2022-11-18 03:30:00,2022-11-19 00:00:00
97,2022-12-01 00:00:00,funded,4,3,88,2023-03-09 17:00:00,2023-03-10 00:00:00
98,2022-12-24 00:00:00,funded,2,1,50,2023-01-27 22:00:00,2023-01-28 00:00:00
99,2022-12-25 00:00:00,funded,2,1,45,2023-01-27 22:00:00,2023-01-28 00:00:00
100,2022-12-26 00:00:00,cancelled,3,2,134,,2023-03-26 00:00:00
101,2022-12-27 00:00:00,funded,4,3,202,2023-04-12 16:00:00,2023-04-13 00:00:00
102,2022-12-28 00:00:00,funded,4,3,183,2023-04-13 06:30:00,2023-04-14 00:00:00
103,2022-12-29 00:00:00,funded,4,3,166,2023-04-12 16:00:00,2023-04-13 00:00:00
104,2023-01-01 00:00:00,funded,3,2,68,2023-03-09 17:00:00,2023-03-10 00:00:00
105,2023-01-05 00:00:00,funded,1,0,7,2023-01-06 22:00:00,2023-01-07 00:00:00
106,2023-01-06 00:00:00,funded,1,0,4,2023-01-06 22:00:00,2023-01-07 00:00:00
107,2023-01-07 00:00:00,funded,2,1,24,2023-02-07 22:00:00,2023-02-08 00:00:00
108,2023-02-01 00:00:00,funded,2,1,56,2023-03-09 17:00:00,2023-03-10 00:00:00
109,2023-03-01 00:00:00,funded,1,0,41,2023-03-09 17:00:00,2023-03-10 00:00:00
110,2023-04-01 00:00:00,funded,1,0,52,2023-04-13 21:00:00,2023-04-14 00:00:00
111,2023-06-01 00:00:00,funded,1,0,69,2023-06-16 11:30:00,2023-06-17 00:00:00
112,2023-07-01 00:00:00,funded,1,0,75,2023-07-19 09:30:00,2023-07-20 00:00:00
113,2023-08-01 00:00:00,funded,5,4,259,2023-12-12 21:00:00,2023-12-13 00:00:00
114,2023-09-01 00:00:00,funded,4,3,197,2023-12-12 21:00:00,2023-12-13 00:00:00
115,2023-10-26 00:00:00,funded,2,1,84,2023-12-12 21:00:00,2023-12-13 00:00:00
116,2023-10-27 00:00:00,funded,2,1,79,2023-12-12 21:00:00,2023-12-13 00:00:00
117,2023-10-28 00:00:00,funded,2,1,110,2023-12-11 17:00:00,2023-12-12 00:00:00
118,2023-10-29 00:00:00,funded,2,1,103,2023-12-11 17:00:00,2023-12-12 00:00:00
119,2023-10-30 00:00:00,funded,2,1,105,2023-12-12 21:00:00,2023-12-13 00:00:00
120,2023-10-31 00:00:00,funded,1,0,11,2023-11-03 18:30:00,2023-11-04 00:00:00
121,2023-11-01 00:00:00,funded,2,1,94,2023-12-12 21:00:00,2023-12-13 00:00:00
122,2023-11-02 00:00:00,funded,2,1,73,2023-12-11 17:00:00,2023-12-12 00:00:00
123,2023-11-03 00:00:00,funded,2,1,74,2023-12-11 17:00:00,2023-12-12 00:00:00
124,2023-11-04 00:00:00,funded,2,1,71,2023-12-11 17:00:00,2023-12-12 00:00:00
125,2023-11-05 00:00:00,funded,2,1,64,2023-12-11 17:00:00,2023-12-12 00:00:00
126,2023-11-06 00:00:00,funded,2,1,66,2023-12-12 21:00:00,2023-12-13 00:00:00
127,2023-11-07 00:00:00,funded,2,1,101,2023-12-12 21:00:00,2023-12-13 00:00:00
128,2023-11-08 00:00:00,funded,2,1,89,2023-12-12 21:00:00,2023-12-13 00:00:00
129,2023-11-09 00:00:00,funded,2,1,79,2023-12-13 21:30:00,2023-12-14 00:00:00
130,2023-11-10 00:00:00,funded,2,1,76,2023-12-13 21:30:00,2023-12-14 00:00:00
131,2023-11-11 00:00:00,funded,2,1,74,2023-12-13 21:30:00,2023-12-14 00:00:00
132,2023-11-12 00:00:00,funded,2,1,91,2023-12-19 17:30:00,2023-12-20 00:00:00
