date,0.50,0.75,1.00,1.25,1.50,1.75,2.00,2.25,2.50,2.75,3.00,3.25,3.50
2022-07-01,-85.8,-40.8,24.2,-150.8,-110.25,-110.25,-117.75,-117.75,-117.75,-117.75,-117.75,-117.75,-117.75
2022-07-04,-106.5,-61.5,-32.0,-207.0,-166.45,-110.25,-117.75,-117.75,-117.75,-117.75,-117.75,-117.75,-117.75
2022-07-05,130.75,175.75,333.25,241.75,371.3,248.05,336.55,336.55,420.05,420.05,490.05,532.05,518.55
2022-07-06,325.0,296.0,564.5,526.5,656.05,532.8,675.3,675.3,704.85,622.4,692.4,734.4,720.9
2022-07-07,590.0,536.6,805.1,771.65,942.2,823.0,1025.55,997.1,1026.65,944.2,1014.2,1056.2,1042.7
2022-07-08,819.2,847.8,904.35,870.9,1041.45,842.8,1045.35,1016.9,1046.45,964.0,1034.0,1076.0,1062.5
2022-07-11,603.85,663.95,720.5,687.05,910.65,815.6,910.15,881.7,911.25,828.8,898.8,940.8,927.3
2022-07-12,560.0,620.1,597.75,564.3,787.9,692.85,787.4,758.95,788.5,720.55,790.55,848.05,873.05
2022-07-13,748.15,685.8,723.95,711.5,1042.7,947.65,1042.2,1013.75,1014.85,946.9,1016.9,1074.4,1099.4
2022-07-14,801.85,795.0,843.15,1003.2,1370.4,1375.85,1470.4,1257.45,1045.6,977.65,1200.65,1258.15,1283.15
2022-07-15,911.6,904.75,965.9,1032.45,1399.65,1405.1,1561.65,1348.7,1136.85,1179.9,1402.9,1460.4,1485.4
2022-07-18,917.25,902.45,963.6,1030.15,1427.85,1446.8,1608.85,1346.5,1134.65,1201.65,1455.15,1512.65,1537.65
2022-07-19,1109.8,1177.5,1159.7,1192.45,1666.65,1685.6,1871.65,1663.3,1567.45,1743.45,1996.95,2054.45,2131.95
2022-07-20,1360.9,1432.6,1248.85,1281.6,1874.85,1781.35,1967.4,1759.05,1663.2,1839.2,2115.2,2172.7,2254.2
2022-07-21,1410.65,1471.9,1356.15,1190.9,1784.15,1690.65,1876.7,1668.35,1572.5,1665.55,1941.55,1999.05,2080.55
2022-07-22,1337.35,1406.1,1310.35,1145.1,1681.4,1601.9,1841.0,1632.65,1536.8,1697.35,1973.35,2030.85,2112.35
2022-07-25,1218.05,1330.35,1173.6,1008.35,1475.65,1396.15,1635.25,1426.9,1331.05,1491.6,1767.6,1825.1,1906.6
2022-07-26,1064.3,1091.05,1012.4,865.15,1234.45,1154.95,1394.05,1185.7,1089.85,1250.4,1526.4,1583.9,1665.4
2022-07-27,1017.05,1061.9,1170.3,1023.05,1392.35,1312.85,1551.95,1343.6,1247.75,1456.8,1732.8,1790.3,1901.3
2022-07-28,1398.65,1586.55,1695.45,1664.25,2014.55,1956.05,2136.7,2067.85,1972.0,2183.05,2462.1,2267.1,2378.1
2022-07-29,1553.9,1825.35,1952.75,1975.55,2325.85,2267.35,2213.0,2207.15,2128.3,2339.35,2580.9,2385.9,2432.4
2022-08-01,1447.6,1717.05,1810.45,1722.75,2140.1,2091.6,1911.25,1905.4,1826.55,2037.6,2279.15,2084.15,2130.65
2022-08-02,1684.3,1979.3,2066.25,1978.55,2395.9,2183.95,2003.6,1997.75,1759.35,1970.4,2211.95,2016.95,2063.45
2022-08-03,1980.45,2296.95,2460.95,2356.3,2775.2,2563.25,2382.9,2396.05,2169.2,2380.25,2621.8,2426.8,2473.3
2022-08-04,1931.5,2246.5,2415.05,2310.4,2729.3,2516.4,2336.05,2369.7,2142.85,2353.9,2595.45,2417.95,2464.45
2022-08-05,2193.2,2508.2,2712.75,2608.1,3027.0,2718.1,2522.8,2556.45,1994.1,2205.15,2446.7,2269.2,2315.7
2022-08-08,2080.4,2419.9,2516.45,2463.3,2882.2,2573.3,2378.0,2433.65,1881.8,2092.85,2348.4,2092.95,2159.95
2022-08-09,2159.2,2498.7,2595.25,2560.1,2897.05,2588.15,2392.85,2448.5,1896.65,2107.7,2363.25,2107.8,2174.8
2022-08-10,2225.85,2508.35,2604.9,2578.25,3387.2,3078.3,2883.0,2938.65,2386.8,2597.85,2853.4,2597.95,2664.95
2022-08-11,2158.55,2496.55,2593.1,2566.45,3426.9,3053.5,2858.2,3008.9,2457.05,2394.6,2650.15,2394.7,2461.7
2022-08-12,2335.3,2684.3,2822.9,2888.75,3782.2,3448.3,3287.0,3475.2,2918.85,2851.4,3037.55,2825.6,2892.6
2022-08-15,2487.4,2836.4,3019.0,3096.35,3911.9,3578.0,3359.2,3558.9,3012.1,2988.65,3174.8,2905.35,2972.35
2022-08-16,2565.45,3021.95,3170.1,3249.05,4017.65,3683.75,3490.45,3552.15,3005.35,2981.9,3168.05,2898.6,2965.6
2022-08-17,2681.7,3108.7,3256.85,3343.8,3967.9,3654.0,3460.7,3522.4,2975.6,2952.15,3081.3,2811.85,2878.85
2022-08-18,2913.9,3298.9,3343.1,3465.55,4085.2,3771.3,3578.0,3721.25,3174.45,3155.0,3284.15,3014.7,3077.25
2022-08-19,2889.8,3274.8,3290.5,3412.95,4032.6,3718.7,3525.4,3668.65,3121.85,3102.4,3231.55,2962.1,3024.65
2022-08-22,2725.55,3110.55,3126.25,3166.2,3785.85,3471.95,3278.65,3421.9,2875.1,2855.65,2984.8,2715.35,2777.9
2022-08-23,2582.2,2856.2,2887.5,2927.45,3547.1,3233.2,3039.9,3183.15,2636.35,2616.9,2746.05,2476.6,2539.15
2022-08-24,2594.35,2782.9,2808.75,2744.7,3364.35,3050.45,2857.15,3000.4,2453.6,2434.15,2563.3,2293.85,2356.4
2022-08-25,3162.95,3351.5,3283.9,3227.4,3864.55,3446.2,3257.9,3397.65,2848.9,2829.45,2958.6,2668.65,2731.2
2022-08-26,3006.15,3194.7,3127.1,3070.6,3646.25,3227.9,3039.6,3179.35,2513.1,2493.65,2622.8,2332.85,2395.4
2022-08-29,2940.85,3258.05,3226.45,3169.95,3717.05,3313.2,3126.5,3266.25,2600.0,2580.55,2770.7,2480.75,2543.3
2022-08-30,2772.1,3117.3,3085.7,3078.7,3665.8,3261.95,3193.25,3170.55,2504.3,2484.85,2675.0,2385.05,2497.1
2022-08-31,2566.25,2911.45,2946.35,2807.85,3394.95,2940.1,2871.4,2848.7,2182.45,2163.0,2393.2,2103.25,2215.3
2022-09-01,2520.95,2866.15,2939.6,2683.65,3270.75,2815.9,2747.2,2758.5,2281.75,2262.3,2492.5,2202.55,2314.6
2022-09-02,2242.5,2509.25,2490.7,2234.75,2767.9,2313.05,2244.35,2255.65,1778.9,1759.45,1989.65,1699.7,1811.75
2022-09-05,2249.85,2535.6,2554.55,2207.1,2740.25,2308.4,2246.7,2289.5,1812.75,1649.85,1880.05,1590.1,1702.15
2022-09-06,2062.05,2413.4,2432.35,2084.9,2719.6,2287.75,2089.6,2132.4,1655.65,1792.65,1845.85,1555.9,1667.95
2022-09-07,2401.25,2874.1,2784.65,2513.7,3148.4,2818.1,2707.45,2812.75,2336.0,2400.0,2488.7,2239.25,2278.3
2022-09-08,2467.85,2992.2,2902.75,2631.8,3449.55,3119.25,2898.6,3003.9,2527.15,2591.15,2679.85,2430.4,2469.45
2022-09-09,2510.95,3037.85,2967.4,2742.95,3560.7,3347.4,3126.75,3288.1,2717.85,2804.85,2961.1,2714.2,2753.25
