case,experiment,phase,start_year,path_order,portfolio,nominal_sleeves,rr_count,rr_width,mean_target,net_operating_cash,receipts,total_costs,copies,prior_control_reproduced,max_same_signal_deaths,same_signal_multi_death_events,worst_1d_cohort_deaths,worst_1d_fraction,worst_1d_at,half_loss_1d_episodes_min5,peak_1d_replacement_demand,possible_1d_death_cluster,worst_5d_cohort_deaths,worst_5d_fraction,worst_5d_at,half_loss_5d_episodes_min5,peak_5d_replacement_demand,possible_5d_death_cluster,worst_20d_cohort_deaths,worst_20d_fraction,worst_20d_at,half_loss_20d_episodes_min5,peak_20d_replacement_demand,possible_20d_death_cluster,book_wipeouts,days_empty_after_first_activation,deaths,accounts,alive,largest_within_sleeve_signal_loss,max_sleeves_lost_same_signal,multi_sleeve_signal_events,max_sleeves_lost_same_day,multi_sleeve_day_events,sleeve_loss_events,full_copier_sleeve_loss_events,observed_live_days,mean_live_accounts,mean_occupied_sleeves,mean_equal_headroom_fraction,mean_effective_headroom_groups,mean_total_headroom,mean_total_positive_equity,march1_alive,march_cohort_deaths,march_total_deaths,march31_alive
primary__isolation__2020__mae_first__rr_0.50,primary,isolation,2020,mae_first,rr_0.50,1,1,0.0,6800.0,-4000.0,0.0,4000.0,44860,True,20,1,20,1.0,2021-06-04T00:00:00,1,20,20,20,1.0,2021-05-31T00:00:00,1,20,20,20,1.0,2021-05-10T00:00:00,1,20,20,1,1865.2451,20,20,0,20,1,0,1,0,1,1,521,20.0,1.0,1.0,1.0,39473.19769673704,38249.09404990403,0,0,0,0
primary__isolation__2020__mae_first__rr_0.66,primary,isolation,2020,mae_first,rr_0.66,1,1,0.0,6800.0,336000.0,340000.0,4000.0,201700,False,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20,0,0,0,0,0,0,0,2386,20.0,1.0,1.0,1.0,95054.40863369657,96356.5515507125,20,0,0,20
primary__isolation__2020__mae_first__rr_0.75,primary,isolation,2020,mae_first,rr_0.75,1,1,0.0,6800.0,-4000.0,0.0,4000.0,6020,True,20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.0167,20,20,0,20,1,0,1,0,1,1,72,20.0,1.0,1.0,1.0,26032.01388888889,5338.444444444444,0,0,0,0
primary__isolation__2020__mae_first__rr_0.82,primary,isolation,2020,mae_first,rr_0.82,1,1,0.0,6800.0,-4000.0,0.0,4000.0,5980,False,20,1,20,1.0,2020-03-18T00:00:00,1,20,20,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-02-20T00:00:00,1,20,20,1,2308.0847,20,20,0,20,1,0,1,0,1,1,78,20.0,1.0,1.0,1.0,25080.44871794872,4706.807692307692,0,0,0,0
primary__isolation__2020__mae_first__rr_0.83,primary,isolation,2020,mae_first,rr_0.83,1,1,0.0,6800.0,-4000.0,0.0,4000.0,5980,False,20,1,20,1.0,2020-03-18T00:00:00,1,20,20,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-02-20T00:00:00,1,20,20,1,2308.0847,20,20,0,20,1,0,1,0,1,1,78,20.0,1.0,1.0,1.0,25047.75641025641,4454.910256410257,0,0,0,0
primary__isolation__2020__mae_first__rr_0.97,primary,isolation,2020,mae_first,rr_0.97,1,1,0.0,6800.0,-4000.0,0.0,4000.0,5660,False,20,1,20,1.0,2020-03-13T00:00:00,1,20,20,20,1.0,2020-03-09T00:00:00,1,20,20,20,1.0,2020-02-17T00:00:00,1,20,20,1,2313.7639,20,20,0,20,1,0,1,0,1,1,73,20.0,1.0,1.0,1.0,25478.15068493151,5181.767123287671,0,0,0,0
primary__isolation__2020__mae_first__rr_1.00,primary,isolation,2020,mae_first,rr_1.00,1,1,0.0,6800.0,-4000.0,0.0,4000.0,5640,True,20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.0167,20,20,0,20,1,0,1,0,1,1,72,20.0,1.0,1.0,1.0,25935.75,5454.430555555556,0,0,0,0
primary__isolation__2020__mae_first__rr_1.13,primary,isolation,2020,mae_first,rr_1.13,1,1,0.0,6800.0,-4000.0,0.0,4000.0,4440,False,20,1,20,1.0,2020-03-02T00:00:00,1,20,20,20,1.0,2020-02-25T00:00:00,1,20,20,20,1.0,2020-02-04T00:00:00,1,20,20,1,2324.7505,20,20,0,20,1,0,1,0,1,1,62,20.0,1.0,1.0,1.0,25921.41935483871,7411.193548387097,0,0,0,0
primary__isolation__2020__mae_first__rr_1.17,primary,isolation,2020,mae_first,rr_1.17,1,1,0.0,6800.0,-4000.0,0.0,4000.0,4360,False,20,1,20,1.0,2020-03-02T00:00:00,1,20,20,20,1.0,2020-02-25T00:00:00,1,20,20,20,1.0,2020-02-04T00:00:00,1,20,20,1,2324.7505,20,20,0,20,1,0,1,0,1,1,62,20.0,1.0,1.0,1.0,25761.887096774193,6662.241935483871,0,0,0,0
primary__isolation__2020__mae_first__rr_1.25,primary,isolation,2020,mae_first,rr_1.25,1,1,0.0,6800.0,-4000.0,0.0,4000.0,4340,True,20,1,20,1.0,2020-03-02T00:00:00,1,20,20,20,1.0,2020-02-25T00:00:00,1,20,20,20,1.0,2020-02-04T00:00:00,1,20,20,1,2324.7505,20,20,0,20,1,0,1,0,1,1,62,20.0,1.0,1.0,1.0,25255.548387096773,7013.258064516129,0,0,0,0
primary__isolation__2020__mae_first__rr_1.29,primary,isolation,2020,mae_first,rr_1.29,1,1,0.0,6800.0,-4000.0,0.0,4000.0,4320,False,20,1,20,1.0,2020-03-02T00:00:00,1,20,20,20,1.0,2020-02-25T00:00:00,1,20,20,20,1.0,2020-02-04T00:00:00,1,20,20,1,2324.7296,20,20,0,20,1,0,1,0,1,1,62,20.0,1.0,1.0,1.0,25182.09677419355,6547.177419354839,0,0,0,0
primary__isolation__2020__mae_first__rr_1.45,primary,isolation,2020,mae_first,rr_1.45,1,1,0.0,6800.0,-4000.0,0.0,4000.0,4200,False,20,1,20,1.0,2020-03-02T00:00:00,1,20,20,20,1.0,2020-02-25T00:00:00,1,20,20,20,1.0,2020-02-04T00:00:00,1,20,20,1,2324.7088,20,20,0,20,1,0,1,0,1,1,62,20.0,1.0,1.0,1.0,25747.983870967742,6193.096774193548,0,0,0,0
primary__isolation__2020__mae_first__rr_1.50,primary,isolation,2020,mae_first,rr_1.50,1,1,0.0,6800.0,-4000.0,0.0,4000.0,4200,True,20,1,20,1.0,2020-03-02T00:00:00,1,20,20,20,1.0,2020-02-25T00:00:00,1,20,20,20,1.0,2020-02-04T00:00:00,1,20,20,1,2324.7088,20,20,0,20,1,0,1,0,1,1,62,20.0,1.0,1.0,1.0,25740.887096774193,7184.870967741936,0,0,0,0
primary__isolation__2020__mae_first__rr_1.61,primary,isolation,2020,mae_first,rr_1.61,1,1,0.0,6800.0,-4000.0,0.0,4000.0,4120,False,20,1,20,1.0,2020-03-02T00:00:00,1,20,20,20,1.0,2020-02-25T00:00:00,1,20,20,20,1.0,2020-02-04T00:00:00,1,20,20,1,2324.7088,20,20,0,20,1,0,1,0,1,1,62,20.0,1.0,1.0,1.0,25603.354838709678,6970.032258064516,0,0,0,0
primary__isolation__2020__mae_first__rr_1.75,primary,isolation,2020,mae_first,rr_1.75,1,1,0.0,6800.0,-4000.0,0.0,4000.0,4940,False,20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.0167,20,20,0,20,1,0,1,0,1,1,72,20.0,1.0,1.0,1.0,25301.13888888889,7713.305555555556,0,0,0,0
primary__isolation__2020__mae_first__rr_1.76,primary,isolation,2020,mae_first,rr_1.76,1,1,0.0,6800.0,-4000.0,0.0,4000.0,4940,False,20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.0167,20,20,0,20,1,0,1,0,1,1,72,20.0,1.0,1.0,1.0,25304.333333333332,7879.416666666667,0,0,0,0
primary__isolation__2020__mae_first__rr_1.83,primary,isolation,2020,mae_first,rr_1.83,1,1,0.0,6800.0,-4000.0,0.0,4000.0,4880,False,20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.0167,20,20,0,20,1,0,1,0,1,1,72,20.0,1.0,1.0,1.0,25238.0,7923.583333333333,0,0,0,0
primary__isolation__2020__mae_first__rr_1.92,primary,isolation,2020,mae_first,rr_1.92,1,1,0.0,6800.0,-4000.0,0.0,4000.0,4840,False,20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.0167,20,20,0,20,1,0,1,0,1,1,72,20.0,1.0,1.0,1.0,25431.125,9085.194444444445,0,0,0,0
primary__isolation__2020__mae_first__rr_2.00,primary,isolation,2020,mae_first,rr_2.00,1,1,0.0,6800.0,-4000.0,0.0,4000.0,4700,True,20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.0167,20,20,0,20,1,0,1,0,1,1,72,20.0,1.0,1.0,1.0,25307.625,9404.611111111111,0,0,0,0
primary__isolation__2020__mae_first__rr_2.08,primary,isolation,2020,mae_first,rr_2.08,1,1,0.0,6800.0,-4000.0,0.0,4000.0,4640,False,20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.0167,20,20,0,20,1,0,1,0,1,1,72,20.0,1.0,1.0,1.0,25541.166666666668,10719.041666666666,0,0,0,0
primary__isolation__2020__mae_first__rr_2.17,primary,isolation,2020,mae_first,rr_2.17,1,1,0.0,6800.0,-4000.0,0.0,4000.0,4560,False,20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.1743,20,20,0,20,1,0,1,0,1,1,72,20.0,1.0,1.0,1.0,25492.944444444445,10976.402777777777,0,0,0,0
primary__isolation__2020__mae_first__rr_2.24,primary,isolation,2020,mae_first,rr_2.24,1,1,0.0,6800.0,-4000.0,0.0,4000.0,4540,False,20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.1743,20,20,0,20,1,0,1,0,1,1,72,20.0,1.0,1.0,1.0,25477.569444444445,9890.430555555555,0,0,0,0
primary__isolation__2020__mae_first__rr_2.25,primary,isolation,2020,mae_first,rr_2.25,1,1,0.0,6800.0,-4000.0,0.0,4000.0,4540,False,20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.1743,20,20,0,20,1,0,1,0,1,1,72,20.0,1.0,1.0,1.0,25479.652777777777,9915.847222222223,0,0,0,0
primary__isolation__2020__mae_first__rr_2.39,primary,isolation,2020,mae_first,rr_2.39,1,1,0.0,6800.0,-4000.0,0.0,4000.0,3720,False,20,1,20,1.0,2020-02-28T00:00:00,1,20,20,20,1.0,2020-02-24T00:00:00,1,20,20,20,1.0,2020-02-03T00:00:00,1,20,20,1,2327.2405,20,20,0,20,1,0,1,0,1,1,59,20.0,1.0,1.0,1.0,26700.627118644068,6649.762711864407,0,0,0,0
primary__isolation__2020__mae_first__rr_2.50,primary,isolation,2020,mae_first,rr_2.50,1,1,0.0,6800.0,-4000.0,0.0,4000.0,3700,True,20,1,20,1.0,2020-02-28T00:00:00,1,20,20,20,1.0,2020-02-24T00:00:00,1,20,20,20,1.0,2020-02-03T00:00:00,1,20,20,1,2327.2405,20,20,0,20,1,0,1,0,1,1,59,20.0,1.0,1.0,1.0,26440.5593220339,6295.64406779661,0,0,0,0
primary__isolation__2020__mae_first__rr_2.55,primary,isolation,2020,mae_first,rr_2.55,1,1,0.0,6800.0,-4000.0,0.0,4000.0,3680,False,20,1,20,1.0,2020-02-28T00:00:00,1,20,20,20,1.0,2020-02-24T00:00:00,1,20,20,20,1.0,2020-02-03T00:00:00,1,20,20,1,2327.2405,20,20,0,20,1,0,1,0,1,1,59,20.0,1.0,1.0,1.0,26693.949152542373,7116.847457627118,0,0,0,0
primary__isolation__2020__mae_first__rr_2.71,primary,isolation,2020,mae_first,rr_2.71,1,1,0.0,6800.0,-4000.0,0.0,4000.0,3620,False,20,1,20,1.0,2020-02-28T00:00:00,1,20,20,20,1.0,2020-02-24T00:00:00,1,20,20,20,1.0,2020-02-03T00:00:00,1,20,20,1,2327.4201,20,20,0,20,1,0,1,0,1,1,59,20.0,1.0,1.0,1.0,26477.610169491527,5403.728813559322,0,0,0,0
primary__isolation__2020__mae_first__rr_2.75,primary,isolation,2020,mae_first,rr_2.75,1,1,0.0,6800.0,-4000.0,0.0,4000.0,3620,False,20,1,20,1.0,2020-02-28T00:00:00,1,20,20,20,1.0,2020-02-24T00:00:00,1,20,20,20,1.0,2020-02-03T00:00:00,1,20,20,1,2327.4201,20,20,0,20,1,0,1,0,1,1,59,20.0,1.0,1.0,1.0,26477.610169491527,5467.593220338983,0,0,0,0
primary__isolation__2020__mae_first__rr_2.83,primary,isolation,2020,mae_first,rr_2.83,1,1,0.0,6800.0,-4000.0,0.0,4000.0,3600,False,20,1,20,1.0,2020-02-28T00:00:00,1,20,20,20,1.0,2020-02-24T00:00:00,1,20,20,20,1.0,2020-02-03T00:00:00,1,20,20,1,2327.4201,20,20,0,20,1,0,1,0,1,1,59,20.0,1.0,1.0,1.0,26312.64406779661,5674.135593220339,0,0,0,0
primary__isolation__2020__mae_first__rr_2.87,primary,isolation,2020,mae_first,rr_2.87,1,1,0.0,6800.0,-4000.0,0.0,4000.0,3520,False,20,1,20,1.0,2020-02-28T00:00:00,1,20,20,20,1.0,2020-02-24T00:00:00,1,20,20,20,1.0,2020-02-03T00:00:00,1,20,20,1,2327.4201,20,20,0,20,1,0,1,0,1,1,59,20.0,1.0,1.0,1.0,26414.677966101695,6395.169491525424,0,0,0,0
primary__isolation__2020__mae_first__rr_3.03,primary,isolation,2020,mae_first,rr_3.03,1,1,0.0,6800.0,-4000.0,0.0,4000.0,3420,False,20,1,20,1.0,2020-02-28T00:00:00,1,20,20,20,1.0,2020-02-24T00:00:00,1,20,20,20,1.0,2020-02-03T00:00:00,1,20,20,1,2327.4201,20,20,0,20,1,0,1,0,1,1,59,20.0,1.0,1.0,1.0,26269.71186440678,7233.169491525424,0,0,0,0
primary__isolation__2020__mae_first__rr_3.17,primary,isolation,2020,mae_first,rr_3.17,1,1,0.0,6800.0,-4000.0,0.0,4000.0,3340,False,20,1,20,1.0,2020-02-28T00:00:00,1,20,20,20,1.0,2020-02-24T00:00:00,1,20,20,20,1.0,2020-02-03T00:00:00,1,20,20,1,2327.4201,20,20,0,20,1,0,1,0,1,1,59,20.0,1.0,1.0,1.0,26297.050847457627,8419.06779661017,0,0,0,0
primary__isolation__2020__mae_first__rr_3.18,primary,isolation,2020,mae_first,rr_3.18,1,1,0.0,6800.0,-4000.0,0.0,4000.0,3340,False,20,1,20,1.0,2020-02-28T00:00:00,1,20,20,20,1.0,2020-02-24T00:00:00,1,20,20,20,1.0,2020-02-03T00:00:00,1,20,20,1,2327.4201,20,20,0,20,1,0,1,0,1,1,59,20.0,1.0,1.0,1.0,26315.694915254237,8866.525423728814,0,0,0,0
primary__isolation__2020__mae_first__rr_3.25,primary,isolation,2020,mae_first,rr_3.25,1,1,0.0,6800.0,-4000.0,0.0,4000.0,3340,False,20,1,20,1.0,2020-02-28T00:00:00,1,20,20,20,1.0,2020-02-24T00:00:00,1,20,20,20,1.0,2020-02-03T00:00:00,1,20,20,1,2327.4201,20,20,0,20,1,0,1,0,1,1,59,20.0,1.0,1.0,1.0,26298.762711864405,9039.254237288136,0,0,0,0
primary__isolation__2020__mae_first__rr_3.34,primary,isolation,2020,mae_first,rr_3.34,1,1,0.0,6800.0,-4000.0,0.0,4000.0,3320,False,20,1,20,1.0,2020-02-28T00:00:00,1,20,20,20,1.0,2020-02-24T00:00:00,1,20,20,20,1.0,2020-02-03T00:00:00,1,20,20,1,2327.4201,20,20,0,20,1,0,1,0,1,1,59,20.0,1.0,1.0,1.0,26422.745762711864,9062.881355932202,0,0,0,0
primary__isolation__2020__mae_first__rr_3.50,primary,isolation,2020,mae_first,rr_3.50,1,1,0.0,6800.0,-4000.0,0.0,4000.0,3300,True,20,1,20,1.0,2020-02-28T00:00:00,1,20,20,20,1.0,2020-02-24T00:00:00,1,20,20,20,1.0,2020-02-03T00:00:00,1,20,20,1,2327.4201,20,20,0,20,1,0,1,0,1,1,59,20.0,1.0,1.0,1.0,26440.20338983051,8957.101694915254,0,0,0,0
primary__isolation__2020__mae_first__wide4,primary,isolation,2020,mae_first,wide4,4,4,3.0,6800.0,-4000.0,0.0,4000.0,14015,True,5,4,10,1.0,2021-06-04T00:00:00,3,10,15,15,1.0,2021-05-31T00:00:00,3,15,15,15,1.0,2021-05-10T00:00:00,3,15,15,1,1865.2451,20,20,0,5,1,0,2,1,4,4,521,6.727447216890595,1.345489443378119,0.9265834932821497,1.2756238080614204,12131.207293666026,10207.846449136276,0,0,0,0
primary__isolation__2020__mae_first__center4,primary,isolation,2020,mae_first,center4,4,4,1.5,6800.0,-4000.0,0.0,4000.0,4360,False,5,4,10,1.0,2020-03-12T00:00:00,1,10,10,10,1.0,2020-03-06T00:00:00,2,10,10,20,1.0,2020-02-14T00:00:00,2,20,20,1,2314.0167,20,20,0,5,1,0,2,1,4,4,72,18.40277777777778,3.6805555555555554,0.4791666666666667,2.836111166666667,23556.38888888889,7037.184027777777,0,0,0,0
primary__isolation__2020__mae_first__edge4,primary,isolation,2020,mae_first,edge4,4,4,3.0,6800.0,-4000.0,0.0,4000.0,14380,False,10,3,10,1.0,2021-06-04T00:00:00,3,10,10,10,1.0,2021-05-31T00:00:00,3,10,10,15,1.0,2021-05-10T00:00:00,3,15,15,1,1865.2451,20,20,0,5,2,1,2,1,4,4,521,6.823416506717851,1.36468330134357,0.9328214971209213,1.2088292015355087,12260.767754318618,10256.20489443378,0,0,0,0
primary__isolation__2020__mae_first__without050,primary,isolation,2020,mae_first,without050,4,4,2.75,6800.0,-4000.0,0.0,4000.0,4305,False,5,4,10,1.0,2020-03-12T00:00:00,3,10,15,15,1.0,2020-03-06T00:00:00,3,15,15,20,1.0,2020-02-14T00:00:00,2,20,20,1,2314.0167,20,20,0,5,1,0,2,1,4,4,72,17.5,3.5,0.4930555555555556,2.8685185972222222,22882.65625,6006.048611111111,0,0,0,0
primary__isolation__2020__mae_first__extremes2,primary,isolation,2020,mae_first,extremes2,2,2,3.0,6800.0,-4000.0,0.0,4000.0,24080,False,10,2,10,1.0,2021-06-04T00:00:00,2,10,10,10,1.0,2021-05-31T00:00:00,2,10,10,10,1.0,2021-05-10T00:00:00,2,10,10,1,1865.2451,20,20,0,10,1,0,1,0,2,2,521,11.132437619961612,1.1132437619961613,0.9452975047984645,1.109404990403071,21233.69289827255,19631.714971209214,0,0,0,0
primary__isolation__2020__mae_first__grid5,primary,isolation,2020,mae_first,grid5,5,5,3.0,6800.0,-4000.0,0.0,4000.0,12164,False,8,4,8,1.0,2021-06-04T00:00:00,1,8,12,12,1.0,2021-05-31T00:00:00,2,12,12,16,1.0,2021-05-10T00:00:00,2,16,16,1,1865.2451,20,20,0,4,2,1,2,1,5,5,521,5.934740882917467,1.4836852207293667,0.9168905950095969,1.343987800383877,10393.735124760076,8403.373896353167,0,0,0,0
primary__isolation__2020__mae_first__grid10,primary,isolation,2020,mae_first,grid10,10,10,3.0,6800.0,-4000.0,0.0,4000.0,8278,False,6,7,8,1.0,2021-06-04T00:00:00,1,8,12,12,1.0,2021-05-31T00:00:00,2,12,12,18,1.0,2021-05-10T00:00:00,2,18,18,1,1865.2451,20,20,0,2,3,2,4,3,10,10,521,4.234165067178503,2.1170825335892514,0.9068138195777351,1.5650127274472168,6830.901727447216,4649.902495201536,0,0,0,0
primary__isolation__2020__mae_first__grid20,primary,isolation,2020,mae_first,grid20,20,20,3.0,6800.0,13000.0,17000.0,4000.0,16108,False,6,4,8,0.5,2020-03-12T00:00:00,1,8,12,12,0.75,2020-03-12T00:00:00,2,12,12,18,0.9,2020-02-20T00:00:00,2,18,18,0,0.0,19,20,1,1,6,4,8,3,19,19,2386,1.7041072925398155,1.7041072925398155,0.8866582844369936,1.3526373260687343,5812.079128248114,5416.768713327745,1,0,0,1
primary__isolation__2020__mae_first__ladder4,primary,isolation,2020,mae_first,ladder4,4,1,0.0,6800.0,-4000.0,0.0,4000.0,5640,False,20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.0167,20,20,0,5,4,1,4,1,4,4,72,20.0,4.0,1.0,1.0,25935.75,5454.430555555556,0,0,0,0
primary__isolation__2020__mae_first__ladder20,primary,isolation,2020,mae_first,ladder20,20,1,0.0,6800.0,-4000.0,0.0,4000.0,5640,False,20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.0167,20,20,0,1,20,1,20,1,20,20,72,20.0,20.0,1.0,1.0,25935.75,5454.430555555556,0,0,0,0
primary__isolation__2020__mae_first__uniform_low,primary,isolation,2020,mae_first,uniform_low,1,1,0.0,5300.0,-4000.0,0.0,4000.0,5640,False,20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.0167,20,20,0,20,1,0,1,0,1,1,72,20.0,1.0,1.0,1.0,25935.75,5454.430555555556,0,0,0,0
primary__isolation__2020__mae_first__uniform_high,primary,isolation,2020,mae_first,uniform_high,1,1,0.0,8300.0,-4000.0,0.0,4000.0,5640,False,20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.0167,20,20,0,20,1,0,1,0,1,1,72,20.0,1.0,1.0,1.0,25935.75,5454.430555555556,0,0,0,0
primary__isolation__2020__mae_first__grid20_reverse,primary,isolation,2020,mae_first,grid20_reverse,20,20,3.0,6800.0,13000.0,17000.0,4000.0,16108,False,6,4,8,0.5,2020-03-12T00:00:00,1,8,12,12,0.75,2020-03-12T00:00:00,2,12,12,18,0.9,2020-02-20T00:00:00,2,18,18,0,0.0,19,20,1,1,6,4,8,3,19,19,2386,1.7041072925398155,1.7041072925398155,0.8866582844369936,1.3526373260687343,5812.079128248114,5416.768713327745,1,0,0,1
primary__isolation__2020__mae_first__ladder20_reverse,primary,isolation,2020,mae_first,ladder20_reverse,20,1,0.0,6800.0,-4000.0,0.0,4000.0,5640,False,20,1,20,1.0,2020-03-12T00:00:00,1,20,20,20,1.0,2020-03-06T00:00:00,1,20,20,20,1.0,2020-02-14T00:00:00,1,20,20,1,2314.0167,20,20,0,1,20,1,20,1,20,20,72,20.0,20.0,1.0,1.0,25935.75,5454.430555555556,0,0,0,0
primary__operating__2020__mae_first__rr_0.50,primary,operating,2020,mae_first,rr_0.50,1,1,0.0,6800.0,137320.0,156500.0,19180.0,101986,True,10,17,10,1.0,2021-06-04T00:00:00,6,10,10,10,1.0,2021-05-31T00:00:00,7,10,10,10,1.0,2021-05-10T00:00:00,8,10,10,1,32.9072,78,98,20,10,1,0,1,0,34,1,2294,10.021360069747166,1.0,0.3992246277500447,5.515808058413252,38331.90407585004,37111.57755013078,20,0,0,20
primary__operating__2020__mae_first__rr_0.66,primary,operating,2020,mae_first,rr_0.66,1,1,0.0,6800.0,220661.0,236000.0,15339.0,134678,False,7,14,10,0.777778,2021-05-17T00:00:00,4,10,10,10,0.833333,2021-11-29T00:00:00,6,10,10,10,0.888889,2021-05-11T00:00:00,6,10,10,0,0.0,61,81,20,7,1,0,1,0,20,0,2326,13.615219260533104,1.0,0.31913475853680007,7.279873467755804,57246.57224849528,56665.03579105761,20,0,0,20
primary__operating__2020__mae_first__rr_0.75,primary,operating,2020,mae_first,rr_0.75,1,1,0.0,6800.0,222784.0,239500.0,16716.0,123050,True,7,16,9,1.0,2020-03-12T00:00:00,5,9,9,10,1.0,2020-03-06T00:00:00,6,10,10,10,1.0,2020-03-02T00:00:00,6,10,10,3,40.6838,67,87,20,7,1,0,1,0,31,3,2286,12.932633420822397,1.0,0.3201238019680606,8.263710135170605,53317.8747375328,52750.54365704287,20,0,0,20
primary__operating__2020__mae_first__rr_0.82,primary,operating,2020,mae_first,rr_0.82,1,1,0.0,6800.0,274258.0,290000.0,15742.0,121797,False,6,15,8,1.0,2020-03-18T00:00:00,2,8,8,8,1.0,2020-03-12T00:00:00,4,8,8,9,1.0,2020-03-02T00:00:00,5,9,9,3,54.7567,60,80,20,6,1,0,1,0,28,3,2272,13.085827464788732,1.0,0.3182629370663706,8.281641753961267,58734.17218309859,58328.908428697185,20,0,0,20
primary__operating__2020__mae_first__rr_0.83,primary,operating,2020,mae_first,rr_0.83,1,1,0.0,6800.0,293149.0,307500.0,14351.0,128541,False,6,13,6,1.0,2020-03-18T00:00:00,3,6,6,9,1.0,2020-03-12T00:00:00,5,9,9,10,1.0,2020-03-02T00:00:00,7,10,10,2,29.4942,56,76,20,6,1,0,1,0,22,2,2297,13.686112320417937,1.0,0.30820871316217247,9.021461368741837,60997.34930343927,60640.93613408795,20,0,0,20
primary__operating__2020__mae_first__rr_0.97,primary,operating,2020,mae_first,rr_0.97,1,1,0.0,6800.0,303831.0,320000.0,16169.0,114852,False,7,18,7,1.0,2020-03-13T00:00:00,3,7,7,9,1.0,2020-03-09T00:00:00,6,9,9,12,1.0,2020-03-02T00:00:00,6,13,13,2,1.056,65,85,20,7,1,0,1,0,29,2,2326,12.541702493551162,1.0,0.33660171936331995,6.8225487901977635,59160.4086844368,58951.906835769565,20,0,0,20
primary__operating__2020__mae_first__rr_1.00,primary,operating,2020,mae_first,rr_1.00,1,1,0.0,6800.0,312147.0,328000.0,15853.0,117000,True,7,15,8,1.0,2020-03-12T00:00:00,4,8,8,11,1.0,2020-03-06T00:00:00,6,11,11,12,1.0,2020-03-02T00:00:00,5,13,13,2,0.3088,63,83,20,7,1,0,1,0,30,2,2326,12.850816852966465,1.0,0.3385156807547623,7.022597779449699,61009.32504299227,60837.73611349958,20,0,0,20
primary__operating__2020__mae_first__rr_1.13,primary,operating,2020,mae_first,rr_1.13,1,1,0.0,6800.0,405887.0,421200.0,15313.0,122353,False,7,14,8,1.0,2020-03-12T00:00:00,3,8,8,8,1.0,2020-03-06T00:00:00,4,8,8,10,1.0,2020-03-02T00:00:00,4,11,11,2,0.4664,60,80,20,7,1,0,1,0,23,2,2326,13.791917454858126,1.0,0.29364084673342783,7.997811923903697,67268.49864574376,67102.17684866724,20,0,0,20
