case,experiment,phase,start_year,path_order,portfolio,nominal_sleeves,rr_count,rr_width,mean_target,net_operating_cash,receipts,total_costs,copies,prior_control_reproduced,max_same_signal_deaths,same_signal_multi_death_events,worst_1d_cohort_deaths,worst_1d_fraction,worst_1d_at,half_loss_1d_episodes_min5,peak_1d_replacement_demand,possible_1d_death_cluster,worst_5d_cohort_deaths,worst_5d_fraction,worst_5d_at,half_loss_5d_episodes_min5,peak_5d_replacement_demand,possible_5d_death_cluster,worst_20d_cohort_deaths,worst_20d_fraction,worst_20d_at,half_loss_20d_episodes_min5,peak_20d_replacement_demand,possible_20d_death_cluster,book_wipeouts,days_empty_after_first_activation,deaths,accounts,alive,largest_within_sleeve_signal_loss,max_sleeves_lost_same_signal,multi_sleeve_signal_events,max_sleeves_lost_same_day,multi_sleeve_day_events,sleeve_loss_events,full_copier_sleeve_loss_events,observed_live_days,mean_live_accounts,mean_occupied_sleeves,mean_equal_headroom_fraction,mean_effective_headroom_groups,mean_total_headroom,mean_total_positive_equity,march1_alive,march_cohort_deaths,march_total_deaths,march31_alive
primary__operating__2021__mae_first__grid20,primary,operating,2021,mae_first,grid20,20,20,3.0,6800.0,353889.0,364500.0,10611.0,98012,False,3,6,4,1.0,2021-06-07T00:00:00,1,4,4,6,1.0,2021-06-01T00:00:00,3,6,6,6,1.0,2021-04-20T00:00:00,3,6,6,1,25.3051,34,54,20,1,3,6,4,8,34,34,1964,14.070773930753564,14.070773930753564,0.15451362216584358,13.642133680753565,76577.60346232179,76853.51145621181,20,0,0,20
primary__operating__2021__mae_first__ladder4,primary,operating,2021,mae_first,ladder4,4,1,0.0,6800.0,317026.0,329500.0,12474.0,106984,False,5,13,5,1.0,2022-01-10T00:00:00,2,5,5,8,1.0,2021-02-26T00:00:00,2,8,8,8,1.0,2021-02-05T00:00:00,2,8,8,2,23.1667,48,66,18,3,4,11,4,11,43,14,1966,13.880467955239064,3.7609359104781284,0.2920533277983185,10.778863460325534,69229.39992370295,69281.43685147507,20,5,5,15
primary__operating__2021__mae_first__ladder20,primary,operating,2021,mae_first,ladder20,20,1,0.0,6800.0,315868.0,328500.0,12632.0,106882,False,5,14,5,1.0,2022-01-10T00:00:00,2,5,5,8,1.0,2021-02-26T00:00:00,2,8,8,8,1.0,2021-02-05T00:00:00,2,8,8,2,23.1667,49,67,18,1,5,14,5,14,49,49,1966,13.865717192268566,13.865717192268566,0.3211114879794547,8.337230977619532,68483.10854526958,68529.76055442523,20,6,6,14
primary__operating__2021__mae_first__uniform_low,primary,operating,2021,mae_first,uniform_low,1,1,0.0,5300.0,331071.0,344500.0,13429.0,100987,False,10,16,13,1.0,2022-01-10T00:00:00,3,13,13,20,1.0,2021-02-26T00:00:00,3,20,20,20,1.0,2021-02-05T00:00:00,3,20,20,3,30.3259,65,71,6,10,1,0,1,0,28,3,1959,13.163348647269014,1.0,0.33994852082619187,7.042987120469627,55405.098519652885,55359.39645227156,20,20,20,0
primary__operating__2021__mae_first__uniform_high,primary,operating,2021,mae_first,uniform_high,1,1,0.0,8300.0,291830.0,303000.0,11170.0,107965,False,5,11,5,1.0,2022-01-10T00:00:00,2,5,5,8,1.0,2021-02-26T00:00:00,2,8,8,8,1.0,2021-02-05T00:00:00,2,8,8,2,23.1667,39,59,20,5,1,0,1,0,21,2,1966,14.003560528992878,1.0,0.3268382997728662,7.413927728382502,81199.35330620549,81302.66564089523,20,0,0,20
primary__operating__2021__mae_first__grid20_reverse,primary,operating,2021,mae_first,grid20_reverse,20,20,3.0,6800.0,343564.0,356500.0,12936.0,83477,False,4,10,6,1.0,2021-02-26T00:00:00,3,6,6,6,1.0,2021-02-22T00:00:00,6,6,6,6,1.0,2021-02-01T00:00:00,6,6,6,2,0.9664,46,66,20,1,4,10,6,11,46,46,1989,12.585721468074409,12.585721468074409,0.21659700093226517,12.01136205882353,73061.62714932127,73235.65952740071,20,0,0,20
primary__operating__2021__mae_first__ladder20_reverse,primary,operating,2021,mae_first,ladder20_reverse,20,1,0.0,6800.0,315368.0,328000.0,12632.0,106891,False,5,13,5,1.0,2022-01-10T00:00:00,2,5,5,8,1.0,2021-02-26T00:00:00,2,8,8,8,1.0,2021-02-05T00:00:00,2,8,8,2,23.1667,49,67,18,1,5,13,5,14,49,49,1966,13.86673448626653,13.86673448626653,0.3198288078034597,8.134721843845371,70346.20623092573,70392.95996948118,20,6,6,14
primary__isolation__2022__mae_first__rr_0.50,primary,isolation,2022,mae_first,rr_0.50,1,1,0.0,6800.0,296000.0,300000.0,4000.0,147460,True,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20,0,0,0,0,0,0,0,1655,20.0,1.0,1.0,1.0,94350.63081570997,95846.53897280966,20,0,0,20
primary__isolation__2022__mae_first__rr_0.66,primary,isolation,2022,mae_first,rr_0.66,1,1,0.0,6800.0,306000.0,310000.0,4000.0,141420,False,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20,0,0,0,0,0,0,0,1655,20.0,1.0,1.0,1.0,105762.94380664652,107340.93776435046,20,0,0,20
primary__isolation__2022__mae_first__rr_0.75,primary,isolation,2022,mae_first,rr_0.75,1,1,0.0,6800.0,326000.0,330000.0,4000.0,138320,True,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20,0,0,0,0,0,0,0,1655,20.0,1.0,1.0,1.0,102268.33232628398,103788.54864048338,20,0,0,20
primary__isolation__2022__mae_first__rr_0.82,primary,isolation,2022,mae_first,rr_0.82,1,1,0.0,6800.0,366000.0,370000.0,4000.0,136240,False,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,,0,0,0,0,0.0,0,20,20,0,0,0,0,0,0,0,1655,20.0,1.0,1.0,1.0,108777.49909365558,110317.66586102718,20,0,0,20
primary__isolation__2022__mae_first__rr_0.83,primary,isolation,2022,mae_first,rr_0.83,1,1,0.0,6800.0,-4000.0,0.0,4000.0,15120,False,20,1,20,1.0,2022-07-01T00:00:00,1,20,20,20,1.0,2022-06-27T00:00:00,1,20,20,20,1.0,2022-06-06T00:00:00,1,20,20,1,1473.2044,20,20,0,20,1,0,1,0,1,1,182,20.0,1.0,1.0,1.0,41277.24725274725,38882.83516483517,0,0,0,0
primary__isolation__2022__mae_first__rr_0.97,primary,isolation,2022,mae_first,rr_0.97,1,1,0.0,6800.0,-4000.0,0.0,4000.0,10020,False,20,1,20,1.0,2022-05-12T00:00:00,1,20,20,20,1.0,2022-05-06T00:00:00,1,20,20,20,1.0,2022-04-14T00:00:00,1,20,20,1,1523.4062,20,20,0,20,1,0,1,0,1,1,132,20.0,1.0,1.0,1.0,31694.045454545456,27342.446969696968,0,0,0,0
primary__isolation__2022__mae_first__rr_1.00,primary,isolation,2022,mae_first,rr_1.00,1,1,0.0,6800.0,-4000.0,0.0,4000.0,9940,True,20,1,20,1.0,2022-05-12T00:00:00,1,20,20,20,1.0,2022-05-06T00:00:00,1,20,20,20,1.0,2022-04-14T00:00:00,1,20,20,1,1523.2069,20,20,0,20,1,0,1,0,1,1,132,20.0,1.0,1.0,1.0,35146.931818181816,30704.71212121212,0,0,0,0
primary__isolation__2022__mae_first__rr_1.13,primary,isolation,2022,mae_first,rr_1.13,1,1,0.0,6800.0,-4000.0,0.0,4000.0,1740,False,20,1,20,1.0,2022-01-21T00:00:00,1,20,20,20,1.0,2022-01-17T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1633.9417,20,20,0,20,1,0,1,0,1,1,21,20.0,1.0,1.0,1.0,20538.666666666668,334.5238095238095,0,0,0,0
primary__isolation__2022__mae_first__rr_1.17,primary,isolation,2022,mae_first,rr_1.17,1,1,0.0,6800.0,-4000.0,0.0,4000.0,1740,False,20,1,20,1.0,2022-01-21T00:00:00,1,20,20,20,1.0,2022-01-17T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1633.9417,20,20,0,20,1,0,1,0,1,1,21,20.0,1.0,1.0,1.0,20751.52380952381,439.2857142857143,0,0,0,0
primary__isolation__2022__mae_first__rr_1.25,primary,isolation,2022,mae_first,rr_1.25,1,1,0.0,6800.0,-4000.0,0.0,4000.0,1740,True,20,1,20,1.0,2022-01-21T00:00:00,1,20,20,20,1.0,2022-01-17T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1633.9417,20,20,0,20,1,0,1,0,1,1,21,20.0,1.0,1.0,1.0,21119.14285714286,849.7619047619048,0,0,0,0
primary__isolation__2022__mae_first__rr_1.29,primary,isolation,2022,mae_first,rr_1.29,1,1,0.0,6800.0,-4000.0,0.0,4000.0,1800,False,20,1,20,1.0,2022-01-24T00:00:00,1,20,20,20,1.0,2022-01-18T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1630.9588,20,20,0,20,1,0,1,0,1,1,24,20.0,1.0,1.0,1.0,18925.916666666668,803.9583333333334,0,0,0,0
primary__isolation__2022__mae_first__rr_1.45,primary,isolation,2022,mae_first,rr_1.45,1,1,0.0,6800.0,-4000.0,0.0,4000.0,1660,False,20,1,20,1.0,2022-01-21T00:00:00,1,20,20,20,1.0,2022-01-17T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1633.9417,20,20,0,20,1,0,1,0,1,1,21,20.0,1.0,1.0,1.0,20681.619047619046,1047.8095238095239,0,0,0,0
primary__isolation__2022__mae_first__rr_1.50,primary,isolation,2022,mae_first,rr_1.50,1,1,0.0,6800.0,-4000.0,0.0,4000.0,1720,True,20,1,20,1.0,2022-01-24T00:00:00,1,20,20,20,1.0,2022-01-18T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1631.2,20,20,0,20,1,0,1,0,1,1,24,20.0,1.0,1.0,1.0,18699.583333333332,2049.9166666666665,0,0,0,0
primary__isolation__2022__mae_first__rr_1.61,primary,isolation,2022,mae_first,rr_1.61,1,1,0.0,6800.0,-4000.0,0.0,4000.0,11620,False,20,1,20,1.0,2022-06-13T00:00:00,1,20,20,20,1.0,2022-06-07T00:00:00,1,20,20,20,1.0,2022-05-17T00:00:00,1,20,20,1,1491.1799,20,20,0,20,1,0,1,0,1,1,164,20.0,1.0,1.0,1.0,37688.78048780488,36197.62804878049,0,0,0,0
primary__isolation__2022__mae_first__rr_1.75,primary,isolation,2022,mae_first,rr_1.75,1,1,0.0,6800.0,-4000.0,0.0,4000.0,11360,False,20,1,20,1.0,2022-06-13T00:00:00,1,20,20,20,1.0,2022-06-07T00:00:00,1,20,20,20,1.0,2022-05-17T00:00:00,1,20,20,1,1490.9722,20,20,0,20,1,0,1,0,1,1,164,20.0,1.0,1.0,1.0,42136.89634146341,40876.01829268293,0,0,0,0
primary__isolation__2022__mae_first__rr_1.76,primary,isolation,2022,mae_first,rr_1.76,1,1,0.0,6800.0,-4000.0,0.0,4000.0,11360,False,20,1,20,1.0,2022-06-13T00:00:00,1,20,20,20,1.0,2022-06-07T00:00:00,1,20,20,20,1.0,2022-05-17T00:00:00,1,20,20,1,1490.9722,20,20,0,20,1,0,1,0,1,1,164,20.0,1.0,1.0,1.0,42671.7743902439,41492.829268292684,0,0,0,0
primary__isolation__2022__mae_first__rr_1.83,primary,isolation,2022,mae_first,rr_1.83,1,1,0.0,6800.0,-4000.0,0.0,4000.0,11280,False,20,1,20,1.0,2022-06-13T00:00:00,1,20,20,20,1.0,2022-06-07T00:00:00,1,20,20,20,1.0,2022-05-17T00:00:00,1,20,20,1,1490.9722,20,20,0,20,1,0,1,0,1,1,164,20.0,1.0,1.0,1.0,42834.09146341463,41820.310975609755,0,0,0,0
primary__isolation__2022__mae_first__rr_1.92,primary,isolation,2022,mae_first,rr_1.92,1,1,0.0,6800.0,-4000.0,0.0,4000.0,11080,False,20,1,20,1.0,2022-06-13T00:00:00,1,20,20,20,1.0,2022-06-07T00:00:00,1,20,20,20,1.0,2022-05-17T00:00:00,1,20,20,1,1491.575,20,20,0,20,1,0,1,0,1,1,164,20.0,1.0,1.0,1.0,39315.256097560974,38237.21341463415,0,0,0,0
primary__isolation__2022__mae_first__rr_2.00,primary,isolation,2022,mae_first,rr_2.00,1,1,0.0,6800.0,-4000.0,0.0,4000.0,11140,True,20,1,20,1.0,2022-06-14T00:00:00,1,20,20,20,1.0,2022-06-08T00:00:00,1,20,20,20,1.0,2022-05-18T00:00:00,1,20,20,1,1490.2812,20,20,0,20,1,0,1,0,1,1,165,20.0,1.0,1.0,1.0,42234.93939393939,41180.01212121212,0,0,0,0
primary__isolation__2022__mae_first__rr_2.08,primary,isolation,2022,mae_first,rr_2.08,1,1,0.0,6800.0,-4000.0,0.0,4000.0,520,False,20,1,20,1.0,2022-01-10T00:00:00,1,20,20,20,1.0,2022-01-04T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1645.0005,20,20,0,20,1,0,1,0,1,1,10,20.0,1.0,1.0,1.0,18396.8,0.0,0,0,0,0
primary__isolation__2022__mae_first__rr_2.17,primary,isolation,2022,mae_first,rr_2.17,1,1,0.0,6800.0,-4000.0,0.0,4000.0,520,False,20,1,20,1.0,2022-01-10T00:00:00,1,20,20,20,1.0,2022-01-04T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1645.0005,20,20,0,20,1,0,1,0,1,1,10,20.0,1.0,1.0,1.0,18396.8,0.0,0,0,0,0
primary__isolation__2022__mae_first__rr_2.24,primary,isolation,2022,mae_first,rr_2.24,1,1,0.0,6800.0,-4000.0,0.0,4000.0,520,False,20,1,20,1.0,2022-01-10T00:00:00,1,20,20,20,1.0,2022-01-04T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1645.0005,20,20,0,20,1,0,1,0,1,1,10,20.0,1.0,1.0,1.0,18396.8,0.0,0,0,0,0
primary__isolation__2022__mae_first__rr_2.25,primary,isolation,2022,mae_first,rr_2.25,1,1,0.0,6800.0,-4000.0,0.0,4000.0,520,False,20,1,20,1.0,2022-01-10T00:00:00,1,20,20,20,1.0,2022-01-04T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1645.0005,20,20,0,20,1,0,1,0,1,1,10,20.0,1.0,1.0,1.0,18396.8,0.0,0,0,0,0
primary__isolation__2022__mae_first__rr_2.39,primary,isolation,2022,mae_first,rr_2.39,1,1,0.0,6800.0,-4000.0,0.0,4000.0,480,False,20,1,20,1.0,2022-01-10T00:00:00,1,20,20,20,1.0,2022-01-04T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1645.3382,20,20,0,20,1,0,1,0,1,1,10,20.0,1.0,1.0,1.0,18396.8,0.0,0,0,0,0
primary__isolation__2022__mae_first__rr_2.50,primary,isolation,2022,mae_first,rr_2.50,1,1,0.0,6800.0,-4000.0,0.0,4000.0,480,True,20,1,20,1.0,2022-01-10T00:00:00,1,20,20,20,1.0,2022-01-04T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1645.3382,20,20,0,20,1,0,1,0,1,1,10,20.0,1.0,1.0,1.0,18396.8,0.0,0,0,0,0
primary__isolation__2022__mae_first__rr_2.55,primary,isolation,2022,mae_first,rr_2.55,1,1,0.0,6800.0,-4000.0,0.0,4000.0,480,False,20,1,20,1.0,2022-01-10T00:00:00,1,20,20,20,1.0,2022-01-04T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1645.3382,20,20,0,20,1,0,1,0,1,1,10,20.0,1.0,1.0,1.0,18396.8,0.0,0,0,0,0
primary__isolation__2022__mae_first__rr_2.71,primary,isolation,2022,mae_first,rr_2.71,1,1,0.0,6800.0,-4000.0,0.0,4000.0,480,False,20,1,20,1.0,2022-01-10T00:00:00,1,20,20,20,1.0,2022-01-04T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1645.3382,20,20,0,20,1,0,1,0,1,1,10,20.0,1.0,1.0,1.0,18466.8,0.0,0,0,0,0
primary__isolation__2022__mae_first__rr_2.75,primary,isolation,2022,mae_first,rr_2.75,1,1,0.0,6800.0,-4000.0,0.0,4000.0,480,False,20,1,20,1.0,2022-01-10T00:00:00,1,20,20,20,1.0,2022-01-04T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1645.3382,20,20,0,20,1,0,1,0,1,1,10,20.0,1.0,1.0,1.0,18466.8,0.0,0,0,0,0
primary__isolation__2022__mae_first__rr_2.83,primary,isolation,2022,mae_first,rr_2.83,1,1,0.0,6800.0,-4000.0,0.0,4000.0,480,False,20,1,20,1.0,2022-01-10T00:00:00,1,20,20,20,1.0,2022-01-04T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1645.3382,20,20,0,20,1,0,1,0,1,1,10,20.0,1.0,1.0,1.0,18506.8,0.0,0,0,0,0
primary__isolation__2022__mae_first__rr_2.87,primary,isolation,2022,mae_first,rr_2.87,1,1,0.0,6800.0,-4000.0,0.0,4000.0,480,False,20,1,20,1.0,2022-01-10T00:00:00,1,20,20,20,1.0,2022-01-04T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1645.3382,20,20,0,20,1,0,1,0,1,1,10,20.0,1.0,1.0,1.0,18506.8,0.0,0,0,0,0
primary__isolation__2022__mae_first__rr_3.03,primary,isolation,2022,mae_first,rr_3.03,1,1,0.0,6800.0,-4000.0,0.0,4000.0,460,False,20,1,20,1.0,2022-01-10T00:00:00,1,20,20,20,1.0,2022-01-04T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1645.3382,20,20,0,20,1,0,1,0,1,1,10,20.0,1.0,1.0,1.0,18506.8,0.0,0,0,0,0
primary__isolation__2022__mae_first__rr_3.17,primary,isolation,2022,mae_first,rr_3.17,1,1,0.0,6800.0,-4000.0,0.0,4000.0,460,False,20,1,20,1.0,2022-01-10T00:00:00,1,20,20,20,1.0,2022-01-04T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1645.3382,20,20,0,20,1,0,1,0,1,1,10,20.0,1.0,1.0,1.0,18696.8,0.0,0,0,0,0
primary__isolation__2022__mae_first__rr_3.18,primary,isolation,2022,mae_first,rr_3.18,1,1,0.0,6800.0,-4000.0,0.0,4000.0,460,False,20,1,20,1.0,2022-01-10T00:00:00,1,20,20,20,1.0,2022-01-04T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1645.3382,20,20,0,20,1,0,1,0,1,1,10,20.0,1.0,1.0,1.0,18840.8,0.0,0,0,0,0
primary__isolation__2022__mae_first__rr_3.25,primary,isolation,2022,mae_first,rr_3.25,1,1,0.0,6800.0,-4000.0,0.0,4000.0,460,False,20,1,20,1.0,2022-01-10T00:00:00,1,20,20,20,1.0,2022-01-04T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1645.3382,20,20,0,20,1,0,1,0,1,1,10,20.0,1.0,1.0,1.0,18840.8,0.0,0,0,0,0
primary__isolation__2022__mae_first__rr_3.34,primary,isolation,2022,mae_first,rr_3.34,1,1,0.0,6800.0,-4000.0,0.0,4000.0,460,False,20,1,20,1.0,2022-01-10T00:00:00,1,20,20,20,1.0,2022-01-04T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1645.3382,20,20,0,20,1,0,1,0,1,1,10,20.0,1.0,1.0,1.0,18840.8,0.0,0,0,0,0
primary__isolation__2022__mae_first__rr_3.50,primary,isolation,2022,mae_first,rr_3.50,1,1,0.0,6800.0,-4000.0,0.0,4000.0,460,True,20,1,20,1.0,2022-01-10T00:00:00,1,20,20,20,1.0,2022-01-04T00:00:00,1,20,20,20,1.0,2022-01-03T00:00:00,1,20,20,1,1645.3382,20,20,0,20,1,0,1,0,1,1,10,20.0,1.0,1.0,1.0,18840.8,0.0,0,0,0,0
primary__isolation__2022__mae_first__wide4,primary,isolation,2022,mae_first,wide4,4,4,3.0,6800.0,71000.0,75000.0,4000.0,37530,True,10,2,10,0.5,2022-01-10T00:00:00,2,10,10,10,0.5,2022-01-04T00:00:00,2,10,10,15,0.75,2022-01-03T00:00:00,1,15,15,0,0.0,15,20,5,5,2,1,2,1,3,3,1655,5.132930513595166,1.0265861027190333,0.9930513595166163,1.0193353474320241,23711.70090634441,23969.066465256798,5,0,0,5
primary__isolation__2022__mae_first__center4,primary,isolation,2022,mae_first,center4,4,4,1.5,6800.0,-4000.0,0.0,4000.0,3525,False,5,4,10,1.0,2022-06-13T00:00:00,3,10,10,10,1.0,2022-06-07T00:00:00,3,10,10,15,1.0,2022-05-17T00:00:00,2,15,15,1,1490.9722,20,20,0,5,1,0,2,1,4,4,164,6.25,1.25,0.9420731707317073,1.1621951219512194,11772.239329268292,10246.207317073171,0,0,0,0
primary__isolation__2022__mae_first__edge4,primary,isolation,2022,mae_first,edge4,4,4,3.0,6800.0,153500.0,157500.0,4000.0,71675,False,10,1,10,0.5,2022-01-10T00:00:00,1,10,10,10,0.5,2022-01-04T00:00:00,1,10,10,10,0.5,2022-01-03T00:00:00,1,10,10,0,0.0,10,20,10,5,2,1,2,1,2,2,1655,10.060422960725075,2.012084592145015,0.5030211480362538,1.9963746235649549,49211.66163141994,49908.771903323264,10,0,0,10
primary__isolation__2022__mae_first__without050,primary,isolation,2022,mae_first,without050,4,4,2.75,6800.0,78500.0,82500.0,4000.0,35245,False,10,2,10,0.5,2022-01-10T00:00:00,2,10,10,10,0.5,2022-01-04T00:00:00,2,10,10,15,0.75,2022-01-03T00:00:00,1,15,15,0,0.0,15,20,5,5,2,1,2,1,3,3,1655,5.132930513595166,1.0265861027190333,0.9933534743202417,1.0187311178247733,25691.126283987916,25954.568882175226,5,0,0,5
primary__isolation__2022__mae_first__extremes2,primary,isolation,2022,mae_first,extremes2,2,2,3.0,6800.0,146000.0,150000.0,4000.0,73960,False,10,1,10,0.5,2022-01-10T00:00:00,1,10,10,10,0.5,2022-01-04T00:00:00,1,10,10,10,0.5,2022-01-03T00:00:00,1,10,10,0,0.0,10,20,10,10,1,0,1,0,1,1,1655,10.060422960725075,1.0060422960725075,0.9981873111782478,1.0036253776435045,47232.236253776435,47923.26948640483,10,0,0,10
primary__isolation__2022__mae_first__grid5,primary,isolation,2022,mae_first,grid5,5,5,3.0,6800.0,56000.0,60000.0,4000.0,32256,False,8,3,8,0.5,2022-06-14T00:00:00,1,8,8,8,0.5,2022-06-08T00:00:00,1,8,8,12,0.6,2022-01-03T00:00:00,2,12,12,0,0.0,16,20,4,4,2,1,2,1,4,4,1655,4.4978851963746225,1.1244712990936556,0.9495871097683786,1.1133362108761329,19810.953111782477,19992.576314199396,4,0,0,4
primary__isolation__2022__mae_first__grid10,primary,isolation,2022,mae_first,grid10,10,10,3.0,6800.0,26000.0,30000.0,4000.0,17972,False,8,6,10,0.5,2022-01-10T00:00:00,1,10,10,10,0.5,2022-01-04T00:00:00,1,10,10,14,0.7,2022-01-03T00:00:00,2,14,14,0,0.0,18,20,2,2,4,1,5,1,9,9,1655,2.5329305135951663,1.2664652567975831,0.930845921450151,1.2235606386706948,10422.99069486405,10430.190453172205,2,0,0,2
primary__isolation__2022__mae_first__grid20,primary,isolation,2022,mae_first,grid20,20,20,3.0,6800.0,45000.0,49000.0,4000.0,23960,False,8,3,10,0.5,2022-01-10T00:00:00,2,10,10,10,0.5,2022-01-04T00:00:00,2,10,10,13,0.65,2022-01-03T00:00:00,2,13,13,0,0.0,17,20,3,1,8,3,10,3,17,17,1655,3.4773413897280965,3.4773413897280965,0.32055747374478494,3.342854602416918,16259.84658610272,16360.141268882177,3,0,0,3
primary__isolation__2022__mae_first__ladder4,primary,isolation,2022,mae_first,ladder4,4,1,0.0,6800.0,-4000.0,0.0,4000.0,9940,False,20,1,20,1.0,2022-05-12T00:00:00,1,20,20,20,1.0,2022-05-06T00:00:00,1,20,20,20,1.0,2022-04-14T00:00:00,1,20,20,1,1523.2069,20,20,0,5,4,1,4,1,4,4,132,20.0,4.0,1.0,1.0,35146.931818181816,30704.71212121212,0,0,0,0
primary__isolation__2022__mae_first__ladder20,primary,isolation,2022,mae_first,ladder20,20,1,0.0,6800.0,-4000.0,0.0,4000.0,9940,False,20,1,20,1.0,2022-05-12T00:00:00,1,20,20,20,1.0,2022-05-06T00:00:00,1,20,20,20,1.0,2022-04-14T00:00:00,1,20,20,1,1523.2069,20,20,0,1,20,1,20,1,20,20,132,20.0,20.0,1.0,1.0,35146.931818181816,30704.71212121212,0,0,0,0
primary__isolation__2022__mae_first__uniform_low,primary,isolation,2022,mae_first,uniform_low,1,1,0.0,5300.0,-4000.0,0.0,4000.0,9940,False,20,1,20,1.0,2022-05-12T00:00:00,1,20,20,20,1.0,2022-05-06T00:00:00,1,20,20,20,1.0,2022-04-14T00:00:00,1,20,20,1,1523.2069,20,20,0,20,1,0,1,0,1,1,132,20.0,1.0,1.0,1.0,35146.931818181816,30704.71212121212,0,0,0,0
primary__isolation__2022__mae_first__uniform_high,primary,isolation,2022,mae_first,uniform_high,1,1,0.0,8300.0,-4000.0,0.0,4000.0,9940,False,20,1,20,1.0,2022-05-12T00:00:00,1,20,20,20,1.0,2022-05-06T00:00:00,1,20,20,20,1.0,2022-04-14T00:00:00,1,20,20,1,1523.2069,20,20,0,20,1,0,1,0,1,1,132,20.0,1.0,1.0,1.0,35146.931818181816,30704.71212121212,0,0,0,0
primary__isolation__2022__mae_first__grid20_reverse,primary,isolation,2022,mae_first,grid20_reverse,20,20,3.0,6800.0,45000.0,49000.0,4000.0,23960,False,8,3,10,0.5,2022-01-10T00:00:00,2,10,10,10,0.5,2022-01-04T00:00:00,2,10,10,13,0.65,2022-01-03T00:00:00,2,13,13,0,0.0,17,20,3,1,8,3,10,3,17,17,1655,3.4773413897280965,3.4773413897280965,0.32055747374478494,3.342854602416918,16259.84658610272,16360.141268882177,3,0,0,3
primary__isolation__2022__mae_first__ladder20_reverse,primary,isolation,2022,mae_first,ladder20_reverse,20,1,0.0,6800.0,-4000.0,0.0,4000.0,9940,False,20,1,20,1.0,2022-05-12T00:00:00,1,20,20,20,1.0,2022-05-06T00:00:00,1,20,20,20,1.0,2022-04-14T00:00:00,1,20,20,1,1523.2069,20,20,0,1,20,1,20,1,20,20,132,20.0,20.0,1.0,1.0,35146.931818181816,30704.71212121212,0,0,0,0
primary__operating__2022__mae_first__rr_0.50,primary,operating,2022,mae_first,rr_0.50,1,1,0.0,6800.0,198870.0,209000.0,10130.0,91483,True,11,8,11,0.846154,2023-10-04T00:00:00,2,11,11,11,0.846154,2023-09-28T00:00:00,2,11,11,12,0.923077,2023-10-03T00:00:00,3,12,12,0,0.0,32,52,20,11,1,0,1,0,12,0,1624,12.666256157635468,1.0,0.4179094303334608,5.813492530172414,60047.37459975369,59278.594981527094,20,0,0,20
primary__operating__2022__mae_first__rr_0.66,primary,operating,2022,mae_first,rr_0.66,1,1,0.0,6800.0,196820.0,205000.0,8180.0,94438,False,5,6,8,1.0,2022-06-30T00:00:00,2,8,8,9,1.0,2022-06-24T00:00:00,2,9,9,9,1.0,2022-06-03T00:00:00,2,9,9,1,6.3884,23,43,20,5,1,0,1,0,11,1,1618,13.663164400494438,1.0,0.34896504650036897,7.163942739802224,66307.94147095179,66475.20377008653,20,0,0,20
