case,account_id,sleeve,rr,reserve,death_window,death_entry_at,died_at
march__operating__2020__mfe_first__rr_1.61,56,0,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.61,57,0,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.61,58,0,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.61,62,0,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.61,63,0,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.61,64,0,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.45,4,0,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_1.45,8,0,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_1.45,9,0,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_1.45,10,0,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_1.45,11,0,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_1.45,12,0,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_1.45,50,0,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_1.45,51,0,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_1.45,52,0,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_1.45,53,0,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_1.45,54,0,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_1.45,55,0,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_1.45,56,0,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_1.45,57,0,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_1.45,58,0,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_1.45,59,0,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_1.45,60,0,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_1.45,61,0,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_1.45,64,0,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_1.45,65,0,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__rr_1.50,4,0,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__rr_1.50,8,0,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__rr_1.50,9,0,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__rr_1.50,10,0,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__rr_1.50,11,0,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__rr_1.50,12,0,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__rr_1.50,52,0,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__rr_1.50,53,0,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__rr_1.50,54,0,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__rr_1.50,55,0,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__rr_1.50,56,0,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__rr_1.50,57,0,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__rr_1.50,58,0,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__rr_1.50,59,0,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__rr_1.50,60,0,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__rr_1.50,61,0,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__rr_1.50,62,0,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__rr_1.50,63,0,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__rr_1.50,66,0,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__rr_1.50,68,0,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__rr_1.75,4,0,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__rr_1.75,9,0,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__rr_1.75,10,0,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__rr_1.75,11,0,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__rr_1.75,12,0,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__rr_1.75,13,0,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__rr_1.75,14,0,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__rr_1.75,15,0,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__rr_1.75,17,0,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__rr_1.75,20,0,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__rr_1.75,21,0,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__rr_1.75,31,0,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__rr_1.75,32,0,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__rr_1.75,51,0,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__rr_1.75,52,0,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__rr_1.75,62,0,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__rr_1.75,63,0,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__rr_1.75,64,0,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__rr_1.75,67,0,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__rr_1.75,68,0,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__rr_1.76,4,0,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.76,9,0,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.76,10,0,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.76,11,0,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.76,12,0,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.76,13,0,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.76,14,0,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.76,15,0,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.76,17,0,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.76,20,0,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.76,21,0,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.76,31,0,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.76,32,0,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.76,51,0,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.76,52,0,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.76,62,0,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.76,63,0,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.76,64,0,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.76,67,0,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.76,68,0,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__rr_1.92,4,0,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.92,9,0,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.92,10,0,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.92,11,0,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.92,12,0,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.92,13,0,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.92,14,0,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.92,15,0,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.92,16,0,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.92,17,0,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.92,18,0,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.92,30,0,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.92,31,0,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.92,50,0,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.92,51,0,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.92,52,0,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.92,63,0,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_1.92,65,0,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__rr_2.39,4,0,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_2.39,8,0,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_2.39,9,0,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_2.39,10,0,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_2.39,11,0,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_2.39,12,0,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_2.39,14,0,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_2.39,15,0,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_2.39,73,0,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_2.39,74,0,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_2.39,75,0,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_2.39,76,0,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_2.39,77,0,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_2.39,78,0,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_2.39,79,0,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_2.39,80,0,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_2.39,81,0,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_2.39,82,0,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_2.39,83,0,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__rr_2.39,84,0,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__center4,4,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__center4,8,1,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__center4,11,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__center4,12,1,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__center4,54,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__center4,55,1,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__center4,58,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__center4,78,1,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__center4,85,0,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__center4,86,1,1.75,5700,6-7,2026-03-26T06:22:40,2026-03-26T09:01:40
march__operating__2020__mfe_first__wide4,4,1,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__wide4,9,1,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__wide4,57,1,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__wide4,61,1,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__wide4,88,1,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__without050,9,1,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__without050,11,1,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__without050,58,1,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__without050,62,1,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__without050,80,1,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__grid5,4,1,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__grid5,55,1,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__grid5,59,1,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__grid5,78,1,1.25,5700,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__ladder4,4,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__ladder4,56,1,1.00,5200,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__ladder4,62,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__ladder4,78,1,1.00,5200,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__ladder4,81,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__ladder4,82,1,1.00,5200,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__ladder4,85,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__ladder4,86,1,1.00,5200,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__ladder4,89,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__ladder4,93,1,1.00,5200,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__ladder20,4,0,1.00,4200.0,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__ladder20,56,1,1.00,4357.89,20-21,2026-03-19T20:31:20,2026-03-19T22:30:00
march__operating__2020__mfe_first__ladder20,57,2,1.00,4515.79,18-19,2026-03-20T18:23:40,2026-03-20T20:05:40
march__operating__2020__mfe_first__ladder20,58,3,1.00,4673.68,3-4,2026-03-23T03:11:40,2026-03-23T03:37:40
march__operating__2020__mfe_first__ladder20,62,4,1.00,4831.58,4-5,2026-03-23T04:37:40,2026-03-23T08:33:40
march__operating__2020__mfe_first__ladder20,78,5,1.00,4989.47,4-5,2026-03-23T04:37:40,2026-03-23T08:33:40
march__operating__2020__mfe_first__ladder20,79,6,1.00,5147.37,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__ladder20,80,7,1.00,5305.26,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mfe_first__ladder20,81,8,1.00,5463.16,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mfe_first__ladder20,82,9,1.00,5621.05,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__ladder20,83,10,1.00,5778.95,20-21,2026-03-26T20:00:40,2026-03-26T20:14:40
march__operating__2020__mfe_first__ladder20,84,11,1.00,5936.84,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__uniform_low,4,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__uniform_low,56,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__uniform_low,57,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__uniform_low,58,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__uniform_low,62,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__uniform_low,78,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__uniform_low,79,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__uniform_low,80,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__uniform_low,81,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__uniform_low,82,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__uniform_low,83,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__uniform_low,84,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__uniform_low,85,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__uniform_low,86,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__uniform_low,87,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__uniform_low,88,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__uniform_low,89,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__uniform_low,93,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__uniform_low,94,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__uniform_low,95,0,1.00,4200,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__grid10,5,2,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__grid10,8,3,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__grid10,65,2,1.17,5700,9-10,2026-03-26T09:55:40,2026-03-26T10:06:40
march__operating__2020__mfe_first__grid10,66,3,1.50,5700,23-24,2026-03-26T23:11:40,2026-03-26T23:30:00
march__operating__2020__mfe_first__ladder20_reverse,78,8,1.00,5936.84,20-21,2026-03-27T20:07:20,2026-03-27T20:17:40
march__operating__2020__mfe_first__ladder20_reverse,79,9,1.00,5778.95,20-21,2026-03-26T20:00:40,2026-03-26T20:14:40
march__operating__2020__mfe_first__ladder20_reverse,80,10,1.00,5621.05,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__ladder20_reverse,81,11,1.00,5463.16,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mfe_first__ladder20_reverse,87,12,1.00,5305.26,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mfe_first__ladder20_reverse,88,13,1.00,5147.37,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__ladder20_reverse,89,14,1.00,4989.47,4-5,2026-03-23T04:37:40,2026-03-23T08:33:40
march__operating__2020__mfe_first__ladder20_reverse,90,15,1.00,4831.58,4-5,2026-03-23T04:37:40,2026-03-23T08:33:40
march__operating__2020__mfe_first__ladder20_reverse,91,16,1.00,4673.68,3-4,2026-03-23T03:11:40,2026-03-23T03:37:40
march__operating__2020__mfe_first__ladder20_reverse,92,17,1.00,4515.79,20-21,2026-03-19T20:31:20,2026-03-19T22:30:00
march__operating__2020__mfe_first__ladder20_reverse,93,18,1.00,4357.89,16-17,2026-03-19T16:54:40,2026-03-19T18:37:20
march__operating__2020__mfe_first__ladder20_reverse,94,19,1.00,4200.0,12-13,2026-03-19T12:49:40,2026-03-19T15:02:40
march__operating__2020__mfe_first__grid20,7,5,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__grid20,8,6,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__grid20,9,7,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__grid20,10,8,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__grid20,12,9,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__grid20,58,3,0.97,5700,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
march__operating__2020__mfe_first__grid20,80,12,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__grid20_reverse,12,7,2.39,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__grid20_reverse,15,10,1.92,5700,16-17,2026-03-26T16:00:40,2026-03-26T16:39:40
march__operating__2020__mfe_first__grid20_reverse,17,12,1.61,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__grid20_reverse,30,11,1.76,5700,18-19,2026-03-23T18:02:40,2026-03-23T18:36:40
march__operating__2020__mfe_first__grid20_reverse,46,13,1.45,5700,16-17,2026-03-24T16:31:40,2026-03-24T16:39:40
march__operating__2020__mfe_first__grid20_reverse,47,14,1.29,5700,16-17,2026-03-27T16:25:40,2026-03-27T16:32:40
march__operating__2020__mfe_first__grid20_reverse,49,16,0.97,5700,17-18,2026-03-24T17:51:40,2026-03-24T20:10:40
