eval_id,started_at,state,months_paid,resets,trades_taken,passed_at,ended_at
1,2020-01-01 00:00:00,funded,3,1,224,2020-03-02 23:00:00,2020-03-03 00:00:00
2,2020-01-02 00:00:00,funded,3,1,224,2020-03-02 23:00:00,2020-03-03 00:00:00
3,2020-01-03 00:00:00,funded,8,6,413,2020-08-12 21:00:00,2020-08-13 00:00:00
4,2020-02-01 00:00:00,funded,2,1,101,2020-03-02 23:00:00,2020-03-03 00:00:00
5,2020-03-01 00:00:00,funded,1,0,9,2020-03-02 23:00:00,2020-03-03 00:00:00
6,2020-03-19 00:00:00,funded,2,1,74,2020-05-06 06:30:00,2020-05-07 00:00:00
7,2020-03-20 00:00:00,funded,2,1,77,2020-05-06 06:30:00,2020-05-07 00:00:00
8,2020-03-21 00:00:00,funded,1,0,3,2020-03-23 14:30:00,2020-03-24 00:00:00
9,2020-04-01 00:00:00,funded,2,1,60,2020-05-08 23:30:00,2020-05-09 00:00:00
10,2020-05-01 00:00:00,funded,1,0,27,2020-05-08 23:30:00,2020-05-09 00:00:00
11,2020-07-01 00:00:00,funded,2,1,106,2020-08-12 21:00:00,2020-08-13 00:00:00
12,2020-08-01 00:00:00,funded,1,0,43,2020-08-12 21:00:00,2020-08-13 00:00:00
13,2020-09-01 00:00:00,funded,3,2,58,2020-11-04 15:30:00,2020-11-05 00:00:00
14,2020-10-01 00:00:00,funded,2,1,33,2020-11-04 15:30:00,2020-11-05 00:00:00
15,2020-11-01 00:00:00,funded,1,0,17,2020-11-04 15:30:00,2020-11-05 00:00:00
16,2020-12-01 00:00:00,funded,2,0,138,2021-01-07 17:00:00,2021-01-08 00:00:00
17,2021-01-01 00:00:00,funded,1,0,21,2021-01-07 17:00:00,2021-01-08 00:00:00
18,2021-02-01 00:00:00,funded,6,5,261,2021-07-12 15:30:00,2021-07-13 00:00:00
19,2021-03-01 00:00:00,funded,5,4,196,2021-07-12 15:30:00,2021-07-13 00:00:00
20,2021-03-05 00:00:00,funded,7,5,299,2021-09-10 17:00:00,2021-09-11 00:00:00
21,2021-03-06 00:00:00,funded,1,0,33,2021-03-16 14:00:00,2021-03-17 00:00:00
22,2021-03-07 00:00:00,funded,1,0,33,2021-03-16 14:00:00,2021-03-17 00:00:00
23,2021-03-08 00:00:00,funded,1,0,33,2021-03-16 14:00:00,2021-03-17 00:00:00
24,2021-03-09 00:00:00,funded,1,0,10,2021-03-10 16:00:00,2021-03-11 00:00:00
25,2021-03-10 00:00:00,funded,1,0,28,2021-03-17 20:30:00,2021-03-18 00:00:00
26,2021-03-11 00:00:00,funded,1,0,24,2021-03-18 02:30:00,2021-03-19 00:00:00
27,2021-03-12 00:00:00,funded,1,0,16,2021-03-18 02:30:00,2021-03-19 00:00:00
28,2021-03-13 00:00:00,funded,4,3,215,2021-07-12 15:30:00,2021-07-13 00:00:00
29,2021-03-14 00:00:00,funded,4,3,202,2021-07-12 15:30:00,2021-07-13 00:00:00
30,2021-04-01 00:00:00,funded,4,3,181,2021-07-12 15:30:00,2021-07-13 00:00:00
31,2021-05-01 00:00:00,funded,3,2,106,2021-07-12 15:30:00,2021-07-13 00:00:00
32,2021-06-01 00:00:00,funded,2,1,72,2021-07-12 15:30:00,2021-07-13 00:00:00
33,2021-06-08 00:00:00,cancelled,1,0,15,,2021-07-08 00:00:00
34,2021-06-09 00:00:00,funded,4,2,189,2021-09-09 15:00:00,2021-09-10 00:00:00
35,2021-06-10 00:00:00,funded,2,0,129,2021-07-12 15:30:00,2021-07-13 00:00:00
36,2021-06-11 00:00:00,funded,1,0,109,2021-07-07 23:30:00,2021-07-08 00:00:00
37,2021-06-12 00:00:00,funded,2,0,117,2021-07-12 15:30:00,2021-07-13 00:00:00
38,2021-06-13 00:00:00,funded,1,0,117,2021-07-12 15:30:00,2021-07-13 00:00:00
39,2021-06-14 00:00:00,funded,1,0,117,2021-07-12 15:30:00,2021-07-13 00:00:00
40,2021-06-15 00:00:00,funded,1,0,108,2021-07-09 18:00:00,2021-07-10 00:00:00
41,2021-06-16 00:00:00,funded,1,0,85,2021-07-07 06:00:00,2021-07-08 00:00:00
42,2021-07-01 00:00:00,funded,1,0,37,2021-07-12 15:30:00,2021-07-13 00:00:00
43,2021-08-01 00:00:00,funded,2,0,154,2021-09-10 17:00:00,2021-10-01 00:00:00
44,2022-07-02 00:00:00,funded,1,0,20,2022-07-07 17:00:00,2022-07-08 00:00:00
45,2022-07-03 00:00:00,funded,1,0,20,2022-07-07 17:00:00,2022-07-08 00:00:00
46,2026-03-07 00:00:00,funded,1,0,5,2026-03-09 22:30:00,2026-03-10 00:00:00
47,2026-03-08 00:00:00,funded,1,0,5,2026-03-09 22:30:00,2026-03-10 00:00:00
48,2026-03-09 00:00:00,funded,1,0,5,2026-03-09 22:30:00,2026-03-10 00:00:00
49,2026-03-10 00:00:00,funded,2,1,20,2026-04-13 22:30:00,2026-04-14 00:00:00
50,2026-03-11 00:00:00,funded,2,1,16,2026-04-14 17:30:00,2026-04-15 00:00:00
51,2026-03-12 00:00:00,funded,2,1,15,2026-04-14 17:30:00,2026-04-15 00:00:00
52,2026-03-13 00:00:00,funded,2,1,15,2026-04-14 17:30:00,2026-04-15 00:00:00
53,2026-03-14 00:00:00,blown,4,3,68,,
54,2026-03-15 00:00:00,blown,4,3,59,,
55,2026-03-16 00:00:00,funded,3,2,42,2026-05-18 23:00:00,2026-05-19 00:00:00
56,2026-03-17 00:00:00,funded,3,2,35,2026-05-18 23:00:00,2026-05-19 00:00:00
57,2026-03-18 00:00:00,funded,3,2,25,2026-05-18 23:00:00,2026-05-19 00:00:00
58,2026-03-19 00:00:00,blown,4,3,37,,
59,2026-03-20 00:00:00,funded,4,3,31,2026-06-22 15:30:00,2026-06-23 00:00:00
60,2026-03-21 00:00:00,funded,4,3,20,2026-06-22 15:30:00,2026-06-23 00:00:00
61,2026-03-22 00:00:00,funded,2,1,18,2026-04-24 14:30:00,2026-04-25 00:00:00
62,2026-03-23 00:00:00,funded,2,1,11,2026-04-24 19:00:00,2026-04-25 00:00:00
63,2026-03-24 00:00:00,funded,2,1,8,2026-04-24 19:00:00,2026-04-25 00:00:00
64,2026-03-25 00:00:00,funded,2,1,28,2026-04-30 15:30:00,2026-05-01 00:00:00
65,2026-03-26 00:00:00,funded,2,1,24,2026-04-30 15:30:00,2026-05-01 00:00:00
66,2026-03-27 00:00:00,funded,1,0,17,2026-03-31 20:00:00,2026-04-01 00:00:00
67,2026-03-28 00:00:00,funded,1,0,9,2026-03-31 17:00:00,2026-04-01 00:00:00
68,2026-03-29 00:00:00,funded,1,0,9,2026-03-31 17:00:00,2026-04-01 00:00:00
69,2026-06-06 00:00:00,funded,1,0,2,2026-06-08 03:30:00,2026-06-09 00:00:00
70,2026-06-07 00:00:00,funded,1,0,2,2026-06-08 03:30:00,2026-06-09 00:00:00
71,2026-06-08 00:00:00,funded,1,0,2,2026-06-08 03:30:00,2026-06-09 00:00:00
72,2026-06-19 00:00:00,blown,1,0,16,,
73,2026-06-20 00:00:00,funded,1,0,5,2026-06-22 15:30:00,2026-06-23 00:00:00
74,2026-06-21 00:00:00,funded,1,0,5,2026-06-22 15:30:00,2026-06-23 00:00:00
75,2026-06-30 00:00:00,blown,1,0,12,,
76,2026-07-01 00:00:00,blown,1,0,5,,
77,2026-07-02 00:00:00,blown,1,0,3,,
78,2026-07-03 00:00:00,blown,1,0,18,,
