product,window,headroom,retained_balance_target,first_entry,last_exit,trades,ongoing,terminal,total,ongoing_received_after_split,terminal_profit_equity_before_withdrawal,accounts,alive,evaluations,evaluation_months,evaluation_resets,evaluation_fees,activation_fees,spend,contributions,ending_owner_cash,spares_at_end,passes_forfeited_cash,passes_forfeited_capacity,max_pass_to_activation_hours,passes_awaiting_first_check_at_horizon,deaths_after_startup_year,deaths_of_pas_at_least_one_year_old,mature_pa_days,deaths_after_two_years,deaths_2026_03_30,last_death,largest_simultaneous_deaths,deaths,replacements_filled,replacements_unfilled,next_check_service,replacement_wait_median_days,replacement_wait_p95_days,unfilled_account_days,oldest_unfilled_days,zero_live_days,average_live_accounts,peak_subscriptions,peak_in_flight,peak_passes_month,activation_blocked_account_checks,renewals_unaffordable,start_unaffordable_checks,cash_blocked_days,observed_days,live_pa_days,average_live_pas_event_weighted,vacant_capacity_days_including_startup,average_retained_profit_book,average_positive_retained_profit_book,average_retained_profit_per_live_pa,average_actual_cushion_book,average_actual_cushion_per_live_pa,job
legacy_25k,full,6200,31300.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,529710.08,0,529710.08,542521.08,8675.45,65,3,74,142,62,4686.0,8125.0,12811.0,20600.0,550310.08,0,0,0,23.5,0,50,20,26314.88,31,0,2026-06-25T23:30:00,20,62,45,17,0.0323,31.31,124.02,3423.59,111.2,65.67,15.23,15,15,13,0,0,0,0,2384.5694,36292.3384,15.2197,11399.05,71896.9,72176.86,4723.95,71876.51,4722.61,"[""legacy_25k"", ""full"", 6200]"
legacy_25k,full,6300,31400.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,527890.08,0,527890.08,540701.08,8675.45,65,3,74,142,62,4686.0,8125.0,12811.0,20600.0,548490.08,0,0,0,23.5,0,50,20,26317.81,31,0,2026-06-25T23:30:00,20,62,45,17,0.0323,31.16,124.02,3420.66,111.06,65.67,15.23,15,15,13,0,0,0,0,2384.5694,36295.269,15.2209,11396.12,72736.0,73015.95,4778.7,72715.48,4777.35,"[""legacy_25k"", ""full"", 6300]"
legacy_25k,full,6400,31500.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,526070.08,0,526070.08,538881.08,8675.45,65,3,74,142,62,4686.0,8125.0,12811.0,20600.0,546670.08,0,0,0,23.5,0,50,20,26317.81,31,0,2026-06-25T23:30:00,20,62,45,17,0.0323,31.16,124.02,3420.66,111.06,65.67,15.23,15,15,13,0,0,0,0,2384.5694,36295.269,15.2209,11396.12,73836.89,74116.85,4851.02,73816.38,4849.68,"[""legacy_25k"", ""full"", 6400]"
legacy_25k,full,6500,31600.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,524276.12,0,524276.12,537061.12,7646.45,64,2,74,145,65,4785.0,8000.0,12785.0,20600.0,544876.12,0,0,0,23.5,0,50,20,26354.88,31,0,2026-06-24T21:49:40,20,62,44,18,0.0323,29.72,124.02,3493.71,109.2,51.67,15.2,15,15,13,0,0,0,0,2384.5694,36222.2194,15.1903,11469.17,74942.53,75217.67,4933.59,74916.51,4931.88,"[""legacy_25k"", ""full"", 6500]"
legacy_25k,full,6600,31700.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,522456.12,0,522456.12,535241.12,7646.45,64,2,74,145,65,4785.0,8000.0,12785.0,20600.0,543056.12,0,0,0,23.5,0,50,20,26357.87,31,0,2026-06-24T21:49:40,20,62,44,18,0.0323,29.64,124.02,3490.72,109.05,51.67,15.2,15,15,13,0,0,0,0,2384.5694,36225.2056,15.1915,11466.18,76214.4,76489.53,5016.91,76188.25,5015.19,"[""legacy_25k"", ""full"", 6600]"
legacy_25k,full,6700,31800.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,520426.12,0,520426.12,533421.12,10713.8,67,4,73,140,61,4620.0,8375.0,12995.0,20600.0,541026.12,0,0,0,23.5,0,51,20,26426.0,32,20,2026-06-24T21:49:40,20,63,47,16,0.0317,31.75,124.02,3349.77,105.65,50.67,15.26,15,15,13,0,0,0,0,2384.5694,36366.1523,15.2506,11325.24,77711.06,77988.53,5095.6,77683.89,5093.82,"[""legacy_25k"", ""full"", 6700]"
legacy_25k,full,6710,31810.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,520244.12,0,520244.12,533239.12,10713.8,67,4,73,140,61,4620.0,8375.0,12995.0,20600.0,540844.12,0,0,0,23.5,0,51,20,26426.0,32,20,2026-06-24T21:49:40,20,63,47,16,0.0317,31.75,124.02,3349.77,105.65,50.67,15.26,15,15,13,0,0,0,0,2384.5694,36366.1523,15.2506,11325.24,77827.49,78104.96,5103.24,77800.32,5101.45,"[""legacy_25k"", ""full"", 6710]"
legacy_25k,full,6720,31820.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,520062.12,0,520062.12,533057.12,10713.8,67,4,73,140,61,4620.0,8375.0,12995.0,20600.0,540662.12,0,0,0,23.5,0,51,20,26426.0,32,20,2026-06-24T21:49:40,20,63,47,16,0.0317,31.75,124.02,3349.77,105.65,50.67,15.26,15,15,13,0,0,0,0,2384.5694,36366.1523,15.2506,11325.24,77943.92,78221.39,5110.87,77916.75,5109.09,"[""legacy_25k"", ""full"", 6720]"
legacy_25k,full,6730,31830.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,519880.12,0,519880.12,532875.12,10713.8,67,4,73,140,61,4620.0,8375.0,12995.0,20600.0,540480.12,0,0,0,23.5,0,51,20,26426.0,32,20,2026-06-24T21:49:40,20,63,47,16,0.0317,31.75,124.02,3349.77,105.65,50.67,15.26,15,15,13,0,0,0,0,2384.5694,36366.1523,15.2506,11325.24,78060.35,78337.82,5118.51,78033.19,5116.72,"[""legacy_25k"", ""full"", 6730]"
legacy_25k,full,6740,31840.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,519698.12,0,519698.12,532693.12,10713.8,67,4,73,140,61,4620.0,8375.0,12995.0,20600.0,540298.12,0,0,0,23.5,0,51,20,26426.0,32,20,2026-06-24T21:49:40,20,63,47,16,0.0317,31.75,124.02,3349.77,105.65,50.67,15.26,15,15,13,0,0,0,0,2384.5694,36366.1523,15.2506,11325.24,78176.76,78454.23,5126.14,78149.59,5124.36,"[""legacy_25k"", ""full"", 6740]"
legacy_25k,full,6750,31850.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,519516.12,0,519516.12,532511.12,10713.8,67,4,73,140,61,4620.0,8375.0,12995.0,20600.0,540116.12,0,0,0,23.5,0,51,20,26426.0,32,20,2026-06-24T21:49:40,20,63,47,16,0.0317,31.75,124.02,3349.77,105.65,50.67,15.26,15,15,13,0,0,0,0,2384.5694,36366.1523,15.2506,11325.24,78293.17,78570.65,5133.77,78266.01,5131.99,"[""legacy_25k"", ""full"", 6750]"
legacy_25k,full,6760,31860.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,519334.12,0,519334.12,532329.12,10713.8,67,4,73,140,61,4620.0,8375.0,12995.0,20600.0,539934.12,0,0,0,23.5,0,51,20,26426.0,32,20,2026-06-24T21:49:40,20,63,47,16,0.0317,31.75,124.02,3349.77,105.65,50.67,15.26,15,15,13,0,0,0,0,2384.5694,36366.1523,15.2506,11325.24,78708.5,78985.97,5161.0,78681.33,5159.22,"[""legacy_25k"", ""full"", 6760]"
legacy_25k,full,6770,31870.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,519152.12,0,519152.12,532147.12,10713.8,67,4,73,140,61,4620.0,8375.0,12995.0,20600.0,539752.12,0,0,0,23.5,0,51,20,26426.0,32,20,2026-06-24T21:49:40,20,63,47,16,0.0317,31.75,124.02,3349.77,105.65,50.67,15.26,15,15,13,0,0,0,0,2384.5694,36366.1523,15.2506,11325.24,78824.9,79102.37,5168.64,78797.73,5166.86,"[""legacy_25k"", ""full"", 6770]"
legacy_25k,full,6780,31880.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,518970.12,0,518970.12,531965.12,10713.8,67,4,73,140,61,4620.0,8375.0,12995.0,20600.0,539570.12,0,0,0,23.5,0,51,20,26426.0,32,20,2026-06-24T21:49:40,20,63,47,16,0.0317,31.75,124.02,3349.77,105.65,50.67,15.26,15,15,13,0,0,0,0,2384.5694,36366.1523,15.2506,11325.24,78884.98,79162.45,5172.58,78857.81,5170.8,"[""legacy_25k"", ""full"", 6780]"
legacy_25k,full,6780.1,31880.1,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,518968.26,0,518968.26,531963.26,10713.8,67,4,73,140,61,4620.0,8375.0,12995.0,20600.0,539568.26,0,0,0,23.5,0,51,20,26426.0,32,20,2026-06-24T21:49:40,20,63,47,16,0.0317,31.75,124.02,3349.77,105.65,50.67,15.26,15,15,13,0,0,0,0,2384.5694,36366.1523,15.2506,11325.24,78886.15,79163.62,5172.65,78858.98,5170.87,"[""legacy_25k"", ""full"", 6780.1]"
legacy_25k,full,6780.11,31880.11,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,531018.82,98901.64,629920.46,541945.82,111475.2,56,20,58,119,55,3927.0,7000.0,10927.0,20600.0,650520.46,0,0,0,23.5,0,24,0,28538.93,5,0,2022-06-30T12:11:40,6,36,36,0,0.0556,27.48,126.04,1538.35,0,43.67,16.01,15,15,13,0,0,0,0,2384.5694,38177.5729,16.0103,9513.82,82484.28,82755.69,5151.96,82345.76,5143.31,"[""legacy_25k"", ""full"", 6780.11]"
legacy_25k,full,6790,31890.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,530838.82,99081.62,629920.44,541765.82,111673.0,56,20,58,119,55,3927.0,7000.0,10927.0,20600.0,650520.44,0,0,0,23.5,0,24,0,28538.93,5,0,2022-06-30T12:11:40,6,36,36,0,0.0556,27.48,126.04,1538.35,0,43.67,16.01,15,15,13,0,0,0,0,2384.5694,38177.5729,16.0103,9513.82,82608.16,82879.57,5159.7,82469.63,5151.05,"[""legacy_25k"", ""full"", 6790]"
legacy_25k,full,6800,31900.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,530656.82,99263.62,629920.44,541583.82,111873.0,56,20,58,119,55,3927.0,7000.0,10927.0,20600.0,650520.44,0,0,0,23.5,0,24,0,28538.93,5,0,2022-06-30T12:11:40,6,36,36,0,0.0556,27.48,126.04,1538.35,0,43.67,16.01,15,15,13,0,0,0,0,2384.5694,38177.5729,16.0103,9513.82,82733.41,83004.82,5167.52,82594.89,5158.87,"[""legacy_25k"", ""full"", 6800]"
legacy_25k,full,6900,32000.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,528836.82,101083.62,629920.44,539763.82,113873.0,56,20,58,119,55,3927.0,7000.0,10927.0,20600.0,650520.44,0,0,0,23.5,0,24,0,28538.93,5,0,2022-06-30T12:11:40,6,36,36,0,0.0556,27.48,126.04,1538.35,0,43.67,16.01,15,15,13,0,0,0,0,2384.5694,38177.5729,16.0103,9513.82,84298.18,84569.59,5265.26,84159.66,5256.61,"[""legacy_25k"", ""full"", 6900]"
legacy_25k,full,7000,32100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,527016.78,102903.62,629920.4,537943.78,115873.0,56,20,58,119,55,3927.0,7000.0,10927.0,20600.0,650520.4,0,0,0,23.5,0,24,0,28538.93,5,0,2022-06-30T12:11:40,6,36,36,0,0.0556,27.48,126.04,1538.35,0,43.67,16.01,15,15,13,0,0,0,0,2384.5694,38177.5729,16.0103,9513.82,85451.53,85722.95,5337.3,85313.01,5328.65,"[""legacy_25k"", ""full"", 7000]"
legacy_25k,full,7100,32200.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,525196.8,104723.62,629920.42,536123.8,117873.0,56,20,58,119,55,3927.0,7000.0,10927.0,20600.0,650520.42,0,0,0,23.5,0,24,0,28538.93,5,0,2022-06-30T12:11:40,6,36,36,0,0.0556,27.48,126.04,1538.35,0,43.67,16.01,15,15,13,0,0,0,0,2384.5694,38177.5729,16.0103,9513.82,86483.67,86755.08,5401.77,86345.14,5393.11,"[""legacy_25k"", ""full"", 7100]"
legacy_25k,full,7200,32300.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,523376.79,106543.62,629920.41,534303.79,119873.0,56,20,58,119,55,3927.0,7000.0,10927.0,20600.0,650520.41,0,0,0,23.5,0,24,0,28538.93,5,0,2022-06-30T12:11:40,6,36,36,0,0.0556,27.48,126.04,1538.35,0,43.67,16.01,15,15,13,0,0,0,0,2384.5694,38177.5729,16.0103,9513.82,87674.23,87945.64,5476.13,87535.71,5467.48,"[""legacy_25k"", ""full"", 7200]"
legacy_25k,full,7300,32400.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,521556.79,108363.62,629920.41,532483.79,121873.0,56,20,58,119,55,3927.0,7000.0,10927.0,20600.0,650520.41,0,0,0,23.5,0,24,0,28538.93,5,0,2022-06-30T12:11:40,6,36,36,0,0.0556,27.48,126.04,1538.35,0,43.67,16.01,15,15,13,0,0,0,0,2384.5694,38177.5729,16.0103,9513.82,88747.15,89018.56,5543.14,88608.63,5534.49,"[""legacy_25k"", ""full"", 7300]"
legacy_25k,full,7400,32500.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,519736.79,110183.62,629920.41,530663.79,123873.0,56,20,58,119,55,3927.0,7000.0,10927.0,20600.0,650520.41,0,0,0,23.5,0,24,0,28538.93,5,0,2022-06-30T12:11:40,6,36,36,0,0.0556,27.48,126.04,1538.35,0,43.67,16.01,15,15,13,0,0,0,0,2384.5694,38177.5729,16.0103,9513.82,89825.07,90096.48,5610.47,89686.55,5601.82,"[""legacy_25k"", ""full"", 7400]"
legacy_25k,full,7500,32600.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,517916.79,112003.62,629920.41,528843.79,125873.0,56,20,58,119,55,3927.0,7000.0,10927.0,20600.0,650520.41,0,0,0,23.5,0,24,0,28538.93,5,0,2022-06-30T12:11:40,6,36,36,0,0.0556,27.48,126.04,1538.35,0,43.67,16.01,15,15,13,0,0,0,0,2384.5694,38177.5729,16.0103,9513.82,90909.24,91180.65,5678.19,90770.72,5669.53,"[""legacy_25k"", ""full"", 7500]"
legacy_25k,full,7600,32700.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,516096.79,113823.62,629920.41,527023.79,127873.0,56,20,58,119,55,3927.0,7000.0,10927.0,20600.0,650520.41,0,0,0,23.5,0,24,0,28538.93,5,0,2022-06-30T12:11:40,6,36,36,0,0.0556,27.48,126.04,1538.35,0,43.67,16.01,15,15,13,0,0,0,0,2384.5694,38177.5729,16.0103,9513.82,92179.82,92451.24,5757.55,92041.3,5748.9,"[""legacy_25k"", ""full"", 7600]"
legacy_25k,full,7700,32800.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,512945.24,115795.18,628740.42,523688.24,129873.0,54,20,57,121,58,3993.0,6750.0,10743.0,20600.0,649340.42,0,1,0,23.5,0,22,0,28516.93,3,0,2022-06-15T21:04:40,6,34,34,0,0.0588,36.62,126.04,1597.79,0,43.67,15.97,15,15,13,1,0,3,3,2384.5694,38079.1391,15.969,9612.25,93098.72,93366.66,5829.97,92947.08,5820.48,"[""legacy_25k"", ""full"", 7700]"
legacy_25k,full,7800,32900.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,511125.24,117615.18,628740.42,521868.24,131873.0,54,20,57,121,58,3993.0,6750.0,10743.0,20600.0,649340.42,0,1,0,23.5,0,22,0,28516.93,3,0,2022-06-15T21:04:40,6,34,34,0,0.0588,36.62,126.04,1597.79,0,43.67,15.97,15,15,13,1,0,3,3,2384.5694,38079.1391,15.969,9612.25,94267.21,94535.15,5903.15,94115.58,5893.65,"[""legacy_25k"", ""full"", 7800]"
legacy_25k,full,7900,33000.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,509290.23,119450.18,628740.41,520033.23,133873.0,54,20,57,121,58,3993.0,6750.0,10743.0,20600.0,649340.41,0,1,0,23.5,0,22,0,28516.93,3,0,2022-06-15T21:04:40,6,34,34,0,0.0588,36.62,126.04,1597.79,0,43.67,15.97,15,15,13,1,0,3,3,2384.5694,38079.1391,15.969,9612.25,95563.97,95831.91,5984.35,95412.34,5974.86,"[""legacy_25k"", ""full"", 7900]"
legacy_25k,full,8000,33100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,507450.23,121290.18,628740.41,518193.23,135873.0,54,20,57,121,58,3993.0,6750.0,10743.0,20600.0,649340.41,0,1,0,23.5,0,22,0,28516.93,3,0,2022-06-15T21:04:40,6,34,34,0,0.0588,36.62,126.04,1597.79,0,43.67,15.97,15,15,13,1,0,3,3,2384.5694,38079.1391,15.969,9612.25,96913.01,97180.95,6068.83,96761.38,6059.33,"[""legacy_25k"", ""full"", 8000]"
legacy_25k,full,9000,34100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,489050.13,139690.18,628740.31,499793.13,155873.0,54,20,57,121,58,3993.0,6750.0,10743.0,20600.0,649340.31,0,1,0,23.5,0,22,0,28516.93,3,0,2022-06-15T21:04:40,6,34,34,0,0.0588,36.62,126.04,1597.79,0,43.67,15.97,15,15,13,1,0,3,3,2384.5694,38079.1391,15.969,9612.25,108031.36,108299.29,6765.08,107879.72,6755.58,"[""legacy_25k"", ""full"", 9000]"
legacy_25k,full,10000,35100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,470087.36,158652.94,628740.3,480830.36,175873.0,54,20,57,121,58,3993.0,6750.0,10743.0,20600.0,649340.3,0,1,0,23.5,0,22,0,28516.93,3,0,2022-06-15T21:04:40,6,34,34,0,0.0588,36.62,126.04,1597.79,0,43.67,15.97,15,15,13,1,0,3,3,2384.5694,38079.1391,15.969,9612.25,118787.34,119055.28,7438.63,118635.71,7429.14,"[""legacy_25k"", ""full"", 10000]"
legacy_25k,start_2021,0,25100.0,2021-01-04T05:19:20,2026-07-13T21:30:40,10756,222734.82,0,222734.82,262591.82,29211.05,199,9,213,454,240,14982.0,24875.0,39857.0,18200.0,240934.82,0,0,0,23.5,0,174,0,96.9,141,0,2026-06-25T23:30:00,9,190,179,11,0.0158,85.11,158.31,16635.74,94.33,228.78,6.81,14,14,12,0,0,0,0,2016.6745,13675.1898,6.7811,26658.3,8365.46,8706.53,1233.65,10414.76,1535.86,"[""legacy_25k"", ""start_2021"", 0]"
legacy_25k,start_2021,1000,26100.0,2021-01-04T05:19:20,2026-07-13T21:30:40,10756,207261.0,0,207261.0,247349.0,25870.65,199,8,212,461,248,15213.0,24875.0,40088.0,18200.0,225461.0,0,0,0,23.5,0,175,0,96.9,142,0,2026-06-25T23:30:00,11,191,179,12,0.0157,83.0,154.37,16404.25,94.33,242.78,6.92,15,15,12,0,0,0,0,2016.6745,13906.6766,6.8958,26426.81,8260.96,8597.18,1197.96,10315.39,1495.88,"[""legacy_25k"", ""start_2021"", 1000]"
legacy_25k,start_2021,2000,27100.0,2021-01-04T05:19:20,2026-07-13T21:30:40,10756,209446.45,0,209446.45,244514.45,29211.05,176,9,188,396,207,13068.0,22000.0,35068.0,18200.0,227646.45,0,0,0,23.5,0,159,7,718.9,131,0,2026-06-25T23:30:00,19,167,156,11,0.0299,78.6,159.04,13655.07,94.33,150.78,8.85,14,14,12,0,0,0,0,2016.6745,17793.8588,8.8234,22539.63,13530.44,13831.51,1533.48,15005.85,1700.69,"[""legacy_25k"", ""start_2021"", 2000]"
legacy_25k,start_2021,3000,28100.0,2021-01-04T05:19:20,2026-07-13T21:30:40,10756,363933.6,0,363933.6,390854.6,22563.15,133,8,147,312,164,10296.0,16625.0,26921.0,18200.0,382133.6,0,0,0,23.5,0,117,30,4049.5,96,0,2026-06-25T23:30:00,17,125,113,12,0.032,81.16,160.64,10225.29,94.33,171.78,10.79,14,14,11,0,0,0,0,2016.6745,21715.631,10.768,18617.86,24206.1,24429.93,2247.96,24841.76,2306.99,"[""legacy_25k"", ""start_2021"", 3000]"
