months,budget,left,right,periods,left_failed,right_failed,both,left_only,right_only,neither,jaccard,reciprocal,both_cases,left_only_cases,right_only_cases,early_both,early_left_only,early_right_only,later_both,later_left_only,later_right_only
1,1500,RR:1.50,GG:1.75,78,14,18,11,3,7,57,0.5238095238095238,True,1m_2020-03-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2021-12-01;1m_2022-11-01;1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01,,,,,,
1,1500,RR:1.50,GG:2.00,78,14,17,10,4,7,57,0.47619047619047616,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-03-01;1m_2021-12-01;1m_2022-11-01;1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01,,,,,,
1,1500,RR:1.50,GG:2.25,78,14,18,11,3,7,57,0.5238095238095238,True,1m_2020-03-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2021-12-01;1m_2022-11-01;1m_2023-10-01,1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2022-12-01;1m_2023-08-01,,,,,,
1,1500,RR:1.50,GG:2.50,78,14,19,11,3,8,56,0.5,True,1m_2020-03-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2021-12-01;1m_2022-11-01;1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:1.50,GG:2.75,78,14,19,11,3,8,56,0.5,True,1m_2020-03-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2021-12-01;1m_2022-11-01;1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:1.50,GG:3.00,78,14,20,11,3,9,55,0.4782608695652174,True,1m_2020-03-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2021-12-01;1m_2022-11-01;1m_2023-10-01,1m_2020-02-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:1.50,GG:3.25,78,14,19,11,3,8,56,0.5,True,1m_2020-03-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2021-12-01;1m_2022-11-01;1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:1.50,GG:3.50,78,14,18,10,4,8,56,0.45454545454545453,True,1m_2020-03-01;1m_2022-03-01;1m_2022-05-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2021-12-01;1m_2022-06-01;1m_2022-11-01;1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:1.75,GG:0.50,78,13,17,9,4,8,57,0.42857142857142855,True,1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-03-01;1m_2022-11-01;1m_2023-10-01,1m_2020-09-01;1m_2021-03-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2024-08-01;1m_2024-09-01,,,,,,
1,1500,RR:1.75,GG:0.75,78,13,15,7,6,8,57,0.3333333333333333,True,1m_2022-05-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-03-01;1m_2022-06-01;1m_2022-11-01;1m_2023-10-01;1m_2024-07-01,1m_2020-03-01;1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2024-08-01;1m_2024-09-01,,,,,,
1,1500,RR:1.75,GG:1.00,78,13,16,9,4,7,58,0.45,True,1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-03-01;1m_2022-11-01;1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2024-08-01,,,,,,
1,1500,RR:1.75,GG:1.25,78,13,16,10,3,6,59,0.5263157894736842,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01;1m_2023-10-01,1m_2020-09-01;1m_2022-01-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-08-01,,,,,,
1,1500,RR:1.75,GG:1.50,78,13,16,10,3,6,59,0.5263157894736842,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01;1m_2023-10-01,1m_2020-09-01;1m_2022-01-01;1m_2022-04-01;1m_2022-12-01;1m_2023-08-01;1m_2024-08-01,,,,,,
1,1500,RR:1.75,GG:1.75,78,13,18,9,4,9,56,0.4090909090909091,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01;1m_2023-10-01;1m_2025-11-01,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-08-01,,,,,,
1,1500,RR:1.75,GG:2.00,78,13,17,9,4,8,57,0.42857142857142855,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01;1m_2023-10-01;1m_2025-11-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-08-01,,,,,,
1,1500,RR:1.75,GG:2.25,78,13,18,9,4,9,56,0.4090909090909091,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01;1m_2023-10-01;1m_2025-11-01,1m_2020-03-01;1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2022-12-01;1m_2023-08-01;1m_2024-08-01,,,,,,
1,1500,RR:1.75,GG:2.50,78,13,19,10,3,9,56,0.45454545454545453,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01;1m_2023-10-01,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-08-01,,,,,,
1,1500,RR:1.75,GG:2.75,78,13,19,10,3,9,56,0.45454545454545453,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01;1m_2023-10-01,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-08-01,,,,,,
1,1500,RR:1.75,GG:3.00,78,13,20,10,3,10,55,0.43478260869565216,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01;1m_2023-10-01,1m_2020-02-01;1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-08-01,,,,,,
1,1500,RR:1.75,GG:3.25,78,13,19,10,3,9,56,0.45454545454545453,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01;1m_2023-10-01,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-08-01,,,,,,
1,1500,RR:1.75,GG:3.50,78,13,18,9,4,9,56,0.4090909090909091,True,1m_2022-03-01;1m_2022-05-01;1m_2024-07-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-06-01;1m_2022-11-01;1m_2023-10-01,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-08-01,,,,,,
1,1500,RR:2.00,GG:0.50,78,13,17,9,4,8,57,0.42857142857142855,True,1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-03-01;1m_2022-11-01;1m_2023-10-01,1m_2020-09-01;1m_2021-03-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2024-09-01;1m_2025-11-01,,,,,,
1,1500,RR:2.00,GG:0.75,78,13,15,7,6,8,57,0.3333333333333333,True,1m_2022-05-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-03-01;1m_2022-06-01;1m_2022-11-01;1m_2023-10-01;1m_2024-07-01,1m_2020-03-01;1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2024-09-01;1m_2025-11-01,,,,,,
1,1500,RR:2.00,GG:1.00,78,13,16,9,4,7,58,0.45,True,1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-03-01;1m_2022-11-01;1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:2.00,GG:1.25,78,13,16,10,3,6,59,0.5263157894736842,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01;1m_2023-10-01,1m_2020-09-01;1m_2022-01-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:2.00,GG:1.50,78,13,16,10,3,6,59,0.5263157894736842,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01;1m_2023-10-01,1m_2020-09-01;1m_2022-01-01;1m_2022-04-01;1m_2022-12-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:2.00,GG:1.75,78,13,18,10,3,8,57,0.47619047619047616,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01;1m_2023-10-01,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01,,,,,,
1,1500,RR:2.00,GG:2.00,78,13,17,10,3,7,58,0.5,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01;1m_2023-10-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01,,,,,,
1,1500,RR:2.00,GG:2.25,78,13,18,10,3,8,57,0.47619047619047616,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01;1m_2023-10-01,1m_2020-03-01;1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2022-12-01;1m_2023-08-01,,,,,,
1,1500,RR:2.00,GG:2.50,78,13,19,10,3,9,56,0.45454545454545453,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01;1m_2023-10-01,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:2.00,GG:2.75,78,13,19,10,3,9,56,0.45454545454545453,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01;1m_2023-10-01,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:2.00,GG:3.00,78,13,20,10,3,10,55,0.43478260869565216,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01;1m_2023-10-01,1m_2020-02-01;1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:2.00,GG:3.25,78,13,19,10,3,9,56,0.45454545454545453,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01;1m_2023-10-01,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:2.00,GG:3.50,78,13,18,9,4,9,56,0.4090909090909091,True,1m_2022-03-01;1m_2022-05-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-06-01;1m_2022-11-01;1m_2023-10-01,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:2.25,GG:0.50,78,12,17,9,3,8,58,0.45,True,1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-03-01;1m_2022-11-01,1m_2020-09-01;1m_2021-03-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2024-09-01;1m_2025-11-01,,,,,,
1,1500,RR:2.25,GG:0.75,78,12,15,7,5,8,58,0.35,True,1m_2022-05-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-03-01;1m_2022-06-01;1m_2022-11-01;1m_2024-07-01,1m_2020-03-01;1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2024-09-01;1m_2025-11-01,,,,,,
1,1500,RR:2.25,GG:1.00,78,12,16,9,3,7,59,0.47368421052631576,True,1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-03-01;1m_2022-11-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:2.25,GG:1.25,78,12,16,10,2,6,60,0.5555555555555556,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01,1m_2020-09-01;1m_2022-01-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:2.25,GG:1.50,78,12,16,10,2,6,60,0.5555555555555556,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01,1m_2020-09-01;1m_2022-01-01;1m_2022-04-01;1m_2022-12-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:2.25,GG:1.75,78,12,18,10,2,8,58,0.5,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01,,,,,,
1,1500,RR:2.25,GG:2.00,78,12,17,10,2,7,59,0.5263157894736842,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01,1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01,,,,,,
1,1500,RR:2.25,GG:2.25,78,12,18,10,2,8,58,0.5,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01,1m_2020-03-01;1m_2020-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2022-12-01;1m_2023-08-01,,,,,,
1,1500,RR:2.25,GG:2.50,78,12,19,10,2,9,57,0.47619047619047616,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:2.25,GG:2.75,78,12,19,10,2,9,57,0.47619047619047616,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:2.25,GG:3.00,78,12,20,10,2,10,56,0.45454545454545453,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01,1m_2020-02-01;1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:2.25,GG:3.25,78,12,19,10,2,9,57,0.47619047619047616,True,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:2.25,GG:3.50,78,12,18,9,3,9,57,0.42857142857142855,True,1m_2022-03-01;1m_2022-05-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-06-01;1m_2022-11-01,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-01-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2025-11-01,,,,,,
1,1500,RR:2.50,GG:0.50,78,13,17,11,2,6,59,0.5789473684210527,True,1m_2022-01-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-03-01;1m_2022-11-01,1m_2020-09-01;1m_2021-03-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2024-09-01,,,,,,
1,1500,RR:2.50,GG:0.75,78,13,15,9,4,6,59,0.47368421052631576,True,1m_2022-01-01;1m_2022-05-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-03-01;1m_2022-06-01;1m_2022-11-01;1m_2024-07-01,1m_2020-03-01;1m_2020-09-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01;1m_2024-09-01,,,,,,
1,1500,RR:2.50,GG:1.00,78,13,16,11,2,5,60,0.6111111111111112,True,1m_2022-01-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-03-01;1m_2022-11-01,1m_2020-09-01;1m_2021-09-01;1m_2022-02-01;1m_2022-04-01;1m_2023-08-01,,,,,,
1,1500,RR:2.50,GG:1.25,78,13,16,12,1,4,61,0.7058823529411765,True,1m_2022-01-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-11-01,1m_2020-09-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01,,,,,,
1,1500,RR:2.50,GG:1.50,78,13,16,12,1,4,61,0.7058823529411765,True,1m_2022-01-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-11-01,1m_2020-09-01;1m_2022-04-01;1m_2022-12-01;1m_2023-08-01,,,,,,
1,1500,RR:2.50,GG:1.75,78,13,18,11,2,7,58,0.55,True,1m_2022-01-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-11-01;1m_2025-11-01,1m_2020-03-01;1m_2020-09-01;1m_2021-09-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01,,,,,,
1,1500,RR:2.50,GG:2.00,78,13,17,11,2,6,59,0.5789473684210527,True,1m_2022-01-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-11-01;1m_2025-11-01,1m_2020-09-01;1m_2021-09-01;1m_2022-02-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01,,,,,,
