left,right,episode_jaccard,shared_episodes,left_only_episodes,right_only_episodes,reciprocal_episodes,both_quarters,rr_only_quarters,other_only_quarters,mean_quarter_pnl,mean_quarter_mdd,mean_left_pnl,mean_right_pnl,mean_left_mdd,mean_right_mdd
RR:1.50,GG:0.50,0.4,4,2,4,True,4,2,5,961.9211538461539,1767.2009615384616,1294.8576923076923,628.9846153846154,1982.448076923077,2198.8923076923074
RR:2.00,GG:0.50,0.4,4,2,4,True,4,2,5,978.5028846153846,1801.8076923076924,1328.0211538461538,628.9846153846154,2020.2961538461539,2198.8923076923074
RR:2.00,GG:0.75,0.4,4,2,4,True,4,2,5,1115.7557692307691,1758.8865384615385,1328.0211538461538,903.4903846153846,2020.2961538461539,2138.146153846154
RR:2.00,GG:2.00,0.4,4,2,4,True,4,2,4,1279.7951923076923,1906.2576923076922,1328.0211538461538,1231.5692307692307,2020.2961538461539,2256.9557692307694
RR:2.00,GG:2.25,0.4,4,2,4,True,4,2,4,1273.139423076923,1924.9576923076922,1328.0211538461538,1218.2576923076922,2020.2961538461539,2330.848076923077
RR:2.00,GG:2.50,0.4,4,2,4,True,4,2,5,1250.9740384615384,1975.7634615384616,1328.0211538461538,1173.9269230769232,2020.2961538461539,2429.0884615384616
RR:2.00,GG:2.75,0.4,4,2,4,True,4,2,5,1279.441346153846,1974.7442307692309,1328.0211538461538,1230.8615384615384,2020.2961538461539,2466.859615384615
RR:0.75,GG:1.75,0.4444444444444444,4,2,3,True,4,2,3,977.3682692307692,1771.5990384615384,847.6826923076923,1107.0538461538463,1719.748076923077,2310.1903846153846
RR:1.00,GG:1.00,0.4444444444444444,4,3,2,True,4,3,2,1096.051923076923,1695.0288461538462,1044.251923076923,1147.851923076923,1790.373076923077,2122.3307692307694
RR:1.00,GG:3.25,0.4444444444444444,4,3,2,True,4,3,3,1124.5384615384617,1856.9173076923078,1044.251923076923,1204.825,1790.373076923077,2497.5653846153846
RR:1.00,GG:3.50,0.4444444444444444,4,3,2,True,4,3,3,1250.6326923076922,1794.0451923076923,1044.251923076923,1457.0134615384616,1790.373076923077,2392.751923076923
RR:1.75,GG:0.50,0.4444444444444444,4,1,4,True,4,1,5,1001.9711538461538,1791.4057692307692,1374.9576923076922,628.9846153846154,1961.7576923076924,2198.8923076923074
RR:1.75,GG:0.75,0.4444444444444444,4,1,4,True,4,1,5,1139.2240384615384,1741.3230769230768,1374.9576923076922,903.4903846153846,1961.7576923076924,2138.146153846154
RR:1.75,GG:2.00,0.4444444444444444,4,1,4,True,4,1,4,1303.2634615384616,1884.8461538461538,1374.9576923076922,1231.5692307692307,1961.7576923076924,2256.9557692307694
RR:1.75,GG:2.25,0.4444444444444444,4,1,4,True,4,1,4,1296.6076923076923,1905.135576923077,1374.9576923076922,1218.2576923076922,1961.7576923076924,2330.848076923077
RR:1.75,GG:2.50,0.4444444444444444,4,1,4,True,4,1,5,1274.4423076923076,1962.6923076923076,1374.9576923076922,1173.9269230769232,1961.7576923076924,2429.0884615384616
RR:1.75,GG:2.75,0.4444444444444444,4,1,4,True,4,1,5,1302.9096153846153,1960.0403846153845,1374.9576923076922,1230.8615384615384,1961.7576923076924,2466.859615384615
RR:2.00,GG:1.75,0.4444444444444444,4,2,3,True,4,2,3,1217.5375,1947.8682692307693,1328.0211538461538,1107.0538461538463,2020.2961538461539,2310.1903846153846
RR:2.00,GG:3.00,0.4444444444444444,4,2,3,True,4,2,4,1334.8567307692308,1970.4721153846156,1328.0211538461538,1341.6923076923076,2020.2961538461539,2450.9326923076924
RR:2.25,GG:0.50,0.4444444444444444,4,1,4,True,4,1,5,1007.0432692307693,1787.8990384615386,1385.101923076923,628.9846153846154,2014.0692307692307,2198.8923076923074
RR:2.25,GG:0.75,0.4444444444444444,4,1,4,True,4,1,5,1144.2961538461539,1750.0375,1385.101923076923,903.4903846153846,2014.0692307692307,2138.146153846154
RR:2.25,GG:2.00,0.4444444444444444,4,1,4,True,4,1,4,1308.3355769230768,1897.9971153846154,1385.101923076923,1231.5692307692307,2014.0692307692307,2256.9557692307694
RR:2.25,GG:2.25,0.4444444444444444,4,1,4,True,4,1,4,1301.6798076923076,1922.2884615384614,1385.101923076923,1218.2576923076922,2014.0692307692307,2330.848076923077
RR:2.25,GG:2.50,0.4444444444444444,4,1,4,True,4,1,5,1279.514423076923,1969.8865384615385,1385.101923076923,1173.9269230769232,2014.0692307692307,2429.0884615384616
RR:2.25,GG:2.75,0.4444444444444444,4,1,4,True,4,1,5,1307.9817307692308,1975.9615384615383,1385.101923076923,1230.8615384615384,2014.0692307692307,2466.859615384615
RR:2.75,GG:0.50,0.45454545454545453,5,3,3,True,5,3,4,1029.073076923077,1821.3673076923078,1429.1615384615384,628.9846153846154,2118.8211538461537,2198.8923076923074
RR:0.75,GG:1.00,0.5,4,2,2,True,4,2,2,997.7673076923077,1650.55,847.6826923076923,1147.851923076923,1719.748076923077,2122.3307692307694
RR:0.75,GG:3.25,0.5,4,2,2,True,4,2,3,1026.253846153846,1825.808653846154,847.6826923076923,1204.825,1719.748076923077,2497.5653846153846
RR:0.75,GG:3.50,0.5,4,2,2,True,4,2,3,1152.3480769230769,1759.8067307692309,847.6826923076923,1457.0134615384616,1719.748076923077,2392.751923076923
RR:1.25,GG:1.25,0.5,4,3,1,True,4,3,1,1215.696153846154,1711.4317307692309,1134.525,1296.8673076923076,1839.5403846153847,2154.0403846153845
RR:1.25,GG:1.50,0.5,4,3,1,True,4,3,1,1208.2961538461539,1742.3259615384616,1134.525,1282.0673076923076,1839.5403846153847,2181.525
RR:1.75,GG:1.75,0.5,4,1,3,True,4,1,3,1241.0057692307691,1929.1471153846155,1374.9576923076922,1107.0538461538463,1961.7576923076924,2310.1903846153846
RR:1.75,GG:3.00,0.5,4,1,3,True,4,1,4,1358.325,1947.8278846153846,1374.9576923076922,1341.6923076923076,1961.7576923076924,2450.9326923076924
RR:2.00,GG:1.00,0.5,4,2,2,True,4,2,2,1237.9365384615385,1779.5817307692307,1328.0211538461538,1147.851923076923,2020.2961538461539,2122.3307692307694
RR:2.00,GG:3.25,0.5,4,2,2,True,4,2,3,1266.423076923077,1979.8701923076924,1328.0211538461538,1204.825,2020.2961538461539,2497.5653846153846
RR:2.00,GG:3.50,0.5,4,2,2,True,4,2,3,1392.5173076923077,1915.2740384615386,1328.0211538461538,1457.0134615384616,2020.2961538461539,2392.751923076923
RR:2.25,GG:1.75,0.5,4,1,3,True,4,1,3,1246.0778846153846,1933.7423076923078,1385.101923076923,1107.0538461538463,2014.0692307692307,2310.1903846153846
RR:2.25,GG:3.00,0.5,4,1,3,True,4,1,4,1363.3971153846155,1976.5701923076924,1385.101923076923,1341.6923076923076,2014.0692307692307,2450.9326923076924
RR:3.00,GG:1.25,0.5,4,3,1,True,4,3,1,1360.7182692307692,1889.116346153846,1424.5692307692307,1296.8673076923076,2172.0346153846153,2154.0403846153845
RR:3.00,GG:1.50,0.5,4,3,1,True,4,3,1,1353.3182692307691,1957.4086538461538,1424.5692307692307,1282.0673076923076,2172.0346153846153,2181.525
RR:1.00,GG:2.00,0.5,5,2,3,True,5,2,3,1137.9105769230769,1786.0278846153847,1044.251923076923,1231.5692307692307,1790.373076923077,2256.9557692307694
RR:1.00,GG:2.25,0.5,5,2,3,True,5,2,3,1131.2548076923076,1811.4711538461538,1044.251923076923,1218.2576923076922,1790.373076923077,2330.848076923077
RR:1.00,GG:2.50,0.5,5,2,3,True,5,2,4,1109.0894230769231,1869.823076923077,1044.251923076923,1173.9269230769232,1790.373076923077,2429.0884615384616
RR:1.00,GG:2.75,0.5,5,2,3,True,5,2,4,1137.5567307692309,1869.9615384615386,1044.251923076923,1230.8615384615384,1790.373076923077,2466.859615384615
RR:1.25,GG:0.50,0.5,5,2,3,True,5,2,4,881.7548076923077,1705.4528846153846,1134.525,628.9846153846154,1839.5403846153847,2198.8923076923074
RR:1.25,GG:0.75,0.5,5,2,3,True,5,2,4,1019.0076923076923,1685.889423076923,1134.525,903.4903846153846,1839.5403846153847,2138.146153846154
RR:3.00,GG:0.75,0.5,5,2,3,True,5,2,4,1164.0298076923077,1853.5923076923077,1424.5692307692307,903.4903846153846,2172.0346153846153,2138.146153846154
RR:3.00,GG:2.00,0.5,5,2,3,True,5,2,3,1328.0692307692307,2006.6442307692307,1424.5692307692307,1231.5692307692307,2172.0346153846153,2256.9557692307694
RR:3.00,GG:2.25,0.5,5,2,3,True,5,2,3,1321.4134615384614,2021.0375,1424.5692307692307,1218.2576923076922,2172.0346153846153,2330.848076923077
RR:3.00,GG:2.50,0.5,5,2,3,True,5,2,4,1299.248076923077,2070.797115384615,1424.5692307692307,1173.9269230769232,2172.0346153846153,2429.0884615384616
RR:3.00,GG:2.75,0.5,5,2,3,True,5,2,4,1327.7153846153847,2082.143269230769,1424.5692307692307,1230.8615384615384,2172.0346153846153,2466.859615384615
RR:3.25,GG:0.50,0.5,5,2,3,True,5,2,4,1076.9817307692308,1847.4125,1524.9788461538462,628.9846153846154,2154.25,2198.8923076923074
RR:3.50,GG:0.50,0.5,5,2,3,True,5,2,4,1046.8673076923078,1849.6990384615383,1464.75,628.9846153846154,2201.976923076923,2198.8923076923074
RR:0.75,GG:0.50,0.5555555555555556,5,1,3,True,5,1,4,738.3336538461539,1665.814423076923,847.6826923076923,628.9846153846154,1719.748076923077,2198.8923076923074
RR:0.75,GG:2.00,0.5555555555555556,5,1,3,True,5,1,3,1039.6259615384615,1740.635576923077,847.6826923076923,1231.5692307692307,1719.748076923077,2256.9557692307694
RR:0.75,GG:2.25,0.5555555555555556,5,1,3,True,5,1,3,1032.9701923076923,1766.4259615384615,847.6826923076923,1218.2576923076922,1719.748076923077,2330.848076923077
RR:0.75,GG:2.50,0.5555555555555556,5,1,3,True,5,1,4,1010.8048076923077,1822.7048076923077,847.6826923076923,1173.9269230769232,1719.748076923077,2429.0884615384616
RR:0.75,GG:2.75,0.5555555555555556,5,1,3,True,5,1,4,1039.2721153846155,1827.8740384615385,847.6826923076923,1230.8615384615384,1719.748076923077,2466.859615384615
RR:1.00,GG:3.00,0.5555555555555556,5,2,2,True,5,2,3,1192.9721153846153,1859.6519230769231,1044.251923076923,1341.6923076923076,1790.373076923077,2450.9326923076924
RR:1.25,GG:1.75,0.5555555555555556,5,2,2,True,5,2,2,1120.789423076923,1833.576923076923,1134.525,1107.0538461538463,1839.5403846153847,2310.1903846153846
RR:1.50,GG:0.75,0.5555555555555556,5,1,3,True,5,1,4,1099.1740384615384,1720.0653846153846,1294.8576923076923,903.4903846153846,1982.448076923077,2138.146153846154
RR:1.50,GG:2.00,0.5555555555555556,5,1,3,True,5,1,3,1263.2134615384616,1843.9134615384614,1294.8576923076923,1231.5692307692307,1982.448076923077,2256.9557692307694
RR:1.50,GG:2.25,0.5555555555555556,5,1,3,True,5,1,3,1256.5576923076924,1868.360576923077,1294.8576923076923,1218.2576923076922,1982.448076923077,2330.848076923077
RR:1.50,GG:2.50,0.5555555555555556,5,1,3,True,5,1,4,1234.3923076923077,1917.2509615384615,1294.8576923076923,1173.9269230769232,1982.448076923077,2429.0884615384616
RR:1.50,GG:2.75,0.5555555555555556,5,1,3,True,5,1,4,1262.8596153846154,1917.746153846154,1294.8576923076923,1230.8615384615384,1982.448076923077,2466.859615384615
RR:2.50,GG:0.50,0.5555555555555556,5,1,3,True,5,1,4,1061.571153846154,1794.1538461538462,1494.1576923076923,628.9846153846154,2005.6846153846154,2198.8923076923074
RR:3.00,GG:1.75,0.5555555555555556,5,2,2,True,5,2,2,1265.8115384615385,2029.8875,1424.5692307692307,1107.0538461538463,2172.0346153846153,2310.1903846153846
RR:3.00,GG:3.00,0.5555555555555556,5,2,2,True,5,2,3,1383.1307692307691,2079.996153846154,1424.5692307692307,1341.6923076923076,2172.0346153846153,2450.9326923076924
RR:0.75,GG:1.25,0.5714285714285714,4,2,1,True,4,2,1,1072.275,1654.6057692307693,847.6826923076923,1296.8673076923076,1719.748076923077,2154.0403846153845
RR:0.75,GG:1.50,0.5714285714285714,4,2,1,True,4,2,1,1064.875,1679.8471153846156,847.6826923076923,1282.0673076923076,1719.748076923077,2181.525
RR:1.50,GG:1.25,0.5714285714285714,4,2,1,True,4,2,1,1295.8625,1760.1615384615384,1294.8576923076923,1296.8673076923076,1982.448076923077,2154.0403846153845
RR:1.50,GG:1.50,0.5714285714285714,4,2,1,True,4,2,1,1288.4624999999999,1804.6221153846154,1294.8576923076923,1282.0673076923076,1982.448076923077,2181.525
RR:1.75,GG:1.00,0.5714285714285714,4,1,2,True,4,1,2,1261.4048076923077,1759.9019230769231,1374.9576923076922,1147.851923076923,1961.7576923076924,2122.3307692307694
RR:1.75,GG:3.25,0.5714285714285714,4,1,2,True,4,1,3,1289.8913461538461,1952.6240384615385,1374.9576923076922,1204.825,1961.7576923076924,2497.5653846153846
RR:1.75,GG:3.50,0.5714285714285714,4,1,2,True,4,1,3,1415.985576923077,1883.85,1374.9576923076922,1457.0134615384616,1961.7576923076924,2392.751923076923
RR:2.00,GG:1.25,0.5714285714285714,4,2,1,True,4,2,1,1312.4442307692307,1801.3125,1328.0211538461538,1296.8673076923076,2020.2961538461539,2154.0403846153845
RR:2.00,GG:1.50,0.5714285714285714,4,2,1,True,4,2,1,1305.0442307692308,1881.069230769231,1328.0211538461538,1282.0673076923076,2020.2961538461539,2181.525
RR:2.25,GG:1.00,0.5714285714285714,4,1,2,True,4,1,2,1266.4769230769232,1774.564423076923,1385.101923076923,1147.851923076923,2014.0692307692307,2122.3307692307694
RR:2.25,GG:3.25,0.5714285714285714,4,1,2,True,4,1,3,1294.9634615384614,1980.8759615384615,1385.101923076923,1204.825,2014.0692307692307,2497.5653846153846
RR:2.25,GG:3.50,0.5714285714285714,4,1,2,True,4,1,3,1421.0576923076924,1919.923076923077,1385.101923076923,1457.0134615384616,2014.0692307692307,2392.751923076923
RR:2.75,GG:0.75,0.6,6,2,2,True,6,2,3,1166.3259615384616,1802.7317307692308,1429.1615384615384,903.4903846153846,2118.8211538461537,2138.146153846154
RR:2.75,GG:2.00,0.6,6,2,2,True,6,2,2,1330.3653846153845,1960.191346153846,1429.1615384615384,1231.5692307692307,2118.8211538461537,2256.9557692307694
RR:2.75,GG:2.25,0.6,6,2,2,True,6,2,2,1323.7096153846153,1973.8182692307691,1429.1615384615384,1218.2576923076922,2118.8211538461537,2330.848076923077
RR:2.75,GG:2.50,0.6,6,2,2,True,6,2,3,1301.5442307692308,2021.65,1429.1615384615384,1173.9269230769232,2118.8211538461537,2429.0884615384616
RR:2.75,GG:2.75,0.6,6,2,2,True,6,2,3,1330.0115384615385,2028.3374999999999,1429.1615384615384,1230.8615384615384,2118.8211538461537,2466.859615384615
RR:0.75,GG:3.00,0.625,5,1,2,True,5,1,3,1094.6875,1815.9567307692307,847.6826923076923,1341.6923076923076,1719.748076923077,2450.9326923076924
RR:1.25,GG:1.00,0.625,5,2,1,True,5,2,1,1141.1884615384615,1698.201923076923,1134.525,1147.851923076923,1839.5403846153847,2122.3307692307694
RR:1.25,GG:3.25,0.625,5,2,1,True,5,2,2,1169.675,1877.060576923077,1134.525,1204.825,1839.5403846153847,2497.5653846153846
RR:1.25,GG:3.50,0.625,5,2,1,True,5,2,2,1295.7692307692307,1820.1192307692309,1134.525,1457.0134615384616,1839.5403846153847,2392.751923076923
RR:1.50,GG:1.75,0.625,5,1,2,True,5,1,2,1200.9557692307692,1886.5240384615386,1294.8576923076923,1107.0538461538463,1982.448076923077,2310.1903846153846
RR:1.50,GG:3.00,0.625,5,1,2,True,5,1,3,1318.275,1911.3836538461537,1294.8576923076923,1341.6923076923076,1982.448076923077,2450.9326923076924
RR:2.75,GG:1.25,0.625,5,3,0,False,5,3,0,1363.014423076923,1836.0192307692307,1429.1615384615384,1296.8673076923076,2118.8211538461537,2154.0403846153845
RR:2.75,GG:1.50,0.625,5,3,0,False,5,3,0,1355.614423076923,1912.8692307692309,1429.1615384615384,1282.0673076923076,2118.8211538461537,2181.525
RR:3.00,GG:1.00,0.625,5,2,1,True,5,2,1,1286.2105769230768,1877.9971153846154,1424.5692307692307,1147.851923076923,2172.0346153846153,2122.3307692307694
RR:3.00,GG:3.25,0.625,5,2,1,True,5,2,2,1314.6971153846152,2094.3298076923074,1424.5692307692307,1204.825,2172.0346153846153,2497.5653846153846
RR:3.00,GG:3.50,0.625,5,2,1,True,5,2,2,1440.7913461538462,2029.5423076923078,1424.5692307692307,1457.0134615384616,2172.0346153846153,2392.751923076923
RR:1.75,GG:1.25,0.6666666666666666,4,1,1,True,4,1,1,1335.9125,1794.3115384615385,1374.9576923076922,1296.8673076923076,1961.7576923076924,2154.0403846153845
RR:1.75,GG:1.50,0.6666666666666666,4,1,1,True,4,1,1,1328.5125,1851.6807692307693,1374.9576923076922,1282.0673076923076,1961.7576923076924,2181.525
RR:2.25,GG:1.25,0.6666666666666666,4,1,1,True,4,1,1,1340.9846153846154,1792.6221153846154,1385.101923076923,1296.8673076923076,2014.0692307692307,2154.0403846153845
RR:2.25,GG:1.50,0.6666666666666666,4,1,1,True,4,1,1,1333.5846153846153,1868.9211538461539,1385.101923076923,1282.0673076923076,2014.0692307692307,2181.525
RR:1.25,GG:2.00,0.6666666666666666,6,1,2,True,6,1,2,1183.0471153846154,1802.5509615384617,1134.525,1231.5692307692307,1839.5403846153847,2256.9557692307694
RR:1.25,GG:2.25,0.6666666666666666,6,1,2,True,6,1,2,1176.3913461538461,1823.5932692307692,1134.525,1218.2576923076922,1839.5403846153847,2330.848076923077
RR:1.25,GG:2.50,0.6666666666666666,6,1,2,True,6,1,3,1154.2259615384617,1892.725,1134.525,1173.9269230769232,1839.5403846153847,2429.0884615384616
RR:1.25,GG:2.75,0.6666666666666666,6,1,2,True,6,1,3,1182.6932692307691,1891.7663461538461,1134.525,1230.8615384615384,1839.5403846153847,2466.859615384615
RR:2.75,GG:1.75,0.6666666666666666,6,2,1,True,6,2,1,1268.1076923076923,1981.260576923077,1429.1615384615384,1107.0538461538463,2118.8211538461537,2310.1903846153846
RR:2.75,GG:3.00,0.6666666666666666,6,2,1,True,6,2,2,1385.426923076923,2033.0451923076923,1429.1615384615384,1341.6923076923076,2118.8211538461537,2450.9326923076924
RR:3.25,GG:0.75,0.6666666666666666,6,1,2,True,6,1,3,1214.2346153846154,1838.376923076923,1524.9788461538462,903.4903846153846,2154.25,2138.146153846154
RR:3.25,GG:2.00,0.6666666666666666,6,1,2,True,6,1,2,1378.2740384615383,1989.0701923076924,1524.9788461538462,1231.5692307692307,2154.25,2256.9557692307694
RR:3.25,GG:2.25,0.6666666666666666,6,1,2,True,6,1,2,1371.618269230769,2011.7269230769232,1524.9788461538462,1218.2576923076922,2154.25,2330.848076923077
RR:3.25,GG:2.50,0.6666666666666666,6,1,2,True,6,1,3,1349.4528846153846,2068.5846153846155,1524.9788461538462,1173.9269230769232,2154.25,2429.0884615384616
RR:3.25,GG:2.75,0.6666666666666666,6,1,2,True,6,1,3,1377.9201923076923,2078.5557692307693,1524.9788461538462,1230.8615384615384,2154.25,2466.859615384615
RR:3.50,GG:0.75,0.6666666666666666,6,1,2,True,6,1,3,1184.1201923076924,1850.2230769230769,1464.75,903.4903846153846,2201.976923076923,2138.146153846154
RR:3.50,GG:2.00,0.6666666666666666,6,1,2,True,6,1,2,1348.1596153846153,2007.9942307692306,1464.75,1231.5692307692307,2201.976923076923,2256.9557692307694
RR:3.50,GG:2.25,0.6666666666666666,6,1,2,True,6,1,2,1341.503846153846,2024.7798076923077,1464.75,1218.2576923076922,2201.976923076923,2330.848076923077
RR:3.50,GG:2.50,0.6666666666666666,6,1,2,True,6,1,3,1319.3384615384616,2080.3115384615385,1464.75,1173.9269230769232,2201.976923076923,2429.0884615384616
RR:3.50,GG:2.75,0.6666666666666666,6,1,2,True,6,1,3,1347.8057692307693,2084.7548076923076,1464.75,1230.8615384615384,2201.976923076923,2466.859615384615
RR:1.50,GG:1.00,0.7142857142857143,5,1,1,True,5,1,1,1221.3548076923078,1747.2567307692307,1294.8576923076923,1147.851923076923,1982.448076923077,2122.3307692307694
RR:1.50,GG:3.25,0.7142857142857143,5,1,1,True,5,1,2,1249.8413461538462,1918.7826923076923,1294.8576923076923,1204.825,1982.448076923077,2497.5653846153846
RR:1.50,GG:3.50,0.7142857142857143,5,1,1,True,5,1,2,1375.935576923077,1866.6519230769231,1294.8576923076923,1457.0134615384616,1982.448076923077,2392.751923076923
RR:3.25,GG:1.25,0.7142857142857143,5,2,0,False,5,2,0,1410.923076923077,1885.0230769230768,1524.9788461538462,1296.8673076923076,2154.25,2154.0403846153845
RR:3.25,GG:1.50,0.7142857142857143,5,2,0,False,5,2,0,1403.5230769230768,1955.191346153846,1524.9788461538462,1282.0673076923076,2154.25,2181.525
RR:3.50,GG:1.25,0.7142857142857143,5,2,0,False,5,2,0,1380.8086538461537,1911.7076923076925,1464.75,1296.8673076923076,2201.976923076923,2154.0403846153845
RR:3.50,GG:1.50,0.7142857142857143,5,2,0,False,5,2,0,1373.4086538461538,1969.0701923076924,1464.75,1282.0673076923076,2201.976923076923,2181.525
RR:1.25,GG:3.00,0.75,6,1,1,True,6,1,2,1238.1086538461539,1869.246153846154,1134.525,1341.6923076923076,1839.5403846153847,2450.9326923076924
RR:2.50,GG:0.75,0.75,6,0,2,False,6,0,3,1198.8240384615385,1761.2711538461538,1494.1576923076923,903.4903846153846,2005.6846153846154,2138.146153846154
RR:2.50,GG:2.00,0.75,6,0,2,False,6,0,2,1362.8634615384615,1914.8913461538461,1494.1576923076923,1231.5692307692307,2005.6846153846154,2256.9557692307694
RR:2.50,GG:2.25,0.75,6,0,2,False,6,0,2,1356.2076923076925,1948.9288461538463,1494.1576923076923,1218.2576923076922,2005.6846153846154,2330.848076923077
RR:2.50,GG:2.50,0.75,6,0,2,False,6,0,3,1334.0423076923078,1990.3576923076923,1494.1576923076923,1173.9269230769232,2005.6846153846154,2429.0884615384616
RR:2.50,GG:2.75,0.75,6,0,2,False,6,0,3,1362.5096153846155,1993.6701923076923,1494.1576923076923,1230.8615384615384,2005.6846153846154,2466.859615384615
RR:2.75,GG:1.00,0.75,6,2,0,False,6,2,0,1288.5067307692307,1827.2125,1429.1615384615384,1147.851923076923,2118.8211538461537,2122.3307692307694
RR:2.75,GG:3.25,0.75,6,2,0,False,6,2,1,1316.9932692307693,2047.3932692307692,1429.1615384615384,1204.825,2118.8211538461537,2497.5653846153846
RR:2.75,GG:3.50,0.75,6,2,0,False,6,2,1,1443.0874999999999,1980.7230769230769,1429.1615384615384,1457.0134615384616,2118.8211538461537,2392.751923076923
RR:3.25,GG:1.75,0.75,6,1,1,True,6,1,1,1316.0163461538461,2021.1865384615385,1524.9788461538462,1107.0538461538463,2154.25,2310.1903846153846
RR:3.25,GG:3.00,0.75,6,1,1,True,6,1,2,1433.335576923077,2078.7173076923077,1524.9788461538462,1341.6923076923076,2154.25,2450.9326923076924
RR:3.50,GG:1.75,0.75,6,1,1,True,6,1,1,1285.9019230769231,2037.5528846153845,1464.75,1107.0538461538463,2201.976923076923,2310.1903846153846
RR:3.50,GG:3.00,0.75,6,1,1,True,6,1,2,1403.2211538461538,2088.7471153846154,1464.75,1341.6923076923076,2201.976923076923,2450.9326923076924
RR:2.50,GG:1.25,0.8333333333333334,5,1,0,False,5,1,0,1395.5125,1798.4365384615385,1494.1576923076923,1296.8673076923076,2005.6846153846154,2154.0403846153845
RR:2.50,GG:1.50,0.8333333333333334,5,1,0,False,5,1,0,1388.1125,1874.821153846154,1494.1576923076923,1282.0673076923076,2005.6846153846154,2181.525
RR:2.50,GG:1.75,0.8571428571428571,6,0,1,False,6,0,1,1300.6057692307693,1946.9153846153845,1494.1576923076923,1107.0538461538463,2005.6846153846154,2310.1903846153846
RR:2.50,GG:3.00,0.8571428571428571,6,0,1,False,6,0,2,1417.925,1996.7692307692307,1494.1576923076923,1341.6923076923076,2005.6846153846154,2450.9326923076924
