case,start,left,right,net_pnl,max_drawdown,worst_drawdown_at,longest_underwater_trading_dates,longest_underwater_calendar_days,unrecovered_at_end,recovered_episodes,worst_1d_change,worst_5d_change,worst_20d_change,left_pnl,right_pnl,left_mdd,right_mdd
3m_2021-10-01,2021-10-01T00:00:00,RR:3.25,GG:1.00,2430.85,1129.1,2021-12-03,36,53,True,6,-489.9749999999999,-741.075,-1105.35,2225.95,2635.75,1912.1000000000001,1015.8000000000001
3m_2021-10-01,2021-10-01T00:00:00,RR:3.25,GG:1.25,2402.3,1444.2,2021-12-06,35,52,True,6,-489.9749999999999,-983.4999999999998,-1399.9750000000001,2225.95,2578.65,1912.1000000000001,1261.6
3m_2021-10-01,2021-10-01T00:00:00,RR:3.25,GG:1.50,2429.375,1498.375,2021-12-06,35,52,True,7,-489.97500000000014,-1118.1749999999997,-1352.1750000000002,2225.95,2632.8,1912.1000000000001,1248.6999999999998
3m_2021-10-01,2021-10-01T00:00:00,RR:3.25,GG:1.75,2793.325,1489.575,2021-12-06,35,52,True,7,-489.9749999999999,-1103.175,-1343.375,2225.95,3360.7,1912.1000000000001,1220.55
3m_2021-10-01,2021-10-01T00:00:00,RR:3.25,GG:2.00,3026.55,1406.65,2021-12-06,24,35,True,9,-489.97500000000036,-1072.6749999999997,-1290.775,2225.95,3827.15,1912.1000000000001,1250.5
3m_2021-10-01,2021-10-01T00:00:00,RR:3.25,GG:2.25,3217.2999999999997,1306.375,2021-12-06,24,35,True,8,-489.9749999999999,-1009.4000000000001,-1152.4,2225.95,4208.65,1912.1000000000001,1049.9500000000003
3m_2021-10-01,2021-10-01T00:00:00,RR:3.25,GG:2.50,3011.725,1385.3750000000005,2021-12-06,24,35,True,6,-489.9749999999999,-1089.9,-1246.875,2225.95,3797.5,1912.1000000000001,1207.9499999999998
3m_2021-10-01,2021-10-01T00:00:00,RR:3.25,GG:2.75,2765.425,1539.0749999999998,2021-12-06,35,52,True,5,-489.9749999999999,-1122.875,-1488.875,2225.95,3304.9,1912.1000000000001,1456.0000000000002
3m_2021-10-01,2021-10-01T00:00:00,RR:3.25,GG:3.00,2484.25,1524.2000000000003,2021-12-06,39,56,True,4,-489.97500000000014,-1083.1,-1474.0,2225.95,2742.55,1912.1000000000001,1426.25
3m_2021-10-01,2021-10-01T00:00:00,RR:3.25,GG:3.25,2671.75,1539.475,2021-12-06,39,56,True,4,-489.97500000000014,-1020.8499999999999,-1489.275,2225.95,3117.55,1912.1000000000001,1456.8000000000002
3m_2021-10-01,2021-10-01T00:00:00,RR:3.25,GG:3.50,2741.975,1568.9999999999998,2021-12-06,39,56,True,5,-489.9749999999999,-1020.8500000000001,-1518.8,2225.95,3258.0,1912.1000000000001,1515.8500000000001
3m_2021-10-01,2021-10-01T00:00:00,RR:3.50,GG:0.50,1776.45,1533.8750000000002,2021-12-03,40,57,True,4,-436.5,-781.5,-1471.1250000000002,1947.65,1605.25,1966.4499999999998,1780.6000000000001
3m_2021-10-01,2021-10-01T00:00:00,RR:3.50,GG:0.75,1715.475,1534.75,2021-12-03,40,57,True,4,-489.97500000000014,-825.45,-1511.0,1947.65,1483.3,1966.4499999999998,1782.3500000000001
3m_2021-10-01,2021-10-01T00:00:00,RR:3.50,GG:1.00,2291.7,1051.3500000000001,2021-12-03,36,53,True,5,-489.9749999999999,-726.075,-1027.6000000000001,1947.65,2635.75,1966.4499999999998,1015.8000000000001
3m_2021-10-01,2021-10-01T00:00:00,RR:3.50,GG:1.25,2263.15,1366.4500000000003,2021-12-06,35,52,True,5,-489.9749999999999,-974.0,-1322.2250000000001,1947.65,2578.65,1966.4499999999998,1261.6
3m_2021-10-01,2021-10-01T00:00:00,RR:3.50,GG:1.50,2290.2250000000004,1420.6250000000002,2021-12-06,35,52,True,6,-489.9749999999997,-1108.675,-1274.4250000000002,1947.65,2632.8,1966.4499999999998,1248.6999999999998
3m_2021-10-01,2021-10-01T00:00:00,RR:3.50,GG:1.75,2654.175,1411.8250000000003,2021-12-06,35,52,True,6,-489.9749999999999,-1093.6750000000002,-1265.6250000000002,1947.65,3360.7,1966.4499999999998,1220.55
3m_2021-10-01,2021-10-01T00:00:00,RR:3.50,GG:2.00,2887.4,1366.6499999999999,2021-12-06,24,35,True,8,-489.9749999999997,-1063.1750000000004,-1213.0249999999999,1947.65,3827.15,1966.4499999999998,1250.5
3m_2021-10-01,2021-10-01T00:00:00,RR:3.50,GG:2.25,3078.1499999999996,1266.3750000000002,2021-12-06,24,35,True,7,-489.97500000000036,-999.8999999999999,-1074.6499999999999,1947.65,4208.65,1966.4499999999998,1049.9500000000003
3m_2021-10-01,2021-10-01T00:00:00,RR:3.50,GG:2.50,2872.575,1345.375,2021-12-06,24,35,True,6,-489.9749999999999,-1080.4,-1169.125,1947.65,3797.5,1966.4499999999998,1207.9499999999998
3m_2021-10-01,2021-10-01T00:00:00,RR:3.50,GG:2.75,2626.275,1461.3249999999998,2021-12-06,36,53,True,5,-489.9749999999999,-1113.375,-1411.125,1947.65,3304.9,1966.4499999999998,1456.0000000000002
3m_2021-10-01,2021-10-01T00:00:00,RR:3.50,GG:3.00,2345.1000000000004,1446.4499999999998,2021-12-06,39,56,True,4,-489.9749999999997,-1073.6000000000004,-1396.25,1947.65,2742.55,1966.4499999999998,1426.25
3m_2021-10-01,2021-10-01T00:00:00,RR:3.50,GG:3.25,2532.6000000000004,1461.725,2021-12-06,39,56,True,4,-489.9749999999997,-1011.3500000000004,-1411.525,1947.65,3117.55,1966.4499999999998,1456.8000000000002
3m_2021-10-01,2021-10-01T00:00:00,RR:3.50,GG:3.50,2602.825,1491.25,2021-12-06,39,56,True,5,-489.97500000000014,-1011.3499999999999,-1441.0500000000002,1947.65,3258.0,1966.4499999999998,1515.8500000000001
3m_2021-10-01,2021-10-01T00:00:00,RR:0.50,RR:2.50,1209.375,1547.4500000000003,2021-12-20,39,56,True,5,-401.9749999999999,-689.1999999999998,-1380.3750000000002,587.75,1831.0,1297.45,1872.4
3m_2021-10-01,2021-10-01T00:00:00,RR:0.50,RR:0.50,587.75,1297.45,2021-12-03,40,57,True,7,-318.45,-530.5,-1252.15,587.75,587.75,1297.45,1297.45
3m_2021-10-01,2021-10-01T00:00:00,RR:0.75,RR:0.75,516.5,1522.35,2021-12-20,40,57,True,5,-318.45000000000005,-842.5,-1427.3,516.5,516.5,1522.35,1522.35
3m_2021-10-01,2021-10-01T00:00:00,RR:1.00,RR:1.00,1105.9,1560.25,2021-12-20,40,57,True,5,-318.45000000000005,-765.7,-1347.6,1105.9,1105.9,1560.25,1560.25
3m_2021-10-01,2021-10-01T00:00:00,RR:1.25,RR:1.25,1346.0,1412.4,2021-12-20,40,57,True,4,-526.45,-827.2,-1182.85,1346.0,1346.0,1412.4,1412.4
3m_2021-10-01,2021-10-01T00:00:00,RR:1.50,RR:1.50,1053.0,1903.5499999999997,2021-12-17,39,56,True,6,-571.9499999999998,-849.8999999999999,-1644.85,1053.0,1053.0,1903.5499999999997,1903.5499999999997
3m_2021-10-01,2021-10-01T00:00:00,RR:1.75,RR:1.75,1344.5,1735.8500000000001,2021-12-20,28,39,True,6,-571.95,-763.3999999999999,-1735.8500000000001,1344.5,1344.5,1735.8500000000001,1735.8500000000001
3m_2021-10-01,2021-10-01T00:00:00,RR:2.00,RR:2.00,1761.85,1736.35,2021-12-20,28,39,True,5,-571.9499999999998,-749.8499999999999,-1736.35,1761.85,1761.85,1736.35,1736.35
3m_2021-10-01,2021-10-01T00:00:00,RR:2.25,RR:2.25,1460.2,1925.1000000000001,2021-12-20,39,56,True,4,-571.9499999999998,-953.4000000000001,-1820.8,1460.2,1460.2,1925.1000000000001,1925.1000000000001
3m_2021-10-01,2021-10-01T00:00:00,RR:2.50,RR:2.50,1831.0,1872.4,2021-12-20,39,56,True,4,-571.9499999999998,-982.8,-1763.6999999999998,1831.0,1831.0,1872.4,1872.4
3m_2021-10-01,2021-10-01T00:00:00,RR:2.75,RR:2.75,1661.95,1920.3,2021-12-20,39,56,True,3,-571.9499999999998,-947.8,-1740.6499999999999,1661.95,1661.95,1920.3,1920.3
3m_2021-10-01,2021-10-01T00:00:00,RR:3.00,RR:3.00,1552.7,2125.7,2021-12-20,39,56,True,3,-571.9499999999998,-1118.7499999999998,-2000.05,1552.7,1552.7,2125.7,2125.7
3m_2021-10-01,2021-10-01T00:00:00,RR:3.25,RR:3.25,2225.95,1912.1000000000001,2021-12-20,39,56,True,3,-571.9500000000003,-987.6499999999999,-1835.95,2225.95,2225.95,1912.1000000000001,1912.1000000000001
3m_2021-10-01,2021-10-01T00:00:00,RR:3.50,RR:3.50,1947.65,1966.4499999999998,2021-12-20,39,56,True,4,-571.9499999999998,-968.6500000000001,-1965.7999999999997,1947.65,1947.65,1966.4499999999998,1966.4499999999998
3m_2021-10-01,2021-10-01T00:00:00,GG:0.50,GG:0.50,1605.25,1780.6000000000001,2021-12-03,40,57,True,5,-618.75,-959.1,-1619.5500000000002,1605.25,1605.25,1780.6000000000001,1780.6000000000001
3m_2021-10-01,2021-10-01T00:00:00,GG:0.75,GG:0.75,1483.3,1782.3500000000001,2021-12-03,35,49,True,4,-725.6999999999999,-1060.8500000000001,-1639.15,1483.3,1483.3,1782.3500000000001,1782.3500000000001
3m_2021-10-01,2021-10-01T00:00:00,GG:1.00,GG:1.00,2635.75,1015.8000000000001,2021-11-11,18,26,True,8,-725.7,-1015.8000000000001,-672.35,2635.75,2635.75,1015.8000000000001,1015.8000000000001
3m_2021-10-01,2021-10-01T00:00:00,GG:1.25,GG:1.25,2578.65,1261.6,2021-12-03,32,46,True,7,-725.7,-979.3499999999999,-1261.6,2578.65,2578.65,1261.6,1261.6
3m_2021-10-01,2021-10-01T00:00:00,GG:1.50,GG:1.50,2632.8,1248.6999999999998,2021-12-06,16,24,True,6,-725.6999999999998,-1248.6999999999998,-1166.0,2632.8,2632.8,1248.6999999999998,1248.6999999999998
3m_2021-10-01,2021-10-01T00:00:00,GG:1.75,GG:1.75,3360.7,1220.55,2021-12-06,32,46,True,6,-725.6999999999998,-1218.7,-1148.4,3360.7,3360.7,1220.55,1220.55
3m_2021-10-01,2021-10-01T00:00:00,GG:2.00,GG:2.00,3827.15,1250.5,2021-12-06,22,32,True,8,-725.6999999999998,-1157.7000000000003,-1059.8000000000002,3827.15,3827.15,1250.5,1250.5
3m_2021-10-01,2021-10-01T00:00:00,GG:2.25,GG:2.25,4208.65,1049.9500000000003,2021-12-06,18,26,True,8,-725.7000000000003,-1031.15,-783.0500000000002,4208.65,4208.65,1049.9500000000003,1049.9500000000003
3m_2021-10-01,2021-10-01T00:00:00,GG:2.50,GG:2.50,3797.5,1207.9499999999998,2021-12-06,18,26,True,7,-725.6999999999998,-1192.15,-972.0,3797.5,3797.5,1207.9499999999998,1207.9499999999998
3m_2021-10-01,2021-10-01T00:00:00,GG:2.75,GG:2.75,3304.9,1456.0000000000002,2021-12-06,27,37,True,7,-725.6999999999998,-1258.1000000000001,-1456.0000000000002,3304.9,3304.9,1456.0000000000002,1456.0000000000002
3m_2021-10-01,2021-10-01T00:00:00,GG:3.00,GG:3.00,2742.55,1426.25,2021-12-06,34,49,True,6,-725.6999999999998,-1178.5500000000002,-1426.25,2742.55,2742.55,1426.25,1426.25
3m_2021-10-01,2021-10-01T00:00:00,GG:3.25,GG:3.25,3117.55,1456.8000000000002,2021-12-06,33,45,True,6,-725.6999999999998,-1054.0500000000002,-1456.8000000000002,3117.55,3117.55,1456.8000000000002,1456.8000000000002
3m_2021-10-01,2021-10-01T00:00:00,GG:3.50,GG:3.50,3258.0,1515.8500000000001,2021-12-06,34,49,True,6,-725.7000000000003,-1054.05,-1515.8500000000001,3258.0,3258.0,1515.8500000000001,1515.8500000000001
3m_2022-01-01,2022-01-01T00:00:00,RR:0.50,GG:0.50,1762.7250000000001,1352.4250000000002,2022-01-21,37,51,True,5,-814.7,-1028.5500000000002,-711.325,2891.55,633.9,1126.5500000000002,2768.0499999999997
3m_2022-01-01,2022-01-01T00:00:00,RR:0.50,GG:0.75,1240.6750000000002,1505.3999999999999,2022-01-21,38,52,True,3,-785.675,-1055.925,-1119.5749999999998,2891.55,-410.2,1126.5500000000002,3684.75
3m_2022-01-01,2022-01-01T00:00:00,RR:0.50,GG:1.00,1086.65,1536.7250000000001,2022-01-25,38,52,True,4,-785.675,-890.5749999999999,-1010.35,2891.55,-718.25,1126.5500000000002,3450.5
3m_2022-01-01,2022-01-01T00:00:00,RR:0.50,GG:1.25,1225.825,1599.675,2022-01-25,37,51,True,3,-785.6750000000002,-972.5500000000001,-954.125,2891.55,-439.9,1126.5500000000002,2939.6
3m_2022-01-01,2022-01-01T00:00:00,RR:0.50,GG:1.50,1643.45,1571.15,2022-01-27,26,36,True,6,-785.6750000000001,-1029.3000000000002,-736.1,2891.55,395.35,1126.5500000000002,2695.2
3m_2022-01-01,2022-01-01T00:00:00,RR:0.50,GG:1.75,922.5000000000001,2187.125,2022-01-27,38,52,True,3,-785.675,-1345.5500000000002,-1394.75,2891.55,-1046.55,1126.5500000000002,3927.15
3m_2022-01-01,2022-01-01T00:00:00,RR:0.50,GG:2.00,1427.3500000000001,2194.9500000000003,2022-01-27,38,52,True,4,-695.4,-1243.275,-1439.3,2891.55,-36.85,1126.5500000000002,3942.8
3m_2022-01-01,2022-01-01T00:00:00,RR:0.50,GG:2.25,1106.15,2189.4,2022-01-27,39,55,True,4,-695.3999999999999,-1275.525,-1435.975,2891.55,-679.25,1126.5500000000002,4337.05
3m_2022-01-01,2022-01-01T00:00:00,RR:0.50,GG:2.50,766.6000000000001,2112.5750000000003,2022-01-27,39,55,True,4,-746.8499999999999,-1279.45,-1387.8999999999999,2891.55,-1358.35,1126.5500000000002,4052.9
3m_2022-01-01,2022-01-01T00:00:00,RR:0.50,GG:2.75,1068.125,2158.275,2022-01-27,39,55,True,4,-746.8499999999999,-1256.2,-1433.6,2891.55,-755.3,1126.5500000000002,4225.75
3m_2022-01-01,2022-01-01T00:00:00,RR:0.50,GG:3.00,1570.2,2158.95,2022-01-27,38,52,True,4,-746.8500000000001,-1271.4,-1405.5,2891.55,248.85,1126.5500000000002,3870.7999999999997
3m_2022-01-01,2022-01-01T00:00:00,RR:0.50,GG:3.25,1183.45,2317.2,2022-01-27,38,52,True,3,-746.8499999999999,-1326.425,-1642.75,2891.55,-524.65,1126.5500000000002,4187.3
3m_2022-01-01,2022-01-01T00:00:00,RR:0.50,GG:3.50,819.7750000000001,2274.6749999999997,2022-01-27,38,52,True,3,-746.8500000000001,-1326.425,-1771.5249999999999,2891.55,-1252.0,1126.5500000000002,4459.55
3m_2022-01-01,2022-01-01T00:00:00,RR:0.75,GG:0.50,1975.8,1042.775,2022-01-21,30,42,True,7,-676.2,-833.2750000000001,-430.82500000000005,3317.7,633.9,984.0999999999999,2768.0499999999997
3m_2022-01-01,2022-01-01T00:00:00,RR:0.75,GG:0.75,1453.75,1296.0,2022-01-25,38,52,True,3,-657.6500000000001,-860.6500000000001,-839.0749999999999,3317.7,-410.2,984.0999999999999,3684.75
3m_2022-01-01,2022-01-01T00:00:00,RR:0.75,GG:1.00,1299.725,1329.5750000000003,2022-01-25,37,51,True,4,-657.6500000000002,-796.1750000000002,-729.85,3317.7,-718.25,984.0999999999999,3450.5
3m_2022-01-01,2022-01-01T00:00:00,RR:0.75,GG:1.25,1438.8999999999999,1392.525,2022-01-25,30,42,True,5,-768.1500000000001,-830.2750000000001,-673.625,3317.7,-439.9,984.0999999999999,2939.6
3m_2022-01-01,2022-01-01T00:00:00,RR:0.75,GG:1.50,1856.5249999999999,1327.25,2022-01-27,26,36,True,6,-768.1500000000001,-956.55,-455.6,3317.7,395.35,984.0999999999999,2695.2
3m_2022-01-01,2022-01-01T00:00:00,RR:0.75,GG:1.75,1135.5749999999998,1943.225,2022-01-27,37,51,True,3,-768.1500000000001,-1272.8,-1114.25,3317.7,-1046.55,984.0999999999999,3927.15
3m_2022-01-01,2022-01-01T00:00:00,RR:0.75,GG:2.00,1640.425,1951.05,2022-01-27,37,51,True,4,-768.1500000000002,-1170.525,-1158.8000000000002,3317.7,-36.85,984.0999999999999,3942.8
3m_2022-01-01,2022-01-01T00:00:00,RR:0.75,GG:2.25,1319.225,1945.5,2022-01-27,38,52,True,4,-768.1500000000001,-1202.775,-1155.475,3317.7,-679.25,984.0999999999999,4337.05
3m_2022-01-01,2022-01-01T00:00:00,RR:0.75,GG:2.50,979.675,1868.675,2022-01-27,38,52,True,3,-768.1500000000001,-1206.6999999999998,-1107.4,3317.7,-1358.35,984.0999999999999,4052.9
3m_2022-01-01,2022-01-01T00:00:00,RR:0.75,GG:2.75,1281.1999999999998,1914.375,2022-01-27,38,52,True,4,-768.1500000000001,-1183.4499999999998,-1153.1,3317.7,-755.3,984.0999999999999,4225.75
3m_2022-01-01,2022-01-01T00:00:00,RR:0.75,GG:3.00,1783.2749999999999,1915.05,2022-01-27,38,52,True,4,-768.1500000000002,-1198.6499999999999,-1125.0,3317.7,248.85,984.0999999999999,3870.7999999999997
3m_2022-01-01,2022-01-01T00:00:00,RR:0.75,GG:3.25,1396.5249999999999,2073.2999999999997,2022-01-27,38,52,True,3,-768.1500000000002,-1253.6749999999997,-1362.25,3317.7,-524.65,984.0999999999999,4187.3
3m_2022-01-01,2022-01-01T00:00:00,RR:0.75,GG:3.50,1032.85,2030.775,2022-01-27,38,52,True,3,-768.1500000000001,-1253.675,-1491.025,3317.7,-1252.0,984.0999999999999,4459.55
3m_2022-01-01,2022-01-01T00:00:00,RR:1.00,GG:0.50,1364.2,1318.65,2022-01-21,30,42,True,6,-664.2,-996.4750000000001,-669.65,2094.5,633.9,1306.9,2768.0499999999997
3m_2022-01-01,2022-01-01T00:00:00,RR:1.00,GG:0.75,842.15,1571.875,2022-01-25,38,52,True,2,-657.65,-1023.8500000000001,-1077.8999999999999,2094.5,-410.2,1306.9,3684.75
3m_2022-01-01,2022-01-01T00:00:00,RR:1.00,GG:1.00,688.125,1605.45,2022-01-25,38,52,True,3,-657.6499999999999,-858.5,-968.675,2094.5,-718.25,1306.9,3450.5
3m_2022-01-01,2022-01-01T00:00:00,RR:1.00,GG:1.25,827.3,1668.4,2022-01-25,35,49,True,3,-768.1499999999999,-940.4750000000001,-912.4499999999999,2094.5,-439.9,1306.9,2939.6
3m_2022-01-01,2022-01-01T00:00:00,RR:1.00,GG:1.50,1244.925,1603.125,2022-01-27,26,36,True,5,-768.1499999999999,-961.4250000000001,-694.425,2094.5,395.35,1306.9,2695.2
3m_2022-01-01,2022-01-01T00:00:00,RR:1.00,GG:1.75,523.975,2219.1,2022-01-27,38,52,True,2,-768.1499999999999,-1260.8,-1353.075,2094.5,-1046.55,1306.9,3927.15
3m_2022-01-01,2022-01-01T00:00:00,RR:1.00,GG:2.00,1028.825,2226.925,2022-01-27,38,52,True,3,-768.15,-1193.825,-1397.625,2094.5,-36.85,1306.9,3942.8
3m_2022-01-01,2022-01-01T00:00:00,RR:1.00,GG:2.25,707.625,2221.375,2022-01-27,39,55,True,3,-768.1499999999999,-1190.7749999999999,-1394.3,2094.5,-679.25,1306.9,4337.05
3m_2022-01-01,2022-01-01T00:00:00,RR:1.00,GG:2.50,368.07500000000005,2144.55,2022-01-27,39,55,True,2,-768.1499999999999,-1201.525,-1346.225,2094.5,-1358.35,1306.9,4052.9
3m_2022-01-01,2022-01-01T00:00:00,RR:1.00,GG:2.75,669.6,2190.25,2022-01-27,39,55,True,3,-768.1499999999999,-1201.525,-1391.925,2094.5,-755.3,1306.9,4225.75
3m_2022-01-01,2022-01-01T00:00:00,RR:1.00,GG:3.00,1171.675,2190.925,2022-01-27,38,52,True,4,-768.15,-1201.525,-1363.825,2094.5,248.85,1306.9,3870.7999999999997
3m_2022-01-01,2022-01-01T00:00:00,RR:1.00,GG:3.25,784.925,2349.175,2022-01-27,38,52,True,3,-768.15,-1241.675,-1601.075,2094.5,-524.65,1306.9,4187.3
3m_2022-01-01,2022-01-01T00:00:00,RR:1.00,GG:3.50,421.25,2306.65,2022-01-27,38,52,True,2,-768.1499999999999,-1241.675,-1729.85,2094.5,-1252.0,1306.9,4459.55
3m_2022-01-01,2022-01-01T00:00:00,RR:1.25,GG:0.50,834.1500000000001,1352.125,2022-01-21,39,55,True,3,-877.175,-1162.2,-1072.85,1034.4,633.9,1486.15,2768.0499999999997
3m_2022-01-01,2022-01-01T00:00:00,RR:1.25,GG:0.75,312.1,1685.375,2022-01-27,39,55,True,3,-848.1500000000001,-1189.575,-1481.1,1034.4,-410.2,1486.15,3684.75
3m_2022-01-01,2022-01-01T00:00:00,RR:1.25,GG:1.00,158.07500000000005,1652.45,2022-01-27,39,55,True,3,-848.1499999999999,-1117.15,-1371.875,1034.4,-718.25,1486.15,3450.5
3m_2022-01-01,2022-01-01T00:00:00,RR:1.25,GG:1.25,297.25000000000006,1605.0,2022-01-27,38,52,True,2,-848.1500000000001,-1106.2,-1315.65,1034.4,-439.9,1486.15,2939.6
3m_2022-01-01,2022-01-01T00:00:00,RR:1.25,GG:1.50,714.875,1756.6,2022-01-27,38,52,True,3,-848.15,-1277.525,-1097.625,1034.4,395.35,1486.15,2695.2
3m_2022-01-01,2022-01-01T00:00:00,RR:1.25,GG:1.75,-6.074999999999932,2372.5750000000003,2022-01-27,59,83,True,1,-848.1499999999999,-1593.7750000000003,-1756.275,1034.4,-1046.55,1486.15,3927.15
3m_2022-01-01,2022-01-01T00:00:00,RR:1.25,GG:2.00,498.77500000000003,2380.4,2022-01-27,39,55,True,3,-766.375,-1491.5,-1800.825,1034.4,-36.85,1486.15,3942.8
3m_2022-01-01,2022-01-01T00:00:00,RR:1.25,GG:2.25,177.57500000000005,2374.8500000000004,2022-01-27,59,83,True,1,-766.3749999999999,-1523.7500000000002,-1797.5,1034.4,-679.25,1486.15,4337.05
3m_2022-01-01,2022-01-01T00:00:00,RR:1.25,GG:2.50,-161.9749999999999,2298.025,2022-01-27,60,84,True,1,-809.325,-1527.675,-1749.425,1034.4,-1358.35,1486.15,4052.9
3m_2022-01-01,2022-01-01T00:00:00,RR:1.25,GG:2.75,139.55000000000007,2343.7250000000004,2022-01-27,59,83,True,1,-809.3249999999998,-1504.4250000000002,-1795.125,1034.4,-755.3,1486.15,4225.75
3m_2022-01-01,2022-01-01T00:00:00,RR:1.25,GG:3.00,641.625,2344.4,2022-01-27,39,55,True,4,-809.325,-1519.625,-1767.025,1034.4,248.85,1486.15,3870.7999999999997
3m_2022-01-01,2022-01-01T00:00:00,RR:1.25,GG:3.25,254.87500000000006,2502.65,2022-01-27,39,55,True,3,-809.3249999999998,-1574.6499999999999,-2004.275,1034.4,-524.65,1486.15,4187.3
3m_2022-01-01,2022-01-01T00:00:00,RR:1.25,GG:3.50,-108.79999999999995,2460.1250000000005,2022-01-27,60,84,True,1,-809.325,-1574.6500000000003,-2133.05,1034.4,-1252.0,1486.15,4459.55
3m_2022-01-01,2022-01-01T00:00:00,RR:1.50,GG:0.50,1724.025,1164.775,2022-01-21,23,31,True,7,-877.1750000000001,-1150.15,-450.475,2814.15,633.9,1910.9999999999998,2768.0499999999997
3m_2022-01-01,2022-01-01T00:00:00,RR:1.50,GG:0.75,1201.9750000000001,1468.1,2022-03-14,38,52,True,2,-848.1499999999999,-1177.5249999999999,-858.7249999999999,2814.15,-410.2,1910.9999999999998,3684.75
3m_2022-01-01,2022-01-01T00:00:00,RR:1.50,GG:1.00,1047.95,1389.5,2022-03-14,26,36,True,3,-848.1499999999999,-1012.175,-749.5,2814.15,-718.25,1910.9999999999998,3450.5
3m_2022-01-01,2022-01-01T00:00:00,RR:1.50,GG:1.25,1187.125,1564.375,2022-03-14,26,36,True,5,-848.1500000000001,-1094.15,-693.275,2814.15,-439.9,1910.9999999999998,2939.6
3m_2022-01-01,2022-01-01T00:00:00,RR:1.50,GG:1.50,1604.75,1612.375,2022-03-14,21,29,True,6,-848.1500000000001,-1149.7,-475.25,2814.15,395.35,1910.9999999999998,2695.2
3m_2022-01-01,2022-01-01T00:00:00,RR:1.50,GG:1.75,883.8000000000001,1721.45,2022-01-27,35,49,True,3,-848.1499999999999,-1286.5749999999998,-1133.9,2814.15,-1046.55,1910.9999999999998,3927.15
3m_2022-01-01,2022-01-01T00:00:00,RR:1.50,GG:2.00,1388.65,1746.8000000000002,2022-03-14,37,51,True,3,-766.375,-1347.5,-1178.45,2814.15,-36.85,1910.9999999999998,3942.8
3m_2022-01-01,2022-01-01T00:00:00,RR:1.50,GG:2.25,1067.45,1723.7250000000001,2022-01-27,38,52,True,4,-766.3749999999999,-1291.75,-1175.125,2814.15,-679.25,1910.9999999999998,4337.05
3m_2022-01-01,2022-01-01T00:00:00,RR:1.50,GG:2.50,727.9000000000001,1754.225,2022-03-14,38,52,True,2,-809.3249999999999,-1355.2,-1127.05,2814.15,-1358.35,1910.9999999999998,4052.9
3m_2022-01-01,2022-01-01T00:00:00,RR:1.50,GG:2.75,1029.4250000000002,1692.6000000000001,2022-01-27,38,52,True,4,-809.3249999999999,-1355.2,-1172.75,2814.15,-755.3,1910.9999999999998,4225.75
3m_2022-01-01,2022-01-01T00:00:00,RR:1.50,GG:3.00,1531.5,1693.2749999999999,2022-01-27,35,49,True,4,-809.325,-1355.2,-1144.65,2814.15,248.85,1910.9999999999998,3870.7999999999997
3m_2022-01-01,2022-01-01T00:00:00,RR:1.50,GG:3.25,1144.75,1851.5249999999999,2022-01-27,38,52,True,3,-809.3249999999999,-1400.1499999999996,-1381.9,2814.15,-524.65,1910.9999999999998,4187.3
3m_2022-01-01,2022-01-01T00:00:00,RR:1.50,GG:3.50,781.075,1840.6,2022-03-14,38,52,True,2,-809.325,-1400.1499999999999,-1510.675,2814.15,-1252.0,1910.9999999999998,4459.55
3m_2022-01-01,2022-01-01T00:00:00,RR:1.75,GG:0.50,1850.1000000000001,1002.775,2022-01-21,20,28,True,8,-877.175,-997.4,-312.175,3066.3,633.9,1512.1,2768.0499999999997
3m_2022-01-01,2022-01-01T00:00:00,RR:1.75,GG:0.75,1328.0500000000002,1271.6999999999998,2022-03-08,30,42,True,4,-848.1500000000001,-1024.775,-720.425,3066.3,-410.2,1512.1,3684.75
3m_2022-01-01,2022-01-01T00:00:00,RR:1.75,GG:1.00,1174.025,1217.9249999999997,2022-03-08,21,29,True,5,-848.1500000000001,-917.0749999999999,-611.2,3066.3,-718.25,1512.1,3450.5
3m_2022-01-01,2022-01-01T00:00:00,RR:1.75,GG:1.25,1313.2,1352.075,2022-03-14,25,35,True,4,-848.1500000000001,-1001.45,-554.9749999999999,3066.3,-439.9,1512.1,2939.6
3m_2022-01-01,2022-01-01T00:00:00,RR:1.75,GG:1.50,1730.825,1450.5500000000002,2022-03-08,21,29,True,6,-848.15,-1149.7,-336.95,3066.3,395.35,1512.1,2695.2
3m_2022-01-01,2022-01-01T00:00:00,RR:1.75,GG:1.75,1009.8750000000001,1653.1750000000002,2022-01-27,26,36,True,5,-848.1500000000001,-1223.7250000000001,-995.6000000000001,3066.3,-1046.55,1512.1,3927.15
3m_2022-01-01,2022-01-01T00:00:00,RR:1.75,GG:2.00,1514.7250000000001,1661.0,2022-01-27,31,43,True,5,-766.3750000000001,-1242.675,-1040.15,3066.3,-36.85,1512.1,3942.8
3m_2022-01-01,2022-01-01T00:00:00,RR:1.75,GG:2.25,1193.525,1655.45,2022-01-27,38,52,True,4,-766.375,-1204.175,-1036.825,3066.3,-679.25,1512.1,4337.05
3m_2022-01-01,2022-01-01T00:00:00,RR:1.75,GG:2.50,853.9750000000001,1663.9499999999998,2022-03-08,30,42,True,3,-809.325,-1247.1,-988.75,3066.3,-1358.35,1512.1,4052.9
