episode,case,months,start,end,rr,strategy,risk_reward,budget,eligible,breached,trade_key,interval_start,exit,accepted,closed
1m_b1500_g20_e12,1m_2023-10-01,1,2023-10-01T00:00:00,2023-11-01T00:00:00,RR:0.50,RR,0.50,1500,True,True,RR0.50:19-20:293:1208,2023-10-30T19:24:40,2023-10-30T20:00:00,142,142
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,GG:1.75,GG,1.75,1500,True,True,GG1.75:9-10:684:1603,2024-07-25T09:30:40,2024-07-25T11:04:40,135,135
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,RR:2.00,RR,2.00,1500,True,True,RR2.00:11-12:334:1461,2024-07-25T11:52:40,2024-07-25T16:57:40,105,105
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,RR:2.25,RR,2.25,1500,True,True,RR2.25:11-12:334:1461,2024-07-25T11:52:40,2024-07-25T16:57:40,105,105
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,GG:3.50,GG,3.50,1500,True,True,GG3.50:12-13:676:1618,2024-07-25T12:00:40,2024-07-25T13:04:40,102,102
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,GG:0.50,GG,0.50,1500,True,True,GG0.50:14-15:679:1599,2024-07-25T14:00:40,2024-07-25T15:30:20,196,196
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,GG:1.50,GG,1.50,1500,True,True,GG1.50:14-15:679:1599,2024-07-25T14:00:40,2024-07-25T15:30:20,144,144
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,GG:3.00,GG,3.00,1500,True,True,GG3.00:14-15:679:1599,2024-07-25T14:00:40,2024-07-25T15:30:20,107,107
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,GG:3.25,GG,3.25,1500,True,True,GG3.25:14-15:679:1599,2024-07-25T14:00:40,2024-07-25T15:30:20,104,104
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,GG:1.00,GG,1.00,1500,True,True,GG1.00:16-17:763:1686,2024-07-25T16:18:40,2024-07-25T16:56:40,149,149
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,GG:2.00,GG,2.00,1500,True,True,GG2.00:16-17:755:1665,2024-07-25T16:18:40,2024-07-25T16:56:40,124,124
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,GG:2.25,GG,2.25,1500,True,True,GG2.25:16-17:755:1665,2024-07-25T16:18:40,2024-07-25T16:56:40,117,117
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,GG:2.50,GG,2.50,1500,True,True,GG2.50:16-17:755:1665,2024-07-25T16:18:40,2024-07-25T16:56:40,113,113
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,GG:2.75,GG,2.75,1500,True,True,GG2.75:16-17:755:1665,2024-07-25T16:18:40,2024-07-25T16:56:40,109,109
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,GG:1.25,GG,1.25,1500,True,True,GG1.25:17-18:685:1625,2024-07-25T17:31:20,2024-07-25T23:30:00,139,139
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,RR:1.75,RR,1.75,1500,True,True,RR1.75:20-21:366:1376,2024-07-25T20:02:40,2024-07-25T20:18:40,109,109
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,RR:2.50,RR,2.50,1500,True,True,RR2.50:20-21:366:1376,2024-07-25T20:02:40,2024-07-25T20:18:40,102,102
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,RR:2.75,RR,2.75,1500,True,True,RR2.75:13-14:414:1560,2024-07-26T13:33:40,2024-07-26T13:58:40,101,101
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,RR:0.50,RR,0.50,1500,True,True,RR0.50:17-18:272:1385,2024-07-26T17:01:20,2024-07-26T17:08:40,139,139
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,RR:1.50,RR,1.50,1500,True,True,RR1.50:17-18:272:1385,2024-07-26T17:01:20,2024-07-26T17:08:40,112,112
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,RR:3.00,RR,3.00,1500,True,True,RR3.00:17-18:270:1377,2024-07-26T17:01:20,2024-07-26T17:08:40,100,100
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,RR:0.75,RR,0.75,1500,True,True,RR0.75:18-19:332:1432,2024-07-26T18:05:40,2024-07-26T19:30:00,130,130
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,RR:3.25,RR,3.25,1500,True,True,RR3.25:18-19:331:1429,2024-07-26T18:05:40,2024-07-26T23:30:00,97,97
1m_b1500_g20_e13,1m_2024-07-01,1,2024-07-01T00:00:00,2024-08-01T00:00:00,RR:3.50,RR,3.50,1500,True,True,RR3.50:20-21:366:1377,2024-07-30T20:51:40,2024-07-30T23:01:40,96,96
1m_b1500_g20_e13,1m_2024-08-01,1,2024-08-01T00:00:00,2024-09-01T00:00:00,GG:3.00,GG,3.00,1500,True,True,GG3.00:16-17:757:1669,2024-08-02T16:39:40,2024-08-02T17:04:40,95,95
1m_b1500_g20_e13,1m_2024-08-01,1,2024-08-01T00:00:00,2024-09-01T00:00:00,GG:3.25,GG,3.25,1500,True,True,GG3.25:16-17:757:1669,2024-08-02T16:39:40,2024-08-02T17:04:40,89,89
1m_b1500_g20_e13,1m_2024-08-01,1,2024-08-01T00:00:00,2024-09-01T00:00:00,GG:3.50,GG,3.50,1500,True,True,GG3.50:16-17:755:1665,2024-08-02T16:39:40,2024-08-02T17:04:40,87,87
1m_b1500_g20_e13,1m_2024-08-01,1,2024-08-01T00:00:00,2024-09-01T00:00:00,GG:1.25,GG,1.25,1500,True,True,GG1.25:18-19:713:1662,2024-08-02T18:33:40,2024-08-02T23:30:00,137,137
1m_b1500_g20_e13,1m_2024-08-01,1,2024-08-01T00:00:00,2024-09-01T00:00:00,GG:1.50,GG,1.50,1500,True,True,GG1.50:18-19:712:1660,2024-08-02T18:33:40,2024-08-02T23:30:00,129,129
1m_b1500_g20_e13,1m_2024-08-01,1,2024-08-01T00:00:00,2024-09-01T00:00:00,GG:1.75,GG,1.75,1500,True,True,GG1.75:18-19:712:1659,2024-08-02T18:33:40,2024-08-02T23:30:00,125,125
1m_b1500_g20_e13,1m_2024-08-01,1,2024-08-01T00:00:00,2024-09-01T00:00:00,GG:2.00,GG,2.00,1500,True,True,GG2.00:18-19:712:1659,2024-08-02T18:33:40,2024-08-02T23:30:00,113,113
1m_b1500_g20_e13,1m_2024-08-01,1,2024-08-01T00:00:00,2024-09-01T00:00:00,GG:2.25,GG,2.25,1500,True,True,GG2.25:18-19:712:1659,2024-08-02T18:33:40,2024-08-02T23:30:00,102,102
1m_b1500_g20_e13,1m_2024-08-01,1,2024-08-01T00:00:00,2024-09-01T00:00:00,GG:2.50,GG,2.50,1500,True,True,GG2.50:18-19:712:1657,2024-08-02T18:33:40,2024-08-02T23:30:00,96,96
1m_b1500_g20_e13,1m_2024-08-01,1,2024-08-01T00:00:00,2024-09-01T00:00:00,GG:2.75,GG,2.75,1500,True,True,GG2.75:18-19:711:1655,2024-08-02T18:33:40,2024-08-02T23:30:00,98,98
1m_b1500_g20_e13,1m_2024-08-01,1,2024-08-01T00:00:00,2024-09-01T00:00:00,GG:0.50,GG,0.50,1500,True,True,GG0.50:19-20:719:1662,2024-08-02T19:41:40,2024-08-02T20:33:40,205,205
1m_b1500_g20_e13,1m_2024-08-01,1,2024-08-01T00:00:00,2024-09-01T00:00:00,GG:0.75,GG,0.75,1500,True,True,GG0.75:19-20:718:1660,2024-08-02T19:41:40,2024-08-02T20:33:40,171,171
1m_b1500_g20_e13,1m_2024-08-01,1,2024-08-01T00:00:00,2024-09-01T00:00:00,GG:1.00,GG,1.00,1500,True,True,GG1.00:10-11:693:1632,2024-08-05T10:05:20,2024-08-05T11:00:00,144,144
1m_b1500_g20_e13,1m_2024-08-01,1,2024-08-01T00:00:00,2024-09-01T00:00:00,RR:2.75,RR,2.75,1500,True,True,RR2.75:13-14:417:1567,2024-08-06T13:14:40,2024-08-06T16:41:40,95,95
1m_b1500_g20_e13,1m_2024-08-01,1,2024-08-01T00:00:00,2024-09-01T00:00:00,RR:3.00,RR,3.00,1500,True,True,RR3.00:13-14:417:1567,2024-08-06T13:14:40,2024-08-06T16:41:40,95,95
1m_b1500_g20_e13,1m_2024-08-01,1,2024-08-01T00:00:00,2024-09-01T00:00:00,RR:3.25,RR,3.25,1500,True,True,RR3.25:13-14:417:1567,2024-08-06T13:14:40,2024-08-06T16:41:40,93,93
1m_b1500_g20_e13,1m_2024-08-01,1,2024-08-01T00:00:00,2024-09-01T00:00:00,RR:3.50,RR,3.50,1500,True,True,RR3.50:13-14:417:1567,2024-08-06T13:14:40,2024-08-06T16:41:40,88,88
1m_b1500_g20_e13,1m_2024-08-01,1,2024-08-01T00:00:00,2024-09-01T00:00:00,RR:2.00,RR,2.00,1500,True,True,RR2.00:22-23:386:1443,2024-08-07T22:02:40,2024-08-07T22:54:40,97,97
1m_b1500_g20_e13,1m_2024-08-01,1,2024-08-01T00:00:00,2024-09-01T00:00:00,RR:2.25,RR,2.25,1500,True,True,RR2.25:9-10:402:1521,2024-08-08T09:19:40,2024-08-08T10:28:20,96,96
1m_b1500_g20_e13,1m_2024-08-01,1,2024-08-01T00:00:00,2024-09-01T00:00:00,RR:2.50,RR,2.50,1500,True,True,RR2.50:9-10:402:1521,2024-08-08T09:19:40,2024-08-08T10:28:20,95,95
1m_b1500_g20_e13,1m_2024-08-01,1,2024-08-01T00:00:00,2024-09-01T00:00:00,RR:1.50,RR,1.50,1500,True,True,RR1.50:11-12:338:1474,2024-08-08T11:02:40,2024-08-08T16:00:00,112,112
1m_b1500_g20_e13,1m_2024-09-01,1,2024-09-01T00:00:00,2024-10-01T00:00:00,GG:0.75,GG,0.75,1500,True,True,GG0.75:20-21:742:1704,2024-09-06T20:09:40,2024-09-06T23:00:40,158,158
1m_b1500_g20_e13,1m_2024-09-01,1,2024-09-01T00:00:00,2024-10-01T00:00:00,GG:0.50,GG,0.50,1500,True,True,GG0.50:3-4:687:1649,2024-09-09T03:35:40,2024-09-09T06:30:00,180,180
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,GG:0.50,GG,0.50,1500,True,True,GG0.50:20-21:824:1884,2025-03-06T20:21:40,2025-03-06T20:39:40,149,149
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,GG:1.50,GG,1.50,1500,True,True,GG1.50:20-21:824:1884,2025-03-06T20:21:40,2025-03-06T20:39:40,92,92
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,RR:1.25,RR,1.25,1500,True,True,RR1.25:21-22:443:1652,2025-03-06T21:48:40,2025-03-06T23:30:00,104,104
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,RR:2.50,RR,2.50,1500,True,True,RR2.50:21-22:443:1652,2025-03-06T21:48:40,2025-03-06T23:30:00,86,86
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,RR:2.75,RR,2.75,1500,True,True,RR2.75:21-22:443:1652,2025-03-06T21:48:40,2025-03-06T23:30:00,80,80
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,RR:3.00,RR,3.00,1500,True,True,RR3.00:21-22:443:1652,2025-03-06T21:48:40,2025-03-06T23:30:00,73,73
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,RR:3.25,RR,3.25,1500,True,True,RR3.25:21-22:443:1652,2025-03-06T21:48:40,2025-03-06T23:30:00,70,70
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,RR:3.50,RR,3.50,1500,True,True,RR3.50:21-22:441:1647,2025-03-06T21:48:40,2025-03-06T23:30:00,74,74
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,GG:1.75,GG,1.75,1500,True,True,GG1.75:22-23:783:1792,2025-03-06T22:33:20,2025-03-06T23:30:00,83,83
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,GG:2.50,GG,2.50,1500,True,True,GG2.50:22-23:783:1788,2025-03-06T22:33:20,2025-03-06T23:30:00,73,73
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,GG:2.75,GG,2.75,1500,True,True,GG2.75:22-23:782:1784,2025-03-06T22:33:20,2025-03-06T23:30:00,71,71
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,GG:3.25,GG,3.25,1500,True,True,GG3.25:22-23:781:1784,2025-03-06T22:33:20,2025-03-06T23:30:00,62,62
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,GG:3.50,GG,3.50,1500,True,True,GG3.50:22-23:780:1782,2025-03-06T22:33:20,2025-03-06T23:30:00,69,69
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,RR:1.00,RR,1.00,1500,True,True,RR1.00:19-20:403:1641,2025-03-07T19:04:20,2025-03-07T20:30:00,114,114
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,RR:1.50,RR,1.50,1500,True,True,RR1.50:19-20:402:1639,2025-03-07T19:04:20,2025-03-07T21:00:00,102,102
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,RR:2.25,RR,2.25,1500,True,True,RR2.25:19-20:402:1638,2025-03-07T19:04:20,2025-03-07T21:00:00,82,82
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,GG:1.25,GG,1.25,1500,True,True,GG1.25:17-18:770:1829,2025-03-10T17:30:40,2025-03-10T18:18:40,101,101
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,RR:0.50,RR,0.50,1500,True,True,RR0.50:17-18:314:1584,2025-03-10T17:37:20,2025-03-10T19:02:40,133,133
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,RR:0.75,RR,0.75,1500,True,True,RR0.75:21-22:444:1654,2025-03-10T21:26:40,2025-03-11T01:16:40,126,126
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,RR:1.75,RR,1.75,1500,True,True,RR1.75:21-22:444:1654,2025-03-10T21:26:40,2025-03-11T01:16:40,91,91
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,RR:2.00,RR,2.00,1500,True,True,RR2.00:21-22:444:1654,2025-03-10T21:26:40,2025-03-11T01:16:40,85,85
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,GG:1.00,GG,1.00,1500,True,True,GG1.00:21-22:789:1829,2025-03-10T21:33:40,2025-03-11T01:30:40,113,113
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,GG:2.00,GG,2.00,1500,True,True,GG2.00:21-22:783:1815,2025-03-10T21:33:40,2025-03-11T01:30:40,80,80
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,GG:2.25,GG,2.25,1500,True,True,GG2.25:21-22:782:1813,2025-03-10T21:33:40,2025-03-11T01:30:40,74,74
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,GG:3.00,GG,3.00,1500,True,True,GG3.00:21-22:776:1801,2025-03-10T21:33:40,2025-03-11T01:30:40,70,70
1m_b1500_g20_e14,1m_2025-03-01,1,2025-03-01T00:00:00,2025-04-01T00:00:00,GG:0.75,GG,0.75,1500,True,True,GG0.75:16-17:872:1924,2025-03-11T16:01:20,2025-03-11T16:04:40,121,121
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,GG:1.25,GG,1.25,1500,True,True,GG1.25:8-9:801:1854,2025-04-04T08:32:40,2025-04-04T13:10:40,132,132
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,GG:1.50,GG,1.50,1500,True,True,GG1.50:8-9:801:1854,2025-04-04T08:32:40,2025-04-04T13:10:40,123,123
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,GG:1.75,GG,1.75,1500,True,True,GG1.75:8-9:801:1854,2025-04-04T08:32:40,2025-04-04T13:10:40,117,117
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,GG:1.00,GG,1.00,1500,True,True,GG1.00:15-16:815:1872,2025-04-04T15:01:40,2025-04-04T17:45:40,143,143
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,GG:2.00,GG,2.00,1500,True,True,GG2.00:15-16:815:1872,2025-04-04T15:01:40,2025-04-04T17:45:40,114,114
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,GG:2.25,GG,2.25,1500,True,True,GG2.25:15-16:815:1872,2025-04-04T15:01:40,2025-04-04T17:45:40,108,108
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,GG:2.50,GG,2.50,1500,True,True,GG2.50:15-16:813:1868,2025-04-04T15:01:40,2025-04-04T17:45:40,107,107
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,GG:2.75,GG,2.75,1500,True,True,GG2.75:15-16:813:1868,2025-04-04T15:01:40,2025-04-04T17:45:40,100,100
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,GG:3.00,GG,3.00,1500,True,True,GG3.00:15-16:813:1868,2025-04-04T15:01:40,2025-04-04T17:45:40,99,99
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,GG:3.25,GG,3.25,1500,True,True,GG3.25:15-16:813:1868,2025-04-04T15:01:40,2025-04-04T17:45:40,99,99
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,GG:3.50,GG,3.50,1500,True,True,GG3.50:15-16:811:1863,2025-04-04T15:01:40,2025-04-04T17:45:40,96,96
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,RR:1.50,RR,1.50,1500,True,True,RR1.50:18-19:391:1669,2025-04-04T18:01:40,2025-04-04T20:16:40,109,109
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,RR:1.75,RR,1.75,1500,True,True,RR1.75:18-19:391:1669,2025-04-04T18:01:40,2025-04-04T20:16:40,106,106
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,RR:2.00,RR,2.00,1500,True,True,RR2.00:18-19:391:1669,2025-04-04T18:01:40,2025-04-04T20:16:40,103,103
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,RR:3.00,RR,3.00,1500,True,True,RR3.00:18-19:391:1666,2025-04-04T18:01:40,2025-04-04T20:16:40,91,91
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,RR:1.25,RR,1.25,1500,True,True,RR1.25:20-21:415:1581,2025-04-04T20:38:20,2025-04-04T21:36:40,114,114
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,RR:2.25,RR,2.25,1500,True,True,RR2.25:20-21:414:1578,2025-04-04T20:38:20,2025-04-04T21:36:40,97,97
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,RR:2.50,RR,2.50,1500,True,True,RR2.50:20-21:414:1578,2025-04-04T20:38:20,2025-04-04T21:36:40,93,93
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,RR:3.25,RR,3.25,1500,True,True,RR3.25:20-21:413:1575,2025-04-04T20:38:20,2025-04-04T21:36:40,86,86
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,RR:3.50,RR,3.50,1500,True,True,RR3.50:20-21:413:1575,2025-04-04T20:38:20,2025-04-04T21:36:40,86,86
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,GG:0.75,GG,0.75,1500,True,True,GG0.75:21-22:801:1858,2025-04-04T21:00:40,2025-04-04T21:27:20,164,164
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,RR:1.00,RR,1.00,1500,True,True,RR1.00:22-23:448:1655,2025-04-04T22:11:40,2025-04-04T22:55:40,120,120
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,RR:2.75,RR,2.75,1500,True,True,RR2.75:22-23:448:1655,2025-04-04T22:11:40,2025-04-04T22:55:40,92,92
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,RR:0.50,RR,0.50,1500,True,True,RR0.50:2-3:472:1797,2025-04-07T02:34:40,2025-04-07T04:30:00,137,137
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,RR:0.75,RR,0.75,1500,True,True,RR0.75:2-3:472:1797,2025-04-07T02:34:40,2025-04-07T04:30:00,130,130
1m_b1500_g20_e14,1m_2025-04-01,1,2025-04-01T00:00:00,2025-05-01T00:00:00,GG:0.50,GG,0.50,1500,True,True,GG0.50:8-9:802:1856,2025-04-07T08:00:40,2025-04-07T09:22:40,189,189
1m_b1500_g20_e15,1m_2025-11-01,1,2025-11-01T00:00:00,2025-12-01T00:00:00,GG:0.50,GG,0.50,1500,True,True,GG0.50:18-19:902:2110,2025-11-18T18:31:40,2025-11-18T23:30:00,161,160
1m_b1500_g20_e15,1m_2025-11-01,1,2025-11-01T00:00:00,2025-12-01T00:00:00,GG:0.75,GG,0.75,1500,True,True,GG0.75:18-19:902:2110,2025-11-18T18:31:40,2025-11-18T23:30:00,144,143
1m_b1500_g20_e15,1m_2025-11-01,1,2025-11-01T00:00:00,2025-12-01T00:00:00,GG:2.50,GG,2.50,1500,True,True,GG2.50:3-4:869:2071,2025-11-19T03:20:40,2025-11-19T06:11:40,85,84
1m_b1500_g20_e15,1m_2025-11-01,1,2025-11-01T00:00:00,2025-12-01T00:00:00,GG:2.75,GG,2.75,1500,True,True,GG2.75:3-4:869:2071,2025-11-19T03:20:40,2025-11-19T06:11:40,85,84
1m_b1500_g20_e15,1m_2025-11-01,1,2025-11-01T00:00:00,2025-12-01T00:00:00,GG:3.00,GG,3.00,1500,True,True,GG3.00:6-7:788:1975,2025-11-19T06:53:40,2025-11-19T07:39:40,82,81
1m_b1500_g20_e15,1m_2025-11-01,1,2025-11-01T00:00:00,2025-12-01T00:00:00,GG:3.25,GG,3.25,1500,True,True,GG3.25:6-7:788:1975,2025-11-19T06:53:40,2025-11-19T07:39:40,81,80
1m_b1500_g20_e15,1m_2025-11-01,1,2025-11-01T00:00:00,2025-12-01T00:00:00,GG:3.50,GG,3.50,1500,True,True,GG3.50:8-9:896:2078,2025-11-19T08:15:40,2025-11-19T23:30:00,77,76
1m_b1500_g20_e15,1m_2025-11-01,1,2025-11-01T00:00:00,2025-12-01T00:00:00,GG:1.00,GG,1.00,1500,True,True,GG1.00:17-18:882:2092,2025-11-19T17:00:40,2025-11-19T19:33:40,124,123
1m_b1500_g20_e15,1m_2025-11-01,1,2025-11-01T00:00:00,2025-12-01T00:00:00,GG:1.25,GG,1.25,1500,True,True,GG1.25:17-18:880:2088,2025-11-19T17:00:40,2025-11-19T19:33:40,107,106
1m_b1500_g20_e15,1m_2025-11-01,1,2025-11-01T00:00:00,2025-12-01T00:00:00,GG:1.50,GG,1.50,1500,True,True,GG1.50:20-21:940:2144,2025-11-19T20:04:40,2025-11-19T23:30:00,103,102
1m_b1500_g20_e15,1m_2025-11-01,1,2025-11-01T00:00:00,2025-12-01T00:00:00,RR:1.75,RR,1.75,1500,True,True,RR1.75:10-11:560:2027,2025-11-21T10:53:40,2025-11-21T11:45:40,100,99
1m_b1500_g20_e15,1m_2025-11-01,1,2025-11-01T00:00:00,2025-12-01T00:00:00,RR:2.75,RR,2.75,1500,True,True,RR2.75:10-11:560:2025,2025-11-21T10:53:40,2025-11-21T11:45:40,89,88
1m_b1500_g20_e15,1m_2025-11-01,1,2025-11-01T00:00:00,2025-12-01T00:00:00,RR:2.50,RR,2.50,1500,True,True,RR2.50:12-13:487:1920,2025-11-21T12:38:40,2025-11-21T21:00:00,91,90
1m_b1500_g20_e15,1m_2025-11-01,1,2025-11-01T00:00:00,2025-12-01T00:00:00,RR:3.00,RR,3.00,1500,True,True,RR3.00:12-13:487:1920,2025-11-21T12:38:40,2025-11-21T21:00:00,87,86
1m_b1500_g20_e15,1m_2025-11-01,1,2025-11-01T00:00:00,2025-12-01T00:00:00,RR:3.50,RR,3.50,1500,True,True,RR3.50:12-13:487:1920,2025-11-21T12:38:40,2025-11-21T21:30:00,82,81
1m_b1500_g20_e16,1m_2026-02-01,1,2026-02-01T00:00:00,2026-03-01T00:00:00,GG:1.00,GG,1.00,1500,True,True,GG1.00:9-10:919:2146,2026-02-13T09:00:40,2026-02-13T13:30:40,117,117
1m_b1500_g20_e16,1m_2026-02-01,1,2026-02-01T00:00:00,2026-03-01T00:00:00,GG:3.00,GG,3.00,1500,True,True,GG3.00:9-10:918:2144,2026-02-13T09:00:40,2026-02-13T13:30:40,82,82
1m_b1500_g20_e16,1m_2026-02-01,1,2026-02-01T00:00:00,2026-03-01T00:00:00,GG:1.75,GG,1.75,1500,True,True,GG1.75:14-15:931:2173,2026-02-13T14:00:40,2026-02-13T15:15:40,95,95
1m_b1500_g20_e16,1m_2026-02-01,1,2026-02-01T00:00:00,2026-03-01T00:00:00,GG:2.00,GG,2.00,1500,True,True,GG2.00:14-15:931:2173,2026-02-13T14:00:40,2026-02-13T15:15:40,88,88
1m_b1500_g20_e16,1m_2026-02-01,1,2026-02-01T00:00:00,2026-03-01T00:00:00,GG:3.25,GG,3.25,1500,True,True,GG3.25:14-15:931:2173,2026-02-13T14:00:40,2026-02-13T15:15:40,80,80
