at,count,emergency
2020-01-06T00:00:00,5,False
2020-01-13T00:00:00,5,False
2020-01-20T00:00:00,5,False
2020-01-27T00:00:00,5,False
2020-02-03T00:00:00,5,False
2020-02-10T00:00:00,5,False
2020-03-02T00:00:00,5,False
2020-04-06T00:00:00,5,False
2020-05-04T00:00:00,5,False
2020-06-01T00:00:00,5,False
2020-07-06T00:00:00,5,False
2020-08-03T00:00:00,5,False
2020-09-07T00:00:00,5,False
2020-10-05T00:00:00,5,False
2020-11-02T00:00:00,5,False
2020-12-07T00:00:00,5,False
2021-01-04T00:00:00,5,False
2021-02-01T00:00:00,5,False
2021-03-01T00:00:00,5,False
2021-04-05T00:00:00,5,False
2021-05-03T00:00:00,5,False
2021-06-07T00:00:00,5,False
2021-07-05T00:00:00,5,False
2021-08-02T00:00:00,5,False
2021-09-06T00:00:00,5,False
2021-10-04T00:00:00,5,False
2021-11-01T00:00:00,5,False
2021-12-06T00:00:00,5,False
2022-01-03T00:00:00,5,False
2022-02-07T00:00:00,5,False
2022-03-07T00:00:00,5,False
2022-03-14T00:00:00,5,False
2022-03-21T00:00:00,5,False
2022-03-28T00:00:00,5,False
2022-04-04T00:00:00,5,False
2022-04-11T00:00:00,5,False
2022-04-18T00:00:00,5,False
2022-04-25T00:00:00,5,False
2022-05-02T00:00:00,5,False
2022-05-09T00:00:00,5,False
2022-05-16T00:00:00,5,False
2022-05-23T00:00:00,5,False
2022-05-30T00:00:00,5,False
2022-06-06T00:00:00,5,False
2022-06-13T00:00:00,5,False
2022-06-20T00:00:00,5,False
2022-06-27T00:00:00,5,False
2022-07-04T00:00:00,5,False
2022-07-11T00:00:00,5,False
2022-07-18T00:00:00,5,False
2022-07-25T00:00:00,5,False
2022-08-01T00:00:00,5,False
2022-08-08T00:00:00,5,False
2022-08-15T00:00:00,5,False
2022-08-22T00:00:00,5,False
2022-08-29T00:00:00,5,False
2022-09-05T00:00:00,5,False
2022-09-12T00:00:00,5,False
2022-09-19T00:00:00,5,False
2022-09-26T00:00:00,5,False
2022-11-07T00:00:00,5,False
2022-11-14T00:00:00,5,False
2022-11-21T00:00:00,5,False
2022-11-28T00:00:00,5,False
2022-12-05T00:00:00,5,False
2022-12-12T00:00:00,5,False
2022-12-19T00:00:00,5,False
2023-01-09T00:00:00,5,False
2023-01-16T00:00:00,5,False
2023-01-23T00:00:00,5,False
2023-01-30T00:00:00,5,False
2023-02-06T00:00:00,5,False
2023-02-13T00:00:00,5,False
2023-02-20T00:00:00,5,False
2023-02-27T00:00:00,5,False
