product,window,minimum_reserve,maximum_reserve,per_pa_capital_gap_pct,book_capital_gap_pct,within_tolerance,minimum_ongoing,maximum_ongoing,minimum_total,maximum_total,minimum_alive,maximum_alive,minimum_deaths,maximum_deaths,minimum_frozen_std,maximum_frozen_std,minimum_per_pa_capital,maximum_per_pa_capital,minimum_book_capital,maximum_book_capital
legacy_25k,start_2023,7300,8000,0.998,0.998,True,250659.0,234238.75,250659.0,397257.55,20,20,9,9,643.6111,579.7305,5840.6,5898.89,87446.88,88319.49
legacy_25k,start_2023,7400,8000,0.258,0.258,True,247159.0,234238.75,247159.0,397257.55,20,20,9,9,650.048,579.7305,5914.14,5898.89,88547.87,88319.49
legacy_25k,start_2023,7500,8000,1.144,1.144,True,246159.0,234238.75,246159.0,397257.55,20,20,9,9,660.7264,579.7305,5967.15,5898.89,89341.52,88319.49
legacy_25k,start_2023,8000,9000,4.808,4.808,True,236159.0,214238.75,236159.0,397257.55,20,20,9,9,679.8558,659.0649,6230.42,6529.98,93283.33,97768.41
legacy_25k,start_2023,9000,10000,3.965,3.965,True,216159.0,194238.75,216159.0,388606.61,20,20,9,9,763.3105,727.0682,6844.14,7115.52,102472.11,106535.27
legacy_25k,start_2023,10000,10000,3.981,3.981,True,196159.0,194238.75,196159.0,388606.61,20,20,9,9,834.6354,727.0682,7410.53,7115.52,110952.2,106535.27
legacy_25k,start_2024,0,2000,10.696,4.113,False,75588.0,106249.8,75588.0,106249.8,11,1,61,68,910.9479,741.6796,1964.34,1754.23,13661.54,13099.67
legacy_25k,start_2024,1000,2000,10.696,4.113,False,75588.0,106249.8,75588.0,106249.8,11,1,61,68,910.9479,741.6796,1964.34,1754.23,13661.54,13099.67
legacy_25k,start_2024,2000,3100,1.784,0.671,True,90649.0,85946.1,90649.0,93446.1,10,9,54,55,827.2841,728.9295,2217.47,2257.02,18458.89,18335.08
legacy_25k,start_2024,3000,4100,3.366,6.318,False,144509.0,148754.7,144509.0,154754.7,7,5,38,35,916.883,760.1445,3354.46,3467.36,36904.21,39235.74
legacy_25k,start_2024,3100,4100,1.371,4.25,True,144009.0,148754.7,144009.0,154754.7,7,5,38,35,926.7882,760.1445,3420.45,3467.36,37636.11,39235.74
legacy_25k,start_2024,3200,4100,0.019,2.764,True,143009.0,148754.7,143009.0,154754.7,7,5,38,35,928.7919,760.1445,3468.02,3467.36,38180.27,39235.74
legacy_25k,start_2024,3300,4000,0.179,2.235,True,141509.0,151264.4,141509.0,157264.4,7,5,38,35,946.4076,794.2609,3513.76,3507.46,38737.12,39602.72
legacy_25k,start_2024,3400,5000,1.991,0.236,True,151129.0,132209.2,151129.0,138209.2,8,5,32,35,969.8754,885.5833,3870.94,3948.02,45084.97,44978.47
legacy_25k,start_2024,3500,5000,2.537,1.325,True,150129.0,132209.2,150129.0,138209.2,7,5,33,35,948.3098,885.5833,3850.34,3948.02,44390.17,44978.47
legacy_25k,start_2024,3600,5000,1.221,0.2,True,147129.0,132209.2,147129.0,138209.2,7,5,33,35,942.7591,885.5833,3900.38,3948.02,45068.78,44978.47
legacy_25k,start_2024,3700,5000,0.185,1.653,True,146629.0,132209.2,146629.0,138209.2,7,5,33,35,957.7394,885.5833,3955.34,3948.02,45734.39,44978.47
legacy_25k,start_2024,3800,5000,1.134,2.644,True,146129.0,132209.2,146129.0,138209.2,7,5,33,35,963.1604,885.5833,3993.3,3948.02,46200.18,44978.47
legacy_25k,start_2024,3900,5000,2.141,3.873,True,142629.0,132209.2,142629.0,138209.2,7,5,33,35,972.5197,885.5833,4034.39,3948.02,46790.48,44978.47
legacy_25k,start_2024,4000,5000,2.558,4.389,True,141629.0,132209.2,141629.0,138209.2,7,5,33,35,974.6717,885.5833,4051.67,3948.02,47043.28,44978.47
legacy_25k,start_2024,4100,5000,2.096,1.911,True,139129.0,132209.2,139129.0,138209.2,5,5,35,35,927.9265,885.5833,4032.54,3948.02,45854.77,44978.47
legacy_25k,start_2024,4200,5000,2.588,4.388,True,142629.0,132209.2,144129.0,138209.2,7,5,33,35,914.3934,885.5833,4052.91,3948.02,47042.91,44978.47
legacy_25k,start_2024,4300,5700,3.469,1.999,True,140629.0,121631.8,142129.0,127631.8,7,5,33,35,935.1823,985.7577,4124.09,4267.15,47874.53,48831.66
legacy_25k,start_2024,4400,5700,2.675,1.171,True,138629.0,121631.8,140129.0,127631.8,7,5,33,35,939.9154,985.7577,4155.97,4267.15,48266.43,48831.66
legacy_25k,start_2024,4500,5700,2.012,0.474,True,137629.0,121631.8,139129.0,127631.8,7,5,33,35,944.7156,985.7577,4183.0,4267.15,48601.06,48831.66
legacy_25k,start_2024,5000,6000,0.11,1.387,True,131629.0,116284.0,134629.0,122284.0,7,5,33,35,1007.0363,1029.9251,4400.28,4395.44,51246.61,50535.97
legacy_25k,start_2024,5700,6100,4.574,2.788,True,123129.0,126705.15,129129.0,198214.55,9,17,31,21,1116.7577,1031.7305,4683.51,4469.29,55828.68,57385.28
legacy_25k,start_2024,6000,6400,3.097,0.577,True,122195.0,122004.55,128195.0,201564.89,13,17,27,20,1183.7859,1085.8945,4789.42,4641.07,59423.66,59766.68
legacy_25k,start_2024,6100,6600,1.734,0.171,True,124209.0,120147.05,130209.0,203407.39,16,18,22,15,1205.5644,1119.2661,4863.13,4778.82,61899.31,62004.93
legacy_25k,start_2024,6200,6800,0.345,0.407,True,125466.0,116615.8,129966.0,202076.14,17,18,20,15,1214.0946,1158.2287,4899.6,4882.72,63095.96,63352.98
legacy_25k,start_2024,6300,6900,0.41,0.288,True,126506.0,115115.8,131006.0,201676.14,18,18,16,15,1235.5496,1184.1559,4955.2,4934.87,64214.34,64029.71
legacy_25k,start_2024,6400,7000,0.176,0.175,True,124664.0,113615.8,127664.0,201276.14,18,18,15,15,1245.2375,1208.9188,5001.87,4993.09,64898.92,64785.1
legacy_25k,start_2024,6500,7100,0.078,0.078,True,122164.0,112115.8,125164.0,200876.14,18,18,15,15,1265.3003,1226.3164,5053.66,5057.59,65570.99,65621.98
legacy_25k,start_2024,6600,7200,0.115,0.115,True,120664.0,110615.8,123664.0,200476.14,18,18,15,15,1283.0246,1250.5913,5107.1,5112.99,66264.29,66340.72
legacy_25k,start_2024,6700,7300,0.432,0.432,True,119164.0,109115.8,122164.0,200076.14,18,18,15,15,1298.6514,1278.519,5151.52,5173.77,66840.66,67129.39
legacy_25k,start_2024,6800,7300,0.532,0.532,True,118664.0,109115.8,121664.0,200076.14,18,18,15,15,1324.25,1278.519,5201.46,5173.77,67488.59,67129.39
legacy_25k,start_2024,6900,7400,0.276,0.276,True,116664.0,107615.8,119664.0,199676.14,18,18,15,15,1345.2025,1300.6229,5245.58,5231.12,68061.11,67873.55
legacy_25k,start_2024,7000,7500,0.2,0.2,True,115164.0,106115.8,118164.0,199276.14,18,18,15,15,1365.2572,1319.3747,5291.84,5281.26,68661.3,68524.11
legacy_25k,start_2024,7100,7500,1.397,1.397,True,112664.0,106115.8,115664.0,199276.14,18,18,15,15,1384.3957,1319.3747,5356.07,5281.26,69494.69,68524.11
legacy_25k,start_2024,7200,7500,2.069,2.069,True,111664.0,106115.8,114664.0,199276.14,18,18,15,15,1404.6722,1319.3747,5392.86,5281.26,69972.05,68524.11
legacy_25k,start_2024,7300,8000,2.318,2.317,True,111164.0,98615.8,114164.0,197276.14,18,18,15,15,1431.6591,1439.5306,5439.33,5565.39,70575.05,72210.56
legacy_25k,start_2024,7400,8000,1.403,1.403,True,109164.0,98615.8,112164.0,197276.14,18,18,15,15,1454.6809,1439.5306,5488.38,5565.39,71211.45,72210.56
legacy_25k,start_2024,7500,8000,0.462,0.462,True,107664.0,98615.8,110664.0,197276.14,18,18,15,15,1475.8403,1439.5306,5539.77,5565.39,71878.22,72210.56
legacy_25k,start_2024,8000,8000,3.387,3.387,True,100164.0,98615.8,106164.0,197276.14,18,18,15,15,1569.0065,1439.5306,5760.5,5565.39,74742.19,72210.56
legacy_25k,start_2024,9000,9000,2.741,2.741,True,85164.0,83615.8,91164.0,177974.26,18,18,15,15,1795.7279,1679.533,6257.12,6085.62,81185.78,78960.52
legacy_25k,start_2024,10000,10000,1.991,1.991,True,72164.0,71191.1,78164.0,165898.62,18,18,15,15,1990.1235,1907.6574,6664.68,6531.99,86473.82,84752.27
legacy_25k,two_years_2020,0,0,6.839,7.729,False,2191.0,3391.75,2191.0,3391.75,2,2,52,52,132.8985,64.3936,492.6,458.91,2453.46,2263.84
legacy_25k,two_years_2020,1000,0,6.839,7.729,False,2191.0,3391.75,2191.0,3391.75,2,2,52,52,132.8985,64.3936,492.6,458.91,2453.46,2263.84
legacy_25k,two_years_2020,2000,2000,0.738,0.739,True,-6347.0,-6003.05,-6347.0,-6003.05,2,2,48,48,129.5084,112.3424,678.75,673.74,3723.28,3695.78
legacy_25k,two_years_2020,3000,3200,0.024,0.024,True,-8847.0,-8831.2,-8847.0,-8831.2,2,2,48,48,200.6037,201.3908,707.93,708.1,3888.05,3888.98
legacy_25k,two_years_2020,3100,3200,0.011,0.011,True,-8847.0,-8831.2,-8847.0,-8831.2,2,2,48,48,201.7578,201.3908,708.18,708.1,3889.42,3888.98
legacy_25k,two_years_2020,3200,3200,0.011,0.011,True,-8847.0,-8831.2,-8847.0,-8831.2,2,2,48,48,201.7578,201.3908,708.18,708.1,3889.42,3888.98
legacy_25k,two_years_2020,3300,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,3400,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,3500,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,3600,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,3700,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,3800,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,3900,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,4000,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,4100,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,4200,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,4300,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,4400,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,4500,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,5000,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,5700,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,6000,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,6100,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,6200,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,6300,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,6400,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,6500,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,6600,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,6700,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,6800,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,6900,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,7000,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,7100,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,7200,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,7300,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,7400,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,7500,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,8000,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,9000,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2020,10000,3300,0.0,0.0,True,-9590.0,-9590.0,-9590.0,-9590.0,1,1,48,48,194.3242,194.3242,722.37,722.37,4024.84,4024.84
legacy_25k,two_years_2022,0,1000,11.364,19.527,False,53971.0,45595.3,61172.46,47144.65,17,11,31,38,107.7726,123.8485,871.87,772.79,6917.5,5566.71
legacy_25k,two_years_2022,1000,1000,11.364,19.527,False,53971.0,45595.3,61172.46,47144.65,17,11,31,38,107.7726,123.8485,871.87,772.79,6917.5,5566.71
legacy_25k,two_years_2022,2000,2000,5.677,5.677,False,64131.0,71476.15,65514.7,77892.73,20,20,13,13,195.252,158.4802,1530.26,1443.38,14897.14,14051.37
legacy_25k,two_years_2022,3000,3200,0.481,0.481,True,46631.0,50519.1,51014.7,58619.24,20,20,13,13,525.2406,543.1412,2002.76,2012.39,19497.01,19590.7
legacy_25k,two_years_2022,3100,3300,0.021,0.02,True,44131.0,44771.35,63886.16,73420.81,20,20,13,13,558.2303,566.8466,2028.89,2029.31,19751.38,19755.4
legacy_25k,two_years_2022,3200,3400,0.064,0.064,True,43131.0,42621.6,51452.59,73171.06,20,20,13,13,581.8869,591.4438,2059.76,2061.08,20051.83,20064.73
legacy_25k,two_years_2022,3300,3400,1.046,1.046,True,42631.0,42621.6,51087.04,73171.06,20,20,13,13,602.333,591.4438,2082.87,2061.08,20276.84,20064.73
legacy_25k,two_years_2022,3400,3500,0.09,0.091,True,38131.0,43170.35,57218.29,66619.81,20,20,13,13,624.1358,623.8497,2112.3,2114.21,20563.31,20581.93
legacy_25k,two_years_2022,3500,3600,0.355,0.354,True,38131.0,41999.5,44014.7,60232.52,20,20,13,13,643.8844,664.6565,2159.1,2151.44,21018.9,20944.4
legacy_25k,two_years_2022,3600,3800,0.449,0.449,True,35631.0,39869.35,58886.16,52885.93,20,20,13,13,683.5428,703.2196,2188.11,2197.93,21301.4,21396.95
legacy_25k,two_years_2022,3700,3900,0.302,0.302,True,34631.0,35920.6,43452.59,53720.74,20,20,13,13,708.0006,720.2243,2217.85,2224.54,21590.87,21656.0
legacy_25k,two_years_2022,3800,4000,0.265,0.265,True,34131.0,32019.25,43087.04,55919.39,20,20,13,13,729.8944,738.5318,2232.22,2238.13,21730.8,21788.29
legacy_25k,two_years_2022,3900,4100,0.089,0.088,True,30631.0,30326.8,48718.29,55826.94,20,20,13,13,749.2705,757.654,2259.19,2257.19,21993.34,21973.88
legacy_25k,two_years_2022,4000,4100,0.831,0.831,True,29631.0,30326.8,44514.7,55826.94,20,20,13,13,765.4034,757.654,2276.1,2257.19,22157.94,21973.88
legacy_25k,two_years_2022,4100,4200,0.011,0.011,True,27131.0,32404.2,62886.16,47720.78,20,20,13,13,794.152,806.7371,2295.46,2295.21,22346.44,22343.97
legacy_25k,two_years_2022,4200,4300,0.498,0.498,True,26631.0,30979.9,37452.59,44996.48,20,20,13,13,829.2975,829.9961,2329.15,2317.54,22674.37,22561.39
legacy_25k,two_years_2022,4300,4400,0.057,0.057,True,26131.0,27775.55,35587.04,49492.13,20,20,13,13,850.5033,865.9981,2343.52,2342.19,22814.3,22801.35
legacy_25k,two_years_2022,4400,4500,0.221,0.221,True,25131.0,26645.15,36218.29,43545.29,20,20,13,13,867.0743,879.395,2362.61,2357.39,23000.17,22949.27
legacy_25k,two_years_2022,4500,4500,0.774,0.775,True,25131.0,26645.15,31014.7,43545.29,20,20,13,13,882.9514,879.395,2375.79,2357.39,23128.47,22949.27
legacy_25k,two_years_2022,5000,5000,0.534,0.534,True,17131.0,18521.05,24514.7,41437.63,20,20,13,13,962.613,964.6605,2447.55,2434.47,23827.06,23699.71
legacy_25k,two_years_2022,5700,5700,0.455,0.455,True,7631.0,9100.7,36452.59,39200.84,20,20,13,13,1065.0253,1055.7908,2526.0,2514.51,24590.72,24478.87
legacy_25k,two_years_2022,6000,6200,0.01,0.01,True,6631.0,5243.4,26014.7,35843.54,20,20,13,13,1086.2995,1088.4123,2548.9,2549.15,24813.64,24816.1
legacy_25k,two_years_2022,6100,6300,0.057,0.057,True,6131.0,4900.7,32340.84,35600.84,20,20,13,13,1092.9863,1093.7096,2553.26,2554.72,24856.14,24870.33
legacy_25k,two_years_2022,6200,6400,0.038,0.038,True,4131.0,4438.9,33452.59,30739.04,20,20,13,13,1097.1822,1098.6744,2558.89,2559.85,24910.89,24920.31
legacy_25k,two_years_2022,6300,6400,0.1,0.1,True,3631.0,4438.9,27514.7,30739.04,20,20,13,13,1100.1846,1098.6744,2562.41,2559.85,24945.16,24920.31
legacy_25k,two_years_2022,6400,6500,0.042,0.042,True,3631.0,4849.95,23014.7,25733.65,20,20,13,13,1105.9207,1104.2123,2567.48,2566.41,24994.56,24984.14
legacy_25k,two_years_2022,6500,6600,0.093,0.093,True,3631.0,4149.95,23014.7,25033.65,20,20,13,13,1110.7491,1107.6661,2572.41,2570.02,25042.59,25019.23
legacy_25k,two_years_2022,6600,6700,0.031,0.031,True,2631.0,3919.55,29340.84,23303.25,20,20,13,13,1112.2232,1113.3817,2574.52,2575.32,25063.1,25070.89
legacy_25k,two_years_2022,6700,6800,0.025,0.025,True,2131.0,1467.35,23014.7,31167.49,20,20,13,13,1117.12,1116.6357,2578.96,2578.32,25106.29,25100.06
legacy_25k,two_years_2022,6800,7000,0.026,0.026,True,631.0,504.7,23014.7,31904.84,20,20,13,13,1120.1395,1121.6986,2582.4,2583.06,25139.8,25146.25
legacy_25k,two_years_2022,6900,7100,0.053,0.053,True,131.0,184.1,24014.7,24067.8,20,20,13,13,1126.1765,1124.6018,2587.19,2585.82,25186.42,25173.04
legacy_25k,two_years_2022,7000,7100,0.094,0.094,True,131.0,184.1,24014.7,24067.8,20,20,13,13,1127.6654,1124.6018,2588.25,2585.82,25196.71,25173.04
legacy_25k,two_years_2022,7100,7200,0.076,0.076,True,-369.0,-569.55,29840.84,24814.15,20,20,13,13,1129.2857,1131.4117,2589.65,2591.61,25210.4,25229.47
legacy_25k,two_years_2022,7200,7300,0.01,0.01,True,-1369.0,-132.7,24014.7,23751.0,20,20,13,13,1136.5053,1136.2724,2596.06,2595.81,25272.77,25270.35
legacy_25k,two_years_2022,7300,7500,0.052,0.052,True,-1369.0,-1182.45,22514.7,24201.25,20,20,13,13,1139.2699,1142.2011,2598.67,2600.01,25298.15,25311.27
legacy_25k,two_years_2022,7400,7400,0.092,0.092,True,-1369.0,-432.7,22514.7,23451.0,20,20,13,13,1146.2949,1143.4179,2603.46,2601.06,25344.81,25321.47
legacy_25k,two_years_2022,7500,7400,0.122,0.122,True,-1369.0,-432.7,22514.7,23451.0,20,20,13,13,1147.4974,1143.4179,2604.23,2601.06,25352.35,25321.47
legacy_25k,two_years_2022,8000,8000,0.062,0.062,True,-2869.0,-2688.1,22514.7,24195.6,20,20,13,13,1157.3548,1155.5296,2612.12,2610.5,25429.09,25413.32
legacy_25k,two_years_2022,9000,9000,0.011,0.011,True,-4869.0,-4609.55,22014.7,22274.15,20,20,13,13,1171.6606,1171.3401,2622.53,2622.25,25530.5,25527.72
legacy_25k,two_years_2022,10000,10000,0.001,0.001,True,-5869.0,-5609.55,21014.7,21274.15,20,20,13,13,1175.133,1175.0902,2625.2,2625.17,25556.5,25556.16
legacy_25k,two_years_2024,0,2000,15.046,10.172,False,36257.0,55880.5,37757.0,55880.5,9,0,41,49,1134.1876,992.1792,2096.56,1781.12,12003.12,10782.17
legacy_25k,two_years_2024,1000,2000,15.046,10.172,False,36257.0,55880.5,37757.0,55880.5,9,0,41,49,1134.1876,992.1792,2096.56,1781.12,12003.12,10782.17
legacy_25k,two_years_2024,2000,3000,2.958,7.507,False,34002.0,52214.45,34002.0,52214.45,8,7,40,38,1168.7086,909.1131,2534.28,2609.25,15256.72,16402.07
legacy_25k,two_years_2024,3000,4200,0.967,5.745,False,42167.0,54747.05,42167.0,56247.05,9,7,35,34,1300.7863,1039.5942,3322.82,3354.94,24993.13,26428.9
legacy_25k,two_years_2024,3100,4200,0.476,5.231,False,42167.0,54747.05,42167.0,56247.05,9,7,35,34,1291.0051,1039.5942,3339.03,3354.94,25115.06,26428.9
legacy_25k,two_years_2024,3200,4200,0.017,4.72,True,40667.0,54747.05,40667.0,56247.05,9,7,35,34,1308.5065,1039.5942,3354.36,3354.94,25237.64,26428.9
legacy_25k,two_years_2024,3300,4200,0.689,3.863,True,39667.0,54747.05,39667.0,56247.05,9,7,35,34,1321.5374,1039.5942,3378.22,3354.94,25445.95,26428.9
legacy_25k,two_years_2024,3400,5700,2.185,0.744,True,44997.0,38773.0,46497.0,40273.0,9,7,35,34,1338.9831,1197.1925,3638.31,3717.79,29854.14,29631.96
legacy_25k,two_years_2024,3500,5000,0.363,1.923,True,44997.0,46267.4,46497.0,49267.4,8,7,36,34,1389.8562,1121.7428,3572.58,3559.61,28809.68,28255.57
legacy_25k,two_years_2024,3600,6100,0.742,4.513,True,47405.0,39289.3,48905.0,60946.12,9,12,32,29,1277.0523,1231.2531,3890.42,3861.54,31910.18,33350.21
legacy_25k,two_years_2024,3700,6100,0.872,4.376,True,46905.0,39289.3,49905.0,60946.12,9,12,32,29,1279.9378,1231.2531,3895.52,3861.54,31951.95,33350.21
legacy_25k,two_years_2024,3800,6100,1.312,3.913,True,46905.0,39289.3,49905.0,60946.12,9,12,32,29,1295.6668,1231.2531,3912.89,3861.54,32094.43,33350.21
legacy_25k,two_years_2024,3900,6100,1.404,3.656,True,45905.0,39289.3,48905.0,60946.12,9,12,32,29,1293.8807,1231.2531,3916.51,3861.54,32173.83,33350.21
legacy_25k,two_years_2024,4000,6100,1.554,3.393,True,45405.0,39289.3,48405.0,60946.12,9,12,32,29,1312.5263,1231.2531,3922.5,3861.54,32255.83,33350.21
legacy_25k,two_years_2024,4100,6000,2.432,3.429,True,43905.0,35225.2,49905.0,36725.2,8,7,33,34,1332.1095,1233.7964,3881.27,3786.86,31387.1,30310.84
legacy_25k,two_years_2024,4200,6000,0.308,2.137,True,45905.0,35225.2,63999.78,36725.2,9,7,32,34,1212.483,1233.7964,3775.24,3786.86,30972.65,30310.84
legacy_25k,two_years_2024,4300,6000,1.318,3.723,True,45405.0,35225.2,52905.0,36725.2,9,7,32,34,1242.2745,1233.7964,3837.44,3786.86,31482.96,30310.84
legacy_25k,two_years_2024,4400,6000,1.465,3.886,True,44905.0,35225.2,52405.0,36725.2,9,7,32,34,1241.204,1233.7964,3843.16,3786.86,31536.22,30310.84
legacy_25k,two_years_2024,4500,6100,0.214,5.453,False,44405.0,39289.3,50405.0,60946.12,9,12,32,29,1246.7637,1231.2531,3853.28,3861.54,31625.67,33350.21
legacy_25k,two_years_2024,5000,6100,1.131,3.865,True,41905.0,39289.3,44905.0,60946.12,9,12,32,29,1259.0592,1231.2531,3905.7,3861.54,32109.07,33350.21
legacy_25k,two_years_2024,5700,6300,1.987,0.636,True,38504.0,37633.3,62983.16,68809.06,11,13,30,25,1331.3496,1255.7414,4031.73,3951.61,34270.15,34488.02
legacy_25k,two_years_2024,6000,6400,2.515,1.413,True,36070.0,36224.6,68709.35,69300.36,12,13,29,25,1388.2118,1276.248,4090.16,3987.28,35324.68,34825.66
legacy_25k,two_years_2024,6100,6500,2.154,0.784,True,36544.0,36623.7,75546.89,73099.46,13,15,25,23,1390.7612,1298.2173,4136.08,4046.99,36092.36,36375.38
legacy_25k,two_years_2024,6200,6700,0.51,0.954,True,35610.0,34504.15,83986.68,73279.91,14,15,24,23,1391.5915,1349.6969,4151.26,4130.09,36771.57,37122.33
legacy_25k,two_years_2024,6300,6900,0.225,0.225,True,35676.0,32904.15,90555.67,72479.91,15,15,23,23,1398.8464,1378.5371,4175.58,4184.96,37531.19,37615.52
legacy_25k,two_years_2024,6400,6900,0.415,0.415,True,34676.0,32904.15,91555.67,72479.91,15,15,23,23,1409.9092,1378.5371,4202.4,4184.96,37772.28,37615.52
legacy_25k,two_years_2024,6500,7000,0.369,0.37,True,32676.0,32104.15,91555.67,72079.91,15,15,23,23,1420.8985,1398.7578,4235.85,4220.2,38072.93,37932.25
legacy_25k,two_years_2024,6600,7100,0.366,0.366,True,32176.0,31304.15,91555.67,71679.91,15,15,23,23,1432.539,1412.9257,4257.42,4273.0,38266.77,38406.85
legacy_25k,two_years_2024,6700,7100,0.429,0.429,True,31176.0,31304.15,92555.67,71679.91,15,15,23,23,1460.621,1412.9257,4291.4,4273.0,38572.25,38406.85
legacy_25k,two_years_2024,6800,7200,0.196,0.195,True,30676.0,30504.15,92555.67,71279.91,15,15,23,23,1474.6271,1432.8005,4319.3,4310.85,38822.94,38747.06
