product,window,withdrawal,headroom,retained_balance_target,first_entry,last_exit,trades,ongoing,terminal,total,ongoing_received_after_split,terminal_profit_equity_before_withdrawal,accounts,alive,evaluations,evaluation_months,evaluation_resets,evaluation_fees,activation_fees,spend,contributions,ending_owner_cash,spares_at_end,passes_forfeited_cash,passes_forfeited_capacity,max_pass_to_activation_hours,passes_awaiting_first_check_at_horizon,deaths_after_startup_year,deaths_of_pas_at_least_one_year_old,mature_pa_days,deaths_after_two_years,deaths_2026_03_30,last_death,largest_simultaneous_deaths,deaths,replacements_filled,replacements_unfilled,next_check_service,replacement_wait_median_days,replacement_wait_p95_days,unfilled_account_days,oldest_unfilled_days,zero_live_days,average_live_accounts,peak_subscriptions,peak_in_flight,peak_passes_month,activation_blocked_account_checks,renewals_unaffordable,start_unaffordable_checks,cash_blocked_days,observed_days,live_pa_days,average_live_pas_event_weighted,vacant_capacity_days_including_startup,average_retained_profit_book,average_positive_retained_profit_book,average_retained_profit_per_live_pa,average_actual_cushion_book,average_actual_cushion_per_live_pa,live_multiple_account_days,live_mean_balance_std_usd,live_mean_balance_range_usd,live_mean_distinct_balances,live_identical_balance_fraction,frozen_multiple_account_days,frozen_mean_balance_std_usd,frozen_mean_balance_range_usd,frozen_mean_distinct_balances,frozen_identical_balance_fraction,book_empty_transitions,book_wipes_from_at_least_five_live,march30_pretrade_alive,march30_pretrade_distinct,march30_pretrade_profit_min,march30_pretrade_profit_max,execution,copies,signals_executed,signal_participation,allocation_sha256,job
legacy_25k,start_2023,maximum,5000,30100.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,275359.3,4500.0,279859.3,282959.3,22213.1,41,6,45,75,30,2475.0,5125.0,7600.0,13400.0,293259.3,0,0,0,21.0,0,29,20,8841.13,26,0,2026-06-25T23:30:00,20,35,21,14,0.0857,47.22,91.64,2054.76,112.54,31.7,13.61,10,10,8,0,0,0,0,1287.5951,17509.1701,13.5984,8242.73,53109.06,53157.35,3905.55,52803.24,3883.06,1197.253,644.2015,2207.433,4.7866,0.0,1098.6914,459.1059,1563.0615,3.8702,0.0,1,1,0,0,,,blocking,68670,4955,0.3914520461368305,a51dd4b33d12c63e4868c5c05fde5e523533be42a699daee42a6c954ed99f66d,"[""legacy_25k"", ""start_2023"", ""maximum"", 5000]"
legacy_25k,start_2023,maximum,5700,30800.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,261987.6,4500.0,266487.6,269186.6,14274.45,37,3,45,78,33,2574.0,4625.0,7199.0,13400.0,279887.6,0,0,0,21.0,0,28,20,8907.88,25,0,2026-06-25T23:30:00,20,34,17,17,0.0882,47.22,88.31,2138.82,109.2,28.7,13.54,10,10,8,0,0,0,0,1287.5951,17425.1009,13.5331,8326.8,59061.5,59107.41,4364.24,58745.49,4340.89,1203.5905,656.1528,2198.2641,4.6146,0.1127,1102.3433,462.1501,1552.9119,3.7096,0.1231,1,1,0,0,,,blocking,68403,4972,0.3927950703112656,f51a6cebf437685341a32c419944a804bbb9251e3ae611b1ae7fdb5d5670612d,"[""legacy_25k"", ""start_2023"", ""maximum"", 5700]"
legacy_25k,start_2023,maximum,6000,31100.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,254793.25,3000.0,257793.25,262202.25,17908.35,40,5,44,73,29,2409.0,5000.0,7409.0,13400.0,271193.25,0,0,0,21.0,0,29,20,8979.0,26,20,2026-06-25T23:30:00,20,35,20,15,0.0857,47.72,84.75,1996.79,105.65,24.7,13.66,10,10,8,0,0,0,0,1287.5951,17567.1396,13.6434,8184.76,61968.92,62017.17,4542.05,61651.09,4518.76,1204.1463,695.0729,2341.1933,4.8105,0.1156,1105.5847,519.6267,1715.2466,3.9123,0.126,1,1,20,1,109.5,109.5,blocking,68877,4981,0.393506083109496,6b8417c14b2b21b1b21bdce2a30051ac6337dbb7994e5a0e6adca051c2a6ea2a,"[""legacy_25k"", ""start_2023"", ""maximum"", 6000]"
legacy_25k,start_2023,maximum,6100,31200.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,272161.9,120267.86,392429.76,277660.9,125731.35,30,20,30,53,23,1749.0,3750.0,5499.0,13400.0,405829.76,0,0,0,21.0,0,4,1,10983.88,1,0,2026-03-27T20:17:40,5,10,10,0,0.3,45.22,48.22,289.91,0,23.7,14.97,10,10,8,0,0,0,0,1287.5951,19274.0174,14.969,6477.89,69349.91,69387.47,4632.9,68826.81,4597.96,1221.8963,637.5555,2265.1738,4.9774,0.0034,1137.1889,490.9803,1718.209,4.1202,0.0296,0,0,19,1,209.5,209.5,blocking,75732,4991,0.39429609732975196,dcf1314f93501bcea36ca17e94dbcee372ac6e530b86d41f71a2cccd5b225ec3,"[""legacy_25k"", ""start_2023"", ""maximum"", 6100]"
legacy_25k,start_2023,maximum,6200,31300.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,270238.75,127018.8,397257.55,275579.75,129019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,70297.18,70332.67,4695.17,69754.38,4658.92,1221.8963,612.9375,2178.0606,4.9244,0.0277,1137.1889,472.1433,1658.907,4.0893,0.0298,0,0,20,2,195.55,309.5,blocking,75743,4991,0.39429609732975196,df041a236c54b574ab2dd900995e9712a0c3f39c22cf5b1d4b5b0e6439a58160,"[""legacy_25k"", ""start_2023"", ""maximum"", 6200]"
legacy_25k,start_2023,maximum,6300,31400.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,268238.75,129018.8,397257.55,273579.75,131019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,71173.18,71208.67,4753.68,70630.38,4717.43,1221.8963,600.6836,2122.2981,4.5111,0.2004,1137.1889,458.8902,1598.9909,3.6452,0.2154,0,0,20,1,409.5,409.5,blocking,75743,4991,0.39429609732975196,f82b9b2127ba4a59c8b923511c0e528cca641ba3007eba42354da8b7a28b9198,"[""legacy_25k"", ""start_2023"", ""maximum"", 6300]"
legacy_25k,start_2023,maximum,6400,31500.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,266238.75,131018.8,397257.55,271579.75,133019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,72269.12,72304.61,4826.88,71726.31,4790.62,1221.8963,606.6332,2162.6638,4.6912,0.2004,1137.1889,465.5615,1642.3634,3.8387,0.2154,0,0,20,1,509.5,509.5,blocking,75743,4991,0.39429609732975196,0ae45bf28cb8cf532cc767dd6bf8feebec7e451b4cb403d28033d56f0a8db6eb,"[""legacy_25k"", ""start_2023"", ""maximum"", 6400]"
legacy_25k,start_2023,maximum,6500,31600.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,264238.75,133018.8,397257.55,269579.75,135019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,73324.38,73359.87,4897.36,72781.57,4861.1,1221.8963,613.5848,2172.852,4.6634,0.2004,1137.1889,473.0383,1653.3105,3.8088,0.2154,0,0,20,1,609.5,609.5,blocking,75743,4991,0.39429609732975196,3705ad840649e6c6977638ccd99d13e64d135728c808418dee0b1a484ff02581,"[""legacy_25k"", ""start_2023"", ""maximum"", 6500]"
legacy_25k,start_2023,maximum,6600,31700.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,262238.75,135018.8,397257.55,267579.75,137019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,74508.02,74543.5,4976.41,73965.21,4940.16,1221.8963,628.6823,2198.5215,4.8009,0.2004,1137.1889,489.3915,1680.8921,3.9565,0.2154,0,0,20,1,709.5,709.5,blocking,75743,4991,0.39429609732975196,41a0f5f11f26bb4bf135b7408c67722598eb2acc52d9514d1f6ea2225de51990,"[""legacy_25k"", ""start_2023"", ""maximum"", 6600]"
legacy_25k,start_2023,maximum,6700,31800.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,260238.75,137018.8,397257.55,265579.75,139019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,75575.98,75611.47,5047.74,75033.18,5011.49,1221.8963,633.8842,2237.511,4.8729,0.2004,1137.1889,495.0154,1722.7858,4.0339,0.2154,0,0,20,1,809.5,809.5,blocking,75743,4991,0.39429609732975196,faf59e60356f2e947d263b9ca5139102d1055045c5b5fb57a9a1d4785aa25aff,"[""legacy_25k"", ""start_2023"", ""maximum"", 6700]"
legacy_25k,start_2023,maximum,6800,31900.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,258238.75,139018.8,397257.55,263579.75,141019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,76466.44,76501.93,5107.22,75923.63,5070.96,1221.8963,643.3612,2252.6969,4.8909,0.2004,1137.1889,505.2948,1739.1028,4.0532,0.2154,0,0,20,1,909.5,909.5,blocking,75743,4991,0.39429609732975196,cd449c9f947eb2a2c483f6aeb489be4a12d8ff8e0fb231610aaa58dbe449da91,"[""legacy_25k"", ""start_2023"", ""maximum"", 6800]"
legacy_25k,start_2023,maximum,6900,32000.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,256238.75,141018.8,397257.55,261579.75,143019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,77350.2,77385.69,5166.24,76807.39,5129.99,1221.8963,645.3581,2268.6486,4.868,0.2004,1137.1889,507.446,1756.2428,4.0286,0.2154,0,0,20,1,1009.5,1009.5,blocking,75743,4991,0.39429609732975196,2d5b9c6267ed0f275773941018107bbfa9c6d23729f3feb52ffeaf0b234be7cd,"[""legacy_25k"", ""start_2023"", ""maximum"", 6900]"
legacy_25k,start_2023,maximum,7000,32100.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,254238.75,143018.8,397257.55,259579.75,145019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,78376.98,78412.47,5234.82,77834.18,5198.57,1221.8963,652.1573,2292.7541,4.8565,0.2004,1137.1889,514.8259,1782.1438,4.0163,0.2154,0,0,20,1,1109.5,1109.5,blocking,75743,4991,0.39429609732975196,a0cfcc09afcf8a8c0b1b39a77a799209ec7dbafb1c6383afd5b3105cbed2eea8,"[""legacy_25k"", ""start_2023"", ""maximum"", 7000]"
legacy_25k,start_2023,maximum,7100,32200.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,252238.75,145018.8,397257.55,257579.75,147019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,79415.22,79450.71,5304.17,78872.41,5267.91,1221.8963,660.114,2324.0205,4.9244,0.2004,1137.1889,523.6352,1815.7393,4.0893,0.2154,0,0,20,1,1209.5,1209.5,blocking,75743,4991,0.39429609732975196,27f1ae3ac77b5371851d948f49a439566da1fa516e89a5a71125a0f28c0dea70,"[""legacy_25k"", ""start_2023"", ""maximum"", 7100]"
legacy_25k,start_2023,maximum,7200,32300.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,250238.75,147018.8,397257.55,255579.75,149019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,80528.83,80564.32,5378.55,79986.02,5342.29,1221.8963,673.0636,2358.4742,4.9293,0.2004,1137.1889,537.7564,1852.7593,4.0945,0.2154,0,0,20,1,1309.5,1309.5,blocking,75743,4991,0.39429609732975196,a5a61c8804203faadd60cdece186957dbcb212117c190b42b5ab61e59350194e,"[""legacy_25k"", ""start_2023"", ""maximum"", 7200]"
legacy_25k,start_2023,maximum,7300,32400.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,248238.75,149018.8,397257.55,253579.75,151019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,81532.94,81568.43,5445.61,80990.13,5409.36,1221.8963,682.7132,2389.6424,5.0022,0.2004,1137.1889,548.2132,1886.2493,4.1728,0.2154,0,0,20,1,1409.5,1409.5,blocking,75743,4991,0.39429609732975196,610ef9ba11f7144c722809c7c8207ad4e42ecadb6735e48dc2a6879260908177,"[""legacy_25k"", ""start_2023"", ""maximum"", 7300]"
legacy_25k,start_2023,maximum,7400,32500.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,246238.75,151018.8,397257.55,251579.75,153019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,82436.29,82471.78,5505.95,81893.49,5469.69,1221.8963,683.9933,2410.5253,5.0603,0.2004,1137.1889,549.689,1908.6877,4.2352,0.2154,0,0,20,1,1509.5,1509.5,blocking,75743,4991,0.39429609732975196,c3489bc102167137f08889c92d7c8f63f0a6873e88fcde3e88f84c1010c9f9d1,"[""legacy_25k"", ""start_2023"", ""maximum"", 7400]"
legacy_25k,start_2023,maximum,7500,32600.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,244238.75,153018.8,397257.55,249579.75,155019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,83389.02,83424.51,5569.58,82846.21,5533.32,1221.8963,690.5897,2406.9613,4.9694,0.2004,1137.1889,556.7739,1904.8582,4.1376,0.2154,0,0,20,1,1609.5,1609.5,blocking,75743,4991,0.39429609732975196,b407b21e21d2e3ad06e11610405983a6a00ebade80403e9838290a6a1314d586,"[""legacy_25k"", ""start_2023"", ""maximum"", 7500]"
legacy_25k,start_2023,maximum,8000,33100.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,234238.75,163018.8,397257.55,239579.75,165019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,88319.49,88354.98,5898.89,87776.68,5862.63,1221.8963,711.5185,2535.2632,5.111,0.2004,1137.1889,579.7305,2042.7171,4.2898,0.2154,0,0,20,1,2109.5,2109.5,blocking,75743,4991,0.39429609732975196,8f9a48595ce3f234fa3799cbeceaef094be931c66ff7dc35251ecc00f0553a40,"[""legacy_25k"", ""start_2023"", ""maximum"", 8000]"
legacy_25k,start_2023,maximum,9000,34100.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,214238.75,183018.8,397257.55,219579.75,185019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,410657.55,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,97768.41,97803.9,6529.98,97225.61,6493.73,1221.8963,784.3387,2785.8012,5.3598,0.2004,1137.1889,659.0649,2311.9173,4.5571,0.2154,0,0,20,1,3109.5,3109.5,blocking,75743,4991,0.39429609732975196,b26af0fcf1380395446b8c2157276eda9d729a029ee660809ce8e0ce979fa2bb,"[""legacy_25k"", ""start_2023"", ""maximum"", 9000]"
legacy_25k,start_2023,maximum,10000,35100.0,2023-01-03T07:13:40,2026-07-13T21:30:40,6932,194238.75,194367.86,388606.61,199579.75,205019.0,29,20,29,52,23,1716.0,3625.0,5341.0,13400.0,402006.61,0,0,0,21.0,0,3,0,11091.93,0,0,2024-07-25T09:01:40,5,9,9,0,0.3333,47.22,48.22,285.75,0,23.7,14.98,10,10,8,0,0,0,0,1287.5951,19278.1718,14.9722,6473.73,106535.27,106570.76,7115.52,105992.46,7079.27,1221.8963,847.4019,3015.2,5.6839,0.2004,1137.1889,727.0682,2558.4036,4.9053,0.2154,0,0,20,1,4109.5,4109.5,blocking,75743,4991,0.39429609732975196,fd48b3453c929257b641cab47794481fbfa66c67439fd48b7efd78bc52e36ba2,"[""legacy_25k"", ""start_2023"", ""maximum"", 10000]"
legacy_25k,start_2024,minimum,0,25100.0,2024-01-02T06:34:40,2026-07-13T21:30:40,4985,75588.0,0,75588.0,90000.0,39292.6,72,11,81,164,83,5412.0,9000.0,14412.0,11000.0,86588.0,0,0,0,22.5,0,51,0,96.9,16,0,2026-06-25T23:30:00,7,61,58,3,0.0656,45.23,90.95,2612.95,38.2,10.73,6.97,12,12,8,0,0,0,0,923.6222,6423.5951,6.9548,12048.85,13661.54,13889.38,1964.34,14923.85,2145.84,881.5167,1168.1424,3320.4252,5.8988,0.0,769.4023,910.9479,2291.2522,4.6358,0.0065,1,0,1,1,919.0,919.0,blocking,25097,3572,0.28219307947543054,4b026fb5d1015dfeaeee0a1c52163f88747a8f8501418bfa8eaf2419298dc863,"[""legacy_25k"", ""start_2024"", ""minimum"", 0]"
legacy_25k,start_2024,minimum,1000,26100.0,2024-01-02T06:34:40,2026-07-13T21:30:40,4985,75588.0,0,75588.0,90000.0,39292.6,72,11,81,164,83,5412.0,9000.0,14412.0,11000.0,86588.0,0,0,0,22.5,0,51,0,96.9,16,0,2026-06-25T23:30:00,7,61,58,3,0.0656,45.23,90.95,2612.95,38.2,10.73,6.97,12,12,8,0,0,0,0,923.6222,6423.5951,6.9548,12048.85,13661.54,13889.38,1964.34,14923.85,2145.84,881.5167,1168.1424,3320.4252,5.8988,0.0,769.4023,910.9479,2291.2522,4.6358,0.0065,1,0,1,1,919.0,919.0,blocking,25097,3572,0.28219307947543054,4b026fb5d1015dfeaeee0a1c52163f88747a8f8501418bfa8eaf2419298dc863,"[""legacy_25k"", ""start_2024"", ""minimum"", 1000]"
legacy_25k,start_2024,minimum,2000,27100.0,2024-01-02T06:34:40,2026-07-13T21:30:40,4985,90649.0,0,90649.0,103500.0,36002.55,64,10,74,147,73,4851.0,8000.0,12851.0,11000.0,101649.0,0,0,0,22.5,0,51,2,246.75,22,0,2026-06-25T23:30:00,7,54,49,5,0.0556,46.1,102.04,2626.92,112.12,10.73,8.34,8,8,8,0,0,0,0,923.6222,7688.5262,8.3243,10783.92,18458.89,18678.35,2217.47,19332.34,2322.39,881.6271,1165.2604,3597.1628,6.9094,0.0,835.325,827.2841,2282.4073,5.7681,0.0,1,1,1,1,919.0,919.0,blocking,30028,3573,0.28227208089745615,010a4585bacca684f4b7ca8dff6ad92149515e7c1ae6afa6a6043c4e91ac694d,"[""legacy_25k"", ""start_2024"", ""minimum"", 2000]"
legacy_25k,start_2024,minimum,3000,28100.0,2024-01-02T06:34:40,2026-07-13T21:30:40,4985,144509.0,0,144509.0,153500.0,26852.85,45,7,54,102,48,3366.0,5625.0,8991.0,11000.0,155509.0,0,0,0,21.0,0,35,8,2800.64,24,0,2026-06-25T23:30:00,6,38,26,12,0.1316,26.67,109.39,1794.76,130.29,7.73,11.01,8,8,9,0,0,0,0,923.6222,10161.2711,11.0015,8311.17,36904.21,37023.56,3354.46,36925.69,3356.41,888.7398,1273.889,4016.0007,9.3105,0.0,843.2919,916.883,2897.5965,8.6062,0.0,0,0,1,1,412.0,412.0,blocking,39820,3578,0.2826670880075841,afcc5173fe14a281ce36bce74da409af8524aa42e44105dbcd8e7e2d8569505d,"[""legacy_25k"", ""start_2024"", ""minimum"", 3000]"
legacy_25k,start_2024,minimum,3100,28200.0,2024-01-02T06:34:40,2026-07-13T21:30:40,4985,144009.0,0,144009.0,153000.0,26852.85,45,7,54,102,48,3366.0,5625.0,8991.0,11000.0,155009.0,0,0,0,21.0,0,35,8,2802.23,24,0,2026-06-25T23:30:00,6,38,26,12,0.1316,26.61,109.39,1793.17,128.97,7.73,11.01,8,8,9,0,0,0,0,923.6222,10162.862,11.0033,8309.58,37636.11,37755.46,3420.45,37657.42,3422.38,888.7398,1288.9928,4084.4196,9.3123,0.0,843.2919,926.7882,2966.3115,8.6081,0.0,0,0,1,1,412.0,412.0,blocking,39829,3578,0.2826670880075841,3f7a318f3db0acfdd41c90f9aa730730f0b1334af1628e16a02129224baa841a,"[""legacy_25k"", ""start_2024"", ""minimum"", 3100]"
legacy_25k,start_2024,minimum,3200,28300.0,2024-01-02T06:34:40,2026-07-13T21:30:40,4985,143009.0,0,143009.0,152000.0,26852.85,45,7,54,102,48,3366.0,5625.0,8991.0,11000.0,154009.0,0,0,0,21.0,0,35,8,2806.15,24,0,2026-06-25T23:30:00,6,38,26,12,0.1316,26.49,108.08,1787.66,128.97,7.73,11.02,8,8,9,0,0,0,0,923.6222,10168.3692,11.0092,8304.08,38180.27,38299.62,3468.02,38200.97,3469.9,888.7398,1298.3321,4102.8017,9.3185,0.0,843.2919,928.7919,2984.9792,8.6146,0.0,0,0,1,1,412.0,412.0,blocking,39847,3578,0.2826670880075841,8fd2fd005bb74047e94a4e964e866ad45748567f3e13a968386a40774037650a,"[""legacy_25k"", ""start_2024"", ""minimum"", 3200]"
legacy_25k,start_2024,minimum,3300,28400.0,2024-01-02T06:34:40,2026-07-13T21:30:40,4985,141509.0,0,141509.0,150500.0,26852.85,45,7,54,102,48,3366.0,5625.0,8991.0,11000.0,152509.0,0,0,0,21.0,0,35,8,2813.94,24,0,2026-06-25T23:30:00,5,38,26,12,0.1316,26.42,108.08,1773.64,126.54,7.73,11.04,8,8,9,0,0,0,0,923.6222,10182.3854,11.0244,8290.06,38737.12,38856.47,3513.76,38756.31,3515.5,888.7398,1318.5741,4174.9618,9.3343,0.0,843.2919,946.4076,3057.9131,8.6313,0.0,0,0,1,1,412.0,412.0,blocking,39890,3578,0.2826670880075841,bb7e0db18115a5cb4497b28d0ecee5e2db373496258784fda946e6557da4fde7,"[""legacy_25k"", ""start_2024"", ""minimum"", 3300]"
legacy_25k,start_2024,minimum,3400,28500.0,2024-01-02T06:34:40,2026-07-13T21:30:40,4985,151129.0,0,151129.0,159000.0,32861.1,40,8,48,87,39,2871.0,5000.0,7871.0,11000.0,162129.0,0,0,0,21.0,0,29,8,3347.07,23,0,2026-06-25T23:30:00,4,32,20,12,0.1562,32.69,101.06,1624.48,121.95,7.73,11.66,8,8,8,0,0,0,0,923.6222,10757.4488,11.647,7715.0,45084.97,45159.44,3870.94,44822.68,3848.42,893.8963,1322.2289,4069.1144,9.7497,0.0,877.9882,969.8754,2944.0679,8.8987,0.0,0,0,3,2,401.75,412.0,blocking,42187,3578,0.2826670880075841,7dd0e2b4f194d212c7efbfa2a2b36744e3bbdd55b458766fa6584e40931fa4ce,"[""legacy_25k"", ""start_2024"", ""minimum"", 3400]"
legacy_25k,start_2024,minimum,3500,28600.0,2024-01-02T06:34:40,2026-07-13T21:30:40,4985,150129.0,0,150129.0,158000.0,27855.3,40,7,48,87,39,2871.0,5000.0,7871.0,11000.0,161129.0,0,0,0,21.0,0,30,9,3237.97,24,0,2026-06-25T23:30:00,5,33,20,13,0.1515,32.69,101.06,1733.58,121.95,7.73,11.54,8,8,8,0,0,0,0,923.6222,10648.3486,11.5289,7824.1,44390.17,44464.64,3850.34,44139.69,3828.61,893.8963,1303.7716,4132.2994,9.6276,0.0058,877.9882,948.3098,3007.7368,8.7744,0.0395,0,0,2,1,401.75,401.75,blocking,41757,3578,0.2826670880075841,18fd43e71c94c25bd42f07cd83148091eebfca0db6efda60970a26620fa53d92,"[""legacy_25k"", ""start_2024"", ""minimum"", 3500]"
legacy_25k,start_2024,minimum,3600,28700.0,2024-01-02T06:34:40,2026-07-13T21:30:40,4985,147129.0,0,147129.0,155000.0,28855.3,40,7,48,87,39,2871.0,5000.0,7871.0,11000.0,158129.0,0,0,0,21.0,0,30,9,3247.1,24,0,2026-06-25T23:30:00,5,33,20,13,0.1515,31.98,101.06,1709.49,119.85,7.73,11.57,8,8,8,0,0,0,0,923.6222,10672.4319,11.555,7800.01,45068.78,45143.25,3900.38,44815.7,3878.48,893.8963,1305.2024,4149.1664,9.6513,0.0058,877.9882,942.7591,3023.7291,8.7985,0.0395,0,0,2,1,401.75,401.75,blocking,41849,3578,0.2826670880075841,d9ea84da4677fc9f75e206d739c96b11683dd9f1be20e0d2ba1dc582d855c54a,"[""legacy_25k"", ""start_2024"", ""minimum"", 3600]"
legacy_25k,start_2024,minimum,3700,28800.0,2024-01-02T06:34:40,2026-07-13T21:30:40,4985,146629.0,0,146629.0,154500.0,28855.3,40,7,48,87,39,2871.0,5000.0,7871.0,11000.0,157629.0,0,0,0,21.0,0,30,9,3254.21,24,0,2026-06-25T23:30:00,5,33,20,13,0.1515,31.98,101.06,1702.38,119.85,7.73,11.57,8,8,8,0,0,0,0,923.6222,10679.5505,11.5627,7792.89,45734.39,45808.86,3955.34,45480.54,3933.39,893.8963,1325.436,4216.4555,9.6593,0.0058,877.9882,957.7394,3091.9296,8.8067,0.0395,0,0,2,1,401.75,401.75,blocking,41881,3578,0.2826670880075841,952b1306fc786cf2f657e4e21e4bee19d77c618697f09000e64d73c3229fbb2b,"[""legacy_25k"", ""start_2024"", ""minimum"", 3700]"
