product,window,withdrawal,headroom,retained_balance_target,first_entry,last_exit,trades,ongoing,terminal,total,ongoing_received_after_split,terminal_profit_equity_before_withdrawal,accounts,alive,evaluations,evaluation_months,evaluation_resets,evaluation_fees,activation_fees,spend,contributions,ending_owner_cash,spares_at_end,passes_forfeited_cash,passes_forfeited_capacity,max_pass_to_activation_hours,passes_awaiting_first_check_at_horizon,deaths_after_startup_year,deaths_of_pas_at_least_one_year_old,mature_pa_days,deaths_after_two_years,deaths_2026_03_30,last_death,largest_simultaneous_deaths,deaths,replacements_filled,replacements_unfilled,next_check_service,replacement_wait_median_days,replacement_wait_p95_days,unfilled_account_days,oldest_unfilled_days,zero_live_days,average_live_accounts,peak_subscriptions,peak_in_flight,peak_passes_month,activation_blocked_account_checks,renewals_unaffordable,start_unaffordable_checks,cash_blocked_days,observed_days,live_pa_days,average_live_pas_event_weighted,vacant_capacity_days_including_startup,average_retained_profit_book,average_positive_retained_profit_book,average_retained_profit_per_live_pa,average_actual_cushion_book,average_actual_cushion_per_live_pa,live_multiple_account_days,live_mean_balance_std_usd,live_mean_balance_range_usd,live_mean_distinct_balances,live_identical_balance_fraction,frozen_multiple_account_days,frozen_mean_balance_std_usd,frozen_mean_balance_range_usd,frozen_mean_distinct_balances,frozen_identical_balance_fraction,book_empty_transitions,book_wipes_from_at_least_five_live,march30_pretrade_alive,march30_pretrade_distinct,march30_pretrade_profit_min,march30_pretrade_profit_max,execution,copies,signals_executed,signal_participation,allocation_sha256,job
legacy_25k,two_years_2024,maximum,6500,31600.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,36623.7,36475.76,73099.46,43947.7,80532.1,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,82699.46,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,36375.38,36545.91,4046.99,36678.26,4080.69,667.9792,1755.0903,5028.2146,6.3952,0.0,636.0,1298.2173,3670.7738,5.4824,0.0,1,0,8,2,495.55,609.5,blocking,25908,2825,0.22317901722231,be99b937cd0f1763128b2be20f1110bd45f0b0c4c452610b7e6315b4d29209a0,"[""legacy_25k"", ""two_years_2024"", ""maximum"", 6500]"
legacy_25k,two_years_2024,maximum,6600,31700.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,35835.4,36875.76,72711.16,43159.4,81320.4,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,82311.16,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,36719.65,36890.17,4085.29,37022.52,4118.99,667.9792,1775.8949,5070.8409,6.3952,0.0,636.0,1318.5216,3710.8988,5.4824,0.0,1,0,8,2,595.55,709.5,blocking,25908,2825,0.22317901722231,5953c1529c6ccd68bd300c48c338936427bb354ae33ce02f7676ffe1112bc0e0,"[""legacy_25k"", ""two_years_2024"", ""maximum"", 6600]"
legacy_25k,two_years_2024,maximum,6700,31800.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,34504.15,38775.76,73279.91,41828.15,82651.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,82879.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,37122.33,37292.86,4130.09,37425.21,4163.79,667.9792,1807.8549,5148.3654,6.3069,0.0,636.0,1349.6969,3787.6768,5.3896,0.0,1,0,8,2,695.55,809.5,blocking,25908,2825,0.22317901722231,a31224f6b7587d8dec98616722f256f0a854b59a51674c03e043879f0fd8f727,"[""legacy_25k"", ""two_years_2024"", ""maximum"", 6700]"
legacy_25k,two_years_2024,maximum,6800,31900.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,33704.15,39175.76,72879.91,41028.15,83451.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,82479.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,37422.83,37593.35,4163.52,37725.71,4197.22,667.9792,1826.2074,5186.7845,6.7305,0.0,636.0,1367.5857,3827.5306,5.8346,0.0,1,0,8,3,706.25,909.5,blocking,25908,2825,0.22317901722231,4c8335b389d7900a05a9bae2761b5e60bb9d010849bd7617571edb4c313fad6a,"[""legacy_25k"", ""two_years_2024"", ""maximum"", 6800]"
legacy_25k,two_years_2024,maximum,6900,32000.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,32904.15,39575.76,72479.91,40228.15,84251.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,82079.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,37615.52,37786.05,4184.96,37918.4,4218.66,667.9792,1836.4363,5169.3206,6.3742,0.0,636.0,1378.5371,3812.2332,5.4603,0.0,1,0,8,2,640.7,1009.5,blocking,25908,2825,0.22317901722231,25ea7ac8d7e041320532423042daa6b5f8f7f5a7e5f5e54f6db379ff77673d8b,"[""legacy_25k"", ""two_years_2024"", ""maximum"", 6900]"
legacy_25k,two_years_2024,maximum,7000,32100.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,32104.15,39975.76,72079.91,39428.15,85051.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,81679.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,37932.25,38102.78,4220.2,38235.13,4253.9,667.9792,1857.6167,5204.5401,6.2021,0.0,636.0,1398.7578,3845.4823,5.2795,0.0,1,0,8,2,721.25,1109.5,blocking,25908,2825,0.22317901722231,c77414471b4dff942d8a91e08aa035b44a7623012b36910d4c8d67f0a0a6514a,"[""legacy_25k"", ""two_years_2024"", ""maximum"", 7000]"
legacy_25k,two_years_2024,maximum,7100,32200.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,31304.15,40375.76,71679.91,38628.15,85851.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,81279.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,38406.85,38577.37,4273.0,38709.73,4306.7,667.9792,1882.469,5229.0579,6.2021,0.0,636.0,1412.9257,3848.5556,5.2795,0.0,1,0,8,2,1209.5,1230.4,blocking,25908,2825,0.22317901722231,5ba77664a4b795bc66947e5dd8dd89ac8d5bf0256a4dc2024ff8c582d550fca7,"[""legacy_25k"", ""two_years_2024"", ""maximum"", 7100]"
legacy_25k,two_years_2024,maximum,7200,32300.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,30504.15,40775.76,71279.91,37828.15,86651.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,80879.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,38747.06,38917.58,4310.85,39049.94,4344.55,667.9792,1903.7608,5261.662,5.8862,0.0167,636.0,1432.8005,3878.1544,4.9478,0.064,1,0,8,1,1309.5,1309.5,blocking,25908,2825,0.22317901722231,619f1dfb630ae19c179101f95b0af0648ae402a994ebc2542139cf89749f6f59,"[""legacy_25k"", ""two_years_2024"", ""maximum"", 7200]"
legacy_25k,two_years_2024,maximum,7300,32400.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,29704.15,41175.76,70879.91,37028.15,87451.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,80479.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,39107.55,39278.08,4350.96,39410.43,4384.66,667.9792,1928.3661,5310.8298,5.8862,0.0167,636.0,1456.489,3925.1498,4.9478,0.064,1,0,8,1,1409.5,1409.5,blocking,25908,2825,0.22317901722231,c55f4c069aeec72a4e25879c006527692dc3ee6dcd4e1f96e60f47104218cfce,"[""legacy_25k"", ""two_years_2024"", ""maximum"", 7300]"
legacy_25k,two_years_2024,maximum,7400,32500.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,28904.15,41575.76,70479.91,36228.15,88251.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,80079.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,39529.13,39699.66,4397.86,39832.01,4431.56,667.9792,1963.2372,5390.9086,5.7215,0.0167,636.0,1492.1906,4004.6105,4.7748,0.064,1,0,8,1,1509.5,1509.5,blocking,25908,2825,0.22317901722231,b5a0380e386b797217936ffc8d0dc7ba06173d961d68898498ed251be7a0fa49,"[""legacy_25k"", ""two_years_2024"", ""maximum"", 7400]"
legacy_25k,two_years_2024,maximum,7500,32600.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,28104.15,41975.76,70079.91,35428.15,89051.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,79679.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,39881.19,40051.72,4437.03,40184.07,4470.73,667.9792,1986.1834,5444.6253,5.7215,0.0167,636.0,1514.3061,4056.3836,4.7748,0.064,1,0,8,1,1609.5,1609.5,blocking,25908,2825,0.22317901722231,b5a0380e386b797217936ffc8d0dc7ba06173d961d68898498ed251be7a0fa49,"[""legacy_25k"", ""two_years_2024"", ""maximum"", 7500]"
legacy_25k,two_years_2024,maximum,8000,33100.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,24104.15,43975.76,68079.91,31428.15,93051.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,77679.91,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,41583.99,41754.51,4626.48,41886.86,4660.18,667.9792,2099.347,5741.9976,5.9521,0.0167,636.0,1624.0334,4345.4851,5.0169,0.064,1,0,8,1,2109.5,2109.5,blocking,25908,2825,0.22317901722231,f9ac6ac27d7ba537fa1b98dd83fe84f60f23bb5bf3850c7d08da21012de74bb0,"[""legacy_25k"", ""two_years_2024"", ""maximum"", 8000]"
legacy_25k,two_years_2024,maximum,9000,34100.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,16104.15,33737.88,49842.03,23428.15,101051.65,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,59442.03,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,44720.21,44890.74,4975.4,45023.09,5009.1,667.9792,2320.5196,6398.9744,6.3772,0.0,636.0,1855.1034,5006.6574,5.4635,0.0,1,0,8,2,2730.4,3109.5,blocking,25908,2825,0.22317901722231,6b9f05f2c2930f2469cccecbffb50739bc74b7f6f2b428fb06f07eabc78b6336,"[""legacy_25k"", ""two_years_2024"", ""maximum"", 9000]"
legacy_25k,two_years_2024,maximum,10000,35100.0,2024-07-01T01:00:20,2026-06-30T23:30:00,3967,10679.45,24618.94,35298.39,18003.45,106476.35,38,15,41,78,37,2574.0,4750.0,7324.0,9600.0,44898.39,0,0,0,21.5,0,17,0,1486.83,,0,2026-06-25T23:30:00,2,23,22,1,0.1739,23.02,50.95,493.8,5.0,7.96,9.0,6,6,8,0,0,0,0,729.9373,6560.8637,8.9883,8037.88,47024.71,47195.23,5231.79,47327.59,5265.49,667.9792,2502.3614,7008.9211,6.7425,0.0,636.0,2058.7808,5647.2733,5.8471,0.0,1,0,8,3,2730.4,4109.5,blocking,25908,2825,0.22317901722231,a9eb7283ccced075a66d5c2bc92edaaebf37909b4c5f67297c27ef832c775386,"[""legacy_25k"", ""two_years_2024"", ""maximum"", 10000]"
legacy_50k,full,minimum,0,50100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,351495.0,0,351495.0,376500.0,25524.6,105,12,113,297,177,11880.0,13125.0,25005.0,20600.0,372095.0,0,0,0,22.5,0,93,23,12476.61,71,0,2026-06-18T23:30:00,12,93,85,8,0.0,57.16,126.04,5859.49,119.68,114.67,14.93,20,20,18,0,0,0,0,2384.5694,35586.4333,14.9236,12104.96,24815.15,25374.47,1662.81,30578.84,2049.02,2243.3312,423.7494,1517.5645,6.6004,0.0259,1437.4451,367.6149,1075.4309,5.8801,0.0093,4,2,0,0,,,blocking,138525,8823,0.6970295465318376,271f14d98f4e1b64ee6849db6f9221b352b7419e00807f4bd3f508147cf90e0e,"[""legacy_50k"", ""full"", ""minimum"", 0]"
legacy_50k,full,minimum,1000,51100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,351495.0,0,351495.0,376500.0,25524.6,105,12,113,297,177,11880.0,13125.0,25005.0,20600.0,372095.0,0,0,0,22.5,0,93,23,12476.61,71,0,2026-06-18T23:30:00,12,93,85,8,0.0,57.16,126.04,5859.49,119.68,114.67,14.93,20,20,18,0,0,0,0,2384.5694,35586.4333,14.9236,12104.96,24815.15,25374.47,1662.81,30578.84,2049.02,2243.3312,423.7494,1517.5645,6.6004,0.0259,1437.4451,367.6149,1075.4309,5.8801,0.0093,4,2,0,0,,,blocking,138525,8823,0.6970295465318376,271f14d98f4e1b64ee6849db6f9221b352b7419e00807f4bd3f508147cf90e0e,"[""legacy_50k"", ""full"", ""minimum"", 1000]"
legacy_50k,full,minimum,2000,52100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,351495.0,0,351495.0,376500.0,25524.6,105,12,113,297,177,11880.0,13125.0,25005.0,20600.0,372095.0,0,0,0,22.5,0,93,23,12476.61,71,0,2026-06-18T23:30:00,12,93,85,8,0.0,57.16,126.04,5859.49,119.68,114.67,14.93,20,20,18,0,0,0,0,2384.5694,35586.4333,14.9236,12104.96,24815.15,25374.47,1662.81,30578.84,2049.02,2243.3312,423.7494,1517.5645,6.6004,0.0259,1437.4451,367.6149,1075.4309,5.8801,0.0093,4,2,0,0,,,blocking,138525,8823,0.6970295465318376,271f14d98f4e1b64ee6849db6f9221b352b7419e00807f4bd3f508147cf90e0e,"[""legacy_50k"", ""full"", ""minimum"", 2000]"
legacy_50k,full,minimum,3000,53100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,440140.0,0,440140.0,460000.0,42830.85,84,16,104,234,122,9360.0,10500.0,19860.0,20600.0,460740.0,0,15,0,21.5,0,68,24,19188.54,46,0,2026-06-18T23:30:00,11,68,64,4,0.0,44.55,124.02,3477.19,115.06,102.67,15.63,20,20,18,15,1,62,68,2384.5694,37264.7356,15.6274,10426.65,39096.75,39512.06,2501.8,43006.4,2751.98,2275.2838,287.7229,922.1726,5.12,0.0366,1526.4252,173.8687,472.2221,4.5206,0.0217,4,1,0,0,,,blocking,145487,8903,0.7033496602938852,11878a5c4fe91f720494f12a163d49c0cc39a5bcf1b33a422fcfe78ed402bb39,"[""legacy_50k"", ""full"", ""minimum"", 3000]"
legacy_50k,full,minimum,3100,53200.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,434760.0,0,434760.0,454500.0,42830.85,84,16,104,231,119,9240.0,10500.0,19740.0,20600.0,455360.0,0,15,0,21.5,0,68,24,19150.45,46,0,2026-06-18T23:30:00,11,68,64,4,0.0,44.08,124.02,3379.54,115.06,101.67,15.67,20,20,18,15,1,62,68,2384.5694,37362.3817,15.6684,10329.01,39938.24,40351.12,2548.97,43916.37,2802.86,2246.9296,292.7857,1000.5668,5.7715,0.0238,1495.3419,174.5883,496.7444,5.3264,0.0004,4,1,0,0,,,blocking,145921,8908,0.7037446674040133,0a51cb7d42f1c206a0976b94355581166f2bc49fb55609570c5a05bd33188c6d,"[""legacy_50k"", ""full"", ""minimum"", 3100]"
legacy_50k,full,minimum,3200,53300.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,431420.0,0,431420.0,451000.0,45038.1,84,16,104,227,115,9080.0,10500.0,19580.0,20600.0,452020.0,0,15,0,21.5,0,68,24,19228.74,46,0,2026-06-18T23:30:00,11,68,64,4,0.0,44.08,124.02,3230.96,115.06,98.67,15.74,20,20,18,15,1,62,68,2384.5694,37510.9625,15.7307,10180.43,40871.24,41285.4,2598.18,44852.33,2851.26,2263.0049,299.6683,1001.9124,6.3175,0.0223,1533.0954,178.5575,488.0969,6.0616,0.0023,3,0,0,0,,,blocking,146523,8916,0.704376678780218,01405ba7baee770c7f11912e943f55257c5d5a20950167fbce5e974583b518f3,"[""legacy_50k"", ""full"", ""minimum"", 3200]"
legacy_50k,full,minimum,3300,53400.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,431420.0,0,431420.0,451000.0,45038.1,84,16,104,227,115,9080.0,10500.0,19580.0,20600.0,452020.0,0,15,0,21.5,0,68,24,19228.74,46,0,2026-06-18T23:30:00,11,68,64,4,0.0,44.08,124.02,3230.96,115.06,98.67,15.74,20,20,18,15,1,62,68,2384.5694,37510.9625,15.7307,10180.43,41712.06,42126.23,2651.63,45693.16,2904.71,2263.0049,297.6103,996.5403,6.3175,0.0223,1533.0954,175.1642,479.6658,6.0616,0.0023,3,0,0,0,,,blocking,146523,8916,0.704376678780218,8fda458a32e4b0c6aca80c9a917510bdd35667ca30369b4afa741dd0f1055b41,"[""legacy_50k"", ""full"", ""minimum"", 3300]"
legacy_50k,full,minimum,3400,53500.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,431420.0,0,431420.0,451000.0,45038.1,84,16,104,227,115,9080.0,10500.0,19580.0,20600.0,452020.0,0,15,0,21.5,0,68,24,19228.74,46,0,2026-06-18T23:30:00,11,68,64,4,0.0,44.08,124.02,3230.96,115.06,98.67,15.74,20,20,18,15,1,62,68,2384.5694,37510.9625,15.7307,10180.43,42475.3,42889.47,2700.15,46456.4,2953.23,2263.0049,302.0053,1012.6786,6.3175,0.0223,1533.0954,181.8178,503.425,6.0616,0.0023,3,0,0,0,,,blocking,146523,8916,0.704376678780218,67166f1b31723d158068b47c87b9ae2fe8737a78fd8f80964390aa0213a569b2,"[""legacy_50k"", ""full"", ""minimum"", 3400]"
legacy_50k,full,minimum,3500,53600.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,428000.0,2757.9,430757.9,447500.0,45038.1,84,16,104,225,113,9000.0,10500.0,19500.0,20600.0,451357.9,0,15,0,21.5,0,68,24,19299.98,46,0,2026-06-18T23:30:00,11,68,64,4,0.0,42.55,124.02,3124.5,115.06,97.67,15.78,20,20,18,15,1,62,68,2384.5694,37617.4264,15.7754,10073.96,43732.1,44146.43,2772.18,47704.23,3023.97,2263.359,309.3839,1021.3479,6.3381,0.0216,1545.4692,187.3573,511.1177,6.0517,0.0071,3,0,0,0,,,blocking,146965,8919,0.7046136830462948,d8e8d1bb41c14245f6eab948d8bac7aa460e7a762b25b79e132ae74e9cc0691a,"[""legacy_50k"", ""full"", ""minimum"", 3500]"
legacy_50k,full,minimum,3600,53700.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,423495.0,2757.9,426252.9,442500.0,48038.1,81,16,101,222,113,8880.0,10125.0,19005.0,20600.0,446852.9,0,15,0,21.5,0,65,24,19336.47,43,0,2026-06-18T23:30:00,11,65,61,4,0.0,43.05,124.02,3120.52,119.85,101.67,15.78,20,20,18,15,1,62,68,2384.5694,37621.4063,15.777,10069.98,44618.34,45018.52,2828.06,48560.82,3077.95,2258.5694,310.5733,1028.6246,6.3588,0.0186,1547.572,186.1419,520.48,6.0612,0.0071,3,0,0,0,,,blocking,146920,8889,0.7022436403855269,e051b490902223b88cc34a8a6099b8eb39bc9df07b991bd38d0da626ea65eabe,"[""legacy_50k"", ""full"", ""minimum"", 3600]"
legacy_50k,full,minimum,3700,53800.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,416750.0,2757.9,419507.9,435500.0,39525.3,78,14,101,225,116,9000.0,9750.0,18750.0,20600.0,440107.9,0,16,0,21.5,0,64,24,19367.48,42,0,2026-06-18T23:30:00,11,64,58,6,0.0,43.04,125.02,3158.14,119.33,101.67,15.72,20,20,18,16,1,62,69,2384.5694,37476.7819,15.7164,10214.61,45149.87,45545.6,2872.79,49070.31,3122.24,2259.0843,312.4208,1032.0529,6.2719,0.0236,1548.0868,195.1161,535.3404,5.9776,0.0086,3,1,0,0,,,blocking,146347,8893,0.7025596460736293,4b5aa80e875d961f9b461de57ee6fae1ee0213253810e53a888e3790f612feee,"[""legacy_50k"", ""full"", ""minimum"", 3700]"
legacy_50k,full,minimum,3800,53900.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,394410.0,2757.9,397167.9,416000.0,39525.3,78,14,115,296,173,11840.0,9750.0,21590.0,20600.0,417767.9,0,30,0,21.5,0,64,24,17150.03,42,0,2026-06-18T23:30:00,11,64,58,6,0.0,32.35,529.39,4707.01,119.33,93.67,14.87,20,20,19,30,1,107,116,2384.5694,35430.9157,14.8584,12260.47,43740.18,44148.18,2943.8,47688.03,3209.5,2273.7167,397.2301,1314.5848,6.2596,0.0233,1562.7192,198.8414,581.4966,6.126,0.0083,2,0,0,0,,,blocking,138255,8928,0.7053246958445252,a77311df882cb99bb6d7e2421fa5d8bd089bc833b7ced78da2defb72427e3fa7,"[""legacy_50k"", ""full"", ""minimum"", 3800]"
legacy_50k,full,minimum,3900,54000.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,336635.0,3628.7,340263.7,359500.0,44793.7,77,14,120,331,203,13240.0,9625.0,22865.0,20600.0,360863.7,0,29,0,21.5,0,63,24,12606.35,41,0,2026-06-18T23:30:00,11,63,57,6,0.0,45.95,530.54,9170.32,116.27,93.67,13.0,20,20,18,29,8,339,348,2384.5694,30967.6032,12.9867,16723.79,36401.78,36970.62,2803.01,41518.62,3197.02,2277.6324,443.3877,1336.7487,5.792,0.0233,1566.635,161.9839,484.9431,5.1577,0.0088,2,1,0,0,,,blocking,120578,8929,0.7054036972665508,19011785704d3103d2c49d6f9268eabf1c5a500c571768b19c786a59881f4068,"[""legacy_50k"", ""full"", ""minimum"", 3900]"
legacy_50k,full,minimum,4000,54100.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,239750.0,3628.7,243378.7,265500.0,47569.3,78,15,196,400,196,16000.0,9750.0,25750.0,20600.0,263978.7,0,64,0,21.5,0,63,24,7114.06,41,0,2026-06-18T23:30:00,14,63,58,5,0.0,47.87,727.54,14380.77,116.12,93.67,10.73,20,20,18,64,49,598,608,2384.5694,25559.1521,10.7186,22132.24,28832.46,29246.08,2689.96,33246.47,3101.77,1700.2352,490.241,1616.7782,6.8739,0.0313,910.5727,290.616,940.1632,7.419,0.0022,2,0,0,0,,,blocking,99445,8930,0.7054826986885764,c038d49cad4a2b525503620bc445c32fb1643b78362d9b3e931a505cab963a5e,"[""legacy_50k"", ""full"", ""minimum"", 4000]"
legacy_50k,full,minimum,4100,54200.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,227600.0,2757.9,230357.9,253500.0,46959.1,76,14,201,410,201,16400.0,9500.0,25900.0,20600.0,250957.9,0,70,0,21.5,0,62,23,6908.52,40,0,2026-06-18T23:30:00,11,62,56,6,0.0,51.37,728.39,14625.11,116.12,81.67,10.58,20,20,20,70,49,618,631,2384.5694,25216.8208,10.575,22474.57,29145.63,29576.72,2756.09,33613.6,3178.59,1698.2352,680.5477,2572.3657,8.1463,0.0171,909.5102,533.9711,2160.4564,9.5626,0.0,1,0,1,1,542.4,542.4,blocking,98066,8981,0.7095117712118818,8e06f791747c505dc9f349457c2ad5014b7f8fdf9b8f2dab5a9b03c2863745b4,"[""legacy_50k"", ""full"", ""minimum"", 4100]"
legacy_50k,full,minimum,4200,54300.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,227255.0,8757.9,236012.9,253000.0,49366.9,77,14,200,403,195,16120.0,9625.0,25745.0,20600.0,256612.9,0,67,0,21.5,0,63,24,6900.81,41,0,2026-06-25T23:30:00,12,63,57,6,0.0,47.37,728.54,14575.93,116.12,93.67,10.64,20,20,19,67,50,602,613,2384.5694,25359.0005,10.6346,22332.39,29524.35,29940.42,2776.25,33945.99,3192.02,1698.2352,544.944,1851.335,7.4332,0.0312,909.5102,377.667,1266.4041,8.3864,0.0021,2,0,0,0,,,blocking,98628,8936,0.70595670722073,25fdd0a533a10ba3668a4eb1b001ce46b83d6c6fe6dcdccf37a999c0294fcb0e,"[""legacy_50k"", ""full"", ""minimum"", 4200]"
legacy_50k,full,minimum,4300,54400.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,262035.0,8757.9,270792.9,285500.0,49366.9,77,14,158,346,180,13840.0,9625.0,23465.0,20600.0,291392.9,0,43,0,23.0,0,63,24,8005.66,41,0,2026-06-25T23:30:00,13,63,57,6,0.0,47.37,703.08,13501.07,116.12,93.67,11.11,20,20,18,43,32,601,609,2384.5694,26463.8514,11.098,21227.54,32023.1,32412.08,2885.5,36477.27,3286.84,1725.2352,463.8212,1559.4427,6.4218,0.0307,970.6769,304.3373,922.4156,6.513,0.0019,2,0,0,0,,,blocking,102999,8931,0.705561700110602,88616b8cde560d6f38b3b8007a7122b114f7c411332fc15fae8d870b32569a5d,"[""legacy_50k"", ""full"", ""minimum"", 4300]"
legacy_50k,full,minimum,4400,54500.0,2020-01-02T07:50:40,2026-07-13T21:30:40,12658,255535.0,8757.9,264292.9,279000.0,49366.9,77,14,158,346,180,13840.0,9625.0,23465.0,20600.0,284892.9,0,43,0,23.0,0,63,24,8021.39,41,0,2026-06-25T23:30:00,13,63,57,6,0.0,46.16,703.08,13485.34,115.06,92.67,11.11,20,20,18,43,32,601,609,2384.5694,26479.5868,11.1046,21211.8,32480.83,32869.81,2925.0,36934.34,3326.05,1726.2965,465.0837,1586.3622,6.4207,0.0307,971.7382,310.6944,970.934,6.5111,0.0019,2,1,0,0,,,blocking,103116,8938,0.7061147100647812,ab25e923675b51753c2284644a532b5edc544f6545446bc1c8b9bd10fce271bb,"[""legacy_50k"", ""full"", ""minimum"", 4400]"
