product,initial_cash,monthly_funding,acquisition,spares,passes,withdrawal,cadence,headroom,reserve,fee,accounts,alive,spares_unused,supply_limited,ongoing,terminal,total,contributions,ending_owner_cash,execution,copies,signals_executed,signal_participation,allocation_sha256
legacy_25k,1000,0,monthly_current_slot_replacements,5,10,maximum,calendar_month,100,25200.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,10,3,maximum,calendar_month,100,25200.0,200.0,5,0,0,76,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,10,5,maximum,calendar_month,100,25200.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,10,10,maximum,calendar_month,100,25200.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,0,5,maximum,calendar_month,200,25300.0,200.0,5,0,0,13,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,0,10,maximum,calendar_month,200,25300.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,5,3,maximum,calendar_month,200,25300.0,200.0,5,0,0,76,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,5,5,maximum,calendar_month,200,25300.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,5,10,maximum,calendar_month,200,25300.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,10,3,maximum,calendar_month,200,25300.0,200.0,5,0,0,76,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,10,5,maximum,calendar_month,200,25300.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,10,10,maximum,calendar_month,200,25300.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,0,5,maximum,calendar_month,300,25400.0,200.0,5,0,0,13,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,0,10,maximum,calendar_month,300,25400.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,5,3,maximum,calendar_month,300,25400.0,200.0,5,0,0,76,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,5,5,maximum,calendar_month,300,25400.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,5,10,maximum,calendar_month,300,25400.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,10,3,maximum,calendar_month,300,25400.0,200.0,5,0,0,76,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,10,5,maximum,calendar_month,300,25400.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,10,10,maximum,calendar_month,300,25400.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,0,5,maximum,calendar_month,400,25500.0,200.0,5,0,0,13,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,0,10,maximum,calendar_month,400,25500.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,5,3,maximum,calendar_month,400,25500.0,200.0,5,0,0,76,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,5,5,maximum,calendar_month,400,25500.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,5,10,maximum,calendar_month,400,25500.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,10,3,maximum,calendar_month,400,25500.0,200.0,5,0,0,76,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,10,5,maximum,calendar_month,400,25500.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,10,10,maximum,calendar_month,400,25500.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,0,1,maximum,calendar_month,500,25600.0,200.0,76,3,0,1923,82326.25,1500.0,83826.25,1000.0,84826.25,blocking,32815,8744,0.6907884341918155,6d787b136fe644f7d57471575b9bc5ccd7cbc6cd6db0323347952f39f4ff5866
legacy_25k,1000,0,monthly_current_slot_replacements,0,2,maximum,calendar_month,500,25600.0,200.0,13,0,0,2046,-957.45,0,-957.45,1000.0,42.55,blocking,3636,1596,0.12608626955285196,6b022e43464cf7bd2f2822beefbfb0e2931982a1c46b04b8a560c76647d019c0
legacy_25k,1000,0,monthly_current_slot_replacements,0,3,maximum,calendar_month,500,25600.0,200.0,5,0,0,95,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,0,5,maximum,calendar_month,500,25600.0,200.0,5,0,0,13,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,0,10,maximum,calendar_month,500,25600.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,5,1,maximum,calendar_month,500,25600.0,200.0,76,3,0,1923,82326.25,1500.0,83826.25,1000.0,84826.25,blocking,32815,8744,0.6907884341918155,6d787b136fe644f7d57471575b9bc5ccd7cbc6cd6db0323347952f39f4ff5866
legacy_25k,1000,0,monthly_current_slot_replacements,5,2,maximum,calendar_month,500,25600.0,200.0,5,0,0,2308,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,5,3,maximum,calendar_month,500,25600.0,200.0,5,0,0,76,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,5,5,maximum,calendar_month,500,25600.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,5,10,maximum,calendar_month,500,25600.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,10,1,maximum,calendar_month,500,25600.0,200.0,76,3,0,1923,82326.25,1500.0,83826.25,1000.0,84826.25,blocking,32815,8744,0.6907884341918155,6d787b136fe644f7d57471575b9bc5ccd7cbc6cd6db0323347952f39f4ff5866
legacy_25k,1000,0,monthly_current_slot_replacements,10,2,maximum,calendar_month,500,25600.0,200.0,5,0,0,2308,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,10,3,maximum,calendar_month,500,25600.0,200.0,5,0,0,76,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,10,5,maximum,calendar_month,500,25600.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,10,10,maximum,calendar_month,500,25600.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,0,1,maximum,calendar_month,1000,26100.0,200.0,76,3,0,1859,87812.95,1500.0,89312.95,1000.0,90312.95,blocking,33764,8744,0.6907884341918155,5c2757edc9d093e307ba625bead2d5e5f41acb0672fc90b683168f03b2ff9da4
legacy_25k,1000,0,monthly_current_slot_replacements,0,2,maximum,calendar_month,1000,26100.0,200.0,13,0,0,2046,-957.45,0,-957.45,1000.0,42.55,blocking,3636,1596,0.12608626955285196,6b022e43464cf7bd2f2822beefbfb0e2931982a1c46b04b8a560c76647d019c0
legacy_25k,1000,0,monthly_current_slot_replacements,0,3,maximum,calendar_month,1000,26100.0,200.0,5,0,0,95,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,0,5,maximum,calendar_month,1000,26100.0,200.0,5,0,0,13,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,0,10,maximum,calendar_month,1000,26100.0,200.0,5,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
legacy_25k,1000,0,monthly_current_slot_replacements,5,1,maximum,calendar_month,1000,26100.0,200.0,76,3,0,1859,87812.95,1500.0,89312.95,1000.0,90312.95,blocking,33764,8744,0.6907884341918155,5c2757edc9d093e307ba625bead2d5e5f41acb0672fc90b683168f03b2ff9da4
legacy_25k,1000,0,monthly_current_slot_replacements,5,2,maximum,calendar_month,1000,26100.0,200.0,5,0,0,2308,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264
