initial_cash,monthly_funding,acquisition,withdrawal,cadence,headroom,spares,passes,total_25k,total_50k,total_delta_50k_minus_25k,accounts_25k,accounts_50k
1000,0,monthly_current_slot_replacements,maximum,calendar_month,200,0,10,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,200,5,3,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,200,5,5,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,200,5,10,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,200,10,3,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,200,10,5,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,200,10,10,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,300,0,5,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,300,0,10,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,300,5,3,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,300,5,5,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,300,5,10,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,300,10,3,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,300,10,5,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,300,10,10,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,400,0,5,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,400,0,10,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,400,5,3,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,400,5,5,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,400,5,10,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,400,10,3,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,400,10,5,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,400,10,10,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,500,0,1,83826.25,-857.45,-84683.7,76,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,500,0,2,-957.45,-857.45,100.0,13,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,500,0,3,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,500,0,5,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,500,0,10,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,500,5,1,83826.25,-857.45,-84683.7,76,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,500,5,2,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,500,5,3,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,500,5,5,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,500,5,10,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,500,10,1,83826.25,-857.45,-84683.7,76,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,500,10,2,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,500,10,3,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,500,10,5,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,500,10,10,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1000,0,1,89312.95,-857.45,-90170.4,76,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1000,0,2,-957.45,-857.45,100.0,13,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1000,0,3,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1000,0,5,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1000,0,10,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1000,5,1,89312.95,-857.45,-90170.4,76,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1000,5,2,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1000,5,3,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1000,5,5,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1000,5,10,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1000,10,1,89312.95,-857.45,-90170.4,76,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1000,10,2,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1000,10,3,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1000,10,5,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1000,10,10,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1500,0,1,88847.2,-857.45,-89704.65,69,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1500,0,2,-857.45,-857.45,0.0,10,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1500,0,3,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1500,0,5,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1500,0,10,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1500,5,1,88847.2,-857.45,-89704.65,69,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1500,5,2,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1500,5,3,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1500,5,5,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1500,5,10,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1500,10,1,88847.2,-857.45,-89704.65,69,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1500,10,2,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1500,10,3,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1500,10,5,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,1500,10,10,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,2000,0,1,-957.45,-857.45,100.0,8,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,2000,0,2,-957.45,-857.45,100.0,8,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,2000,0,3,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,2000,0,5,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,2000,0,10,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,2000,5,1,-957.45,-857.45,100.0,8,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,2000,5,2,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,2000,5,3,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,2000,5,5,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,2000,5,10,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,2000,10,1,-957.45,-857.45,100.0,8,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,2000,10,2,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,2000,10,3,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,2000,10,5,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,2000,10,10,-1000.0,-857.45,142.55,5,6
1000,0,monthly_current_slot_replacements,maximum,calendar_month,3000,0,1,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,3000,0,2,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,3000,0,3,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,3000,0,5,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,3000,0,10,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,3000,5,1,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,3000,5,2,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,3000,5,3,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,3000,5,5,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,3000,5,10,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,3000,10,1,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,3000,10,2,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,3000,10,3,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,3000,10,5,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,3000,10,10,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,4000,0,1,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,4000,0,2,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,4000,0,3,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,4000,0,5,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,4000,0,10,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,4000,5,1,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,4000,5,2,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,4000,5,3,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,4000,5,5,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,4000,5,10,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,4000,10,1,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,4000,10,2,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,4000,10,3,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,4000,10,5,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,4000,10,10,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,5000,0,1,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,5000,0,2,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,5000,0,3,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,5000,0,5,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,5000,0,10,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,5000,5,1,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,5000,5,2,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,5000,5,3,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,5000,5,5,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,5000,5,10,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,5000,10,1,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,5000,10,2,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,5000,10,3,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,5000,10,5,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,5000,10,10,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,6500,0,1,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,6500,0,2,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,6500,0,3,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,6500,0,5,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,6500,0,10,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,6500,5,1,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,6500,5,2,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,6500,5,3,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,6500,5,5,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,6500,5,10,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,6500,10,1,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,6500,10,2,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,6500,10,3,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,6500,10,5,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,6500,10,10,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,8000,0,1,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,8000,0,2,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,8000,0,3,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,8000,0,5,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,8000,0,10,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,8000,5,1,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,8000,5,2,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,8000,5,3,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,8000,5,5,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,8000,5,10,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,8000,10,1,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,8000,10,2,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,8000,10,3,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,8000,10,5,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,8000,10,10,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,10000,0,1,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,10000,0,2,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,10000,0,3,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,10000,0,5,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,10000,0,10,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,10000,5,1,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,10000,5,2,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,10000,5,3,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,10000,5,5,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,10000,5,10,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,10000,10,1,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,10000,10,2,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,10000,10,3,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,10000,10,5,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,calendar_month,10000,10,10,-1000.0,-1000.0,0.0,5,4
1000,0,monthly_current_slot_replacements,maximum,daily,0,0,1,59807.65,155152.52,95344.87,77,65
1000,0,monthly_current_slot_replacements,maximum,daily,0,0,2,-945.6,-978.2,-32.6,20,11
1000,0,monthly_current_slot_replacements,maximum,daily,0,0,3,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,0,0,5,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,0,0,10,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,0,5,1,59807.65,-964.5,-60772.15,77,13
1000,0,monthly_current_slot_replacements,maximum,daily,0,5,2,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,0,5,3,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,0,5,5,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,0,5,10,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,0,10,1,59807.65,-964.5,-60772.15,77,13
1000,0,monthly_current_slot_replacements,maximum,daily,0,10,2,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,0,10,3,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,0,10,5,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,0,10,10,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,500,0,1,58200.6,153652.55,95451.95,77,65
1000,0,monthly_current_slot_replacements,maximum,daily,500,0,2,-945.6,-978.2,-32.6,20,11
1000,0,monthly_current_slot_replacements,maximum,daily,500,0,3,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,500,0,5,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,500,0,10,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,500,5,1,58200.6,-964.5,-59165.1,77,13
1000,0,monthly_current_slot_replacements,maximum,daily,500,5,2,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,500,5,3,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,500,5,5,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,500,5,10,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,500,10,1,58200.6,-964.5,-59165.1,77,13
1000,0,monthly_current_slot_replacements,maximum,daily,500,10,2,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,500,10,3,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,500,10,5,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,500,10,10,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1000,0,1,57469.95,146402.65,88932.7,77,65
1000,0,monthly_current_slot_replacements,maximum,daily,1000,0,2,-945.6,-978.2,-32.6,20,11
1000,0,monthly_current_slot_replacements,maximum,daily,1000,0,3,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1000,0,5,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1000,0,10,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1000,5,1,57469.95,-964.5,-58434.45,77,13
1000,0,monthly_current_slot_replacements,maximum,daily,1000,5,2,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1000,5,3,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1000,5,5,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1000,5,10,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1000,10,1,57469.95,-964.5,-58434.45,77,13
1000,0,monthly_current_slot_replacements,maximum,daily,1000,10,2,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1000,10,3,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1000,10,5,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1000,10,10,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1500,0,1,56496.35,155774.45,99278.1,76,63
1000,0,monthly_current_slot_replacements,maximum,daily,1500,0,2,-830.95,-978.2,-147.25,13,11
1000,0,monthly_current_slot_replacements,maximum,daily,1500,0,3,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1500,0,5,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1500,0,10,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1500,5,1,56496.35,-964.5,-57460.85,76,13
1000,0,monthly_current_slot_replacements,maximum,daily,1500,5,2,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1500,5,3,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1500,5,5,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1500,5,10,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1500,10,1,56496.35,-964.5,-57460.85,76,13
1000,0,monthly_current_slot_replacements,maximum,daily,1500,10,2,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1500,10,3,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1500,10,5,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,1500,10,10,-1000.0,-978.2,21.8,5,11
1000,0,monthly_current_slot_replacements,maximum,daily,2000,0,1,91250.8,153671.6,62420.8,72,61
1000,0,monthly_current_slot_replacements,maximum,daily,2000,0,2,-930.95,-978.2,-47.25,11,11
