product,initial_cash,monthly_funding,acquisition,spares,passes,withdrawal,cadence,headroom,reserve,fee,accounts,alive,spares_unused,supply_limited,ongoing,terminal,total,contributions,ending_owner_cash,execution,copies,signals_executed,signal_participation,allocation_sha256,objective,tested_count,tied_best,boundary_best
legacy_25k,5000,0,monthly_current_slot_replacements,0,10,maximum,weekly,0,25100.0,200.0,396,20,0,433,471045.4,0,471045.4,5000.0,476045.4,blocking,140854,8779,0.6935534839627113,53cb2aeca8bad665e2ba5877d1843d8fb1c0955eae3c47a934055aaed7effc67,ongoing,82,2,True
legacy_25k,5000,0,monthly_current_slot_replacements,0,10,minimum,calendar_month,0,25100.0,200.0,172,20,0,120,371600.0,153443.8,525043.8,5000.0,530043.8,blocking,157602,9224,0.7287091167641018,3a55921f241da143ba4e29033f8b741f20b2849cbb227f7482d52707429dbc25,total,82,7,True
legacy_25k,5000,0,monthly_current_slot_replacements,5,1,minimum,weekly,2300,27400.0,200.0,79,4,0,1743,214200.0,0,214200.0,5000.0,219200.0,blocking,68964,9092,0.718280929056723,c4ebce324dcc4d3536fbf0cea729a49c86a88058817af676580df735c284aee6,ongoing,90,1,False
legacy_25k,5000,0,monthly_current_slot_replacements,5,1,minimum,calendar_month,1800,26900.0,200.0,79,17,0,1684,173200.0,112458.59,285658.59,5000.0,290658.59,blocking,78954,9096,0.7185969347448254,a1c3103afcb85b9eb4ac237bec677c8dfaf3603df380ae1a3c82344add958232,total,90,1,False
legacy_25k,5000,0,monthly_current_slot_replacements,5,2,maximum,weekly,2000,27100.0,200.0,129,2,0,1318,278032.45,0,278032.45,5000.0,283032.45,blocking,87129,8811,0.6960815294675304,98dd41e791572ab599a9ace49358a0d8175624ede031c8c32811b6211cdc5ec1,ongoing,82,1,False
legacy_25k,5000,0,monthly_current_slot_replacements,5,2,minimum,calendar_month,0,25100.0,200.0,114,20,0,1064,256700.0,139165.36,395865.36,5000.0,400865.36,blocking,104781,9095,0.7185179333227998,6392bbed5a9fafdab4e1af4e1a3b44cb43c2c9777b1bd0925dfe730d27dff1e4,total,82,7,True
legacy_25k,5000,0,monthly_current_slot_replacements,5,3,minimum,weekly,1900,27000.0,200.0,130,9,0,790,415000.0,0,415000.0,5000.0,420000.0,blocking,126185,9074,0.7168589034602623,8a50010240991dc834863d7b1252d1ce0c46558ba028d15ca2a84fca0e312425,ongoing,86,1,False
legacy_25k,5000,0,monthly_current_slot_replacements,5,3,minimum,calendar_month,3400,28500.0,200.0,66,20,0,823,275300.0,195168.99,470468.99,5000.0,475468.99,blocking,118462,9304,0.7350292305261494,108de1a2340f4e278bd7b25077d3e11acbc217fceded3ca5a1fc251fa934fb5c,total,86,1,False
legacy_25k,5000,0,monthly_current_slot_replacements,5,5,minimum,weekly,2000,27100.0,200.0,157,15,0,550,437100.0,0,437100.0,5000.0,442100.0,blocking,140835,9070,0.7165428977721598,13d25f081175dfed854b5ab1c9bb843c83c796fa853891c14c8e4df102f5d2db,ongoing,86,1,False
legacy_25k,5000,0,monthly_current_slot_replacements,5,5,minimum,calendar_month,0,25100.0,200.0,167,20,0,548,323100.0,152162.55,475262.55,5000.0,480262.55,blocking,141983,9140,0.7220729973139517,40c8ed81d9ddae16a6286df75678ae29d39f25a47f8f340ec6fc3baec5d093d1,total,86,7,True
legacy_25k,5000,0,monthly_current_slot_replacements,5,10,maximum,weekly,0,25100.0,200.0,399,20,0,404,471840.3,0,471840.3,5000.0,476840.3,blocking,142863,8779,0.6935534839627113,c1b8da5898af55372b704ba46d1ae4c7974668b49a82a149cc01fd4afc03bbc7,ongoing,82,2,True
legacy_25k,5000,0,monthly_current_slot_replacements,5,10,minimum,calendar_month,0,25100.0,200.0,169,20,0,118,370200.0,153443.8,523643.8,5000.0,528643.8,blocking,158556,9224,0.7287091167641018,4985070ee41eb30946fa4917fcf606c66f1573657fb058da557458fb6aeded98,total,82,7,True
legacy_25k,5000,0,monthly_current_slot_replacements,10,1,minimum,weekly,2300,27400.0,200.0,79,4,0,1743,214200.0,0,214200.0,5000.0,219200.0,blocking,68964,9092,0.718280929056723,c4ebce324dcc4d3536fbf0cea729a49c86a88058817af676580df735c284aee6,ongoing,90,1,False
legacy_25k,5000,0,monthly_current_slot_replacements,10,1,minimum,calendar_month,1800,26900.0,200.0,79,17,0,1684,173200.0,112458.59,285658.59,5000.0,290658.59,blocking,78954,9096,0.7185969347448254,a1c3103afcb85b9eb4ac237bec677c8dfaf3603df380ae1a3c82344add958232,total,90,1,False
legacy_25k,5000,0,monthly_current_slot_replacements,10,2,maximum,weekly,2000,27100.0,200.0,130,2,0,1318,277832.45,0,277832.45,5000.0,282832.45,blocking,87413,8811,0.6960815294675304,3d7ec4b72033b77b2ad521be560385b935d88521bb29ce61781256dbc70dfee0,ongoing,82,1,False
legacy_25k,5000,0,monthly_current_slot_replacements,10,2,minimum,calendar_month,0,25100.0,200.0,115,20,0,1060,256500.0,139165.36,395665.36,5000.0,400665.36,blocking,105085,9095,0.7185179333227998,75a5e0aa74bf0e2df5abe7d5a109647b3465928b9bccd52d8334febe8ec596d7,total,82,7,True
legacy_25k,5000,0,monthly_current_slot_replacements,10,3,minimum,weekly,1900,27000.0,200.0,132,9,0,790,414600.0,0,414600.0,5000.0,419600.0,blocking,126753,9074,0.7168589034602623,6ebc07b45a5e4e593823fa50cc0af6559fb4050ab7f592f0bc6ae268c1701c98,ongoing,86,1,False
legacy_25k,5000,0,monthly_current_slot_replacements,10,3,minimum,calendar_month,3400,28500.0,200.0,66,20,0,823,275300.0,195168.99,470468.99,5000.0,475468.99,blocking,118462,9304,0.7350292305261494,108de1a2340f4e278bd7b25077d3e11acbc217fceded3ca5a1fc251fa934fb5c,total,86,1,False
legacy_25k,5000,0,monthly_current_slot_replacements,10,5,minimum,weekly,2000,27100.0,200.0,157,15,0,549,437100.0,0,437100.0,5000.0,442100.0,blocking,141212,9070,0.7165428977721598,0151de4f2ee3a4acc469eced1195c6a65a7a2f960513735bb6373b0ea30f44f9,ongoing,86,1,False
legacy_25k,5000,0,monthly_current_slot_replacements,10,5,minimum,calendar_month,0,25100.0,200.0,168,20,0,546,322900.0,152162.55,475062.55,5000.0,480062.55,blocking,143128,9140,0.7220729973139517,617653548be6ff09365f2f5604dc9f2ace737779a10f0f8f8badcffed10f699f,total,86,7,True
legacy_25k,5000,0,monthly_current_slot_replacements,10,10,maximum,weekly,0,25100.0,200.0,399,20,0,404,471840.3,0,471840.3,5000.0,476840.3,blocking,142863,8779,0.6935534839627113,c1b8da5898af55372b704ba46d1ae4c7974668b49a82a149cc01fd4afc03bbc7,ongoing,82,2,True
legacy_25k,5000,0,monthly_current_slot_replacements,10,10,minimum,calendar_month,0,25100.0,200.0,169,20,0,118,370200.0,153443.8,523643.8,5000.0,528643.8,blocking,158556,9224,0.7287091167641018,4985070ee41eb30946fa4917fcf606c66f1573657fb058da557458fb6aeded98,total,82,7,True
legacy_25k,5000,0,monthly_one,0,1,minimum,weekly,2300,27400.0,200.0,79,4,0,0,214200.0,0,214200.0,5000.0,219200.0,blocking,68964,9092,0.718280929056723,c4ebce324dcc4d3536fbf0cea729a49c86a88058817af676580df735c284aee6,ongoing,90,1,False
legacy_25k,5000,0,monthly_one,0,1,minimum,calendar_month,1800,26900.0,200.0,79,17,0,0,173200.0,112458.59,285658.59,5000.0,290658.59,blocking,78954,9096,0.7185969347448254,a1c3103afcb85b9eb4ac237bec677c8dfaf3603df380ae1a3c82344add958232,total,90,1,False
legacy_25k,5000,0,weekly_one,0,1,minimum,weekly,2300,27400.0,200.0,79,5,0,262,224200.0,0,224200.0,5000.0,229200.0,blocking,71310,9034,0.7136988465792384,c50a3da052de82327f9d9f935066e22c328e4a0e258e03e6b52f0a51fad84d83,ongoing,90,1,False
legacy_25k,5000,0,weekly_one,0,1,minimum,calendar_month,1800,26900.0,200.0,79,17,0,262,170700.0,111438.66,282138.66,5000.0,287138.66,blocking,77820,9034,0.7136988465792384,8266eb8523ef01a22352ddc1e175661ed19119d82074510bbd2a86bbaf8f73ea,total,90,1,False
legacy_25k,5000,0,weekly_one,0,2,maximum,weekly,2000,27100.0,200.0,135,4,0,146,273156.35,1173.65,274330.0,5000.0,279330.0,blocking,91291,8949,0.7069837257070627,be42866fca67c730b3de86237d4d2e5899897999e8112ffaa2677c0a7dd0f385,ongoing,82,1,False
legacy_25k,5000,0,weekly_one,0,2,minimum,calendar_month,0,25100.0,200.0,137,20,0,149,194600.0,103469.41,298069.41,5000.0,303069.41,blocking,99406,9095,0.7185179333227998,d5f70657cced73a26335d2fb3ea2cbd95c06f53a0db0d7bd4b71696537813e5c,total,82,7,True
legacy_25k,5000,0,weekly_one,0,3,maximum,weekly,2000,27100.0,200.0,169,4,0,69,304165.1,1173.65,305338.75,5000.0,310338.75,blocking,110209,9124,0.7208089745615421,5459d09b6c253ffb71e4d08027f40b46f57419349a83c0cd6de4a39848e244b5,ongoing,82,1,False
legacy_25k,5000,0,weekly_one,0,3,minimum,calendar_month,0,25100.0,200.0,151,20,0,62,266800.0,134115.56,400915.56,5000.0,405915.56,blocking,124892,9204,0.7271290883235898,bf3689ab67fd055ffde2986895a912bfa10f8d6d201f553df27d2a631c05fc3f,total,82,7,True
legacy_25k,5000,0,weekly_one,0,5,minimum,weekly,1800,26900.0,200.0,159,10,0,0,419700.0,0,419700.0,5000.0,424700.0,blocking,139347,9262,0.7317111708010744,bbe6a297725245c11ac6f221bc0b59e285fcaad9c2c08664ba3fb95eb4a81189,ongoing,82,1,False
legacy_25k,5000,0,weekly_one,0,5,minimum,calendar_month,0,25100.0,200.0,164,20,0,0,294700.0,146040.45,440740.45,5000.0,445740.45,blocking,139715,9266,0.7320271764891768,6bb5ec2a851b447fcfbabfa4819d94e2bb3fd06a111c89a025a7886f97cc712b,total,82,7,True
legacy_25k,5000,200,monthly_current_slot_replacements,0,1,maximum,weekly,4000,29100.0,200.0,75,3,0,1547,236717.35,3000.0,239717.35,20600.0,260317.35,blocking,79831,9207,0.7273660925896667,b85a31ded0bae859bd714003294b7778f00361e89b69089957b22d42de1f8f99,ongoing,94,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,0,1,minimum,calendar_month,3600,28700.0,200.0,75,19,0,1547,172000.0,144542.87,316542.87,20600.0,337142.87,blocking,87204,9253,0.731000158002844,b16b10d09128a3d302e021c597e01c9585a61847a344231c9a47e11eff8cd2df,total,94,2,False
legacy_25k,5000,200,monthly_current_slot_replacements,0,2,minimum,weekly,2100,27200.0,200.0,98,6,0,1043,378400.0,0,378400.0,20600.0,399000.0,blocking,106014,9026,0.7130668352030336,aae3fc14829cf79af2c38d229b4fe50afc954511477325555a5c1948d6f11a64,ongoing,90,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,0,2,minimum,calendar_month,1600,26700.0,200.0,88,20,0,912,290400.0,159139.41,449539.41,20600.0,470139.41,blocking,115120,9102,0.719070943276979,f7809faf88f01f9d3c279070658f5c409a5da11f8ca23483b5b46177a26f1587,total,90,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,0,3,minimum,weekly,1900,27000.0,200.0,117,9,0,819,410100.0,0,410100.0,20600.0,430700.0,blocking,120164,9025,0.712987833781008,cc7bc55f96a6a2fe5adefdc24357ef53e3988a7efbd87a1b328dedf5df5557a7,ongoing,90,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,0,3,minimum,calendar_month,1600,26700.0,200.0,102,20,0,684,313100.0,162775.94,475875.94,20600.0,496475.94,blocking,129975,9102,0.719070943276979,b0eca78c1781f4aa39c0412c26c8a0317946d52839a5905ee06f3843a7974efb,total,90,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,0,5,minimum,weekly,2100,27200.0,200.0,152,15,0,538,440600.0,0,440600.0,20600.0,461200.0,blocking,138607,9068,0.7163848949281088,972e9e5aed603f9a7915e9bfa8bb4b07eeb262634e18589987ef9e6d37a1d14d,ongoing,90,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,0,5,minimum,calendar_month,1600,26700.0,200.0,126,20,0,410,335300.0,163712.2,499012.2,20600.0,519612.2,blocking,145480,9142,0.7222310001580028,daadc657ee4cf55b30b05ca5b82c89a8463bbfb8427e04f85d996109a56c6474,total,90,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,0,10,minimum,weekly,1700,26800.0,200.0,164,20,0,178,494700.0,0,494700.0,20600.0,515300.0,blocking,153549,9068,0.7163848949281088,20005d23fa575fdbc407c3fac08b514886934ef7fa01f466ea261400eedb7b7a,ongoing,82,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,0,10,minimum,calendar_month,0,25100.0,200.0,172,20,0,120,371600.0,153443.8,525043.8,20600.0,545643.8,blocking,157602,9224,0.7287091167641018,3a55921f241da143ba4e29033f8b741f20b2849cbb227f7482d52707429dbc25,total,82,7,True
legacy_25k,5000,200,monthly_current_slot_replacements,5,1,maximum,weekly,4000,29100.0,200.0,75,3,0,1547,236717.35,3000.0,239717.35,20600.0,260317.35,blocking,79831,9207,0.7273660925896667,b85a31ded0bae859bd714003294b7778f00361e89b69089957b22d42de1f8f99,ongoing,94,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,5,1,minimum,calendar_month,3600,28700.0,200.0,75,19,0,1547,172000.0,144542.87,316542.87,20600.0,337142.87,blocking,87204,9253,0.731000158002844,b16b10d09128a3d302e021c597e01c9585a61847a344231c9a47e11eff8cd2df,total,94,2,False
legacy_25k,5000,200,monthly_current_slot_replacements,5,2,minimum,weekly,1900,27000.0,200.0,107,6,0,959,389100.0,0,389100.0,20600.0,409700.0,blocking,107872,9025,0.712987833781008,5e34b5b7cb2d4d04e62e20f547c0b64b58412d6666b2c2b6e1a020fe732471c0,ongoing,90,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,5,2,minimum,calendar_month,1600,26700.0,200.0,95,20,0,856,294000.0,162278.71,456278.71,20600.0,476878.71,blocking,118024,9102,0.719070943276979,44056ac943aff238339e9a11147071640a7abfbec83672f4340cb78d9df022af,total,90,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,5,3,minimum,weekly,1900,27000.0,200.0,130,9,0,790,415000.0,0,415000.0,20600.0,435600.0,blocking,126185,9074,0.7168589034602623,8a50010240991dc834863d7b1252d1ce0c46558ba028d15ca2a84fca0e312425,ongoing,90,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,5,3,minimum,calendar_month,3900,29000.0,200.0,88,20,0,704,269900.0,203873.88,473773.88,20600.0,494373.88,blocking,133495,9308,0.7353452362142519,2103bbea49424bad2072ca8c7ad6e7921ae6336e5c7a9e15bc4b9026fa9bcd02,total,90,2,False
legacy_25k,5000,200,monthly_current_slot_replacements,5,5,minimum,weekly,2100,27200.0,200.0,159,15,0,497,442200.0,0,442200.0,20600.0,462800.0,blocking,143190,9066,0.7162268920840575,c62877d8bc14a207f0f0efc49fb61e1e3d62c75e07fa7f6fc4a931b7ff5dafb8,ongoing,90,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,5,5,minimum,calendar_month,1600,26700.0,200.0,133,20,0,366,336900.0,163712.2,500612.2,20600.0,521212.2,blocking,149997,9142,0.7222310001580028,da0fe7dfdb0ce9b1f269429300c916390eb75ad04cda0e52bebc17129dc1b81b,total,90,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,5,10,minimum,weekly,1700,26800.0,200.0,164,20,0,176,494200.0,0,494200.0,20600.0,514800.0,blocking,154500,9068,0.7163848949281088,003b07070d04c4fdf1dada88fa8c4174f272ff92d28de926fe886ada48311ddd,ongoing,82,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,5,10,minimum,calendar_month,0,25100.0,200.0,169,20,0,118,370200.0,153443.8,523643.8,20600.0,544243.8,blocking,158556,9224,0.7287091167641018,4985070ee41eb30946fa4917fcf606c66f1573657fb058da557458fb6aeded98,total,82,7,True
legacy_25k,5000,200,monthly_current_slot_replacements,10,1,maximum,weekly,4000,29100.0,200.0,75,3,0,1547,236717.35,3000.0,239717.35,20600.0,260317.35,blocking,79831,9207,0.7273660925896667,b85a31ded0bae859bd714003294b7778f00361e89b69089957b22d42de1f8f99,ongoing,94,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,10,1,minimum,calendar_month,3600,28700.0,200.0,75,19,0,1547,172000.0,144542.87,316542.87,20600.0,337142.87,blocking,87204,9253,0.731000158002844,b16b10d09128a3d302e021c597e01c9585a61847a344231c9a47e11eff8cd2df,total,94,2,False
legacy_25k,5000,200,monthly_current_slot_replacements,10,2,minimum,weekly,1900,27000.0,200.0,108,6,0,987,388900.0,0,388900.0,20600.0,409500.0,blocking,108176,9025,0.712987833781008,1dd7bfa49cfc7106a3b90452f60b5525a29b1eb66b52844b4e0d5d6d792033c7,ongoing,90,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,10,2,minimum,calendar_month,1600,26700.0,200.0,96,20,0,856,293800.0,162278.71,456078.71,20600.0,476678.71,blocking,118308,9102,0.719070943276979,ba17bcd68e5c18eed35e9401358672ed0b868ea66c7bffdb0244a261f44fcb28,total,90,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,10,3,minimum,weekly,1900,27000.0,200.0,132,9,0,790,414600.0,0,414600.0,20600.0,435200.0,blocking,126753,9074,0.7168589034602623,6ebc07b45a5e4e593823fa50cc0af6559fb4050ab7f592f0bc6ae268c1701c98,ongoing,90,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,10,3,minimum,calendar_month,3900,29000.0,200.0,88,20,0,704,269900.0,203873.88,473773.88,20600.0,494373.88,blocking,133755,9308,0.7353452362142519,8765ea5e7d8006c025dc12e4725d3d1a776d67a42a35bda66039d40e825082de,total,90,2,False
legacy_25k,5000,200,monthly_current_slot_replacements,10,5,minimum,weekly,2100,27200.0,200.0,159,15,0,497,442200.0,0,442200.0,20600.0,462800.0,blocking,143562,9066,0.7162268920840575,eab3f511a3f91b4d2d775d169ae5edfe8acca158d7264538ae337474abd640af,ongoing,90,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,10,5,minimum,calendar_month,1600,26700.0,200.0,133,20,0,335,336900.0,163712.2,500612.2,20600.0,521212.2,blocking,150838,9142,0.7222310001580028,eb4ffac40bf77729f352df9f5db4382bf6f4424a4b987ff1a4695dd31c618c13,total,90,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,10,10,minimum,weekly,1700,26800.0,200.0,164,20,0,176,494200.0,0,494200.0,20600.0,514800.0,blocking,154500,9068,0.7163848949281088,003b07070d04c4fdf1dada88fa8c4174f272ff92d28de926fe886ada48311ddd,ongoing,82,1,False
legacy_25k,5000,200,monthly_current_slot_replacements,10,10,minimum,calendar_month,0,25100.0,200.0,169,20,0,118,370200.0,153443.8,523643.8,20600.0,544243.8,blocking,158556,9224,0.7287091167641018,4985070ee41eb30946fa4917fcf606c66f1573657fb058da557458fb6aeded98,total,82,7,True
legacy_25k,5000,200,monthly_one,0,1,maximum,weekly,4000,29100.0,200.0,74,3,0,0,236917.35,3000.0,239917.35,20600.0,260517.35,blocking,79810,9207,0.7273660925896667,501a1fe9cd6d132b8cb0dd6bc04883b573df4ea6411a076d68b4f406e2ab916c,ongoing,94,1,False
legacy_25k,5000,200,monthly_one,0,1,minimum,calendar_month,3600,28700.0,200.0,74,19,0,0,172200.0,144542.87,316742.87,20600.0,337342.87,blocking,87183,9253,0.731000158002844,f0af1e57e822ffa6beedd56515fc7ac363a1da926d0367bc5a7d74e379af8361,total,94,2,False
legacy_25k,5000,200,weekly_one,0,1,minimum,daily,2900,28000.0,200.0,79,4,0,262,221700.0,0,221700.0,20600.0,242300.0,blocking,71715,9044,0.7144888607994944,009aa0c987eaea2425ad0108a07eaf80eebbc7f708c4b9e81d9cdf2b57ff1725,ongoing,94,1,False
legacy_25k,5000,200,weekly_one,0,1,minimum,calendar_month,3600,28700.0,200.0,75,19,0,245,158000.0,140626.99,298626.99,20600.0,319226.99,blocking,81906,9044,0.7144888607994944,fc1724a50749cd222fe184ed6a82e4f3e9654ef001e7f9186689c97141173343,total,94,4,False
legacy_25k,5000,200,weekly_one,0,2,minimum,weekly,2100,27200.0,200.0,109,6,0,119,368700.0,0,368700.0,20600.0,389300.0,blocking,110062,9062,0.7159108863959551,882dfae21cac5fa0193e4b243685001fa33bae3f9f9b00b6554f7daf78127ec3,ongoing,90,1,False
legacy_25k,5000,200,weekly_one,0,2,minimum,calendar_month,1700,26800.0,200.0,99,20,0,110,279200.0,161997.25,441197.25,20600.0,461797.25,blocking,120196,9126,0.7209669774055933,eb357fe7d4ada5c0f2bed1071805e061c78e57ede70336628aff1da0da2d6e5c,total,90,2,False
legacy_25k,5000,200,weekly_one,0,3,minimum,weekly,1900,27000.0,200.0,134,7,0,56,399700.0,0,399700.0,20600.0,420300.0,blocking,128760,9151,0.7229420129562332,07743a085b06de28a3ca6a4d46ab8f79872be8510cace0b78137065f618fa9ea,ongoing,90,1,False
legacy_25k,5000,200,weekly_one,0,3,minimum,calendar_month,1900,27000.0,200.0,104,20,0,39,295700.0,170317.86,466017.86,20600.0,486617.86,blocking,135465,9226,0.728867119608153,170c81d03f3117074330bb966554b0e44f9e587cba070cd5bb1299187f1691b1,total,90,1,False
legacy_25k,5000,200,weekly_one,0,5,minimum,weekly,1800,26900.0,200.0,157,10,0,0,423600.0,0,423600.0,20600.0,444200.0,blocking,142048,9263,0.7317901722231,926ce37a6d723f425abfbdca821738a67444124544e1849b30c655751d19a427,ongoing,90,1,False
legacy_25k,5000,200,weekly_one,0,5,minimum,calendar_month,1700,26800.0,200.0,130,20,0,0,315000.0,167045.22,482045.22,20600.0,502645.22,blocking,153749,9276,0.7328171907094327,9781357a07f8e5bed4769e275a18c440c00b580b00510a34398eebaba8355d61,total,90,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,0,1,maximum,weekly,2000,52100.0,250.0,58,1,0,1092,267347.9,0,267347.9,1000.0,268347.9,blocking,76689,9006,0.7114868067625217,e7ad7a7ed664e3c1a6ac726356df033c97b672cff56209f623846056ffc4903b,ongoing,78,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,0,1,maximum,weekly,2000,52100.0,250.0,58,1,0,1092,267347.9,0,267347.9,1000.0,268347.9,blocking,76689,9006,0.7114868067625217,e7ad7a7ed664e3c1a6ac726356df033c97b672cff56209f623846056ffc4903b,total,78,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,0,2,maximum,weekly,2000,52100.0,250.0,78,2,0,1003,270533.4,0,270533.4,1000.0,271533.4,blocking,81955,9085,0.7177279191025439,46d3bcbef748d1ddc1e5658af21ce5699ceab43dd7e33466b6fc919680f086e6,ongoing,78,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,0,2,maximum,weekly,2000,52100.0,250.0,78,2,0,1003,270533.4,0,270533.4,1000.0,271533.4,blocking,81955,9085,0.7177279191025439,46d3bcbef748d1ddc1e5658af21ce5699ceab43dd7e33466b6fc919680f086e6,total,78,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,0,3,maximum,weekly,0,50100.0,250.0,16,0,0,1882,-759.25,0,-759.25,1000.0,240.75,blocking,11031,3286,0.25959867277611,e2f3c3e405b01346d1bac4c6ed7f2faf889c40d17e363e5bcdbccb7fda877e57,ongoing,74,9,True
legacy_50k,1000,0,monthly_current_slot_replacements,0,3,maximum,weekly,0,50100.0,250.0,16,0,0,1882,-759.25,0,-759.25,1000.0,240.75,blocking,11031,3286,0.25959867277611,e2f3c3e405b01346d1bac4c6ed7f2faf889c40d17e363e5bcdbccb7fda877e57,total,74,9,True
legacy_50k,1000,0,monthly_current_slot_replacements,0,5,maximum,calendar_month,0,50100.0,250.0,6,0,0,1865,-857.45,0,-857.45,1000.0,142.55,blocking,7491,1989,0.15713382840891135,5b25563946b1c6212d1b2000c46e2cf3e97f86d09b6e179d14ddcceb09504f2a,ongoing,74,9,True
legacy_50k,1000,0,monthly_current_slot_replacements,0,5,maximum,calendar_month,0,50100.0,250.0,6,0,0,1865,-857.45,0,-857.45,1000.0,142.55,blocking,7491,1989,0.15713382840891135,5b25563946b1c6212d1b2000c46e2cf3e97f86d09b6e179d14ddcceb09504f2a,total,74,9,True
legacy_50k,1000,0,monthly_current_slot_replacements,0,10,maximum,calendar_month,0,50100.0,250.0,6,0,0,0,-857.45,0,-857.45,1000.0,142.55,blocking,7491,1989,0.15713382840891135,5b25563946b1c6212d1b2000c46e2cf3e97f86d09b6e179d14ddcceb09504f2a,ongoing,74,9,True
legacy_50k,1000,0,monthly_current_slot_replacements,0,10,maximum,calendar_month,0,50100.0,250.0,6,0,0,0,-857.45,0,-857.45,1000.0,142.55,blocking,7491,1989,0.15713382840891135,5b25563946b1c6212d1b2000c46e2cf3e97f86d09b6e179d14ddcceb09504f2a,total,74,9,True
legacy_50k,1000,0,monthly_current_slot_replacements,5,1,maximum,weekly,2000,52100.0,250.0,58,1,0,1137,265469.55,0,265469.55,1000.0,266469.55,blocking,76126,9006,0.7114868067625217,78c9e026ee2b6f07a4bcb06380f2efeb8e4159c2d78e5ee53f800b69eefda45d,ongoing,78,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,5,1,maximum,weekly,2000,52100.0,250.0,58,1,0,1137,265469.55,0,265469.55,1000.0,266469.55,blocking,76126,9006,0.7114868067625217,78c9e026ee2b6f07a4bcb06380f2efeb8e4159c2d78e5ee53f800b69eefda45d,total,78,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,5,2,maximum,weekly,0,50100.0,250.0,16,0,0,1882,-759.25,0,-759.25,1000.0,240.75,blocking,11031,3286,0.25959867277611,e2f3c3e405b01346d1bac4c6ed7f2faf889c40d17e363e5bcdbccb7fda877e57,ongoing,74,9,True
legacy_50k,1000,0,monthly_current_slot_replacements,5,2,maximum,weekly,0,50100.0,250.0,16,0,0,1882,-759.25,0,-759.25,1000.0,240.75,blocking,11031,3286,0.25959867277611,e2f3c3e405b01346d1bac4c6ed7f2faf889c40d17e363e5bcdbccb7fda877e57,total,74,9,True
legacy_50k,1000,0,monthly_current_slot_replacements,5,3,maximum,calendar_month,0,50100.0,250.0,6,0,0,1875,-857.45,0,-857.45,1000.0,142.55,blocking,7491,1989,0.15713382840891135,5b25563946b1c6212d1b2000c46e2cf3e97f86d09b6e179d14ddcceb09504f2a,ongoing,74,9,True
legacy_50k,1000,0,monthly_current_slot_replacements,5,3,maximum,calendar_month,0,50100.0,250.0,6,0,0,1875,-857.45,0,-857.45,1000.0,142.55,blocking,7491,1989,0.15713382840891135,5b25563946b1c6212d1b2000c46e2cf3e97f86d09b6e179d14ddcceb09504f2a,total,74,9,True
legacy_50k,1000,0,monthly_current_slot_replacements,5,5,maximum,calendar_month,0,50100.0,250.0,6,0,0,1865,-857.45,0,-857.45,1000.0,142.55,blocking,7491,1989,0.15713382840891135,5b25563946b1c6212d1b2000c46e2cf3e97f86d09b6e179d14ddcceb09504f2a,ongoing,74,9,True
legacy_50k,1000,0,monthly_current_slot_replacements,5,5,maximum,calendar_month,0,50100.0,250.0,6,0,0,1865,-857.45,0,-857.45,1000.0,142.55,blocking,7491,1989,0.15713382840891135,5b25563946b1c6212d1b2000c46e2cf3e97f86d09b6e179d14ddcceb09504f2a,total,74,9,True
legacy_50k,1000,0,monthly_current_slot_replacements,5,10,maximum,calendar_month,0,50100.0,250.0,6,0,0,0,-857.45,0,-857.45,1000.0,142.55,blocking,7491,1989,0.15713382840891135,5b25563946b1c6212d1b2000c46e2cf3e97f86d09b6e179d14ddcceb09504f2a,ongoing,74,9,True
