case,start,policy,months,purchased,deaths,end_alive,peak_alive,empty_episodes,empty_days,continuous,days_below5,days_below10,reached20,first20_at,days_to20,observed_days,received,purchase_cost,net_cash
2021-12__daily_maximum,2021-12-01,maximum,6,6,5,1,3,1,21.441898,False,182.0,182.0,False,,,182.0,0.0,1200.0,-1200.0
2021-12__daily_maximum,2021-12-01,maximum,12,12,10,2,6,1,21.441898,False,330.255787,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-12__daily_maximum,2021-12-01,maximum,24,24,18,6,11,1,21.441898,False,422.27662,696.541667,False,,,730.0,0.0,4800.0,-4800.0
2021-12__daily_maximum,2021-12-01,maximum,36,36,22,14,14,1,21.441898,False,422.27662,799.643287,False,,,1096.0,26649.05,7200.0,19449.05
2022-01__daily_minimum,2022-01-01,minimum,6,6,5,1,5,0,0.0,True,179.11412,181.0,False,,,181.0,0.0,1200.0,-1200.0
2022-01__daily_minimum,2022-01-01,minimum,12,12,8,4,5,0,0.0,True,359.369907,365.0,False,,,365.0,0.0,2400.0,-2400.0
2022-01__daily_minimum,2022-01-01,minimum,24,24,17,7,11,0,0.0,True,416.563889,696.541667,False,,,730.0,0.0,4800.0,-4800.0
2022-01__daily_minimum,2022-01-01,minimum,36,36,22,14,14,0,0.0,True,416.563889,768.643287,False,,,1096.0,21500.0,7200.0,14300.0
2022-01__daily_maximum,2022-01-01,maximum,6,6,5,1,5,0,0.0,True,179.11412,181.0,False,,,181.0,0.0,1200.0,-1200.0
2022-01__daily_maximum,2022-01-01,maximum,12,12,8,4,5,0,0.0,True,359.369907,365.0,False,,,365.0,0.0,2400.0,-2400.0
2022-01__daily_maximum,2022-01-01,maximum,24,24,17,7,11,0,0.0,True,416.563889,696.541667,False,,,730.0,0.0,4800.0,-4800.0
2022-01__daily_maximum,2022-01-01,maximum,36,36,22,14,14,0,0.0,True,416.563889,768.643287,False,,,1096.0,24071.35,7200.0,16871.35
2022-02__daily_minimum,2022-02-01,minimum,6,6,4,2,3,0,0.0,True,181.0,181.0,False,,,181.0,0.0,1200.0,-1200.0
2022-02__daily_minimum,2022-02-01,minimum,12,12,8,4,6,0,0.0,True,330.255787,365.0,False,,,365.0,0.0,2400.0,-2400.0
2022-02__daily_minimum,2022-02-01,minimum,24,24,16,8,11,0,0.0,True,360.27662,696.541667,False,,,730.0,500.0,4800.0,-4300.0
2022-02__daily_minimum,2022-02-01,minimum,36,36,21,15,16,0,0.0,True,360.27662,737.643287,False,,,1096.0,39000.0,7200.0,31800.0
2022-02__daily_maximum,2022-02-01,maximum,6,6,4,2,3,0,0.0,True,181.0,181.0,False,,,181.0,0.0,1200.0,-1200.0
2022-02__daily_maximum,2022-02-01,maximum,12,12,8,4,6,0,0.0,True,330.255787,365.0,False,,,365.0,0.0,2400.0,-2400.0
2022-02__daily_maximum,2022-02-01,maximum,24,24,16,8,11,0,0.0,True,360.27662,696.541667,False,,,730.0,532.9,4800.0,-4267.1
2022-02__daily_maximum,2022-02-01,maximum,36,36,21,15,16,0,0.0,True,360.27662,737.643287,False,,,1096.0,45265.8,7200.0,38065.8
2022-03__daily_minimum,2022-03-01,minimum,6,6,4,2,3,2,36.793519,False,184.0,184.0,False,,,184.0,0.0,1200.0,-1200.0
2022-03__daily_minimum,2022-03-01,minimum,12,12,9,3,4,2,36.793519,False,365.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2022-03__daily_minimum,2022-03-01,minimum,24,24,16,8,10,2,36.793519,False,431.3125,727.541667,False,,,731.0,0.0,4800.0,-4800.0
2022-03__daily_minimum,2022-03-01,minimum,36,36,22,14,15,2,36.793519,False,431.3125,830.748611,False,,,1096.0,36000.0,7200.0,28800.0
2022-03__daily_maximum,2022-03-01,maximum,6,6,4,2,3,2,36.793519,False,184.0,184.0,False,,,184.0,0.0,1200.0,-1200.0
2022-03__daily_maximum,2022-03-01,maximum,12,12,9,3,4,2,36.793519,False,365.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2022-03__daily_maximum,2022-03-01,maximum,24,24,16,8,10,2,36.793519,False,431.3125,727.541667,False,,,731.0,0.0,4800.0,-4800.0
2022-03__daily_maximum,2022-03-01,maximum,36,36,22,14,15,2,36.793519,False,431.3125,830.748611,False,,,1096.0,43120.3,7200.0,35920.3
2022-04__daily_minimum,2022-04-01,minimum,6,6,3,3,3,2,36.467824,False,183.0,183.0,False,,,183.0,0.0,1200.0,-1200.0
2022-04__daily_minimum,2022-04-01,minimum,12,12,9,3,5,2,36.467824,False,360.27662,365.0,False,,,365.0,0.0,2400.0,-2400.0
2022-04__daily_minimum,2022-04-01,minimum,24,24,15,9,10,2,36.467824,False,390.27662,727.541667,False,,,731.0,1500.0,4800.0,-3300.0
2022-04__daily_minimum,2022-04-01,minimum,36,36,23,13,16,2,36.467824,False,390.27662,776.984491,False,,,1096.0,47000.0,7200.0,39800.0
2022-04__daily_maximum,2022-04-01,maximum,6,6,3,3,3,2,36.467824,False,183.0,183.0,False,,,183.0,0.0,1200.0,-1200.0
2022-04__daily_maximum,2022-04-01,maximum,12,12,9,3,5,2,36.467824,False,360.27662,365.0,False,,,365.0,0.0,2400.0,-2400.0
2022-04__daily_maximum,2022-04-01,maximum,24,24,15,9,10,2,36.467824,False,390.27662,727.541667,False,,,731.0,1730.85,4800.0,-3069.15
2022-04__daily_maximum,2022-04-01,maximum,36,36,23,13,16,2,36.467824,False,390.27662,776.984491,False,,,1096.0,52371.25,7200.0,45171.25
2022-05__daily_minimum,2022-05-01,minimum,6,6,3,3,3,2,36.793519,False,184.0,184.0,False,,,184.0,0.0,1200.0,-1200.0
2022-05__daily_minimum,2022-05-01,minimum,12,12,8,4,4,2,36.793519,False,365.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2022-05__daily_minimum,2022-05-01,minimum,24,24,16,8,10,2,36.793519,False,370.3125,709.691204,False,,,731.0,0.0,4800.0,-4800.0
2022-05__daily_minimum,2022-05-01,minimum,36,36,23,13,15,2,36.793519,False,370.3125,769.748611,False,,,1096.0,47500.0,7200.0,40300.0
2022-05__daily_maximum,2022-05-01,maximum,6,6,3,3,3,2,36.793519,False,184.0,184.0,False,,,184.0,0.0,1200.0,-1200.0
2022-05__daily_maximum,2022-05-01,maximum,12,12,8,4,4,2,36.793519,False,365.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2022-05__daily_maximum,2022-05-01,maximum,24,24,16,8,10,2,36.793519,False,370.3125,709.691204,False,,,731.0,0.0,4800.0,-4800.0
2022-05__daily_maximum,2022-05-01,maximum,36,36,23,13,15,2,36.793519,False,370.3125,769.748611,False,,,1096.0,60149.95,7200.0,52949.95
2022-06__daily_minimum,2022-06-01,minimum,6,6,5,1,5,1,16.305093,False,179.255787,183.0,False,,,183.0,0.0,1200.0,-1200.0
2022-06__daily_minimum,2022-06-01,minimum,12,12,7,5,5,1,16.305093,False,329.27662,365.0,False,,,365.0,0.0,2400.0,-2400.0
2022-06__daily_minimum,2022-06-01,minimum,24,24,15,9,10,1,16.305093,False,329.27662,709.691204,False,,,731.0,4000.0,4800.0,-800.0
2022-06__daily_minimum,2022-06-01,minimum,36,36,22,14,16,1,16.305093,False,329.27662,715.984491,False,,,1096.0,68500.0,7200.0,61300.0
2022-06__daily_maximum,2022-06-01,maximum,6,6,5,1,5,1,16.305093,False,179.255787,183.0,False,,,183.0,0.0,1200.0,-1200.0
2022-06__daily_maximum,2022-06-01,maximum,12,12,7,5,5,1,16.305093,False,329.27662,365.0,False,,,365.0,0.0,2400.0,-2400.0
2022-06__daily_maximum,2022-06-01,maximum,24,24,15,9,10,1,16.305093,False,329.27662,709.691204,False,,,731.0,3899.35,4800.0,-900.65
2022-06__daily_maximum,2022-06-01,maximum,36,36,22,14,16,1,16.305093,False,329.27662,715.984491,False,,,1096.0,104411.9,7200.0,97211.9
2022-07__daily_minimum,2022-07-01,minimum,6,6,3,3,4,0,0.0,True,184.0,184.0,False,,,184.0,0.0,1200.0,-1200.0
2022-07__daily_minimum,2022-07-01,minimum,12,12,6,6,6,0,0.0,True,304.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2022-07__daily_minimum,2022-07-01,minimum,24,24,14,10,10,0,0.0,True,309.3125,679.691204,False,,,731.0,3000.0,4800.0,-1800.0
2022-07__daily_minimum,2022-07-01,minimum,36,36,21,15,15,0,0.0,True,309.3125,708.748611,False,,,1096.0,73000.0,7200.0,65800.0
2022-07__daily_maximum,2022-07-01,maximum,6,6,3,3,4,0,0.0,True,184.0,184.0,False,,,184.0,0.0,1200.0,-1200.0
2022-07__daily_maximum,2022-07-01,maximum,12,12,6,6,6,0,0.0,True,304.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2022-07__daily_maximum,2022-07-01,maximum,24,24,14,10,10,0,0.0,True,309.3125,679.691204,False,,,731.0,4013.3,4800.0,-786.7
2022-07__daily_maximum,2022-07-01,maximum,36,36,21,15,15,0,0.0,True,309.3125,708.748611,False,,,1096.0,100566.6,7200.0,93366.6
2022-08__daily_minimum,2022-08-01,minimum,6,6,4,2,4,1,21.267593,False,184.0,184.0,False,,,184.0,0.0,1200.0,-1200.0
2022-08__daily_minimum,2022-08-01,minimum,12,12,6,6,6,1,21.267593,False,304.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2022-08__daily_minimum,2022-08-01,minimum,24,24,16,8,10,1,21.267593,False,338.478704,707.368981,False,,,731.0,6500.0,4800.0,1700.0
2022-08__daily_minimum,2022-08-01,minimum,36,36,21,15,15,1,21.267593,False,338.478704,738.368981,False,,,1096.0,80500.0,7200.0,73300.0
2022-08__daily_maximum,2022-08-01,maximum,6,6,4,2,4,1,21.267593,False,184.0,184.0,False,,,184.0,0.0,1200.0,-1200.0
2022-08__daily_maximum,2022-08-01,maximum,12,12,6,6,6,1,21.267593,False,304.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2022-08__daily_maximum,2022-08-01,maximum,24,24,16,8,10,1,21.267593,False,338.478704,707.368981,False,,,731.0,8808.6,4800.0,4008.6
2022-08__daily_maximum,2022-08-01,maximum,36,36,21,15,15,1,21.267593,False,338.478704,738.368981,False,,,1096.0,115870.8,7200.0,108670.8
2022-09__daily_minimum,2022-09-01,minimum,6,6,4,2,3,0,0.0,True,181.0,181.0,False,,,181.0,0.0,1200.0,-1200.0
2022-09__daily_minimum,2022-09-01,minimum,12,12,5,7,7,0,0.0,True,273.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2022-09__daily_minimum,2022-09-01,minimum,24,24,16,8,10,0,0.0,True,310.862731,706.293287,False,,,731.0,4500.0,4800.0,-300.0
2022-09__daily_minimum,2022-09-01,minimum,36,36,20,16,16,0,0.0,True,310.862731,736.293287,False,,,1096.0,82000.0,7200.0,74800.0
2022-09__daily_maximum,2022-09-01,maximum,6,6,4,2,3,0,0.0,True,181.0,181.0,False,,,181.0,0.0,1200.0,-1200.0
2022-09__daily_maximum,2022-09-01,maximum,12,12,5,7,7,0,0.0,True,273.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2022-09__daily_maximum,2022-09-01,maximum,24,24,16,8,10,0,0.0,True,310.862731,706.293287,False,,,731.0,5532.1,4800.0,732.1
2022-09__daily_maximum,2022-09-01,maximum,36,36,20,16,16,0,0.0,True,310.862731,736.293287,False,,,1096.0,110796.05,7200.0,103596.05
2022-10__daily_minimum,2022-10-01,minimum,6,6,4,2,4,1,21.267593,False,182.0,182.0,False,,,182.0,0.0,1200.0,-1200.0
2022-10__daily_minimum,2022-10-01,minimum,12,12,4,8,8,1,21.267593,False,243.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2022-10__daily_minimum,2022-10-01,minimum,24,24,14,10,10,1,21.267593,False,277.478704,677.368981,False,,,731.0,7500.0,4800.0,2700.0
2022-10__daily_minimum,2022-10-01,minimum,36,36,19,17,17,1,21.267593,False,277.478704,677.368981,False,,,1096.0,98500.0,7200.0,91300.0
2022-10__daily_maximum,2022-10-01,maximum,6,6,4,2,4,1,21.267593,False,182.0,182.0,False,,,182.0,0.0,1200.0,-1200.0
2022-10__daily_maximum,2022-10-01,maximum,12,12,4,8,8,1,21.267593,False,243.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2022-10__daily_maximum,2022-10-01,maximum,24,24,14,10,10,1,21.267593,False,277.478704,677.368981,False,,,731.0,8808.6,4800.0,4008.6
2022-10__daily_maximum,2022-10-01,maximum,36,36,19,17,17,1,21.267593,False,277.478704,677.368981,False,,,1096.0,128290.3,7200.0,121090.3
2022-11__daily_minimum,2022-11-01,minimum,6,6,3,3,3,0,0.0,True,181.0,181.0,False,,,181.0,0.0,1200.0,-1200.0
2022-11__daily_minimum,2022-11-01,minimum,12,12,9,3,9,0,0.0,True,219.862731,365.0,False,,,365.0,0.0,2400.0,-2400.0
2022-11__daily_minimum,2022-11-01,minimum,24,24,14,10,10,0,0.0,True,249.862731,675.293287,False,,,731.0,7000.0,4800.0,2200.0
2022-11__daily_minimum,2022-11-01,minimum,36,36,18,18,18,0,0.0,True,249.862731,675.293287,False,,,1096.0,106500.0,7200.0,99300.0
2022-11__daily_maximum,2022-11-01,maximum,6,6,3,3,3,0,0.0,True,181.0,181.0,False,,,181.0,0.0,1200.0,-1200.0
2022-11__daily_maximum,2022-11-01,maximum,12,12,9,3,9,0,0.0,True,219.862731,365.0,False,,,365.0,0.0,2400.0,-2400.0
