case,start,policy,months,purchased,deaths,end_alive,peak_alive,empty_episodes,empty_days,continuous,days_below5,days_below10,reached20,first20_at,days_to20,observed_days,received,purchase_cost,net_cash
2020-01__daily_minimum,2020-01-01,minimum,6,6,2,4,5,0,0.0,True,156.046759,182.0,False,,,182.0,0.0,1200.0,-1200.0
2020-01__daily_minimum,2020-01-01,minimum,12,12,4,8,10,0,0.0,True,156.046759,335.303704,False,,,366.0,0.0,2400.0,-2400.0
2020-01__daily_minimum,2020-01-01,minimum,24,24,18,6,10,0,0.0,True,156.046759,666.011343,False,,,731.0,1000.0,4800.0,-3800.0
2020-01__daily_minimum,2020-01-01,minimum,36,36,27,9,10,0,0.0,True,156.046759,1025.38125,False,,,1096.0,3500.0,7200.0,-3700.0
2020-01__daily_maximum,2020-01-01,maximum,6,6,2,4,5,0,0.0,True,156.046759,182.0,False,,,182.0,0.0,1200.0,-1200.0
2020-01__daily_maximum,2020-01-01,maximum,12,12,4,8,10,0,0.0,True,156.046759,335.303704,False,,,366.0,0.0,2400.0,-2400.0
2020-01__daily_maximum,2020-01-01,maximum,24,24,18,6,10,0,0.0,True,156.046759,666.011343,False,,,731.0,1200.35,4800.0,-3599.65
2020-01__daily_maximum,2020-01-01,maximum,36,36,27,9,10,0,0.0,True,156.046759,1025.38125,False,,,1096.0,3751.0,7200.0,-3449.0
2020-02__daily_minimum,2020-02-01,minimum,6,6,2,4,4,0,0.0,True,182.0,182.0,False,,,182.0,0.0,1200.0,-1200.0
2020-02__daily_minimum,2020-02-01,minimum,12,12,5,7,9,0,0.0,True,182.0,366.0,False,,,366.0,0.0,2400.0,-2400.0
2020-02__daily_minimum,2020-02-01,minimum,24,24,21,3,9,0,0.0,True,203.441898,731.0,False,,,731.0,0.0,4800.0,-4800.0
2020-02__daily_minimum,2020-02-01,minimum,36,36,29,7,9,0,0.0,True,295.210648,1096.0,False,,,1096.0,2500.0,7200.0,-4700.0
2020-02__daily_maximum,2020-02-01,maximum,6,6,2,4,4,0,0.0,True,182.0,182.0,False,,,182.0,0.0,1200.0,-1200.0
2020-02__daily_maximum,2020-02-01,maximum,12,12,5,7,9,0,0.0,True,182.0,366.0,False,,,366.0,0.0,2400.0,-2400.0
2020-02__daily_maximum,2020-02-01,maximum,24,24,21,3,9,0,0.0,True,203.441898,731.0,False,,,731.0,0.0,4800.0,-4800.0
2020-02__daily_maximum,2020-02-01,maximum,36,36,29,7,9,0,0.0,True,295.210648,1096.0,False,,,1096.0,2678.8,7200.0,-4521.2
2020-03__daily_minimum,2020-03-01,minimum,6,6,1,5,5,0,0.0,True,153.0,184.0,False,,,184.0,0.0,1200.0,-1200.0
2020-03__daily_minimum,2020-03-01,minimum,12,12,5,7,9,0,0.0,True,153.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2020-03__daily_minimum,2020-03-01,minimum,24,24,17,7,9,0,0.0,True,153.0,730.0,False,,,730.0,1500.0,4800.0,-3300.0
2020-03__daily_minimum,2020-03-01,minimum,36,36,27,9,10,0,0.0,True,153.0,1057.543056,False,,,1095.0,3500.0,7200.0,-3700.0
2020-03__daily_maximum,2020-03-01,maximum,6,6,1,5,5,0,0.0,True,153.0,184.0,False,,,184.0,0.0,1200.0,-1200.0
2020-03__daily_maximum,2020-03-01,maximum,12,12,5,7,9,0,0.0,True,153.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2020-03__daily_maximum,2020-03-01,maximum,24,24,17,7,9,0,0.0,True,153.0,730.0,False,,,730.0,2457.05,4800.0,-2342.95
2020-03__daily_maximum,2020-03-01,maximum,36,36,27,9,10,0,0.0,True,153.0,1057.543056,False,,,1095.0,3751.0,7200.0,-3449.0
2020-04__daily_minimum,2020-04-01,minimum,6,6,1,5,5,0,0.0,True,153.0,183.0,False,,,183.0,0.0,1200.0,-1200.0
2020-04__daily_minimum,2020-04-01,minimum,12,12,6,6,8,0,0.0,True,153.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2020-04__daily_minimum,2020-04-01,minimum,24,24,20,4,8,0,0.0,True,229.742824,730.0,False,,,730.0,2000.0,4800.0,-2800.0
2020-04__daily_minimum,2020-04-01,minimum,36,36,29,7,9,0,0.0,True,266.210648,1095.0,False,,,1095.0,2500.0,7200.0,-4700.0
2020-04__daily_maximum,2020-04-01,maximum,6,6,1,5,5,0,0.0,True,153.0,183.0,False,,,183.0,0.0,1200.0,-1200.0
2020-04__daily_maximum,2020-04-01,maximum,12,12,6,6,8,0,0.0,True,153.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2020-04__daily_maximum,2020-04-01,maximum,24,24,20,4,8,0,0.0,True,229.742824,730.0,False,,,730.0,2678.8,4800.0,-2121.2
2020-04__daily_maximum,2020-04-01,maximum,36,36,29,7,9,0,0.0,True,266.210648,1095.0,False,,,1095.0,2678.8,7200.0,-4521.2
2020-05__daily_minimum,2020-05-01,minimum,6,6,1,5,5,0,0.0,True,153.0,184.0,False,,,184.0,0.0,1200.0,-1200.0
2020-05__daily_minimum,2020-05-01,minimum,12,12,6,6,7,0,0.0,True,153.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2020-05__daily_minimum,2020-05-01,minimum,24,24,16,8,8,0,0.0,True,196.046065,730.0,False,,,730.0,500.0,4800.0,-4300.0
2020-05__daily_minimum,2020-05-01,minimum,36,36,27,9,9,0,0.0,True,196.046065,1095.0,False,,,1095.0,500.0,7200.0,-6700.0
2020-05__daily_maximum,2020-05-01,maximum,6,6,1,5,5,0,0.0,True,153.0,184.0,False,,,184.0,0.0,1200.0,-1200.0
2020-05__daily_maximum,2020-05-01,maximum,12,12,6,6,7,0,0.0,True,153.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2020-05__daily_maximum,2020-05-01,maximum,24,24,16,8,8,0,0.0,True,196.046065,730.0,False,,,730.0,651.15,4800.0,-4148.85
2020-05__daily_maximum,2020-05-01,maximum,36,36,27,9,9,0,0.0,True,196.046065,1095.0,False,,,1095.0,651.15,7200.0,-6548.85
2020-06__daily_minimum,2020-06-01,minimum,6,6,0,6,6,0,0.0,True,122.0,183.0,False,,,183.0,0.0,1200.0,-1200.0
2020-06__daily_minimum,2020-06-01,minimum,12,12,7,5,8,0,0.0,True,122.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2020-06__daily_minimum,2020-06-01,minimum,24,24,20,4,8,0,0.0,True,218.905556,730.0,False,,,730.0,2500.0,4800.0,-2300.0
2020-06__daily_minimum,2020-06-01,minimum,36,36,27,9,9,0,0.0,True,235.210648,1095.0,False,,,1095.0,2500.0,7200.0,-4700.0
2020-06__daily_maximum,2020-06-01,maximum,6,6,0,6,6,0,0.0,True,122.0,183.0,False,,,183.0,0.0,1200.0,-1200.0
2020-06__daily_maximum,2020-06-01,maximum,12,12,7,5,8,0,0.0,True,122.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2020-06__daily_maximum,2020-06-01,maximum,24,24,20,4,8,0,0.0,True,218.905556,730.0,False,,,730.0,2678.8,4800.0,-2121.2
2020-06__daily_maximum,2020-06-01,maximum,36,36,27,9,9,0,0.0,True,235.210648,1095.0,False,,,1095.0,2678.8,7200.0,-4521.2
2020-07__daily_minimum,2020-07-01,minimum,6,6,2,4,6,0,0.0,True,123.303704,184.0,False,,,184.0,0.0,1200.0,-1200.0
2020-07__daily_minimum,2020-07-01,minimum,12,12,8,4,7,0,0.0,True,166.349769,365.0,False,,,365.0,0.0,2400.0,-2400.0
2020-07__daily_minimum,2020-07-01,minimum,24,24,19,5,9,0,0.0,True,166.349769,730.0,False,,,730.0,500.0,4800.0,-4300.0
2020-07__daily_minimum,2020-07-01,minimum,36,36,25,11,11,0,0.0,True,166.349769,1034.0,False,,,1095.0,1500.0,7200.0,-5700.0
2020-07__daily_maximum,2020-07-01,maximum,6,6,2,4,6,0,0.0,True,123.303704,184.0,False,,,184.0,0.0,1200.0,-1200.0
2020-07__daily_maximum,2020-07-01,maximum,12,12,8,4,7,0,0.0,True,166.349769,365.0,False,,,365.0,0.0,2400.0,-2400.0
2020-07__daily_maximum,2020-07-01,maximum,24,24,19,5,9,0,0.0,True,166.349769,730.0,False,,,730.0,651.15,4800.0,-4148.85
2020-07__daily_maximum,2020-07-01,maximum,36,36,25,11,11,0,0.0,True,166.349769,1034.0,False,,,1095.0,1833.2,7200.0,-5366.8
2020-08__daily_minimum,2020-08-01,minimum,6,6,2,4,5,0,0.0,True,138.59213,184.0,False,,,184.0,0.0,1200.0,-1200.0
2020-08__daily_minimum,2020-08-01,minimum,12,12,7,5,7,0,0.0,True,182.224537,365.0,False,,,365.0,0.0,2400.0,-2400.0
2020-08__daily_minimum,2020-08-01,minimum,24,24,20,4,7,0,0.0,True,413.645139,730.0,False,,,730.0,500.0,4800.0,-4300.0
2020-08__daily_minimum,2020-08-01,minimum,36,36,26,10,10,0,0.0,True,434.912731,1064.0,False,,,1095.0,1500.0,7200.0,-5700.0
2020-08__daily_maximum,2020-08-01,maximum,6,6,2,4,5,0,0.0,True,138.59213,184.0,False,,,184.0,0.0,1200.0,-1200.0
2020-08__daily_maximum,2020-08-01,maximum,12,12,7,5,7,0,0.0,True,182.224537,365.0,False,,,365.0,0.0,2400.0,-2400.0
2020-08__daily_maximum,2020-08-01,maximum,24,24,20,4,7,0,0.0,True,413.645139,730.0,False,,,730.0,519.35,4800.0,-4280.65
2020-08__daily_maximum,2020-08-01,maximum,36,36,26,10,10,0,0.0,True,434.912731,1064.0,False,,,1095.0,1706.95,7200.0,-5493.05
2020-09__daily_minimum,2020-09-01,minimum,6,6,2,4,4,0,0.0,True,181.0,181.0,False,,,181.0,0.0,1200.0,-1200.0
2020-09__daily_minimum,2020-09-01,minimum,12,12,7,5,6,0,0.0,True,283.903241,365.0,False,,,365.0,0.0,2400.0,-2400.0
2020-09__daily_minimum,2020-09-01,minimum,24,24,18,6,8,0,0.0,True,375.202083,730.0,False,,,730.0,0.0,4800.0,-4800.0
2020-09__daily_minimum,2020-09-01,minimum,36,36,24,12,12,0,0.0,True,375.202083,1003.0,False,,,1095.0,1500.0,7200.0,-5700.0
2020-09__daily_maximum,2020-09-01,maximum,6,6,2,4,4,0,0.0,True,181.0,181.0,False,,,181.0,0.0,1200.0,-1200.0
2020-09__daily_maximum,2020-09-01,maximum,12,12,7,5,6,0,0.0,True,283.903241,365.0,False,,,365.0,0.0,2400.0,-2400.0
2020-09__daily_maximum,2020-09-01,maximum,24,24,18,6,8,0,0.0,True,375.202083,730.0,False,,,730.0,0.0,4800.0,-4800.0
2020-09__daily_maximum,2020-09-01,maximum,36,36,24,12,12,0,0.0,True,375.202083,1003.0,False,,,1095.0,1925.75,7200.0,-5274.25
2020-10__daily_minimum,2020-10-01,minimum,6,6,2,4,4,0,0.0,True,182.0,182.0,False,,,182.0,0.0,1200.0,-1200.0
2020-10__daily_minimum,2020-10-01,minimum,12,12,8,4,6,0,0.0,True,263.677315,365.0,False,,,365.0,0.0,2400.0,-2400.0
2020-10__daily_minimum,2020-10-01,minimum,24,24,19,5,6,0,0.0,True,565.129167,730.0,False,,,730.0,0.0,4800.0,-4800.0
2020-10__daily_minimum,2020-10-01,minimum,36,36,25,11,11,0,0.0,True,622.384954,1034.0,False,,,1095.0,1000.0,7200.0,-6200.0
2020-10__daily_maximum,2020-10-01,maximum,6,6,2,4,4,0,0.0,True,182.0,182.0,False,,,182.0,0.0,1200.0,-1200.0
2020-10__daily_maximum,2020-10-01,maximum,12,12,8,4,6,0,0.0,True,263.677315,365.0,False,,,365.0,0.0,2400.0,-2400.0
2020-10__daily_maximum,2020-10-01,maximum,24,24,19,5,6,0,0.0,True,565.129167,730.0,False,,,730.0,0.0,4800.0,-4800.0
2020-10__daily_maximum,2020-10-01,maximum,36,36,25,11,11,0,0.0,True,622.384954,1034.0,False,,,1095.0,1587.65,7200.0,-5612.35
2020-11__daily_minimum,2020-11-01,minimum,6,6,2,4,4,0,0.0,True,181.0,181.0,False,,,181.0,0.0,1200.0,-1200.0
2020-11__daily_minimum,2020-11-01,minimum,12,12,8,4,5,0,0.0,True,324.677315,365.0,False,,,365.0,0.0,2400.0,-2400.0
2020-11__daily_minimum,2020-11-01,minimum,24,24,18,6,7,0,0.0,True,492.425231,730.0,False,,,730.0,0.0,4800.0,-4800.0
2020-11__daily_minimum,2020-11-01,minimum,36,36,29,7,13,0,0.0,True,492.425231,985.145833,False,,,1095.0,1000.0,7200.0,-6200.0
2020-11__daily_maximum,2020-11-01,maximum,6,6,2,4,4,0,0.0,True,181.0,181.0,False,,,181.0,0.0,1200.0,-1200.0
2020-11__daily_maximum,2020-11-01,maximum,12,12,8,4,5,0,0.0,True,324.677315,365.0,False,,,365.0,0.0,2400.0,-2400.0
2020-11__daily_maximum,2020-11-01,maximum,24,24,18,6,7,0,0.0,True,492.425231,730.0,False,,,730.0,0.0,4800.0,-4800.0
2020-11__daily_maximum,2020-11-01,maximum,36,36,29,7,13,0,0.0,True,492.425231,985.145833,False,,,1095.0,1218.4,7200.0,-5981.6
2020-12__daily_minimum,2020-12-01,minimum,6,6,4,2,5,0,0.0,True,169.561806,182.0,False,,,182.0,0.0,1200.0,-1200.0
2020-12__daily_minimum,2020-12-01,minimum,12,12,8,4,5,0,0.0,True,324.677315,365.0,False,,,365.0,0.0,2400.0,-2400.0
2020-12__daily_minimum,2020-12-01,minimum,24,24,22,2,6,1,21.441898,False,653.24537,730.0,False,,,730.0,0.0,4800.0,-4800.0
2020-12__daily_minimum,2020-12-01,minimum,36,36,30,6,11,1,21.441898,False,745.266204,1061.541667,False,,,1095.0,0.0,7200.0,-7200.0
2020-12__daily_maximum,2020-12-01,maximum,6,6,4,2,5,0,0.0,True,169.561806,182.0,False,,,182.0,0.0,1200.0,-1200.0
2020-12__daily_maximum,2020-12-01,maximum,12,12,8,4,5,0,0.0,True,324.677315,365.0,False,,,365.0,0.0,2400.0,-2400.0
2020-12__daily_maximum,2020-12-01,maximum,24,24,22,2,6,1,21.441898,False,653.24537,730.0,False,,,730.0,0.0,4800.0,-4800.0
2020-12__daily_maximum,2020-12-01,maximum,36,36,30,6,11,1,21.441898,False,745.266204,1061.541667,False,,,1095.0,0.0,7200.0,-7200.0
2021-01__daily_minimum,2021-01-01,minimum,6,6,5,1,4,1,12.145833,False,181.0,181.0,False,,,181.0,0.0,1200.0,-1200.0
2021-01__daily_minimum,2021-01-01,minimum,12,12,10,2,5,1,12.145833,False,362.097685,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-01__daily_minimum,2021-01-01,minimum,24,24,19,5,6,1,12.145833,False,624.000231,730.0,False,,,730.0,0.0,4800.0,-4800.0
2021-01__daily_minimum,2021-01-01,minimum,36,36,28,8,12,1,12.145833,False,624.000231,1030.541667,False,,,1095.0,500.0,7200.0,-6700.0
2021-01__daily_maximum,2021-01-01,maximum,6,6,5,1,4,1,12.145833,False,181.0,181.0,False,,,181.0,0.0,1200.0,-1200.0
2021-01__daily_maximum,2021-01-01,maximum,12,12,10,2,5,1,12.145833,False,362.097685,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-01__daily_maximum,2021-01-01,maximum,24,24,19,5,6,1,12.145833,False,624.000231,730.0,False,,,730.0,0.0,4800.0,-4800.0
2021-01__daily_maximum,2021-01-01,maximum,36,36,28,8,12,1,12.145833,False,624.000231,1030.541667,False,,,1095.0,549.65,7200.0,-6650.35
2021-02__daily_minimum,2021-02-01,minimum,6,6,4,2,4,0,0.0,True,181.0,181.0,False,,,181.0,0.0,1200.0,-1200.0
2021-02__daily_minimum,2021-02-01,minimum,12,12,12,0,5,1,21.441898,False,363.312269,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-02__daily_minimum,2021-02-01,minimum,24,24,20,4,6,1,21.441898,False,693.568056,730.0,False,,,730.0,0.0,4800.0,-4800.0
2021-02__daily_minimum,2021-02-01,minimum,36,36,28,8,11,1,21.441898,False,723.588889,1061.541667,False,,,1095.0,500.0,7200.0,-6700.0
2021-02__daily_maximum,2021-02-01,maximum,6,6,4,2,4,0,0.0,True,181.0,181.0,False,,,181.0,0.0,1200.0,-1200.0
2021-02__daily_maximum,2021-02-01,maximum,12,12,12,0,5,1,21.441898,False,363.312269,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-02__daily_maximum,2021-02-01,maximum,24,24,20,4,6,1,21.441898,False,693.568056,730.0,False,,,730.0,0.0,4800.0,-4800.0
2021-02__daily_maximum,2021-02-01,maximum,36,36,28,8,11,1,21.441898,False,723.588889,1061.541667,False,,,1095.0,532.9,7200.0,-6667.1
2021-03__daily_minimum,2021-03-01,minimum,6,6,3,3,3,1,13.046065,False,184.0,184.0,False,,,184.0,0.0,1200.0,-1200.0
2021-03__daily_minimum,2021-03-01,minimum,12,12,9,3,5,1,13.046065,False,362.097685,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-03__daily_minimum,2021-03-01,minimum,24,24,19,5,6,1,13.046065,False,565.000231,730.0,False,,,730.0,0.0,4800.0,-4800.0
2021-03__daily_minimum,2021-03-01,minimum,36,36,26,10,12,1,13.046065,False,565.000231,1002.541667,False,,,1096.0,2000.0,7200.0,-5200.0
2021-03__daily_maximum,2021-03-01,maximum,6,6,3,3,3,1,13.046065,False,184.0,184.0,False,,,184.0,0.0,1200.0,-1200.0
2021-03__daily_maximum,2021-03-01,maximum,12,12,9,3,5,1,13.046065,False,362.097685,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-03__daily_maximum,2021-03-01,maximum,24,24,19,5,6,1,13.046065,False,565.000231,730.0,False,,,730.0,0.0,4800.0,-4800.0
2021-03__daily_maximum,2021-03-01,maximum,36,36,26,10,12,1,13.046065,False,565.000231,1002.541667,False,,,1096.0,1798.75,7200.0,-5401.25
2021-04__daily_minimum,2021-04-01,minimum,6,6,4,2,4,0,0.0,True,183.0,183.0,False,,,183.0,0.0,1200.0,-1200.0
2021-04__daily_minimum,2021-04-01,minimum,12,12,11,1,5,1,21.441898,False,363.312269,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-04__daily_minimum,2021-04-01,minimum,24,24,20,4,6,1,21.441898,False,664.588889,730.0,False,,,730.0,0.0,4800.0,-4800.0
2021-04__daily_minimum,2021-04-01,minimum,36,36,26,10,11,1,21.441898,False,664.588889,1031.541667,False,,,1096.0,1500.0,7200.0,-5700.0
2021-04__daily_maximum,2021-04-01,maximum,6,6,4,2,4,0,0.0,True,183.0,183.0,False,,,183.0,0.0,1200.0,-1200.0
2021-04__daily_maximum,2021-04-01,maximum,12,12,11,1,5,1,21.441898,False,363.312269,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-04__daily_maximum,2021-04-01,maximum,24,24,20,4,6,1,21.441898,False,664.588889,730.0,False,,,730.0,0.0,4800.0,-4800.0
2021-04__daily_maximum,2021-04-01,maximum,36,36,26,10,11,1,21.441898,False,664.588889,1031.541667,False,,,1096.0,1730.85,7200.0,-5469.15
2021-05__daily_minimum,2021-05-01,minimum,6,6,3,3,4,1,13.046065,False,184.0,184.0,False,,,184.0,0.0,1200.0,-1200.0
2021-05__daily_minimum,2021-05-01,minimum,12,12,7,5,5,1,13.046065,False,332.097685,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-05__daily_minimum,2021-05-01,minimum,24,24,18,6,6,1,13.046065,False,504.000231,730.0,False,,,730.0,0.0,4800.0,-4800.0
2021-05__daily_minimum,2021-05-01,minimum,36,36,26,10,12,1,13.046065,False,504.000231,941.541667,False,,,1096.0,2500.0,7200.0,-4700.0
2021-05__daily_maximum,2021-05-01,maximum,6,6,3,3,4,1,13.046065,False,184.0,184.0,False,,,184.0,0.0,1200.0,-1200.0
2021-05__daily_maximum,2021-05-01,maximum,12,12,7,5,5,1,13.046065,False,332.097685,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-05__daily_maximum,2021-05-01,maximum,24,24,18,6,6,1,13.046065,False,504.000231,730.0,False,,,730.0,0.0,4800.0,-4800.0
2021-05__daily_maximum,2021-05-01,maximum,36,36,26,10,12,1,13.046065,False,504.000231,941.541667,False,,,1096.0,2350.8,7200.0,-4849.2
2021-06__daily_minimum,2021-06-01,minimum,6,6,2,4,4,0,0.0,True,183.0,183.0,False,,,183.0,0.0,1200.0,-1200.0
2021-06__daily_minimum,2021-06-01,minimum,12,12,11,1,5,1,21.441898,False,363.312269,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-06__daily_minimum,2021-06-01,minimum,24,24,18,6,6,1,21.441898,False,603.588889,730.0,False,,,730.0,0.0,4800.0,-4800.0
2021-06__daily_minimum,2021-06-01,minimum,36,36,26,10,11,1,21.441898,False,603.588889,982.643287,False,,,1096.0,4000.0,7200.0,-3200.0
2021-06__daily_maximum,2021-06-01,maximum,6,6,2,4,4,0,0.0,True,183.0,183.0,False,,,183.0,0.0,1200.0,-1200.0
2021-06__daily_maximum,2021-06-01,maximum,12,12,11,1,5,1,21.441898,False,363.312269,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-06__daily_maximum,2021-06-01,maximum,24,24,18,6,6,1,21.441898,False,603.588889,730.0,False,,,730.0,0.0,4800.0,-4800.0
2021-06__daily_maximum,2021-06-01,maximum,36,36,26,10,11,1,21.441898,False,603.588889,982.643287,False,,,1096.0,3899.35,7200.0,-3300.65
2021-07__daily_minimum,2021-07-01,minimum,6,6,4,2,5,0,0.0,True,181.097685,184.0,False,,,184.0,0.0,1200.0,-1200.0
2021-07__daily_minimum,2021-07-01,minimum,12,12,10,2,6,0,0.0,True,329.118519,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-07__daily_minimum,2021-07-01,minimum,24,24,16,8,8,0,0.0,True,443.000231,730.0,False,,,730.0,0.0,4800.0,-4800.0
2021-07__daily_minimum,2021-07-01,minimum,36,36,24,12,12,0,0.0,True,443.000231,880.541667,False,,,1096.0,7500.0,7200.0,300.0
2021-07__daily_maximum,2021-07-01,maximum,6,6,4,2,5,0,0.0,True,181.097685,184.0,False,,,184.0,0.0,1200.0,-1200.0
2021-07__daily_maximum,2021-07-01,maximum,12,12,10,2,6,0,0.0,True,329.118519,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-07__daily_maximum,2021-07-01,maximum,24,24,16,8,8,0,0.0,True,443.000231,730.0,False,,,730.0,0.0,4800.0,-4800.0
2021-07__daily_maximum,2021-07-01,maximum,36,36,24,12,12,0,0.0,True,443.000231,880.541667,False,,,1096.0,9108.45,7200.0,1908.45
2021-08__daily_minimum,2021-08-01,minimum,6,6,6,0,4,1,21.441898,False,184.0,184.0,False,,,184.0,0.0,1200.0,-1200.0
2021-08__daily_minimum,2021-08-01,minimum,12,12,10,2,4,1,21.441898,False,365.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-08__daily_minimum,2021-08-01,minimum,24,24,16,8,8,1,21.441898,False,544.27662,730.0,False,,,730.0,0.0,4800.0,-4800.0
2021-08__daily_minimum,2021-08-01,minimum,36,36,26,10,12,1,21.441898,False,544.27662,921.643287,False,,,1096.0,10500.0,7200.0,3300.0
2021-08__daily_maximum,2021-08-01,maximum,6,6,6,0,4,1,21.441898,False,184.0,184.0,False,,,184.0,0.0,1200.0,-1200.0
2021-08__daily_maximum,2021-08-01,maximum,12,12,10,2,4,1,21.441898,False,365.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-08__daily_maximum,2021-08-01,maximum,24,24,16,8,8,1,21.441898,False,544.27662,730.0,False,,,730.0,0.0,4800.0,-4800.0
2021-08__daily_maximum,2021-08-01,maximum,36,36,26,10,12,1,21.441898,False,544.27662,921.643287,False,,,1096.0,14134.15,7200.0,6934.15
2021-09__daily_minimum,2021-09-01,minimum,6,6,3,3,4,0,0.0,True,181.0,181.0,False,,,181.0,0.0,1200.0,-1200.0
2021-09__daily_minimum,2021-09-01,minimum,12,12,8,4,6,0,0.0,True,332.020833,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-09__daily_minimum,2021-09-01,minimum,24,24,14,10,10,0,0.0,True,383.902546,699.0,False,,,730.0,0.0,4800.0,-4800.0
2021-09__daily_minimum,2021-09-01,minimum,36,36,25,11,13,0,0.0,True,383.902546,818.541667,False,,,1096.0,9500.0,7200.0,2300.0
2021-09__daily_maximum,2021-09-01,maximum,6,6,3,3,4,0,0.0,True,181.0,181.0,False,,,181.0,0.0,1200.0,-1200.0
2021-09__daily_maximum,2021-09-01,maximum,12,12,8,4,6,0,0.0,True,332.020833,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-09__daily_maximum,2021-09-01,maximum,24,24,14,10,10,0,0.0,True,383.902546,699.0,False,,,730.0,0.0,4800.0,-4800.0
2021-09__daily_maximum,2021-09-01,maximum,36,36,25,11,13,0,0.0,True,383.902546,818.541667,False,,,1096.0,11701.6,7200.0,4501.6
2021-10__daily_minimum,2021-10-01,minimum,6,6,5,1,3,1,21.441898,False,182.0,182.0,False,,,182.0,0.0,1200.0,-1200.0
2021-10__daily_minimum,2021-10-01,minimum,12,12,8,4,4,1,21.441898,False,365.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-10__daily_minimum,2021-10-01,minimum,24,24,14,10,10,1,21.441898,False,483.27662,700.0,False,,,730.0,0.0,4800.0,-4800.0
2021-10__daily_minimum,2021-10-01,minimum,36,36,24,12,12,1,21.441898,False,483.27662,860.643287,False,,,1096.0,13000.0,7200.0,5800.0
2021-10__daily_maximum,2021-10-01,maximum,6,6,5,1,3,1,21.441898,False,182.0,182.0,False,,,182.0,0.0,1200.0,-1200.0
2021-10__daily_maximum,2021-10-01,maximum,12,12,8,4,4,1,21.441898,False,365.0,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-10__daily_maximum,2021-10-01,maximum,24,24,14,10,10,1,21.441898,False,483.27662,700.0,False,,,730.0,0.0,4800.0,-4800.0
2021-10__daily_maximum,2021-10-01,maximum,36,36,24,12,12,1,21.441898,False,483.27662,860.643287,False,,,1096.0,14709.05,7200.0,7509.05
2021-11__daily_minimum,2021-11-01,minimum,6,6,2,4,4,0,0.0,True,181.0,181.0,False,,,181.0,0.0,1200.0,-1200.0
2021-11__daily_minimum,2021-11-01,minimum,12,12,8,4,5,0,0.0,True,363.11412,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-11__daily_minimum,2021-11-01,minimum,24,24,19,5,11,0,0.0,True,477.563889,696.541667,False,,,730.0,0.0,4800.0,-4800.0
2021-11__daily_minimum,2021-11-01,minimum,36,36,24,12,12,0,0.0,True,477.563889,829.643287,False,,,1096.0,9500.0,7200.0,2300.0
2021-11__daily_maximum,2021-11-01,maximum,6,6,2,4,4,0,0.0,True,181.0,181.0,False,,,181.0,0.0,1200.0,-1200.0
2021-11__daily_maximum,2021-11-01,maximum,12,12,8,4,5,0,0.0,True,363.11412,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-11__daily_maximum,2021-11-01,maximum,24,24,19,5,11,0,0.0,True,477.563889,696.541667,False,,,730.0,0.0,4800.0,-4800.0
2021-11__daily_maximum,2021-11-01,maximum,36,36,24,12,12,0,0.0,True,477.563889,829.643287,False,,,1096.0,10943.0,7200.0,3743.0
2021-12__daily_minimum,2021-12-01,minimum,6,6,5,1,3,1,21.441898,False,182.0,182.0,False,,,182.0,0.0,1200.0,-1200.0
2021-12__daily_minimum,2021-12-01,minimum,12,12,10,2,6,1,21.441898,False,330.255787,365.0,False,,,365.0,0.0,2400.0,-2400.0
2021-12__daily_minimum,2021-12-01,minimum,24,24,18,6,11,1,21.441898,False,422.27662,696.541667,False,,,730.0,0.0,4800.0,-4800.0
2021-12__daily_minimum,2021-12-01,minimum,36,36,22,14,14,1,21.441898,False,422.27662,799.643287,False,,,1096.0,24500.0,7200.0,17300.0
