case,at,alive,alive_rr050,alive_rr250,purchased,deaths,retained_profit
2021-09__daily_minimum,2024-04-01T00:00:00,12,5,7,32,20,38899.8
2021-09__daily_minimum,2024-05-01T00:00:00,11,5,6,33,22,27975.15
2021-09__daily_minimum,2024-06-01T00:00:00,12,5,7,34,22,51653.95
2021-09__daily_minimum,2024-07-01T00:00:00,13,6,7,35,22,66426.05
2021-09__daily_minimum,2024-08-01T00:00:00,12,5,7,36,24,50025.65
2021-09__daily_minimum,2024-09-01T00:00:00,12,6,6,37,25,63014.4
2021-09__daily_minimum,2024-10-01T00:00:00,13,6,7,38,25,72229.7
2021-09__daily_minimum,2024-11-01T00:00:00,14,7,7,39,25,69779.1
2021-09__daily_minimum,2024-12-01T00:00:00,15,7,8,40,25,82326.0
2021-09__daily_minimum,2025-01-01T00:00:00,16,8,8,41,25,88124.3
2021-09__daily_minimum,2025-02-01T00:00:00,17,8,9,42,25,105288.7
2021-09__daily_minimum,2025-03-01T00:00:00,17,9,8,43,26,94162.7
2021-09__daily_minimum,2025-04-01T00:00:00,16,7,9,44,28,80631.25
2021-09__daily_minimum,2025-05-01T00:00:00,16,8,8,45,29,130588.1
2021-09__daily_minimum,2025-06-01T00:00:00,17,8,9,46,29,135432.5
2021-09__daily_minimum,2025-07-01T00:00:00,18,9,9,47,29,144190.75
2021-09__daily_minimum,2025-08-01T00:00:00,19,9,10,48,29,131614.1
2021-09__daily_minimum,2025-09-01T00:00:00,20,10,10,49,29,134196.7
2021-09__daily_minimum,2025-10-01T00:00:00,20,10,10,49,29,143124.2
2021-09__daily_minimum,2025-11-01T00:00:00,20,10,10,49,29,159229.7
2021-09__daily_minimum,2025-12-01T00:00:00,20,10,10,49,29,159616.7
2021-09__daily_minimum,2026-01-01T00:00:00,20,10,10,49,29,125204.7
2021-09__daily_minimum,2026-02-01T00:00:00,20,10,10,49,29,143661.7
2021-09__daily_minimum,2026-03-01T00:00:00,20,10,10,49,29,117592.7
2021-09__daily_minimum,2026-04-01T00:00:00,20,10,10,49,29,93003.7
2021-09__daily_minimum,2026-05-01T00:00:00,20,10,10,49,29,137060.2
2021-09__daily_minimum,2026-06-01T00:00:00,20,10,10,49,29,182709.7
2021-09__daily_minimum,2026-07-01T00:00:00,20,10,10,49,29,159557.2
2021-09__daily_minimum,2026-07-13T21:30:40,20,10,10,49,29,158112.2
2021-09__daily_maximum,2021-09-01T00:00:00,1,1,0,1,0,0.0
2021-09__daily_maximum,2021-10-01T00:00:00,2,1,1,2,0,-234.1
2021-09__daily_maximum,2021-11-01T00:00:00,3,2,1,3,0,3572.35
2021-09__daily_maximum,2021-12-01T00:00:00,4,2,2,4,0,3173.85
2021-09__daily_maximum,2022-01-01T00:00:00,3,1,2,5,2,1102.1
2021-09__daily_maximum,2022-02-01T00:00:00,3,1,2,6,3,2962.45
2021-09__daily_maximum,2022-03-01T00:00:00,4,2,2,7,3,9879.1
2021-09__daily_maximum,2022-04-01T00:00:00,5,2,3,8,3,9573.6
2021-09__daily_maximum,2022-05-01T00:00:00,6,3,3,9,3,9461.0
2021-09__daily_maximum,2022-06-01T00:00:00,3,1,2,10,7,6540.9
2021-09__daily_maximum,2022-07-01T00:00:00,3,2,1,11,8,2005.5
2021-09__daily_maximum,2022-08-01T00:00:00,4,2,2,12,8,7241.6
2021-09__daily_maximum,2022-09-01T00:00:00,5,3,2,13,8,9374.6
2021-09__daily_maximum,2022-10-01T00:00:00,5,3,2,14,9,8903.45
2021-09__daily_maximum,2022-11-01T00:00:00,6,4,2,15,9,10386.65
2021-09__daily_maximum,2022-12-01T00:00:00,5,3,2,16,11,7333.6
2021-09__daily_maximum,2023-01-01T00:00:00,6,4,2,17,11,4697.15
2021-09__daily_maximum,2023-02-01T00:00:00,6,4,2,18,12,7920.05
2021-09__daily_maximum,2023-03-01T00:00:00,6,4,2,19,13,6672.35
2021-09__daily_maximum,2023-04-01T00:00:00,6,3,3,20,14,11719.85
2021-09__daily_maximum,2023-05-01T00:00:00,7,4,3,21,14,14507.3
2021-09__daily_maximum,2023-06-01T00:00:00,8,4,4,22,14,13493.75
2021-09__daily_maximum,2023-07-01T00:00:00,9,5,4,23,14,14920.75
2021-09__daily_maximum,2023-08-01T00:00:00,10,5,5,24,14,17085.05
2021-09__daily_maximum,2023-09-01T00:00:00,11,6,5,25,14,25928.3
2021-09__daily_maximum,2023-10-01T00:00:00,12,6,6,26,14,19467.15
2021-09__daily_maximum,2023-11-01T00:00:00,7,3,4,27,20,11839.8
2021-09__daily_maximum,2023-12-01T00:00:00,8,3,5,28,20,14578.3
2021-09__daily_maximum,2024-01-01T00:00:00,9,4,5,29,20,22893.95
2021-09__daily_maximum,2024-02-01T00:00:00,10,4,6,30,20,24723.7
2021-09__daily_maximum,2024-03-01T00:00:00,11,5,6,31,20,35613.6
2021-09__daily_maximum,2024-04-01T00:00:00,12,5,7,32,20,38549.0
2021-09__daily_maximum,2024-05-01T00:00:00,11,5,6,33,22,28124.35
2021-09__daily_maximum,2024-06-01T00:00:00,12,5,7,34,22,52173.3
2021-09__daily_maximum,2024-07-01T00:00:00,13,6,7,35,22,64817.6
2021-09__daily_maximum,2024-08-01T00:00:00,12,5,7,36,24,47824.05
2021-09__daily_maximum,2024-09-01T00:00:00,12,6,6,37,25,60812.8
2021-09__daily_maximum,2024-10-01T00:00:00,13,6,7,38,25,70337.65
2021-09__daily_maximum,2024-11-01T00:00:00,14,7,7,39,25,68666.6
2021-09__daily_maximum,2024-12-01T00:00:00,15,7,8,40,25,79196.75
2021-09__daily_maximum,2025-01-01T00:00:00,16,8,8,41,25,85793.7
2021-09__daily_maximum,2025-02-01T00:00:00,17,8,9,42,25,99899.75
2021-09__daily_maximum,2025-03-01T00:00:00,17,9,8,43,26,85753.55
2021-09__daily_maximum,2025-04-01T00:00:00,16,7,9,44,28,75222.1
2021-09__daily_maximum,2025-05-01T00:00:00,16,8,8,45,29,114166.2
2021-09__daily_maximum,2025-06-01T00:00:00,17,8,9,46,29,101136.8
2021-09__daily_maximum,2025-07-01T00:00:00,18,9,9,47,29,114054.0
2021-09__daily_maximum,2025-08-01T00:00:00,19,9,10,48,29,95340.8
2021-09__daily_maximum,2025-09-01T00:00:00,20,10,10,49,29,100226.4
2021-09__daily_maximum,2025-10-01T00:00:00,20,10,10,49,29,113276.3
2021-09__daily_maximum,2025-11-01T00:00:00,20,10,10,49,29,124027.4
2021-09__daily_maximum,2025-12-01T00:00:00,20,10,10,49,29,123397.65
2021-09__daily_maximum,2026-01-01T00:00:00,20,10,10,49,29,97105.35
2021-09__daily_maximum,2026-02-01T00:00:00,20,10,10,49,29,122127.3
2021-09__daily_maximum,2026-03-01T00:00:00,20,10,10,49,29,103558.3
2021-09__daily_maximum,2026-04-01T00:00:00,20,10,10,49,29,81969.3
2021-09__daily_maximum,2026-05-01T00:00:00,20,10,10,49,29,128016.7
2021-09__daily_maximum,2026-06-01T00:00:00,20,10,10,49,29,147153.75
2021-09__daily_maximum,2026-07-01T00:00:00,20,10,10,49,29,114704.6
2021-09__daily_maximum,2026-07-13T21:30:40,20,10,10,49,29,120691.95
2021-10__daily_minimum,2021-10-01T00:00:00,1,1,0,1,0,0.0
2021-10__daily_minimum,2021-11-01T00:00:00,2,1,1,2,0,1210.55
2021-10__daily_minimum,2021-12-01T00:00:00,3,2,1,3,0,993.3
2021-10__daily_minimum,2022-01-01T00:00:00,3,2,1,4,1,146.2
2021-10__daily_minimum,2022-02-01T00:00:00,1,1,0,5,4,0.0
2021-10__daily_minimum,2022-03-01T00:00:00,2,1,1,6,4,2460.65
2021-10__daily_minimum,2022-04-01T00:00:00,2,2,0,7,5,2509.65
2021-10__daily_minimum,2022-05-01T00:00:00,3,2,1,8,5,2456.45
2021-10__daily_minimum,2022-06-01T00:00:00,2,2,0,9,7,2675.0
2021-10__daily_minimum,2022-07-01T00:00:00,2,1,1,10,8,718.85
2021-10__daily_minimum,2022-08-01T00:00:00,3,2,1,11,8,4401.05
2021-10__daily_minimum,2022-09-01T00:00:00,4,2,2,12,8,6479.9
2021-10__daily_minimum,2022-10-01T00:00:00,5,3,2,13,8,5931.5
2021-10__daily_minimum,2022-11-01T00:00:00,6,3,3,14,8,7414.7
2021-10__daily_minimum,2022-12-01T00:00:00,3,2,1,15,12,4387.5
2021-10__daily_minimum,2023-01-01T00:00:00,4,2,2,16,12,2850.8
2021-10__daily_minimum,2023-02-01T00:00:00,5,3,2,17,12,5874.0
2021-10__daily_minimum,2023-03-01T00:00:00,6,3,3,18,12,4019.05
2021-10__daily_minimum,2023-04-01T00:00:00,5,2,3,19,14,10409.2
2021-10__daily_minimum,2023-05-01T00:00:00,6,2,4,20,14,12556.0
2021-10__daily_minimum,2023-06-01T00:00:00,7,3,4,21,14,11808.1
2021-10__daily_minimum,2023-07-01T00:00:00,8,3,5,22,14,13475.5
2021-10__daily_minimum,2023-08-01T00:00:00,9,4,5,23,14,16643.35
2021-10__daily_minimum,2023-09-01T00:00:00,10,4,6,24,14,24897.3
2021-10__daily_minimum,2023-10-01T00:00:00,11,5,6,25,14,19945.1
2021-10__daily_minimum,2023-11-01T00:00:00,7,1,6,26,19,12991.6
2021-10__daily_minimum,2023-12-01T00:00:00,7,2,5,27,20,15777.95
2021-10__daily_minimum,2024-01-01T00:00:00,8,2,6,28,20,23392.05
2021-10__daily_minimum,2024-02-01T00:00:00,9,3,6,29,20,24750.55
2021-10__daily_minimum,2024-03-01T00:00:00,10,3,7,30,20,34973.45
2021-10__daily_minimum,2024-04-01T00:00:00,11,4,7,31,20,37016.25
2021-10__daily_minimum,2024-05-01T00:00:00,10,3,7,32,22,26729.45
2021-10__daily_minimum,2024-06-01T00:00:00,11,4,7,33,22,49330.3
2021-10__daily_minimum,2024-07-01T00:00:00,12,4,8,34,22,62401.45
2021-10__daily_minimum,2024-08-01T00:00:00,11,4,7,35,24,47168.95
2021-10__daily_minimum,2024-09-01T00:00:00,12,4,8,36,24,59250.6
2021-10__daily_minimum,2024-10-01T00:00:00,13,5,8,37,24,65614.2
2021-10__daily_minimum,2024-11-01T00:00:00,14,5,9,38,24,63572.05
2021-10__daily_minimum,2024-12-01T00:00:00,15,6,9,39,24,76742.15
2021-10__daily_minimum,2025-01-01T00:00:00,16,6,10,40,24,85533.45
2021-10__daily_minimum,2025-02-01T00:00:00,16,7,9,41,25,100152.45
2021-10__daily_minimum,2025-03-01T00:00:00,17,7,10,42,25,90373.0
2021-10__daily_minimum,2025-04-01T00:00:00,15,6,9,43,28,78314.4
2021-10__daily_minimum,2025-05-01T00:00:00,15,5,10,44,29,128014.8
2021-10__daily_minimum,2025-06-01T00:00:00,16,6,10,45,29,132392.8
2021-10__daily_minimum,2025-07-01T00:00:00,17,6,11,46,29,142478.9
2021-10__daily_minimum,2025-08-01T00:00:00,18,7,11,47,29,132383.55
2021-10__daily_minimum,2025-09-01T00:00:00,19,7,12,48,29,134647.7
2021-10__daily_minimum,2025-10-01T00:00:00,20,8,12,49,29,141826.2
2021-10__daily_minimum,2025-11-01T00:00:00,20,8,12,49,29,160805.6
2021-10__daily_minimum,2025-12-01T00:00:00,20,8,12,49,29,160577.6
2021-10__daily_minimum,2026-01-01T00:00:00,20,8,12,49,29,127192.2
2021-10__daily_minimum,2026-02-01T00:00:00,20,8,12,49,29,145864.8
2021-10__daily_minimum,2026-03-01T00:00:00,20,8,12,49,29,118258.2
2021-10__daily_minimum,2026-04-01T00:00:00,20,8,12,50,30,88871.75
2021-10__daily_minimum,2026-05-01T00:00:00,20,8,12,50,30,133590.55
2021-10__daily_minimum,2026-06-01T00:00:00,20,8,12,50,30,181953.75
2021-10__daily_minimum,2026-07-01T00:00:00,20,8,12,50,30,160155.55
2021-10__daily_minimum,2026-07-13T21:30:40,20,8,12,50,30,159288.15
2021-10__daily_maximum,2021-10-01T00:00:00,1,1,0,1,0,0.0
2021-10__daily_maximum,2021-11-01T00:00:00,2,1,1,2,0,1210.55
2021-10__daily_maximum,2021-12-01T00:00:00,3,2,1,3,0,993.3
2021-10__daily_maximum,2022-01-01T00:00:00,3,2,1,4,1,146.2
2021-10__daily_maximum,2022-02-01T00:00:00,1,1,0,5,4,0.0
2021-10__daily_maximum,2022-03-01T00:00:00,2,1,1,6,4,2460.65
2021-10__daily_maximum,2022-04-01T00:00:00,2,2,0,7,5,2509.65
2021-10__daily_maximum,2022-05-01T00:00:00,3,2,1,8,5,2456.45
2021-10__daily_maximum,2022-06-01T00:00:00,2,2,0,9,7,2675.0
2021-10__daily_maximum,2022-07-01T00:00:00,2,1,1,10,8,718.85
2021-10__daily_maximum,2022-08-01T00:00:00,3,2,1,11,8,4401.05
2021-10__daily_maximum,2022-09-01T00:00:00,4,2,2,12,8,6479.9
2021-10__daily_maximum,2022-10-01T00:00:00,5,3,2,13,8,5931.5
2021-10__daily_maximum,2022-11-01T00:00:00,6,3,3,14,8,7414.7
2021-10__daily_maximum,2022-12-01T00:00:00,3,2,1,15,12,4387.5
2021-10__daily_maximum,2023-01-01T00:00:00,4,2,2,16,12,2850.8
2021-10__daily_maximum,2023-02-01T00:00:00,5,3,2,17,12,5874.0
2021-10__daily_maximum,2023-03-01T00:00:00,6,3,3,18,12,4019.05
2021-10__daily_maximum,2023-04-01T00:00:00,5,2,3,19,14,10409.2
2021-10__daily_maximum,2023-05-01T00:00:00,6,2,4,20,14,12556.0
2021-10__daily_maximum,2023-06-01T00:00:00,7,3,4,21,14,11808.1
2021-10__daily_maximum,2023-07-01T00:00:00,8,3,5,22,14,13475.5
2021-10__daily_maximum,2023-08-01T00:00:00,9,4,5,23,14,16643.35
2021-10__daily_maximum,2023-09-01T00:00:00,10,4,6,24,14,24897.3
2021-10__daily_maximum,2023-10-01T00:00:00,11,5,6,25,14,19945.1
2021-10__daily_maximum,2023-11-01T00:00:00,7,1,6,26,19,12991.6
2021-10__daily_maximum,2023-12-01T00:00:00,7,2,5,27,20,15777.95
2021-10__daily_maximum,2024-01-01T00:00:00,8,2,6,28,20,23392.05
2021-10__daily_maximum,2024-02-01T00:00:00,9,3,6,29,20,24717.65
2021-10__daily_maximum,2024-03-01T00:00:00,10,3,7,30,20,34862.05
2021-10__daily_maximum,2024-04-01T00:00:00,11,4,7,31,20,36785.4
2021-10__daily_maximum,2024-05-01T00:00:00,10,3,7,32,22,26958.6
2021-10__daily_maximum,2024-06-01T00:00:00,11,4,7,33,22,48912.7
2021-10__daily_maximum,2024-07-01T00:00:00,12,4,8,34,22,59915.4
2021-10__daily_maximum,2024-08-01T00:00:00,11,4,7,35,24,43534.8
2021-10__daily_maximum,2024-09-01T00:00:00,12,4,8,36,24,56116.45
2021-10__daily_maximum,2024-10-01T00:00:00,13,5,8,37,24,63905.15
2021-10__daily_maximum,2024-11-01T00:00:00,14,5,9,38,24,63633.65
2021-10__daily_maximum,2024-12-01T00:00:00,15,6,9,39,24,74593.1
2021-10__daily_maximum,2025-01-01T00:00:00,16,6,10,40,24,82662.2
2021-10__daily_maximum,2025-02-01T00:00:00,16,7,9,41,25,95324.1
2021-10__daily_maximum,2025-03-01T00:00:00,17,7,10,42,25,81005.0
2021-10__daily_maximum,2025-04-01T00:00:00,15,6,9,43,28,72446.4
2021-10__daily_maximum,2025-05-01T00:00:00,15,5,10,44,29,108049.45
2021-10__daily_maximum,2025-06-01T00:00:00,16,6,10,45,29,95149.95
2021-10__daily_maximum,2025-07-01T00:00:00,17,6,11,46,29,106625.6
2021-10__daily_maximum,2025-08-01T00:00:00,18,7,11,47,29,91353.35
2021-10__daily_maximum,2025-09-01T00:00:00,19,7,12,48,29,95574.7
2021-10__daily_maximum,2025-10-01T00:00:00,20,8,12,49,29,107640.9
2021-10__daily_maximum,2025-11-01T00:00:00,20,8,12,49,29,120737.4
2021-10__daily_maximum,2025-12-01T00:00:00,20,8,12,49,29,118062.1
2021-10__daily_maximum,2026-01-01T00:00:00,20,8,12,49,29,93977.05
2021-10__daily_maximum,2026-02-01T00:00:00,20,8,12,49,29,119077.75
2021-10__daily_maximum,2026-03-01T00:00:00,20,8,12,49,29,100471.15
2021-10__daily_maximum,2026-04-01T00:00:00,20,8,12,50,30,74584.7
2021-10__daily_maximum,2026-05-01T00:00:00,20,8,12,50,30,123548.95
2021-10__daily_maximum,2026-06-01T00:00:00,20,8,12,50,30,147911.65
2021-10__daily_maximum,2026-07-01T00:00:00,20,8,12,50,30,118091.5
2021-10__daily_maximum,2026-07-13T21:30:40,20,8,12,50,30,124656.45
2021-11__daily_minimum,2021-11-01T00:00:00,1,1,0,1,0,0.0
2021-11__daily_minimum,2021-12-01T00:00:00,2,1,1,2,0,-181.25
2021-11__daily_minimum,2022-01-01T00:00:00,2,1,1,3,1,-728.9
2021-11__daily_minimum,2022-02-01T00:00:00,2,1,1,4,2,381.9
2021-11__daily_minimum,2022-03-01T00:00:00,3,2,1,5,2,5070.55
2021-11__daily_minimum,2022-04-01T00:00:00,4,2,2,6,2,4966.8
2021-11__daily_minimum,2022-05-01T00:00:00,5,3,2,7,2,4874.0
2021-11__daily_minimum,2022-06-01T00:00:00,2,1,1,8,6,3056.9
2021-11__daily_minimum,2022-07-01T00:00:00,2,2,0,9,7,1100.75
2021-11__daily_minimum,2022-08-01T00:00:00,3,2,1,10,7,4208.55
2021-11__daily_minimum,2022-09-01T00:00:00,4,3,1,11,7,6287.4
2021-11__daily_minimum,2022-10-01T00:00:00,4,3,1,12,8,6019.05
2021-11__daily_minimum,2022-11-01T00:00:00,5,4,1,13,8,6981.3
2021-11__daily_minimum,2022-12-01T00:00:00,4,3,1,14,10,4939.45
2021-11__daily_minimum,2023-01-01T00:00:00,5,4,1,15,10,2965.8
2021-11__daily_minimum,2023-02-01T00:00:00,5,4,1,16,11,5026.6
2021-11__daily_minimum,2023-03-01T00:00:00,5,4,1,17,12,3433.55
2021-11__daily_minimum,2023-04-01T00:00:00,5,3,2,18,13,7157.0
2021-11__daily_minimum,2023-05-01T00:00:00,6,4,2,19,13,9655.95
2021-11__daily_minimum,2023-06-01T00:00:00,7,4,3,20,13,8738.85
2021-11__daily_minimum,2023-07-01T00:00:00,8,5,3,21,13,9568.7
2021-11__daily_minimum,2023-08-01T00:00:00,9,5,4,22,13,11014.05
2021-11__daily_minimum,2023-09-01T00:00:00,10,6,4,23,13,18677.95
2021-11__daily_minimum,2023-10-01T00:00:00,11,6,5,24,13,13145.65
2021-11__daily_minimum,2023-11-01T00:00:00,6,3,3,25,19,6855.75
2021-11__daily_minimum,2023-12-01T00:00:00,7,3,4,26,19,8929.65
2021-11__daily_minimum,2024-01-01T00:00:00,8,4,4,27,19,16003.1
2021-11__daily_minimum,2024-02-01T00:00:00,9,4,5,28,19,18242.9
2021-11__daily_minimum,2024-03-01T00:00:00,10,5,5,29,19,28410.75
2021-11__daily_minimum,2024-04-01T00:00:00,11,5,6,30,19,31765.75
2021-11__daily_minimum,2024-05-01T00:00:00,10,5,5,31,21,22500.95
2021-11__daily_minimum,2024-06-01T00:00:00,11,5,6,32,21,44328.7
2021-11__daily_minimum,2024-07-01T00:00:00,12,6,6,33,21,58419.75
2021-11__daily_minimum,2024-08-01T00:00:00,11,5,6,34,23,43813.45
2021-11__daily_minimum,2024-09-01T00:00:00,11,6,5,35,24,55806.45
2021-11__daily_minimum,2024-10-01T00:00:00,12,6,6,36,24,65383.4
2021-11__daily_minimum,2024-11-01T00:00:00,13,7,6,37,24,63625.1
2021-11__daily_minimum,2024-12-01T00:00:00,14,7,7,38,24,75762.85
2021-11__daily_minimum,2025-01-01T00:00:00,15,8,7,39,24,80847.9
2021-11__daily_minimum,2025-02-01T00:00:00,16,8,8,40,24,97805.4
2021-11__daily_minimum,2025-03-01T00:00:00,16,9,7,41,25,87201.5
2021-11__daily_minimum,2025-04-01T00:00:00,15,7,8,42,27,74362.35
2021-11__daily_minimum,2025-05-01T00:00:00,15,8,7,43,28,120205.35
2021-11__daily_minimum,2025-06-01T00:00:00,16,8,8,44,28,124904.7
2021-11__daily_minimum,2025-07-01T00:00:00,17,9,8,45,28,132849.9
2021-11__daily_minimum,2025-08-01T00:00:00,18,9,9,46,28,120482.1
2021-11__daily_minimum,2025-09-01T00:00:00,19,10,9,47,28,123123.35
2021-11__daily_minimum,2025-10-01T00:00:00,20,10,10,48,28,132465.0
2021-11__daily_minimum,2025-11-01T00:00:00,20,10,10,48,28,149570.5
2021-11__daily_minimum,2025-12-01T00:00:00,20,10,10,48,28,150957.5
2021-11__daily_minimum,2026-01-01T00:00:00,20,10,10,48,28,117545.5
2021-11__daily_minimum,2026-02-01T00:00:00,20,10,10,48,28,137002.5
2021-11__daily_minimum,2026-03-01T00:00:00,20,10,10,48,28,111933.5
2021-11__daily_minimum,2026-04-01T00:00:00,20,11,9,49,29,87401.9
2021-11__daily_minimum,2026-05-01T00:00:00,20,11,9,49,29,131377.25
2021-11__daily_minimum,2026-06-01T00:00:00,20,11,9,49,29,177919.9
2021-11__daily_minimum,2026-07-01T00:00:00,20,11,9,49,29,154840.25
2021-11__daily_minimum,2026-07-13T21:30:40,20,11,9,49,29,153606.45
2021-11__daily_maximum,2021-11-01T00:00:00,1,1,0,1,0,0.0
2021-11__daily_maximum,2021-12-01T00:00:00,2,1,1,2,0,-181.25
2021-11__daily_maximum,2022-01-01T00:00:00,2,1,1,3,1,-728.9
2021-11__daily_maximum,2022-02-01T00:00:00,2,1,1,4,2,381.9
2021-11__daily_maximum,2022-03-01T00:00:00,3,2,1,5,2,5070.55
2021-11__daily_maximum,2022-04-01T00:00:00,4,2,2,6,2,4966.8
2021-11__daily_maximum,2022-05-01T00:00:00,5,3,2,7,2,4874.0
2021-11__daily_maximum,2022-06-01T00:00:00,2,1,1,8,6,3056.9
2021-11__daily_maximum,2022-07-01T00:00:00,2,2,0,9,7,1100.75
2021-11__daily_maximum,2022-08-01T00:00:00,3,2,1,10,7,4208.55
2021-11__daily_maximum,2022-09-01T00:00:00,4,3,1,11,7,6287.4
2021-11__daily_maximum,2022-10-01T00:00:00,4,3,1,12,8,6019.05
2021-11__daily_maximum,2022-11-01T00:00:00,5,4,1,13,8,6981.3
2021-11__daily_maximum,2022-12-01T00:00:00,4,3,1,14,10,4939.45
2021-11__daily_maximum,2023-01-01T00:00:00,5,4,1,15,10,2965.8
2021-11__daily_maximum,2023-02-01T00:00:00,5,4,1,16,11,5026.6
2021-11__daily_maximum,2023-03-01T00:00:00,5,4,1,17,12,3433.55
2021-11__daily_maximum,2023-04-01T00:00:00,5,3,2,18,13,7157.0
2021-11__daily_maximum,2023-05-01T00:00:00,6,4,2,19,13,9655.95
2021-11__daily_maximum,2023-06-01T00:00:00,7,4,3,20,13,8738.85
2021-11__daily_maximum,2023-07-01T00:00:00,8,5,3,21,13,9568.7
2021-11__daily_maximum,2023-08-01T00:00:00,9,5,4,22,13,11014.05
2021-11__daily_maximum,2023-09-01T00:00:00,10,6,4,23,13,18677.95
2021-11__daily_maximum,2023-10-01T00:00:00,11,6,5,24,13,13145.65
2021-11__daily_maximum,2023-11-01T00:00:00,6,3,3,25,19,6855.75
2021-11__daily_maximum,2023-12-01T00:00:00,7,3,4,26,19,8929.65
2021-11__daily_maximum,2024-01-01T00:00:00,8,4,4,27,19,16003.1
2021-11__daily_maximum,2024-02-01T00:00:00,9,4,5,28,19,18242.9
2021-11__daily_maximum,2024-03-01T00:00:00,10,5,5,29,19,28410.75
2021-11__daily_maximum,2024-04-01T00:00:00,11,5,6,30,19,31765.75
2021-11__daily_maximum,2024-05-01T00:00:00,10,5,5,31,21,22500.95
2021-11__daily_maximum,2024-06-01T00:00:00,11,5,6,32,21,44790.05
2021-11__daily_maximum,2024-07-01T00:00:00,12,6,6,33,21,57406.45
2021-11__daily_maximum,2024-08-01T00:00:00,11,5,6,34,23,42781.35
2021-11__daily_maximum,2024-09-01T00:00:00,11,6,5,35,24,54774.35
2021-11__daily_maximum,2024-10-01T00:00:00,12,6,6,36,24,64160.85
2021-11__daily_maximum,2024-11-01T00:00:00,13,7,6,37,24,62182.1
2021-11__daily_maximum,2024-12-01T00:00:00,14,7,7,38,24,72803.85
2021-11__daily_maximum,2025-01-01T00:00:00,15,8,7,39,24,78776.55
2021-11__daily_maximum,2025-02-01T00:00:00,16,8,8,40,24,92532.95
2021-11__daily_maximum,2025-03-01T00:00:00,16,9,7,41,25,79702.55
2021-11__daily_maximum,2025-04-01T00:00:00,15,7,8,42,27,69363.4
2021-11__daily_maximum,2025-05-01T00:00:00,15,8,7,43,28,105819.1
2021-11__daily_maximum,2025-06-01T00:00:00,16,8,8,44,28,94295.0
2021-11__daily_maximum,2025-07-01T00:00:00,17,9,8,45,28,106570.45
2021-11__daily_maximum,2025-08-01T00:00:00,18,9,9,46,28,89326.8
2021-11__daily_maximum,2025-09-01T00:00:00,19,10,9,47,28,93771.95
2021-11__daily_maximum,2025-10-01T00:00:00,20,10,10,48,28,106470.7
2021-11__daily_maximum,2025-11-01T00:00:00,20,10,10,48,28,118907.1
2021-11__daily_maximum,2025-12-01T00:00:00,20,10,10,48,28,119282.25
2021-11__daily_maximum,2026-01-01T00:00:00,20,10,10,48,28,92989.95
2021-11__daily_maximum,2026-02-01T00:00:00,20,10,10,48,28,118561.6
2021-11__daily_maximum,2026-03-01T00:00:00,20,10,10,48,28,99992.6
2021-11__daily_maximum,2026-04-01T00:00:00,20,11,9,49,29,77961.0
2021-11__daily_maximum,2026-05-01T00:00:00,20,11,9,49,29,123427.25
2021-11__daily_maximum,2026-06-01T00:00:00,20,11,9,49,29,144638.35
2021-11__daily_maximum,2026-07-01T00:00:00,20,11,9,49,29,112939.8
2021-11__daily_maximum,2026-07-13T21:30:40,20,11,9,49,29,118638.35
2021-12__daily_minimum,2021-12-01T00:00:00,1,1,0,1,0,0.0
2021-12__daily_minimum,2022-01-01T00:00:00,2,1,1,2,0,-441.55
2021-12__daily_minimum,2022-02-01T00:00:00,1,1,0,3,2,0.0
2021-12__daily_minimum,2022-03-01T00:00:00,2,1,1,4,2,2460.65
2021-12__daily_minimum,2022-04-01T00:00:00,2,2,0,5,3,2509.65
2021-12__daily_minimum,2022-05-01T00:00:00,3,2,1,6,3,2456.45
2021-12__daily_minimum,2022-06-01T00:00:00,2,2,0,7,5,2675.0
2021-12__daily_minimum,2022-07-01T00:00:00,2,1,1,8,6,718.85
2021-12__daily_minimum,2022-08-01T00:00:00,3,2,1,9,6,4401.05
2021-12__daily_minimum,2022-09-01T00:00:00,4,2,2,10,6,6479.9
2021-12__daily_minimum,2022-10-01T00:00:00,5,3,2,11,6,5931.5
2021-12__daily_minimum,2022-11-01T00:00:00,6,3,3,12,6,7414.7
2021-12__daily_minimum,2022-12-01T00:00:00,3,2,1,13,10,4387.5
2021-12__daily_minimum,2023-01-01T00:00:00,4,2,2,14,10,2850.8
2021-12__daily_minimum,2023-02-01T00:00:00,5,3,2,15,10,5874.0
2021-12__daily_minimum,2023-03-01T00:00:00,6,3,3,16,10,4019.05
2021-12__daily_minimum,2023-04-01T00:00:00,5,2,3,17,12,10409.2
2021-12__daily_minimum,2023-05-01T00:00:00,6,2,4,18,12,12556.0
2021-12__daily_minimum,2023-06-01T00:00:00,7,3,4,19,12,11808.1
2021-12__daily_minimum,2023-07-01T00:00:00,8,3,5,20,12,13475.5
2021-12__daily_minimum,2023-08-01T00:00:00,9,4,5,21,12,16643.35
2021-12__daily_minimum,2023-09-01T00:00:00,10,4,6,22,12,24897.3
2021-12__daily_minimum,2023-10-01T00:00:00,11,5,6,23,12,19945.1
2021-12__daily_minimum,2023-11-01T00:00:00,7,1,6,24,17,12991.6
2021-12__daily_minimum,2023-12-01T00:00:00,7,2,5,25,18,15777.95
2021-12__daily_minimum,2024-01-01T00:00:00,8,2,6,26,18,23392.05
