case,at,alive,alive_rr050,alive_rr250,purchased,deaths,retained_profit
2020-01__daily_minimum,2020-01-01T00:00:00,1,1,0,1,0,0.0
2020-01__daily_minimum,2020-02-01T00:00:00,2,1,1,2,0,160.1
2020-01__daily_minimum,2020-03-01T00:00:00,2,2,0,3,1,-137.6
2020-01__daily_minimum,2020-04-01T00:00:00,3,2,1,4,1,2843.05
2020-01__daily_minimum,2020-05-01T00:00:00,4,3,1,5,1,3744.95
2020-01__daily_minimum,2020-06-01T00:00:00,5,3,2,6,1,6932.4
2020-01__daily_minimum,2020-07-01T00:00:00,5,4,1,7,2,4382.0
2020-01__daily_minimum,2020-08-01T00:00:00,6,4,2,8,2,7938.3
2020-01__daily_minimum,2020-09-01T00:00:00,7,5,2,9,2,9746.9
2020-01__daily_minimum,2020-10-01T00:00:00,8,5,3,10,2,13912.4
2020-01__daily_minimum,2020-11-01T00:00:00,9,6,3,11,2,16480.5
2020-01__daily_minimum,2020-12-01T00:00:00,10,6,4,12,2,15521.4
2020-01__daily_minimum,2021-01-01T00:00:00,9,5,4,13,4,14331.95
2020-01__daily_minimum,2021-02-01T00:00:00,10,5,5,14,4,15157.95
2020-01__daily_minimum,2021-03-01T00:00:00,9,4,5,15,6,16010.1
2020-01__daily_minimum,2021-04-01T00:00:00,9,3,6,16,7,20032.75
2020-01__daily_minimum,2021-05-01T00:00:00,10,4,6,17,7,21350.95
2020-01__daily_minimum,2021-06-01T00:00:00,7,2,5,18,11,12466.8
2020-01__daily_minimum,2021-07-01T00:00:00,6,1,5,19,13,11801.0
2020-01__daily_minimum,2021-08-01T00:00:00,7,1,6,20,13,13440.5
2020-01__daily_minimum,2021-09-01T00:00:00,8,2,6,21,13,16363.15
2020-01__daily_minimum,2021-10-01T00:00:00,7,2,5,22,15,8777.3
2020-01__daily_minimum,2021-11-01T00:00:00,8,3,5,23,15,23677.9
2020-01__daily_minimum,2021-12-01T00:00:00,9,3,6,24,15,22454.15
2020-01__daily_minimum,2022-01-01T00:00:00,7,1,6,25,18,16605.25
2020-01__daily_minimum,2022-02-01T00:00:00,7,1,6,26,19,21463.8
2020-01__daily_minimum,2022-03-01T00:00:00,8,2,6,27,19,36292.45
2020-01__daily_minimum,2022-04-01T00:00:00,9,2,7,28,19,34179.95
2020-01__daily_minimum,2022-05-01T00:00:00,10,3,7,29,19,33488.15
2020-01__daily_minimum,2022-06-01T00:00:00,7,1,6,30,23,26156.05
2020-01__daily_minimum,2022-07-01T00:00:00,7,2,5,31,24,11303.65
2020-01__daily_minimum,2022-08-01T00:00:00,8,2,6,32,24,25052.95
2020-01__daily_minimum,2022-09-01T00:00:00,9,3,6,33,24,27402.55
2020-01__daily_minimum,2022-10-01T00:00:00,9,3,6,34,25,26120.2
2020-01__daily_minimum,2022-11-01T00:00:00,10,4,6,35,25,29687.2
2020-01__daily_minimum,2022-12-01T00:00:00,9,3,6,36,27,22589.35
2020-01__daily_minimum,2023-01-01T00:00:00,10,4,6,37,27,17301.7
2020-01__daily_minimum,2023-02-01T00:00:00,10,4,6,38,28,25173.0
2020-01__daily_minimum,2023-03-01T00:00:00,10,4,6,39,29,25306.7
2020-01__daily_minimum,2023-04-01T00:00:00,10,3,7,40,30,35650.4
2020-01__daily_minimum,2023-05-01T00:00:00,11,4,7,41,30,39591.85
2020-01__daily_minimum,2023-06-01T00:00:00,12,4,8,42,30,38192.5
2020-01__daily_minimum,2023-07-01T00:00:00,13,5,8,43,30,40508.1
2020-01__daily_minimum,2023-08-01T00:00:00,14,5,9,44,30,44548.2
2020-01__daily_minimum,2023-09-01T00:00:00,15,6,9,45,30,56108.85
2020-01__daily_minimum,2023-10-01T00:00:00,16,6,10,46,30,46180.55
2020-01__daily_minimum,2023-11-01T00:00:00,11,3,8,47,36,33203.4
2020-01__daily_minimum,2023-12-01T00:00:00,12,3,9,48,36,38600.3
2020-01__daily_minimum,2024-01-01T00:00:00,13,4,9,49,36,50884.75
2020-01__daily_minimum,2024-02-01T00:00:00,14,4,10,50,36,51047.8
2020-01__daily_minimum,2024-03-01T00:00:00,15,5,10,51,36,64097.9
2020-01__daily_minimum,2024-04-01T00:00:00,16,5,11,52,36,67115.15
2020-01__daily_minimum,2024-05-01T00:00:00,15,5,10,53,38,49551.1
2020-01__daily_minimum,2024-06-01T00:00:00,16,5,11,54,38,80634.1
2020-01__daily_minimum,2024-07-01T00:00:00,17,6,11,55,38,98130.4
2020-01__daily_minimum,2024-08-01T00:00:00,16,5,11,56,40,74553.6
2020-01__daily_minimum,2024-09-01T00:00:00,16,6,10,57,41,91525.35
2020-01__daily_minimum,2024-10-01T00:00:00,17,6,11,58,41,99294.05
2020-01__daily_minimum,2024-11-01T00:00:00,18,7,11,59,41,95574.25
2020-01__daily_minimum,2024-12-01T00:00:00,19,7,12,60,41,109757.75
2020-01__daily_minimum,2025-01-01T00:00:00,20,8,12,61,41,116909.05
2020-01__daily_minimum,2025-02-01T00:00:00,20,8,12,61,41,136401.05
2020-01__daily_minimum,2025-03-01T00:00:00,20,8,12,61,41,123186.65
2020-01__daily_minimum,2025-04-01T00:00:00,20,7,13,62,42,106886.0
2020-01__daily_minimum,2025-05-01T00:00:00,20,8,12,63,43,173298.25
2020-01__daily_minimum,2025-06-01T00:00:00,20,8,12,63,43,178722.85
2020-01__daily_minimum,2025-07-01T00:00:00,20,8,12,63,43,188420.25
2020-01__daily_minimum,2025-08-01T00:00:00,20,8,12,63,43,173850.05
2020-01__daily_minimum,2025-09-01T00:00:00,20,8,12,63,43,174185.45
2020-01__daily_minimum,2025-10-01T00:00:00,20,8,12,63,43,179170.85
2020-01__daily_minimum,2025-11-01T00:00:00,20,8,12,63,43,192150.25
2020-01__daily_minimum,2025-12-01T00:00:00,20,8,12,63,43,187422.25
2020-01__daily_minimum,2026-01-01T00:00:00,20,8,12,63,43,149536.85
2020-01__daily_minimum,2026-02-01T00:00:00,20,8,12,63,43,166209.45
2020-01__daily_minimum,2026-03-01T00:00:00,20,8,12,63,43,136102.85
2020-01__daily_minimum,2026-04-01T00:00:00,20,8,12,63,43,106744.85
2020-01__daily_minimum,2026-05-01T00:00:00,20,8,12,63,43,148463.65
2020-01__daily_minimum,2026-06-01T00:00:00,20,8,12,63,43,193326.85
2020-01__daily_minimum,2026-07-01T00:00:00,20,8,12,63,43,171028.65
2020-01__daily_minimum,2026-07-13T21:30:40,20,8,12,63,43,168661.25
2020-01__daily_maximum,2020-01-01T00:00:00,1,1,0,1,0,0.0
2020-01__daily_maximum,2020-02-01T00:00:00,2,1,1,2,0,160.1
2020-01__daily_maximum,2020-03-01T00:00:00,2,2,0,3,1,-137.6
2020-01__daily_maximum,2020-04-01T00:00:00,3,2,1,4,1,2843.05
2020-01__daily_maximum,2020-05-01T00:00:00,4,3,1,5,1,3744.95
2020-01__daily_maximum,2020-06-01T00:00:00,5,3,2,6,1,6932.4
2020-01__daily_maximum,2020-07-01T00:00:00,5,4,1,7,2,4382.0
2020-01__daily_maximum,2020-08-01T00:00:00,6,4,2,8,2,7938.3
2020-01__daily_maximum,2020-09-01T00:00:00,7,5,2,9,2,9746.9
2020-01__daily_maximum,2020-10-01T00:00:00,8,5,3,10,2,13912.4
2020-01__daily_maximum,2020-11-01T00:00:00,9,6,3,11,2,16480.5
2020-01__daily_maximum,2020-12-01T00:00:00,10,6,4,12,2,15521.4
2020-01__daily_maximum,2021-01-01T00:00:00,9,5,4,13,4,14331.95
2020-01__daily_maximum,2021-02-01T00:00:00,10,5,5,14,4,15157.95
2020-01__daily_maximum,2021-03-01T00:00:00,9,4,5,15,6,16010.1
2020-01__daily_maximum,2021-04-01T00:00:00,9,3,6,16,7,20032.75
2020-01__daily_maximum,2021-05-01T00:00:00,10,4,6,17,7,21350.95
2020-01__daily_maximum,2021-06-01T00:00:00,7,2,5,18,11,12466.8
2020-01__daily_maximum,2021-07-01T00:00:00,6,1,5,19,13,11801.0
2020-01__daily_maximum,2021-08-01T00:00:00,7,1,6,20,13,13440.5
2020-01__daily_maximum,2021-09-01T00:00:00,8,2,6,21,13,16363.15
2020-01__daily_maximum,2021-10-01T00:00:00,7,2,5,22,15,8777.3
2020-01__daily_maximum,2021-11-01T00:00:00,8,3,5,23,15,23518.4
2020-01__daily_maximum,2021-12-01T00:00:00,9,3,6,24,15,22253.8
2020-01__daily_maximum,2022-01-01T00:00:00,7,1,6,25,18,16404.9
2020-01__daily_maximum,2022-02-01T00:00:00,7,1,6,26,19,21263.45
2020-01__daily_maximum,2022-03-01T00:00:00,8,2,6,27,19,35835.4
2020-01__daily_maximum,2022-04-01T00:00:00,9,2,7,28,19,33428.95
2020-01__daily_maximum,2022-05-01T00:00:00,10,3,7,29,19,33237.15
2020-01__daily_maximum,2022-06-01T00:00:00,7,1,6,30,23,25905.05
2020-01__daily_maximum,2022-07-01T00:00:00,7,2,5,31,24,11052.65
2020-01__daily_maximum,2022-08-01T00:00:00,8,2,6,32,24,24801.95
2020-01__daily_maximum,2022-09-01T00:00:00,9,3,6,33,24,27151.55
2020-01__daily_maximum,2022-10-01T00:00:00,9,3,6,34,25,25869.2
2020-01__daily_maximum,2022-11-01T00:00:00,10,4,6,35,25,29436.2
2020-01__daily_maximum,2022-12-01T00:00:00,9,3,6,36,27,22338.35
2020-01__daily_maximum,2023-01-01T00:00:00,10,4,6,37,27,17050.7
2020-01__daily_maximum,2023-02-01T00:00:00,10,4,6,38,28,24922.0
2020-01__daily_maximum,2023-03-01T00:00:00,10,4,6,39,29,25055.7
2020-01__daily_maximum,2023-04-01T00:00:00,10,3,7,40,30,35399.4
2020-01__daily_maximum,2023-05-01T00:00:00,11,4,7,41,30,39340.85
2020-01__daily_maximum,2023-06-01T00:00:00,12,4,8,42,30,37941.5
2020-01__daily_maximum,2023-07-01T00:00:00,13,5,8,43,30,39902.75
2020-01__daily_maximum,2023-08-01T00:00:00,14,5,9,44,30,43912.25
2020-01__daily_maximum,2023-09-01T00:00:00,15,6,9,45,30,54925.8
2020-01__daily_maximum,2023-10-01T00:00:00,16,6,10,46,30,44658.55
2020-01__daily_maximum,2023-11-01T00:00:00,11,3,8,47,36,31681.4
2020-01__daily_maximum,2023-12-01T00:00:00,12,3,9,48,36,37078.3
2020-01__daily_maximum,2024-01-01T00:00:00,13,4,9,49,36,50362.75
2020-01__daily_maximum,2024-02-01T00:00:00,14,4,10,50,36,50623.8
2020-01__daily_maximum,2024-03-01T00:00:00,15,5,10,51,36,64128.55
2020-01__daily_maximum,2024-04-01T00:00:00,16,5,11,52,36,65937.6
2020-01__daily_maximum,2024-05-01T00:00:00,15,5,10,53,38,50303.8
2020-01__daily_maximum,2024-06-01T00:00:00,16,5,11,54,38,81716.2
2020-01__daily_maximum,2024-07-01T00:00:00,17,6,11,55,38,93951.05
2020-01__daily_maximum,2024-08-01T00:00:00,16,5,11,56,40,68558.05
2020-01__daily_maximum,2024-09-01T00:00:00,16,6,10,57,41,85529.8
2020-01__daily_maximum,2024-10-01T00:00:00,17,6,11,58,41,95608.05
2020-01__daily_maximum,2024-11-01T00:00:00,18,7,11,59,41,94586.2
2020-01__daily_maximum,2024-12-01T00:00:00,19,7,12,60,41,104768.35
2020-01__daily_maximum,2025-01-01T00:00:00,20,8,12,61,41,113862.3
2020-01__daily_maximum,2025-02-01T00:00:00,20,8,12,61,41,129366.95
2020-01__daily_maximum,2025-03-01T00:00:00,20,8,12,61,41,109957.55
2020-01__daily_maximum,2025-04-01T00:00:00,20,7,13,62,42,98656.9
2020-01__daily_maximum,2025-05-01T00:00:00,20,8,12,63,43,147554.6
2020-01__daily_maximum,2025-06-01T00:00:00,20,8,12,63,43,128504.0
2020-01__daily_maximum,2025-07-01T00:00:00,20,8,12,63,43,141675.15
2020-01__daily_maximum,2025-08-01T00:00:00,20,8,12,63,43,117425.6
2020-01__daily_maximum,2025-09-01T00:00:00,20,8,12,63,43,122060.4
2020-01__daily_maximum,2025-10-01T00:00:00,20,8,12,63,43,132729.4
2020-01__daily_maximum,2025-11-01T00:00:00,20,8,12,63,43,139169.2
2020-01__daily_maximum,2025-12-01T00:00:00,20,8,12,63,43,132468.35
2020-01__daily_maximum,2026-01-01T00:00:00,20,8,12,63,43,106702.65
2020-01__daily_maximum,2026-02-01T00:00:00,20,8,12,63,43,131241.4
2020-01__daily_maximum,2026-03-01T00:00:00,20,8,12,63,43,112634.8
2020-01__daily_maximum,2026-04-01T00:00:00,20,8,12,63,43,88276.8
2020-01__daily_maximum,2026-05-01T00:00:00,20,8,12,63,43,135486.5
2020-01__daily_maximum,2026-06-01T00:00:00,20,8,12,63,43,150678.0
2020-01__daily_maximum,2026-07-01T00:00:00,20,8,12,63,43,117430.0
2020-01__daily_maximum,2026-07-13T21:30:40,20,8,12,63,43,124562.6
2020-02__daily_minimum,2020-02-01T00:00:00,1,1,0,1,0,0.0
2020-02__daily_minimum,2020-03-01T00:00:00,2,1,1,2,0,-297.7
2020-02__daily_minimum,2020-04-01T00:00:00,2,2,0,3,1,1299.85
2020-02__daily_minimum,2020-05-01T00:00:00,3,2,1,4,1,1351.35
2020-02__daily_minimum,2020-06-01T00:00:00,4,3,1,5,1,3825.25
2020-02__daily_minimum,2020-07-01T00:00:00,4,3,1,6,2,1184.85
2020-02__daily_minimum,2020-08-01T00:00:00,5,4,1,7,2,4229.15
2020-02__daily_minimum,2020-09-01T00:00:00,6,4,2,8,2,5905.95
2020-02__daily_minimum,2020-10-01T00:00:00,7,5,2,9,2,9644.55
2020-02__daily_minimum,2020-11-01T00:00:00,8,5,3,10,2,11780.2
2020-02__daily_minimum,2020-12-01T00:00:00,9,6,3,11,2,11282.0
2020-02__daily_minimum,2021-01-01T00:00:00,9,5,4,12,3,9491.8
2020-02__daily_minimum,2021-02-01T00:00:00,8,4,4,13,5,10761.7
2020-02__daily_minimum,2021-03-01T00:00:00,7,2,5,14,7,12393.0
2020-02__daily_minimum,2021-04-01T00:00:00,8,3,5,15,7,15666.35
2020-02__daily_minimum,2021-05-01T00:00:00,9,3,6,16,7,16699.65
2020-02__daily_minimum,2021-06-01T00:00:00,7,2,5,17,10,9553.55
2020-02__daily_minimum,2021-07-01T00:00:00,6,1,5,18,12,9866.35
2020-02__daily_minimum,2021-08-01T00:00:00,7,2,5,19,12,11505.85
2020-02__daily_minimum,2021-09-01T00:00:00,8,2,6,20,12,14108.05
2020-02__daily_minimum,2021-10-01T00:00:00,7,3,4,21,14,6969.15
2020-02__daily_minimum,2021-11-01T00:00:00,7,3,4,22,15,18160.05
2020-02__daily_minimum,2021-12-01T00:00:00,8,4,4,23,15,17472.3
2020-02__daily_minimum,2022-01-01T00:00:00,6,2,4,24,18,12980.65
2020-02__daily_minimum,2022-02-01T00:00:00,4,1,3,25,21,15083.1
2020-02__daily_minimum,2022-03-01T00:00:00,5,1,4,26,21,23227.75
2020-02__daily_minimum,2022-04-01T00:00:00,5,2,3,27,22,21671.5
2020-02__daily_minimum,2022-05-01T00:00:00,6,2,4,28,22,21058.9
2020-02__daily_minimum,2022-06-01T00:00:00,5,2,3,29,24,17968.45
2020-02__daily_minimum,2022-07-01T00:00:00,5,1,4,30,25,8274.55
2020-02__daily_minimum,2022-08-01T00:00:00,6,2,4,31,25,18341.65
2020-02__daily_minimum,2022-09-01T00:00:00,7,2,5,32,25,20582.95
2020-02__daily_minimum,2022-10-01T00:00:00,8,3,5,33,25,19426.15
2020-02__daily_minimum,2022-11-01T00:00:00,9,3,6,34,25,22472.2
2020-02__daily_minimum,2022-12-01T00:00:00,6,2,4,35,29,16411.4
2020-02__daily_minimum,2023-01-01T00:00:00,7,2,5,36,29,12886.3
2020-02__daily_minimum,2023-02-01T00:00:00,8,3,5,37,29,19395.8
2020-02__daily_minimum,2023-03-01T00:00:00,9,3,6,38,29,18576.9
2020-02__daily_minimum,2023-04-01T00:00:00,8,2,6,39,31,28939.2
2020-02__daily_minimum,2023-05-01T00:00:00,9,2,7,40,31,31951.5
2020-02__daily_minimum,2023-06-01T00:00:00,10,3,7,41,31,30914.25
2020-02__daily_minimum,2023-07-01T00:00:00,11,3,8,42,31,33373.1
2020-02__daily_minimum,2023-08-01T00:00:00,12,4,8,43,31,37697.8
2020-02__daily_minimum,2023-09-01T00:00:00,13,4,9,44,31,47989.8
2020-02__daily_minimum,2023-10-01T00:00:00,14,5,9,45,31,39900.0
2020-02__daily_minimum,2023-11-01T00:00:00,10,1,9,46,36,28934.15
2020-02__daily_minimum,2023-12-01T00:00:00,10,2,8,47,37,33714.3
2020-02__daily_minimum,2024-01-01T00:00:00,11,2,9,48,37,44055.0
2020-02__daily_minimum,2024-02-01T00:00:00,12,3,9,49,37,44467.45
2020-02__daily_minimum,2024-03-01T00:00:00,13,3,10,50,37,56319.7
2020-02__daily_minimum,2024-04-01T00:00:00,14,4,10,51,37,58259.85
2020-02__daily_minimum,2024-05-01T00:00:00,13,3,10,52,39,42993.5
2020-02__daily_minimum,2024-06-01T00:00:00,14,4,10,53,39,71147.5
2020-02__daily_minimum,2024-07-01T00:00:00,15,4,11,54,39,86261.8
2020-02__daily_minimum,2024-08-01T00:00:00,14,4,10,55,41,65647.0
2020-02__daily_minimum,2024-09-01T00:00:00,15,4,11,56,41,80715.9
2020-02__daily_minimum,2024-10-01T00:00:00,16,5,11,57,41,85994.55
2020-02__daily_minimum,2024-11-01T00:00:00,17,5,12,58,41,82875.5
2020-02__daily_minimum,2024-12-01T00:00:00,18,6,12,59,41,97273.05
2020-02__daily_minimum,2025-01-01T00:00:00,19,6,13,60,41,107204.1
2020-02__daily_minimum,2025-02-01T00:00:00,19,7,12,61,42,123443.8
2020-02__daily_minimum,2025-03-01T00:00:00,20,7,13,62,42,112098.05
2020-02__daily_minimum,2025-04-01T00:00:00,18,6,12,63,45,97962.55
2020-02__daily_minimum,2025-05-01T00:00:00,18,5,13,64,46,160004.5
2020-02__daily_minimum,2025-06-01T00:00:00,19,6,13,65,46,164817.65
2020-02__daily_minimum,2025-07-01T00:00:00,20,6,14,66,46,177342.9
2020-02__daily_minimum,2025-08-01T00:00:00,20,6,14,66,46,165621.0
2020-02__daily_minimum,2025-09-01T00:00:00,20,6,14,66,46,167579.3
2020-02__daily_minimum,2025-10-01T00:00:00,20,6,14,66,46,172622.6
2020-02__daily_minimum,2025-11-01T00:00:00,20,6,14,66,46,189475.9
2020-02__daily_minimum,2025-12-01T00:00:00,20,6,14,66,46,184132.9
2020-02__daily_minimum,2026-01-01T00:00:00,20,6,14,66,46,148274.1
2020-02__daily_minimum,2026-02-01T00:00:00,20,6,14,66,46,165662.3
2020-02__daily_minimum,2026-03-01T00:00:00,20,6,14,66,46,135018.1
2020-02__daily_minimum,2026-04-01T00:00:00,20,6,14,66,46,102891.1
2020-02__daily_minimum,2026-05-01T00:00:00,20,6,14,66,46,146272.2
2020-02__daily_minimum,2026-06-01T00:00:00,20,6,14,66,46,192349.1
2020-02__daily_minimum,2026-07-01T00:00:00,20,6,14,66,46,170905.2
2020-02__daily_minimum,2026-07-13T21:30:40,20,6,14,66,46,169115.4
2020-02__daily_maximum,2020-02-01T00:00:00,1,1,0,1,0,0.0
2020-02__daily_maximum,2020-03-01T00:00:00,2,1,1,2,0,-297.7
2020-02__daily_maximum,2020-04-01T00:00:00,2,2,0,3,1,1299.85
2020-02__daily_maximum,2020-05-01T00:00:00,3,2,1,4,1,1351.35
2020-02__daily_maximum,2020-06-01T00:00:00,4,3,1,5,1,3825.25
2020-02__daily_maximum,2020-07-01T00:00:00,4,3,1,6,2,1184.85
2020-02__daily_maximum,2020-08-01T00:00:00,5,4,1,7,2,4229.15
2020-02__daily_maximum,2020-09-01T00:00:00,6,4,2,8,2,5905.95
2020-02__daily_maximum,2020-10-01T00:00:00,7,5,2,9,2,9644.55
2020-02__daily_maximum,2020-11-01T00:00:00,8,5,3,10,2,11780.2
2020-02__daily_maximum,2020-12-01T00:00:00,9,6,3,11,2,11282.0
2020-02__daily_maximum,2021-01-01T00:00:00,9,5,4,12,3,9491.8
2020-02__daily_maximum,2021-02-01T00:00:00,8,4,4,13,5,10761.7
2020-02__daily_maximum,2021-03-01T00:00:00,7,2,5,14,7,12393.0
2020-02__daily_maximum,2021-04-01T00:00:00,8,3,5,15,7,15666.35
2020-02__daily_maximum,2021-05-01T00:00:00,9,3,6,16,7,16699.65
2020-02__daily_maximum,2021-06-01T00:00:00,7,2,5,17,10,9553.55
2020-02__daily_maximum,2021-07-01T00:00:00,6,1,5,18,12,9866.35
2020-02__daily_maximum,2021-08-01T00:00:00,7,2,5,19,12,11505.85
2020-02__daily_maximum,2021-09-01T00:00:00,8,2,6,20,12,14108.05
2020-02__daily_maximum,2021-10-01T00:00:00,7,3,4,21,14,6969.15
2020-02__daily_maximum,2021-11-01T00:00:00,7,3,4,22,15,18160.05
2020-02__daily_maximum,2021-12-01T00:00:00,8,4,4,23,15,17472.3
2020-02__daily_maximum,2022-01-01T00:00:00,6,2,4,24,18,12980.65
2020-02__daily_maximum,2022-02-01T00:00:00,4,1,3,25,21,15083.1
2020-02__daily_maximum,2022-03-01T00:00:00,5,1,4,26,21,22711.1
2020-02__daily_maximum,2022-04-01T00:00:00,5,2,3,27,22,20992.7
2020-02__daily_maximum,2022-05-01T00:00:00,6,2,4,28,22,20880.1
2020-02__daily_maximum,2022-06-01T00:00:00,5,2,3,29,24,17789.65
2020-02__daily_maximum,2022-07-01T00:00:00,5,1,4,30,25,8095.75
2020-02__daily_maximum,2022-08-01T00:00:00,6,2,4,31,25,18162.85
2020-02__daily_maximum,2022-09-01T00:00:00,7,2,5,32,25,20404.15
2020-02__daily_maximum,2022-10-01T00:00:00,8,3,5,33,25,19247.35
2020-02__daily_maximum,2022-11-01T00:00:00,9,3,6,34,25,22293.4
2020-02__daily_maximum,2022-12-01T00:00:00,6,2,4,35,29,16232.6
2020-02__daily_maximum,2023-01-01T00:00:00,7,2,5,36,29,12707.5
2020-02__daily_maximum,2023-02-01T00:00:00,8,3,5,37,29,19217.0
2020-02__daily_maximum,2023-03-01T00:00:00,9,3,6,38,29,18398.1
2020-02__daily_maximum,2023-04-01T00:00:00,8,2,6,39,31,28760.4
2020-02__daily_maximum,2023-05-01T00:00:00,9,2,7,40,31,31772.7
2020-02__daily_maximum,2023-06-01T00:00:00,10,3,7,41,31,30735.45
2020-02__daily_maximum,2023-07-01T00:00:00,11,3,8,42,31,32849.7
2020-02__daily_maximum,2023-08-01T00:00:00,12,4,8,43,31,37143.8
2020-02__daily_maximum,2023-09-01T00:00:00,13,4,9,44,31,46980.15
2020-02__daily_maximum,2023-10-01T00:00:00,14,5,9,45,31,38601.05
2020-02__daily_maximum,2023-11-01T00:00:00,10,1,9,46,36,27635.2
2020-02__daily_maximum,2023-12-01T00:00:00,10,2,8,47,37,32415.35
2020-02__daily_maximum,2024-01-01T00:00:00,11,2,9,48,37,43756.05
2020-02__daily_maximum,2024-02-01T00:00:00,12,3,9,49,37,43828.7
2020-02__daily_maximum,2024-03-01T00:00:00,13,3,10,50,37,56470.6
2020-02__daily_maximum,2024-04-01T00:00:00,14,4,10,51,37,57135.15
2020-02__daily_maximum,2024-05-01T00:00:00,13,3,10,52,39,43828.8
2020-02__daily_maximum,2024-06-01T00:00:00,14,4,10,53,39,71062.45
2020-02__daily_maximum,2024-07-01T00:00:00,15,4,11,54,39,82148.85
2020-02__daily_maximum,2024-08-01T00:00:00,14,4,10,55,41,58662.9
2020-02__daily_maximum,2024-09-01T00:00:00,15,4,11,56,41,74231.8
2020-02__daily_maximum,2024-10-01T00:00:00,16,5,11,57,41,82435.55
2020-02__daily_maximum,2024-11-01T00:00:00,17,5,12,58,41,83087.15
2020-02__daily_maximum,2024-12-01T00:00:00,18,6,12,59,41,93771.8
2020-02__daily_maximum,2025-01-01T00:00:00,19,6,13,60,41,103713.65
2020-02__daily_maximum,2025-02-01T00:00:00,19,7,12,61,42,117424.5
2020-02__daily_maximum,2025-03-01T00:00:00,20,7,13,62,42,99158.0
2020-02__daily_maximum,2025-04-01T00:00:00,18,6,12,63,45,90022.5
2020-02__daily_maximum,2025-05-01T00:00:00,18,5,13,64,46,133090.75
2020-02__daily_maximum,2025-06-01T00:00:00,19,6,13,65,46,115675.35
2020-02__daily_maximum,2025-07-01T00:00:00,20,6,14,66,46,129076.25
2020-02__daily_maximum,2025-08-01T00:00:00,20,6,14,66,46,109395.35
2020-02__daily_maximum,2025-09-01T00:00:00,20,6,14,66,46,114808.15
2020-02__daily_maximum,2025-10-01T00:00:00,20,6,14,66,46,126035.05
2020-02__daily_maximum,2025-11-01T00:00:00,20,6,14,66,46,135949.55
2020-02__daily_maximum,2025-12-01T00:00:00,20,6,14,66,46,127144.55
2020-02__daily_maximum,2026-01-01T00:00:00,20,6,14,66,46,103586.1
2020-02__daily_maximum,2026-02-01T00:00:00,20,6,14,66,46,128753.3
2020-02__daily_maximum,2026-03-01T00:00:00,20,6,14,66,46,110109.1
2020-02__daily_maximum,2026-04-01T00:00:00,20,6,14,66,46,82982.1
2020-02__daily_maximum,2026-05-01T00:00:00,20,6,14,66,46,133108.65
2020-02__daily_maximum,2026-06-01T00:00:00,20,6,14,66,46,151754.7
2020-02__daily_maximum,2026-07-01T00:00:00,20,6,14,66,46,120894.65
2020-02__daily_maximum,2026-07-13T21:30:40,20,6,14,66,46,128037.2
2020-03__daily_minimum,2020-03-01T00:00:00,1,1,0,1,0,0.0
2020-03__daily_minimum,2020-04-01T00:00:00,2,1,1,2,0,1383.1
2020-03__daily_minimum,2020-05-01T00:00:00,3,2,1,3,0,2259.25
2020-03__daily_minimum,2020-06-01T00:00:00,4,2,2,4,0,4733.15
2020-03__daily_minimum,2020-07-01T00:00:00,4,3,1,5,1,2713.95
2020-03__daily_minimum,2020-08-01T00:00:00,5,3,2,6,1,5758.25
2020-03__daily_minimum,2020-09-01T00:00:00,6,4,2,7,1,7180.6
2020-03__daily_minimum,2020-10-01T00:00:00,7,4,3,8,1,10919.2
2020-03__daily_minimum,2020-11-01T00:00:00,8,5,3,9,1,13233.15
2020-03__daily_minimum,2020-12-01T00:00:00,9,5,4,10,1,12734.95
2020-03__daily_minimum,2021-01-01T00:00:00,8,4,4,11,3,12007.65
2020-03__daily_minimum,2021-02-01T00:00:00,9,4,5,12,3,13190.25
2020-03__daily_minimum,2021-03-01T00:00:00,8,3,5,13,5,14075.55
2020-03__daily_minimum,2021-04-01T00:00:00,8,2,6,14,6,17738.65
2020-03__daily_minimum,2021-05-01T00:00:00,9,3,6,15,6,19187.25
2020-03__daily_minimum,2021-06-01T00:00:00,6,1,5,16,10,12136.35
2020-03__daily_minimum,2021-07-01T00:00:00,6,1,5,17,11,11801.0
2020-03__daily_minimum,2021-08-01T00:00:00,7,1,6,18,11,13440.5
2020-03__daily_minimum,2021-09-01T00:00:00,8,2,6,19,11,16363.15
2020-03__daily_minimum,2021-10-01T00:00:00,7,2,5,20,13,8777.3
2020-03__daily_minimum,2021-11-01T00:00:00,8,3,5,21,13,23677.9
2020-03__daily_minimum,2021-12-01T00:00:00,9,3,6,22,13,22454.15
2020-03__daily_minimum,2022-01-01T00:00:00,7,1,6,23,16,16605.25
2020-03__daily_minimum,2022-02-01T00:00:00,7,1,6,24,17,21463.8
2020-03__daily_minimum,2022-03-01T00:00:00,8,2,6,25,17,36292.45
2020-03__daily_minimum,2022-04-01T00:00:00,9,2,7,26,17,34179.95
2020-03__daily_minimum,2022-05-01T00:00:00,10,3,7,27,17,33488.15
2020-03__daily_minimum,2022-06-01T00:00:00,7,1,6,28,21,26156.05
2020-03__daily_minimum,2022-07-01T00:00:00,7,2,5,29,22,11303.65
2020-03__daily_minimum,2022-08-01T00:00:00,8,2,6,30,22,25052.95
2020-03__daily_minimum,2022-09-01T00:00:00,9,3,6,31,22,27402.55
