product,initial_cash,monthly_funding,withdrawal,cadence,headroom,retained_balance,persistent,interval,concurrency,spares,reserve_seats,total,ongoing,terminal,accounts,alive,activated,evaluations,evaluation_months,evaluation_fees,activation_fees,spend,ending_cash,contributions,spares_at_end,in_flight_at_end,deaths,replacements_filled,replacements_unfilled,next_check_service,replacement_wait_median_days,replacement_wait_p95_days,unfilled_account_days,oldest_unfilled_days,zero_live_days,average_live_accounts,peak_subscriptions,peak_in_flight,peak_passes_month,activation_blocked_account_checks,renewals_unaffordable,start_unaffordable_checks,cash_blocked_days,execution,copies,signals_executed,signal_participation,allocation_sha256,job
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,0,10,5,True,267230.6,267230.6,0,228,10,228,241,479,15807.0,28500.0,44307.0,287830.6,20600.0,0,10,218,208,10,0.1009,46.1,133.39,10974.39,17.92,427.67,11.59,10,10,20,0,0,0,0,blocking,108742,7621,0.6020698372570706,a33c07d701d17b0acc6c5c31e125259aef1dfda17109c192d5a6875e68dd226a,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 0, 10, 5, true]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,0,10,10,False,341418.9,341418.9,0,272,10,272,282,564,18612.0,34000.0,52612.0,362018.9,20600.0,0,10,262,252,10,0.4008,32.15,101.26,8236.84,17.92,222.67,13.12,10,10,24,0,0,0,0,blocking,122678,8420,0.6651919734555222,a875c381bd8ad603099d46d27cc60ecf3e2b0945b0f13a7e7842f9cf487a91d3,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 0, 10, 10, false]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,0,10,10,True,271649.3,271649.3,0,232,10,232,242,491,16203.0,29000.0,45203.0,292249.3,20600.0,0,10,222,212,10,0.1486,46.1,133.39,11049.75,17.92,428.67,11.73,10,10,20,0,0,0,0,blocking,110060,7617,0.6017538315689682,8afc1cb4a89d7a636ab6a9ffe4a805cc1e1219ba1bb46fc700a11d8b3ce1c582,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 0, 10, 10, true]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,0,20,0,False,217370.3,217370.3,0,127,18,127,142,262,8646.0,15875.0,24521.0,237970.3,20600.0,0,1,109,109,0,0.0367,32.21,102.39,4296.53,0,286.67,7.8,15,15,17,0,0,0,0,blocking,72925,8176,0.6459156264812767,324a92c61d860017028b87c37f5459667e52cd3201af4aa71b5b4e752ef56c5d,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 0, 20, 0, false]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,0,20,0,True,217370.3,217370.3,0,127,18,127,142,262,8646.0,15875.0,24521.0,237970.3,20600.0,0,1,109,109,0,0.0367,32.21,102.39,4296.53,0,286.67,7.8,15,15,17,0,0,0,0,blocking,72925,8176,0.6459156264812767,324a92c61d860017028b87c37f5459667e52cd3201af4aa71b5b4e752ef56c5d,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 0, 20, 0, true]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,0,20,2,False,315696.45,315696.45,0,236,20,236,246,463,15279.0,29500.0,44779.0,336296.45,20600.0,0,2,216,216,0,0.1019,31.68,102.39,7085.21,0,145.67,12.69,20,20,22,0,0,0,0,blocking,118692,8696,0.6869963659345868,f46c0792f2b8ff566014180c826a39a157c0c9ef480741cab07e1e7f22c1bc31,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 0, 20, 2, false]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,0,20,2,True,304588.05,304588.05,0,231,20,231,239,453,14949.0,28875.0,43824.0,325188.05,20600.0,0,0,211,211,0,0.0569,32.21,102.39,7520.5,0,273.67,12.51,20,20,20,0,0,0,0,blocking,116977,8196,0.6474956549217886,5a9ec0980877f56e81a53f5486f8cd262e16b63d6facc75ac628f85649487692,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 0, 20, 2, true]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,0,20,5,False,329820.3,329820.3,0,267,20,267,274,536,17688.0,33375.0,51063.0,350420.3,20600.0,0,5,247,247,0,0.2591,10.02,102.39,7001.15,0,206.67,13.75,20,20,25,0,0,0,0,blocking,128311,8480,0.669932058777058,26774d1cfb3ea4b7b5f9211838416dc5e02a5c20b63ddf9f1ab95150c93044b6,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 0, 20, 5, false]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,0,20,5,True,306304.35,306304.35,0,254,20,254,255,500,16500.0,31750.0,48250.0,326904.35,20600.0,0,0,234,234,0,0.0855,32.21,102.39,8055.05,0,395.67,13.26,20,20,20,0,0,0,0,blocking,123734,7745,0.6118660135882446,7cfe268b5e5f3fd3528cdafe51a4cda1ba23e9f15f9bc57e28352b470e833013,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 0, 20, 5, true]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,0,20,10,False,361267.3,361267.3,0,282,20,282,293,592,19536.0,35250.0,54786.0,381867.3,20600.0,0,10,262,262,0,0.4771,2.31,79.12,5700.87,0,206.67,14.46,20,20,30,0,0,0,0,blocking,134880,8480,0.669932058777058,f345f8bec69b7a5667d33881dfbf8f70d25d3a89b79ed0e925bc05fb2a39c9bc,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 0, 20, 10, false]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,0,20,10,True,310655.55,310655.55,0,257,20,257,257,514,16962.0,32125.0,49087.0,331255.55,20600.0,0,0,237,237,0,0.1181,32.21,102.39,8073.01,0,397.67,13.44,20,20,20,0,0,0,0,blocking,125355,7733,0.6109179965239374,79743203bd1df9bc65d4abd36fd9efc3a203c7199308eb0add809cc4d04abd6a,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 0, 20, 10, true]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,1,2,0,False,78648.2,78648.2,0,87,3,87,92,170,5610.0,10875.0,16485.0,99248.2,20600.0,0,2,84,79,5,0.0476,67.21,144.62,5695.17,147.12,407.67,3.63,2,2,5,0,0,0,0,blocking,34003,7765,0.6134460420287565,63014f44f35c7c0e9398a729b0fdbd12ec1216cd5a79285b07a5f057665324ee,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 1, 2, 0, false]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,1,2,0,True,78648.2,78648.2,0,87,3,87,92,170,5610.0,10875.0,16485.0,99248.2,20600.0,0,2,84,79,5,0.0476,67.21,144.62,5695.17,147.12,407.67,3.63,2,2,5,0,0,0,0,blocking,34003,7765,0.6134460420287565,63014f44f35c7c0e9398a729b0fdbd12ec1216cd5a79285b07a5f057665324ee,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 1, 2, 0, true]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,1,2,2,False,77689.45,77689.45,0,91,1,91,93,209,6897.0,11375.0,18272.0,98289.45,20600.0,0,2,90,79,11,0.1111,93.31,356.15,10422.13,465.05,451.67,3.43,2,2,6,0,0,0,0,blocking,32118,7544,0.5959867277610997,c1495fbd484df9de18cc48f10e10e7294b6ac5fe59035e1a17a13fd1e99fc91f,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 1, 2, 2, false]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,1,2,2,True,77689.45,77689.45,0,91,1,91,93,209,6897.0,11375.0,18272.0,98289.45,20600.0,0,2,90,79,11,0.1111,93.31,356.15,10422.13,465.05,451.67,3.43,2,2,6,0,0,0,0,blocking,32118,7544,0.5959867277610997,c1495fbd484df9de18cc48f10e10e7294b6ac5fe59035e1a17a13fd1e99fc91f,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 1, 2, 2, true]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,1,2,5,False,97170.45,97170.45,0,97,1,97,99,225,7425.0,12125.0,19550.0,117770.45,20600.0,0,2,96,84,12,0.2083,63.04,320.15,10198.71,465.05,615.67,3.51,2,2,6,0,0,0,0,blocking,32650,6905,0.5455048190867435,6ef01fe67b4bc5ce4c032272a9bc08f136df214fc2a5c1c2808fb71aece5f009,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 1, 2, 5, false]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,1,2,5,True,97170.45,97170.45,0,97,1,97,99,225,7425.0,12125.0,19550.0,117770.45,20600.0,0,2,96,84,12,0.2083,63.04,320.15,10198.71,465.05,615.67,3.51,2,2,6,0,0,0,0,blocking,32650,6905,0.5455048190867435,6ef01fe67b4bc5ce4c032272a9bc08f136df214fc2a5c1c2808fb71aece5f009,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 1, 2, 5, true]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,1,2,10,False,111660.1,111660.1,0,102,1,102,104,232,7656.0,12750.0,20406.0,132260.1,20600.0,0,2,101,87,14,0.2376,48.22,320.15,10922.19,489.23,590.67,3.74,2,3,6,0,0,0,0,blocking,34747,6990,0.5522199399589193,79336d7160c4cb94122611ad65bcd489c645c2b5481aa0c34a2e5fa329adc83e,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 1, 2, 10, false]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,1,2,10,True,125306.95,125306.95,0,106,4,106,108,233,7689.0,13250.0,20939.0,145906.95,20600.0,0,2,102,91,11,0.2255,49.07,242.02,9085.41,345.92,422.67,4.51,2,2,6,0,0,0,0,blocking,42018,7666,0.6056249012482224,b44461ecc1a87ad589701641dde34948ad2c282578bd6571e64e27efcfbac362,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 1, 2, 10, true]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,1,5,0,False,193710.4,193710.4,0,144,7,144,160,261,8613.0,18000.0,26613.0,214310.4,20600.0,0,5,137,129,8,0.0219,34.12,99.12,5335.48,24.92,311.67,6.39,5,5,7,0,0,0,0,blocking,59628,8091,0.6392005056091009,d4b974b0d25a011106c6a7133391e9afecfecb2ff9519de7517fc74ad25307ea,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 1, 5, 0, false]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,1,5,0,True,193710.4,193710.4,0,144,7,144,160,261,8613.0,18000.0,26613.0,214310.4,20600.0,0,5,137,129,8,0.0219,34.12,99.12,5335.48,24.92,311.67,6.39,5,5,7,0,0,0,0,blocking,59628,8091,0.6392005056091009,d4b974b0d25a011106c6a7133391e9afecfecb2ff9519de7517fc74ad25307ea,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 1, 5, 0, true]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,1,5,2,False,249179.9,249179.9,0,220,7,220,229,400,13200.0,27500.0,40700.0,269779.9,20600.0,0,5,213,200,13,0.0892,49.02,124.2,11012.37,116.27,274.67,9.43,5,5,12,0,0,0,0,blocking,88037,8237,0.650734713224838,9aa91f6d047ec06e40fe924564ce6e8fcab9044c8745541f66a506d8e244e1f1,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 1, 5, 2, false]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,1,5,2,True,227280.55,227280.55,0,219,7,219,227,392,12936.0,27375.0,40311.0,247880.55,20600.0,0,5,212,199,13,0.0377,50.07,125.26,11508.36,116.27,280.67,9.18,5,5,11,0,0,0,0,blocking,85762,8217,0.6491546847843261,8ababab33deb81805a4447a36af0cc8580b364204b93e2486f4afb82ba833dc3,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 1, 5, 2, true]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,1,5,5,False,256736.7,256736.7,0,234,8,234,239,467,15411.0,29250.0,44661.0,277336.7,20600.0,0,5,226,214,12,0.2212,46.1,125.2,11173.32,122.5,214.67,10.02,5,5,15,0,0,0,0,blocking,93659,8466,0.6688260388686996,948e78a06e35dae65728e1e4a147ef499a0f29216169c7eee0fa5e8f1cfc8ac0,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 1, 5, 5, false]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,1,5,5,True,205962.9,205962.9,0,230,7,230,235,444,14652.0,28750.0,43402.0,226562.9,20600.0,0,5,223,210,13,0.0942,54.15,142.12,12538.87,116.27,223.67,9.3,5,5,15,0,0,0,0,blocking,86823,8427,0.6657449834097013,221ccb1a47b4f99d49ad3430d3353ef712d52e81bc58871efdeb4bce3c801a14,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 1, 5, 5, true]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,1,5,10,False,297726.95,297726.95,0,225,6,225,230,503,16599.0,28125.0,44724.0,318326.95,20600.0,0,5,219,205,14,0.3425,35.62,130.59,10410.99,158.92,237.67,10.2,5,10,15,0,0,0,0,blocking,95213,8372,0.6613999051982936,481a73e5b24eb3091ef3bda81b137ebadd06af1c327e3fe9a5154c5b9df8d15e,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 1, 5, 10, false]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,1,5,10,True,224400.3,224400.3,0,241,7,241,246,457,15081.0,30125.0,45206.0,245000.3,20600.0,0,5,234,221,13,0.1667,49.07,142.12,11993.34,116.27,262.67,9.62,5,5,15,0,0,0,0,blocking,89615,8275,0.6537367672618107,7f9986b37f99ebb28e1af18d88bacd544fddcc7dbc0d46a14f3bd29832deabfd,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 1, 5, 10, true]"
legacy_25k,5000,200,maximum,weekly,0,25100.0,False,1,10,0,False,199527.85,199527.85,0,149,8,149,178,310,10230.0,18625.0,28855.0,220127.85,20600.0,0,9,141,133,8,0.0213,36.02,102.08,5492.67,38.2,253.67,6.7,10,10,10,0,0,0,0,blocking,62566,8309,0.6564228156106809,248592cd29e73fca25593e0a5785fdbf6d0eb0355b202f59f99d8fa6822ae0af,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 0, false, 1, 10, 0, false]"
