product,initial_cash,monthly_funding,withdrawal,cadence,headroom,retained_balance,persistent,interval,concurrency,spares,reserve_seats,total,ongoing,terminal,accounts,alive,activated,evaluations,evaluation_months,evaluation_fees,activation_fees,spend,ending_cash,contributions,spares_at_end,in_flight_at_end,deaths,replacements_filled,replacements_unfilled,next_check_service,replacement_wait_median_days,replacement_wait_p95_days,unfilled_account_days,oldest_unfilled_days,zero_live_days,average_live_accounts,peak_subscriptions,peak_in_flight,peak_passes_month,activation_blocked_account_checks,renewals_unaffordable,start_unaffordable_checks,cash_blocked_days,execution,copies,signals_executed,signal_participation,allocation_sha256,job,objective
legacy_25k,5000,200,maximum,weekly,6400,31500.0,False,0,2,2,True,417366.16,312669.45,104696.71,59,20,59,59,125,4125.0,7375.0,11500.0,437966.16,20600.0,0,0,39,39,0,0.2564,57.22,188.02,2617.99,0,58.67,10.48,2,2,5,0,0,0,0,blocking,98092,9075,0.7169379048822879,fffd3f9b7df9fcc869cdd93878f19b887057f76973d81c6eda7ce3519fe2b196,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 6400, false, 0, 2, 2, true]",total
legacy_25k,5000,200,minimum,daily,3000,28100.0,False,1,2,2,True,322024.0,322024.0,0,69,4,69,71,147,4851.0,8625.0,13476.0,342624.0,20600.0,0,2,65,49,16,0.1385,64.42,143.23,4939.16,130.29,127.67,9.12,2,2,4,0,0,0,0,blocking,85194,8788,0.6942644967609417,c01ea335afbc60b98deb8afb1dbae72a581b03fa2efa12bcbed5ffdc63275444,"[""legacy_25k"", 5000, 200, ""minimum"", ""daily"", 3000, false, 1, 2, 2, true]",ongoing
legacy_25k,5000,200,minimum,calendar_month,1700,26800.0,False,0,5,2,True,487036.44,319845.0,167191.44,83,20,83,87,160,5280.0,10375.0,15655.0,507636.44,20600.0,0,0,63,63,0,0.127,41.23,136.02,3169.73,0,132.67,13.63,5,5,13,0,0,0,0,blocking,127307,8763,0.6922894612103018,ee06a560bfb8591198ecb21381f4d463199ca8ca41b73175f67a226e728cba9c,"[""legacy_25k"", 5000, 200, ""minimum"", ""calendar_month"", 1700, false, 0, 5, 2, true]",total
legacy_25k,5000,200,minimum,weekly,1900,27000.0,False,0,5,2,True,434650.0,434650.0,0,98,10,98,107,200,6600.0,12250.0,18850.0,455250.0,20600.0,0,5,88,78,10,0.0909,43.15,186.2,5293.22,130.92,272.67,12.75,5,5,13,0,0,0,0,blocking,118847,8216,0.6490756833623005,c26d353c0b6345758ba89858056a757496da731e87ac081432df54465293b2ca,"[""legacy_25k"", 5000, 200, ""minimum"", ""weekly"", 1900, false, 0, 5, 2, true]",ongoing
legacy_25k,5000,200,minimum,calendar_month,1700,26800.0,False,1,10,5,True,497569.6,330912.0,166657.6,93,20,93,104,211,6963.0,11625.0,18588.0,518169.6,20600.0,0,0,73,73,0,0.2466,29.1,95.02,2506.71,0,96.67,14.69,10,10,18,24,6,15,15,blocking,136955,8900,0.7031126560278085,b44a8fcf068eaf2185699d83383653b0e135dc357aecd4420ab55305653aa32f,"[""legacy_25k"", 5000, 200, ""minimum"", ""calendar_month"", 1700, false, 1, 10, 5, true]",total
legacy_25k,5000,200,minimum,weekly,1900,27000.0,False,1,10,10,True,446164.0,446164.0,0,127,12,127,135,317,10461.0,15875.0,26336.0,466764.0,20600.0,0,8,115,107,8,0.2,41.02,101.6,4426.22,38.2,146.67,14.24,10,10,18,5,0,0,5,blocking,132485,8693,0.68675936166851,74421a36a5e1b4031ba24fb0195fd8d9aebb5cba841daedca57ecdb13aa726ac,"[""legacy_25k"", 5000, 200, ""minimum"", ""weekly"", 1900, false, 1, 10, 10, true]",ongoing
legacy_25k,5000,200,minimum,calendar_month,0,25100.0,False,0,20,2,True,494952.8,345361.0,149591.8,145,20,145,148,258,8514.0,18125.0,26639.0,515552.8,20600.0,0,0,125,125,0,0.08,5.26,79.12,3698.15,0,201.67,14.38,20,20,20,0,0,0,0,blocking,134141,8495,0.671117080107442,d24cb1c7b240b95a294e15a02ea01a698aa27282670c71e32aa5630c2d7ecdba,"[""legacy_25k"", 5000, 200, ""minimum"", ""calendar_month"", 0, false, 0, 20, 2, true]",total
legacy_25k,5000,200,minimum,weekly,2400,27500.0,False,0,20,2,True,453544.0,453544.0,0,117,20,117,119,207,6831.0,14625.0,21456.0,474144.0,20600.0,0,0,97,97,0,0.0928,35.65,69.51,2486.56,0,156.67,14.89,20,20,20,0,0,0,0,blocking,138287,8634,0.6820982777689999,b6b48659b0fa8e1b0c36afabf09fbb4e5d48a3ccefd94063d51ae29d7aff35fc,"[""legacy_25k"", 5000, 200, ""minimum"", ""weekly"", 2400, false, 0, 20, 2, true]",ongoing
legacy_25k,5000,200,maximum,weekly,6400,31500.0,False,0,2,2,False,417201.16,312504.45,104696.71,59,20,59,61,130,4290.0,7375.0,11665.0,437801.16,20600.0,0,2,39,39,0,0.2564,57.22,188.02,2617.99,0,58.67,10.48,2,2,5,0,0,0,0,blocking,98092,9075,0.7169379048822879,fffd3f9b7df9fcc869cdd93878f19b887057f76973d81c6eda7ce3519fe2b196,"[""legacy_25k"", 5000, 200, ""maximum"", ""weekly"", 6400, false, 0, 2, 2, false]",total
legacy_25k,5000,200,minimum,daily,3000,28100.0,False,1,2,2,False,321543.0,321543.0,0,71,4,71,73,154,5082.0,8875.0,13957.0,342143.0,20600.0,0,2,67,51,16,0.1642,62.42,143.23,4924.36,130.29,127.67,9.12,2,2,4,0,0,0,0,blocking,85256,8788,0.6942644967609417,9c8ff67d512ace215100368508eacc27fad4a6503818dbc38cc4a5ab006bc8b6,"[""legacy_25k"", 5000, 200, ""minimum"", ""daily"", 3000, false, 1, 2, 2, false]",ongoing
