eval_id,started_at,passed_at,funded_or_ended_at,state
59,2026-03-31 00:00:00,2026-03-31 17:00:00,2026-04-01 00:00:00,funded
60,2026-04-11 00:00:00,2026-04-14 15:30:00,2026-04-15 00:00:00,funded
