at,kind,eval_id,count
2020-08-22T00:00:00,activation_blocked,8,
2020-08-22T00:00:00,activation_blocked,9,
2020-08-22T00:00:00,activation_blocked,10,
2020-08-22T00:00:00,start_unaffordable,,4
2020-08-23T00:00:00,activation_blocked,8,
2020-08-23T00:00:00,activation_blocked,9,
2020-08-23T00:00:00,activation_blocked,10,
2020-08-23T00:00:00,start_unaffordable,,4
2020-09-29T00:00:00,activation_blocked,11,
2020-09-29T00:00:00,activation_blocked,12,
2020-09-29T00:00:00,activation_blocked,13,
2020-09-29T00:00:00,activation_blocked,14,
2020-09-29T00:00:00,activation_blocked,15,
2020-09-30T00:00:00,activation_blocked,11,
2020-09-30T00:00:00,activation_blocked,12,
2020-09-30T00:00:00,activation_blocked,13,
2020-09-30T00:00:00,activation_blocked,14,
2020-09-30T00:00:00,activation_blocked,15,
2020-10-01T00:00:00,activation_blocked,12,
2020-10-01T00:00:00,activation_blocked,13,
2020-10-01T00:00:00,activation_blocked,14,
2020-10-01T00:00:00,activation_blocked,15,
2020-10-02T00:00:00,activation_blocked,12,
2020-10-02T00:00:00,activation_blocked,13,
2020-10-02T00:00:00,activation_blocked,14,
2020-10-02T00:00:00,activation_blocked,15,
2020-10-03T00:00:00,activation_blocked,12,
2020-10-03T00:00:00,activation_blocked,13,
2020-10-03T00:00:00,activation_blocked,14,
2020-10-03T00:00:00,activation_blocked,15,
2020-10-04T00:00:00,activation_blocked,12,
2020-10-04T00:00:00,activation_blocked,13,
2020-10-04T00:00:00,activation_blocked,14,
2020-10-04T00:00:00,activation_blocked,15,
2020-10-05T00:00:00,activation_blocked,12,
2020-10-05T00:00:00,activation_blocked,13,
2020-10-05T00:00:00,activation_blocked,14,
2020-10-05T00:00:00,activation_blocked,15,
2020-10-06T00:00:00,activation_blocked,12,
2020-10-06T00:00:00,activation_blocked,13,
2020-10-06T00:00:00,activation_blocked,14,
2020-10-06T00:00:00,activation_blocked,15,
2020-10-07T00:00:00,activation_blocked,12,
2020-10-07T00:00:00,activation_blocked,13,
2020-10-07T00:00:00,activation_blocked,14,
2020-10-07T00:00:00,activation_blocked,15,
