months,budget,gg_lower,gg_higher,periods,gg_low_failed,gg_high_failed,gg_both,gg_low_only,gg_high_only,gg_jaccard,gg_reciprocal,all_four_fail,rr_complete_loss_periods_rescued,mean_seats_lost,delta_mean_seats_lost,at_least10,at_least15,all_four_cases,rescued_cases
1,6800,GG:2.75,GG:3.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:3.00,GG:3.25,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:3.00,GG:3.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
1,6800,GG:3.25,GG:3.50,78,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,1500,GG:0.50,GG:0.75,26,9,9,7,2,2,0.6363636363636364,True,3,0,5.576923076923077,1.3461538461538458,8,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.50,GG:1.00,26,9,6,5,4,1,0.5,True,3,0,5.0,0.7692307692307692,6,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.50,GG:1.25,26,9,5,5,4,0,0.5555555555555556,False,3,0,4.8076923076923075,0.5769230769230766,5,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.50,GG:1.50,26,9,5,5,4,0,0.5555555555555556,False,3,0,4.8076923076923075,0.5769230769230766,5,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.50,GG:1.75,26,9,7,6,3,1,0.6,True,3,0,5.1923076923076925,0.9615384615384617,7,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.50,GG:2.00,26,9,8,7,2,1,0.7,True,3,0,5.384615384615385,1.1538461538461542,8,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.50,GG:2.25,26,9,8,7,2,1,0.7,True,3,0,5.384615384615385,1.1538461538461542,8,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.50,GG:2.50,26,9,9,8,1,1,0.8,True,3,0,5.576923076923077,1.3461538461538458,9,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.50,GG:2.75,26,9,9,8,1,1,0.8,True,3,0,5.576923076923077,1.3461538461538458,9,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.50,GG:3.00,26,9,8,7,2,1,0.7,True,3,0,5.384615384615385,1.1538461538461542,8,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.50,GG:3.25,26,9,7,6,3,1,0.6,True,3,0,5.1923076923076925,0.9615384615384617,7,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.50,GG:3.50,26,9,7,6,3,1,0.6,True,3,0,5.1923076923076925,0.9615384615384617,7,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.75,GG:1.00,26,9,6,6,3,0,0.6666666666666666,False,3,0,5.0,0.7692307692307692,6,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.75,GG:1.25,26,9,5,5,4,0,0.5555555555555556,False,3,0,4.8076923076923075,0.5769230769230766,6,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.75,GG:1.50,26,9,5,5,4,0,0.5555555555555556,False,3,0,4.8076923076923075,0.5769230769230766,6,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.75,GG:1.75,26,9,7,7,2,0,0.7777777777777778,False,3,0,5.1923076923076925,0.9615384615384617,7,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.75,GG:2.00,26,9,8,7,2,1,0.7,True,3,0,5.384615384615385,1.1538461538461542,7,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.75,GG:2.25,26,9,8,7,2,1,0.7,True,3,0,5.384615384615385,1.1538461538461542,7,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.75,GG:2.50,26,9,9,8,1,1,0.8,True,3,0,5.576923076923077,1.3461538461538458,8,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.75,GG:2.75,26,9,9,8,1,1,0.8,True,3,0,5.576923076923077,1.3461538461538458,8,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.75,GG:3.00,26,9,8,7,2,1,0.7,True,3,0,5.384615384615385,1.1538461538461542,7,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.75,GG:3.25,26,9,7,7,2,0,0.7777777777777778,False,3,0,5.1923076923076925,0.9615384615384617,7,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:0.75,GG:3.50,26,9,7,7,2,0,0.7777777777777778,False,3,0,5.1923076923076925,0.9615384615384617,7,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.00,GG:1.25,26,6,5,5,1,0,0.8333333333333334,False,3,0,4.230769230769231,0.0,6,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.00,GG:1.50,26,6,5,5,1,0,0.8333333333333334,False,3,0,4.230769230769231,0.0,6,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.00,GG:1.75,26,6,7,6,0,1,0.8571428571428571,False,3,0,4.615384615384615,0.38461538461538414,6,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.00,GG:2.00,26,6,8,6,0,2,0.75,False,3,0,4.8076923076923075,0.5769230769230766,6,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.00,GG:2.25,26,6,8,6,0,2,0.75,False,3,0,4.8076923076923075,0.5769230769230766,6,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.00,GG:2.50,26,6,9,6,0,3,0.6666666666666666,False,3,0,5.0,0.7692307692307692,6,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.00,GG:2.75,26,6,9,6,0,3,0.6666666666666666,False,3,0,5.0,0.7692307692307692,6,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.00,GG:3.00,26,6,8,6,0,2,0.75,False,3,0,4.8076923076923075,0.5769230769230766,6,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.00,GG:3.25,26,6,7,6,0,1,0.8571428571428571,False,3,0,4.615384615384615,0.38461538461538414,6,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.00,GG:3.50,26,6,7,6,0,1,0.8571428571428571,False,3,0,4.615384615384615,0.38461538461538414,6,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.25,GG:1.50,26,5,5,5,0,0,1.0,False,3,0,4.038461538461538,-0.1923076923076925,5,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.25,GG:1.75,26,5,7,5,0,2,0.7142857142857143,False,3,0,4.423076923076923,0.1923076923076925,6,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.25,GG:2.00,26,5,8,5,0,3,0.625,False,3,0,4.615384615384615,0.38461538461538414,6,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.25,GG:2.25,26,5,8,5,0,3,0.625,False,3,0,4.615384615384615,0.38461538461538414,6,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.25,GG:2.50,26,5,9,5,0,4,0.5555555555555556,False,3,0,4.8076923076923075,0.5769230769230766,6,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.25,GG:2.75,26,5,9,5,0,4,0.5555555555555556,False,3,0,4.8076923076923075,0.5769230769230766,6,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.25,GG:3.00,26,5,8,5,0,3,0.625,False,3,0,4.615384615384615,0.38461538461538414,6,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.25,GG:3.25,26,5,7,5,0,2,0.7142857142857143,False,3,0,4.423076923076923,0.1923076923076925,6,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.25,GG:3.50,26,5,7,5,0,2,0.7142857142857143,False,3,0,4.423076923076923,0.1923076923076925,6,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.50,GG:1.75,26,5,7,5,0,2,0.7142857142857143,False,3,0,4.423076923076923,0.1923076923076925,6,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.50,GG:2.00,26,5,8,5,0,3,0.625,False,3,0,4.615384615384615,0.38461538461538414,6,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.50,GG:2.25,26,5,8,5,0,3,0.625,False,3,0,4.615384615384615,0.38461538461538414,6,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.50,GG:2.50,26,5,9,5,0,4,0.5555555555555556,False,3,0,4.8076923076923075,0.5769230769230766,6,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.50,GG:2.75,26,5,9,5,0,4,0.5555555555555556,False,3,0,4.8076923076923075,0.5769230769230766,6,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.50,GG:3.00,26,5,8,5,0,3,0.625,False,3,0,4.615384615384615,0.38461538461538414,6,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.50,GG:3.25,26,5,7,5,0,2,0.7142857142857143,False,3,0,4.423076923076923,0.1923076923076925,6,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.50,GG:3.50,26,5,7,5,0,2,0.7142857142857143,False,3,0,4.423076923076923,0.1923076923076925,6,5,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.75,GG:2.00,26,7,8,7,0,1,0.875,False,3,0,5.0,0.7692307692307692,7,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.75,GG:2.25,26,7,8,7,0,1,0.875,False,3,0,5.0,0.7692307692307692,7,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.75,GG:2.50,26,7,9,7,0,2,0.7777777777777778,False,3,0,5.1923076923076925,0.9615384615384617,7,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.75,GG:2.75,26,7,9,7,0,2,0.7777777777777778,False,3,0,5.1923076923076925,0.9615384615384617,7,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.75,GG:3.00,26,7,8,6,1,2,0.6666666666666666,True,3,0,5.0,0.7692307692307692,6,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.75,GG:3.25,26,7,7,6,1,1,0.75,True,3,0,4.8076923076923075,0.5769230769230766,6,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:1.75,GG:3.50,26,7,7,6,1,1,0.75,True,3,0,4.8076923076923075,0.5769230769230766,6,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:2.00,GG:2.25,26,8,8,8,0,0,1.0,False,3,0,5.1923076923076925,0.9615384615384617,8,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:2.00,GG:2.50,26,8,9,8,0,1,0.8888888888888888,False,3,0,5.384615384615385,1.1538461538461542,8,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:2.00,GG:2.75,26,8,9,8,0,1,0.8888888888888888,False,3,0,5.384615384615385,1.1538461538461542,8,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:2.00,GG:3.00,26,8,8,7,1,1,0.7777777777777778,True,3,0,5.1923076923076925,0.9615384615384617,7,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:2.00,GG:3.25,26,8,7,6,2,1,0.6666666666666666,True,3,0,5.0,0.7692307692307692,6,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:2.00,GG:3.50,26,8,7,6,2,1,0.6666666666666666,True,3,0,5.0,0.7692307692307692,6,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:2.25,GG:2.50,26,8,9,8,0,1,0.8888888888888888,False,3,0,5.384615384615385,1.1538461538461542,8,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:2.25,GG:2.75,26,8,9,8,0,1,0.8888888888888888,False,3,0,5.384615384615385,1.1538461538461542,8,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:2.25,GG:3.00,26,8,8,7,1,1,0.7777777777777778,True,3,0,5.1923076923076925,0.9615384615384617,7,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:2.25,GG:3.25,26,8,7,6,2,1,0.6666666666666666,True,3,0,5.0,0.7692307692307692,6,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:2.25,GG:3.50,26,8,7,6,2,1,0.6666666666666666,True,3,0,5.0,0.7692307692307692,6,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:2.50,GG:2.75,26,9,9,9,0,0,1.0,False,3,0,5.576923076923077,1.3461538461538458,9,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:2.50,GG:3.00,26,9,8,8,1,0,0.8888888888888888,False,3,0,5.384615384615385,1.1538461538461542,8,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:2.50,GG:3.25,26,9,7,7,2,0,0.7777777777777778,False,3,0,5.1923076923076925,0.9615384615384617,7,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:2.50,GG:3.50,26,9,7,7,2,0,0.7777777777777778,False,3,0,5.1923076923076925,0.9615384615384617,7,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:2.75,GG:3.00,26,9,8,8,1,0,0.8888888888888888,False,3,0,5.384615384615385,1.1538461538461542,8,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:2.75,GG:3.25,26,9,7,7,2,0,0.7777777777777778,False,3,0,5.1923076923076925,0.9615384615384617,7,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:2.75,GG:3.50,26,9,7,7,2,0,0.7777777777777778,False,3,0,5.1923076923076925,0.9615384615384617,7,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:3.00,GG:3.25,26,8,7,7,1,0,0.875,False,3,0,5.0,0.7692307692307692,7,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:3.00,GG:3.50,26,8,7,7,1,0,0.875,False,3,0,5.0,0.7692307692307692,7,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,1500,GG:3.25,GG:3.50,26,7,7,7,0,0,1.0,False,3,0,4.8076923076923075,0.5769230769230766,7,6,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,
3,6800,GG:0.50,GG:0.75,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.50,GG:1.00,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.50,GG:1.25,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.50,GG:1.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.50,GG:1.75,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.50,GG:2.00,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.50,GG:2.25,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.50,GG:2.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.50,GG:2.75,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.50,GG:3.00,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.50,GG:3.25,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.50,GG:3.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.75,GG:1.00,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.75,GG:1.25,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.75,GG:1.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.75,GG:1.75,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.75,GG:2.00,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.75,GG:2.25,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.75,GG:2.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.75,GG:2.75,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.75,GG:3.00,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.75,GG:3.25,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:0.75,GG:3.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.00,GG:1.25,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.00,GG:1.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.00,GG:1.75,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.00,GG:2.00,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.00,GG:2.25,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.00,GG:2.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.00,GG:2.75,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.00,GG:3.00,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.00,GG:3.25,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.00,GG:3.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.25,GG:1.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.25,GG:1.75,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.25,GG:2.00,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.25,GG:2.25,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.25,GG:2.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.25,GG:2.75,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.25,GG:3.00,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.25,GG:3.25,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.25,GG:3.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.50,GG:1.75,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.50,GG:2.00,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.50,GG:2.25,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.50,GG:2.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.50,GG:2.75,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.50,GG:3.00,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.50,GG:3.25,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.50,GG:3.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.75,GG:2.00,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.75,GG:2.25,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.75,GG:2.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.75,GG:2.75,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.75,GG:3.00,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.75,GG:3.25,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:1.75,GG:3.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:2.00,GG:2.25,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:2.00,GG:2.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:2.00,GG:2.75,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:2.00,GG:3.00,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:2.00,GG:3.25,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:2.00,GG:3.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:2.25,GG:2.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:2.25,GG:2.75,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:2.25,GG:3.00,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:2.25,GG:3.25,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:2.25,GG:3.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:2.50,GG:2.75,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:2.50,GG:3.00,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:2.50,GG:3.25,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:2.50,GG:3.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:2.75,GG:3.00,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:2.75,GG:3.25,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:2.75,GG:3.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:3.00,GG:3.25,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:3.00,GG:3.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
3,6800,GG:3.25,GG:3.50,26,0,0,0,0,0,,False,0,0,0.0,0.0,0,0,,
6,1500,GG:0.50,GG:0.75,13,7,7,6,1,1,0.75,True,1,0,8.076923076923077,2.6923076923076916,8,4,6m_2024-07-01,
6,1500,GG:0.50,GG:1.00,13,7,5,4,3,1,0.5,True,1,0,7.3076923076923075,1.9230769230769225,7,3,6m_2024-07-01,
6,1500,GG:0.50,GG:1.25,13,7,4,4,3,0,0.5714285714285714,False,1,0,6.923076923076923,1.5384615384615383,6,3,6m_2024-07-01,
6,1500,GG:0.50,GG:1.50,13,7,4,4,3,0,0.5714285714285714,False,1,0,6.923076923076923,1.5384615384615383,6,3,6m_2024-07-01,
6,1500,GG:0.50,GG:1.75,13,7,6,5,2,1,0.625,True,1,0,7.6923076923076925,2.3076923076923075,7,4,6m_2024-07-01,
6,1500,GG:0.50,GG:2.00,13,7,7,6,1,1,0.75,True,1,0,8.076923076923077,2.6923076923076916,7,5,6m_2024-07-01,
6,1500,GG:0.50,GG:2.25,13,7,7,6,1,1,0.75,True,1,0,8.076923076923077,2.6923076923076916,7,5,6m_2024-07-01,
6,1500,GG:0.50,GG:2.50,13,7,7,6,1,1,0.75,True,1,0,8.076923076923077,2.6923076923076916,7,5,6m_2024-07-01,
6,1500,GG:0.50,GG:2.75,13,7,7,6,1,1,0.75,True,1,0,8.076923076923077,2.6923076923076916,7,5,6m_2024-07-01,
6,1500,GG:0.50,GG:3.00,13,7,6,5,2,1,0.625,True,1,0,7.6923076923076925,2.3076923076923075,7,4,6m_2024-07-01,
6,1500,GG:0.50,GG:3.25,13,7,6,5,2,1,0.625,True,1,0,7.6923076923076925,2.3076923076923075,7,4,6m_2024-07-01,
6,1500,GG:0.50,GG:3.50,13,7,6,5,2,1,0.625,True,1,0,7.6923076923076925,2.3076923076923075,7,4,6m_2024-07-01,
6,1500,GG:0.75,GG:1.00,13,7,5,5,2,0,0.7142857142857143,False,1,0,7.3076923076923075,1.9230769230769225,6,4,6m_2024-07-01,
6,1500,GG:0.75,GG:1.25,13,7,4,4,3,0,0.5714285714285714,False,1,0,6.923076923076923,1.5384615384615383,6,3,6m_2024-07-01,
6,1500,GG:0.75,GG:1.50,13,7,4,4,3,0,0.5714285714285714,False,1,0,6.923076923076923,1.5384615384615383,6,3,6m_2024-07-01,
6,1500,GG:0.75,GG:1.75,13,7,6,6,1,0,0.8571428571428571,False,1,0,7.6923076923076925,2.3076923076923075,6,5,6m_2024-07-01,
6,1500,GG:0.75,GG:2.00,13,7,7,6,1,1,0.75,True,1,0,8.076923076923077,2.6923076923076916,7,5,6m_2024-07-01,
6,1500,GG:0.75,GG:2.25,13,7,7,6,1,1,0.75,True,1,0,8.076923076923077,2.6923076923076916,7,5,6m_2024-07-01,
6,1500,GG:0.75,GG:2.50,13,7,7,6,1,1,0.75,True,1,0,8.076923076923077,2.6923076923076916,7,5,6m_2024-07-01,
6,1500,GG:0.75,GG:2.75,13,7,7,6,1,1,0.75,True,1,0,8.076923076923077,2.6923076923076916,7,5,6m_2024-07-01,
6,1500,GG:0.75,GG:3.00,13,7,6,5,2,1,0.625,True,1,0,7.6923076923076925,2.3076923076923075,7,4,6m_2024-07-01,
6,1500,GG:0.75,GG:3.25,13,7,6,6,1,0,0.8571428571428571,False,1,0,7.6923076923076925,2.3076923076923075,6,5,6m_2024-07-01,
6,1500,GG:0.75,GG:3.50,13,7,6,6,1,0,0.8571428571428571,False,1,0,7.6923076923076925,2.3076923076923075,6,5,6m_2024-07-01,
6,1500,GG:1.00,GG:1.25,13,5,4,4,1,0,0.8,False,1,0,6.153846153846154,0.7692307692307692,5,3,6m_2024-07-01,
6,1500,GG:1.00,GG:1.50,13,5,4,4,1,0,0.8,False,1,0,6.153846153846154,0.7692307692307692,5,3,6m_2024-07-01,
6,1500,GG:1.00,GG:1.75,13,5,6,5,0,1,0.8333333333333334,False,1,0,6.923076923076923,1.5384615384615383,6,4,6m_2024-07-01,
6,1500,GG:1.00,GG:2.00,13,5,7,5,0,2,0.7142857142857143,False,1,0,7.3076923076923075,1.9230769230769225,7,4,6m_2024-07-01,
6,1500,GG:1.00,GG:2.25,13,5,7,5,0,2,0.7142857142857143,False,1,0,7.3076923076923075,1.9230769230769225,7,4,6m_2024-07-01,
