months,budget,gap,gg_lower,gg_higher,gg_shared,gg_low_only,gg_high_only,gg_reciprocal,rr_both_episodes,all_four_episodes,rr_joint_episodes_rescued
1,6800,40,GG:0.50,GG:0.75,0,0,0,False,0,0,0
1,6800,40,GG:0.50,GG:1.00,0,0,0,False,0,0,0
1,6800,40,GG:0.50,GG:1.25,0,0,0,False,0,0,0
1,6800,40,GG:0.50,GG:1.50,0,0,0,False,0,0,0
1,6800,40,GG:0.50,GG:1.75,0,0,0,False,0,0,0
1,6800,40,GG:0.50,GG:2.00,0,0,0,False,0,0,0
1,6800,40,GG:0.50,GG:2.25,0,0,0,False,0,0,0
1,6800,40,GG:0.50,GG:2.50,0,0,0,False,0,0,0
1,6800,40,GG:0.50,GG:2.75,0,0,0,False,0,0,0
1,6800,40,GG:0.50,GG:3.00,0,0,0,False,0,0,0
1,6800,40,GG:0.50,GG:3.25,0,0,0,False,0,0,0
1,6800,40,GG:0.50,GG:3.50,0,0,0,False,0,0,0
1,6800,40,GG:0.75,GG:1.00,0,0,0,False,0,0,0
1,6800,40,GG:0.75,GG:1.25,0,0,0,False,0,0,0
1,6800,40,GG:0.75,GG:1.50,0,0,0,False,0,0,0
1,6800,40,GG:0.75,GG:1.75,0,0,0,False,0,0,0
1,6800,40,GG:0.75,GG:2.00,0,0,0,False,0,0,0
1,6800,40,GG:0.75,GG:2.25,0,0,0,False,0,0,0
1,6800,40,GG:0.75,GG:2.50,0,0,0,False,0,0,0
1,6800,40,GG:0.75,GG:2.75,0,0,0,False,0,0,0
1,6800,40,GG:0.75,GG:3.00,0,0,0,False,0,0,0
1,6800,40,GG:0.75,GG:3.25,0,0,0,False,0,0,0
1,6800,40,GG:0.75,GG:3.50,0,0,0,False,0,0,0
1,6800,40,GG:1.00,GG:1.25,0,0,0,False,0,0,0
1,6800,40,GG:1.00,GG:1.50,0,0,0,False,0,0,0
1,6800,40,GG:1.00,GG:1.75,0,0,0,False,0,0,0
1,6800,40,GG:1.00,GG:2.00,0,0,0,False,0,0,0
1,6800,40,GG:1.00,GG:2.25,0,0,0,False,0,0,0
1,6800,40,GG:1.00,GG:2.50,0,0,0,False,0,0,0
1,6800,40,GG:1.00,GG:2.75,0,0,0,False,0,0,0
1,6800,40,GG:1.00,GG:3.00,0,0,0,False,0,0,0
1,6800,40,GG:1.00,GG:3.25,0,0,0,False,0,0,0
1,6800,40,GG:1.00,GG:3.50,0,0,0,False,0,0,0
1,6800,40,GG:1.25,GG:1.50,0,0,0,False,0,0,0
1,6800,40,GG:1.25,GG:1.75,0,0,0,False,0,0,0
1,6800,40,GG:1.25,GG:2.00,0,0,0,False,0,0,0
1,6800,40,GG:1.25,GG:2.25,0,0,0,False,0,0,0
1,6800,40,GG:1.25,GG:2.50,0,0,0,False,0,0,0
1,6800,40,GG:1.25,GG:2.75,0,0,0,False,0,0,0
1,6800,40,GG:1.25,GG:3.00,0,0,0,False,0,0,0
1,6800,40,GG:1.25,GG:3.25,0,0,0,False,0,0,0
1,6800,40,GG:1.25,GG:3.50,0,0,0,False,0,0,0
1,6800,40,GG:1.50,GG:1.75,0,0,0,False,0,0,0
1,6800,40,GG:1.50,GG:2.00,0,0,0,False,0,0,0
1,6800,40,GG:1.50,GG:2.25,0,0,0,False,0,0,0
1,6800,40,GG:1.50,GG:2.50,0,0,0,False,0,0,0
1,6800,40,GG:1.50,GG:2.75,0,0,0,False,0,0,0
1,6800,40,GG:1.50,GG:3.00,0,0,0,False,0,0,0
1,6800,40,GG:1.50,GG:3.25,0,0,0,False,0,0,0
1,6800,40,GG:1.50,GG:3.50,0,0,0,False,0,0,0
1,6800,40,GG:1.75,GG:2.00,0,0,0,False,0,0,0
1,6800,40,GG:1.75,GG:2.25,0,0,0,False,0,0,0
1,6800,40,GG:1.75,GG:2.50,0,0,0,False,0,0,0
1,6800,40,GG:1.75,GG:2.75,0,0,0,False,0,0,0
1,6800,40,GG:1.75,GG:3.00,0,0,0,False,0,0,0
1,6800,40,GG:1.75,GG:3.25,0,0,0,False,0,0,0
1,6800,40,GG:1.75,GG:3.50,0,0,0,False,0,0,0
1,6800,40,GG:2.00,GG:2.25,0,0,0,False,0,0,0
1,6800,40,GG:2.00,GG:2.50,0,0,0,False,0,0,0
1,6800,40,GG:2.00,GG:2.75,0,0,0,False,0,0,0
1,6800,40,GG:2.00,GG:3.00,0,0,0,False,0,0,0
1,6800,40,GG:2.00,GG:3.25,0,0,0,False,0,0,0
1,6800,40,GG:2.00,GG:3.50,0,0,0,False,0,0,0
1,6800,40,GG:2.25,GG:2.50,0,0,0,False,0,0,0
1,6800,40,GG:2.25,GG:2.75,0,0,0,False,0,0,0
1,6800,40,GG:2.25,GG:3.00,0,0,0,False,0,0,0
1,6800,40,GG:2.25,GG:3.25,0,0,0,False,0,0,0
1,6800,40,GG:2.25,GG:3.50,0,0,0,False,0,0,0
1,6800,40,GG:2.50,GG:2.75,0,0,0,False,0,0,0
1,6800,40,GG:2.50,GG:3.00,0,0,0,False,0,0,0
1,6800,40,GG:2.50,GG:3.25,0,0,0,False,0,0,0
1,6800,40,GG:2.50,GG:3.50,0,0,0,False,0,0,0
1,6800,40,GG:2.75,GG:3.00,0,0,0,False,0,0,0
1,6800,40,GG:2.75,GG:3.25,0,0,0,False,0,0,0
1,6800,40,GG:2.75,GG:3.50,0,0,0,False,0,0,0
1,6800,40,GG:3.00,GG:3.25,0,0,0,False,0,0,0
1,6800,40,GG:3.00,GG:3.50,0,0,0,False,0,0,0
1,6800,40,GG:3.25,GG:3.50,0,0,0,False,0,0,0
3,1500,5,GG:0.50,GG:0.75,7,2,2,True,2,2,0
3,1500,5,GG:0.50,GG:1.00,5,4,1,True,2,2,0
3,1500,5,GG:0.50,GG:1.25,5,4,0,False,2,2,0
3,1500,5,GG:0.50,GG:1.50,5,4,0,False,2,2,0
3,1500,5,GG:0.50,GG:1.75,6,3,1,True,2,2,0
3,1500,5,GG:0.50,GG:2.00,7,2,1,True,2,2,0
3,1500,5,GG:0.50,GG:2.25,7,2,1,True,2,2,0
3,1500,5,GG:0.50,GG:2.50,8,1,1,True,2,2,0
3,1500,5,GG:0.50,GG:2.75,8,1,1,True,2,2,0
3,1500,5,GG:0.50,GG:3.00,7,2,1,True,2,2,0
3,1500,5,GG:0.50,GG:3.25,6,3,1,True,2,2,0
3,1500,5,GG:0.50,GG:3.50,6,3,1,True,2,2,0
3,1500,5,GG:0.75,GG:1.00,6,3,0,False,2,2,0
3,1500,5,GG:0.75,GG:1.25,5,4,0,False,2,2,0
3,1500,5,GG:0.75,GG:1.50,5,4,0,False,2,2,0
3,1500,5,GG:0.75,GG:1.75,7,2,0,False,2,2,0
3,1500,5,GG:0.75,GG:2.00,7,2,1,True,2,2,0
3,1500,5,GG:0.75,GG:2.25,7,2,1,True,2,2,0
3,1500,5,GG:0.75,GG:2.50,8,1,1,True,2,2,0
3,1500,5,GG:0.75,GG:2.75,8,1,1,True,2,2,0
3,1500,5,GG:0.75,GG:3.00,7,2,1,True,2,2,0
3,1500,5,GG:0.75,GG:3.25,7,2,0,False,2,2,0
3,1500,5,GG:0.75,GG:3.50,7,2,0,False,2,2,0
3,1500,5,GG:1.00,GG:1.25,5,1,0,False,2,2,0
3,1500,5,GG:1.00,GG:1.50,5,1,0,False,2,2,0
3,1500,5,GG:1.00,GG:1.75,6,0,1,False,2,2,0
3,1500,5,GG:1.00,GG:2.00,6,0,2,False,2,2,0
3,1500,5,GG:1.00,GG:2.25,6,0,2,False,2,2,0
3,1500,5,GG:1.00,GG:2.50,6,0,3,False,2,2,0
3,1500,5,GG:1.00,GG:2.75,6,0,3,False,2,2,0
3,1500,5,GG:1.00,GG:3.00,6,0,2,False,2,2,0
3,1500,5,GG:1.00,GG:3.25,6,0,1,False,2,2,0
3,1500,5,GG:1.00,GG:3.50,6,0,1,False,2,2,0
3,1500,5,GG:1.25,GG:1.50,5,0,0,False,2,2,0
3,1500,5,GG:1.25,GG:1.75,5,0,2,False,2,2,0
3,1500,5,GG:1.25,GG:2.00,5,0,3,False,2,2,0
3,1500,5,GG:1.25,GG:2.25,5,0,3,False,2,2,0
3,1500,5,GG:1.25,GG:2.50,5,0,4,False,2,2,0
3,1500,5,GG:1.25,GG:2.75,5,0,4,False,2,2,0
3,1500,5,GG:1.25,GG:3.00,5,0,3,False,2,2,0
3,1500,5,GG:1.25,GG:3.25,5,0,2,False,2,2,0
3,1500,5,GG:1.25,GG:3.50,5,0,2,False,2,2,0
3,1500,5,GG:1.50,GG:1.75,5,0,2,False,2,2,0
3,1500,5,GG:1.50,GG:2.00,5,0,3,False,2,2,0
3,1500,5,GG:1.50,GG:2.25,5,0,3,False,2,2,0
3,1500,5,GG:1.50,GG:2.50,5,0,4,False,2,2,0
3,1500,5,GG:1.50,GG:2.75,5,0,4,False,2,2,0
3,1500,5,GG:1.50,GG:3.00,5,0,3,False,2,2,0
3,1500,5,GG:1.50,GG:3.25,5,0,2,False,2,2,0
3,1500,5,GG:1.50,GG:3.50,5,0,2,False,2,2,0
3,1500,5,GG:1.75,GG:2.00,7,0,1,False,2,2,0
3,1500,5,GG:1.75,GG:2.25,7,0,1,False,2,2,0
3,1500,5,GG:1.75,GG:2.50,7,0,2,False,2,2,0
3,1500,5,GG:1.75,GG:2.75,7,0,2,False,2,2,0
3,1500,5,GG:1.75,GG:3.00,6,1,2,True,2,2,0
3,1500,5,GG:1.75,GG:3.25,6,1,1,True,2,2,0
3,1500,5,GG:1.75,GG:3.50,6,1,1,True,2,2,0
3,1500,5,GG:2.00,GG:2.25,8,0,0,False,2,2,0
3,1500,5,GG:2.00,GG:2.50,8,0,1,False,2,2,0
3,1500,5,GG:2.00,GG:2.75,8,0,1,False,2,2,0
3,1500,5,GG:2.00,GG:3.00,7,1,1,True,2,2,0
3,1500,5,GG:2.00,GG:3.25,6,2,1,True,2,2,0
3,1500,5,GG:2.00,GG:3.50,6,2,1,True,2,2,0
3,1500,5,GG:2.25,GG:2.50,8,0,1,False,2,2,0
3,1500,5,GG:2.25,GG:2.75,8,0,1,False,2,2,0
3,1500,5,GG:2.25,GG:3.00,7,1,1,True,2,2,0
3,1500,5,GG:2.25,GG:3.25,6,2,1,True,2,2,0
3,1500,5,GG:2.25,GG:3.50,6,2,1,True,2,2,0
3,1500,5,GG:2.50,GG:2.75,9,0,0,False,2,2,0
3,1500,5,GG:2.50,GG:3.00,8,1,0,False,2,2,0
3,1500,5,GG:2.50,GG:3.25,7,2,0,False,2,2,0
3,1500,5,GG:2.50,GG:3.50,7,2,0,False,2,2,0
3,1500,5,GG:2.75,GG:3.00,8,1,0,False,2,2,0
3,1500,5,GG:2.75,GG:3.25,7,2,0,False,2,2,0
3,1500,5,GG:2.75,GG:3.50,7,2,0,False,2,2,0
3,1500,5,GG:3.00,GG:3.25,7,1,0,False,2,2,0
3,1500,5,GG:3.00,GG:3.50,7,1,0,False,2,2,0
3,1500,5,GG:3.25,GG:3.50,7,0,0,False,2,2,0
3,1500,20,GG:0.50,GG:0.75,6,2,2,True,2,2,0
3,1500,20,GG:0.50,GG:1.00,5,3,1,True,2,2,0
3,1500,20,GG:0.50,GG:1.25,5,3,0,False,2,2,0
3,1500,20,GG:0.50,GG:1.50,5,3,0,False,2,2,0
3,1500,20,GG:0.50,GG:1.75,6,2,1,True,2,2,0
3,1500,20,GG:0.50,GG:2.00,7,1,1,True,2,2,0
3,1500,20,GG:0.50,GG:2.25,7,1,1,True,2,2,0
3,1500,20,GG:0.50,GG:2.50,7,1,1,True,2,2,0
3,1500,20,GG:0.50,GG:2.75,7,1,1,True,2,2,0
3,1500,20,GG:0.50,GG:3.00,6,2,1,True,2,2,0
3,1500,20,GG:0.50,GG:3.25,5,3,1,True,2,2,0
3,1500,20,GG:0.50,GG:3.50,5,3,1,True,2,2,0
3,1500,20,GG:0.75,GG:1.00,6,2,0,False,2,2,0
3,1500,20,GG:0.75,GG:1.25,5,3,0,False,2,2,0
3,1500,20,GG:0.75,GG:1.50,5,3,0,False,2,2,0
3,1500,20,GG:0.75,GG:1.75,7,1,0,False,2,2,0
3,1500,20,GG:0.75,GG:2.00,7,1,1,True,2,2,0
3,1500,20,GG:0.75,GG:2.25,7,1,1,True,2,2,0
3,1500,20,GG:0.75,GG:2.50,7,1,1,True,2,2,0
3,1500,20,GG:0.75,GG:2.75,7,1,1,True,2,2,0
3,1500,20,GG:0.75,GG:3.00,6,2,1,True,2,2,0
3,1500,20,GG:0.75,GG:3.25,6,2,0,False,2,2,0
3,1500,20,GG:0.75,GG:3.50,6,2,0,False,2,2,0
3,1500,20,GG:1.00,GG:1.25,5,1,0,False,2,2,0
3,1500,20,GG:1.00,GG:1.50,5,1,0,False,2,2,0
3,1500,20,GG:1.00,GG:1.75,6,0,1,False,2,2,0
3,1500,20,GG:1.00,GG:2.00,6,0,2,False,2,2,0
3,1500,20,GG:1.00,GG:2.25,6,0,2,False,2,2,0
3,1500,20,GG:1.00,GG:2.50,6,0,2,False,2,2,0
3,1500,20,GG:1.00,GG:2.75,6,0,2,False,2,2,0
3,1500,20,GG:1.00,GG:3.00,6,0,1,False,2,2,0
3,1500,20,GG:1.00,GG:3.25,6,0,0,False,2,2,0
3,1500,20,GG:1.00,GG:3.50,6,0,0,False,2,2,0
3,1500,20,GG:1.25,GG:1.50,5,0,0,False,2,2,0
3,1500,20,GG:1.25,GG:1.75,5,0,2,False,2,2,0
3,1500,20,GG:1.25,GG:2.00,5,0,3,False,2,2,0
3,1500,20,GG:1.25,GG:2.25,5,0,3,False,2,2,0
3,1500,20,GG:1.25,GG:2.50,5,0,3,False,2,2,0
3,1500,20,GG:1.25,GG:2.75,5,0,3,False,2,2,0
3,1500,20,GG:1.25,GG:3.00,5,0,2,False,2,2,0
3,1500,20,GG:1.25,GG:3.25,5,0,1,False,2,2,0
3,1500,20,GG:1.25,GG:3.50,5,0,1,False,2,2,0
3,1500,20,GG:1.50,GG:1.75,5,0,2,False,2,2,0
3,1500,20,GG:1.50,GG:2.00,5,0,3,False,2,2,0
3,1500,20,GG:1.50,GG:2.25,5,0,3,False,2,2,0
3,1500,20,GG:1.50,GG:2.50,5,0,3,False,2,2,0
3,1500,20,GG:1.50,GG:2.75,5,0,3,False,2,2,0
3,1500,20,GG:1.50,GG:3.00,5,0,2,False,2,2,0
3,1500,20,GG:1.50,GG:3.25,5,0,1,False,2,2,0
3,1500,20,GG:1.50,GG:3.50,5,0,1,False,2,2,0
3,1500,20,GG:1.75,GG:2.00,7,0,1,False,2,2,0
3,1500,20,GG:1.75,GG:2.25,7,0,1,False,2,2,0
3,1500,20,GG:1.75,GG:2.50,7,0,1,False,2,2,0
3,1500,20,GG:1.75,GG:2.75,7,0,1,False,2,2,0
3,1500,20,GG:1.75,GG:3.00,6,1,1,True,2,2,0
3,1500,20,GG:1.75,GG:3.25,6,1,0,False,2,2,0
3,1500,20,GG:1.75,GG:3.50,6,1,0,False,2,2,0
3,1500,20,GG:2.00,GG:2.25,8,0,0,False,2,2,0
3,1500,20,GG:2.00,GG:2.50,8,0,0,False,2,2,0
3,1500,20,GG:2.00,GG:2.75,8,0,0,False,2,2,0
3,1500,20,GG:2.00,GG:3.00,7,1,0,False,2,2,0
3,1500,20,GG:2.00,GG:3.25,6,2,0,False,2,2,0
3,1500,20,GG:2.00,GG:3.50,6,2,0,False,2,2,0
3,1500,20,GG:2.25,GG:2.50,8,0,0,False,2,2,0
3,1500,20,GG:2.25,GG:2.75,8,0,0,False,2,2,0
3,1500,20,GG:2.25,GG:3.00,7,1,0,False,2,2,0
3,1500,20,GG:2.25,GG:3.25,6,2,0,False,2,2,0
3,1500,20,GG:2.25,GG:3.50,6,2,0,False,2,2,0
3,1500,20,GG:2.50,GG:2.75,8,0,0,False,2,2,0
3,1500,20,GG:2.50,GG:3.00,7,1,0,False,2,2,0
3,1500,20,GG:2.50,GG:3.25,6,2,0,False,2,2,0
3,1500,20,GG:2.50,GG:3.50,6,2,0,False,2,2,0
3,1500,20,GG:2.75,GG:3.00,7,1,0,False,2,2,0
3,1500,20,GG:2.75,GG:3.25,6,2,0,False,2,2,0
3,1500,20,GG:2.75,GG:3.50,6,2,0,False,2,2,0
3,1500,20,GG:3.00,GG:3.25,6,1,0,False,2,2,0
3,1500,20,GG:3.00,GG:3.50,6,1,0,False,2,2,0
3,1500,20,GG:3.25,GG:3.50,6,0,0,False,2,2,0
3,1500,40,GG:0.50,GG:0.75,6,2,2,True,3,3,0
3,1500,40,GG:0.50,GG:1.00,5,3,1,True,3,3,0
3,1500,40,GG:0.50,GG:1.25,5,3,0,False,3,3,0
3,1500,40,GG:0.50,GG:1.50,5,3,0,False,3,3,0
3,1500,40,GG:0.50,GG:1.75,6,2,1,True,3,3,0
3,1500,40,GG:0.50,GG:2.00,7,1,1,True,3,3,0
3,1500,40,GG:0.50,GG:2.25,7,1,1,True,3,3,0
3,1500,40,GG:0.50,GG:2.50,7,1,1,True,3,3,0
3,1500,40,GG:0.50,GG:2.75,7,1,1,True,3,3,0
3,1500,40,GG:0.50,GG:3.00,6,2,1,True,3,3,0
3,1500,40,GG:0.50,GG:3.25,5,3,1,True,3,3,0
3,1500,40,GG:0.50,GG:3.50,5,3,1,True,3,3,0
3,1500,40,GG:0.75,GG:1.00,6,2,0,False,3,3,0
3,1500,40,GG:0.75,GG:1.25,5,3,0,False,3,3,0
3,1500,40,GG:0.75,GG:1.50,5,3,0,False,3,3,0
3,1500,40,GG:0.75,GG:1.75,7,1,0,False,3,3,0
3,1500,40,GG:0.75,GG:2.00,7,1,1,True,3,3,0
3,1500,40,GG:0.75,GG:2.25,7,1,1,True,3,3,0
3,1500,40,GG:0.75,GG:2.50,7,1,1,True,3,3,0
3,1500,40,GG:0.75,GG:2.75,7,1,1,True,3,3,0
3,1500,40,GG:0.75,GG:3.00,6,2,1,True,3,3,0
3,1500,40,GG:0.75,GG:3.25,6,2,0,False,3,3,0
3,1500,40,GG:0.75,GG:3.50,6,2,0,False,3,3,0
3,1500,40,GG:1.00,GG:1.25,5,1,0,False,3,3,0
3,1500,40,GG:1.00,GG:1.50,5,1,0,False,3,3,0
3,1500,40,GG:1.00,GG:1.75,6,0,1,False,3,3,0
3,1500,40,GG:1.00,GG:2.00,6,0,2,False,3,3,0
3,1500,40,GG:1.00,GG:2.25,6,0,2,False,3,3,0
3,1500,40,GG:1.00,GG:2.50,6,0,2,False,3,3,0
3,1500,40,GG:1.00,GG:2.75,6,0,2,False,3,3,0
3,1500,40,GG:1.00,GG:3.00,6,0,1,False,3,3,0
3,1500,40,GG:1.00,GG:3.25,6,0,0,False,3,3,0
3,1500,40,GG:1.00,GG:3.50,6,0,0,False,3,3,0
3,1500,40,GG:1.25,GG:1.50,5,0,0,False,3,3,0
3,1500,40,GG:1.25,GG:1.75,5,0,2,False,3,3,0
3,1500,40,GG:1.25,GG:2.00,5,0,3,False,3,3,0
3,1500,40,GG:1.25,GG:2.25,5,0,3,False,3,3,0
3,1500,40,GG:1.25,GG:2.50,5,0,3,False,3,3,0
3,1500,40,GG:1.25,GG:2.75,5,0,3,False,3,3,0
3,1500,40,GG:1.25,GG:3.00,5,0,2,False,3,3,0
3,1500,40,GG:1.25,GG:3.25,5,0,1,False,3,3,0
3,1500,40,GG:1.25,GG:3.50,5,0,1,False,3,3,0
3,1500,40,GG:1.50,GG:1.75,5,0,2,False,3,3,0
3,1500,40,GG:1.50,GG:2.00,5,0,3,False,3,3,0
3,1500,40,GG:1.50,GG:2.25,5,0,3,False,3,3,0
3,1500,40,GG:1.50,GG:2.50,5,0,3,False,3,3,0
3,1500,40,GG:1.50,GG:2.75,5,0,3,False,3,3,0
3,1500,40,GG:1.50,GG:3.00,5,0,2,False,3,3,0
3,1500,40,GG:1.50,GG:3.25,5,0,1,False,3,3,0
3,1500,40,GG:1.50,GG:3.50,5,0,1,False,3,3,0
3,1500,40,GG:1.75,GG:2.00,7,0,1,False,3,3,0
3,1500,40,GG:1.75,GG:2.25,7,0,1,False,3,3,0
3,1500,40,GG:1.75,GG:2.50,7,0,1,False,3,3,0
3,1500,40,GG:1.75,GG:2.75,7,0,1,False,3,3,0
3,1500,40,GG:1.75,GG:3.00,6,1,1,True,3,3,0
3,1500,40,GG:1.75,GG:3.25,6,1,0,False,3,3,0
3,1500,40,GG:1.75,GG:3.50,6,1,0,False,3,3,0
3,1500,40,GG:2.00,GG:2.25,8,0,0,False,3,3,0
3,1500,40,GG:2.00,GG:2.50,8,0,0,False,3,3,0
3,1500,40,GG:2.00,GG:2.75,8,0,0,False,3,3,0
3,1500,40,GG:2.00,GG:3.00,7,1,0,False,3,3,0
3,1500,40,GG:2.00,GG:3.25,6,2,0,False,3,3,0
3,1500,40,GG:2.00,GG:3.50,6,2,0,False,3,3,0
3,1500,40,GG:2.25,GG:2.50,8,0,0,False,3,3,0
3,1500,40,GG:2.25,GG:2.75,8,0,0,False,3,3,0
3,1500,40,GG:2.25,GG:3.00,7,1,0,False,3,3,0
3,1500,40,GG:2.25,GG:3.25,6,2,0,False,3,3,0
3,1500,40,GG:2.25,GG:3.50,6,2,0,False,3,3,0
3,1500,40,GG:2.50,GG:2.75,8,0,0,False,3,3,0
3,1500,40,GG:2.50,GG:3.00,7,1,0,False,3,3,0
3,1500,40,GG:2.50,GG:3.25,6,2,0,False,3,3,0
3,1500,40,GG:2.50,GG:3.50,6,2,0,False,3,3,0
3,1500,40,GG:2.75,GG:3.00,7,1,0,False,3,3,0
3,1500,40,GG:2.75,GG:3.25,6,2,0,False,3,3,0
3,1500,40,GG:2.75,GG:3.50,6,2,0,False,3,3,0
3,1500,40,GG:3.00,GG:3.25,6,1,0,False,3,3,0
3,1500,40,GG:3.00,GG:3.50,6,1,0,False,3,3,0
3,1500,40,GG:3.25,GG:3.50,6,0,0,False,3,3,0
3,6800,5,GG:0.50,GG:0.75,0,0,0,False,0,0,0
3,6800,5,GG:0.50,GG:1.00,0,0,0,False,0,0,0
3,6800,5,GG:0.50,GG:1.25,0,0,0,False,0,0,0
3,6800,5,GG:0.50,GG:1.50,0,0,0,False,0,0,0
3,6800,5,GG:0.50,GG:1.75,0,0,0,False,0,0,0
3,6800,5,GG:0.50,GG:2.00,0,0,0,False,0,0,0
3,6800,5,GG:0.50,GG:2.25,0,0,0,False,0,0,0
3,6800,5,GG:0.50,GG:2.50,0,0,0,False,0,0,0
3,6800,5,GG:0.50,GG:2.75,0,0,0,False,0,0,0
3,6800,5,GG:0.50,GG:3.00,0,0,0,False,0,0,0
3,6800,5,GG:0.50,GG:3.25,0,0,0,False,0,0,0
3,6800,5,GG:0.50,GG:3.50,0,0,0,False,0,0,0
3,6800,5,GG:0.75,GG:1.00,0,0,0,False,0,0,0
3,6800,5,GG:0.75,GG:1.25,0,0,0,False,0,0,0
3,6800,5,GG:0.75,GG:1.50,0,0,0,False,0,0,0
3,6800,5,GG:0.75,GG:1.75,0,0,0,False,0,0,0
3,6800,5,GG:0.75,GG:2.00,0,0,0,False,0,0,0
3,6800,5,GG:0.75,GG:2.25,0,0,0,False,0,0,0
3,6800,5,GG:0.75,GG:2.50,0,0,0,False,0,0,0
3,6800,5,GG:0.75,GG:2.75,0,0,0,False,0,0,0
3,6800,5,GG:0.75,GG:3.00,0,0,0,False,0,0,0
3,6800,5,GG:0.75,GG:3.25,0,0,0,False,0,0,0
3,6800,5,GG:0.75,GG:3.50,0,0,0,False,0,0,0
3,6800,5,GG:1.00,GG:1.25,0,0,0,False,0,0,0
3,6800,5,GG:1.00,GG:1.50,0,0,0,False,0,0,0
3,6800,5,GG:1.00,GG:1.75,0,0,0,False,0,0,0
3,6800,5,GG:1.00,GG:2.00,0,0,0,False,0,0,0
3,6800,5,GG:1.00,GG:2.25,0,0,0,False,0,0,0
3,6800,5,GG:1.00,GG:2.50,0,0,0,False,0,0,0
3,6800,5,GG:1.00,GG:2.75,0,0,0,False,0,0,0
3,6800,5,GG:1.00,GG:3.00,0,0,0,False,0,0,0
3,6800,5,GG:1.00,GG:3.25,0,0,0,False,0,0,0
3,6800,5,GG:1.00,GG:3.50,0,0,0,False,0,0,0
3,6800,5,GG:1.25,GG:1.50,0,0,0,False,0,0,0
3,6800,5,GG:1.25,GG:1.75,0,0,0,False,0,0,0
3,6800,5,GG:1.25,GG:2.00,0,0,0,False,0,0,0
3,6800,5,GG:1.25,GG:2.25,0,0,0,False,0,0,0
3,6800,5,GG:1.25,GG:2.50,0,0,0,False,0,0,0
3,6800,5,GG:1.25,GG:2.75,0,0,0,False,0,0,0
3,6800,5,GG:1.25,GG:3.00,0,0,0,False,0,0,0
3,6800,5,GG:1.25,GG:3.25,0,0,0,False,0,0,0
3,6800,5,GG:1.25,GG:3.50,0,0,0,False,0,0,0
3,6800,5,GG:1.50,GG:1.75,0,0,0,False,0,0,0
3,6800,5,GG:1.50,GG:2.00,0,0,0,False,0,0,0
3,6800,5,GG:1.50,GG:2.25,0,0,0,False,0,0,0
3,6800,5,GG:1.50,GG:2.50,0,0,0,False,0,0,0
3,6800,5,GG:1.50,GG:2.75,0,0,0,False,0,0,0
3,6800,5,GG:1.50,GG:3.00,0,0,0,False,0,0,0
3,6800,5,GG:1.50,GG:3.25,0,0,0,False,0,0,0
3,6800,5,GG:1.50,GG:3.50,0,0,0,False,0,0,0
3,6800,5,GG:1.75,GG:2.00,0,0,0,False,0,0,0
3,6800,5,GG:1.75,GG:2.25,0,0,0,False,0,0,0
3,6800,5,GG:1.75,GG:2.50,0,0,0,False,0,0,0
3,6800,5,GG:1.75,GG:2.75,0,0,0,False,0,0,0
3,6800,5,GG:1.75,GG:3.00,0,0,0,False,0,0,0
3,6800,5,GG:1.75,GG:3.25,0,0,0,False,0,0,0
3,6800,5,GG:1.75,GG:3.50,0,0,0,False,0,0,0
3,6800,5,GG:2.00,GG:2.25,0,0,0,False,0,0,0
3,6800,5,GG:2.00,GG:2.50,0,0,0,False,0,0,0
3,6800,5,GG:2.00,GG:2.75,0,0,0,False,0,0,0
3,6800,5,GG:2.00,GG:3.00,0,0,0,False,0,0,0
3,6800,5,GG:2.00,GG:3.25,0,0,0,False,0,0,0
3,6800,5,GG:2.00,GG:3.50,0,0,0,False,0,0,0
3,6800,5,GG:2.25,GG:2.50,0,0,0,False,0,0,0
3,6800,5,GG:2.25,GG:2.75,0,0,0,False,0,0,0
3,6800,5,GG:2.25,GG:3.00,0,0,0,False,0,0,0
3,6800,5,GG:2.25,GG:3.25,0,0,0,False,0,0,0
3,6800,5,GG:2.25,GG:3.50,0,0,0,False,0,0,0
3,6800,5,GG:2.50,GG:2.75,0,0,0,False,0,0,0
3,6800,5,GG:2.50,GG:3.00,0,0,0,False,0,0,0
3,6800,5,GG:2.50,GG:3.25,0,0,0,False,0,0,0
3,6800,5,GG:2.50,GG:3.50,0,0,0,False,0,0,0
3,6800,5,GG:2.75,GG:3.00,0,0,0,False,0,0,0
3,6800,5,GG:2.75,GG:3.25,0,0,0,False,0,0,0
3,6800,5,GG:2.75,GG:3.50,0,0,0,False,0,0,0
3,6800,5,GG:3.00,GG:3.25,0,0,0,False,0,0,0
3,6800,5,GG:3.00,GG:3.50,0,0,0,False,0,0,0
3,6800,5,GG:3.25,GG:3.50,0,0,0,False,0,0,0
3,6800,20,GG:0.50,GG:0.75,0,0,0,False,0,0,0
3,6800,20,GG:0.50,GG:1.00,0,0,0,False,0,0,0
3,6800,20,GG:0.50,GG:1.25,0,0,0,False,0,0,0
3,6800,20,GG:0.50,GG:1.50,0,0,0,False,0,0,0
3,6800,20,GG:0.50,GG:1.75,0,0,0,False,0,0,0
3,6800,20,GG:0.50,GG:2.00,0,0,0,False,0,0,0
3,6800,20,GG:0.50,GG:2.25,0,0,0,False,0,0,0
