cohort,kind,start,portfolio,lower_rr,higher_rr,lower_weight,net_pnl,max_drawdown,worst_drawdown_at,longest_underwater_trading_dates,longest_underwater_calendar_days,unrecovered_at_end,recovered_episodes,worst_1d_change,worst_5d_change,worst_20d_change,mdd_delta_vs_rr1,pnl_delta_vs_rr1,beats_both_constituents,smoothing
12m_2024-04-01,12m,2024-04-01,pair_0.50_2.25_low50,0.50,2.25,0.5,6373.2,2963.4750000000004,2025-03-11,44,62,True,28,-731.5000000000009,-1928.4249999999993,-2593.675,293.5750000000007,-2552.1500000000005,False,260.5999999999999
12m_2024-04-01,12m,2024-04-01,pair_0.50_2.25_low75,0.50,2.25,0.75,6611.95,2763.2124999999996,2025-03-11,29,41,True,29,-719.6499999999996,-1813.4124999999995,-2455.5125000000007,93.3125,-2313.4000000000005,False,199.9250000000011
12m_2024-04-01,12m,2024-04-01,pair_0.50_2.50_low25,0.50,2.50,0.25,7365.687500000001,3162.9874999999993,2025-03-11,47,65,True,25,-743.3499999999995,-1920.4375,-2861.9375,493.08749999999964,-1559.6624999999995,False,45.87500000000091
12m_2024-04-01,12m,2024-04-01,pair_0.50_2.50_low50,0.50,2.50,0.5,7194.025,2948.2250000000013,2025-03-11,43,61,True,27,-731.5,-1846.4250000000002,-2578.425,278.32500000000164,-1731.3250000000007,False,91.74999999999909
12m_2024-04-01,12m,2024-04-01,pair_0.50_2.50_low75,0.50,2.50,0.75,7022.362499999999,2755.5874999999996,2025-03-11,27,39,True,29,-719.6500000000005,-1772.4124999999995,-2447.8875000000007,85.6875,-1902.987500000001,False,115.50000000000091
12m_2024-04-01,12m,2024-04-01,pair_0.50_2.75_low25,0.50,2.75,0.25,6028.325,3748.0250000000005,2024-08-07,85,119,True,20,-743.3499999999995,-2203.8250000000007,-3748.0250000000005,1078.125000000001,-2897.0250000000005,False,328.21249999999964
12m_2024-04-01,12m,2024-04-01,pair_0.50_2.75_low50,0.50,2.75,0.5,6302.45,3118.875000000001,2025-03-11,49,69,True,27,-731.5,-2035.3500000000004,-2961.8,448.9750000000013,-2622.9000000000005,False,499.34999999999945
12m_2024-04-01,12m,2024-04-01,pair_0.50_2.75_low75,0.50,2.75,0.75,6576.575,2850.05,2025-03-11,43,61,True,27,-719.6500000000005,-1866.874999999999,-2500.2000000000007,180.15000000000055,-2348.7750000000005,False,310.16250000000036
12m_2024-04-01,12m,2024-04-01,pair_0.50_3.00_low25,0.50,3.00,0.25,5204.375,3588.7999999999993,2024-08-07,84,118,True,19,-743.3500000000004,-2203.825,-3516.2749999999996,918.8999999999996,-3720.9750000000004,False,293.71250000000055
12m_2024-04-01,12m,2024-04-01,pair_0.50_3.00_low50,0.50,3.00,0.5,5753.15,3106.6000000000004,2025-03-11,60,84,True,23,-731.5,-2035.3499999999995,-2807.2999999999997,436.7000000000007,-3172.2000000000007,False,382.4749999999999
12m_2024-04-01,12m,2024-04-01,pair_0.50_3.00_low75,0.50,3.00,0.75,6301.924999999999,2839.175,2025-03-11,43,61,True,27,-719.6500000000005,-1866.875,-2516.175000000001,169.27500000000055,-2623.425000000001,False,256.46250000000055
12m_2024-04-01,12m,2024-04-01,pair_0.50_3.25_low25,0.50,3.25,0.25,4493.8625,3598.8499999999995,2024-08-07,84,118,True,18,-743.3500000000004,-2299.0374999999995,-3526.325,928.9499999999998,-4431.4875,False,293.71250000000055
12m_2024-04-01,12m,2024-04-01,pair_0.50_3.25_low50,0.50,3.25,0.5,5279.475,3170.0750000000007,2025-03-11,54,76,True,23,-731.5,-2098.825,-2895.7999999999993,500.1750000000011,-3645.875,False,325.69999999999936
12m_2024-04-01,12m,2024-04-01,pair_0.50_3.25_low75,0.50,3.25,0.75,6065.0875,2870.9124999999995,2025-03-11,43,61,True,26,-719.6499999999996,-1898.6124999999993,-2530.6375000000007,201.01249999999982,-2860.2625000000007,False,228.07500000000073
12m_2024-04-01,12m,2024-04-01,pair_0.50_3.50_low25,0.50,3.50,0.25,5164.662499999999,3541.350000000001,2025-03-13,83,117,True,17,-743.3499999999995,-2299.0375000000004,-3348.600000000001,871.4500000000012,-3760.687500000001,False,181.93749999999955
12m_2024-04-01,12m,2024-04-01,pair_0.50_3.50_low50,0.50,3.50,0.5,5726.674999999999,3158.3250000000007,2025-03-11,45,63,True,25,-731.5,-2098.825,-2884.05,488.4250000000011,-3198.675000000001,False,224.5999999999999
12m_2024-04-01,12m,2024-04-01,pair_0.50_3.50_low75,0.50,3.50,0.75,6288.6875,2870.9125000000004,2025-03-11,43,61,True,26,-719.6500000000005,-1898.6124999999993,-2524.7625000000007,201.01250000000073,-2636.6625000000004,False,171.65000000000055
12m_2024-04-01,12m,2024-04-01,pair_0.75_1.50_low25,0.75,1.50,0.25,8688.949999999999,3006.9000000000005,2024-08-02,43,61,True,30,-607.4749999999995,-1893.2750000000005,-2813.2750000000005,337.0000000000009,-236.40000000000146,False,325.1500000000001
12m_2024-04-01,12m,2024-04-01,pair_0.75_1.50_low50,0.75,1.50,0.5,8291.099999999999,2720.550000000002,2025-03-11,30,42,True,27,-648.0999999999995,-1774.5500000000002,-2437.35,50.650000000002365,-634.2500000000018,True,429.74999999999864
12m_2024-04-01,12m,2024-04-01,pair_0.75_1.50_low75,0.75,1.50,0.75,7893.249999999999,2753.675000000002,2025-03-11,26,38,True,31,-688.7249999999995,-1785.2000000000016,-2139.525,83.77500000000236,-1032.1000000000013,True,214.8749999999991
12m_2024-04-01,12m,2024-04-01,pair_0.75_1.75_low25,0.75,1.75,0.25,9028.4375,3042.1375,2024-08-02,45,63,True,29,-607.4749999999995,-1811.4875000000006,-2944.0375000000004,372.2375000000002,103.08749999999964,False,289.2750000000001
12m_2024-04-01,12m,2024-04-01,pair_0.75_1.75_low50,0.75,1.75,0.5,8517.425,2706.0,2024-08-02,30,42,True,30,-648.0999999999995,-1774.550000000001,-2574.2749999999996,36.100000000000364,-407.9250000000011,True,443.87500000000045
12m_2024-04-01,12m,2024-04-01,pair_0.75_1.75_low75,0.75,1.75,0.75,8006.412499999999,2729.925000000001,2025-03-11,26,38,True,30,-688.7249999999995,-1785.2000000000007,-2207.9875,60.025000000001455,-918.9375000000009,True,238.41249999999945
12m_2024-04-01,12m,2024-04-01,pair_0.75_2.00_low25,0.75,2.00,0.25,6007.1,3360.7,2024-08-07,56,78,True,23,-607.4750000000004,-1855.3875000000003,-3360.7,690.8000000000002,-2918.25,False,387.37500000000045
12m_2024-04-01,12m,2024-04-01,pair_0.75_2.00_low50,0.75,2.00,0.5,6503.2,2824.375,2025-03-11,43,61,True,26,-648.0999999999995,-1748.3249999999998,-2652.9,154.47500000000036,-2422.1500000000005,False,603.2750000000005
12m_2024-04-01,12m,2024-04-01,pair_0.75_2.00_low75,0.75,2.00,0.75,6999.299999999999,2805.5875000000015,2025-03-11,29,41,True,26,-688.7249999999985,-1765.4000000000015,-2285.6625000000004,135.68750000000182,-1926.050000000001,False,301.63749999999936
12m_2024-04-01,12m,2024-04-01,pair_0.75_2.25_low25,0.75,2.25,0.25,6295.625,3209.3125,2025-03-11,56,78,True,23,-715.7250000000004,-2067.7999999999993,-3118.7875,539.4125000000004,-2629.7250000000004,False,296.8499999999999
12m_2024-04-01,12m,2024-04-01,pair_0.75_2.25_low50,0.75,2.25,0.5,6695.549999999999,3010.375000000001,2025-03-11,44,62,True,27,-676.25,-1977.1500000000005,-2562.000000000001,340.4750000000013,-2229.800000000001,False,255.99999999999955
12m_2024-04-01,12m,2024-04-01,pair_0.75_2.25_low75,0.75,2.25,0.75,7095.474999999999,2893.937500000002,2025-03-11,26,38,True,30,-688.7249999999985,-1886.5,-2408.0,224.03750000000218,-1829.875000000001,False,132.64999999999873
12m_2024-04-01,12m,2024-04-01,pair_0.75_2.50_low25,0.75,2.50,0.25,7526.862500000001,3186.4375,2025-03-11,46,64,True,24,-715.7249999999995,-1944.7999999999993,-2823.9249999999997,516.5375000000004,-1398.4874999999993,False,43.57500000000027
12m_2024-04-01,12m,2024-04-01,pair_0.75_2.50_low50,0.75,2.50,0.5,7516.375,2995.125,2025-03-11,43,61,True,28,-676.25,-1895.1499999999996,-2611.9749999999995,325.22500000000036,-1408.9750000000004,False,87.15000000000055
12m_2024-04-01,12m,2024-04-01,pair_0.75_2.50_low75,0.75,2.50,0.75,7505.887499999999,2886.312500000002,2025-03-11,26,38,True,30,-688.7249999999985,-1845.5000000000018,-2421.8374999999996,216.41250000000218,-1419.4625000000015,False,48.224999999999
12m_2024-04-01,12m,2024-04-01,pair_0.75_2.75_low25,0.75,2.75,0.25,6189.5,3710.0125000000003,2024-08-07,77,107,True,21,-715.7249999999995,-2228.1875,-3710.0125000000003,1040.1125000000006,-2735.8500000000004,False,387.37500000000045
12m_2024-04-01,12m,2024-04-01,pair_0.75_2.75_low50,0.75,2.75,0.5,6624.799999999999,3177.5,2025-03-11,45,63,True,29,-676.25,-2084.075,-2885.775,507.60000000000036,-2300.550000000001,False,483.02500000000055
12m_2024-04-01,12m,2024-04-01,pair_0.75_2.75_low75,0.75,2.75,0.75,7060.099999999999,2980.7750000000024,2025-03-11,38,52,True,26,-688.7249999999995,-1939.9625000000005,-2452.687500000001,310.87500000000273,-1865.250000000001,False,242.88749999999845
12m_2024-04-01,12m,2024-04-01,pair_0.75_3.00_low25,0.75,3.00,0.25,5365.55,3567.075,2024-08-07,84,118,True,19,-715.7250000000004,-2228.1874999999995,-3478.2625,897.1750000000002,-3559.8,False,336.5875000000001
12m_2024-04-01,12m,2024-04-01,pair_0.75_3.00_low50,0.75,3.00,0.5,6075.5,3155.75,2025-03-11,54,76,True,24,-676.2500000000009,-2084.075,-2731.2749999999996,485.85000000000036,-2849.8500000000004,False,375.62500000000045
12m_2024-04-01,12m,2024-04-01,pair_0.75_3.00_low75,0.75,3.00,0.75,6785.449999999999,2969.9000000000015,2025-03-11,43,61,True,24,-688.7249999999985,-1939.9625000000015,-2468.6625000000004,300.0000000000018,-2139.9000000000015,False,189.1874999999991
12m_2024-04-01,12m,2024-04-01,pair_0.75_3.25_low25,0.75,3.25,0.25,4655.0375,3628.3500000000013,2025-03-13,84,118,True,17,-777.1624999999999,-2323.399999999999,-3488.3124999999995,958.4500000000016,-4270.3125,False,285.3624999999988
12m_2024-04-01,12m,2024-04-01,pair_0.75_3.25_low50,0.75,3.25,0.5,5601.825,3219.2250000000004,2025-03-11,49,69,True,25,-685.0750000000007,-2147.55,-3034.175,549.3250000000007,-3323.5250000000005,False,318.8499999999999
12m_2024-04-01,12m,2024-04-01,pair_0.75_3.25_low75,0.75,3.25,0.75,6548.612499999999,3001.6375000000007,2025-03-11,43,61,True,25,-688.7249999999995,-1971.7000000000007,-2632.937500000002,331.7375000000011,-2376.737500000001,False,160.80000000000018
12m_2024-04-01,12m,2024-04-01,pair_0.75_3.50_low25,0.75,3.50,0.25,5325.8375,3627.550000000001,2025-03-13,63,89,True,18,-777.1624999999995,-2323.3999999999996,-3417.7875000000013,957.6500000000015,-3599.5125000000007,False,116.88749999999936
12m_2024-04-01,12m,2024-04-01,pair_0.75_3.50_low50,0.75,3.50,0.5,6049.025,3219.2249999999995,2025-03-11,44,62,True,25,-685.0749999999998,-2147.55,-3022.425,549.3249999999998,-2876.3250000000007,False,206.00000000000136
12m_2024-04-01,12m,2024-04-01,pair_0.75_3.50_low75,0.75,3.50,0.75,6772.2125,3001.6375000000007,2025-03-11,28,40,True,28,-665.0999999999985,-1971.7000000000007,-2627.062500000001,331.7375000000011,-2153.1375000000007,False,104.375
12m_2024-04-01,12m,2024-04-01,pair_1.00_1.50_low25,1.00,1.50,0.25,9046.4375,3154.4125000000004,2024-08-07,43,61,True,30,-607.4749999999995,-1912.6375000000005,-2934.7125000000005,484.5125000000007,121.08749999999964,False,148.4124999999999
12m_2024-04-01,12m,2024-04-01,pair_1.00_1.50_low50,1.00,1.50,0.5,9006.075,2795.0250000000005,2024-08-07,34,48,True,26,-648.0999999999985,-2008.249999999999,-2530.8250000000003,125.12500000000091,80.72500000000036,False,296.82499999999936
12m_2024-04-01,12m,2024-04-01,pair_1.00_1.50_low75,1.00,1.50,0.75,8965.712500000001,2657.1500000000005,2025-03-11,28,40,True,25,-688.7249999999995,-2135.750000000001,-2126.9375,-12.74999999999909,40.36250000000109,True,223.72499999999945
12m_2024-04-01,12m,2024-04-01,pair_1.00_1.75_low25,1.00,1.75,0.25,9385.925000000001,3065.4750000000004,2024-08-07,45,63,True,28,-607.4749999999985,-1880.75,-3065.4750000000004,395.5750000000007,460.5750000000007,False,236.71249999999918
12m_2024-04-01,12m,2024-04-01,pair_1.00_1.75_low50,1.00,1.75,0.5,9232.400000000001,2726.7,2024-08-07,30,42,True,29,-648.0999999999995,-2008.25,-2618.0,56.80000000000018,307.0500000000011,False,364.7249999999999
12m_2024-04-01,12m,2024-04-01,pair_1.00_1.75_low75,1.00,1.75,0.75,9078.875,2633.3999999999996,2025-03-11,27,39,True,25,-688.7249999999995,-2135.75,-2170.525,-36.5,153.52499999999964,True,247.26249999999982
12m_2024-04-01,12m,2024-04-01,pair_1.00_2.00_low25,1.00,2.00,0.25,6364.5875,3482.1375,2024-08-07,56,78,True,22,-607.4750000000004,-1855.7375,-3482.1375,812.2375000000002,-2560.7625000000007,False,236.7125000000001
12m_2024-04-01,12m,2024-04-01,pair_1.00_2.00_low50,1.00,2.00,0.5,7218.175,3004.475,2024-08-07,44,62,True,23,-648.1000000000004,-1968.6499999999996,-2895.775,334.5750000000003,-1707.1750000000002,False,364.7249999999999
12m_2024-04-01,12m,2024-04-01,pair_1.00_2.00_low75,1.00,2.00,0.75,8071.762500000001,2709.062500000002,2025-03-11,30,42,True,25,-688.7249999999995,-2115.9500000000007,-2309.4125000000004,39.16250000000218,-853.5874999999996,False,310.4874999999979
12m_2024-04-01,12m,2024-04-01,pair_1.00_2.25_low25,1.00,2.25,0.25,6653.112499999999,3240.225,2024-08-07,56,78,True,21,-715.7250000000004,-2184.6499999999996,-3240.225,570.3250000000003,-2272.237500000001,False,236.71249999999964
12m_2024-04-01,12m,2024-04-01,pair_1.00_2.25_low50,1.00,2.25,0.5,7410.525,2956.45,2025-03-11,45,63,True,23,-676.2500000000009,-2210.8499999999995,-2734.5,286.5500000000002,-1514.8250000000007,False,251.4749999999999
12m_2024-04-01,12m,2024-04-01,pair_1.00_2.25_low75,1.00,2.25,0.75,8167.937500000001,2797.4125000000004,2025-03-11,30,42,True,24,-688.7249999999995,-2237.0499999999993,-2337.9500000000007,127.51250000000073,-757.4124999999995,False,141.4999999999991
12m_2024-04-01,12m,2024-04-01,pair_1.00_2.50_low25,1.00,2.50,0.25,7884.35,3159.4750000000004,2025-03-11,47,65,True,22,-715.7249999999995,-2061.6499999999996,-2945.3624999999997,489.5750000000007,-1041.0,False,41.312499999999545
12m_2024-04-01,12m,2024-04-01,pair_1.00_2.50_low50,1.00,2.50,0.5,8231.35,2941.2000000000007,2025-03-11,43,61,True,23,-676.25,-2128.8500000000004,-2537.925,271.3000000000011,-694.0,False,82.62499999999909
12m_2024-04-01,12m,2024-04-01,pair_1.00_2.50_low75,1.00,2.50,0.75,8578.35,2789.7875000000004,2025-03-11,27,39,True,25,-688.7249999999995,-2196.050000000001,-2330.3250000000007,119.88750000000073,-347.0,False,57.07499999999936
12m_2024-04-01,12m,2024-04-01,pair_1.00_2.75_low25,1.00,2.75,0.25,6546.987499999999,3831.4500000000003,2024-08-07,85,119,True,18,-715.7249999999995,-2345.0375000000004,-3831.4500000000003,1161.5500000000006,-2378.362500000001,False,236.71249999999964
12m_2024-04-01,12m,2024-04-01,pair_1.00_2.75_low50,1.00,2.75,0.5,7339.775,3244.85,2024-08-07,54,76,True,21,-676.2500000000009,-2317.7749999999996,-3128.65,574.9500000000003,-1585.5750000000007,False,357.2249999999999
12m_2024-04-01,12m,2024-04-01,pair_1.00_2.75_low75,1.00,2.75,0.75,8132.562500000001,2884.250000000001,2025-03-11,34,48,True,22,-688.7250000000004,-2290.5125,-2425.85,214.35000000000127,-792.7874999999995,False,251.73749999999882
12m_2024-04-01,12m,2024-04-01,pair_1.00_3.00_low25,1.00,3.00,0.25,5723.0375,3726.0249999999996,2024-08-07,84,118,True,17,-715.7250000000004,-2345.0375000000004,-3599.7,1056.125,-3202.3125,False,148.4124999999999
12m_2024-04-01,12m,2024-04-01,pair_1.00_3.00_low50,1.00,3.00,0.5,6790.475,3176.0999999999995,2024-08-07,54,76,True,20,-676.2500000000009,-2317.7749999999996,-2974.15,506.1999999999998,-2134.875,False,296.8250000000003
12m_2024-04-01,12m,2024-04-01,pair_1.00_3.00_low75,1.00,3.00,0.75,7857.9125,2873.375000000002,2025-03-11,44,62,True,21,-688.7249999999995,-2290.5125000000007,-2398.612500000001,203.47500000000218,-1067.4375,False,198.03749999999764
12m_2024-04-01,12m,2024-04-01,pair_1.00_3.25_low25,1.00,3.25,0.25,5012.525,3736.0749999999994,2024-08-07,84,118,True,16,-777.1624999999999,-2440.2499999999995,-3609.7499999999995,1066.1749999999997,-3912.8250000000007,False,148.41250000000036
12m_2024-04-01,12m,2024-04-01,pair_1.00_3.25_low50,1.00,3.25,0.5,6316.8,3182.7999999999993,2024-08-07,54,76,True,20,-685.0749999999998,-2381.25,-2980.85,512.8999999999996,-2608.55,False,296.8250000000003
12m_2024-04-01,12m,2024-04-01,pair_1.00_3.25_low75,1.00,3.25,0.75,7621.075000000001,2905.112500000001,2025-03-11,44,62,True,21,-688.7250000000004,-2322.25,-2445.925000000001,235.21250000000146,-1304.2749999999996,False,169.64999999999873
12m_2024-04-01,12m,2024-04-01,pair_1.00_3.50_low25,1.00,3.50,0.25,5683.325,3552.6375,2025-03-13,84,118,True,17,-777.1624999999995,-2440.25,-3355.4500000000007,882.7375000000002,-3242.0250000000005,False,162.57500000000027
12m_2024-04-01,12m,2024-04-01,pair_1.00_3.50_low50,1.00,3.50,0.5,6764.0,3152.125000000001,2025-03-11,49,69,True,21,-685.0749999999998,-2381.25,-2897.75,482.2250000000013,-2161.3500000000004,False,214.64999999999918
12m_2024-04-01,12m,2024-04-01,pair_1.00_3.50_low75,1.00,3.50,0.75,7844.675000000001,2905.112500000001,2025-03-11,34,48,True,23,-665.0999999999995,-2322.25,-2440.05,235.21250000000146,-1080.6749999999993,False,113.22499999999854
12m_2024-07-01,12m,2024-07-01,rr_0.50,0.50,,1.0,9430.25,3472.8,2025-04-04,32,44,True,30,-1529.9000000000005,-1698.3999999999996,-2317.3499999999995,-85.85000000000036,-2321.1000000000004,False,0.0
12m_2024-07-01,12m,2024-07-01,rr_0.75,0.75,,1.0,9898.1,3685.05,2025-04-04,33,47,True,30,-1529.8999999999996,-1795.8500000000004,-2254.0,126.39999999999964,-1853.25,False,0.0
12m_2024-07-01,12m,2024-07-01,rr_1.00,1.00,,1.0,11751.35,3558.6500000000005,2025-04-04,32,44,False,27,-1529.9000000000005,-2263.25,-2160.6000000000004,0.0,0.0,False,0.0
12m_2024-07-01,12m,2024-07-01,rr_1.25,1.25,,1.0,10987.5,4050.5000000000005,2025-04-04,36,50,True,24,-1735.35,-2244.25,-2505.25,491.8499999999999,-763.8500000000004,False,0.0
12m_2024-07-01,12m,2024-07-01,rr_1.50,1.50,,1.0,11901.7,4148.45,2025-04-04,44,62,True,26,-1735.3499999999995,-2237.3999999999996,-3338.6000000000004,589.7999999999993,150.35000000000036,False,0.0
12m_2024-07-01,12m,2024-07-01,rr_1.75,1.75,,1.0,12215.1,3512.95,2024-08-07,46,64,False,24,-1735.3499999999995,-1995.95,-3512.95,-45.70000000000073,463.75,False,0.0
12m_2024-07-01,12m,2024-07-01,rr_2.00,2.00,,1.0,9976.25,4068.5,2024-08-07,86,120,False,20,-1735.35,-1962.45,-4068.5,509.84999999999945,-1775.1000000000004,False,0.0
12m_2024-07-01,12m,2024-07-01,rr_2.25,2.25,,1.0,10564.3,3761.1499999999996,2025-04-04,85,119,False,23,-1735.3500000000001,-2158.45,-3745.95,202.4999999999991,-1187.050000000001,False,0.0
12m_2024-07-01,12m,2024-07-01,rr_2.50,2.50,,1.0,12834.55,3418.3500000000004,2025-04-04,77,107,False,23,-1735.3500000000004,-1994.4500000000003,-3352.8,-140.30000000000018,1083.199999999999,False,0.0
12m_2024-07-01,12m,2024-07-01,rr_2.75,2.75,,1.0,10212.3,4534.25,2024-08-07,86,120,True,23,-1735.3500000000001,-2372.3,-4534.25,975.5999999999995,-1539.050000000001,False,0.0
12m_2024-07-01,12m,2024-07-01,rr_3.00,3.00,,1.0,8839.3,4275.95,2024-08-07,136,194,True,17,-1735.35,-2372.3,-4225.25,717.2999999999993,-2912.050000000001,False,0.0
12m_2024-07-01,12m,2024-07-01,rr_3.25,3.25,,1.0,8480.25,4809.35,2025-04-04,139,199,True,16,-1735.3500000000001,-2499.25,-4238.65,1250.6999999999998,-3271.1000000000004,False,0.0
12m_2024-07-01,12m,2024-07-01,rr_3.50,3.50,,1.0,8423.1,4480.7,2025-04-04,137,195,True,17,-1735.35,-2499.25,-3875.65,922.0499999999993,-3328.25,False,0.0
12m_2024-07-01,12m,2024-07-01,pair_0.50_1.50_low25,0.50,1.50,0.25,11283.837500000001,3957.1124999999993,2025-04-04,43,61,True,28,-1683.9874999999993,-2032.187499999999,-2851.2875000000004,398.4624999999987,-467.5124999999989,False,22.425000000000182
12m_2024-07-01,12m,2024-07-01,pair_0.50_1.50_low50,0.50,1.50,0.5,10665.975,3765.7749999999996,2025-04-04,43,61,True,25,-1632.625,-1826.9750000000004,-2466.325,207.1249999999991,-1085.375,False,44.850000000000364
12m_2024-07-01,12m,2024-07-01,pair_0.50_1.50_low75,0.50,1.50,0.75,10048.1125,3574.437500000001,2025-04-04,33,47,True,30,-1581.2625000000007,-1712.1124999999993,-2184.0249999999987,15.787500000000364,-1703.237500000001,False,67.27499999999964
12m_2024-07-01,12m,2024-07-01,pair_0.50_1.75_low25,0.50,1.75,0.25,11518.8875,3173.2250000000004,2025-04-04,45,63,False,29,-1683.9874999999984,-1837.1125000000002,-2982.0499999999997,-385.4250000000002,-232.46249999999964,True,329.6874999999991
12m_2024-07-01,12m,2024-07-01,pair_0.50_1.75_low50,0.50,1.75,0.5,10822.675,3234.5,2025-04-04,33,47,False,30,-1632.625,-1725.824999999999,-2603.2499999999995,-324.15000000000055,-928.6750000000011,True,258.375
12m_2024-07-01,12m,2024-07-01,pair_0.50_1.75_low75,0.50,1.75,0.75,10126.4625,3308.800000000001,2025-04-04,33,47,False,33,-1581.2625000000007,-1712.1124999999997,-2251.45,-249.84999999999945,-1624.8875000000007,True,174.03749999999945
12m_2024-07-01,12m,2024-07-01,pair_0.50_2.00_low25,0.50,2.00,0.25,9839.75,3726.9624999999996,2025-04-04,56,78,False,25,-1683.9875000000002,-1857.7625,-3398.7125,168.3124999999991,-1911.6000000000004,False,192.61250000000018
12m_2024-07-01,12m,2024-07-01,pair_0.50_2.00_low50,0.50,2.00,0.5,9703.25,3581.0750000000007,2025-04-04,44,62,False,28,-1632.6250000000002,-1753.0749999999998,-2728.925,22.425000000000182,-2048.1000000000004,False,189.57499999999936
12m_2024-07-01,12m,2024-07-01,pair_0.50_2.00_low75,0.50,2.00,0.75,9566.75,3462.9375000000005,2025-04-04,33,47,False,30,-1581.2625000000003,-1692.3124999999995,-2333.174999999999,-95.71250000000009,-2184.6000000000004,True,158.7874999999999
12m_2024-07-01,12m,2024-07-01,pair_0.50_2.25_low25,0.50,2.25,0.25,10280.787499999999,3643.1875,2025-04-04,64,90,False,26,-1683.9875000000004,-2043.4375,-3156.8,84.53749999999945,-1470.5625000000018,False,45.875
12m_2024-07-01,12m,2024-07-01,pair_0.50_2.25_low50,0.50,2.25,0.5,9997.275,3525.2250000000004,2025-04-04,44,62,False,30,-1632.625,-1928.4250000000002,-2593.6749999999993,-33.42500000000018,-1754.0750000000007,False,91.74999999999955
12m_2024-07-01,12m,2024-07-01,pair_0.50_2.25_low75,0.50,2.25,0.75,9713.7625,3429.3875000000007,2025-04-04,33,47,False,31,-1581.2625000000007,-1813.4124999999995,-2455.512499999999,-129.26249999999982,-2037.5874999999996,True,115.49999999999955
12m_2024-07-01,12m,2024-07-01,pair_0.50_2.50_low25,0.50,2.50,0.25,11983.474999999999,3386.0875000000005,2025-04-04,47,65,False,29,-1683.9875000000002,-1920.437500000001,-2861.9375,-172.5625,232.12499999999818,True,45.875
12m_2024-07-01,12m,2024-07-01,pair_0.50_2.50_low50,0.50,2.50,0.5,11132.4,3353.8250000000003,2025-04-04,43,61,False,30,-1632.6250000000005,-1846.4250000000002,-2578.425,-204.82500000000027,-618.9500000000007,True,91.75
12m_2024-07-01,12m,2024-07-01,pair_0.50_2.50_low75,0.50,2.50,0.75,10281.325,3343.687500000001,2025-04-04,33,47,False,31,-1581.2625000000007,-1772.412499999999,-2447.8874999999985,-214.96249999999964,-1470.0249999999996,True,115.49999999999955
12m_2024-07-01,12m,2024-07-01,pair_0.50_2.75_low25,0.50,2.75,0.25,10016.787499999999,3748.0250000000005,2024-08-07,85,119,True,24,-1683.9875000000004,-2203.8250000000003,-3748.0250000000005,189.375,-1734.5625000000018,False,520.8624999999993
12m_2024-07-01,12m,2024-07-01,pair_0.50_2.75_low50,0.50,2.75,0.5,9821.275,3356.375,2025-04-04,49,69,True,31,-1632.625,-2035.3500000000004,-2961.7999999999997,-202.27500000000055,-1930.0750000000007,True,647.1500000000001
12m_2024-07-01,12m,2024-07-01,pair_0.50_2.75_low75,0.50,2.75,0.75,9625.7625,3354.1000000000013,2025-04-04,43,61,True,28,-1581.2625000000007,-1866.874999999999,-2500.199999999999,-204.54999999999927,-2125.5874999999996,True,384.0624999999991
12m_2024-07-01,12m,2024-07-01,pair_0.50_3.00_low25,0.50,3.00,0.25,8987.037499999999,3904.4500000000003,2025-04-04,84,118,True,23,-1683.9875000000002,-2203.825,-3516.275,345.7999999999997,-2764.312500000002,False,170.71249999999918
12m_2024-07-01,12m,2024-07-01,pair_0.50_3.00_low50,0.50,3.00,0.5,9134.775,3699.3999999999996,2025-04-04,60,84,True,25,-1632.6250000000002,-2035.3499999999997,-2807.3,140.7499999999991,-2616.5750000000007,False,174.97500000000036
12m_2024-07-01,12m,2024-07-01,pair_0.50_3.00_low75,0.50,3.00,0.75,9282.5125,3520.8750000000005,2025-04-04,43,61,True,27,-1581.2625000000007,-1866.8749999999995,-2516.174999999999,-37.77500000000009,-2468.8374999999996,False,152.7125000000001
12m_2024-07-01,12m,2024-07-01,pair_0.50_3.25_low25,0.50,3.25,0.25,8717.75,4429.3375,2025-04-04,84,118,True,22,-1683.9875000000004,-2299.0375000000004,-3526.325,870.6874999999991,-3033.6000000000004,False,45.87500000000091
12m_2024-07-01,12m,2024-07-01,pair_0.50_3.25_low50,0.50,3.25,0.5,8955.25,4049.3250000000007,2025-04-04,54,76,True,26,-1632.6250000000002,-2098.825,-2895.8000000000006,490.6750000000002,-2796.1000000000004,False,91.75
12m_2024-07-01,12m,2024-07-01,pair_0.50_3.25_low75,0.50,3.25,0.75,9192.75,3695.837500000001,2025-04-04,43,61,True,26,-1581.2625000000007,-1898.6124999999993,-2530.637499999999,137.18750000000045,-2558.6000000000004,False,111.09999999999945
12m_2024-07-01,12m,2024-07-01,pair_0.50_3.50_low25,0.50,3.50,0.25,8674.8875,4170.6875,2025-04-04,83,117,True,20,-1683.9875,-2299.0374999999995,-3348.6000000000004,612.0374999999995,-3076.4624999999996,False,58.037499999999454
12m_2024-07-01,12m,2024-07-01,pair_0.50_3.50_low50,0.50,3.50,0.5,8926.675,3875.175,2025-04-04,45,63,True,29,-1632.6250000000005,-2098.825,-2884.05,316.52499999999964,-2824.675000000001,False,101.57499999999982
