cohort,kind,start,portfolio,lower_rr,higher_rr,lower_weight,net_pnl,max_drawdown,worst_drawdown_at,longest_underwater_trading_dates,longest_underwater_calendar_days,unrecovered_at_end,recovered_episodes,worst_1d_change,worst_5d_change,worst_20d_change,mdd_delta_vs_rr1,pnl_delta_vs_rr1,beats_both_constituents,smoothing
12m_2020-10-01,12m,2020-10-01,pair_0.75_2.25_low25,0.75,2.25,0.25,1098.1749999999997,2394.5250000000005,2021-06-18,119,167,True,11,-723.425,-850.45,-1326.7624999999998,-1151.2749999999996,2302.875,False,218.44999999999936
12m_2020-10-01,12m,2020-10-01,pair_0.75_2.25_low50,0.75,2.25,0.5,-78.10000000000014,2624.3,2021-06-18,119,167,True,7,-778.45,-803.0000000000001,-1440.425,-921.5,1126.6,False,436.89999999999964
12m_2020-10-01,12m,2020-10-01,pair_0.75_2.25_low75,0.75,2.25,0.75,-1254.3750000000002,2892.8375,2021-06-18,234,330,True,3,-833.4749999999999,-842.55,-1554.0875,-652.9625000000001,-49.67500000000018,False,616.5875000000001
12m_2020-10-01,12m,2020-10-01,pair_0.75_2.50_low25,0.75,2.50,0.25,418.0374999999998,2263.2000000000003,2021-06-18,119,167,True,6,-694.9375000000003,-963.6999999999998,-1305.7250000000004,-1282.6,1622.7374999999997,False,357.5749999999998
12m_2020-10-01,12m,2020-10-01,pair_0.75_2.50_low50,0.75,2.50,0.5,-531.5250000000001,2536.75,2021-06-18,119,167,True,5,-691.0750000000002,-950.9999999999999,-1408.6499999999999,-1009.0500000000002,673.175,False,529.6500000000001
12m_2020-10-01,12m,2020-10-01,pair_0.75_2.50_low75,0.75,2.50,0.75,-1481.0875,3023.4125000000004,2021-06-18,234,330,True,3,-758.5875,-938.3000000000001,-1538.2,-522.3874999999998,-276.38750000000005,False,488.6124999999997
12m_2020-10-01,12m,2020-10-01,pair_0.75_2.75_low25,0.75,2.75,0.25,-291.4625,2315.3625,2021-09-30,119,167,True,7,-801.3874999999997,-1073.575,-1566.4999999999998,-1230.4375,913.2375000000001,False,380.8249999999998
12m_2020-10-01,12m,2020-10-01,pair_0.75_2.75_low50,0.75,2.75,0.5,-1004.5250000000001,2452.325,2021-06-18,119,167,True,6,-830.425,-1024.25,-1486.5,-1093.4750000000004,200.17499999999995,False,664.3500000000004
12m_2020-10-01,12m,2020-10-01,pair_0.75_2.75_low75,0.75,2.75,0.75,-1717.5875,3168.8375,2021-06-18,234,330,True,4,-859.4625,-974.925,-1439.1625,-376.9625000000001,-512.8875,False,368.3250000000003
12m_2020-10-01,12m,2020-10-01,pair_0.75_3.00_low25,0.75,3.00,0.25,-389.67500000000007,2382.0750000000003,2021-09-30,119,167,True,7,-801.3875000000002,-928.45,-1643.3375,-1163.725,815.025,False,380.8249999999998
12m_2020-10-01,12m,2020-10-01,pair_0.75_3.00_low50,0.75,3.00,0.5,-1070.0,2430.75,2021-09-30,234,330,True,4,-830.4250000000002,-927.5,-1537.725,-1115.0500000000002,134.70000000000005,False,730.4000000000001
12m_2020-10-01,12m,2020-10-01,pair_0.75_3.00_low75,0.75,3.00,0.75,-1750.3250000000003,3163.3,2021-06-18,234,330,True,4,-859.4625000000001,-926.55,-1432.3875,-382.5,-545.6250000000002,False,396.0999999999999
12m_2020-10-01,12m,2020-10-01,pair_0.75_3.25_low25,0.75,3.25,0.25,-1103.7875,2295.6375,2021-06-18,119,167,True,5,-801.3874999999999,-928.4499999999999,-1628.3374999999999,-1250.1625000000004,100.91250000000014,False,288.0875000000001
12m_2020-10-01,12m,2020-10-01,pair_0.75_3.25_low50,0.75,3.25,0.5,-1546.075,2572.675,2021-06-18,234,330,True,3,-830.425,-927.5000000000001,-1527.7250000000001,-973.125,-341.375,False,469.02499999999964
12m_2020-10-01,12m,2020-10-01,pair_0.75_3.25_low75,0.75,3.25,0.75,-1988.3625000000002,3265.1625000000004,2021-06-18,234,330,True,4,-859.4625000000001,-926.5500000000001,-1480.85,-280.6374999999998,-783.6625000000001,False,234.51249999999982
12m_2020-10-01,12m,2020-10-01,pair_0.75_3.50_low25,0.75,3.50,0.25,-469.925,2148.6000000000004,2021-06-18,119,167,True,5,-801.3874999999999,-928.45,-1608.4625,-1397.1999999999998,734.7750000000001,False,408.49999999999955
12m_2020-10-01,12m,2020-10-01,pair_0.75_3.50_low50,0.75,3.50,0.5,-1123.5,2503.4750000000004,2021-06-18,234,330,True,3,-830.425,-927.5,-1514.475,-1042.3249999999998,81.20000000000005,False,520.4749999999995
12m_2020-10-01,12m,2020-10-01,pair_0.75_3.50_low75,0.75,3.50,0.75,-1777.0750000000003,3230.5625,2021-06-18,234,330,True,4,-859.4625000000001,-926.5500000000001,-1448.35,-315.2375000000002,-572.3750000000002,False,260.2375000000002
12m_2020-10-01,12m,2020-10-01,pair_1.00_1.50_low25,1.00,1.50,0.25,1316.0500000000002,2052.775,2021-06-18,119,167,True,10,-991.2499999999998,-808.8874999999998,-1305.2374999999997,-1493.025,2520.75,False,249.63750000000027
12m_2020-10-01,12m,2020-10-01,pair_1.00_1.50_low50,1.00,1.50,0.5,475.80000000000007,2273.75,2021-06-18,189,265,True,8,-999.9999999999998,-851.425,-1379.975,-1272.0500000000002,1680.5,False,443.125
12m_2020-10-01,12m,2020-10-01,pair_1.00_1.50_low75,1.00,1.50,0.75,-364.45000000000005,2909.7749999999996,2021-06-18,189,265,True,7,-1008.75,-949.5625,-1506.0875,-636.0250000000005,840.25,False,221.5625000000009
12m_2020-10-01,12m,2020-10-01,pair_1.00_1.75_low25,1.00,1.75,0.25,1890.5500000000004,2062.1125,2021-06-18,119,167,True,10,-755.6750000000004,-774.5749999999991,-1343.5875,-1483.6875,3095.2500000000005,False,249.63749999999982
12m_2020-10-01,12m,2020-10-01,pair_1.00_1.75_low50,1.00,1.75,0.5,858.8000000000001,2223.825,2021-06-18,119,167,True,11,-842.95,-847.9999999999999,-1403.375,-1321.9750000000004,2063.5,False,499.27500000000055
12m_2020-10-01,12m,2020-10-01,pair_1.00_1.75_low75,1.00,1.75,0.75,-172.95000000000005,2720.7,2021-06-18,177,247,True,7,-930.2250000000001,-965.8,-1531.3,-825.1000000000004,1031.75,False,413.75000000000045
12m_2020-10-01,12m,2020-10-01,pair_1.00_2.00_low25,1.00,2.00,0.25,1686.2500000000002,2200.4500000000007,2021-06-18,119,167,True,10,-755.6750000000002,-884.825,-1385.5124999999998,-1345.3499999999995,2890.9500000000003,False,249.63749999999982
12m_2020-10-01,12m,2020-10-01,pair_1.00_2.00_low50,1.00,2.00,0.5,722.6,2316.05,2021-06-18,119,167,True,9,-842.9500000000003,-842.25,-1431.3249999999998,-1229.75,1927.3000000000002,False,499.2750000000001
12m_2020-10-01,12m,2020-10-01,pair_1.00_2.00_low75,1.00,2.00,0.75,-241.05000000000007,2894.25,2021-06-18,189,265,True,7,-930.2250000000003,-962.9250000000001,-1524.1625,-651.5500000000002,963.65,False,286.31250000000045
12m_2020-10-01,12m,2020-10-01,pair_1.00_2.25_low25,1.00,2.25,0.25,1404.6625,2260.3750000000005,2021-06-18,119,167,True,9,-755.675,-852.1999999999998,-1290.5625,-1285.4249999999997,2609.3625,False,249.63749999999936
12m_2020-10-01,12m,2020-10-01,pair_1.00_2.25_low50,1.00,2.25,0.5,534.8749999999999,2356.0,2021-06-18,119,167,True,8,-842.9499999999998,-838.4999999999999,-1368.0249999999999,-1189.8000000000002,1739.5749999999998,False,499.2750000000001
12m_2020-10-01,12m,2020-10-01,pair_1.00_2.25_low75,1.00,2.25,0.75,-334.91250000000014,2773.3374999999996,2021-06-18,189,265,True,6,-930.2250000000001,-961.05,-1445.4875000000002,-772.4625000000005,869.7874999999999,False,427.2000000000007
12m_2020-10-01,12m,2020-10-01,pair_1.00_2.50_low25,1.00,2.50,0.25,724.5249999999999,2129.05,2021-06-18,119,167,True,6,-694.9375000000005,-1003.1999999999998,-1287.6875000000005,-1416.75,1929.225,True,388.7624999999998
12m_2020-10-01,12m,2020-10-01,pair_1.00_2.50_low50,1.00,2.50,0.5,81.44999999999993,2268.45,2021-06-18,119,167,True,6,-693.175,-1030.0,-1338.2999999999997,-1277.3500000000004,1286.15,False,592.0250000000005
12m_2020-10-01,12m,2020-10-01,pair_1.00_2.50_low75,1.00,2.50,0.75,-561.6250000000001,2850.625,2021-06-18,189,265,True,5,-855.3375000000001,-1056.8,-1541.325,-695.1750000000002,643.0749999999999,False,352.5125000000003
12m_2020-10-01,12m,2020-10-01,pair_1.00_2.75_low25,1.00,2.75,0.25,15.025000000000034,2277.3625,2021-03-08,119,167,True,5,-833.6374999999998,-1113.075,-1670.9624999999999,-1268.4375,1219.7250000000001,False,315.8625000000002
12m_2020-10-01,12m,2020-10-01,pair_1.00_2.75_low50,1.00,2.75,0.5,-391.55,2492.4,2021-06-18,189,265,True,5,-894.9250000000001,-1103.25,-1695.425,-1053.4,813.1500000000001,False,418.3499999999999
12m_2020-10-01,12m,2020-10-01,pair_1.00_2.75_low75,1.00,2.75,0.75,-798.1250000000001,3019.1,2021-06-18,189,265,True,6,-956.2125000000002,-1093.425,-1719.8875,-526.7000000000003,406.57499999999993,False,209.17500000000064
12m_2020-10-01,12m,2020-10-01,pair_1.00_3.00_low25,1.00,3.00,0.25,-83.18750000000003,2351.0000000000005,2021-03-08,177,247,True,5,-833.6375000000003,-967.95,-1747.8000000000002,-1194.7999999999997,1121.5125,True,308.93749999999955
12m_2020-10-01,12m,2020-10-01,pair_1.00_3.00_low50,1.00,3.00,0.5,-457.02500000000003,2493.8,2021-09-30,177,247,True,6,-894.9250000000002,-1006.5,-1746.65,-1052.0,747.675,False,461.4250000000002
12m_2020-10-01,12m,2020-10-01,pair_1.00_3.00_low75,1.00,3.00,0.75,-830.8625000000001,2972.975,2021-06-18,189,265,True,6,-956.2125000000001,-1045.05,-1745.5,-572.8250000000003,373.8375,False,277.53750000000036
12m_2020-10-01,12m,2020-10-01,pair_1.00_3.25_low25,1.00,3.25,0.25,-797.3,2277.5875,2021-03-08,189,265,True,3,-833.6374999999998,-967.9499999999999,-1732.7999999999997,-1268.2125,407.4000000000001,False,203.17499999999973
12m_2020-10-01,12m,2020-10-01,pair_1.00_3.25_low50,1.00,3.25,0.5,-933.1,2645.025,2021-06-18,189,265,True,5,-894.925,-1006.5,-1736.65,-900.7750000000001,271.6,False,190.75
12m_2020-10-01,12m,2020-10-01,pair_1.00_3.25_low75,1.00,3.25,0.75,-1068.9,3095.4125,2021-06-18,189,265,True,8,-956.2125000000001,-1045.05,-1740.5,-450.3875000000003,135.79999999999995,False,95.37500000000045
12m_2020-10-01,12m,2020-10-01,pair_1.00_3.50_low25,1.00,3.50,0.25,-163.4375,2236.625,2021-03-08,177,247,True,4,-833.6375,-967.95,-1712.9250000000002,-1309.1750000000002,1041.2625,False,217.51249999999982
12m_2020-10-01,12m,2020-10-01,pair_1.00_3.50_low50,1.00,3.50,0.5,-510.52500000000003,2544.225,2021-06-18,177,247,True,5,-894.9250000000001,-1006.5,-1723.4,-1001.5750000000003,694.175,False,273.8000000000002
12m_2020-10-01,12m,2020-10-01,pair_1.00_3.50_low75,1.00,3.50,0.75,-857.6125000000001,3034.8624999999997,2021-06-18,189,265,True,6,-956.2125000000002,-1045.05,-1733.875,-510.93750000000045,347.0875,False,147.05000000000064
12m_2021-01-01,12m,2021-01-01,rr_0.50,0.50,,1.0,-1915.6,3195.25,2021-06-18,254,357,True,0,-676.0,-1020.6500000000001,-2006.05,-350.5499999999997,-971.6499999999999,False,0.0
12m_2021-01-01,12m,2021-01-01,rr_0.75,0.75,,1.0,-1566.5,3395.05,2021-06-18,254,357,True,1,-888.5,-925.5999999999999,-1667.75,-150.74999999999955,-622.55,False,0.0
12m_2021-01-01,12m,2021-01-01,rr_1.00,1.00,,1.0,-943.95,3545.7999999999997,2021-06-18,254,357,True,0,-1017.5,-1083.6000000000001,-1744.3500000000001,0.0,0.0,False,0.0
12m_2021-01-01,12m,2021-01-01,rr_1.25,1.25,,1.0,717.8,2312.25,2021-03-08,200,280,True,3,-1017.5,-1024.1,-1418.65,-1233.5499999999997,1661.75,False,0.0
12m_2021-01-01,12m,2021-01-01,rr_1.50,1.50,,1.0,1906.6,1903.5500000000002,2021-12-17,105,147,True,11,-982.5,-849.8999999999999,-1644.8500000000001,-1642.2499999999995,2850.55,False,0.0
12m_2021-01-01,12m,2021-01-01,rr_1.75,1.75,,1.0,2565.4,1900.4,2021-06-18,132,186,True,11,-668.4000000000001,-794.3999999999999,-1735.8500000000004,-1645.3999999999996,3509.3500000000004,False,0.0
12m_2021-01-01,12m,2021-01-01,rr_2.00,2.00,,1.0,2194.35,2084.85,2021-06-18,136,192,True,8,-668.4000000000001,-941.4000000000001,-1736.35,-1460.9499999999998,3138.3,False,0.0
12m_2021-01-01,12m,2021-01-01,rr_2.25,2.25,,1.0,2207.3,2164.75,2021-06-18,140,196,True,7,-698.8,-953.4000000000001,-1820.8,-1381.0499999999997,3151.25,False,0.0
12m_2021-01-01,12m,2021-01-01,rr_2.50,2.50,,1.0,2059.45,2175.15,2021-09-30,137,193,True,8,-698.8,-982.8000000000002,-1763.7,-1370.6499999999996,3003.3999999999996,False,0.0
12m_2021-01-01,12m,2021-01-01,rr_2.75,2.75,,1.0,1035.6,2329.1,2021-10-04,140,196,True,5,-772.3500000000001,-1122.9,-1855.25,-1216.6999999999998,1979.55,False,0.0
12m_2021-01-01,12m,2021-01-01,rr_3.00,3.00,,1.0,601.15,2418.05,2021-10-04,140,196,True,5,-772.35,-1118.75,-2000.0499999999997,-1127.7499999999995,1545.1,False,0.0
12m_2021-01-01,12m,2021-01-01,rr_3.25,3.25,,1.0,1379.9,2168.2,2021-10-04,136,192,True,5,-772.35,-987.65,-1835.9499999999998,-1377.6,2323.8500000000004,False,0.0
12m_2021-01-01,12m,2021-01-01,rr_3.50,3.50,,1.0,1996.5,2090.25,2021-03-08,99,139,True,7,-772.3499999999999,-968.6500000000001,-1965.8000000000002,-1455.5499999999997,2940.45,False,0.0
12m_2021-01-01,12m,2021-01-01,pair_0.50_1.50_low25,0.50,1.50,0.25,951.0499999999998,2175.2124999999996,2021-06-18,132,186,True,8,-905.875,-744.35,-1467.2250000000004,-1370.5875,1895.0,False,51.26250000000073
12m_2021-01-01,12m,2021-01-01,pair_0.50_1.50_low50,0.50,1.50,0.5,-4.5,2462.4750000000004,2021-06-18,143,201,True,4,-829.25,-836.2750000000001,-1527.35,-1083.3249999999994,939.45,False,86.92499999999973
12m_2021-01-01,12m,2021-01-01,pair_0.50_1.50_low75,0.50,1.50,0.75,-960.0499999999998,2749.7375,2021-06-18,184,259,True,2,-752.625,-928.4625000000002,-1766.6999999999998,-796.0624999999995,-16.099999999999795,False,122.58749999999964
12m_2021-01-01,12m,2021-01-01,pair_0.50_1.75_low25,0.50,1.75,0.25,1445.15,2184.55,2021-06-18,142,200,True,6,-670.3000000000001,-841.8499999999999,-1535.4750000000008,-1361.2499999999995,2389.1000000000004,False,39.5625
12m_2021-01-01,12m,2021-01-01,pair_0.50_1.75_low50,0.50,1.75,0.5,324.9000000000001,2469.025,2021-06-18,187,262,True,2,-672.2,-901.45,-1599.85,-1076.7749999999996,1268.8500000000001,False,78.79999999999973
12m_2021-01-01,12m,2021-01-01,pair_0.50_1.75_low75,0.50,1.75,0.75,-795.3499999999998,2781.2625000000003,2021-06-18,187,262,True,2,-674.1,-961.0500000000002,-1757.8750000000002,-764.5374999999995,148.60000000000025,False,90.27499999999964
12m_2021-01-01,12m,2021-01-01,pair_0.50_2.00_low25,0.50,2.00,0.25,1166.8624999999997,2322.8875000000003,2021-06-18,142,200,True,5,-670.3000000000001,-899.2000000000002,-1535.85,-1222.9124999999995,2110.8125,False,39.562499999999545
12m_2021-01-01,12m,2021-01-01,pair_0.50_2.00_low50,0.50,2.00,0.5,139.375,2560.925,2021-06-18,184,259,True,3,-672.1999999999999,-901.45,-1627.8,-984.8749999999995,1083.325,False,79.125
12m_2021-01-01,12m,2021-01-01,pair_0.50_2.00_low75,0.50,2.00,0.75,-888.1124999999998,2818.375,2021-06-18,187,262,True,1,-674.1000000000001,-961.0500000000001,-1781.5,-727.4249999999997,55.837500000000205,False,99.27500000000009
12m_2021-01-01,12m,2021-01-01,pair_0.50_2.25_low25,0.50,2.25,0.25,1176.5750000000003,2382.8125,2021-06-18,143,201,True,6,-670.3,-866.5749999999999,-1599.1875,-1162.9874999999997,2120.5250000000005,False,39.5625
12m_2021-01-01,12m,2021-01-01,pair_0.50_2.25_low50,0.50,2.25,0.5,145.85000000000014,2600.875,2021-06-18,184,259,True,5,-672.2,-835.25,-1564.5,-944.9249999999997,1089.8000000000002,False,79.125
12m_2021-01-01,12m,2021-01-01,pair_0.50_2.25_low75,0.50,2.25,0.75,-884.8749999999998,2838.3500000000004,2021-06-18,187,262,True,2,-674.0999999999999,-907.5125,-1772.0875,-707.4499999999994,59.07500000000027,False,99.27499999999964
12m_2021-01-01,12m,2021-01-01,pair_0.50_2.50_low25,0.50,2.50,0.25,1065.6875,2349.25,2021-09-30,142,200,True,6,-600.6875,-942.4875,-1556.3625000000002,-1196.5499999999997,2009.6375,False,80.92500000000018
12m_2021-01-01,12m,2021-01-01,pair_0.50_2.50_low50,0.50,2.50,0.5,71.92499999999995,2523.35,2021-09-30,144,202,True,4,-522.425,-908.575,-1532.725,-1022.4499999999998,1015.875,False,161.8499999999999
12m_2021-01-01,12m,2021-01-01,pair_0.50_2.50_low75,0.50,2.50,0.75,-921.8374999999999,2775.1625000000004,2021-06-18,184,259,True,2,-599.2125000000001,-897.1375,-1750.9624999999999,-770.6374999999994,22.112500000000182,False,165.06249999999955
12m_2021-01-01,12m,2021-01-01,pair_0.50_2.75_low25,0.50,2.75,0.25,297.79999999999995,2432.3125,2021-10-04,144,202,True,4,-748.2625,-1052.3625000000002,-1539.0749999999998,-1113.4874999999997,1241.75,False,113.32499999999982
12m_2021-01-01,12m,2021-01-01,pair_0.50_2.75_low50,0.50,2.75,0.5,-440.0,2573.625,2021-09-30,184,259,True,2,-724.1750000000001,-981.825,-1467.275,-972.1749999999997,503.95000000000005,False,188.55000000000018
12m_2021-01-01,12m,2021-01-01,pair_0.50_2.75_low75,0.50,2.75,0.75,-1177.7999999999997,2756.1875,2021-06-18,254,357,True,0,-700.0875000000001,-911.2874999999999,-1736.6625,-789.6124999999997,-233.84999999999968,False,222.5250000000001
12m_2021-01-01,12m,2021-01-01,pair_0.50_3.00_low25,0.50,3.00,0.25,-28.037500000000023,2499.0249999999996,2021-10-04,144,202,True,4,-748.2625000000002,-937.9625000000002,-1733.6249999999998,-1046.775,915.9125,False,113.32500000000073
12m_2021-01-01,12m,2021-01-01,pair_0.50_3.00_low50,0.50,3.00,0.5,-657.2249999999999,2618.1,2021-09-30,184,259,True,2,-724.175,-885.0749999999999,-1494.55,-927.6999999999998,286.72500000000014,False,188.55000000000018
12m_2021-01-01,12m,2021-01-01,pair_0.50_3.00_low75,0.50,3.00,0.75,-1286.4125,2787.9249999999997,2021-09-30,242,339,True,1,-700.0875000000001,-868.0125000000003,-1718.2875000000001,-757.875,-342.46249999999986,False,213.0250000000001
12m_2021-01-01,12m,2021-01-01,pair_0.50_3.25_low25,0.50,3.25,0.25,556.0250000000002,2311.6375,2021-10-04,140,196,True,5,-748.2625,-907.2375,-1610.5499999999997,-1234.1625,1499.9750000000004,False,113.32499999999982
12m_2021-01-01,12m,2021-01-01,pair_0.50_3.25_low50,0.50,3.25,0.5,-267.8499999999999,2534.9500000000003,2021-06-18,144,202,True,3,-724.1750000000001,-885.0749999999998,-1484.775,-1010.8499999999995,676.1000000000001,False,146.77499999999964
12m_2021-01-01,12m,2021-01-01,pair_0.50_3.25_low75,0.50,3.25,0.75,-1091.725,2832.5000000000005,2021-06-18,254,357,True,0,-700.0875,-868.0125,-1745.4125,-713.2999999999993,-147.77499999999986,False,105.98749999999973
12m_2021-01-01,12m,2021-01-01,pair_0.50_3.50_low25,0.50,3.50,0.25,1018.475,2136.8875000000003,2021-06-18,139,195,True,5,-748.2624999999999,-907.2375,-1707.9375000000005,-1408.9124999999995,1962.4250000000002,False,229.61249999999973
12m_2021-01-01,12m,2021-01-01,pair_0.50_3.50_low50,0.50,3.50,0.5,40.450000000000045,2436.925,2021-06-18,144,202,True,3,-724.175,-885.0749999999999,-1450.075,-1108.8749999999995,984.4000000000001,False,205.82499999999982
12m_2021-01-01,12m,2021-01-01,pair_0.50_3.50_low75,0.50,3.50,0.75,-937.5749999999998,2777.0125,2021-06-18,242,339,True,1,-700.0875000000001,-862.9124999999999,-1715.9125000000001,-768.7874999999999,6.375000000000227,False,141.98750000000018
12m_2021-01-01,12m,2021-01-01,pair_0.75_1.50_low25,0.75,1.50,0.25,1038.3249999999998,2186.925,2021-06-18,131,185,True,6,-959.0,-789.575,-1550.5500000000002,-1358.8749999999995,1982.2749999999999,False,89.5
12m_2021-01-01,12m,2021-01-01,pair_0.75_1.50_low50,0.75,1.50,0.5,170.04999999999995,2485.9,2021-06-18,141,199,True,4,-935.5,-788.775,-1456.25,-1059.8999999999996,1114.0,False,163.4000000000001
12m_2021-01-01,12m,2021-01-01,pair_0.75_1.50_low75,0.75,1.50,0.75,-698.225,2796.7124999999996,2021-06-18,214,300,True,2,-912.0,-831.0624999999998,-1518.6874999999998,-749.0875000000001,245.72500000000002,False,225.46250000000055
12m_2021-01-01,12m,2021-01-01,pair_0.75_1.75_low25,0.75,1.75,0.25,1532.4250000000002,2196.2625000000003,2021-06-18,140,196,True,5,-723.425,-791.3374999999999,-1618.8000000000004,-1349.5374999999995,2476.375,False,77.79999999999973
12m_2021-01-01,12m,2021-01-01,pair_0.75_1.75_low50,0.75,1.75,0.5,499.45000000000005,2492.125,2021-06-18,143,201,True,4,-778.45,-800.4250000000001,-1501.7500000000002,-1053.6749999999997,1443.4,False,155.60000000000036
12m_2021-01-01,12m,2021-01-01,pair_0.75_1.75_low75,0.75,1.75,0.75,-533.525,2787.9875,2021-06-18,184,259,True,3,-833.4750000000001,-847.3,-1571.7624999999998,-757.8124999999995,410.42500000000007,False,233.4000000000001
12m_2021-01-01,12m,2021-01-01,pair_0.75_2.00_low25,0.75,2.00,0.25,1254.1374999999998,2334.6000000000004,2021-06-18,140,196,True,5,-723.4250000000002,-883.0750000000002,-1619.1749999999997,-1211.1999999999994,2198.0874999999996,False,77.79999999999927
12m_2021-01-01,12m,2021-01-01,pair_0.75_2.00_low50,0.75,2.00,0.5,313.92499999999995,2584.35,2021-06-18,143,201,True,3,-778.45,-824.75,-1503.725,-961.4499999999998,1257.875,False,155.5999999999999
12m_2021-01-01,12m,2021-01-01,pair_0.75_2.00_low75,0.75,2.00,0.75,-626.2875,2834.1,2021-06-18,184,259,True,3,-833.4750000000001,-844.4249999999998,-1585.7374999999997,-711.6999999999998,317.6625,False,233.40000000000055
12m_2021-01-01,12m,2021-01-01,pair_0.75_2.25_low25,0.75,2.25,0.25,1263.8500000000001,2394.5249999999996,2021-06-18,143,201,True,7,-723.425,-867.2000000000003,-1682.5124999999998,-1151.275,2207.8,False,77.80000000000018
12m_2021-01-01,12m,2021-01-01,pair_0.75_2.25_low50,0.75,2.25,0.5,320.4000000000001,2624.3,2021-06-18,144,202,True,4,-778.4499999999999,-803.0,-1544.225,-921.4999999999995,1264.3500000000001,False,155.5999999999999
12m_2021-01-01,12m,2021-01-01,pair_0.75_2.25_low75,0.75,2.25,0.75,-623.05,2854.075,2021-06-18,184,259,True,3,-833.475,-842.5499999999998,-1554.0874999999996,-691.7249999999999,320.9000000000001,False,233.40000000000055
12m_2021-01-01,12m,2021-01-01,pair_0.75_2.50_low25,0.75,2.50,0.25,1152.9624999999999,2263.2,2021-06-18,140,196,True,5,-694.9375,-963.7,-1639.6875,-1282.6,2096.9125,False,216.92500000000018
12m_2021-01-01,12m,2021-01-01,pair_0.75_2.50_low50,0.75,2.50,0.5,246.4749999999999,2536.75,2021-06-18,143,201,True,3,-691.0749999999999,-951.0,-1515.6750000000002,-1009.0499999999997,1190.425,False,248.35000000000036
12m_2021-01-01,12m,2021-01-01,pair_0.75_2.50_low75,0.75,2.50,0.75,-660.0125,2810.3,2021-06-18,184,259,True,3,-758.5875000000001,-938.2999999999997,-1538.1999999999998,-735.4999999999995,283.9375,False,279.7750000000001
12m_2021-01-01,12m,2021-01-01,pair_0.75_2.75_low25,0.75,2.75,0.25,385.07499999999993,2315.3625,2021-09-30,142,200,True,3,-801.3875,-1073.5749999999998,-1622.3999999999999,-1230.4374999999995,1329.025,True,280.22499999999945
12m_2021-01-01,12m,2021-01-01,pair_0.75_2.75_low50,0.75,2.75,0.5,-265.45000000000005,2452.325,2021-06-18,144,202,True,2,-830.4250000000001,-1024.25,-1504.15,-1093.475,678.5,False,409.75
12m_2021-01-01,12m,2021-01-01,pair_0.75_2.75_low75,0.75,2.75,0.75,-915.975,2906.0375000000004,2021-06-18,254,357,True,1,-859.4625000000001,-974.925,-1453.3625000000002,-639.7624999999994,27.975000000000023,False,222.5250000000001
12m_2021-01-01,12m,2021-01-01,pair_0.75_3.00_low25,0.75,3.00,0.25,59.237499999999955,2382.075,2021-09-30,143,201,True,3,-801.3875000000002,-991.2125000000003,-1816.9499999999998,-1163.725,1003.1875,True,280.22500000000036
12m_2021-01-01,12m,2021-01-01,pair_0.75_3.00_low50,0.75,3.00,0.5,-482.675,2399.5,2021-09-30,144,202,True,2,-830.425,-927.5,-1633.85,-1146.2999999999997,461.27500000000003,True,507.0500000000002
12m_2021-01-01,12m,2021-01-01,pair_0.75_3.00_low75,0.75,3.00,0.75,-1024.5875,2859.9125000000004,2021-06-18,254,357,True,1,-859.4625000000001,-926.5499999999997,-1504.7125,-685.8874999999994,-80.63750000000005,False,290.8874999999998
12m_2021-01-01,12m,2021-01-01,pair_0.75_3.25_low25,0.75,3.25,0.25,643.3000000000002,2295.6375,2021-06-18,140,196,True,4,-801.3875,-928.4499999999999,-1693.8749999999998,-1250.1625,1587.2500000000002,False,179.2750000000001
12m_2021-01-01,12m,2021-01-01,pair_0.75_3.25_low50,0.75,3.25,0.5,-93.29999999999995,2569.65,2021-06-18,213,299,True,1,-830.425,-927.4999999999999,-1551.8,-976.1499999999996,850.6500000000001,False,211.9749999999999
12m_2021-01-01,12m,2021-01-01,pair_0.75_3.25_low75,0.75,3.25,0.75,-829.9,2982.35,2021-06-18,254,357,True,1,-859.4625000000001,-926.55,-1480.8499999999997,-563.4499999999998,114.05000000000007,False,105.98750000000064
12m_2021-01-01,12m,2021-01-01,pair_0.75_3.50_low25,0.75,3.50,0.25,1105.75,2148.6000000000004,2021-06-18,137,193,True,4,-801.3875,-928.4499999999998,-1791.2625000000003,-1397.1999999999994,2049.7,False,267.84999999999945
12m_2021-01-01,12m,2021-01-01,pair_0.75_3.50_low50,0.75,3.50,0.5,215.0,2460.35,2021-06-18,142,200,True,2,-830.425,-927.4999999999998,-1616.7250000000001,-1085.4499999999998,1158.95,False,282.3000000000002
12m_2021-01-01,12m,2021-01-01,pair_0.75_3.50_low75,0.75,3.50,0.75,-675.75,2921.8,2021-06-18,254,357,True,0,-859.4625,-926.5499999999998,-1448.35,-623.9999999999995,268.20000000000005,False,147.05000000000018
12m_2021-01-01,12m,2021-01-01,pair_1.00_1.50_low25,1.00,1.50,0.25,1193.9624999999999,2052.7749999999996,2021-06-18,130,182,True,7,-991.25,-811.8249999999999,-1570.5375000000001,-1493.025,2137.9125,False,261.33750000000055
12m_2021-01-01,12m,2021-01-01,pair_1.00_1.50_low50,1.00,1.50,0.5,481.32499999999993,2273.75,2021-06-18,202,284,True,4,-1000.0,-851.425,-1496.2250000000001,-1272.0499999999997,1425.275,False,450.9250000000002
