account_id,cohort_month,activated_at,alive,died_at,death_reason,death_equity_usd,death_trade_key,lifetime_days,trades_taken,wins,losses,gross_pnl_usd,commission_usd,payout_count,requests_blocked,requests_withheld,withdrawn_usd,received_usd,months_accrued,entitlement_accrued_usd,entitlement_outstanding_usd,first_withdrawal_at,equity_profit_usd,balance_usd,max_equity_profit_usd,min_equity_profit_usd,peak_profit_usd,floor_profit_usd,headroom_usd
1,2020-01,2020-01-01 00:00:00,False,2021-06-04 15:37:40,intratrade_excursion,96.4,RR0.50:15-16:149:504,520,2243,1151,1091,2508.0,2354.1,0,0,17,0.0,0.0,17,17000.0,17000.0,,153.9,,3785.5,-385.0,3825.3,100.0,
2,2020-02,2020-02-01 00:00:00,False,2020-02-28 15:44:20,intratrade_excursion,-869.85,RR2.50:13-14:22:65,27,88,27,60,-655.5,91.35,0,0,0,0.0,0.0,0,0.0,0.0,,-746.85,,628.45,-869.85,650.3,-849.7,
3,2020-03,2020-03-01 00:00:00,False,2021-06-04 02:13:40,intratrade_excursion,84.8,RR0.50:2-3:138:503,460,1975,1006,968,2179.5,2072.7,0,0,15,0.0,0.0,15,15000.0,15000.0,,106.8,,3708.65,-400.05,3748.45,100.0,
4,2020-04,2020-04-01 00:00:00,True,,,,,,7184,2170,5014,46841.0,7543.2,23,13,40,39197.79,37778.02,75,75000.0,35802.21,2021-02-01 00:00:00,100.01,25100.01,9499.45,-584.3,9512.0,100.0,0.01
5,2020-05,2020-05-01 00:00:00,False,2021-02-23 22:30:00,intratrade_excursion,-43.95,RR0.50:17-18:77:349,298,1290,671,618,1572.0,1353.45,0,0,9,0.0,0.0,9,9000.0,9000.0,,218.55,,2299.8,-294.2,2339.6,100.0,
6,2020-06,2020-06-01 00:00:00,False,2020-06-26 22:52:40,closed_below_threshold,-1095.4,RR2.50:22-23:35:142,25,88,22,66,-1003.0,92.4,0,0,0,0.0,0.0,0,0.0,0.0,,-1095.4,,388.15,-1095.4,405.2,-1094.8,
7,2020-07,2020-07-01 00:00:00,False,2021-02-22 20:30:00,intratrade_excursion,82.9,RR0.50:19-20:89:360,236,1023,529,493,1183.0,1073.1,0,0,7,0.0,0.0,7,7000.0,7000.0,,109.9,,2117.45,-121.35,2157.25,100.0,
8,2020-08,2020-08-01 00:00:00,True,,,,,,6818,2052,4766,44008.0,7158.9,21,8,43,36749.09,35574.19,71,71000.0,34250.91,2021-11-01 00:00:00,100.01,25100.01,9499.45,-40.0,9512.0,100.0,0.01
9,2020-09,2020-09-01 00:00:00,False,2020-12-31 16:42:40,intratrade_excursion,-250.4,RR0.50:16-17:151:411,121,529,268,260,332.5,554.4,0,0,3,0.0,0.0,3,3000.0,3000.0,,-221.9,,1219.2,-250.4,1259.0,-241.0,
10,2020-10,2020-10-01 00:00:00,True,,,,,,6624,1995,4629,42657.0,6955.2,19,8,43,35601.79,34541.62,69,69000.0,33398.21,2022-03-01 00:00:00,100.01,25100.01,9499.45,-1003.25,9512.0,100.0,0.01
11,2020-11,2020-11-01 00:00:00,False,2020-12-31 16:42:40,intratrade_excursion,-931.45,RR0.50:16-17:151:411,60,260,120,139,-631.0,271.95,0,0,1,0.0,0.0,1,1000.0,1000.0,,-902.95,,538.15,-931.45,577.95,-922.05,
12,2020-12,2020-12-01 00:00:00,True,,,,,,6445,1942,4503,41434.5,6767.25,19,7,42,34567.24,33610.52,67,67000.0,32432.76,2022-03-01 00:00:00,100.01,25100.01,9499.45,-358.25,9512.0,100.0,0.01
13,2021-01,2021-01-01 00:00:00,False,2021-03-08 15:30:00,intratrade_excursion,-958.7,RR0.50:13-14:111:411,66,285,149,135,-572.0,298.2,0,0,2,0.0,0.0,2,2000.0,2000.0,,-870.2,,567.05,-958.7,576.1,-923.9,
