months,budget,left,right,eligible,left_failed,right_failed,both,left_only,right_only,neither,failed_window_jaccard,right_given_left,left_given_right,continuous_deep_dd_jaccard,both_cases,left_only_cases,right_only_cases
1,1500,2.00,2.25,78,13,12,12,1,0,65,0.9230769230769231,0.9230769230769231,1.0,0.7453183520599251,1m_2020-06-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2022-11-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2023-10-01,
1,1500,2.00,2.50,78,13,13,11,2,2,63,0.7333333333333333,0.8461538461538461,0.8461538461538461,0.673394495412844,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2022-11-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2023-10-01,1m_2022-01-01;1m_2025-11-01
1,1500,2.00,2.75,78,13,15,12,1,3,62,0.75,0.9230769230769231,0.8,0.629757785467128,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2022-11-01;1m_2023-10-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01,1m_2021-09-01;1m_2022-01-01;1m_2025-11-01
1,1500,2.00,3.00,78,13,14,12,1,2,63,0.8,0.9230769230769231,0.8571428571428571,0.5201938610662359,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2022-11-01;1m_2023-10-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01,1m_2021-09-01;1m_2025-11-01
1,1500,2.00,3.25,78,13,12,11,2,1,64,0.7857142857142857,0.8461538461538461,0.9166666666666666,0.4657762938230384,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2023-10-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01,1m_2022-01-01
1,1500,2.00,3.50,78,13,14,11,2,3,62,0.6875,0.8461538461538461,0.7857142857142857,0.5524475524475524,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2023-10-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01,1m_2021-12-01;1m_2022-01-01;1m_2025-11-01
1,1500,2.00,1000,70,12,18,10,2,8,50,0.5,0.8333333333333334,0.5555555555555556,0.4884393063583815,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2023-10-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2024-07-01,1m_2020-10-01;1m_2021-09-01;1m_2021-12-01;1m_2022-01-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-09-01
1,1500,2.25,2.50,78,12,13,11,1,2,64,0.7857142857142857,0.9166666666666666,0.8461538461538461,0.8244111349036403,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2022-11-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01,1m_2022-01-01;1m_2025-11-01
1,1500,2.25,2.75,78,12,15,11,1,4,62,0.6875,0.9166666666666666,0.7333333333333333,0.7362204724409449,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2022-11-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01,1m_2021-09-01;1m_2022-01-01;1m_2023-10-01;1m_2025-11-01
1,1500,2.25,3.00,78,12,14,11,1,3,63,0.7333333333333333,0.9166666666666666,0.7857142857142857,0.6314814814814815,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2022-11-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01,1m_2021-09-01;1m_2023-10-01;1m_2025-11-01
1,1500,2.25,3.25,78,12,12,10,2,2,64,0.7142857142857143,0.8333333333333334,0.8333333333333334,0.5822050290135397,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01,1m_2022-01-01;1m_2023-10-01
1,1500,2.25,3.50,78,12,14,10,2,4,62,0.625,0.8333333333333334,0.7142857142857143,0.6171875,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2022-11-01,1m_2021-12-01;1m_2022-01-01;1m_2023-10-01;1m_2025-11-01
1,1500,2.25,1000,70,11,18,9,2,9,50,0.45,0.8181818181818182,0.5,0.5299684542586751,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2020-06-01;1m_2024-07-01,1m_2020-10-01;1m_2021-09-01;1m_2021-12-01;1m_2022-01-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2023-10-01;1m_2024-09-01
1,1500,2.50,2.75,78,13,15,13,0,2,63,0.8666666666666667,1.0,0.8666666666666667,0.777319587628866,1m_2022-01-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2022-11-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2021-09-01;1m_2023-10-01
1,1500,2.50,3.00,78,13,14,12,1,2,63,0.8,0.9230769230769231,0.8571428571428571,0.6368821292775665,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2022-11-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-01-01,1m_2021-09-01;1m_2023-10-01
1,1500,2.50,3.25,78,13,12,11,2,1,64,0.7857142857142857,0.8461538461538461,0.9166666666666666,0.5555555555555556,1m_2022-01-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-11-01;1m_2025-11-01,1m_2023-10-01
1,1500,2.50,3.50,78,13,14,12,1,2,63,0.8,0.9230769230769231,0.8571428571428571,0.5812133072407045,1m_2022-01-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-11-01,1m_2021-12-01;1m_2023-10-01
1,1500,2.50,1000,70,11,18,10,1,8,51,0.5263157894736842,0.9090909090909091,0.5555555555555556,0.5472312703583062,1m_2022-01-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2024-07-01,1m_2020-10-01;1m_2021-09-01;1m_2021-12-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2023-10-01;1m_2024-09-01
1,1500,2.75,3.00,78,15,14,14,1,0,63,0.9333333333333333,0.9333333333333333,1.0,0.7784431137724551,1m_2021-09-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2022-11-01;1m_2023-10-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2022-01-01,
1,1500,2.75,3.25,78,15,12,12,3,0,63,0.8,0.8,1.0,0.6593186372745491,1m_2022-01-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2023-10-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2021-09-01;1m_2022-11-01;1m_2025-11-01,
1,1500,2.75,3.50,78,15,14,13,2,1,62,0.8125,0.8666666666666667,0.9285714285714286,0.6997971602434077,1m_2022-01-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2023-10-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2021-09-01;1m_2022-11-01,1m_2021-12-01
1,1500,2.75,1000,70,13,18,12,1,6,51,0.631578947368421,0.9230769230769231,0.6666666666666666,0.5170278637770898,1m_2021-09-01;1m_2022-01-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2023-10-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2024-07-01,1m_2020-10-01;1m_2021-12-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-09-01
1,1500,3.00,3.25,78,14,12,11,3,1,63,0.7333333333333333,0.7857142857142857,0.9166666666666666,0.7373949579831933,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2023-10-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2021-09-01;1m_2022-11-01;1m_2025-11-01,1m_2022-01-01
1,1500,3.00,3.50,78,14,14,12,2,2,62,0.75,0.8571428571428571,0.8571428571428571,0.7257731958762886,1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2023-10-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2025-11-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2021-09-01;1m_2022-11-01,1m_2021-12-01;1m_2022-01-01
1,1500,3.00,1000,70,12,18,11,1,7,51,0.5789473684210527,0.9166666666666666,0.6111111111111112,0.4969418960244648,1m_2021-09-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2023-10-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2024-07-01,1m_2020-10-01;1m_2021-12-01;1m_2022-01-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-09-01
1,1500,3.25,3.50,78,12,14,12,0,2,64,0.8571428571428571,1.0,0.8571428571428571,0.7671232876712328,1m_2022-01-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2023-10-01;1m_2024-07-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,,1m_2021-12-01;1m_2025-11-01
1,1500,3.25,1000,70,12,18,11,1,7,51,0.5789473684210527,0.9166666666666666,0.6111111111111112,0.41358024691358025,1m_2022-01-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2023-10-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2024-07-01,1m_2020-10-01;1m_2021-09-01;1m_2021-12-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-09-01
1,1500,3.50,1000,70,13,18,12,1,6,51,0.631578947368421,0.9230769230769231,0.6666666666666666,0.46984126984126984,1m_2021-12-01;1m_2022-01-01;1m_2022-03-01;1m_2022-05-01;1m_2022-06-01;1m_2023-10-01;1m_2024-08-01;1m_2025-03-01;1m_2025-04-01;1m_2026-02-01;1m_2026-03-01;1m_2026-06-01,1m_2024-07-01,1m_2020-10-01;1m_2021-09-01;1m_2022-04-01;1m_2022-09-01;1m_2023-08-01;1m_2024-09-01
1,6800,0.50,0.75,78,0,0,0,0,0,78,,,,0.6436974789915967,,,
1,6800,0.50,1.00,78,0,0,0,0,0,78,,,,0.5453047775947282,,,
1,6800,0.50,1.25,78,0,0,0,0,0,78,,,,0.3560371517027864,,,
1,6800,0.50,1.50,78,0,0,0,0,0,78,,,,0.35625,,,
1,6800,0.50,1.75,78,0,0,0,0,0,78,,,,0.26819407008086255,,,
1,6800,0.50,2.00,78,0,0,0,0,0,78,,,,0.3175416133162612,,,
1,6800,0.50,2.25,78,0,0,0,0,0,78,,,,0.30945945945945946,,,
1,6800,0.50,2.50,78,0,0,0,0,0,78,,,,0.3,,,
1,6800,0.50,2.75,78,0,0,0,0,0,78,,,,0.31586021505376344,,,
1,6800,0.50,3.00,78,0,0,0,0,0,78,,,,0.2919418758256275,,,
1,6800,0.50,3.25,78,0,0,0,0,0,78,,,,0.29603399433427763,,,
1,6800,0.50,3.50,78,0,0,0,0,0,78,,,,0.3064971751412429,,,
1,6800,0.50,1000,70,0,0,0,0,0,70,,,,0.25677267373380447,,,
1,6800,0.75,1.00,78,0,0,0,0,0,78,,,,0.7634854771784232,,,
1,6800,0.75,1.25,78,0,0,0,0,0,78,,,,0.4619666048237477,,,
1,6800,0.75,1.50,78,0,0,0,0,0,78,,,,0.39037433155080214,,,
1,6800,0.75,1.75,78,0,0,0,0,0,78,,,,0.30229007633587784,,,
1,6800,0.75,2.00,78,0,0,0,0,0,78,,,,0.30694444444444446,,,
1,6800,0.75,2.25,78,0,0,0,0,0,78,,,,0.3637770897832817,,,
1,6800,0.75,2.50,78,0,0,0,0,0,78,,,,0.3516483516483517,,,
1,6800,0.75,2.75,78,0,0,0,0,0,78,,,,0.36447166921898927,,,
1,6800,0.75,3.00,78,0,0,0,0,0,78,,,,0.36085626911314983,,,
1,6800,0.75,3.25,78,0,0,0,0,0,78,,,,0.3875838926174497,,,
1,6800,0.75,3.50,78,0,0,0,0,0,78,,,,0.3811881188118812,,,
1,6800,0.75,1000,70,0,0,0,0,0,70,,,,0.2797385620915033,,,
1,6800,1.00,1.25,78,0,0,0,0,0,78,,,,0.5648535564853556,,,
1,6800,1.00,1.50,78,0,0,0,0,0,78,,,,0.47410358565737054,,,
1,6800,1.00,1.75,78,0,0,0,0,0,78,,,,0.3850085178875639,,,
1,6800,1.00,2.00,78,0,0,0,0,0,78,,,,0.3630862329803328,,,
1,6800,1.00,2.25,78,0,0,0,0,0,78,,,,0.4158249158249158,,,
1,6800,1.00,2.50,78,0,0,0,0,0,78,,,,0.3938879456706282,,,
1,6800,1.00,2.75,78,0,0,0,0,0,78,,,,0.415973377703827,,,
1,6800,1.00,3.00,78,0,0,0,0,0,78,,,,0.41903171953255425,,,
1,6800,1.00,3.25,78,0,0,0,0,0,78,,,,0.4335154826958106,,,
1,6800,1.00,3.50,78,0,0,0,0,0,78,,,,0.4412296564195298,,,
1,6800,1.00,1000,70,0,0,0,0,0,70,,,,0.29517241379310344,,,
1,6800,1.25,1.50,78,0,0,0,0,0,78,,,,0.674074074074074,,,
1,6800,1.25,1.75,78,0,0,0,0,0,78,,,,0.5744234800838575,,,
1,6800,1.25,2.00,78,0,0,0,0,0,78,,,,0.5366300366300366,,,
1,6800,1.25,2.25,78,0,0,0,0,0,78,,,,0.561122244488978,,,
1,6800,1.25,2.50,78,0,0,0,0,0,78,,,,0.518,,,
1,6800,1.25,2.75,78,0,0,0,0,0,78,,,,0.5290697674418605,,,
1,6800,1.25,3.00,78,0,0,0,0,0,78,,,,0.5095785440613027,,,
1,6800,1.25,3.25,78,0,0,0,0,0,78,,,,0.5491452991452992,,,
1,6800,1.25,3.50,78,0,0,0,0,0,78,,,,0.6048034934497817,,,
1,6800,1.25,1000,70,0,0,0,0,0,70,,,,0.4190938511326861,,,
1,6800,1.50,1.75,78,0,0,0,0,0,78,,,,0.6438053097345132,,,
1,6800,1.50,2.00,78,0,0,0,0,0,78,,,,0.5503731343283582,,,
1,6800,1.50,2.25,78,0,0,0,0,0,78,,,,0.5670731707317073,,,
1,6800,1.50,2.50,78,0,0,0,0,0,78,,,,0.5452674897119342,,,
1,6800,1.50,2.75,78,0,0,0,0,0,78,,,,0.5682730923694779,,,
1,6800,1.50,3.00,78,0,0,0,0,0,78,,,,0.5354330708661418,,,
1,6800,1.50,3.25,78,0,0,0,0,0,78,,,,0.5353319057815846,,,
1,6800,1.50,3.50,78,0,0,0,0,0,78,,,,0.6485260770975056,,,
1,6800,1.50,1000,70,0,0,0,0,0,70,,,,0.40387722132471726,,,
1,6800,1.75,2.00,78,0,0,0,0,0,78,,,,0.6960600375234521,,,
1,6800,1.75,2.25,78,0,0,0,0,0,78,,,,0.6779324055666004,,,
1,6800,1.75,2.50,78,0,0,0,0,0,78,,,,0.6546184738955824,,,
1,6800,1.75,2.75,78,0,0,0,0,0,78,,,,0.6113207547169811,,,
1,6800,1.75,3.00,78,0,0,0,0,0,78,,,,0.5232142857142857,,,
1,6800,1.75,3.25,78,0,0,0,0,0,78,,,,0.4575645756457565,,,
1,6800,1.75,3.50,78,0,0,0,0,0,78,,,,0.5655577299412916,,,
1,6800,1.75,1000,70,0,0,0,0,0,70,,,,0.4337899543378995,,,
1,6800,2.00,2.25,78,0,0,0,0,0,78,,,,0.7453183520599251,,,
1,6800,2.00,2.50,78,0,0,0,0,0,78,,,,0.673394495412844,,,
1,6800,2.00,2.75,78,0,0,0,0,0,78,,,,0.629757785467128,,,
1,6800,2.00,3.00,78,0,0,0,0,0,78,,,,0.5201938610662359,,,
1,6800,2.00,3.25,78,0,0,0,0,0,78,,,,0.4657762938230384,,,
1,6800,2.00,3.50,78,0,0,0,0,0,78,,,,0.5524475524475524,,,
1,6800,2.00,1000,70,0,0,0,0,0,70,,,,0.4884393063583815,,,
1,6800,2.25,2.50,78,0,0,0,0,0,78,,,,0.8244111349036403,,,
1,6800,2.25,2.75,78,0,0,0,0,0,78,,,,0.7362204724409449,,,
1,6800,2.25,3.00,78,0,0,0,0,0,78,,,,0.6314814814814815,,,
1,6800,2.25,3.25,78,0,0,0,0,0,78,,,,0.5822050290135397,,,
1,6800,2.25,3.50,78,0,0,0,0,0,78,,,,0.6171875,,,
1,6800,2.25,1000,70,0,0,0,0,0,70,,,,0.5299684542586751,,,
1,6800,2.50,2.75,78,0,0,0,0,0,78,,,,0.777319587628866,,,
1,6800,2.50,3.00,78,0,0,0,0,0,78,,,,0.6368821292775665,,,
1,6800,2.50,3.25,78,0,0,0,0,0,78,,,,0.5555555555555556,,,
1,6800,2.50,3.50,78,0,0,0,0,0,78,,,,0.5812133072407045,,,
1,6800,2.50,1000,70,0,0,0,0,0,70,,,,0.5472312703583062,,,
1,6800,2.75,3.00,78,0,0,0,0,0,78,,,,0.7784431137724551,,,
1,6800,2.75,3.25,78,0,0,0,0,0,78,,,,0.6593186372745491,,,
1,6800,2.75,3.50,78,0,0,0,0,0,78,,,,0.6997971602434077,,,
1,6800,2.75,1000,70,0,0,0,0,0,70,,,,0.5170278637770898,,,
1,6800,3.00,3.25,78,0,0,0,0,0,78,,,,0.7373949579831933,,,
1,6800,3.00,3.50,78,0,0,0,0,0,78,,,,0.7257731958762886,,,
1,6800,3.00,1000,70,0,0,0,0,0,70,,,,0.4969418960244648,,,
1,6800,3.25,3.50,78,0,0,0,0,0,78,,,,0.7671232876712328,,,
1,6800,3.25,1000,70,0,0,0,0,0,70,,,,0.41358024691358025,,,
1,6800,3.50,1000,70,0,0,0,0,0,70,,,,0.46984126984126984,,,
3,1500,0.50,0.75,26,5,6,4,1,2,19,0.5714285714285714,0.8,0.6666666666666666,0.6436974789915967,3m_2021-04-01;3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,3m_2023-10-01,3m_2021-01-01;3m_2026-01-01
3,1500,0.50,1.00,26,5,7,4,1,3,18,0.5,0.8,0.5714285714285714,0.5453047775947282,3m_2021-04-01;3m_2022-04-01;3m_2023-10-01;3m_2025-04-01,3m_2024-07-01,3m_2020-01-01;3m_2021-01-01;3m_2026-01-01
3,1500,0.50,1.25,26,5,7,4,1,3,18,0.5,0.8,0.5714285714285714,0.3560371517027864,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01,3m_2021-04-01,3m_2020-01-01;3m_2021-01-01;3m_2026-01-01
3,1500,0.50,1.50,26,5,6,4,1,2,19,0.5714285714285714,0.8,0.6666666666666666,0.35625,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01,3m_2021-04-01,3m_2020-01-01;3m_2026-01-01
3,1500,0.50,1.75,26,5,5,4,1,1,20,0.6666666666666666,0.8,0.8,0.26819407008086255,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01,3m_2021-04-01,3m_2026-01-01
3,1500,0.50,2.00,26,5,6,4,1,2,19,0.5714285714285714,0.8,0.6666666666666666,0.3175416133162612,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01,3m_2021-04-01,3m_2022-10-01;3m_2026-01-01
3,1500,0.50,2.25,26,5,5,3,2,2,19,0.42857142857142855,0.6,0.6,0.30945945945945946,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,3m_2021-04-01;3m_2023-10-01,3m_2022-10-01;3m_2026-01-01
3,1500,0.50,2.50,26,5,6,3,2,3,18,0.375,0.6,0.5,0.3,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01,3m_2021-04-01;3m_2023-10-01,3m_2020-01-01;3m_2022-01-01;3m_2026-01-01
3,1500,0.50,2.75,26,5,8,4,1,4,17,0.4444444444444444,0.8,0.5,0.31586021505376344,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01,3m_2021-04-01,3m_2020-01-01;3m_2022-01-01;3m_2024-04-01;3m_2026-01-01
3,1500,0.50,3.00,26,5,7,4,1,3,18,0.5,0.8,0.5714285714285714,0.2919418758256275,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01,3m_2021-04-01,3m_2020-01-01;3m_2024-04-01;3m_2026-01-01
3,1500,0.50,3.25,26,5,7,4,1,3,18,0.5,0.8,0.5714285714285714,0.29603399433427763,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01,3m_2021-04-01,3m_2020-01-01;3m_2022-01-01;3m_2026-01-01
3,1500,0.50,3.50,26,5,7,4,1,3,18,0.5,0.8,0.5714285714285714,0.3064971751412429,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01,3m_2021-04-01,3m_2020-01-01;3m_2022-01-01;3m_2026-01-01
3,1500,0.50,1000,24,5,8,4,1,4,15,0.4444444444444444,0.8,0.5,0.25677267373380447,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01,3m_2021-04-01,3m_2020-01-01;3m_2020-10-01;3m_2022-01-01;3m_2026-01-01
3,1500,0.75,1.00,26,6,7,5,1,2,18,0.625,0.8333333333333334,0.7142857142857143,0.7634854771784232,3m_2021-01-01;3m_2021-04-01;3m_2022-04-01;3m_2025-04-01;3m_2026-01-01,3m_2024-07-01,3m_2020-01-01;3m_2023-10-01
3,1500,0.75,1.25,26,6,7,5,1,2,18,0.625,0.8333333333333334,0.7142857142857143,0.4619666048237477,3m_2021-01-01;3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2021-04-01,3m_2020-01-01;3m_2023-10-01
3,1500,0.75,1.50,26,6,6,4,2,2,18,0.5,0.6666666666666666,0.6666666666666666,0.39037433155080214,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01;3m_2021-04-01,3m_2020-01-01;3m_2023-10-01
3,1500,0.75,1.75,26,6,5,4,2,1,19,0.5714285714285714,0.6666666666666666,0.8,0.30229007633587784,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01;3m_2021-04-01,3m_2023-10-01
3,1500,0.75,2.00,26,6,6,4,2,2,18,0.5,0.6666666666666666,0.6666666666666666,0.30694444444444446,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01;3m_2021-04-01,3m_2022-10-01;3m_2023-10-01
3,1500,0.75,2.25,26,6,5,4,2,1,19,0.5714285714285714,0.6666666666666666,0.8,0.3637770897832817,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01;3m_2021-04-01,3m_2022-10-01
3,1500,0.75,2.50,26,6,6,4,2,2,18,0.5,0.6666666666666666,0.6666666666666666,0.3516483516483517,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01;3m_2021-04-01,3m_2020-01-01;3m_2022-01-01
3,1500,0.75,2.75,26,6,8,4,2,4,16,0.4,0.6666666666666666,0.5,0.36447166921898927,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01;3m_2021-04-01,3m_2020-01-01;3m_2022-01-01;3m_2023-10-01;3m_2024-04-01
3,1500,0.75,3.00,26,6,7,4,2,3,17,0.4444444444444444,0.6666666666666666,0.5714285714285714,0.36085626911314983,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01;3m_2021-04-01,3m_2020-01-01;3m_2023-10-01;3m_2024-04-01
3,1500,0.75,3.25,26,6,7,4,2,3,17,0.4444444444444444,0.6666666666666666,0.5714285714285714,0.3875838926174497,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01;3m_2021-04-01,3m_2020-01-01;3m_2022-01-01;3m_2023-10-01
3,1500,0.75,3.50,26,6,7,4,2,3,17,0.4444444444444444,0.6666666666666666,0.5714285714285714,0.3811881188118812,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01;3m_2021-04-01,3m_2020-01-01;3m_2022-01-01;3m_2023-10-01
3,1500,0.75,1000,24,6,8,4,2,4,14,0.4,0.6666666666666666,0.5,0.2797385620915033,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01;3m_2021-04-01,3m_2020-01-01;3m_2020-10-01;3m_2022-01-01;3m_2023-10-01
3,1500,1.00,1.25,26,7,7,6,1,1,18,0.75,0.8571428571428571,0.8571428571428571,0.5648535564853556,3m_2020-01-01;3m_2021-01-01;3m_2022-04-01;3m_2023-10-01;3m_2025-04-01;3m_2026-01-01,3m_2021-04-01,3m_2024-07-01
3,1500,1.00,1.50,26,7,6,5,2,1,18,0.625,0.7142857142857143,0.8333333333333334,0.47410358565737054,3m_2020-01-01;3m_2022-04-01;3m_2023-10-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01;3m_2021-04-01,3m_2024-07-01
3,1500,1.00,1.75,26,7,5,4,3,1,18,0.5,0.5714285714285714,0.8,0.3850085178875639,3m_2022-04-01;3m_2023-10-01;3m_2025-04-01;3m_2026-01-01,3m_2020-01-01;3m_2021-01-01;3m_2021-04-01,3m_2024-07-01
3,1500,1.00,2.00,26,7,6,4,3,2,17,0.4444444444444444,0.5714285714285714,0.6666666666666666,0.3630862329803328,3m_2022-04-01;3m_2023-10-01;3m_2025-04-01;3m_2026-01-01,3m_2020-01-01;3m_2021-01-01;3m_2021-04-01,3m_2022-10-01;3m_2024-07-01
