months,budget,left,right,eligible,left_failed,right_failed,both,left_only,right_only,neither,failed_window_jaccard,right_given_left,left_given_right,continuous_deep_dd_jaccard,both_cases,left_only_cases,right_only_cases
3,1500,1.00,2.25,26,7,5,3,4,2,17,0.3333333333333333,0.42857142857142855,0.6,0.4158249158249158,3m_2022-04-01;3m_2025-04-01;3m_2026-01-01,3m_2020-01-01;3m_2021-01-01;3m_2021-04-01;3m_2023-10-01,3m_2022-10-01;3m_2024-07-01
3,1500,1.00,2.50,26,7,6,4,3,2,17,0.4444444444444444,0.5714285714285714,0.6666666666666666,0.3938879456706282,3m_2020-01-01;3m_2022-04-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01;3m_2021-04-01;3m_2023-10-01,3m_2022-01-01;3m_2024-07-01
3,1500,1.00,2.75,26,7,8,5,2,3,16,0.5,0.7142857142857143,0.625,0.415973377703827,3m_2020-01-01;3m_2022-04-01;3m_2023-10-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01;3m_2021-04-01,3m_2022-01-01;3m_2024-04-01;3m_2024-07-01
3,1500,1.00,3.00,26,7,7,5,2,2,17,0.5555555555555556,0.7142857142857143,0.7142857142857143,0.41903171953255425,3m_2020-01-01;3m_2022-04-01;3m_2023-10-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01;3m_2021-04-01,3m_2024-04-01;3m_2024-07-01
3,1500,1.00,3.25,26,7,7,5,2,2,17,0.5555555555555556,0.7142857142857143,0.7142857142857143,0.4335154826958106,3m_2020-01-01;3m_2022-04-01;3m_2023-10-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01;3m_2021-04-01,3m_2022-01-01;3m_2024-07-01
3,1500,1.00,3.50,26,7,7,5,2,2,17,0.5555555555555556,0.7142857142857143,0.7142857142857143,0.4412296564195298,3m_2020-01-01;3m_2022-04-01;3m_2023-10-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01;3m_2021-04-01,3m_2022-01-01;3m_2024-07-01
3,1500,1.00,1000,24,7,8,5,2,3,14,0.5,0.7142857142857143,0.625,0.29517241379310344,3m_2020-01-01;3m_2022-04-01;3m_2023-10-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01;3m_2021-04-01,3m_2020-10-01;3m_2022-01-01;3m_2024-07-01
3,1500,1.25,1.50,26,7,6,6,1,0,19,0.8571428571428571,0.8571428571428571,1.0,0.674074074074074,3m_2020-01-01;3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01,
3,1500,1.25,1.75,26,7,5,5,2,0,19,0.7142857142857143,0.7142857142857143,1.0,0.5744234800838575,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2020-01-01;3m_2021-01-01,
3,1500,1.25,2.00,26,7,6,5,2,1,18,0.625,0.7142857142857143,0.8333333333333334,0.5366300366300366,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2020-01-01;3m_2021-01-01,3m_2022-10-01
3,1500,1.25,2.25,26,7,5,4,3,1,18,0.5,0.5714285714285714,0.8,0.561122244488978,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2020-01-01;3m_2021-01-01;3m_2023-10-01,3m_2022-10-01
3,1500,1.25,2.50,26,7,6,5,2,1,18,0.625,0.7142857142857143,0.8333333333333334,0.518,3m_2020-01-01;3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01;3m_2023-10-01,3m_2022-01-01
3,1500,1.25,2.75,26,7,8,6,1,2,17,0.6666666666666666,0.8571428571428571,0.75,0.5290697674418605,3m_2020-01-01;3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01,3m_2022-01-01;3m_2024-04-01
3,1500,1.25,3.00,26,7,7,6,1,1,18,0.75,0.8571428571428571,0.8571428571428571,0.5095785440613027,3m_2020-01-01;3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01,3m_2024-04-01
3,1500,1.25,3.25,26,7,7,6,1,1,18,0.75,0.8571428571428571,0.8571428571428571,0.5491452991452992,3m_2020-01-01;3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01,3m_2022-01-01
3,1500,1.25,3.50,26,7,7,6,1,1,18,0.75,0.8571428571428571,0.8571428571428571,0.6048034934497817,3m_2020-01-01;3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01,3m_2022-01-01
3,1500,1.25,1000,24,7,8,6,1,2,15,0.6666666666666666,0.8571428571428571,0.75,0.4190938511326861,3m_2020-01-01;3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2021-01-01,3m_2020-10-01;3m_2022-01-01
3,1500,1.50,1.75,26,6,5,5,1,0,20,0.8333333333333334,0.8333333333333334,1.0,0.6438053097345132,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2020-01-01,
3,1500,1.50,2.00,26,6,6,5,1,1,19,0.7142857142857143,0.8333333333333334,0.8333333333333334,0.5503731343283582,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2020-01-01,3m_2022-10-01
3,1500,1.50,2.25,26,6,5,4,2,1,19,0.5714285714285714,0.6666666666666666,0.8,0.5670731707317073,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2020-01-01;3m_2023-10-01,3m_2022-10-01
3,1500,1.50,2.50,26,6,6,5,1,1,19,0.7142857142857143,0.8333333333333334,0.8333333333333334,0.5452674897119342,3m_2020-01-01;3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2023-10-01,3m_2022-01-01
3,1500,1.50,2.75,26,6,8,6,0,2,18,0.75,1.0,0.75,0.5682730923694779,3m_2020-01-01;3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,,3m_2022-01-01;3m_2024-04-01
3,1500,1.50,3.00,26,6,7,6,0,1,19,0.8571428571428571,1.0,0.8571428571428571,0.5354330708661418,3m_2020-01-01;3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,,3m_2024-04-01
3,1500,1.50,3.25,26,6,7,6,0,1,19,0.8571428571428571,1.0,0.8571428571428571,0.5353319057815846,3m_2020-01-01;3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,,3m_2022-01-01
3,1500,1.50,3.50,26,6,7,6,0,1,19,0.8571428571428571,1.0,0.8571428571428571,0.6485260770975056,3m_2020-01-01;3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,,3m_2022-01-01
3,1500,1.50,1000,24,6,8,6,0,2,16,0.75,1.0,0.75,0.40387722132471726,3m_2020-01-01;3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,,3m_2020-10-01;3m_2022-01-01
3,1500,1.75,2.00,26,5,6,5,0,1,20,0.8333333333333334,1.0,0.8333333333333334,0.6960600375234521,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,,3m_2022-10-01
3,1500,1.75,2.25,26,5,5,4,1,1,20,0.6666666666666666,0.8,0.8,0.6779324055666004,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2023-10-01,3m_2022-10-01
3,1500,1.75,2.50,26,5,6,4,1,2,19,0.5714285714285714,0.8,0.6666666666666666,0.6546184738955824,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2023-10-01,3m_2020-01-01;3m_2022-01-01
3,1500,1.75,2.75,26,5,8,5,0,3,18,0.625,1.0,0.625,0.6113207547169811,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,,3m_2020-01-01;3m_2022-01-01;3m_2024-04-01
3,1500,1.75,3.00,26,5,7,5,0,2,19,0.7142857142857143,1.0,0.7142857142857143,0.5232142857142857,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,,3m_2020-01-01;3m_2024-04-01
3,1500,1.75,3.25,26,5,7,5,0,2,19,0.7142857142857143,1.0,0.7142857142857143,0.4575645756457565,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,,3m_2020-01-01;3m_2022-01-01
3,1500,1.75,3.50,26,5,7,5,0,2,19,0.7142857142857143,1.0,0.7142857142857143,0.5655577299412916,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,,3m_2020-01-01;3m_2022-01-01
3,1500,1.75,1000,24,5,8,5,0,3,16,0.625,1.0,0.625,0.4337899543378995,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,,3m_2020-01-01;3m_2020-10-01;3m_2022-01-01
3,1500,2.00,2.25,26,6,5,5,1,0,20,0.8333333333333334,0.8333333333333334,1.0,0.7453183520599251,3m_2022-04-01;3m_2022-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2023-10-01,
3,1500,2.00,2.50,26,6,6,4,2,2,18,0.5,0.6666666666666666,0.6666666666666666,0.673394495412844,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2022-10-01;3m_2023-10-01,3m_2020-01-01;3m_2022-01-01
3,1500,2.00,2.75,26,6,8,5,1,3,17,0.5555555555555556,0.8333333333333334,0.625,0.629757785467128,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2022-10-01,3m_2020-01-01;3m_2022-01-01;3m_2024-04-01
3,1500,2.00,3.00,26,6,7,5,1,2,18,0.625,0.8333333333333334,0.7142857142857143,0.5201938610662359,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2022-10-01,3m_2020-01-01;3m_2024-04-01
3,1500,2.00,3.25,26,6,7,5,1,2,18,0.625,0.8333333333333334,0.7142857142857143,0.4657762938230384,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2022-10-01,3m_2020-01-01;3m_2022-01-01
3,1500,2.00,3.50,26,6,7,5,1,2,18,0.625,0.8333333333333334,0.7142857142857143,0.5524475524475524,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2022-10-01,3m_2020-01-01;3m_2022-01-01
3,1500,2.00,1000,24,6,8,5,1,3,15,0.5555555555555556,0.8333333333333334,0.625,0.4884393063583815,3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2022-10-01,3m_2020-01-01;3m_2020-10-01;3m_2022-01-01
3,1500,2.25,2.50,26,5,6,4,1,2,19,0.5714285714285714,0.8,0.6666666666666666,0.8244111349036403,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2022-10-01,3m_2020-01-01;3m_2022-01-01
3,1500,2.25,2.75,26,5,8,4,1,4,17,0.4444444444444444,0.8,0.5,0.7362204724409449,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2022-10-01,3m_2020-01-01;3m_2022-01-01;3m_2023-10-01;3m_2024-04-01
3,1500,2.25,3.00,26,5,7,4,1,3,18,0.5,0.8,0.5714285714285714,0.6314814814814815,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2022-10-01,3m_2020-01-01;3m_2023-10-01;3m_2024-04-01
3,1500,2.25,3.25,26,5,7,4,1,3,18,0.5,0.8,0.5714285714285714,0.5822050290135397,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2022-10-01,3m_2020-01-01;3m_2022-01-01;3m_2023-10-01
3,1500,2.25,3.50,26,5,7,4,1,3,18,0.5,0.8,0.5714285714285714,0.6171875,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2022-10-01,3m_2020-01-01;3m_2022-01-01;3m_2023-10-01
3,1500,2.25,1000,24,5,8,4,1,4,15,0.4444444444444444,0.8,0.5,0.5299684542586751,3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2022-10-01,3m_2020-01-01;3m_2020-10-01;3m_2022-01-01;3m_2023-10-01
3,1500,2.50,2.75,26,6,8,6,0,2,18,0.75,1.0,0.75,0.777319587628866,3m_2020-01-01;3m_2022-01-01;3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,,3m_2023-10-01;3m_2024-04-01
3,1500,2.50,3.00,26,6,7,5,1,2,18,0.625,0.8333333333333334,0.7142857142857143,0.6368821292775665,3m_2020-01-01;3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2022-01-01,3m_2023-10-01;3m_2024-04-01
3,1500,2.50,3.25,26,6,7,6,0,1,19,0.8571428571428571,1.0,0.8571428571428571,0.5555555555555556,3m_2020-01-01;3m_2022-01-01;3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,,3m_2023-10-01
3,1500,2.50,3.50,26,6,7,6,0,1,19,0.8571428571428571,1.0,0.8571428571428571,0.5812133072407045,3m_2020-01-01;3m_2022-01-01;3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,,3m_2023-10-01
3,1500,2.50,1000,24,6,8,6,0,2,16,0.75,1.0,0.75,0.5472312703583062,3m_2020-01-01;3m_2022-01-01;3m_2022-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,,3m_2020-10-01;3m_2023-10-01
3,1500,2.75,3.00,26,8,7,7,1,0,18,0.875,0.875,1.0,0.7784431137724551,3m_2020-01-01;3m_2022-04-01;3m_2023-10-01;3m_2024-04-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2022-01-01,
3,1500,2.75,3.25,26,8,7,7,1,0,18,0.875,0.875,1.0,0.6593186372745491,3m_2020-01-01;3m_2022-01-01;3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2024-04-01,
3,1500,2.75,3.50,26,8,7,7,1,0,18,0.875,0.875,1.0,0.6997971602434077,3m_2020-01-01;3m_2022-01-01;3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2024-04-01,
3,1500,2.75,1000,24,7,8,7,0,1,16,0.875,1.0,0.875,0.5170278637770898,3m_2020-01-01;3m_2022-01-01;3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,,3m_2020-10-01
3,1500,3.00,3.25,26,7,7,6,1,1,18,0.75,0.8571428571428571,0.8571428571428571,0.7373949579831933,3m_2020-01-01;3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2024-04-01,3m_2022-01-01
3,1500,3.00,3.50,26,7,7,6,1,1,18,0.75,0.8571428571428571,0.8571428571428571,0.7257731958762886,3m_2020-01-01;3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,3m_2024-04-01,3m_2022-01-01
3,1500,3.00,1000,24,6,8,6,0,2,16,0.75,1.0,0.75,0.4969418960244648,3m_2020-01-01;3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,,3m_2020-10-01;3m_2022-01-01
3,1500,3.25,3.50,26,7,7,7,0,0,19,1.0,1.0,1.0,0.7671232876712328,3m_2020-01-01;3m_2022-01-01;3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,,
3,1500,3.25,1000,24,7,8,7,0,1,16,0.875,1.0,0.875,0.41358024691358025,3m_2020-01-01;3m_2022-01-01;3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,,3m_2020-10-01
3,1500,3.50,1000,24,7,8,7,0,1,16,0.875,1.0,0.875,0.46984126984126984,3m_2020-01-01;3m_2022-01-01;3m_2022-04-01;3m_2023-10-01;3m_2024-07-01;3m_2025-04-01;3m_2026-01-01,,3m_2020-10-01
3,6800,0.50,0.75,26,0,0,0,0,0,26,,,,0.6436974789915967,,,
3,6800,0.50,1.00,26,0,0,0,0,0,26,,,,0.5453047775947282,,,
3,6800,0.50,1.25,26,0,0,0,0,0,26,,,,0.3560371517027864,,,
3,6800,0.50,1.50,26,0,0,0,0,0,26,,,,0.35625,,,
3,6800,0.50,1.75,26,0,0,0,0,0,26,,,,0.26819407008086255,,,
3,6800,0.50,2.00,26,0,0,0,0,0,26,,,,0.3175416133162612,,,
3,6800,0.50,2.25,26,0,0,0,0,0,26,,,,0.30945945945945946,,,
3,6800,0.50,2.50,26,0,0,0,0,0,26,,,,0.3,,,
3,6800,0.50,2.75,26,0,0,0,0,0,26,,,,0.31586021505376344,,,
3,6800,0.50,3.00,26,0,0,0,0,0,26,,,,0.2919418758256275,,,
3,6800,0.50,3.25,26,0,0,0,0,0,26,,,,0.29603399433427763,,,
3,6800,0.50,3.50,26,0,0,0,0,0,26,,,,0.3064971751412429,,,
3,6800,0.50,1000,24,0,0,0,0,0,24,,,,0.25677267373380447,,,
3,6800,0.75,1.00,26,0,0,0,0,0,26,,,,0.7634854771784232,,,
3,6800,0.75,1.25,26,0,0,0,0,0,26,,,,0.4619666048237477,,,
3,6800,0.75,1.50,26,0,0,0,0,0,26,,,,0.39037433155080214,,,
3,6800,0.75,1.75,26,0,0,0,0,0,26,,,,0.30229007633587784,,,
3,6800,0.75,2.00,26,0,0,0,0,0,26,,,,0.30694444444444446,,,
3,6800,0.75,2.25,26,0,0,0,0,0,26,,,,0.3637770897832817,,,
3,6800,0.75,2.50,26,0,0,0,0,0,26,,,,0.3516483516483517,,,
3,6800,0.75,2.75,26,0,0,0,0,0,26,,,,0.36447166921898927,,,
3,6800,0.75,3.00,26,0,0,0,0,0,26,,,,0.36085626911314983,,,
3,6800,0.75,3.25,26,0,0,0,0,0,26,,,,0.3875838926174497,,,
3,6800,0.75,3.50,26,0,0,0,0,0,26,,,,0.3811881188118812,,,
3,6800,0.75,1000,24,0,0,0,0,0,24,,,,0.2797385620915033,,,
3,6800,1.00,1.25,26,0,0,0,0,0,26,,,,0.5648535564853556,,,
3,6800,1.00,1.50,26,0,0,0,0,0,26,,,,0.47410358565737054,,,
3,6800,1.00,1.75,26,0,0,0,0,0,26,,,,0.3850085178875639,,,
3,6800,1.00,2.00,26,0,0,0,0,0,26,,,,0.3630862329803328,,,
3,6800,1.00,2.25,26,0,0,0,0,0,26,,,,0.4158249158249158,,,
3,6800,1.00,2.50,26,0,0,0,0,0,26,,,,0.3938879456706282,,,
3,6800,1.00,2.75,26,0,0,0,0,0,26,,,,0.415973377703827,,,
3,6800,1.00,3.00,26,0,0,0,0,0,26,,,,0.41903171953255425,,,
3,6800,1.00,3.25,26,0,0,0,0,0,26,,,,0.4335154826958106,,,
3,6800,1.00,3.50,26,0,0,0,0,0,26,,,,0.4412296564195298,,,
3,6800,1.00,1000,24,0,0,0,0,0,24,,,,0.29517241379310344,,,
3,6800,1.25,1.50,26,0,0,0,0,0,26,,,,0.674074074074074,,,
3,6800,1.25,1.75,26,0,0,0,0,0,26,,,,0.5744234800838575,,,
3,6800,1.25,2.00,26,0,0,0,0,0,26,,,,0.5366300366300366,,,
3,6800,1.25,2.25,26,0,0,0,0,0,26,,,,0.561122244488978,,,
3,6800,1.25,2.50,26,0,0,0,0,0,26,,,,0.518,,,
3,6800,1.25,2.75,26,0,0,0,0,0,26,,,,0.5290697674418605,,,
3,6800,1.25,3.00,26,0,0,0,0,0,26,,,,0.5095785440613027,,,
3,6800,1.25,3.25,26,0,0,0,0,0,26,,,,0.5491452991452992,,,
3,6800,1.25,3.50,26,0,0,0,0,0,26,,,,0.6048034934497817,,,
3,6800,1.25,1000,24,0,0,0,0,0,24,,,,0.4190938511326861,,,
3,6800,1.50,1.75,26,0,0,0,0,0,26,,,,0.6438053097345132,,,
3,6800,1.50,2.00,26,0,0,0,0,0,26,,,,0.5503731343283582,,,
3,6800,1.50,2.25,26,0,0,0,0,0,26,,,,0.5670731707317073,,,
3,6800,1.50,2.50,26,0,0,0,0,0,26,,,,0.5452674897119342,,,
3,6800,1.50,2.75,26,0,0,0,0,0,26,,,,0.5682730923694779,,,
3,6800,1.50,3.00,26,0,0,0,0,0,26,,,,0.5354330708661418,,,
3,6800,1.50,3.25,26,0,0,0,0,0,26,,,,0.5353319057815846,,,
3,6800,1.50,3.50,26,0,0,0,0,0,26,,,,0.6485260770975056,,,
3,6800,1.50,1000,24,0,0,0,0,0,24,,,,0.40387722132471726,,,
3,6800,1.75,2.00,26,0,0,0,0,0,26,,,,0.6960600375234521,,,
3,6800,1.75,2.25,26,0,0,0,0,0,26,,,,0.6779324055666004,,,
3,6800,1.75,2.50,26,0,0,0,0,0,26,,,,0.6546184738955824,,,
3,6800,1.75,2.75,26,0,0,0,0,0,26,,,,0.6113207547169811,,,
3,6800,1.75,3.00,26,0,0,0,0,0,26,,,,0.5232142857142857,,,
3,6800,1.75,3.25,26,0,0,0,0,0,26,,,,0.4575645756457565,,,
3,6800,1.75,3.50,26,0,0,0,0,0,26,,,,0.5655577299412916,,,
3,6800,1.75,1000,24,0,0,0,0,0,24,,,,0.4337899543378995,,,
3,6800,2.00,2.25,26,0,0,0,0,0,26,,,,0.7453183520599251,,,
3,6800,2.00,2.50,26,0,0,0,0,0,26,,,,0.673394495412844,,,
3,6800,2.00,2.75,26,0,0,0,0,0,26,,,,0.629757785467128,,,
3,6800,2.00,3.00,26,0,0,0,0,0,26,,,,0.5201938610662359,,,
3,6800,2.00,3.25,26,0,0,0,0,0,26,,,,0.4657762938230384,,,
3,6800,2.00,3.50,26,0,0,0,0,0,26,,,,0.5524475524475524,,,
3,6800,2.00,1000,24,0,0,0,0,0,24,,,,0.4884393063583815,,,
3,6800,2.25,2.50,26,0,0,0,0,0,26,,,,0.8244111349036403,,,
3,6800,2.25,2.75,26,0,0,0,0,0,26,,,,0.7362204724409449,,,
3,6800,2.25,3.00,26,0,0,0,0,0,26,,,,0.6314814814814815,,,
3,6800,2.25,3.25,26,0,0,0,0,0,26,,,,0.5822050290135397,,,
3,6800,2.25,3.50,26,0,0,0,0,0,26,,,,0.6171875,,,
3,6800,2.25,1000,24,0,0,0,0,0,24,,,,0.5299684542586751,,,
3,6800,2.50,2.75,26,0,0,0,0,0,26,,,,0.777319587628866,,,
3,6800,2.50,3.00,26,0,0,0,0,0,26,,,,0.6368821292775665,,,
3,6800,2.50,3.25,26,0,0,0,0,0,26,,,,0.5555555555555556,,,
3,6800,2.50,3.50,26,0,0,0,0,0,26,,,,0.5812133072407045,,,
3,6800,2.50,1000,24,0,0,0,0,0,24,,,,0.5472312703583062,,,
3,6800,2.75,3.00,26,0,0,0,0,0,26,,,,0.7784431137724551,,,
3,6800,2.75,3.25,26,0,0,0,0,0,26,,,,0.6593186372745491,,,
3,6800,2.75,3.50,26,0,0,0,0,0,26,,,,0.6997971602434077,,,
3,6800,2.75,1000,24,0,0,0,0,0,24,,,,0.5170278637770898,,,
3,6800,3.00,3.25,26,0,0,0,0,0,26,,,,0.7373949579831933,,,
3,6800,3.00,3.50,26,0,0,0,0,0,26,,,,0.7257731958762886,,,
3,6800,3.00,1000,24,0,0,0,0,0,24,,,,0.4969418960244648,,,
3,6800,3.25,3.50,26,0,0,0,0,0,26,,,,0.7671232876712328,,,
3,6800,3.25,1000,24,0,0,0,0,0,24,,,,0.41358024691358025,,,
3,6800,3.50,1000,24,0,0,0,0,0,24,,,,0.46984126984126984,,,
6,1500,0.50,0.75,13,3,4,3,0,1,9,0.75,1.0,0.75,0.6436974789915967,6m_2021-01-01;6m_2023-07-01;6m_2024-07-01,,6m_2026-01-01
6,1500,0.50,1.00,13,3,3,1,2,2,8,0.2,0.3333333333333333,0.3333333333333333,0.5453047775947282,6m_2021-01-01,6m_2023-07-01;6m_2024-07-01,6m_2020-01-01;6m_2026-01-01
6,1500,0.50,1.25,13,3,5,2,1,3,7,0.3333333333333333,0.6666666666666666,0.4,0.3560371517027864,6m_2021-01-01;6m_2024-07-01,6m_2023-07-01,6m_2020-01-01;6m_2022-01-01;6m_2026-01-01
6,1500,0.50,1.50,13,3,4,2,1,2,8,0.4,0.6666666666666666,0.5,0.35625,6m_2023-07-01;6m_2024-07-01,6m_2021-01-01,6m_2020-01-01;6m_2026-01-01
6,1500,0.50,1.75,13,3,2,1,2,1,9,0.25,0.3333333333333333,0.5,0.26819407008086255,6m_2024-07-01,6m_2021-01-01;6m_2023-07-01,6m_2026-01-01
6,1500,0.50,2.00,13,3,2,1,2,1,9,0.25,0.3333333333333333,0.5,0.3175416133162612,6m_2024-07-01,6m_2021-01-01;6m_2023-07-01,6m_2026-01-01
6,1500,0.50,2.25,13,3,3,1,2,2,8,0.2,0.3333333333333333,0.3333333333333333,0.30945945945945946,6m_2024-07-01,6m_2021-01-01;6m_2023-07-01,6m_2022-01-01;6m_2026-01-01
6,1500,0.50,2.50,13,3,4,1,2,3,7,0.16666666666666666,0.3333333333333333,0.25,0.3,6m_2024-07-01,6m_2021-01-01;6m_2023-07-01,6m_2020-01-01;6m_2022-01-01;6m_2026-01-01
6,1500,0.50,2.75,13,3,4,1,2,3,7,0.16666666666666666,0.3333333333333333,0.25,0.31586021505376344,6m_2024-07-01,6m_2021-01-01;6m_2023-07-01,6m_2020-01-01;6m_2022-01-01;6m_2026-01-01
6,1500,0.50,3.00,13,3,3,1,2,2,8,0.2,0.3333333333333333,0.3333333333333333,0.2919418758256275,6m_2024-07-01,6m_2021-01-01;6m_2023-07-01,6m_2020-01-01;6m_2026-01-01
6,1500,0.50,3.25,13,3,5,1,2,4,6,0.14285714285714285,0.3333333333333333,0.2,0.29603399433427763,6m_2024-07-01,6m_2021-01-01;6m_2023-07-01,6m_2020-01-01;6m_2022-01-01;6m_2025-01-01;6m_2026-01-01
6,1500,0.50,3.50,13,3,6,2,1,4,6,0.2857142857142857,0.6666666666666666,0.3333333333333333,0.3064971751412429,6m_2023-07-01;6m_2024-07-01,6m_2021-01-01,6m_2020-01-01;6m_2022-01-01;6m_2025-01-01;6m_2026-01-01
6,1500,0.50,1000,12,3,6,2,1,4,5,0.2857142857142857,0.6666666666666666,0.3333333333333333,0.25677267373380447,6m_2023-07-01;6m_2024-07-01,6m_2021-01-01,6m_2020-01-01;6m_2022-01-01;6m_2025-01-01;6m_2026-01-01
6,1500,0.75,1.00,13,4,3,2,2,1,8,0.4,0.5,0.6666666666666666,0.7634854771784232,6m_2021-01-01;6m_2026-01-01,6m_2023-07-01;6m_2024-07-01,6m_2020-01-01
6,1500,0.75,1.25,13,4,5,3,1,2,7,0.5,0.75,0.6,0.4619666048237477,6m_2021-01-01;6m_2024-07-01;6m_2026-01-01,6m_2023-07-01,6m_2020-01-01;6m_2022-01-01
6,1500,0.75,1.50,13,4,4,3,1,1,8,0.6,0.75,0.75,0.39037433155080214,6m_2023-07-01;6m_2024-07-01;6m_2026-01-01,6m_2021-01-01,6m_2020-01-01
