date,rr,pnl,drawdown,deep
2020-01-02,0.50,81.8,0.0,False
2020-01-03,0.50,95.0,0.0,False
2020-01-06,0.50,294.2,0.0,False
2020-01-07,0.50,243.85,50.349999999999994,False
2020-01-08,0.50,305.5,0.0,False
2020-01-09,0.50,261.2,44.30000000000001,False
2020-01-10,0.50,206.85,98.65,False
2020-01-13,0.50,311.9,0.0,False
2020-01-14,0.50,279.25,32.64999999999998,False
2020-01-15,0.50,290.85,21.049999999999955,False
2020-01-16,0.50,333.5,0.0,False
2020-01-17,0.50,373.25,0.0,False
2020-01-20,0.50,350.35,22.899999999999977,False
2020-01-21,0.50,333.55,39.69999999999999,False
2020-01-22,0.50,351.7,21.55000000000001,False
2020-01-23,0.50,379.95,0.0,False
2020-01-24,0.50,353.6,26.349999999999966,False
2020-01-27,0.50,338.25,41.69999999999999,False
2020-01-28,0.50,406.5,0.0,False
2020-01-29,0.50,325.2,81.30000000000001,False
2020-01-30,0.50,257.9,148.60000000000002,False
2020-01-31,0.50,160.1,246.4,False
2020-02-03,0.50,331.75,74.75,False
2020-02-04,0.50,350.85,55.64999999999998,False
2020-02-05,0.50,517.05,0.0,False
2020-02-06,0.50,595.65,0.0,False
2020-02-07,0.50,588.3,7.350000000000023,False
2020-02-10,0.50,643.5,0.0,False
2020-02-11,0.50,531.7,111.79999999999995,False
2020-02-12,0.50,581.9,61.60000000000002,False
2020-02-13,0.50,431.55,211.95,False
2020-02-14,0.50,449.3,194.2,False
2020-02-17,0.50,488.5,155.0,False
2020-02-18,0.50,538.15,105.35000000000002,False
2020-02-19,0.50,501.2,142.3,False
2020-02-20,0.50,517.35,126.14999999999998,False
2020-02-21,0.50,400.55,242.95,False
2020-02-24,0.50,203.4,440.1,False
2020-02-25,0.50,7.65,635.85,False
2020-02-26,0.50,103.8,539.7,False
2020-02-27,0.50,-367.5,1011.0,False
2020-02-28,0.50,-137.6,781.1,False
2020-03-02,0.50,684.9,0.0,False
2020-03-03,0.50,371.15,313.75,False
2020-03-04,0.50,683.75,1.1499999999999773,False
2020-03-05,0.50,658.4,26.5,False
2020-03-06,0.50,773.6,0.0,False
2020-03-09,0.50,742.5,31.100000000000023,False
2020-03-10,0.50,659.75,113.85000000000002,False
2020-03-11,0.50,335.85,437.75,False
2020-03-12,0.50,232.55,541.05,False
2020-03-13,0.50,522.35,251.25,False
2020-03-16,0.50,-151.7,925.3,False
2020-03-17,0.50,181.25,592.35,False
2020-03-18,0.50,607.55,166.05000000000007,False
2020-03-19,0.50,208.35,565.25,False
2020-03-20,0.50,133.1,640.5,False
2020-03-23,0.50,688.35,85.25,False
2020-03-24,0.50,1215.95,0.0,False
2020-03-25,0.50,1709.7,0.0,False
2020-03-26,0.50,1842.05,0.0,False
2020-03-27,0.50,1488.2,353.8499999999999,False
2020-03-30,0.50,1449.8,392.25,False
2020-03-31,0.50,1459.95,382.0999999999999,False
2020-04-01,0.50,1312.75,529.3,False
2020-04-02,0.50,1499.8,342.25,False
2020-04-03,0.50,1286.3,555.75,False
2020-04-06,0.50,1257.95,584.0999999999999,False
2020-04-07,0.50,1471.55,370.5,False
2020-04-08,0.50,1259.1,582.95,False
2020-04-09,0.50,1646.95,195.0999999999999,False
2020-04-13,0.50,1670.7,171.3499999999999,False
2020-04-14,0.50,1745.5,96.54999999999995,False
2020-04-15,0.50,1736.7,105.34999999999991,False
2020-04-16,0.50,1830.45,11.599999999999909,False
2020-04-17,0.50,1730.75,111.29999999999995,False
2020-04-20,0.50,1685.6,156.45000000000005,False
2020-04-21,0.50,1383.25,458.79999999999995,False
2020-04-22,0.50,1409.8,432.25,False
2020-04-23,0.50,1417.9,424.14999999999986,False
2020-04-24,0.50,1501.1,340.95000000000005,False
2020-04-27,0.50,1507.25,334.79999999999995,False
2020-04-28,0.50,1532.5,309.54999999999995,False
2020-04-29,0.50,1686.6,155.45000000000005,False
2020-04-30,0.50,1485.7,356.3499999999999,False
2020-05-01,0.50,1415.4,426.64999999999986,False
