account_id,cohort_month,activated_at,alive,died_at,death_reason,death_equity_usd,death_trade_key,lifetime_days,trades_taken,wins,losses,gross_pnl_usd,commission_usd,payout_count,requests_blocked,requests_withheld,withdrawn_usd,received_usd,months_accrued,entitlement_accrued_usd,entitlement_outstanding_usd,first_withdrawal_at,equity_profit_usd,balance_usd,max_equity_profit_usd,min_equity_profit_usd,peak_profit_usd,floor_profit_usd,headroom_usd
1,2020-03,2020-03-03 00:00:00,False,2020-03-18 01:37:40,intratrade_excursion,-2413.4,RR1.00:19-20:16:62,15,59,19,39,-2024.5,60.9,0,0,0,0.0,0.0,0,0.0,0.0,,-2085.4,,258.75,-2413.4,302.0,-2198.0,
2,2020-03,2020-03-03 00:00:00,False,2020-03-18 01:37:40,intratrade_excursion,-2413.4,RR1.00:19-20:16:62,15,59,19,39,-2024.5,60.9,0,0,0,0.0,0.0,0,0.0,0.0,,-2085.4,,258.75,-2413.4,302.0,-2198.0,
3,2020-03,2020-03-03 00:00:00,False,2020-03-18 01:37:40,intratrade_excursion,-2413.4,RR1.00:19-20:16:62,15,59,19,39,-2024.5,60.9,0,0,0,0.0,0.0,0,0.0,0.0,,-2085.4,,258.75,-2413.4,302.0,-2198.0,
4,2020-03,2020-03-19 00:00:00,True,,,,,,12271,5126,7145,48014.5,12884.55,51,6,20,35029.94,34026.95,0,0.0,0.0,2021-04-01 00:00:00,100.01,50100.01,15253.3,-1481.45,15267.8,100.0,0.01
5,2020-03,2020-03-19 00:00:00,True,,,,,,12271,5126,7145,48014.5,12884.55,51,6,20,35029.94,34026.95,0,0.0,0.0,2021-04-01 00:00:00,100.01,50100.01,15253.3,-1481.45,15267.8,100.0,0.01
6,2020-03,2020-03-19 00:00:00,True,,,,,,12271,5126,7145,48014.5,12884.55,51,6,20,35029.94,34026.95,0,0.0,0.0,2021-04-01 00:00:00,100.01,50100.01,15253.3,-1481.45,15267.8,100.0,0.01
7,2020-04,2020-04-01 00:00:00,True,,,,,,12203,5098,7105,48098.5,12813.15,51,8,17,35185.34,34166.81,0,0.0,0.0,2020-12-01 00:00:00,100.01,50100.01,15408.7,-170.6,15423.2,100.0,0.01
8,2020-05,2020-05-01 00:00:00,False,2021-07-19 14:04:40,intratrade_excursion,92.45,RR1.00:12-13:127:477,444,2342,962,1379,2586.5,2458.05,0,0,14,0.0,0.0,0,0.0,0.0,,128.45,,3289.0,-125.1,3341.95,100.0,
9,2020-06,2020-06-01 00:00:00,False,2021-03-04 19:14:40,intratrade_excursion,-720.35,RR1.00:18-19:79:342,276,1488,613,874,1023.5,1561.35,0,0,9,0.0,0.0,0,0.0,0.0,,-537.85,,1829.25,-1043.35,1853.8,-646.2,
10,2020-07,2020-07-01 00:00:00,False,2021-03-04 19:14:40,intratrade_excursion,-58.85,RR1.00:18-19:79:342,246,1318,547,770,1506.5,1382.85,0,0,8,0.0,0.0,0,0.0,0.0,,123.65,,2490.75,-381.85,2515.3,15.3,
