case,portfolio,members,groups,failed_groups,failed_fraction,full_loss,net_pnl,max_drawdown,worst_drawdown_at,longest_underwater_trading_dates,longest_underwater_calendar_days,unrecovered_at_end,recovered_episodes,worst_1d_change,worst_5d_change,worst_20d_change
3m_2024-10-01,RR:1.00,RR:1.00,1,0,0.0,False,1345.05,1194.8,2024-11-01,25,35,True,5,-525.15,-831.65,-1115.95
3m_2024-10-01,RR:2.50,RR:2.50,1,0,0.0,False,2930.1,867.2500000000002,2024-11-18,29,39,False,9,-525.15,-867.2500000000002,-643.2000000000003
3m_2024-10-01,GG:1.25,GG:1.25,1,0,0.0,False,1171.55,1243.4,2024-10-31,28,37,True,6,-511.9000000000001,-1037.7,-1074.1
3m_2024-10-01,rr_pair,RR:0.50;RR:2.50,2,0,0.0,False,2323.575,654.65,2024-10-31,17,25,True,8,-460.5,-572.875,-363.54999999999995
3m_2024-10-01,cross_pair,RR:0.50;GG:1.25,2,0,0.0,False,1444.3,758.25,2024-10-31,17,23,True,7,-376.15,-468.67500000000007,-465.975
3m_2024-10-01,rr_triple,RR:0.50;RR:2.50;RR:1.00,3,0,0.0,False,1997.3999999999999,735.3333333333333,2024-10-31,20,28,True,6,-482.05,-659.1333333333334,-614.35
3m_2024-10-01,cross_triple,RR:0.50;GG:1.25;RR:1.00,3,0,0.0,False,1411.2166666666667,821.5333333333333,2024-10-31,17,23,True,9,-352.91666666666663,-582.3833333333333,-682.6333333333333
3m_2025-01-01,RR:0.50,RR:0.50,1,0,0.0,False,723.85,2702.2,2025-03-11,25,35,True,8,-729.3500000000001,-1698.3999999999999,-2317.35
3m_2025-01-01,RR:1.00,RR:1.00,1,0,0.0,False,1561.75,2669.8999999999996,2025-03-11,25,35,True,7,-729.35,-2263.25,-2160.6000000000004
3m_2025-01-01,RR:2.50,RR:2.50,1,0,0.0,False,1492.5,3377.75,2025-03-11,31,45,True,6,-755.2,-1994.45,-2992.25
3m_2025-01-01,GG:1.25,GG:1.25,1,0,0.0,False,229.9,3891.4,2025-03-13,30,42,True,7,-768.25,-1543.25,-3646.3
3m_2025-01-01,rr_pair,RR:0.50;RR:2.50,2,0,0.0,False,1108.175,2948.2250000000004,2025-03-11,31,45,True,6,-731.5,-1846.425,-2578.425
3m_2025-01-01,cross_pair,RR:0.50;GG:1.25,2,0,0.0,False,476.875,3074.0,2025-03-11,31,45,True,7,-594.3499999999999,-1569.1750000000002,-2800.625
3m_2025-01-01,rr_triple,RR:0.50;RR:2.50;RR:1.00,3,0,0.0,False,1259.3666666666668,2818.4833333333336,2025-03-11,26,38,True,6,-686.7666666666667,-1985.3666666666668,-2439.15
3m_2025-01-01,cross_triple,RR:0.50;GG:1.25;RR:1.00,3,0,0.0,False,838.5,2884.2166666666667,2025-03-11,31,45,True,6,-639.3500000000001,-1800.5333333333333,-2527.866666666667
3m_2025-04-01,RR:0.50,RR:0.50,1,1,1.0,True,4763.25,1774.55,2025-04-04,30,42,True,6,-1529.8999999999999,-1078.15,-1237.35
3m_2025-04-01,RR:1.00,RR:1.00,1,1,1.0,True,5693.45,2098.15,2025-04-04,22,30,False,7,-1529.9,-1030.0,-1080.6
3m_2025-04-01,RR:2.50,RR:2.50,1,1,1.0,True,8571.95,2242.95,2025-04-04,13,17,False,9,-1735.35,-785.3000000000002,340.65000000000055
3m_2025-04-01,GG:1.25,GG:1.25,1,1,1.0,True,3626.15,3203.35,2025-04-04,15,21,False,8,-2017.85,-2544.8,-585.25
3m_2025-04-01,rr_pair,RR:0.50;RR:2.50,2,2,1.0,True,6667.6,2008.7499999999998,2025-04-04,14,20,False,10,-1632.6249999999998,-680.125,-448.34999999999945
3m_2025-04-01,cross_pair,RR:0.50;GG:1.25,2,2,1.0,True,4194.7,2488.95,2025-04-04,26,36,False,7,-1773.8749999999998,-1522.875,-733.7499999999995
3m_2025-04-01,rr_triple,RR:0.50;RR:2.50;RR:1.00,3,3,1.0,True,6342.883333333333,2019.5,2025-04-04,20,28,False,7,-1598.3833333333334,-772.3500000000004,-659.0999999999995
3m_2025-04-01,cross_triple,RR:0.50;GG:1.25;RR:1.00,3,3,1.0,True,4694.283333333333,2339.633333333333,2025-04-04,26,36,False,7,-1692.5499999999997,-1160.5166666666667,-849.3666666666663
3m_2025-07-01,RR:0.50,RR:0.50,1,0,0.0,False,303.8,1047.45,2025-08-01,51,71,True,3,-391.35,-667.4000000000001,-698.25
3m_2025-07-01,RR:1.00,RR:1.00,1,0,0.0,False,-493.35,1280.25,2025-08-01,51,71,True,3,-436.29999999999995,-716.5500000000001,-922.5
3m_2025-07-01,RR:2.50,RR:2.50,1,0,0.0,False,2318.35,1146.15,2025-08-01,14,18,True,10,-464.80000000000007,-722.55,-104.60000000000014
3m_2025-07-01,GG:1.25,GG:1.25,1,0,0.0,False,318.9,1647.9,2025-08-01,35,49,True,6,-803.3,-1378.35,-1232.4
3m_2025-07-01,rr_pair,RR:0.50;RR:2.50,2,0,0.0,False,1311.075,1096.8,2025-08-01,34,46,True,8,-428.07500000000005,-638.75,-339.12500000000006
3m_2025-07-01,cross_pair,RR:0.50;GG:1.25,2,0,0.0,False,311.35,1250.875,2025-08-01,48,68,True,6,-425.2249999999999,-924.7499999999999,-687.7499999999999
3m_2025-07-01,rr_triple,RR:0.50;RR:2.50;RR:1.00,3,0,0.0,False,709.5999999999999,1157.95,2025-08-01,45,63,True,5,-430.81666666666666,-636.75,-492.79999999999995
3m_2025-07-01,cross_triple,RR:0.50;GG:1.25;RR:1.00,3,0,0.0,False,43.11666666666665,1221.75,2025-08-01,51,71,True,3,-404.0,-855.35,-766.0
3m_2025-10-01,RR:0.50,RR:0.50,1,0,0.0,False,1582.65,1610.85,2025-12-31,12,19,True,8,-738.6499999999999,-920.8499999999999,-1044.95
3m_2025-10-01,RR:1.00,RR:1.00,1,0,0.0,False,1917.1,1507.7000000000003,2025-12-31,36,51,True,5,-880.5999999999999,-980.6500000000001,-1072.35
3m_2025-10-01,RR:2.50,RR:2.50,1,0,0.0,False,1225.4,2808.55,2025-12-30,36,51,True,4,-880.5999999999999,-1746.0500000000002,-1951.6
3m_2025-10-01,GG:1.25,GG:1.25,1,0,0.0,False,1825.2,2105.75,2025-11-20,23,31,True,7,-742.85,-1724.35,-739.8999999999999
3m_2025-10-01,rr_pair,RR:0.50;RR:2.50,2,0,0.0,False,1404.025,1698.5999999999997,2025-12-30,36,51,True,5,-809.6249999999998,-793.9499999999998,-1020.8
3m_2025-10-01,cross_pair,RR:0.50;GG:1.25,2,0,0.0,False,1703.9250000000002,1106.9499999999998,2025-12-31,13,20,True,8,-553.6249999999998,-808.4499999999998,-620.5999999999995
3m_2025-10-01,rr_triple,RR:0.50;RR:2.50;RR:1.00,3,0,0.0,False,1575.05,1621.2499999999998,2025-12-30,36,51,True,4,-833.2833333333335,-856.1833333333336,-1037.9833333333333
3m_2025-10-01,cross_triple,RR:0.50;GG:1.25;RR:1.00,3,0,0.0,False,1774.9833333333333,1174.9166666666667,2025-12-31,23,31,True,7,-662.6166666666663,-865.8500000000001,-747.3499999999997
3m_2026-01-01,RR:0.50,RR:0.50,1,0,0.0,False,-237.3,2932.8,2026-03-27,43,61,True,4,-845.3,-1686.05,-2272.3999999999996
3m_2026-01-01,RR:1.00,RR:1.00,1,1,1.0,True,-3371.85,6378.75,2026-03-27,43,61,True,4,-1072.3,-2000.8500000000001,-4340.8
3m_2026-01-01,RR:2.50,RR:2.50,1,1,1.0,True,-782.8,5139.95,2026-03-27,43,61,True,2,-1072.3000000000002,-2293.35,-3519.95
3m_2026-01-01,GG:1.25,GG:1.25,1,1,1.0,True,-2192.95,5416.9,2026-03-27,43,61,True,4,-1177.3,-2701.25,-3379.15
3m_2026-01-01,rr_pair,RR:0.50;RR:2.50,2,1,0.5,False,-510.04999999999995,4036.375,2026-03-27,43,61,True,3,-958.8,-1876.6499999999999,-2883.15
3m_2026-01-01,cross_pair,RR:0.50;GG:1.25,2,1,0.5,False,-1215.125,4174.85,2026-03-27,43,61,True,3,-1011.3,-1932.6749999999997,-2552.6
3m_2026-01-01,rr_triple,RR:0.50;RR:2.50;RR:1.00,3,2,0.6666666666666666,False,-1463.9833333333333,4817.166666666666,2026-03-27,43,61,True,4,-996.6333333333334,-1811.3833333333332,-3369.0333333333333
3m_2026-01-01,cross_triple,RR:0.50;GG:1.25;RR:1.00,3,2,0.6666666666666666,False,-1934.0333333333333,4909.483333333334,2026-03-27,43,61,True,3,-1031.6333333333332,-1855.8,-3148.666666666667
3m_2026-04-01,RR:0.50,RR:0.50,1,0,0.0,False,4645.1,2464.8,2026-06-29,15,21,True,8,-1241.5,-1767.3499999999995,-1410.9499999999998
3m_2026-04-01,RR:1.00,RR:1.00,1,0,0.0,False,5450.85,2717.0,2026-06-26,17,23,True,7,-1396.5,-1909.6999999999998,-554.3000000000002
3m_2026-04-01,RR:2.50,RR:2.50,1,0,0.0,False,5760.25,2953.45,2026-06-26,16,22,True,9,-1437.4000000000005,-2256.1000000000004,-2001.3500000000004
3m_2026-04-01,GG:1.25,GG:1.25,1,0,0.0,False,5539.65,2950.2,2026-06-10,34,48,True,8,-2127.8999999999996,-2027.3500000000004,-2950.2
3m_2026-04-01,rr_pair,RR:0.50;RR:2.50,2,0,0.0,False,5202.675,2707.575,2026-06-26,14,20,True,9,-1339.4500000000007,-1745.449999999999,-1674.5
3m_2026-04-01,cross_pair,RR:0.50;GG:1.25,2,0,0.0,False,5092.375,1551.8249999999998,2026-06-10,15,21,True,8,-1551.8249999999998,-1241.9250000000002,-1180.875
3m_2026-04-01,rr_triple,RR:0.50;RR:2.50;RR:1.00,3,0,0.0,False,5285.400000000001,2710.7166666666662,2026-06-26,14,20,True,9,-1358.4666666666672,-1800.1999999999998,-1286.9666666666662
3m_2026-04-01,cross_triple,RR:0.50;GG:1.25;RR:1.00,3,0,0.0,False,5211.866666666667,1819.083333333333,2026-06-25,11,15,True,11,-1359.8000000000002,-1369.9833333333336,-869.0166666666664
