product,initial_cash,monthly_funding,acquisition,spares,passes,withdrawal,cadence,headroom,reserve,fee,accounts,alive,spares_unused,supply_limited,ongoing,terminal,total,contributions,ending_owner_cash,objective,tested_count,tied_best,boundary_best
legacy_25k,5000,200,weekly_one,0,1,minimum,daily,4000,29100.0,200.0,65,3,0,205,416350.0,0,416350.0,20600.0,436950.0,ongoing,90,1,False
legacy_25k,5000,200,weekly_one,0,1,minimum,weekly,6100,31200.0,200.0,58,20,0,191,386750.0,102630.17,489380.17,20600.0,509980.17,total,90,13,False
legacy_25k,5000,200,weekly_one,0,2,minimum,daily,4000,29100.0,200.0,81,5,0,85,538650.0,0,538650.0,20600.0,559250.0,ongoing,82,1,False
legacy_25k,5000,200,weekly_one,0,2,minimum,calendar_month,3300,28400.0,200.0,71,20,0,77,406300.0,196907.93,603207.93,20600.0,623807.93,total,82,2,False
legacy_25k,5000,200,weekly_one,0,3,minimum,daily,3900,29000.0,200.0,107,6,0,37,502550.0,0,502550.0,20600.0,523150.0,ongoing,82,1,False
legacy_25k,5000,200,weekly_one,0,3,minimum,calendar_month,3000,28100.0,200.0,86,20,0,29,403300.0,192685.72,595985.72,20600.0,616585.72,total,82,2,False
legacy_25k,5000,200,weekly_one,0,5,minimum,daily,3900,29000.0,200.0,109,8,0,0,534200.0,0,534200.0,20600.0,554800.0,ongoing,86,1,False
legacy_25k,5000,200,weekly_one,0,5,minimum,calendar_month,3000,28100.0,200.0,76,20,0,0,440700.0,189862.86,630562.86,20600.0,651162.86,total,86,2,False
legacy_50k,1000,0,monthly_current_slot_replacements,0,1,minimum,daily,3600,53700.0,250.0,49,4,0,1211,344350.0,0,344350.0,1000.0,345350.0,ongoing,90,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,0,1,maximum,weekly,8000,58100.0,250.0,35,20,0,1068,294952.57,123369.68,418322.25,1000.0,419322.25,total,90,2,False
legacy_50k,1000,0,monthly_current_slot_replacements,0,2,minimum,daily,3000,53100.0,250.0,55,6,0,352,428750.0,0,428750.0,1000.0,429750.0,ongoing,98,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,0,2,minimum,calendar_month,2600,52700.0,250.0,43,20,0,221,305750.0,185432.3,491182.3,1000.0,492182.3,total,98,2,False
legacy_50k,1000,0,monthly_current_slot_replacements,0,3,minimum,daily,3300,53400.0,250.0,58,9,0,215,453700.0,0,453700.0,1000.0,454700.0,ongoing,86,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,0,3,minimum,calendar_month,2600,52700.0,250.0,42,20,0,85,323000.0,189400.14,512400.14,1000.0,513400.14,total,86,2,False
legacy_50k,1000,0,monthly_current_slot_replacements,0,5,minimum,daily,3300,53400.0,250.0,67,15,0,146,467050.0,0,467050.0,1000.0,468050.0,ongoing,86,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,0,5,minimum,calendar_month,2600,52700.0,250.0,41,20,0,15,334250.0,190348.83,524598.83,1000.0,525598.83,total,86,2,False
legacy_50k,1000,0,monthly_current_slot_replacements,0,10,minimum,daily,3300,53400.0,250.0,72,20,0,55,469000.0,0,469000.0,1000.0,470000.0,ongoing,86,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,0,10,minimum,calendar_month,3100,53200.0,250.0,38,20,0,0,332000.0,198385.53,530385.53,1000.0,531385.53,total,86,2,False
legacy_50k,1000,0,monthly_current_slot_replacements,5,1,minimum,daily,3600,53700.0,250.0,49,4,0,1211,344350.0,0,344350.0,1000.0,345350.0,ongoing,90,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,5,1,maximum,weekly,8000,58100.0,250.0,35,20,0,1011,308404.87,123238.1,431642.97,1000.0,432642.97,total,90,2,False
legacy_50k,1000,0,monthly_current_slot_replacements,5,2,minimum,daily,3000,53100.0,250.0,55,6,0,230,457800.0,0,457800.0,1000.0,458800.0,ongoing,86,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,5,2,minimum,calendar_month,2600,52700.0,250.0,43,20,0,130,320250.0,189216.56,509466.56,1000.0,510466.56,total,86,2,False
legacy_50k,1000,0,monthly_current_slot_replacements,5,3,minimum,daily,3300,53400.0,250.0,57,9,0,151,466700.0,0,466700.0,1000.0,467700.0,ongoing,86,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,5,3,minimum,calendar_month,3100,53200.0,250.0,39,20,0,7,325750.0,197824.67,523574.67,1000.0,524574.67,total,86,2,False
legacy_50k,1000,0,monthly_current_slot_replacements,5,5,minimum,daily,3300,53400.0,250.0,67,15,0,130,465250.0,0,465250.0,1000.0,466250.0,ongoing,86,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,5,5,minimum,calendar_month,3100,53200.0,250.0,38,20,0,0,332000.0,198385.53,530385.53,1000.0,531385.53,total,86,2,False
legacy_50k,1000,0,monthly_current_slot_replacements,5,10,minimum,daily,3300,53400.0,250.0,72,20,0,55,469000.0,0,469000.0,1000.0,470000.0,ongoing,86,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,5,10,minimum,calendar_month,3100,53200.0,250.0,38,20,0,0,332000.0,198385.53,530385.53,1000.0,531385.53,total,86,2,False
legacy_50k,1000,0,monthly_current_slot_replacements,10,1,minimum,daily,3600,53700.0,250.0,49,4,0,1211,344350.0,0,344350.0,1000.0,345350.0,ongoing,90,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,10,1,maximum,weekly,8000,58100.0,250.0,35,20,0,1011,308404.87,123238.1,431642.97,1000.0,432642.97,total,90,2,False
legacy_50k,1000,0,monthly_current_slot_replacements,10,2,minimum,daily,3000,53100.0,250.0,55,6,0,230,457800.0,0,457800.0,1000.0,458800.0,ongoing,86,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,10,2,minimum,calendar_month,2600,52700.0,250.0,43,20,0,130,320250.0,189216.56,509466.56,1000.0,510466.56,total,86,2,False
legacy_50k,1000,0,monthly_current_slot_replacements,10,3,minimum,daily,3300,53400.0,250.0,57,9,0,136,466250.0,0,466250.0,1000.0,467250.0,ongoing,86,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,10,3,minimum,calendar_month,3100,53200.0,250.0,39,20,0,7,325750.0,197824.67,523574.67,1000.0,524574.67,total,86,2,False
legacy_50k,1000,0,monthly_current_slot_replacements,10,5,minimum,daily,3300,53400.0,250.0,67,15,0,130,465250.0,0,465250.0,1000.0,466250.0,ongoing,86,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,10,5,minimum,calendar_month,3100,53200.0,250.0,38,20,0,0,332000.0,198385.53,530385.53,1000.0,531385.53,total,86,2,False
legacy_50k,1000,0,monthly_current_slot_replacements,10,10,minimum,daily,3300,53400.0,250.0,72,20,0,55,469000.0,0,469000.0,1000.0,470000.0,ongoing,86,1,False
legacy_50k,1000,0,monthly_current_slot_replacements,10,10,minimum,calendar_month,3100,53200.0,250.0,38,20,0,0,332000.0,198385.53,530385.53,1000.0,531385.53,total,86,2,False
legacy_50k,1000,0,monthly_one,0,1,minimum,daily,4000,54100.0,250.0,43,3,0,0,368100.0,0,368100.0,1000.0,369100.0,ongoing,90,1,False
legacy_50k,1000,0,monthly_one,0,1,minimum,daily,8300,58400.0,250.0,34,20,0,0,284650.0,133922.26,418572.26,1000.0,419572.26,total,90,2,False
legacy_50k,1000,0,weekly_one,0,1,minimum,daily,3700,53800.0,250.0,48,3,0,146,346600.0,0,346600.0,1000.0,347600.0,ongoing,98,1,False
legacy_50k,1000,0,weekly_one,0,1,minimum,calendar_month,3000,53100.0,250.0,45,20,0,139,265750.0,160283.66,426033.66,1000.0,427033.66,total,98,2,False
legacy_50k,1000,0,weekly_one,0,2,maximum,calendar_month,0,50100.0,250.0,4,0,0,4,-1000.0,0,-1000.0,1000.0,0.0,ongoing,70,70,True
legacy_50k,1000,0,weekly_one,0,2,maximum,calendar_month,0,50100.0,250.0,4,0,0,4,-1000.0,0,-1000.0,1000.0,0.0,total,70,70,True
legacy_50k,1000,0,weekly_one,0,3,maximum,calendar_month,0,50100.0,250.0,4,0,0,1,-1000.0,0,-1000.0,1000.0,0.0,ongoing,70,70,True
legacy_50k,1000,0,weekly_one,0,3,maximum,calendar_month,0,50100.0,250.0,4,0,0,1,-1000.0,0,-1000.0,1000.0,0.0,total,70,70,True
legacy_50k,1000,0,weekly_one,0,5,maximum,calendar_month,0,50100.0,250.0,4,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,ongoing,70,70,True
legacy_50k,1000,0,weekly_one,0,5,maximum,calendar_month,0,50100.0,250.0,4,0,0,0,-1000.0,0,-1000.0,1000.0,0.0,total,70,70,True
legacy_50k,1000,200,monthly_current_slot_replacements,0,1,minimum,daily,3600,53700.0,250.0,58,3,0,1082,439350.0,0,439350.0,16600.0,455950.0,ongoing,90,1,False
legacy_50k,1000,200,monthly_current_slot_replacements,0,1,maximum,calendar_month,7600,57700.0,250.0,49,20,0,922,379451.3,127787.18,507238.48,16600.0,523838.48,total,90,11,False
legacy_50k,1000,200,monthly_current_slot_replacements,0,2,minimum,daily,3700,53800.0,250.0,65,6,0,685,490150.0,0,490150.0,16600.0,506750.0,ongoing,82,1,False
legacy_50k,1000,200,monthly_current_slot_replacements,0,2,minimum,calendar_month,2600,52700.0,250.0,60,20,0,512,380500.0,188823.51,569323.51,16600.0,585923.51,total,82,2,False
legacy_50k,1000,200,monthly_current_slot_replacements,0,3,minimum,daily,3700,53800.0,250.0,68,9,0,557,517000.0,0,517000.0,16600.0,533600.0,ongoing,82,1,False
legacy_50k,1000,200,monthly_current_slot_replacements,0,3,minimum,calendar_month,2900,53000.0,250.0,56,20,0,374,391500.0,192184.53,583684.53,16600.0,600284.53,total,82,2,False
legacy_50k,1000,200,monthly_current_slot_replacements,0,5,minimum,daily,2400,52500.0,250.0,117,15,0,352,565750.0,0,565750.0,16600.0,582350.0,ongoing,86,1,False
legacy_50k,1000,200,monthly_current_slot_replacements,0,5,minimum,calendar_month,2900,53000.0,250.0,56,20,0,219,409500.0,190065.09,599565.09,16600.0,616165.09,total,86,2,False
legacy_50k,1000,200,monthly_current_slot_replacements,0,10,minimum,daily,0,50100.0,250.0,162,20,0,203,578500.0,0,578500.0,16600.0,595100.0,ongoing,82,9,True
legacy_50k,1000,200,monthly_current_slot_replacements,0,10,minimum,calendar_month,2900,53000.0,250.0,55,20,0,1,416250.0,190249.41,606499.41,16600.0,623099.41,total,82,2,False
legacy_50k,1000,200,monthly_current_slot_replacements,5,1,minimum,daily,3600,53700.0,250.0,58,3,0,1082,439350.0,0,439350.0,16600.0,455950.0,ongoing,90,1,False
legacy_50k,1000,200,monthly_current_slot_replacements,5,1,maximum,calendar_month,7600,57700.0,250.0,49,20,0,922,379451.3,127787.18,507238.48,16600.0,523838.48,total,90,11,False
legacy_50k,1000,200,monthly_current_slot_replacements,5,2,minimum,daily,4000,54100.0,250.0,60,6,0,557,505800.0,0,505800.0,16600.0,522400.0,ongoing,82,1,False
legacy_50k,1000,200,monthly_current_slot_replacements,5,2,minimum,calendar_month,2900,53000.0,250.0,54,20,0,359,390500.0,191809.75,582309.75,16600.0,598909.75,total,82,2,False
legacy_50k,1000,200,monthly_current_slot_replacements,5,3,minimum,daily,3700,53800.0,250.0,68,9,0,453,532550.0,0,532550.0,16600.0,549150.0,ongoing,90,1,False
legacy_50k,1000,200,monthly_current_slot_replacements,5,3,minimum,calendar_month,2900,53000.0,250.0,56,20,0,296,404000.0,190603.57,594603.57,16600.0,611203.57,total,90,2,False
legacy_50k,1000,200,monthly_current_slot_replacements,5,5,minimum,daily,2400,52500.0,250.0,119,15,0,324,560250.0,0,560250.0,16600.0,576850.0,ongoing,86,1,False
legacy_50k,1000,200,monthly_current_slot_replacements,5,5,minimum,calendar_month,2900,53000.0,250.0,56,20,0,203,413500.0,189904.23,603404.23,16600.0,620004.23,total,86,2,False
legacy_50k,1000,200,monthly_current_slot_replacements,5,10,minimum,weekly,0,50100.0,250.0,130,20,0,99,580500.0,0,580500.0,16600.0,597100.0,ongoing,86,9,True
legacy_50k,1000,200,monthly_current_slot_replacements,5,10,minimum,calendar_month,2900,53000.0,250.0,55,20,0,0,415750.0,190572.7,606322.7,16600.0,622922.7,total,86,2,False
legacy_50k,1000,200,monthly_current_slot_replacements,10,1,minimum,daily,3600,53700.0,250.0,58,3,0,1082,439350.0,0,439350.0,16600.0,455950.0,ongoing,90,1,False
legacy_50k,1000,200,monthly_current_slot_replacements,10,1,maximum,calendar_month,7600,57700.0,250.0,49,20,0,922,379451.3,127787.18,507238.48,16600.0,523838.48,total,90,11,False
legacy_50k,1000,200,monthly_current_slot_replacements,10,2,minimum,daily,4000,54100.0,250.0,60,6,0,557,505800.0,0,505800.0,16600.0,522400.0,ongoing,82,1,False
legacy_50k,1000,200,monthly_current_slot_replacements,10,2,minimum,calendar_month,2900,53000.0,250.0,54,20,0,359,390500.0,191809.75,582309.75,16600.0,598909.75,total,82,2,False
legacy_50k,1000,200,monthly_current_slot_replacements,10,3,minimum,daily,3700,53800.0,250.0,68,9,0,453,532550.0,0,532550.0,16600.0,549150.0,ongoing,90,1,False
legacy_50k,1000,200,monthly_current_slot_replacements,10,3,minimum,calendar_month,2900,53000.0,250.0,56,20,0,296,404000.0,190603.57,594603.57,16600.0,611203.57,total,90,2,False
legacy_50k,1000,200,monthly_current_slot_replacements,10,5,minimum,daily,2400,52500.0,250.0,119,15,0,324,560250.0,0,560250.0,16600.0,576850.0,ongoing,86,1,False
legacy_50k,1000,200,monthly_current_slot_replacements,10,5,minimum,calendar_month,2900,53000.0,250.0,56,20,0,203,413500.0,189904.23,603404.23,16600.0,620004.23,total,86,2,False
legacy_50k,1000,200,monthly_current_slot_replacements,10,10,minimum,weekly,0,50100.0,250.0,130,20,0,99,580500.0,0,580500.0,16600.0,597100.0,ongoing,86,9,True
legacy_50k,1000,200,monthly_current_slot_replacements,10,10,minimum,calendar_month,2900,53000.0,250.0,55,20,0,0,415750.0,190572.7,606322.7,16600.0,622922.7,total,86,2,False
legacy_50k,1000,200,monthly_one,0,1,minimum,daily,3600,53700.0,250.0,57,3,0,0,439600.0,0,439600.0,16600.0,456200.0,ongoing,90,1,False
legacy_50k,1000,200,monthly_one,0,1,maximum,daily,7600,57700.0,250.0,49,20,0,0,385927.26,121311.23,507238.49,16600.0,523838.49,total,90,9,False
legacy_50k,1000,200,weekly_one,0,1,minimum,daily,4300,54400.0,250.0,54,4,0,165,450800.0,0,450800.0,16600.0,467400.0,ongoing,90,1,False
legacy_50k,1000,200,weekly_one,0,1,maximum,daily,7700,57800.0,250.0,48,20,0,150,400741.52,122477.67,523219.19,16600.0,539819.19,total,90,4,False
legacy_50k,1000,200,weekly_one,0,2,minimum,daily,4300,54400.0,250.0,60,7,0,38,480300.0,2000.0,482300.0,16600.0,498900.0,ongoing,90,1,False
legacy_50k,1000,200,weekly_one,0,2,minimum,calendar_month,3400,53500.0,250.0,51,20,0,36,356750.0,201863.05,558613.05,16600.0,575213.05,total,90,1,False
legacy_50k,1000,200,weekly_one,0,3,minimum,daily,4000,54100.0,250.0,74,8,0,17,485300.0,0,485300.0,16600.0,501900.0,ongoing,90,1,False
legacy_50k,1000,200,weekly_one,0,3,maximum,calendar_month,7800,57900.0,250.0,45,20,0,8,432261.24,129319.44,561580.68,16600.0,578180.68,total,90,1,False
legacy_50k,1000,200,weekly_one,0,5,minimum,daily,4000,54100.0,250.0,78,10,0,0,493300.0,0,493300.0,16600.0,509900.0,ongoing,82,1,False
legacy_50k,1000,200,weekly_one,0,5,maximum,daily,7700,57800.0,250.0,52,20,0,0,442740.67,120508.02,563248.69,16600.0,579848.69,total,82,4,False
legacy_50k,5000,0,monthly_current_slot_replacements,0,1,minimum,daily,3600,53700.0,250.0,56,3,0,1082,437850.0,0,437850.0,5000.0,442850.0,ongoing,90,1,False
legacy_50k,5000,0,monthly_current_slot_replacements,0,1,minimum,calendar_month,2800,52900.0,250.0,52,20,0,953,318000.0,182170.67,500170.67,5000.0,505170.67,total,90,5,False
legacy_50k,5000,0,monthly_current_slot_replacements,0,2,minimum,daily,2800,52900.0,250.0,84,6,0,792,477500.0,0,477500.0,5000.0,482500.0,ongoing,90,1,False
legacy_50k,5000,0,monthly_current_slot_replacements,0,2,minimum,calendar_month,2600,52700.0,250.0,60,20,0,602,366000.0,188729.85,554729.85,5000.0,559729.85,total,90,2,False
legacy_50k,5000,0,monthly_current_slot_replacements,0,3,minimum,daily,0,50100.0,250.0,124,9,0,866,479500.0,0,479500.0,5000.0,484500.0,ongoing,90,9,True
legacy_50k,5000,0,monthly_current_slot_replacements,0,3,minimum,calendar_month,0,50100.0,250.0,66,20,0,489,394500.0,174864.59,569364.59,5000.0,574364.59,total,90,17,True
legacy_50k,5000,0,monthly_current_slot_replacements,0,5,minimum,weekly,0,50100.0,250.0,126,15,0,438,544500.0,0,544500.0,5000.0,549500.0,ongoing,90,17,True
legacy_50k,5000,0,monthly_current_slot_replacements,0,5,minimum,calendar_month,0,50100.0,250.0,63,20,0,281,441250.0,170350.03,611600.03,5000.0,616600.03,total,90,9,True
legacy_50k,5000,0,monthly_current_slot_replacements,0,10,minimum,daily,0,50100.0,250.0,159,20,0,203,596250.0,0,596250.0,5000.0,601250.0,ongoing,86,9,True
legacy_50k,5000,0,monthly_current_slot_replacements,0,10,minimum,calendar_month,0,50100.0,250.0,65,20,0,93,428750.0,172044.87,600794.87,5000.0,605794.87,total,86,17,True
legacy_50k,5000,0,monthly_current_slot_replacements,5,1,minimum,daily,3600,53700.0,250.0,56,3,0,1082,437850.0,0,437850.0,5000.0,442850.0,ongoing,90,1,False
legacy_50k,5000,0,monthly_current_slot_replacements,5,1,minimum,calendar_month,2800,52900.0,250.0,52,20,0,953,318000.0,182170.67,500170.67,5000.0,505170.67,total,90,5,False
legacy_50k,5000,0,monthly_current_slot_replacements,5,2,minimum,daily,3700,53800.0,250.0,69,6,0,788,475550.0,0,475550.0,5000.0,480550.0,ongoing,82,1,False
legacy_50k,5000,0,monthly_current_slot_replacements,5,2,minimum,calendar_month,2900,53000.0,250.0,61,20,0,571,361750.0,193475.45,555225.45,5000.0,560225.45,total,82,2,False
legacy_50k,5000,0,monthly_current_slot_replacements,5,3,minimum,daily,3900,54000.0,250.0,74,9,0,585,504250.0,0,504250.0,5000.0,509250.0,ongoing,82,1,False
legacy_50k,5000,0,monthly_current_slot_replacements,5,3,minimum,calendar_month,0,50100.0,250.0,68,20,0,426,416000.0,173639.89,589639.89,5000.0,594639.89,total,82,9,True
legacy_50k,5000,0,monthly_current_slot_replacements,5,5,minimum,daily,2400,52500.0,250.0,119,15,0,324,570250.0,0,570250.0,5000.0,575250.0,ongoing,94,1,False
legacy_50k,5000,0,monthly_current_slot_replacements,5,5,minimum,calendar_month,3300,53400.0,250.0,52,20,0,378,396000.0,199007.56,595007.56,5000.0,600007.56,total,94,2,False
legacy_50k,5000,0,monthly_current_slot_replacements,5,10,minimum,weekly,0,50100.0,250.0,132,20,0,120,584000.0,0,584000.0,5000.0,589000.0,ongoing,82,9,True
legacy_50k,5000,0,monthly_current_slot_replacements,5,10,minimum,calendar_month,0,50100.0,250.0,65,20,0,71,428750.0,172044.87,600794.87,5000.0,605794.87,total,82,17,True
legacy_50k,5000,0,monthly_current_slot_replacements,10,1,minimum,daily,3600,53700.0,250.0,56,3,0,1082,437850.0,0,437850.0,5000.0,442850.0,ongoing,90,1,False
legacy_50k,5000,0,monthly_current_slot_replacements,10,1,minimum,calendar_month,2800,52900.0,250.0,52,20,0,953,318000.0,182170.67,500170.67,5000.0,505170.67,total,90,5,False
legacy_50k,5000,0,monthly_current_slot_replacements,10,2,minimum,daily,3700,53800.0,250.0,69,6,0,788,475550.0,0,475550.0,5000.0,480550.0,ongoing,82,1,False
legacy_50k,5000,0,monthly_current_slot_replacements,10,2,minimum,calendar_month,2900,53000.0,250.0,61,20,0,571,361750.0,193475.45,555225.45,5000.0,560225.45,total,82,2,False
legacy_50k,5000,0,monthly_current_slot_replacements,10,3,minimum,daily,3900,54000.0,250.0,74,9,0,585,504250.0,0,504250.0,5000.0,509250.0,ongoing,94,1,False
legacy_50k,5000,0,monthly_current_slot_replacements,10,3,minimum,calendar_month,2700,52800.0,250.0,64,20,0,426,395500.0,189381.21,584881.21,5000.0,589881.21,total,94,1,False
legacy_50k,5000,0,monthly_current_slot_replacements,10,5,minimum,daily,2400,52500.0,250.0,119,15,0,324,570250.0,0,570250.0,5000.0,575250.0,ongoing,94,1,False
legacy_50k,5000,0,monthly_current_slot_replacements,10,5,minimum,calendar_month,3300,53400.0,250.0,52,20,0,378,396000.0,199007.56,595007.56,5000.0,600007.56,total,94,2,False
legacy_50k,5000,0,monthly_current_slot_replacements,10,10,minimum,weekly,0,50100.0,250.0,132,20,0,120,584000.0,0,584000.0,5000.0,589000.0,ongoing,82,9,True
legacy_50k,5000,0,monthly_current_slot_replacements,10,10,minimum,calendar_month,0,50100.0,250.0,65,20,0,71,428750.0,172044.87,600794.87,5000.0,605794.87,total,82,17,True
legacy_50k,5000,0,monthly_one,0,1,minimum,daily,3600,53700.0,250.0,54,3,0,0,437350.0,0,437350.0,5000.0,442350.0,ongoing,90,1,False
legacy_50k,5000,0,monthly_one,0,1,minimum,calendar_month,2800,52900.0,250.0,52,20,0,0,318000.0,182170.67,500170.67,5000.0,505170.67,total,90,5,False
legacy_50k,5000,0,weekly_one,0,1,minimum,daily,3900,54000.0,250.0,57,3,0,177,410450.0,0,410450.0,5000.0,415450.0,ongoing,90,1,False
legacy_50k,5000,0,weekly_one,0,1,minimum,calendar_month,2700,52800.0,250.0,51,20,0,163,333250.0,180678.42,513928.42,5000.0,518928.42,total,90,3,False
legacy_50k,5000,0,weekly_one,0,2,minimum,daily,3700,53800.0,250.0,70,5,0,72,446350.0,0,446350.0,5000.0,451350.0,ongoing,82,1,False
legacy_50k,5000,0,weekly_one,0,2,minimum,calendar_month,3000,53100.0,250.0,58,20,0,65,344500.0,195473.18,539973.18,5000.0,544973.18,total,82,2,False
legacy_50k,5000,0,weekly_one,0,3,minimum,daily,3700,53800.0,250.0,76,7,0,28,470600.0,0,470600.0,5000.0,475600.0,ongoing,82,1,False
legacy_50k,5000,0,weekly_one,0,3,minimum,calendar_month,3000,53100.0,250.0,66,20,0,26,354000.0,195247.46,549247.46,5000.0,554247.46,total,82,2,False
legacy_50k,5000,0,weekly_one,0,5,minimum,daily,3800,53900.0,250.0,88,10,0,0,497100.0,0,497100.0,5000.0,502100.0,ongoing,82,1,False
legacy_50k,5000,0,weekly_one,0,5,minimum,calendar_month,3000,53100.0,250.0,63,20,0,0,392150.0,193335.17,585485.17,5000.0,590485.17,total,82,2,False
legacy_50k,5000,200,monthly_current_slot_replacements,0,1,minimum,daily,4000,54100.0,250.0,57,3,0,1048,442550.0,0,442550.0,20600.0,463150.0,ongoing,90,1,False
legacy_50k,5000,200,monthly_current_slot_replacements,0,1,maximum,daily,7600,57700.0,250.0,51,20,0,861,402853.39,120681.87,523535.26,20600.0,544135.26,total,90,9,False
legacy_50k,5000,200,monthly_current_slot_replacements,0,2,minimum,daily,4200,54300.0,250.0,64,8,0,519,539100.0,0,539100.0,20600.0,559700.0,ongoing,82,1,False
legacy_50k,5000,200,monthly_current_slot_replacements,0,2,maximum,daily,8000,58100.0,250.0,52,20,0,374,487897.79,122806.06,610703.85,20600.0,631303.85,total,82,5,False
legacy_50k,5000,200,monthly_current_slot_replacements,0,3,minimum,daily,3600,53700.0,250.0,66,9,0,314,577800.0,0,577800.0,20600.0,598400.0,ongoing,82,1,False
legacy_50k,5000,200,monthly_current_slot_replacements,0,3,minimum,calendar_month,2800,52900.0,250.0,49,20,0,155,452250.0,184203.22,636453.22,20600.0,657053.22,total,82,5,False
legacy_50k,5000,200,monthly_current_slot_replacements,0,5,minimum,daily,2600,52700.0,250.0,110,15,0,351,577000.0,0,577000.0,20600.0,597600.0,ongoing,98,1,False
legacy_50k,5000,200,monthly_current_slot_replacements,0,5,minimum,calendar_month,2800,52900.0,250.0,47,20,0,81,461750.0,183066.43,644816.43,20600.0,665416.43,total,98,3,False
legacy_50k,5000,200,monthly_current_slot_replacements,0,10,minimum,daily,0,50100.0,250.0,156,20,0,203,614500.0,0,614500.0,20600.0,635100.0,ongoing,82,9,True
legacy_50k,5000,200,monthly_current_slot_replacements,0,10,minimum,calendar_month,2800,52900.0,250.0,46,20,0,22,463500.0,182370.39,645870.39,20600.0,666470.39,total,82,3,False
legacy_50k,5000,200,monthly_current_slot_replacements,5,1,minimum,daily,4000,54100.0,250.0,57,3,0,1048,442550.0,0,442550.0,20600.0,463150.0,ongoing,90,1,False
legacy_50k,5000,200,monthly_current_slot_replacements,5,1,maximum,daily,7600,57700.0,250.0,51,20,0,861,402853.39,120681.87,523535.26,20600.0,544135.26,total,90,9,False
legacy_50k,5000,200,monthly_current_slot_replacements,5,2,minimum,daily,3600,53700.0,250.0,67,6,0,386,565300.0,0,565300.0,20600.0,585900.0,ongoing,90,1,False
legacy_50k,5000,200,monthly_current_slot_replacements,5,2,minimum,calendar_month,3100,53200.0,250.0,52,20,0,205,434500.0,194829.72,629329.72,20600.0,649929.72,total,90,2,False
legacy_50k,5000,200,monthly_current_slot_replacements,5,3,minimum,daily,3600,53700.0,250.0,70,9,0,270,571800.0,0,571800.0,20600.0,592400.0,ongoing,82,1,False
legacy_50k,5000,200,monthly_current_slot_replacements,5,3,minimum,calendar_month,2800,52900.0,250.0,47,20,0,80,461750.0,182939.4,644689.4,20600.0,665289.4,total,82,3,False
legacy_50k,5000,200,monthly_current_slot_replacements,5,5,minimum,daily,2600,52700.0,250.0,109,15,0,262,581000.0,0,581000.0,20600.0,601600.0,ongoing,90,1,False
legacy_50k,5000,200,monthly_current_slot_replacements,5,5,minimum,calendar_month,2800,52900.0,250.0,46,20,0,34,463500.0,182586.3,646086.3,20600.0,666686.3,total,90,3,False
legacy_50k,5000,200,monthly_current_slot_replacements,5,10,minimum,daily,2600,52700.0,250.0,109,20,0,92,615750.0,0,615750.0,20600.0,636350.0,ongoing,94,1,False
legacy_50k,5000,200,monthly_current_slot_replacements,5,10,minimum,calendar_month,2600,52700.0,250.0,47,20,0,0,463250.0,182199.62,645449.62,20600.0,666049.62,total,94,2,False
legacy_50k,5000,200,monthly_current_slot_replacements,10,1,minimum,daily,4000,54100.0,250.0,57,3,0,1048,442550.0,0,442550.0,20600.0,463150.0,ongoing,90,1,False
legacy_50k,5000,200,monthly_current_slot_replacements,10,1,maximum,daily,7600,57700.0,250.0,51,20,0,861,402853.39,120681.87,523535.26,20600.0,544135.26,total,90,9,False
legacy_50k,5000,200,monthly_current_slot_replacements,10,2,minimum,daily,3600,53700.0,250.0,69,6,0,441,558900.0,0,558900.0,20600.0,579500.0,ongoing,90,1,False
legacy_50k,5000,200,monthly_current_slot_replacements,10,2,minimum,calendar_month,2800,52900.0,250.0,50,20,0,204,451500.0,184308.02,635808.02,20600.0,656408.02,total,90,3,False
legacy_50k,5000,200,monthly_current_slot_replacements,10,3,minimum,daily,3600,53700.0,250.0,74,9,0,366,565850.0,0,565850.0,20600.0,586450.0,ongoing,82,1,False
legacy_50k,5000,200,monthly_current_slot_replacements,10,3,minimum,calendar_month,2800,52900.0,250.0,48,20,0,84,461500.0,183010.77,644510.77,20600.0,665110.77,total,82,3,False
legacy_50k,5000,200,monthly_current_slot_replacements,10,5,minimum,daily,2600,52700.0,250.0,109,15,0,262,581000.0,0,581000.0,20600.0,601600.0,ongoing,90,1,False
legacy_50k,5000,200,monthly_current_slot_replacements,10,5,minimum,calendar_month,2800,52900.0,250.0,46,20,0,34,463500.0,182586.3,646086.3,20600.0,666686.3,total,90,3,False
