account_id,activated_at,died_at,trade,death_equity,reason
28,2021-07-10 00:00:00,2022-06-14 23:30:00,RR1.00:22-23:201:773,78.25,intratrade_excursion
29,2021-07-10 00:00:00,2022-06-14 23:30:00,RR1.00:22-23:201:773,78.25,intratrade_excursion
30,2021-07-10 00:00:00,2022-06-14 23:30:00,RR1.00:22-23:201:773,78.25,intratrade_excursion
31,2021-07-13 00:00:00,2022-06-14 22:08:40,RR1.00:18-19:173:765,88.5,intratrade_excursion
32,2021-07-13 00:00:00,2022-06-14 22:08:40,RR1.00:18-19:173:765,88.5,intratrade_excursion
33,2021-07-13 00:00:00,2022-06-14 22:08:40,RR1.00:18-19:173:765,88.5,intratrade_excursion
34,2021-07-13 00:00:00,2022-06-14 22:08:40,RR1.00:18-19:173:765,88.5,intratrade_excursion
35,2021-07-13 00:00:00,2022-06-14 22:08:40,RR1.00:18-19:173:765,88.5,intratrade_excursion
36,2021-07-13 00:00:00,2022-06-14 22:08:40,RR1.00:18-19:173:765,88.5,intratrade_excursion
37,2021-07-13 00:00:00,2022-06-14 22:08:40,RR1.00:18-19:173:765,88.5,intratrade_excursion
38,2021-07-13 00:00:00,2022-06-14 22:08:40,RR1.00:18-19:173:765,88.5,intratrade_excursion
39,2021-09-10 00:00:00,2022-05-12 16:32:40,RR1.00:16-17:342:938,86.55,intratrade_excursion
40,2022-02-08 00:00:00,2022-05-11 22:15:40,RR1.00:21-22:209:746,-25.2,intratrade_excursion
41,2022-04-13 00:00:00,2022-05-11 20:05:40,RR1.00:16-17:341:936,-1664.0,intratrade_excursion
42,2022-04-19 00:00:00,2022-05-11 20:05:40,RR1.00:16-17:341:936,-2192.9,intratrade_excursion
43,2022-06-22 00:00:00,2026-03-05 08:00:40,RR1.00:6-7:531:2037,82.15,intratrade_excursion
44,2022-06-22 00:00:00,2026-03-05 08:00:40,RR1.00:6-7:531:2037,82.15,intratrade_excursion
45,2022-07-21 00:00:00,2026-03-05 10:30:40,RR1.00:8-9:597:2124,58.9,intratrade_excursion
46,2022-07-21 00:00:00,2026-03-05 10:30:40,RR1.00:8-9:597:2124,58.9,intratrade_excursion
47,2022-07-21 00:00:00,2026-03-05 10:30:40,RR1.00:8-9:597:2124,58.9,intratrade_excursion
48,2022-07-29 00:00:00,2026-03-05 13:58:40,RR1.00:13-14:568:2098,10.25,intratrade_excursion
49,2022-07-29 00:00:00,2026-03-05 13:58:40,RR1.00:13-14:568:2098,10.25,intratrade_excursion
50,2022-07-29 00:00:00,2026-03-05 13:58:40,RR1.00:13-14:568:2098,10.25,intratrade_excursion
51,2022-07-29 00:00:00,2026-03-05 13:58:40,RR1.00:13-14:568:2098,10.25,intratrade_excursion
52,2022-07-29 00:00:00,2026-03-05 13:58:40,RR1.00:13-14:568:2098,10.25,intratrade_excursion
53,2022-07-29 00:00:00,2026-03-05 13:58:40,RR1.00:13-14:568:2098,10.25,intratrade_excursion
54,2022-07-29 00:00:00,2026-03-05 13:58:40,RR1.00:13-14:568:2098,10.25,intratrade_excursion
55,2022-07-29 00:00:00,2026-03-05 13:58:40,RR1.00:13-14:568:2098,10.25,intratrade_excursion
56,2022-07-30 00:00:00,2026-03-06 22:11:40,RR1.00:20-21:512:1901,-58.4,intratrade_excursion
57,2022-07-30 00:00:00,2026-03-06 22:11:40,RR1.00:20-21:512:1901,-58.4,intratrade_excursion
58,2022-07-30 00:00:00,2026-03-06 22:11:40,RR1.00:20-21:512:1901,-58.4,intratrade_excursion
59,2022-07-30 00:00:00,2026-03-06 22:11:40,RR1.00:20-21:512:1901,-58.4,intratrade_excursion
60,2022-07-30 00:00:00,2026-03-06 22:11:40,RR1.00:20-21:512:1901,-58.4,intratrade_excursion
61,2022-07-30 00:00:00,2026-03-06 22:11:40,RR1.00:20-21:512:1901,-58.4,intratrade_excursion
62,2022-08-02 00:00:00,2026-03-05 10:30:40,RR1.00:8-9:597:2124,-2.7,intratrade_excursion
63,2026-03-10 00:00:00,2026-03-20 20:05:40,RR1.00:18-19:464:1976,-2188.7,intratrade_excursion
64,2026-03-10 00:00:00,2026-03-20 20:05:40,RR1.00:18-19:464:1976,-2188.7,intratrade_excursion
65,2026-03-10 00:00:00,2026-03-20 20:05:40,RR1.00:18-19:464:1976,-2188.7,intratrade_excursion
78,2026-05-19 00:00:00,2026-06-18 23:30:00,RR1.00:17-18:387:1960,-425.1,intratrade_excursion
79,2026-05-19 00:00:00,2026-06-18 23:30:00,RR1.00:17-18:387:1960,-425.1,intratrade_excursion
80,2026-05-19 00:00:00,2026-06-18 23:30:00,RR1.00:17-18:387:1960,-425.1,intratrade_excursion
