product,initial_cash,monthly_funding,acquisition,withdrawal,cadence,headroom,reserve,strict_post_payout_balance,fee,accounts,alive,ongoing,terminal,total,contributions,ending_owner_cash,execution,copies,signals_executed,signal_participation,allocation_sha256,objective,tested_count,tested_reserve_min,tested_reserve_max,tied_best_reserves,within_one_percent_reserves,boundary_best
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,calendar_month,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264,ongoing,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,calendar_month,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264,total,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,daily,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264,ongoing,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,daily,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264,total,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264,ongoing,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,monthly_current_slot_replacements,maximum,weekly,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264,total,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,calendar_month,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264,ongoing,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,calendar_month,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264,total,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,daily,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264,ongoing,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
legacy_25k,1000,0,monthly_current_slot_replacements,minimum,daily,0,25100.0,False,200.0,5,0,-1000.0,0,-1000.0,1000.0,0.0,blocking,505,290,0.022910412387422974,21b9a5ca1d658036fdbcd9f69168628e185d0fb33df7655b21d300b13916c264,total,21,25100.0,40100.0,"[25100.0, 25200.0, 25300.0, 25400.0, 25500.0, 25600.0, 26100.0, 27100.0, 28100.0, 29100.0, 30000.0, 30100.0, 31100.0, 31600.0, 31900.0, 32100.0, 33100.0, 34100.0, 35100.0, 37600.0, 40100.0]",[],True
