product,initial_cash,monthly_funding,acquisition,withdrawal,cadence,headroom,reserve,strict_post_payout_balance,fee,accounts,alive,ongoing,terminal,total,contributions,ending_owner_cash
legacy_25k,1000,200,weekly_one,minimum,calendar_month,4900,30000.0,False,200.0,75,20,324500.0,226181.87,550681.87,16600.0,567281.87
legacy_25k,1000,200,monthly_current_slot_replacements,minimum,daily,6800,31900.0,False,200.0,69,20,458800.0,101196.24,559996.24,16600.0,576596.24
legacy_25k,1000,200,monthly_current_slot_replacements,maximum,weekly,6500,31600.0,False,200.0,69,20,471237.28,88758.88,559996.16,16600.0,576596.16
legacy_25k,1000,200,monthly_current_slot_replacements,minimum,calendar_month,4900,30000.0,False,200.0,69,20,332200.0,227796.24,559996.24,16600.0,576596.24
legacy_25k,5000,0,monthly_one,minimum,daily,6800,31900.0,False,200.0,59,20,361800.0,102711.75,464511.75,5000.0,469511.75
legacy_25k,5000,0,monthly_one,maximum,weekly,6500,31600.0,False,200.0,59,20,373330.03,87940.55,461270.58,5000.0,466270.58
legacy_25k,5000,0,monthly_one,minimum,calendar_month,4900,30000.0,False,200.0,59,20,270200.0,194311.75,464511.75,5000.0,469511.75
legacy_25k,5000,0,weekly_one,minimum,daily,6800,31900.0,False,200.0,75,20,443000.0,101526.53,544526.53,5000.0,549526.53
legacy_25k,5000,0,weekly_one,maximum,weekly,6500,31600.0,False,200.0,76,20,453735.95,90590.51,544326.46,5000.0,549326.46
legacy_25k,5000,0,weekly_one,minimum,calendar_month,4900,30000.0,False,200.0,76,20,318800.0,225526.53,544326.53,5000.0,549326.53
legacy_25k,5000,0,monthly_current_slot_replacements,minimum,daily,6800,31900.0,False,200.0,94,20,476400.0,100943.23,577343.23,5000.0,582343.23
legacy_25k,5000,0,monthly_current_slot_replacements,maximum,weekly,6500,31600.0,False,200.0,103,20,493402.42,86590.35,579992.77,5000.0,584992.77
legacy_25k,5000,0,monthly_current_slot_replacements,minimum,calendar_month,4900,30000.0,False,200.0,78,20,351900.0,231679.14,583579.14,5000.0,588579.14
legacy_25k,5000,200,monthly_one,minimum,daily,6800,31900.0,False,200.0,60,20,361600.0,102711.75,464311.75,20600.0,484911.75
legacy_25k,5000,200,monthly_one,maximum,weekly,6500,31600.0,False,200.0,60,20,373130.03,87940.55,461070.58,20600.0,481670.58
legacy_25k,5000,200,monthly_one,minimum,calendar_month,4900,30000.0,False,200.0,60,20,270000.0,194311.75,464311.75,20600.0,484911.75
legacy_25k,5000,200,weekly_one,minimum,daily,6800,31900.0,False,200.0,83,20,490700.0,98640.13,589340.13,20600.0,609940.13
legacy_25k,5000,200,weekly_one,maximum,weekly,6500,31600.0,False,200.0,84,20,501273.61,87866.39,589140.0,20600.0,609740.0
legacy_25k,5000,200,weekly_one,minimum,calendar_month,4900,30000.0,False,200.0,84,20,362700.0,226440.13,589140.13,20600.0,609740.13
legacy_25k,5000,200,monthly_current_slot_replacements,minimum,daily,6800,31900.0,False,200.0,91,20,503600.0,99993.42,603593.42,20600.0,624193.42
legacy_25k,5000,200,monthly_current_slot_replacements,maximum,weekly,6500,31600.0,False,200.0,99,20,516088.02,85905.29,601993.31,20600.0,622593.31
legacy_25k,5000,200,monthly_current_slot_replacements,minimum,calendar_month,4900,30000.0,False,200.0,86,20,380300.0,227877.5,608177.5,20600.0,628777.5
legacy_50k,1000,0,monthly_one,minimum,daily,6800,56900.0,False,250.0,38,20,313000.0,98697.22,411697.22,1000.0,412697.22
legacy_50k,1000,0,monthly_one,maximum,weekly,6500,56600.0,False,250.0,37,20,324270.05,93552.19,417822.24,1000.0,418822.24
legacy_50k,1000,0,monthly_one,minimum,calendar_month,4900,55000.0,False,250.0,37,20,231750.0,186072.26,417822.26,1000.0,418822.26
legacy_50k,1000,0,weekly_one,minimum,daily,6800,56900.0,False,250.0,4,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_50k,1000,0,weekly_one,maximum,weekly,6500,56600.0,False,250.0,4,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_50k,1000,0,weekly_one,minimum,calendar_month,4900,55000.0,False,250.0,4,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_50k,1000,0,monthly_current_slot_replacements,minimum,daily,6800,56900.0,False,250.0,49,20,305300.0,90145.45,395445.45,1000.0,396445.45
legacy_50k,1000,0,monthly_current_slot_replacements,maximum,weekly,6500,56600.0,False,250.0,36,20,399197.64,92180.62,491378.26,1000.0,492378.26
legacy_50k,1000,0,monthly_current_slot_replacements,minimum,calendar_month,4900,55000.0,False,250.0,40,20,264000.0,213778.36,477778.36,1000.0,478778.36
legacy_50k,1000,200,monthly_one,minimum,daily,6800,56900.0,False,250.0,51,20,403650.0,97213.44,500863.44,16600.0,517463.44
legacy_50k,1000,200,monthly_one,maximum,weekly,6500,56600.0,False,250.0,50,20,415806.78,91181.64,506988.42,16600.0,523588.42
legacy_50k,1000,200,monthly_one,minimum,calendar_month,4900,55000.0,False,250.0,50,20,296000.0,210988.48,506988.48,16600.0,523588.48
legacy_50k,1000,200,weekly_one,minimum,daily,6800,56900.0,False,250.0,55,20,463250.0,99248.68,562498.68,16600.0,579098.68
legacy_50k,1000,200,weekly_one,maximum,weekly,6500,56600.0,False,250.0,55,20,473847.74,88650.86,562498.6,16600.0,579098.6
legacy_50k,1000,200,weekly_one,minimum,calendar_month,4900,55000.0,False,250.0,56,20,333000.0,229248.68,562248.68,16600.0,578848.68
legacy_50k,1000,200,monthly_current_slot_replacements,minimum,daily,6800,56900.0,False,250.0,49,20,483250.0,101223.62,584473.62,16600.0,601073.62
legacy_50k,1000,200,monthly_current_slot_replacements,maximum,weekly,6500,56600.0,False,250.0,51,20,501396.01,86727.18,588123.19,16600.0,604723.19
legacy_50k,1000,200,monthly_current_slot_replacements,minimum,calendar_month,4900,55000.0,False,250.0,49,20,355250.0,229223.62,584473.62,16600.0,601073.62
legacy_50k,5000,0,monthly_one,minimum,daily,6800,56900.0,False,250.0,52,20,353900.0,98127.93,452027.93,5000.0,457027.93
legacy_50k,5000,0,monthly_one,maximum,weekly,6500,56600.0,False,250.0,51,20,365548.96,92603.97,458152.93,5000.0,463152.93
legacy_50k,5000,0,monthly_one,minimum,calendar_month,4900,55000.0,False,250.0,51,20,261250.0,196902.97,458152.97,5000.0,463152.97
legacy_50k,5000,0,weekly_one,minimum,daily,6800,56900.0,False,250.0,57,20,454250.0,100302.2,554552.2,5000.0,559552.2
legacy_50k,5000,0,weekly_one,maximum,weekly,6500,56600.0,False,250.0,58,20,464703.05,89599.08,554302.13,5000.0,559302.13
legacy_50k,5000,0,weekly_one,minimum,calendar_month,4900,55000.0,False,250.0,58,20,327500.0,226802.2,554302.2,5000.0,559302.2
legacy_50k,5000,0,monthly_current_slot_replacements,minimum,daily,6800,56900.0,False,250.0,73,20,444900.0,102694.55,547594.55,5000.0,552594.55
legacy_50k,5000,0,monthly_current_slot_replacements,maximum,weekly,6500,56600.0,False,250.0,62,20,489413.0,86795.53,576208.53,5000.0,581208.53
legacy_50k,5000,0,monthly_current_slot_replacements,minimum,calendar_month,4900,55000.0,False,250.0,63,20,330750.0,230723.03,561473.03,5000.0,566473.03
legacy_50k,5000,200,monthly_one,minimum,daily,6800,56900.0,False,250.0,52,20,415550.0,97152.0,512702.0,20600.0,533302.0
legacy_50k,5000,200,monthly_one,maximum,weekly,6500,56600.0,False,250.0,51,20,428119.43,90707.53,518826.96,20600.0,539426.96
legacy_50k,5000,200,monthly_one,minimum,calendar_month,4900,55000.0,False,250.0,51,20,306250.0,212577.04,518827.04,20600.0,539427.04
legacy_50k,5000,200,weekly_one,minimum,daily,6800,56900.0,False,250.0,62,20,502000.0,97121.07,599121.07,20600.0,619721.07
legacy_50k,5000,200,weekly_one,maximum,weekly,6500,56600.0,False,250.0,62,20,512355.44,86765.5,599120.94,20600.0,619720.94
legacy_50k,5000,200,weekly_one,minimum,calendar_month,4900,55000.0,False,250.0,62,20,370000.0,229121.07,599121.07,20600.0,619721.07
legacy_50k,5000,200,monthly_current_slot_replacements,minimum,daily,6800,56900.0,False,250.0,59,20,513100.0,99313.28,612413.28,20600.0,633013.28
legacy_50k,5000,200,monthly_current_slot_replacements,maximum,weekly,6500,56600.0,False,250.0,59,20,526662.64,85750.48,612413.12,20600.0,633013.12
legacy_50k,5000,200,monthly_current_slot_replacements,minimum,calendar_month,4900,55000.0,False,250.0,59,20,384250.0,228163.28,612413.28,20600.0,633013.28
