product,initial_cash,monthly_funding,acquisition,withdrawal,cadence,headroom,reserve,strict_post_payout_balance,fee,accounts,alive,ongoing,terminal,total,contributions,ending_owner_cash
legacy_50k,1000,0,monthly_one,minimum,calendar_month,0,50100.0,False,250.0,8,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_50k,1000,0,monthly_one,minimum,calendar_month,1000,51100.0,False,250.0,8,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_50k,1000,0,monthly_one,minimum,calendar_month,2000,52100.0,False,250.0,8,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_50k,1000,0,monthly_one,minimum,calendar_month,3000,53100.0,False,250.0,46,20,250000.0,152754.14,402754.14,1000.0,403754.14
legacy_50k,1000,0,monthly_one,minimum,calendar_month,4000,54100.0,False,250.0,40,20,239000.0,166581.38,405581.38,1000.0,406581.38
legacy_50k,1000,0,monthly_one,minimum,calendar_month,5000,55100.0,False,250.0,37,20,230750.0,187072.26,417822.26,1000.0,418822.26
legacy_50k,1000,0,monthly_one,minimum,calendar_month,6800,56900.0,False,250.0,37,20,208250.0,209572.26,417822.26,1000.0,418822.26
legacy_50k,1000,0,monthly_one,minimum,calendar_month,8000,58100.0,False,250.0,43,20,155750.0,182655.66,338405.66,1000.0,339405.66
legacy_50k,1000,0,monthly_one,minimum,calendar_month,10000,60100.0,False,250.0,43,17,86750.0,128355.52,215105.52,1000.0,216105.52
legacy_50k,1000,0,monthly_one,minimum,weekly,0,50100.0,False,250.0,10,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_50k,1000,0,monthly_one,minimum,weekly,1000,51100.0,False,250.0,10,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_50k,1000,0,monthly_one,minimum,weekly,2000,52100.0,False,250.0,10,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_50k,1000,0,monthly_one,minimum,weekly,3000,53100.0,False,250.0,8,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_50k,1000,0,monthly_one,minimum,weekly,4000,54100.0,False,250.0,42,3,323950.0,1757.0,325707.0,1000.0,326707.0
legacy_50k,1000,0,monthly_one,minimum,weekly,5000,55100.0,False,250.0,41,4,309750.0,5866.57,315616.57,1000.0,316616.57
legacy_50k,1000,0,monthly_one,minimum,weekly,6800,56900.0,False,250.0,36,20,299600.0,118472.26,418072.26,1000.0,419072.26
legacy_50k,1000,0,monthly_one,minimum,weekly,8000,58100.0,False,250.0,35,20,276950.0,141372.26,418322.26,1000.0,419322.26
legacy_50k,1000,0,monthly_one,minimum,weekly,10000,60100.0,False,250.0,43,20,165650.0,132552.63,298202.63,1000.0,299202.63
legacy_50k,1000,0,monthly_one,minimum,daily,0,50100.0,False,250.0,10,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_50k,1000,0,monthly_one,minimum,daily,1000,51100.0,False,250.0,10,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_50k,1000,0,monthly_one,minimum,daily,2000,52100.0,False,250.0,10,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_50k,1000,0,monthly_one,minimum,daily,3000,53100.0,False,250.0,8,0,-1000.0,0,-1000.0,1000.0,0.0
legacy_50k,1000,0,monthly_one,minimum,daily,4000,54100.0,False,250.0,43,3,368100.0,0,368100.0,1000.0,369100.0
