date,1-2,2-3,3-4,4-5,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24
2021-04-06,9773.3,10760.0,11280.75,10509.1,10423.1,9912.55,11025.25,11144.05,10286.1,9974.45,10132.2,8769.75,10293.2,11339.0,9275.4,6433.25,11266.65,10730.75,8822.55,9876.3,10406.55,9764.8,10291.1
2021-04-07,9752.25,10760.0,11245.2,10509.1,10423.1,9912.55,11025.25,11144.05,10286.1,9974.45,10132.2,8769.75,10253.65,11339.0,9275.4,6534.2,11266.65,10671.2,8822.55,9951.25,10406.55,9764.8,10291.1
2021-04-08,9752.25,10785.45,11245.2,10538.55,10423.1,9912.55,11025.25,11144.05,10286.1,9974.45,10132.2,8821.2,10253.65,11339.0,9239.85,6534.2,11266.65,10671.2,8822.55,9951.25,10406.55,9807.25,10291.1
2021-04-09,9752.25,10785.45,11245.2,10538.55,10423.1,9912.55,11025.25,11144.05,10286.1,9925.4,10132.2,8821.2,10202.1,11339.0,9239.85,6695.15,11266.65,10755.15,8822.55,9951.25,10406.55,9840.2,10291.1
2021-04-12,9752.25,10785.45,11203.15,10538.55,10388.55,9912.55,11025.25,11144.05,10315.55,9876.85,10132.2,8821.2,10202.1,11363.45,9199.8,6695.15,11266.65,10830.6,8886.0,9951.25,10406.55,9872.15,10291.1
2021-04-13,9752.25,10771.4,11203.15,10538.55,10355.5,9912.55,11025.25,11144.05,10315.55,9916.8,10132.2,8794.15,10202.1,11521.9,9199.8,6785.1,11266.65,10830.6,8984.45,10044.2,10406.55,9872.15,10291.1
2021-04-14,9752.25,10771.4,11187.6,10538.55,10355.5,9912.55,11025.25,11126.5,10315.55,9916.8,10179.65,8794.15,10202.1,11521.9,9199.8,6785.1,11266.65,10830.6,8905.9,10044.2,10406.55,9872.15,10291.1
2021-04-15,9752.25,10771.4,11150.05,10538.55,10355.5,9959.5,11025.25,11149.95,10315.55,9916.8,10179.65,8794.15,10225.55,11587.85,9199.8,6885.05,11266.65,10775.05,8970.35,9975.65,10406.55,9865.1,10291.1
2021-04-16,9752.25,10755.85,11150.05,10538.55,10355.5,9984.95,11042.2,11125.4,10315.55,9916.8,10244.6,8794.15,10225.55,11587.85,9199.8,6885.05,11266.65,10775.05,8970.35,9975.65,10404.0,9831.05,10291.1
2021-04-19,9752.25,10743.3,11201.0,10574.5,10355.5,9984.95,11042.2,11125.4,10315.55,9893.25,10244.6,8794.15,10225.55,11587.85,9199.8,6826.0,11266.65,10607.0,8970.35,10042.6,10404.0,9843.0,10291.1
2021-04-20,9752.25,10743.3,11201.0,10527.95,10355.5,10005.9,11026.15,11125.4,10315.55,9834.7,10244.6,8794.15,10225.55,11681.3,9199.8,6826.0,11266.65,10607.0,8970.35,9939.05,10404.0,9763.95,10291.1
2021-04-21,9718.7,10743.3,11172.95,10527.95,10355.5,10005.9,11026.15,11125.4,10358.0,9834.7,10244.6,8794.15,10178.5,11681.3,9199.8,6764.45,11266.65,10718.45,8970.35,10057.0,10404.0,9865.9,10291.1
2021-04-22,9718.7,10722.75,11193.4,10527.95,10394.95,10005.9,11051.6,11154.85,10358.0,9808.65,10244.6,8794.15,10178.5,11681.3,9164.75,6764.45,11152.6,10718.45,8970.35,10057.0,10404.0,9865.9,10291.1
2021-04-23,9677.65,10722.75,11159.35,10527.95,10394.95,10005.9,11051.6,11154.85,10358.0,9808.65,10244.6,8794.15,10151.45,11681.3,9135.2,6764.45,11152.6,10718.45,9013.8,10022.45,10367.45,9865.9,10291.1
2021-04-26,9637.6,10722.75,11191.8,10497.9,10394.95,10005.9,11043.05,11134.8,10336.95,9808.65,10244.6,8794.15,10151.45,11744.25,9135.2,6764.45,11258.05,10718.45,9067.25,10087.9,10367.45,9865.9,10291.1
2021-04-27,9637.6,10759.2,11191.8,10484.35,10394.95,10016.35,11043.05,11134.8,10336.95,9786.6,10206.05,8794.15,10151.45,11744.25,9135.2,6741.9,11258.05,10692.4,9067.25,10087.9,10367.45,9841.85,10240.55
2021-04-28,9637.6,10759.2,11191.8,10511.8,10394.95,10016.35,11035.0,11134.8,10318.4,9786.6,10206.05,8794.15,10151.45,11721.2,9135.2,6715.35,11258.05,10625.35,9067.25,10087.9,10321.4,9841.85,10241.0
2021-04-29,9637.6,10792.15,11191.8,10511.8,10394.95,10016.35,11035.0,11134.8,10297.35,9786.6,10206.05,8794.15,10169.9,11762.15,9107.15,6664.8,11258.05,10625.35,9183.2,10087.9,10321.4,9841.85,10241.0
2021-04-30,9637.6,10775.6,11191.8,10511.8,10394.95,10016.35,11035.0,11111.75,10334.8,9786.6,10206.05,8771.1,10169.9,11762.15,9107.15,6753.25,11258.05,10526.3,9183.2,10087.9,10321.4,9801.8,10229.95
2021-05-03,9599.05,10775.6,11191.8,10511.8,10394.95,10003.3,11035.0,11111.75,10360.25,9786.6,10206.05,8771.1,10169.9,11762.15,9069.1,6753.25,11126.5,10526.3,9183.2,10061.35,10321.4,9801.8,10229.95
2021-05-04,9599.05,10775.6,11191.8,10511.8,10394.95,10032.75,11068.45,11111.75,10360.25,9786.6,10152.0,8771.1,10169.9,11762.15,9069.1,6753.25,11126.5,10526.3,9183.2,10261.3,10481.85,9913.25,10229.95
2021-05-05,9599.05,10775.6,11191.8,10531.75,10373.9,10032.75,11052.4,11111.75,10360.25,9786.6,10152.0,8825.55,10169.9,11762.15,9028.55,6669.2,10974.45,10423.75,9183.2,10261.3,10481.85,9913.25,10229.95
2021-05-06,9599.05,10805.05,11191.8,10531.75,10373.9,10032.75,11052.4,11162.2,10451.7,9786.6,10152.0,8825.55,10113.85,11762.15,9028.55,6611.65,11168.4,10423.75,9183.2,10261.3,10481.85,9913.25,10229.95
2021-05-07,9599.05,10790.5,11191.8,10531.75,10373.9,10032.75,11028.85,11162.2,10451.7,9786.6,10125.95,8825.55,10083.8,11762.15,9028.55,6611.65,11168.4,10315.2,9183.2,10261.3,10486.8,9913.25,10229.95
2021-05-10,9623.5,10790.5,11191.8,10504.2,10373.9,10032.75,11007.3,11162.2,10451.7,9786.6,10125.95,8773.5,10083.8,11762.15,8986.5,6611.65,11168.4,10315.2,9183.2,10261.3,10486.8,9824.7,10229.95
2021-05-11,9579.95,10790.5,11191.8,10504.2,10443.35,10032.75,11007.3,11229.15,10451.7,9786.6,10028.9,8773.5,10083.8,11694.1,8986.5,6939.6,11168.4,10315.2,9078.65,10265.75,10384.25,9687.65,10229.95
2021-05-12,9579.95,10742.45,11191.8,10504.2,10371.3,10032.75,11141.75,11229.15,10357.65,9786.6,10028.9,8706.95,10004.25,11694.1,8986.5,6754.05,11168.4,10315.2,9078.65,10265.75,10294.7,9687.65,10229.95
2021-05-13,9676.4,10742.45,11191.8,10504.2,10337.75,10032.75,11141.75,11229.15,10289.6,9719.05,10028.9,8894.9,10004.25,11694.1,8986.5,6754.05,11168.4,10315.2,8935.6,10265.75,10435.15,9687.65,10229.95
2021-05-14,9676.4,10742.45,11191.8,10504.2,10337.75,10103.2,11112.7,11190.6,10397.55,9719.05,10028.9,8894.9,10004.25,11656.55,8941.45,6698.0,11168.4,10315.2,8979.55,10265.75,10435.15,9635.6,10229.95
2021-05-17,9676.4,10742.45,11191.8,10504.2,10337.75,10103.2,11164.15,11190.6,10338.5,9660.0,9957.85,8894.9,10004.25,11656.55,8941.45,6651.45,11005.85,10315.2,8979.55,10265.75,10586.6,9667.05,10229.95
2021-05-18,9676.4,10803.9,11191.8,10529.65,10337.75,10103.2,11164.15,11190.6,10338.5,9660.0,9957.85,8865.85,9981.2,11656.55,8921.4,6651.45,10880.8,10315.2,8979.55,10265.75,10586.6,9524.5,10229.95
2021-05-19,9676.4,10803.9,11191.8,10529.65,10337.75,10103.2,11164.15,11156.05,10290.95,9660.0,9957.85,8808.3,9981.2,11656.55,8857.85,6784.4,10880.8,10315.2,8979.55,10202.2,10508.05,9524.5,10229.95
2021-05-20,9676.4,10803.9,11191.8,10450.1,10337.75,10063.15,11134.6,11117.0,10290.95,9589.95,9957.85,8808.3,9981.2,11656.55,8857.85,6784.4,10880.8,10315.2,8979.55,10202.2,10496.5,9524.5,10229.95
2021-05-21,9676.4,10803.9,11191.8,10450.1,10337.75,10063.15,11168.05,11088.95,10290.95,9589.95,9957.85,8808.3,9981.2,11691.5,8857.85,6734.35,10880.8,10315.2,8979.55,10115.65,10496.5,9524.5,10229.95
2021-05-24,9676.4,10851.35,11264.75,10450.1,10337.75,10063.15,11168.05,11185.9,10367.9,9644.9,9957.85,8853.25,9981.2,11837.4,8857.85,6851.3,10880.8,10315.2,8979.55,10115.65,10496.5,9524.5,10229.95
2021-05-25,9676.4,10851.35,11335.7,10450.1,10337.75,10063.15,11182.5,11185.9,10367.9,9644.9,9957.85,8833.7,9981.2,11863.85,8827.3,6819.25,10880.8,10315.2,8938.0,10058.6,10439.95,9524.5,10229.95
2021-05-26,9676.4,10851.35,11335.7,10411.05,10337.75,10063.15,11182.5,11173.35,10281.85,9644.9,9957.85,8875.65,9981.2,11863.85,8800.75,6765.7,10869.75,10315.2,8938.0,10031.05,10433.4,9524.5,10224.4
2021-05-27,9656.35,10827.8,11335.7,10411.05,10320.2,10040.1,11182.5,11139.8,10281.85,9644.9,9957.85,8927.1,10032.15,11863.85,8800.75,6765.7,10838.7,10315.2,8938.0,10001.5,10433.4,9549.45,10226.35
2021-05-28,9656.35,10847.75,11335.7,10411.05,10320.2,10040.1,11182.5,11139.8,10281.85,9644.9,9957.85,8927.1,10032.15,11863.85,8800.75,6849.65,10838.7,10315.2,8938.0,10001.5,10376.85,9549.45,10226.35
2021-05-31,9656.35,10830.7,11335.7,10411.05,10320.2,10040.1,11182.5,11128.25,10268.8,9626.35,9957.85,8927.1,10009.6,11863.85,8788.2,6832.1,10838.7,10295.65,8938.0,10001.5,10376.85,9549.45,10226.35
2021-06-01,9692.8,10830.7,11335.7,10411.05,10354.15,10061.05,11208.95,11116.2,10304.75,9675.8,9989.8,8927.1,10009.6,11844.8,8762.65,6798.05,10838.7,10295.65,8938.0,10001.5,10376.85,9549.45,10226.35
2021-06-02,9692.8,10830.7,11335.7,10411.05,10354.15,10061.05,11191.9,11116.2,10304.75,9675.8,9989.8,8967.55,10037.05,11844.8,8762.65,6770.5,10838.7,10295.65,8938.0,10001.5,10376.85,9549.45,10226.35
2021-06-03,9692.8,10866.65,11335.7,10411.05,10354.15,10061.05,11191.9,11105.65,10287.7,9646.75,9952.25,8967.55,10037.05,11844.8,8699.6,6770.5,10737.15,10295.65,8841.45,10001.5,10376.85,9549.45,10226.35
2021-06-04,9692.8,10843.6,11335.7,10411.05,10354.15,10084.0,11191.9,11080.1,10353.65,9646.75,9908.7,8938.0,10037.05,11844.8,8641.05,6770.5,10737.15,10295.65,8829.9,9987.45,10376.85,9522.9,10226.35
2021-06-07,9692.8,10826.05,11335.7,10411.05,10354.15,10060.95,11182.35,11080.1,10322.1,9646.75,9862.15,8938.0,10037.05,11887.25,8614.5,6713.45,10737.15,10295.65,8829.9,9987.45,10424.8,9522.9,10226.35
2021-06-08,9692.8,10848.5,11380.65,10411.05,10354.15,10060.95,11170.3,11080.1,10304.55,9646.75,9904.6,8938.0,9917.5,11887.25,8614.5,6661.9,10737.15,10295.65,8829.9,9987.45,10424.8,9522.9,10226.35
2021-06-09,9692.8,10848.5,11380.65,10411.05,10332.6,10060.95,11170.3,11063.05,10331.5,9646.75,9904.6,8938.0,9917.5,11887.25,8579.45,6661.9,10737.15,10295.65,8758.35,9987.45,10424.8,9522.9,10226.35
2021-06-10,9712.25,10833.45,11352.1,10426.0,10332.6,10043.4,11170.3,11063.05,10331.5,9646.75,9904.6,8938.0,9917.5,11853.2,8476.4,6661.9,10737.15,10295.65,8802.8,10019.4,10424.8,9533.35,10226.35
2021-06-11,9712.25,10848.9,11352.1,10426.0,10332.6,10043.4,11170.3,11047.0,10331.5,9646.75,9974.55,8938.0,9976.95,11853.2,8476.4,6616.85,10737.15,10295.65,8802.8,10049.85,10424.8,9568.8,10226.35
2021-06-14,9712.25,10829.35,11352.1,10426.0,10332.6,10043.4,11157.75,11047.0,10347.95,9646.75,10009.0,8938.0,9976.95,11853.2,8476.4,6587.3,10737.15,10295.65,8802.8,10083.3,10393.25,9568.8,10226.35
2021-06-15,9697.7,10829.35,11393.05,10426.0,10332.6,10043.4,11157.75,11067.45,10347.95,9627.2,10009.0,8938.0,9955.4,11833.15,8476.4,6552.75,10737.15,10244.6,8802.8,10048.25,10393.25,9578.25,10226.35
2021-06-16,9697.7,10809.8,11393.05,10426.0,10332.6,10022.35,11157.75,11051.4,10347.95,9627.2,10009.0,8938.0,9955.4,11833.15,8497.35,6552.75,10737.15,10244.6,8802.8,10010.7,10393.25,9638.7,10226.35
2021-06-17,9697.7,10809.8,11393.05,10426.0,10332.6,9989.3,11138.7,11051.4,10347.95,9627.2,9960.95,9183.95,9955.4,11833.15,8497.35,6552.75,10737.15,10244.6,8802.8,10010.7,10393.25,9589.15,10226.35
2021-06-18,9697.7,10809.8,11393.05,10455.95,10332.6,9970.25,11138.7,11051.4,10347.95,9608.65,9960.95,9183.95,9955.4,11833.15,8497.35,6481.7,10737.15,10244.6,8802.8,9943.65,10393.25,9483.6,10226.35
2021-06-21,9642.15,10809.8,11364.0,10455.95,10332.6,9970.25,11233.65,11051.4,10347.95,9668.6,9898.4,9183.95,9955.4,11833.15,8497.35,6432.15,10849.1,10244.6,8802.8,9900.6,10393.25,9486.05,10226.35
2021-06-22,9642.15,10829.25,11327.95,10434.9,10332.6,9970.25,11220.1,11051.4,10320.4,9668.6,9898.4,9183.95,10004.85,11833.15,8497.35,6562.6,10849.1,10244.6,8849.75,9900.6,10489.7,9486.05,10226.35
2021-06-23,9642.15,10829.25,11346.4,10434.9,10332.6,9970.25,11205.05,11073.85,10287.85,9668.6,9870.85,9144.9,9983.3,11833.15,8497.35,6622.05,10849.1,10181.05,8849.75,9893.55,10447.65,9486.05,10226.35
2021-06-24,9659.1,10829.25,11346.4,10421.85,10332.6,9980.2,11205.05,11073.85,10287.85,9679.55,9870.85,9144.9,9983.3,11812.1,8497.35,6662.5,10849.1,10181.05,8849.75,9893.55,10429.6,9486.05,10226.35
2021-06-25,9659.1,10829.25,11346.4,10403.3,10332.6,10004.65,11205.05,11059.3,10287.85,9679.55,9870.85,9163.85,9956.75,11812.1,8461.8,6662.5,10849.1,10181.05,8849.75,9893.55,10407.05,9486.05,10226.35
2021-06-28,9659.1,10829.25,11346.4,10403.3,10345.55,10004.65,11205.05,11059.3,10320.8,9679.55,9870.85,9163.85,9992.2,11812.1,8461.8,6662.5,10849.1,10181.05,8814.7,9893.55,10407.05,9486.05,10226.35
2021-06-29,9659.1,10822.7,11346.4,10403.3,10316.5,10004.65,11205.05,11035.75,10320.8,9653.0,9922.8,9163.85,10013.15,11812.1,8428.75,6691.45,10935.55,10181.05,8814.7,9893.55,10407.05,9546.5,10226.35
2021-06-30,9659.1,10834.15,11346.4,10403.3,10316.5,10004.65,11196.0,11035.75,10300.25,9653.0,9922.8,9163.85,10050.6,11784.05,8403.2,6691.45,10935.55,10181.05,8814.7,9893.55,10419.0,9546.5,10226.35
2021-07-01,9643.55,10824.1,11346.4,10403.3,10305.95,10004.65,11196.0,11096.2,10300.25,9627.45,9922.8,9163.85,10050.6,11721.5,8403.2,6653.9,10935.55,10181.05,8814.7,9956.5,10419.0,9512.95,10226.35
2021-07-02,9643.55,10824.1,11330.85,10385.75,10305.95,10004.65,11184.95,11087.15,10410.2,9627.45,9922.8,9197.8,10050.6,11721.5,8403.2,6653.9,10935.55,10260.5,8814.7,9999.45,10419.0,9544.9,10226.35
2021-07-05,9617.5,10807.55,11330.85,10369.2,10305.95,10004.65,11184.95,11087.15,10410.2,9627.45,9922.8,9197.8,10050.6,11721.5,8403.2,6653.9,10935.55,10260.5,8814.7,9999.45,10419.0,9544.9,10226.35
2021-07-06,9636.95,10807.55,11330.85,10369.2,10305.95,10004.65,11172.9,11073.6,10386.15,9709.9,9922.8,9250.2,10050.6,11721.5,8448.65,6653.9,10935.55,10260.5,8814.7,9999.45,10419.0,9573.85,10226.35
2021-07-07,9636.95,10807.55,11365.3,10369.2,10305.95,10004.65,11172.9,11073.6,10386.15,9709.9,9922.8,9250.2,10093.55,11721.5,8426.6,6653.9,10935.55,10293.45,8814.7,10001.4,10419.0,9573.85,10226.35
2021-07-08,9618.4,10807.55,11347.75,10369.2,10305.95,10004.65,11172.9,11073.6,10362.6,9709.9,9922.8,9250.2,9984.5,11721.5,8333.55,6571.35,10935.55,10402.9,8814.7,10001.4,10419.0,9558.8,10226.35
2021-07-09,9618.4,10807.55,11306.2,10369.2,10353.4,10004.65,11210.85,11073.6,10331.05,9751.85,9871.25,9250.2,10132.95,11721.5,8333.55,6528.8,10935.55,10402.9,8814.7,10001.4,10416.45,9534.75,10226.35
2021-07-12,9618.4,10786.5,11306.2,10369.2,10353.4,10004.65,11210.85,11073.6,10331.05,9751.85,9966.7,9250.2,10202.4,11721.5,8360.5,6502.75,10935.55,10402.9,8814.7,10001.4,10416.45,9569.2,10226.35
2021-07-13,9618.4,10769.95,11291.65,10354.65,10353.4,10004.65,11210.85,11073.6,10331.05,9751.85,9966.7,9250.2,10202.4,11702.95,8360.5,6402.2,10935.55,10341.85,8814.7,10001.4,10315.9,9569.2,10226.35
2021-07-14,9592.85,10769.95,11291.65,10354.65,10353.4,9986.1,11210.85,11052.55,10363.5,9701.8,9966.7,9250.2,10179.85,11702.95,8414.45,6402.2,10821.5,10341.85,8761.15,10001.4,10315.9,9524.65,10226.35
2021-07-15,9592.85,10756.4,11291.65,10354.65,10353.4,9986.1,11210.85,11036.5,10329.95,9758.75,9966.7,9250.2,10179.85,11702.95,8414.45,6402.2,10821.5,10341.85,8761.15,10001.4,10339.85,9493.1,10226.35
2021-07-16,9592.85,10756.4,11291.65,10354.65,10384.35,9986.1,11185.8,11036.5,10329.95,9732.2,9966.7,9250.2,10127.8,11702.95,8414.45,6352.65,10821.5,10341.85,8761.15,10001.4,10339.85,9493.1,10226.35
2021-07-19,9592.85,10756.4,11291.65,10354.65,10384.35,9986.1,11185.8,10993.95,10291.4,9732.2,9899.15,9213.15,10127.8,11702.95,8414.45,6310.6,10821.5,10341.85,8761.15,9913.85,10339.85,9607.55,10226.35
2021-07-20,9592.85,10756.4,11291.65,10354.65,10384.35,9986.1,11185.8,11029.9,10291.4,9732.2,9899.15,9213.15,10056.75,11702.95,8414.45,6310.6,11024.95,10341.85,8761.15,9913.85,10339.85,9542.0,10226.35
2021-07-21,9592.85,10740.35,11247.6,10354.65,10384.35,9986.1,11165.25,11065.35,10321.85,9732.2,9899.15,9213.15,10056.75,11702.95,8525.9,6399.55,11024.95,10341.85,8761.15,10017.3,10432.3,9542.0,10226.35
2021-07-22,9592.85,10740.35,11247.6,10372.1,10368.3,9986.1,11155.2,11109.8,10354.3,9732.2,9899.15,9187.6,10027.7,11702.95,8525.9,6446.5,11024.95,10341.85,8761.15,10017.3,10432.3,9542.0,10226.35
2021-07-23,9592.85,10740.35,11280.55,10372.1,10368.3,9968.05,11173.15,11126.75,10354.3,9691.15,9899.15,9163.05,10027.7,11702.95,8510.35,6408.95,11151.4,10341.85,8813.6,10017.3,10392.75,9529.45,10226.35
2021-07-26,9633.8,10740.35,11280.55,10372.1,10368.3,9968.05,11173.15,11126.75,10354.3,9691.15,9899.15,9163.05,10027.7,11657.9,8510.35,6379.4,11087.35,10335.8,8813.6,10035.75,10402.7,9529.45,10215.8
2021-07-27,9633.8,10740.35,11265.0,10372.1,10368.3,9968.05,11162.6,11126.75,10354.3,9691.15,9899.15,9163.05,10027.7,11657.9,8480.3,6379.4,11087.35,10335.8,8703.55,10035.75,10402.7,9455.9,10215.8
2021-07-28,9633.8,10740.35,11298.45,10372.1,10305.25,9968.05,11162.6,11165.2,10354.3,9691.15,9899.15,9163.05,10027.7,11657.9,8434.25,6338.85,10997.3,10335.8,8703.55,10035.75,10402.7,9455.9,10215.8
2021-07-29,9633.8,10713.8,11298.45,10372.1,10305.25,9968.05,11162.6,11165.2,10354.3,9691.15,9899.15,9143.5,10027.7,11771.85,8434.25,6448.8,10997.3,10335.8,8703.55,9979.2,10402.7,9455.9,10215.8
2021-07-30,9633.8,10713.8,11298.45,10372.1,10305.25,9968.05,11162.6,11165.2,10354.3,9654.1,9899.15,9143.5,10082.65,11771.85,8575.7,6593.75,10997.3,10335.8,8767.5,9979.2,10402.7,9455.9,10215.8
2021-08-02,9633.8,10713.8,11321.4,10372.1,10342.2,9968.05,11182.55,11165.2,10329.75,9632.05,9899.15,9120.45,10082.65,11771.85,8575.7,6593.75,10997.3,10335.8,8685.95,9979.2,10402.7,9455.9,10207.25
2021-08-03,9614.25,10713.8,11288.35,10372.1,10342.2,9968.05,11206.0,11165.2,10302.2,9599.5,9883.1,9120.45,10082.65,11743.3,8539.15,6570.2,10997.3,10505.25,8731.9,9979.2,10402.7,9482.35,10207.25
2021-08-04,9614.25,10713.8,11288.35,10394.55,10342.2,9982.0,11238.45,11165.2,10302.2,9599.5,9848.55,9120.45,10082.65,11743.3,8509.1,6523.65,10997.3,10539.2,8731.9,9979.2,10355.15,9460.8,10207.25
2021-08-05,9614.25,10713.8,11288.35,10394.55,10342.2,9982.0,11238.45,11152.65,10302.2,9625.45,9883.5,9120.45,10082.65,11717.75,8509.1,6492.1,10997.3,10539.2,8731.9,9992.15,10355.15,9471.25,10207.25
2021-08-06,9614.25,10703.75,11278.3,10394.55,10342.2,9992.95,11238.45,11144.6,10302.2,9625.45,9859.95,9102.4,10082.65,11717.75,8483.55,6450.55,10997.3,10539.2,8731.9,9992.15,10355.15,9454.7,10207.25
2021-08-09,9614.25,10703.75,11278.3,10394.55,10342.2,9992.95,11246.4,11144.6,10302.2,9687.9,9899.4,9102.4,10082.65,11717.75,8483.55,6450.55,10997.3,10539.2,8731.9,10023.1,10355.15,9454.7,10188.2
2021-08-10,9614.25,10703.75,11262.75,10394.55,10342.2,9992.95,11256.85,11144.6,10302.2,9687.9,9899.4,9102.4,10082.65,11703.2,8483.55,6425.0,10997.3,10545.65,8731.9,10023.1,10355.15,9454.7,10188.2
2021-08-11,9614.25,10703.75,11249.2,10371.0,10342.2,9992.95,11256.85,11154.55,10302.2,9687.9,9866.85,9102.4,10082.65,11703.2,8613.0,6425.0,10997.3,10545.65,8743.85,10023.1,10355.15,9454.7,10188.2
2021-08-12,9614.25,10691.7,11264.15,10354.45,10342.2,9979.4,11256.85,11154.55,10286.15,9687.9,9866.85,9102.4,10082.65,11676.65,8613.0,6425.0,11119.25,10502.1,8743.85,10064.55,10355.15,9454.7,10188.2
2021-08-13,9614.25,10691.7,11247.6,10339.9,10342.2,9979.4,11256.85,11154.55,10297.6,9687.9,9847.3,9102.4,10082.65,11676.65,8657.95,6425.0,11119.25,10502.1,8705.8,10064.55,10355.15,9484.65,10188.2
2021-08-16,9586.7,10691.7,11247.6,10339.9,10342.2,9979.4,11256.85,11145.5,10297.6,9669.85,9847.3,9102.4,10082.65,11676.65,8627.9,6425.0,11119.25,10612.05,8705.8,10064.55,10355.15,9484.65,10188.2
2021-08-17,9586.7,10678.15,11247.6,10323.85,10342.2,9979.4,11256.85,11145.5,10297.6,9669.85,9847.3,9102.4,10043.6,11676.65,8627.9,6425.0,10943.7,10612.05,8705.8,10064.55,10390.6,9440.6,10188.2
2021-08-18,9564.15,10678.15,11285.55,10323.85,10390.15,9979.4,11241.8,11145.5,10297.6,9646.8,9847.3,9102.4,10087.05,11676.65,8627.9,6498.45,10943.7,10612.05,8633.75,10064.55,10390.6,9440.6,10188.2
2021-08-19,9564.15,10678.15,11285.55,10323.85,10341.6,9979.4,11241.8,11145.5,10297.6,9646.8,9847.3,9102.4,10087.05,11676.65,8568.35,6562.4,10943.7,10612.05,8633.75,10064.55,10390.6,9440.6,10188.2
2021-08-20,9564.15,10678.15,11241.0,10323.85,10341.6,9952.35,11217.25,11145.5,10297.6,9646.8,9847.3,9102.4,10087.05,11724.1,8652.8,6562.4,10943.7,10612.05,8681.7,10064.55,10390.6,9440.6,10188.2
2021-08-23,9564.15,10678.15,11241.0,10323.85,10341.6,9952.35,11204.7,11145.5,10280.05,9646.8,9824.75,9102.4,10087.05,11724.1,8652.8,6701.35,10943.7,10612.05,8681.7,10064.55,10390.6,9440.6,10188.2
2021-08-24,9564.15,10678.15,11241.0,10323.85,10341.6,9980.8,11204.7,11145.5,10352.5,9646.8,9824.75,9085.85,10087.05,11724.1,8652.8,6701.35,10952.65,10612.05,8681.7,10064.55,10390.6,9440.6,10188.2
2021-08-25,9564.15,10664.1,11241.0,10312.8,10341.6,9980.8,11204.7,11157.45,10352.5,9646.8,9824.75,9085.85,10087.05,11724.1,8692.25,6680.8,10952.65,10607.0,8647.15,10064.55,10390.6,9440.6,10188.2
2021-08-26,9564.15,10664.1,11241.0,10288.75,10341.6,9964.75,11216.65,11169.4,10352.5,9606.75,9824.75,9085.85,10087.05,11724.1,8692.25,6616.25,10895.6,10607.0,8647.15,10064.55,10390.6,9383.05,10188.2
2021-08-27,9564.15,10664.1,11324.95,10288.75,10387.55,9964.75,11203.6,11169.4,10324.45,9606.75,9824.75,9085.85,10073.0,11724.1,8659.2,6552.7,10895.6,10637.95,8647.15,10064.55,10358.55,9383.05,10188.2
2021-08-30,9564.15,10686.55,11324.95,10288.75,10422.5,9973.7,11203.6,11151.35,10324.45,9606.75,9824.75,9070.3,10082.45,11724.1,8818.65,6552.7,10895.6,10696.9,8647.15,10064.55,10358.55,9383.05,10188.2
2021-08-31,9564.15,10686.55,11324.95,10275.7,10433.95,9993.15,11203.6,11151.35,10296.4,9606.75,9799.7,9070.3,10082.45,11724.1,8818.65,6552.7,10895.6,10696.9,8647.15,10064.55,10358.55,9383.05,10188.2
2021-09-01,9564.15,10671.5,11324.95,10254.65,10433.95,9993.15,11203.6,11151.35,10296.4,9606.75,9799.7,9127.75,10082.45,11757.05,8818.65,6619.15,10895.6,10696.9,8647.15,10042.5,10358.55,9383.05,10188.2
2021-09-02,9537.6,10661.45,11324.95,10282.1,10433.95,9993.15,11203.6,11185.8,10316.85,9606.75,9799.7,9107.7,10082.45,11779.5,8818.65,6619.15,10895.6,10696.9,8647.15,10042.5,10385.5,9373.0,10188.2
2021-09-03,9537.6,10661.45,11341.4,10282.1,10396.4,9993.15,11192.05,11175.75,10316.85,9577.2,9799.7,9107.7,10082.45,11765.45,8793.6,6697.6,10895.6,10696.9,8647.15,10045.45,10385.5,9373.0,10188.2
2021-09-06,9537.6,10653.4,11341.4,10301.05,10396.4,10008.6,11192.05,11175.75,10316.85,9593.65,9785.65,9107.7,10071.4,11765.45,8793.6,6716.05,10895.6,10696.9,8647.15,10045.45,10385.5,9373.0,10188.2
2021-09-07,9537.6,10644.85,11341.4,10301.05,10371.85,10008.6,11183.0,11175.75,10316.85,9593.65,9785.65,9107.7,10071.4,11782.35,8793.6,6675.0,10986.55,10696.9,8631.1,10045.45,10385.5,9373.0,10188.2
2021-09-08,9537.6,10644.85,11369.35,10287.5,10371.85,10008.6,11183.0,11175.75,10304.3,9593.65,9785.65,9107.7,10071.4,11758.8,8793.6,6675.0,10986.55,10696.9,8680.05,10065.4,10383.95,9337.45,10188.2
2021-09-09,9537.6,10631.8,11369.35,10287.5,10371.85,10008.6,11183.0,11175.75,10273.25,9680.6,9785.65,9086.15,10071.4,11717.7,8856.55,6675.0,10986.55,10696.9,8680.05,10065.4,10322.9,9337.45,10188.2
