date,1-2,2-3,3-4,4-5,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24
2020-01-16,9974.9,10032.25,9974.85,10013.8,10042.4,9981.9,10007.25,9968.85,10004.9,9939.8,10048.8,9975.85,10021.85,10026.25,9941.25,10089.65,9917.8,9988.35,10032.95,10082.75,10029.75,10131.8,10000.0
2020-01-17,9974.9,10022.2,9974.85,9997.25,10042.4,9981.9,10019.7,9979.3,10004.9,9939.8,10048.8,9975.85,10021.85,10026.25,9921.7,10089.65,9917.8,9988.35,10032.95,10133.7,10029.75,10131.8,10000.0
2020-01-20,9963.35,10022.2,9974.85,9991.7,10032.35,9977.85,10019.7,9969.75,10004.9,9939.8,10034.75,9975.85,10034.8,10026.25,9921.7,10079.1,9917.8,9988.35,10032.95,10133.7,10029.75,10131.8,10000.0
2020-01-21,9963.35,10022.2,9974.85,9991.7,10008.8,9977.85,10019.7,9969.75,9974.85,9939.8,10034.75,10000.3,10066.25,10026.25,9941.65,10122.55,9917.8,9993.25,10032.95,10120.65,10029.75,10131.8,10000.0
2020-01-22,9963.35,10044.15,10005.3,10052.65,10008.8,9977.85,10019.7,9969.75,9962.8,9939.8,10034.75,10000.3,10084.2,10026.25,9941.65,10141.0,9917.8,9950.7,10003.4,10120.65,10029.75,10131.8,10000.0
2020-01-23,9963.35,10012.1,10005.3,10052.65,10008.8,9953.3,10019.7,9969.75,9994.75,9939.8,10034.75,10000.3,10084.2,10026.25,9913.6,10141.0,10014.25,9986.65,10003.4,10159.1,10029.75,10131.8,10000.0
2020-01-24,9963.35,10012.1,9990.25,10052.65,10008.8,9942.75,10019.7,9962.2,9994.75,9954.75,10034.75,10000.3,10071.15,10026.25,9913.6,10129.95,10014.25,9986.65,10003.4,10159.1,10009.7,10131.8,10000.0
2020-01-27,9963.35,9945.55,9990.25,10052.65,10060.25,9942.75,10050.65,9962.2,9994.75,9954.75,10034.75,10000.3,10025.1,9975.2,9913.6,10057.9,10014.25,10053.6,10003.4,10159.1,9973.15,10131.8,10000.0
2020-01-28,9963.35,9945.55,10028.7,10087.1,10089.2,9942.75,10050.65,9962.2,9970.2,9954.75,10034.75,10000.3,10025.1,9975.2,9913.6,10034.85,10104.2,10053.6,10003.4,10191.05,9973.15,10131.8,10000.0
2020-01-29,9963.35,9945.55,10028.7,10087.1,10089.2,9942.75,10050.65,9962.2,9950.15,9954.75,10034.75,10000.3,10007.05,9975.2,9891.05,10004.8,10176.65,10053.6,10003.4,10168.0,9949.6,10131.8,10000.0
2020-01-30,9963.35,9945.55,9991.65,10087.1,10089.2,9919.7,10014.6,9962.2,9950.15,9954.75,10034.75,10000.3,10007.05,9975.2,9964.0,9952.75,10176.65,10174.05,10003.4,10242.45,9949.6,10131.8,10000.0
2020-01-31,9931.8,9986.0,9991.65,10087.1,10089.2,9904.65,10014.6,9943.15,9950.15,9954.75,10034.75,10000.3,10007.05,9975.2,9928.45,9952.75,10176.65,10174.05,10003.4,10242.45,9887.05,10131.8,10000.0
2020-02-03,9910.75,10063.45,9930.1,10087.1,10053.15,9904.65,10034.05,9943.15,9918.1,9954.75,10034.75,10000.3,10056.0,10012.65,9928.45,10087.7,10176.65,10174.05,9940.35,10242.45,9850.5,10131.8,10000.0
2020-02-04,9910.75,10063.45,9980.55,10053.05,10099.6,9904.65,10007.0,9943.15,9918.1,9954.75,10065.7,10000.3,10041.45,10012.65,9928.45,10045.15,10176.65,10174.05,9940.35,10288.4,9850.5,10131.8,10000.0
2020-02-05,9910.75,10063.45,9953.5,10053.05,10077.05,9904.65,10007.0,9992.1,9918.1,9999.7,10065.7,10000.3,10041.45,10012.65,9895.9,10045.15,10176.65,10238.5,9940.35,10345.35,9850.5,10131.8,10005.95
2020-02-06,9910.75,10120.4,9953.5,10090.5,10077.05,9904.65,10007.0,9971.55,9889.55,9999.7,10042.65,10000.3,9999.9,10012.65,9895.9,10011.6,10237.1,10238.5,9960.3,10345.35,9850.5,10152.25,10005.95
2020-02-07,9910.75,10120.4,9911.95,10061.45,10077.05,9904.65,10051.95,9971.55,9866.5,9965.15,10042.65,10000.3,10039.35,10012.65,9895.9,9975.05,10200.55,10238.5,9960.3,10345.35,9829.95,10152.25,10005.95
2020-02-10,9890.7,10120.4,9911.95,10061.45,10077.05,9878.6,10051.95,9971.55,9866.5,9965.15,9992.1,10028.25,10039.35,10012.65,9895.9,10063.0,10200.55,10193.45,9960.3,10345.35,9855.9,10152.25,10005.95
2020-02-11,9879.15,10120.4,9911.95,10061.45,10077.05,9866.05,10051.95,9971.55,9866.5,9941.6,9992.1,10028.25,10039.35,10030.1,9882.35,10063.0,10114.0,10193.45,9960.3,10345.35,9855.9,10152.25,10005.95
2020-02-12,9879.15,10098.85,9941.4,10061.45,10091.5,9866.05,10051.95,9971.55,9866.5,9960.55,9992.1,10028.25,10039.35,10030.1,9855.3,10063.0,10114.0,10240.9,9983.25,10345.35,9836.35,10152.25,10005.95
2020-02-13,9879.15,10098.85,9910.85,10061.45,10091.5,9866.05,10031.9,9971.55,9866.5,9933.0,9992.1,10028.25,10006.3,10030.1,9855.3,10145.45,10114.0,10240.9,9941.7,10290.8,9836.35,10152.25,10008.9
2020-02-14,9879.15,10135.8,9910.85,10061.45,10091.5,9852.5,10031.9,9971.55,9866.5,9933.0,10014.05,10028.25,10006.3,10030.1,9855.3,10120.9,10114.0,10240.9,9941.7,10290.8,9869.3,10186.7,10008.9
2020-02-17,9929.1,10135.8,9932.3,10061.45,10091.5,9859.95,10038.85,9971.55,9850.45,9933.0,9995.0,10028.25,9997.75,10030.1,9855.3,10131.85,10114.0,10240.9,9941.7,10290.8,9869.3,10186.7,10008.9
2020-02-18,9929.1,10135.8,9932.3,10041.4,10091.5,9847.4,10038.85,9971.55,9850.45,9982.95,9995.0,10028.25,9997.75,10058.05,9950.25,10131.85,10114.0,10240.9,9975.1,10290.8,9903.25,10186.7,10008.9
2020-02-19,9929.1,10135.8,9974.75,10041.4,10075.95,9847.4,10026.8,9957.5,9834.9,9982.95,9995.0,10010.7,10025.7,10058.05,10000.2,10131.85,10114.0,10240.9,9954.55,10278.25,9888.7,10186.7,9999.85
2020-02-20,9929.1,10135.8,9974.75,10041.4,10075.95,9869.85,10047.75,9957.5,9848.35,9982.95,9995.0,10010.7,10011.15,10058.05,9976.15,10074.3,10114.0,10240.9,10030.0,10278.25,9919.15,10186.7,9999.85
2020-02-21,9929.1,10062.75,9974.75,10041.4,10075.95,9869.85,10028.7,9957.5,9848.35,10019.9,9995.0,10049.15,9975.1,10058.05,9976.15,10046.75,10114.0,10135.85,9985.45,10278.25,9946.1,10208.65,9999.85
2020-02-24,9929.1,10062.75,9974.75,10041.4,10075.95,9869.85,10028.7,9957.5,9848.35,10019.9,9995.0,10049.15,9906.55,10058.05,9976.15,9903.2,10114.0,10135.85,9894.9,10278.25,9946.1,10208.65,9999.85
2020-02-25,9929.1,10062.75,9974.75,10041.4,10075.95,9869.85,10052.6,9957.5,9848.35,10019.9,9995.0,10049.15,9965.5,10058.05,9976.15,9856.15,10114.0,9942.8,9894.9,10278.25,9946.1,10208.65,9999.85
2020-02-26,9929.1,10062.75,9883.2,10041.4,10075.95,9799.3,10011.05,9957.5,9762.3,10019.9,10298.95,10049.15,10172.45,10058.05,9976.15,9978.1,10114.0,9942.8,9894.9,10278.25,9946.1,10115.1,9999.85
2020-02-27,9806.55,9875.2,9883.2,10041.4,10075.95,9799.3,9955.0,10059.45,9762.3,10019.9,10298.95,9976.1,10172.45,10058.05,9976.15,9883.05,10114.0,9942.8,9894.9,10278.25,9946.1,10115.1,9999.85
2020-02-28,9806.55,9875.2,9883.2,10041.4,10075.95,9799.3,9955.0,10214.4,9762.3,10019.9,10298.95,9976.1,10048.4,10058.05,9976.15,9883.05,10114.0,9942.8,9894.9,10278.25,9946.1,10115.1,9999.85
2020-03-02,9806.55,9764.65,10006.15,10041.4,10075.95,9799.3,10164.95,10214.4,9762.3,9891.85,10298.95,9881.05,10048.4,10268.0,10160.1,10213.5,10689.9,9942.8,9734.35,10278.25,9946.1,10537.05,9999.85
2020-03-03,9724.5,9764.65,10006.15,10041.4,10075.95,9799.3,10164.95,10342.85,9762.3,9891.85,10298.95,9881.05,10048.4,10211.45,10160.1,10069.45,10370.35,9942.8,9734.35,10278.25,9946.1,10537.05,9999.85
2020-03-04,9724.5,9764.65,10006.15,10130.35,10075.95,9879.25,10164.95,10342.85,9716.75,9984.3,10298.95,9881.05,10092.35,10211.45,10160.1,9980.4,10692.8,9942.8,9874.3,10278.25,9890.55,10692.0,9999.85
2020-03-05,9692.45,9700.1,10006.15,10091.8,10075.95,9879.25,10209.4,10342.85,9716.75,9984.3,10298.95,9881.05,10026.3,10211.45,10160.1,10109.85,10692.8,9942.8,9874.3,10278.25,9890.55,10628.45,9999.85
2020-03-06,9692.45,9700.1,10006.15,10091.8,10075.95,9879.25,10209.4,10342.85,9631.2,9916.75,10207.9,9881.05,10026.3,10211.45,10082.05,10346.3,10692.8,9942.8,9757.25,10278.25,9890.55,10878.9,9999.85
2020-03-09,9545.9,9700.1,10006.15,10091.8,10075.95,9879.25,10209.4,10342.85,9631.2,9916.75,10207.9,9881.05,10026.3,10211.45,10082.05,10346.3,10513.25,9942.8,9757.25,10278.25,9890.55,10878.9,9999.85
2020-03-10,9545.9,9957.05,10006.15,10091.8,10075.95,9879.25,10209.4,10264.3,9631.2,9916.75,10207.9,9802.0,10026.3,10211.45,10082.05,10126.25,10513.25,9942.8,9757.25,10714.2,9890.55,10878.9,9999.85
2020-03-11,9545.9,9816.0,9886.6,10091.8,9980.9,9879.25,10209.4,10368.75,9497.65,9734.2,10207.9,9678.45,10026.3,10103.9,10193.0,10126.25,10513.25,9942.8,9757.25,10714.2,9890.55,10878.9,9999.85
2020-03-12,9545.9,9816.0,9886.6,10091.8,9980.9,9879.25,10209.4,10368.75,9429.1,9734.2,10160.85,9603.9,10026.3,10103.9,10193.0,9843.2,10513.25,9676.75,9757.25,10714.2,9687.5,10878.9,9999.85
2020-03-13,9545.9,9623.45,9886.6,10091.8,9980.9,9991.7,10209.4,10368.75,9429.1,9734.2,10407.3,9603.9,10026.3,10103.9,10193.0,9843.2,10513.25,9930.7,9757.25,10714.2,9687.5,10878.9,9999.85
2020-03-16,9545.9,9623.45,9886.6,10091.8,9980.9,9991.7,10209.4,10368.75,9429.1,9734.2,10407.3,9603.9,10026.3,10103.9,10193.0,9169.15,10513.25,9930.7,9757.25,10563.65,9687.5,10878.9,9999.85
2020-03-17,9545.9,9623.45,9886.6,10091.8,9980.9,9991.7,10209.4,10368.75,9429.1,9734.2,10407.3,9603.9,10026.3,10103.9,10193.0,9169.15,10513.25,9930.7,9757.25,10563.65,9687.5,10878.9,9999.85
2020-03-18,9545.9,9623.45,10086.55,10091.8,9980.9,9991.7,10209.4,10368.75,9429.1,9734.2,10407.3,9603.9,10026.3,10103.9,10193.0,8599.6,10513.25,9930.7,9428.2,10797.1,9753.4,10878.9,9999.85
2020-03-19,9545.9,9623.45,10086.55,10091.8,9980.9,9991.7,10389.85,10368.75,9429.1,9442.65,10407.3,9464.85,9918.25,9950.85,10193.0,8599.6,10139.2,9709.65,9283.15,10634.05,9753.4,10878.9,9999.85
2020-03-20,9793.35,9623.45,10251.5,10091.8,9980.9,9991.7,10661.3,10456.7,9429.1,9442.65,10376.75,9447.8,9918.25,9950.85,10193.0,8235.55,10139.2,9709.65,9283.15,10634.05,9753.4,10878.9,9999.85
2020-03-23,9793.35,9623.45,10405.95,10091.8,9980.9,9910.65,10661.3,10456.7,9429.1,9442.65,10480.7,9447.8,9918.25,10670.8,9881.45,8235.55,10139.2,9709.65,9283.15,10634.05,9753.4,10878.9,9999.85
2020-03-24,9691.3,9623.45,10405.95,9988.75,9980.9,9910.65,10661.3,10647.65,9429.1,9358.6,10480.7,9447.8,9918.25,10916.75,9881.45,8013.5,9990.15,9709.65,9283.15,10847.5,10019.35,10878.9,9999.85
2020-03-25,9691.3,9623.45,10258.4,9988.75,9980.9,9778.6,10951.75,10853.1,9429.1,9358.6,10480.7,9447.8,9918.25,10737.2,9881.45,8234.45,9990.15,9842.1,9283.15,10847.5,10019.35,10878.9,9999.85
2020-03-26,9691.3,9623.45,10258.4,9860.2,9980.9,9664.55,10951.75,10756.05,9429.1,9256.05,10480.7,9447.8,9918.25,10933.65,9881.45,8234.45,9990.15,9842.1,9283.15,10847.5,10019.35,10878.9,9999.85
2020-03-27,9583.75,9623.45,10258.4,9860.2,9980.9,9664.55,11050.7,10756.05,9429.1,9148.0,10480.7,9355.25,9918.25,10825.1,9881.45,8234.45,9990.15,9842.1,9401.1,10847.5,10019.35,10784.85,9999.85
2020-03-30,9583.75,9737.4,10258.4,9950.15,9980.9,9766.5,11050.7,10756.05,9429.1,9041.95,10610.15,9355.25,9918.25,10825.1,9881.45,8157.4,9990.15,9842.1,9336.55,10847.5,9942.3,10748.3,9999.85
2020-03-31,9672.7,9827.85,10258.4,9897.1,9932.35,9766.5,11050.7,10843.5,9514.55,9041.95,10500.1,9301.7,9918.25,10825.1,9881.45,8157.4,10154.6,9842.1,9336.55,10728.45,9942.3,10748.3,9999.85
2020-04-01,9672.7,9765.3,10206.85,9897.1,9932.35,9766.5,11050.7,10843.5,9514.55,9041.95,10500.1,9301.7,9918.25,10825.1,10000.9,8260.35,10154.6,9842.1,9336.55,10728.45,9942.3,10649.75,9999.85
2020-04-02,9672.7,9710.25,10206.85,10004.05,9932.35,9766.5,11007.15,10951.45,9514.55,9041.95,10447.55,9301.7,9918.25,10772.55,10000.9,8455.8,10154.6,9725.55,9336.55,10728.45,10137.75,10649.75,9999.85
2020-04-03,9628.65,9710.25,10206.85,9931.0,9932.35,9766.5,11007.15,10893.4,9451.0,8931.9,10447.55,9236.65,10074.2,10772.55,10000.9,8344.75,10154.6,9725.55,9336.55,10728.45,10223.2,10675.2,9999.85
2020-04-06,9628.65,9892.2,10206.85,9931.0,9932.35,9766.5,11007.15,10970.35,9451.0,8866.35,10360.5,9184.1,10074.2,10772.55,9946.35,8409.2,10154.6,9725.55,9336.55,10681.4,10223.2,10675.2,9999.85
2020-04-07,9628.65,10015.15,10206.85,9931.0,9868.8,9766.5,11149.1,11048.8,9451.0,8987.8,10360.5,9184.1,10149.65,10772.55,9889.8,8409.2,10154.6,9528.5,9336.55,10681.4,10223.2,10498.15,9999.85
2020-04-08,9574.6,10015.15,10206.85,10031.45,9799.25,9766.5,11149.1,11048.8,9451.0,8987.8,10360.5,9121.05,10231.6,10772.55,9889.8,8321.15,10154.6,9528.5,9272.5,10681.4,10255.65,10419.6,9999.85
2020-04-09,9574.6,10015.15,10206.85,10031.45,9799.25,9826.45,11236.05,11048.8,9451.0,8987.8,10360.5,9121.05,10231.6,10772.55,10132.25,8321.15,10154.6,9398.45,9200.95,10681.4,10255.65,10419.6,9999.85
2020-04-10,9574.6,10015.15,10206.85,10031.45,9799.25,9826.45,11236.05,11048.8,9451.0,8987.8,10360.5,9121.05,10231.6,10772.55,10132.25,8321.15,10154.6,9398.45,9200.95,10681.4,10255.65,10419.6,9999.85
2020-04-13,9574.6,10015.15,10206.85,10136.4,9799.25,9826.45,11195.5,11048.8,9508.45,8987.8,10400.45,9121.05,10304.55,10772.55,10064.7,8269.1,10154.6,9486.4,9200.95,10759.85,10255.65,10419.6,9999.85
2020-04-14,9574.6,10015.15,10206.85,10136.4,9854.2,9826.45,11195.5,11048.8,9454.4,8987.8,10400.45,9186.5,10304.55,10845.0,10064.7,8269.1,10154.6,9486.4,9200.95,10759.85,10255.65,10428.05,9999.85
2020-04-15,9574.6,10015.15,10206.85,10136.4,9854.2,9779.9,11195.5,11048.8,9343.8,8987.8,10400.45,9125.95,10304.55,10845.0,10064.7,8185.05,10205.55,9486.4,9309.9,10759.85,10315.1,10428.05,9999.85
2020-04-16,9574.6,10015.15,10206.85,10136.4,9854.2,9829.85,11195.5,11048.8,9343.8,8987.8,10400.45,9073.9,10304.55,10845.0,9978.15,8132.0,10355.5,9486.4,9309.9,10899.8,10412.55,10428.05,9999.85
2020-04-17,9574.6,10015.15,10206.85,10136.4,9820.15,9829.85,11195.5,11004.25,9343.8,8987.8,10400.45,9073.9,10304.55,10845.0,9938.1,8132.0,10355.5,9486.4,9245.35,10899.8,10412.55,10428.05,9999.85
2020-04-20,9574.6,10015.15,10324.8,10136.4,9820.15,9744.3,11195.5,11004.25,9343.8,8987.8,10400.45,9073.9,10304.55,10845.0,9938.1,8245.95,10355.5,9486.4,9245.35,10899.8,10412.55,10428.05,9999.85
2020-04-21,9574.6,10015.15,10179.7,10136.4,9820.15,9744.3,11195.5,11004.25,9287.75,8940.75,10329.4,9015.85,10304.55,10845.0,9904.55,8195.9,10355.5,9486.4,9245.35,10899.8,10412.55,10428.05,9999.85
2020-04-22,9574.6,9953.6,10179.7,10136.4,9820.15,9744.3,11157.95,11120.2,9287.75,8940.75,10419.35,9015.85,10304.55,10805.95,9969.0,8154.85,10463.45,9486.4,9245.35,10899.8,10412.55,10382.5,9999.85
2020-04-23,9552.55,9953.6,10147.15,10136.4,9820.15,9810.25,11222.9,11120.2,9230.2,8940.75,10419.35,9068.8,10304.55,10917.4,9969.0,8202.8,10463.45,9486.4,9245.35,10899.8,10261.0,10382.5,9999.85
2020-04-24,9552.55,9953.6,10104.1,10136.4,9820.15,9810.25,11195.85,11279.65,9364.65,8940.75,10419.35,9068.8,10361.0,10917.4,9908.45,8153.75,10631.9,9621.85,9245.35,10961.25,10261.0,10382.5,9999.85
2020-04-27,9535.0,10046.05,10177.05,10181.85,9820.15,9810.25,11195.85,11279.65,9364.65,8981.7,10419.35,9068.8,10361.0,10874.35,9908.45,8153.75,10631.9,9538.3,9177.8,10961.25,10284.45,10382.5,9999.85
2020-04-28,9535.0,10023.0,10145.5,10181.85,9820.15,9810.25,11240.3,11279.65,9364.65,9054.65,10419.35,9068.8,10361.0,10874.35,9908.45,8153.75,10631.9,9538.3,9057.75,10961.25,10284.45,10382.5,9999.85
2020-04-29,9535.0,10151.45,10145.5,10181.85,9820.15,9767.2,11240.3,11279.65,9364.65,9054.65,10384.3,9068.8,10361.0,10874.35,9964.4,8153.75,10631.9,9538.3,9109.2,10916.2,10448.4,10382.5,10086.3
2020-04-30,9535.0,10118.9,10145.5,10266.8,9895.6,9767.2,11240.3,11241.1,9364.65,9054.65,10384.3,9015.25,10361.0,10836.3,9892.35,8153.75,10631.9,9538.3,9045.65,10916.2,10383.85,10298.45,10086.3
2020-05-01,9535.0,10118.9,10089.95,10266.8,9895.6,9724.65,11240.3,11241.1,9364.65,9054.65,10442.75,9015.25,10326.95,10941.75,9977.3,8153.75,10631.9,9538.3,9045.65,10916.2,10383.85,10247.9,10086.3
2020-05-04,9535.0,10118.9,10089.95,10371.25,9960.05,9724.65,11240.3,11241.1,9441.6,9054.65,10442.75,9015.25,10326.95,10984.2,9977.3,8109.7,10631.9,9472.25,9045.65,10998.65,10383.85,10247.9,10086.3
2020-05-05,9535.0,10118.9,10089.95,10371.25,9960.05,9724.65,11302.25,11241.1,9424.55,9054.65,10442.75,9015.25,10326.95,10984.2,9977.3,8146.6,10631.9,9472.25,9045.65,11063.1,10383.85,10247.9,10086.3
2020-05-06,9535.0,10118.9,10089.95,10437.2,9960.05,9724.65,11302.25,11241.1,9424.55,9054.65,10404.2,9015.25,10326.95,10984.2,9977.3,8146.6,10510.85,9472.25,8959.6,11063.1,10383.85,10247.9,10086.3
2020-05-07,9496.45,10167.85,10089.95,10437.2,9960.05,9724.65,11302.25,11241.1,9533.0,9118.1,10367.15,9015.25,10326.95,10948.65,9977.3,8116.05,10510.85,9533.7,8959.6,11063.1,10383.85,10247.9,10086.3
2020-05-08,9496.45,10254.3,10089.95,10437.2,10007.0,9724.65,11302.25,11241.1,9533.0,9118.1,10367.15,9015.25,10326.95,10948.65,9927.25,8116.05,10610.3,9467.65,8959.6,11063.1,10383.85,10247.9,10086.3
2020-05-11,9496.45,10254.3,10089.95,10403.15,10007.0,9707.1,11302.25,11241.1,9495.95,9118.1,10367.15,8964.2,10326.95,10948.65,9927.25,8116.05,10610.3,9572.1,8959.6,11063.1,10335.8,10247.9,10086.3
2020-05-12,9462.4,10254.3,10089.95,10358.6,10007.0,9746.05,11302.25,11241.1,9495.95,9118.1,10367.15,8964.2,10326.95,10983.6,9896.7,8116.05,10610.3,9572.1,8896.05,11063.1,10335.8,10247.9,10086.3
2020-05-13,9462.4,10254.3,10089.95,10358.6,10007.0,9746.05,11302.25,11219.05,9589.9,9118.1,10367.15,9033.65,10326.95,10950.55,9896.7,8006.0,10411.75,9572.1,8896.05,11063.1,10266.25,10149.35,10086.3
2020-05-14,9462.4,10254.3,10089.95,10358.6,10087.45,9746.05,11256.2,11219.05,9662.35,9118.1,10367.15,9033.65,10326.95,10950.55,9896.7,8006.0,10562.2,9572.1,9042.5,11063.1,10266.25,10149.35,10086.3
2020-05-15,9462.4,10215.25,10089.95,10358.6,10181.4,9746.05,11214.65,11219.05,9662.35,9118.1,10367.15,9033.65,10283.4,10950.55,9896.7,8106.95,10562.2,9572.1,9042.5,11063.1,10387.7,10122.3,10086.3
2020-05-18,9571.35,10215.25,10058.4,10402.05,10220.35,9720.5,11185.6,11219.05,9711.8,9246.55,10367.15,9033.65,10399.85,11037.5,9896.7,8048.4,10689.15,9572.1,9042.5,11126.05,10387.7,10072.25,10086.3
2020-05-19,9599.8,10191.7,10058.4,10402.05,10220.35,9720.5,11185.6,11219.05,9766.75,9246.55,10367.15,9033.65,10509.3,11037.5,9865.65,8111.35,10689.15,9572.1,8987.95,11126.05,10335.15,10072.25,10086.3
2020-05-20,9573.25,10191.7,10113.85,10402.05,10220.35,9750.95,11185.6,11219.05,9766.75,9246.55,10430.6,9169.6,10509.3,11037.5,9865.65,8214.3,10689.15,9572.1,8987.95,11056.5,10371.6,10072.25,10086.3
2020-05-21,9573.25,10191.7,10113.85,10402.05,10220.35,9750.95,11149.05,11219.05,9766.75,9202.0,10430.6,9169.6,10509.3,11082.45,9907.6,8214.3,10689.15,9572.1,8987.95,11005.95,10318.55,10072.25,10086.3
2020-05-22,9573.25,10224.15,10113.85,10402.05,10220.35,9750.95,11103.5,11219.05,9766.75,9202.0,10478.05,9169.6,10608.25,11082.45,9907.6,8172.75,10689.15,9572.1,8987.95,11005.95,10272.5,10065.7,10086.3
2020-05-25,9573.25,10202.1,10113.85,10402.05,10220.35,9783.4,11103.5,11200.0,9733.2,9202.0,10478.05,9169.6,10654.7,11058.4,9932.05,8172.75,10689.15,9572.1,8987.95,11005.95,10272.5,10065.7,10086.3
2020-05-26,9573.25,10202.1,10166.3,10402.05,10220.35,9823.35,11103.5,11166.45,9733.2,9202.0,10478.05,9169.6,10630.15,11058.4,9932.05,8172.75,10671.1,9572.1,8867.35,11005.95,10272.5,10065.7,10086.3
2020-05-27,9573.25,10202.1,10239.75,10402.05,10271.3,9823.35,11103.5,11140.9,9733.2,9202.0,10422.5,9169.6,10630.15,11058.4,9932.05,8172.75,10671.1,9572.1,8867.35,11005.95,10272.5,10065.7,10086.3
2020-05-28,9573.25,10248.55,10239.75,10353.5,10271.3,9823.35,11025.45,11140.9,9733.2,9202.0,10422.5,9169.6,10630.15,11058.4,9932.05,8295.7,10671.1,9676.55,8867.35,11005.95,10272.5,10065.7,10086.3
2020-05-29,9573.25,10248.55,10195.2,10353.5,10271.3,9823.35,10990.9,11140.9,9733.2,9144.45,10422.5,9169.6,10630.15,11058.4,9932.05,8253.15,10671.1,9676.55,8768.3,11005.95,10350.45,10065.7,10086.3
2020-06-01,9573.25,10322.5,10195.2,10353.5,10271.3,9823.35,11034.85,11093.35,9698.15,9144.45,10422.5,9169.6,10714.1,11058.4,9932.05,8192.1,10671.1,9676.55,8768.3,11005.95,10350.45,10065.7,10086.3
2020-06-02,9573.25,10369.45,10241.15,10353.5,10301.25,9823.35,11034.85,11093.35,9698.15,9118.4,10422.5,9169.6,10714.1,11058.4,9932.05,8192.1,10575.55,9676.55,8768.3,11005.95,10350.45,10149.15,10086.3
2020-06-03,9573.25,10399.4,10215.6,10353.5,10301.25,9823.35,11034.85,11060.3,9698.15,9079.85,10422.5,9169.6,10714.1,11018.35,9932.05,8130.55,10575.55,9676.55,8839.75,11005.95,10406.9,10149.15,10086.3
2020-06-04,9573.25,10399.4,10215.6,10316.95,10301.25,9823.35,11034.85,11060.3,9698.15,9105.8,10422.5,9169.6,10687.05,10989.8,9932.05,8215.5,10575.55,9676.55,8839.75,10924.9,10406.9,10149.15,10086.3
2020-06-05,9573.25,10399.4,10252.05,10316.95,10301.25,9823.35,11034.85,11089.25,9698.15,9129.75,10422.5,9169.6,10687.05,10989.8,9900.5,8215.5,10575.55,9676.55,8839.75,10924.9,10350.35,10149.15,10086.3
2020-06-08,9573.25,10373.35,10252.05,10316.95,10262.7,9793.8,11034.85,11062.7,9698.15,9129.75,10372.45,9149.55,10687.05,10989.8,9853.45,8215.5,10710.0,9676.55,8914.2,10924.9,10350.35,10193.1,10086.3
