date,0.50,0.75,1.00,1.25,1.50,1.75,2.00,2.25,2.50,2.75,3.00,3.25,3.50
2025-01-02,-192.85,-217.3,-217.3,-148.3,-83.8,6.75,6.75,6.75,105.8,105.8,234.3,234.3,234.3
2025-01-03,58.45,-12.45,45.05,114.05,178.55,269.1,269.1,269.1,189.2,189.2,317.7,317.7,495.7
2025-01-06,364.05,423.15,515.65,370.75,409.3,511.35,610.4,624.4,559.5,317.55,530.55,530.55,708.55
2025-01-07,275.7,350.35,469.85,324.95,217.5,319.55,528.15,625.7,560.8,345.85,558.85,343.85,521.85
2025-01-08,-176.05,-87.9,73.6,-71.3,-97.7,-179.15,29.45,127.0,62.1,-152.85,60.15,-154.85,23.15
2025-01-09,-155.2,-67.05,44.45,-87.45,-135.25,-216.7,-8.1,89.45,24.55,-190.4,22.6,-192.4,-14.4
2025-01-10,140.6,-68.75,132.25,0.35,-89.5,-381.45,-153.85,23.25,-41.65,-113.05,99.95,-115.05,-252.05
2025-01-13,-98.2,-228.55,-60.0,-191.9,-281.75,-573.7,-346.1,-169.0,-233.9,-305.3,-92.3,-307.3,-444.3
2025-01-14,289.05,93.25,355.8,-31.1,-120.95,-412.9,-126.3,50.8,-14.1,-337.0,-124.0,-339.0,-476.0
2025-01-15,1140.65,1028.9,1300.95,842.05,738.8,446.85,724.45,816.1,751.2,428.3,641.3,426.3,289.3
2025-01-16,411.3,299.55,571.6,140.2,171.95,-120.0,157.6,249.25,184.35,-138.55,74.45,-140.55,-183.05
2025-01-17,424.5,312.75,584.8,206.4,238.15,-53.8,223.8,315.45,250.55,-4.3,208.7,68.2,25.7
2025-01-20,561.25,449.5,750.05,371.65,415.45,123.5,401.1,498.25,396.45,141.6,354.6,214.1,171.6
2025-01-21,821.5,800.25,1043.3,688.4,659.3,371.4,649.0,746.15,644.35,389.5,602.5,462.0,419.5
2025-01-22,1152.65,931.9,1240.5,885.6,867.6,579.7,857.3,971.0,1027.25,772.4,1006.4,865.9,889.9
2025-01-23,1354.9,1088.2,1396.8,1073.9,1055.9,791.0,925.65,1183.85,1240.1,985.25,1219.25,1078.75,1102.75
2025-01-24,1354.55,1074.35,1515.0,1192.1,1079.1,690.2,884.9,1170.6,1226.85,799.5,1033.5,893.0,917.0
2025-01-27,1753.4,1473.2,1913.85,1590.95,1477.95,1089.05,1283.75,1569.45,1625.7,1198.35,1499.35,1358.85,1382.85
2025-01-28,1948.5,1681.85,2444.05,2121.15,2107.75,1748.85,1544.05,1829.75,1886.0,1458.65,1759.65,1619.15,1643.15
2025-01-29,1931.6,1758.95,2521.15,2217.35,2203.95,1845.05,1640.25,1925.95,1982.2,1554.85,1874.35,1793.4,1830.9
2025-01-30,1873.35,1646.7,2408.9,2105.1,2091.7,1798.3,1593.5,1879.2,1935.45,1508.1,1827.6,1746.65,1784.15
2025-01-31,2126.15,1885.05,2648.3,2344.5,2331.1,2096.2,1971.9,1650.65,1706.9,1279.55,1599.05,1518.1,1555.6
2025-02-03,1940.4,1728.3,2676.05,2372.25,2358.85,2123.95,1999.65,1963.0,2379.8,1952.45,2271.95,2191.0,2228.5
2025-02-04,2102.55,1822.45,2635.7,2332.95,2319.55,2084.65,1960.35,1923.7,2340.5,2072.15,2391.65,2310.7,2348.2
2025-02-05,2199.85,1872.25,2709.0,2451.75,2438.35,2250.45,2126.15,2089.5,2533.8,2265.45,2617.45,2557.0,2594.5
2025-02-06,2405.0,1978.9,2781.15,2634.5,2621.1,2462.7,2151.4,2114.75,2559.05,2290.7,2582.8,2522.35,2559.85
