eval_id,started_at,state,months_paid,resets,generation,equity_usd,peak_usd,floor_usd,trades_taken,passed_at,ended_at
31,2021-05-01 00:00:00,funded,3,2,3,3070.75,3113.5,613.5,106,2021-07-12 15:30:00,2021-07-13 00:00:00
32,2021-06-01 00:00:00,funded,2,1,2,3070.75,3113.5,613.5,72,2021-07-12 15:30:00,2021-07-13 00:00:00
33,2021-06-08 00:00:00,funded,4,2,3,3106.0,3151.25,651.25,162,2021-09-09 15:00:00,2021-09-10 00:00:00
34,2021-06-11 00:00:00,funded,1,0,1,3010.25,3280.5,780.5,109,2021-07-07 23:30:00,2021-07-08 00:00:00
35,2021-06-12 00:00:00,funded,2,0,1,3258.25,3301.0,801.0,117,2021-07-12 15:30:00,2021-07-13 00:00:00
36,2021-06-13 00:00:00,cancelled,1,0,1,3258.25,3301.0,801.0,117,2021-07-12 15:30:00,2021-07-13 00:00:00
37,2021-06-14 00:00:00,cancelled,1,0,1,3258.25,3301.0,801.0,117,2021-07-12 15:30:00,2021-07-13 00:00:00
38,2021-06-15 00:00:00,funded,1,0,1,3115.5,3135.75,635.75,108,2021-07-09 18:00:00,2021-07-10 00:00:00
39,2021-06-16 00:00:00,funded,1,0,1,3033.75,3059.0,559.0,85,2021-07-07 06:00:00,2021-07-08 00:00:00
40,2021-06-17 00:00:00,funded,1,0,1,3017.5,3042.75,542.75,80,2021-07-07 06:00:00,2021-07-08 00:00:00
41,2021-06-18 00:00:00,funded,1,0,1,3050.0,3070.25,570.25,90,2021-07-09 18:00:00,2021-07-10 00:00:00
42,2021-06-19 00:00:00,funded,1,0,1,3058.0,3070.75,570.75,68,2021-07-06 14:30:00,2021-07-07 00:00:00
43,2021-07-13 00:00:00,cancelled,2,1,2,2564.75,2692.5,192.5,116,,2021-09-13 00:00:00
44,2021-08-01 00:00:00,cancelled,2,0,1,3029.0,3156.75,656.75,154,2021-09-10 17:00:00,2021-09-11 00:00:00
45,2021-10-01 00:00:00,cancelled,1,0,1,3075.25,3108.0,608.0,19,2021-10-07 14:30:00,2021-10-08 00:00:00
46,2021-10-02 00:00:00,cancelled,1,0,1,3069.5,3104.75,604.75,32,2021-10-12 15:30:00,2021-10-13 00:00:00
47,2021-10-03 00:00:00,cancelled,1,0,1,3069.5,3104.75,604.75,32,2021-10-12 15:30:00,2021-10-13 00:00:00
48,2021-10-08 00:00:00,cancelled,1,0,1,3032.0,3059.75,559.75,32,2021-10-15 23:00:00,2021-10-16 00:00:00
49,2021-10-13 00:00:00,cancelled,1,0,1,3277.0,3327.25,827.25,22,2021-10-19 10:00:00,2021-10-20 00:00:00
50,2021-11-01 00:00:00,cancelled,1,0,1,3313.75,3376.5,876.5,15,2021-11-04 16:00:00,2021-11-05 00:00:00
51,2021-11-02 00:00:00,cancelled,1,0,1,3030.5,3093.25,593.25,8,2021-11-04 16:00:00,2021-11-05 00:00:00
52,2021-11-03 00:00:00,funded,4,3,4,3029.25,3284.5,784.5,71,2022-02-07 17:00:00,2022-02-08 00:00:00
53,2021-11-05 00:00:00,cancelled,4,3,4,3190.0,3442.75,942.75,103,2022-02-10 17:00:00,2022-02-11 00:00:00
54,2021-11-06 00:00:00,cancelled,4,3,4,3190.0,3442.75,942.75,94,2022-02-10 17:00:00,2022-02-11 00:00:00
55,2022-02-11 00:00:00,cancelled,3,2,3,3127.25,3357.5,857.5,48,2022-04-18 17:30:00,2022-04-19 00:00:00
56,2022-02-12 00:00:00,cancelled,1,0,1,3360.75,3556.0,1056.0,27,2022-02-21 03:00:00,2022-02-22 00:00:00
57,2022-02-22 00:00:00,cancelled,1,0,1,3539.0,3856.75,1356.75,4,2022-02-22 22:00:00,2022-02-23 00:00:00
58,2022-03-01 00:00:00,funded,2,1,2,3903.25,4156.0,1656.0,56,2022-04-12 16:00:00,2022-04-13 00:00:00
59,2022-04-19 00:00:00,cancelled,3,2,3,1614.75,3099.0,599.0,47,,2022-07-19 00:00:00
60,2022-05-12 00:00:00,cancelled,2,1,2,-1741.5,469.75,-2030.25,11,,2022-07-12 00:00:00
61,2022-05-13 00:00:00,cancelled,2,1,2,-1741.5,469.75,-2030.25,18,,2022-07-13 00:00:00
62,2022-06-17 00:00:00,funded,1,0,1,3498.25,3536.0,1036.0,17,2022-06-21 17:00:00,2022-06-22 00:00:00
63,2022-07-01 00:00:00,cancelled,1,0,1,3741.0,3891.25,1391.25,26,2022-07-07 17:00:00,2022-07-08 00:00:00
64,2022-07-02 00:00:00,cancelled,1,0,1,3620.0,3770.25,1270.25,20,2022-07-07 17:00:00,2022-07-08 00:00:00
65,2022-07-03 00:00:00,cancelled,1,0,1,3620.0,3770.25,1270.25,20,2022-07-07 17:00:00,2022-07-08 00:00:00
66,2022-07-04 00:00:00,cancelled,1,0,1,3620.0,3770.25,1270.25,20,2022-07-07 17:00:00,2022-07-08 00:00:00
67,2022-07-05 00:00:00,cancelled,1,0,1,3079.0,3226.75,726.75,14,2022-07-07 08:30:00,2022-07-08 00:00:00
68,2022-07-06 00:00:00,cancelled,1,0,1,3163.25,3318.25,818.25,47,2022-07-15 23:30:00,2022-07-16 00:00:00
69,2022-08-01 00:00:00,cancelled,1,0,1,3800.0,4157.75,1657.75,30,2022-08-05 17:30:00,2022-08-06 00:00:00
70,2022-08-02 00:00:00,cancelled,1,0,1,3103.0,3240.75,740.75,8,2022-08-03 17:00:00,2022-08-04 00:00:00
71,2022-08-03 00:00:00,cancelled,1,0,1,3232.5,3590.25,1090.25,20,2022-08-05 17:30:00,2022-08-06 00:00:00
72,2022-08-04 00:00:00,cancelled,1,0,1,3191.0,3271.25,771.25,56,2022-08-16 19:00:00,2022-08-17 00:00:00
73,2022-08-05 00:00:00,cancelled,1,0,1,3019.75,3070.0,570.0,41,2022-08-15 22:30:00,2022-08-16 00:00:00
74,2022-09-01 00:00:00,cancelled,16,15,16,3567.75,3800.5,1300.5,699,2023-12-13 21:30:00,2023-12-14 00:00:00
75,2022-09-02 00:00:00,cancelled,4,3,4,-1419.5,979.25,-1520.75,58,,2023-01-02 00:00:00
76,2022-09-03 00:00:00,cancelled,1,0,1,3041.75,3074.5,574.5,33,2022-09-13 09:00:00,2022-09-14 00:00:00
77,2022-09-04 00:00:00,cancelled,1,0,1,3041.75,3074.5,574.5,33,2022-09-13 09:00:00,2022-09-14 00:00:00
78,2022-09-05 00:00:00,cancelled,1,0,1,3041.75,3074.5,574.5,33,2022-09-13 09:00:00,2022-09-14 00:00:00
79,2022-10-01 00:00:00,cancelled,15,14,15,3567.75,3800.5,1300.5,687,2023-12-13 21:30:00,2023-12-14 00:00:00
80,2022-10-02 00:00:00,cancelled,2,1,2,-1807.5,344.75,-2155.25,32,,2022-12-02 00:00:00
81,2022-10-03 00:00:00,cancelled,1,0,1,2222.5,3695.25,1195.25,21,,2022-11-03 00:00:00
82,2022-11-01 00:00:00,cancelled,14,13,14,3567.75,3800.5,1300.5,666,2023-12-13 21:30:00,2023-12-14 00:00:00
83,2022-12-01 00:00:00,cancelled,13,12,13,3567.75,3800.5,1300.5,649,2023-12-13 21:30:00,2023-12-14 00:00:00
84,2023-01-01 00:00:00,cancelled,12,11,12,3567.75,3800.5,1300.5,629,2023-12-13 21:30:00,2023-12-14 00:00:00
85,2024-01-01 00:00:00,cancelled,1,0,1,3155.25,3245.5,745.5,49,2024-01-11 15:30:00,2024-01-12 00:00:00
86,2024-01-02 00:00:00,cancelled,1,0,1,3155.25,3245.5,745.5,49,2024-01-11 15:30:00,2024-01-12 00:00:00
87,2024-01-03 00:00:00,cancelled,1,0,1,3147.5,3160.25,660.25,50,2024-01-12 16:30:00,2024-01-13 00:00:00
88,2024-01-04 00:00:00,cancelled,1,0,1,3300.0,3420.25,920.25,40,2024-01-11 20:30:00,2024-01-12 00:00:00
89,2024-01-05 00:00:00,cancelled,1,0,1,3042.0,3132.25,632.25,32,2024-01-11 15:30:00,2024-01-12 00:00:00
90,2024-02-01 00:00:00,cancelled,1,0,1,3307.5,3402.75,902.75,20,2024-02-05 21:30:00,2024-02-06 00:00:00
91,2024-02-02 00:00:00,cancelled,1,0,1,3021.75,3052.0,552.0,23,2024-02-07 15:30:00,2024-02-08 00:00:00
92,2024-02-03 00:00:00,cancelled,1,0,1,3430.25,3440.5,940.5,39,2024-02-13 17:30:00,2024-02-14 00:00:00
93,2024-02-04 00:00:00,cancelled,1,0,1,3430.25,3440.5,940.5,39,2024-02-13 17:30:00,2024-02-14 00:00:00
94,2024-02-05 00:00:00,cancelled,1,0,1,3430.25,3440.5,940.5,39,2024-02-13 17:30:00,2024-02-14 00:00:00
95,2024-02-15 00:00:00,cancelled,1,0,1,-1259.25,1031.0,-1469.0,28,,2024-03-15 00:00:00
96,2024-02-16 00:00:00,cancelled,1,0,1,-1151.75,1138.5,-1361.5,18,,2024-03-16 00:00:00
97,2024-02-17 00:00:00,cancelled,1,0,1,-259.25,1989.25,-510.75,38,,2024-03-17 00:00:00
98,2024-02-18 00:00:00,cancelled,1,0,1,-259.25,1989.25,-510.75,38,,2024-03-18 00:00:00
99,2024-02-19 00:00:00,cancelled,1,0,1,-259.25,1989.25,-510.75,38,,2024-03-19 00:00:00
100,2024-02-20 00:00:00,cancelled,1,0,1,124.0,2372.5,-127.5,35,,2024-03-20 00:00:00
101,2024-02-21 00:00:00,cancelled,1,0,1,446.0,2694.5,194.5,27,,2024-03-21 00:00:00
102,2024-02-22 00:00:00,cancelled,1,0,1,-58.0,2190.5,-309.5,23,,2024-03-22 00:00:00
103,2024-02-23 00:00:00,cancelled,1,0,1,-1724.5,524.0,-1976.0,19,,2024-03-23 00:00:00
104,2024-02-24 00:00:00,cancelled,1,0,1,-1543.75,685.25,-1814.75,56,,2024-03-24 00:00:00
105,2024-02-25 00:00:00,cancelled,1,0,1,-1543.75,685.25,-1814.75,56,,2024-03-25 00:00:00
106,2024-02-26 00:00:00,cancelled,1,0,1,-1543.75,685.25,-1814.75,56,,2024-03-26 00:00:00
107,2024-02-27 00:00:00,cancelled,1,0,1,-1034.75,1194.25,-1305.75,50,,2024-03-27 00:00:00
108,2024-03-01 00:00:00,funded,2,1,2,3136.75,3232.0,732.0,48,2024-04-03 17:30:00,2024-04-04 00:00:00
109,2024-03-02 00:00:00,cancelled,2,1,2,3003.75,3099.0,599.0,53,2024-04-08 16:00:00,2024-04-09 00:00:00
110,2024-03-03 00:00:00,funded,2,1,2,3225.75,3268.5,768.5,55,2024-04-09 22:30:00,2024-04-10 00:00:00
111,2024-03-04 00:00:00,cancelled,1,0,1,-1831.75,397.25,-2102.75,28,,2024-04-04 00:00:00
112,2024-03-05 00:00:00,cancelled,1,0,1,-1250.75,847.5,-1652.5,24,,2024-04-05 00:00:00
113,2024-03-28 00:00:00,cancelled,1,0,1,3011.75,3037.0,537.0,23,2024-04-05 07:00:00,2024-04-06 00:00:00
114,2024-03-29 00:00:00,funded,1,0,1,3136.75,3232.0,732.0,13,2024-04-03 17:30:00,2024-04-04 00:00:00
115,2024-03-30 00:00:00,funded,1,0,1,3136.75,3232.0,732.0,13,2024-04-03 17:30:00,2024-04-04 00:00:00
116,2024-03-31 00:00:00,cancelled,1,0,1,3136.75,3232.0,732.0,13,2024-04-03 17:30:00,2024-04-04 00:00:00
117,2024-04-01 00:00:00,cancelled,1,0,1,3136.75,3232.0,732.0,13,2024-04-03 17:30:00,2024-04-04 00:00:00
118,2024-04-02 00:00:00,cancelled,1,0,1,3003.75,3099.0,599.0,25,2024-04-08 16:00:00,2024-04-09 00:00:00
119,2024-04-03 00:00:00,funded,1,0,1,3225.75,3268.5,768.5,27,2024-04-09 22:30:00,2024-04-10 00:00:00
120,2024-04-10 00:00:00,cancelled,2,1,2,3425.25,3438.0,938.0,106,2024-06-04 21:30:00,2024-06-05 00:00:00
121,2024-04-11 00:00:00,cancelled,2,1,2,3255.75,3373.5,873.5,89,2024-06-03 22:30:00,2024-06-04 00:00:00
122,2024-04-12 00:00:00,cancelled,2,1,2,3255.75,3373.5,873.5,83,2024-06-03 22:30:00,2024-06-04 00:00:00
123,2024-04-13 00:00:00,cancelled,2,1,2,3255.75,3373.5,873.5,101,2024-06-03 22:30:00,2024-06-04 00:00:00
124,2024-04-14 00:00:00,cancelled,2,1,2,3315.25,3433.0,933.0,93,2024-06-03 22:30:00,2024-06-04 00:00:00
125,2024-04-15 00:00:00,cancelled,1,0,1,-933.25,834.5,-1665.5,24,,2024-05-15 00:00:00
126,2024-04-16 00:00:00,cancelled,1,0,1,-239.0,1197.75,-1302.25,17,,2024-05-16 00:00:00
127,2024-04-17 00:00:00,cancelled,1,0,1,345.0,1781.75,-718.25,11,,2024-05-17 00:00:00
128,2024-04-18 00:00:00,cancelled,1,0,1,-1379.25,566.0,-1934.0,8,,2024-05-18 00:00:00
129,2024-04-19 00:00:00,funded,1,0,1,3043.75,3051.5,551.5,35,2024-04-26 20:00:00,2024-04-27 00:00:00
130,2024-04-20 00:00:00,cancelled,1,0,1,719.25,3086.5,586.5,44,,2024-05-20 00:00:00
131,2024-04-21 00:00:00,cancelled,1,0,1,719.25,3086.5,586.5,44,,2024-05-21 00:00:00
132,2024-04-22 00:00:00,cancelled,1,0,1,719.25,3086.5,586.5,44,,2024-05-22 00:00:00
133,2024-04-23 00:00:00,cancelled,1,0,1,-4.5,2362.75,-137.25,39,,2024-05-23 00:00:00
134,2024-06-01 00:00:00,funded,1,0,1,3131.25,3166.5,666.5,15,2024-06-05 16:00:00,2024-06-06 00:00:00
135,2024-06-02 00:00:00,funded,1,0,1,3131.25,3166.5,666.5,15,2024-06-05 16:00:00,2024-06-06 00:00:00
136,2024-06-03 00:00:00,funded,1,0,1,3131.25,3166.5,666.5,15,2024-06-05 16:00:00,2024-06-06 00:00:00
137,2024-06-04 00:00:00,cancelled,1,0,1,4101.5,4471.75,1971.75,44,2024-06-12 16:00:00,2024-06-13 00:00:00
138,2024-06-05 00:00:00,cancelled,1,0,1,3535.5,3905.75,1405.75,38,2024-06-12 16:00:00,2024-06-13 00:00:00
139,2024-06-06 00:00:00,funded,4,3,4,3219.0,3526.75,1026.75,124,2024-09-11 21:00:00,2024-09-12 00:00:00
140,2024-06-07 00:00:00,cancelled,1,0,1,3104.0,3474.25,974.25,24,2024-06-12 16:00:00,2024-06-13 00:00:00
141,2024-06-08 00:00:00,funded,3,2,3,3653.75,4024.0,1524.0,87,2024-08-08 23:00:00,2024-08-09 00:00:00
142,2024-06-09 00:00:00,funded,3,2,3,3394.0,3451.75,951.75,99,2024-08-14 23:30:00,2024-08-15 00:00:00
143,2024-06-10 00:00:00,funded,3,2,3,3771.75,4137.0,1637.0,94,2024-08-15 16:00:00,2024-08-16 00:00:00
144,2024-06-11 00:00:00,cancelled,1,0,1,3162.25,3532.5,1032.5,11,2024-06-12 16:00:00,2024-06-13 00:00:00
145,2024-06-12 00:00:00,funded,3,2,3,3771.75,4137.0,1637.0,71,2024-08-15 16:00:00,2024-08-16 00:00:00
146,2024-06-13 00:00:00,funded,1,0,1,3205.0,3257.75,757.75,60,2024-06-27 20:30:00,2024-06-28 00:00:00
147,2024-06-18 00:00:00,funded,1,0,1,3190.25,3203.0,703.0,49,2024-06-28 17:00:00,2024-06-29 00:00:00
148,2024-06-19 00:00:00,funded,1,0,1,3091.0,3103.75,603.75,46,2024-06-28 17:00:00,2024-06-29 00:00:00
149,2024-06-20 00:00:00,funded,1,0,1,3087.0,3099.75,599.75,42,2024-06-28 17:00:00,2024-06-29 00:00:00
150,2024-06-21 00:00:00,funded,1,0,1,3353.75,3614.0,1114.0,45,2024-07-01 23:00:00,2024-07-02 00:00:00
