account_id,activated_at,died_at,trade,death_equity,reason
80,2023-07-19 00:00:00,2023-10-25 18:42:40,RR1.00:17-18:220:1141,-817.35,intratrade_excursion
81,2023-07-19 00:00:00,2023-10-25 18:42:40,RR1.00:17-18:220:1141,-817.35,intratrade_excursion
82,2023-08-24 00:00:00,2023-10-25 18:42:40,RR1.00:17-18:220:1141,-757.65,intratrade_excursion
83,2023-09-05 00:00:00,2023-10-25 18:42:40,RR1.00:17-18:220:1141,-1393.7,intratrade_excursion
84,2023-12-12 00:00:00,2026-03-13 09:37:40,RR1.00:3-4:554:2070,97.65,intratrade_excursion
85,2023-12-13 00:00:00,2026-03-12 22:46:40,RR1.00:18-19:462:1968,88.45,intratrade_excursion
86,2023-12-13 00:00:00,2026-03-12 22:46:40,RR1.00:18-19:462:1968,88.45,intratrade_excursion
87,2023-12-13 00:00:00,2026-03-12 22:46:40,RR1.00:18-19:462:1968,88.45,intratrade_excursion
88,2023-12-14 00:00:00,2026-03-16 01:08:40,RR1.00:1-2:452:1836,15.45,intratrade_excursion
89,2024-01-04 00:00:00,2026-03-09 08:30:00,RR1.00:7-8:595:2151,82.8,intratrade_excursion
90,2024-01-04 00:00:00,2026-03-09 08:30:00,RR1.00:7-8:595:2151,82.8,intratrade_excursion
91,2024-01-09 00:00:00,2026-03-13 09:37:40,RR1.00:3-4:554:2070,62.15,intratrade_excursion
92,2024-01-10 00:00:00,2026-03-13 09:37:40,RR1.00:3-4:554:2070,81.4,intratrade_excursion
93,2024-01-12 00:00:00,2026-03-16 01:08:40,RR1.00:1-2:452:1836,15.35,intratrade_excursion
94,2024-01-12 00:00:00,2026-03-16 01:08:40,RR1.00:1-2:452:1836,15.35,intratrade_excursion
95,2024-02-03 00:00:00,2026-03-16 01:08:40,RR1.00:1-2:452:1836,42.4,intratrade_excursion
96,2024-02-17 00:00:00,2024-04-19 02:17:40,RR1.00:1-2:308:1249,82.7,intratrade_excursion
97,2024-03-28 00:00:00,2024-04-19 02:17:40,RR1.00:1-2:308:1249,-490.8,intratrade_excursion
98,2024-04-02 00:00:00,2024-04-19 02:17:40,RR1.00:1-2:308:1249,-724.9,intratrade_excursion
99,2024-04-30 00:00:00,2026-03-13 22:40:40,RR1.00:21-22:536:1988,-14.05,intratrade_excursion
100,2024-05-16 00:00:00,2026-03-16 05:15:40,RR1.00:4-5:529:2056,48.55,intratrade_excursion
101,2024-06-04 00:00:00,2026-03-13 12:30:00,RR1.00:11-12:456:1963,96.6,intratrade_excursion
108,2026-05-09 00:00:00,2026-06-05 16:36:40,RR1.00:16-17:888:2528,-289.2,intratrade_excursion
109,2026-05-19 00:00:00,2026-06-05 16:36:40,RR1.00:16-17:888:2528,-1180.2,intratrade_excursion
110,2026-05-29 00:00:00,2026-06-05 21:11:40,RR1.00:20-21:540:1989,-1429.4,intratrade_excursion
111,2026-06-10 00:00:00,2026-06-17 22:32:40,RR1.00:21-22:550:2063,-431.0,intratrade_excursion
112,2026-06-13 00:00:00,2026-06-17 22:32:40,RR1.00:21-22:550:2063,-1718.65,intratrade_excursion
113,2026-06-23 00:00:00,2026-06-25 23:30:00,RR1.00:18-19:478:2044,-1601.75,intratrade_excursion
114,2026-06-23 00:00:00,2026-06-25 23:30:00,RR1.00:18-19:478:2044,-1601.75,intratrade_excursion
