at,account_id,trade_key,entry_at,equity_before,floor_before,mae,mfe,gross_pnl,adverse_equity,equity_after,floor_after,alive_after,death_equity
2026-03-02T03:30:00,4,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4791.21,100.0,-17.0,229.5,184.0,4774.21,4974.16,100.0,True,
2026-03-02T03:30:00,30,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4791.21,100.0,-17.0,229.5,184.0,4774.21,4974.16,100.0,True,
2026-03-02T03:30:00,31,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4791.21,100.0,-17.0,229.5,184.0,4774.21,4974.16,100.0,True,
2026-03-02T03:30:00,32,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4791.21,100.0,-17.0,229.5,184.0,4774.21,4974.16,100.0,True,
2026-03-02T03:30:00,33,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4791.21,100.0,-17.0,229.5,184.0,4774.21,4974.16,100.0,True,
2026-03-02T03:30:00,34,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4791.21,100.0,-17.0,229.5,184.0,4774.21,4974.16,100.0,True,
2026-03-02T03:30:00,35,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4791.21,100.0,-17.0,229.5,184.0,4774.21,4974.16,100.0,True,
2026-03-02T03:30:00,36,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4791.21,100.0,-17.0,229.5,184.0,4774.21,4974.16,100.0,True,
2026-03-02T03:30:00,37,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4791.21,100.0,-17.0,229.5,184.0,4774.21,4974.16,100.0,True,
2026-03-02T03:30:00,38,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4791.21,100.0,-17.0,229.5,184.0,4774.21,4974.16,100.0,True,
2026-03-02T03:30:00,39,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4791.21,100.0,-17.0,229.5,184.0,4774.21,4974.16,100.0,True,
2026-03-02T03:30:00,40,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4791.21,100.0,-17.0,229.5,184.0,4774.21,4974.16,100.0,True,
2026-03-02T03:30:00,41,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4791.21,100.0,-17.0,229.5,184.0,4774.21,4974.16,100.0,True,
2026-03-02T03:30:00,42,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4791.21,100.0,-17.0,229.5,184.0,4774.21,4974.16,100.0,True,
2026-03-02T03:30:00,43,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4791.21,100.0,-17.0,229.5,184.0,4774.21,4974.16,100.0,True,
2026-03-02T03:30:00,44,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4791.21,100.0,-17.0,229.5,184.0,4774.21,4974.16,100.0,True,
2026-03-02T03:30:00,48,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4791.21,100.0,-17.0,229.5,184.0,4774.21,4974.16,100.0,True,
2026-03-02T03:30:00,49,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4791.21,100.0,-17.0,229.5,184.0,4774.21,4974.16,100.0,True,
2026-03-02T03:30:00,55,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4791.21,100.0,-17.0,229.5,184.0,4774.21,4974.16,100.0,True,
2026-03-02T03:30:00,56,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4791.21,100.0,-17.0,229.5,184.0,4774.21,4974.16,100.0,True,
2026-03-02T11:30:00,4,RR1.00:10-11:584:2112,2026-03-02T10:40:40,4974.16,100.0,-24.0,193.0,165.5,4950.16,5138.61,100.0,True,
2026-03-02T11:30:00,30,RR1.00:10-11:584:2112,2026-03-02T10:40:40,4974.16,100.0,-24.0,193.0,165.5,4950.16,5138.61,100.0,True,
2026-03-02T11:30:00,31,RR1.00:10-11:584:2112,2026-03-02T10:40:40,4974.16,100.0,-24.0,193.0,165.5,4950.16,5138.61,100.0,True,
2026-03-02T11:30:00,32,RR1.00:10-11:584:2112,2026-03-02T10:40:40,4974.16,100.0,-24.0,193.0,165.5,4950.16,5138.61,100.0,True,
2026-03-02T11:30:00,33,RR1.00:10-11:584:2112,2026-03-02T10:40:40,4974.16,100.0,-24.0,193.0,165.5,4950.16,5138.61,100.0,True,
2026-03-02T11:30:00,34,RR1.00:10-11:584:2112,2026-03-02T10:40:40,4974.16,100.0,-24.0,193.0,165.5,4950.16,5138.61,100.0,True,
2026-03-02T11:30:00,35,RR1.00:10-11:584:2112,2026-03-02T10:40:40,4974.16,100.0,-24.0,193.0,165.5,4950.16,5138.61,100.0,True,
