at,wanted,bought,alive_before,initial_inventory,cash_limited,capacity_limited
2020-01-01T00:00:00,5,5,0,True,False,False
2020-02-01T00:00:00,1,1,5,,False,False
2020-03-01T00:00:00,1,1,6,,False,False
2020-03-19T00:00:00,1,0,6,,True,False
2020-03-20T00:00:00,1,0,6,,True,False
2020-03-21T00:00:00,1,0,6,,True,False
2020-03-22T00:00:00,1,0,6,,True,False
2020-03-23T00:00:00,1,0,6,,True,False
2020-03-24T00:00:00,1,0,6,,True,False
2020-03-25T00:00:00,1,0,6,,True,False
2020-03-26T00:00:00,1,0,6,,True,False
2020-03-27T00:00:00,1,0,6,,True,False
2020-03-28T00:00:00,1,0,6,,True,False
2020-03-29T00:00:00,1,0,6,,True,False
2020-03-30T00:00:00,1,0,6,,True,False
2020-03-31T00:00:00,1,0,6,,True,False
2020-04-01T00:00:00,2,1,6,,True,False
2020-05-01T00:00:00,1,1,7,,False,False
2020-06-01T00:00:00,1,1,8,,False,False
2020-07-01T00:00:00,1,1,9,,False,False
2020-08-01T00:00:00,1,1,10,,False,False
2020-09-01T00:00:00,1,1,11,,False,False
2020-10-01T00:00:00,1,1,12,,False,False
2020-10-31T00:00:00,1,0,12,,True,False
2020-11-01T00:00:00,2,1,12,,True,False
2020-11-10T00:00:00,1,0,12,,True,False
2020-11-11T00:00:00,1,0,12,,True,False
2020-11-12T00:00:00,1,0,12,,True,False
2020-11-13T00:00:00,1,0,12,,True,False
2020-11-14T00:00:00,1,0,12,,True,False
2020-11-15T00:00:00,1,0,12,,True,False
2020-11-16T00:00:00,1,0,12,,True,False
2020-11-17T00:00:00,1,0,12,,True,False
2020-11-18T00:00:00,1,0,12,,True,False
2020-11-19T00:00:00,1,0,12,,True,False
2020-11-20T00:00:00,1,0,12,,True,False
2020-11-21T00:00:00,1,0,12,,True,False
2020-11-22T00:00:00,1,0,12,,True,False
2020-11-23T00:00:00,1,0,12,,True,False
2020-11-24T00:00:00,1,0,12,,True,False
2020-11-25T00:00:00,1,0,12,,True,False
2020-11-26T00:00:00,1,0,12,,True,False
2020-11-27T00:00:00,1,0,12,,True,False
2020-11-28T00:00:00,1,0,12,,True,False
2020-11-29T00:00:00,1,0,12,,True,False
2020-11-30T00:00:00,1,0,12,,True,False
2020-12-01T00:00:00,2,1,12,,True,False
2021-01-01T00:00:00,1,1,13,,False,False
2021-01-13T00:00:00,1,0,13,,True,False
2021-01-14T00:00:00,1,0,13,,True,False
2021-01-15T00:00:00,1,0,13,,True,False
2021-01-16T00:00:00,1,0,13,,True,False
2021-01-17T00:00:00,1,0,13,,True,False
2021-01-18T00:00:00,1,0,13,,True,False
2021-01-19T00:00:00,1,0,13,,True,False
2021-01-20T00:00:00,1,0,13,,True,False
2021-01-21T00:00:00,1,0,13,,True,False
2021-01-22T00:00:00,1,0,13,,True,False
2021-01-23T00:00:00,1,0,13,,True,False
2021-01-24T00:00:00,1,0,13,,True,False
2021-01-25T00:00:00,1,0,13,,True,False
2021-01-26T00:00:00,1,0,13,,True,False
2021-01-27T00:00:00,1,0,13,,True,False
2021-01-28T00:00:00,1,0,13,,True,False
2021-01-29T00:00:00,1,0,13,,True,False
2021-01-30T00:00:00,1,0,13,,True,False
2021-01-31T00:00:00,1,0,13,,True,False
2021-02-01T00:00:00,2,1,13,,True,False
2021-02-25T00:00:00,1,0,13,,True,False
2021-02-26T00:00:00,1,0,13,,True,False
2021-02-27T00:00:00,2,0,12,,True,False
2021-02-28T00:00:00,2,0,12,,True,False
2021-03-01T00:00:00,3,1,12,,True,False
2021-03-02T00:00:00,1,0,13,,True,False
2021-03-03T00:00:00,1,0,13,,True,False
2021-03-04T00:00:00,1,0,13,,True,False
2021-03-05T00:00:00,1,0,13,,True,False
2021-03-06T00:00:00,1,0,13,,True,False
2021-03-07T00:00:00,1,0,13,,True,False
2021-03-08T00:00:00,1,0,13,,True,False
2021-03-09T00:00:00,1,0,13,,True,False
2021-03-10T00:00:00,1,0,13,,True,False
2021-03-11T00:00:00,1,0,13,,True,False
2021-03-12T00:00:00,1,0,13,,True,False
2021-03-13T00:00:00,1,0,13,,True,False
2021-03-14T00:00:00,1,0,13,,True,False
2021-03-15T00:00:00,1,0,13,,True,False
2021-03-16T00:00:00,1,0,13,,True,False
2021-03-17T00:00:00,1,0,13,,True,False
2021-03-18T00:00:00,1,0,13,,True,False
2021-03-19T00:00:00,1,0,13,,True,False
2021-03-20T00:00:00,1,0,13,,True,False
2021-03-21T00:00:00,1,0,13,,True,False
2021-03-22T00:00:00,1,0,13,,True,False
2021-03-23T00:00:00,1,0,13,,True,False
2021-03-24T00:00:00,1,0,13,,True,False
2021-03-25T00:00:00,1,0,13,,True,False
2021-03-26T00:00:00,1,0,13,,True,False
2021-03-27T00:00:00,1,0,13,,True,False
2021-03-28T00:00:00,1,0,13,,True,False
2021-03-29T00:00:00,1,0,13,,True,False
2021-03-30T00:00:00,1,0,13,,True,False
2021-03-31T00:00:00,2,0,12,,True,False
2021-04-01T00:00:00,3,1,12,,True,False
2021-04-02T00:00:00,1,0,13,,True,False
2021-04-03T00:00:00,1,0,13,,True,False
2021-04-04T00:00:00,1,0,13,,True,False
2021-04-05T00:00:00,1,0,13,,True,False
2021-04-06T00:00:00,1,0,13,,True,False
2021-04-07T00:00:00,1,0,13,,True,False
2021-04-08T00:00:00,1,0,13,,True,False
2021-04-09T00:00:00,1,0,13,,True,False
2021-04-10T00:00:00,1,0,13,,True,False
2021-04-11T00:00:00,1,0,13,,True,False
2021-04-12T00:00:00,1,0,13,,True,False
2021-04-13T00:00:00,1,0,13,,True,False
2021-04-14T00:00:00,1,0,13,,True,False
2021-04-15T00:00:00,1,0,13,,True,False
2021-04-16T00:00:00,1,0,13,,True,False
2021-04-17T00:00:00,1,0,13,,True,False
2021-04-18T00:00:00,1,0,13,,True,False
2021-04-19T00:00:00,1,0,13,,True,False
2021-04-20T00:00:00,1,0,13,,True,False
2021-04-21T00:00:00,1,0,13,,True,False
2021-04-22T00:00:00,1,0,13,,True,False
2021-04-23T00:00:00,1,0,13,,True,False
2021-04-24T00:00:00,1,0,13,,True,False
2021-04-25T00:00:00,1,0,13,,True,False
2021-04-26T00:00:00,1,0,13,,True,False
2021-04-27T00:00:00,1,0,13,,True,False
2021-04-28T00:00:00,1,0,13,,True,False
2021-04-29T00:00:00,1,0,13,,True,False
2021-04-30T00:00:00,1,0,13,,True,False
2021-05-01T00:00:00,2,1,13,,True,False
2021-05-21T00:00:00,1,0,13,,True,False
2021-05-22T00:00:00,1,0,13,,True,False
2021-05-23T00:00:00,1,0,13,,True,False
2021-05-24T00:00:00,1,0,13,,True,False
2021-05-25T00:00:00,1,0,13,,True,False
2021-05-26T00:00:00,1,0,13,,True,False
2021-05-27T00:00:00,1,0,13,,True,False
2021-05-28T00:00:00,1,0,13,,True,False
2021-05-29T00:00:00,1,0,13,,True,False
2021-05-30T00:00:00,1,0,13,,True,False
2021-05-31T00:00:00,1,0,13,,True,False
2021-06-01T00:00:00,2,1,13,,True,False
2021-06-18T00:00:00,1,0,13,,True,False
2021-06-19T00:00:00,1,0,13,,True,False
2021-06-20T00:00:00,1,0,13,,True,False
2021-06-21T00:00:00,1,0,13,,True,False
2021-06-22T00:00:00,1,0,13,,True,False
2021-06-23T00:00:00,1,0,13,,True,False
2021-06-24T00:00:00,1,0,13,,True,False
2021-06-25T00:00:00,1,0,13,,True,False
2021-06-26T00:00:00,1,0,13,,True,False
2021-06-27T00:00:00,1,0,13,,True,False
2021-06-28T00:00:00,1,0,13,,True,False
2021-06-29T00:00:00,1,0,13,,True,False
2021-06-30T00:00:00,1,0,13,,True,False
2021-07-01T00:00:00,2,1,13,,True,False
2021-07-07T00:00:00,1,0,13,,True,False
2021-07-08T00:00:00,1,0,13,,True,False
2021-07-09T00:00:00,1,0,13,,True,False
2021-07-10T00:00:00,1,0,13,,True,False
2021-07-11T00:00:00,1,0,13,,True,False
2021-07-12T00:00:00,1,0,13,,True,False
2021-07-13T00:00:00,1,0,13,,True,False
2021-07-14T00:00:00,1,0,13,,True,False
2021-07-15T00:00:00,1,0,13,,True,False
2021-07-16T00:00:00,1,0,13,,True,False
2021-07-17T00:00:00,1,0,13,,True,False
2021-07-18T00:00:00,1,0,13,,True,False
2021-07-19T00:00:00,1,0,13,,True,False
2021-07-20T00:00:00,1,0,13,,True,False
2021-07-21T00:00:00,1,0,13,,True,False
2021-07-22T00:00:00,1,0,13,,True,False
2021-07-23T00:00:00,1,0,13,,True,False
2021-07-24T00:00:00,1,0,13,,True,False
2021-07-25T00:00:00,1,0,13,,True,False
2021-07-26T00:00:00,1,0,13,,True,False
2021-07-27T00:00:00,1,0,13,,True,False
2021-07-28T00:00:00,1,0,13,,True,False
2021-07-29T00:00:00,1,0,13,,True,False
2021-07-30T00:00:00,1,0,13,,True,False
2021-07-31T00:00:00,1,0,13,,True,False
2021-08-01T00:00:00,2,1,13,,True,False
2021-08-18T00:00:00,1,0,13,,True,False
2021-08-19T00:00:00,1,0,13,,True,False
2021-08-20T00:00:00,1,0,13,,True,False
2021-08-21T00:00:00,1,0,13,,True,False
2021-08-22T00:00:00,1,0,13,,True,False
2021-08-23T00:00:00,1,0,13,,True,False
2021-08-24T00:00:00,1,0,13,,True,False
2021-08-25T00:00:00,1,0,13,,True,False
2021-08-26T00:00:00,1,0,13,,True,False
2021-08-27T00:00:00,1,0,13,,True,False
2021-08-28T00:00:00,1,0,13,,True,False
2021-08-29T00:00:00,1,0,13,,True,False
2021-08-30T00:00:00,1,0,13,,True,False
2021-08-31T00:00:00,1,0,13,,True,False
2021-09-01T00:00:00,2,1,13,,True,False
2021-10-01T00:00:00,1,1,14,,False,False
2021-11-01T00:00:00,1,1,15,,False,False
2021-12-01T00:00:00,1,1,16,,False,False
2022-01-01T00:00:00,1,1,17,,False,False
2022-01-08T00:00:00,1,0,17,,True,False
2022-01-09T00:00:00,1,0,17,,True,False
2022-01-10T00:00:00,1,0,17,,True,False
2022-01-11T00:00:00,1,0,17,,True,False
2022-01-12T00:00:00,1,0,17,,True,False
2022-01-13T00:00:00,2,0,16,,True,False
2022-01-14T00:00:00,2,0,16,,True,False
2022-01-15T00:00:00,2,0,16,,True,False
2022-01-16T00:00:00,2,0,16,,True,False
2022-01-17T00:00:00,2,0,16,,True,False
2022-01-18T00:00:00,2,0,16,,True,False
2022-01-19T00:00:00,2,0,16,,True,False
2022-01-20T00:00:00,2,0,16,,True,False
2022-01-21T00:00:00,2,0,16,,True,False
2022-01-22T00:00:00,2,0,16,,True,False
2022-01-23T00:00:00,2,0,16,,True,False
2022-01-24T00:00:00,2,0,16,,True,False
2022-01-25T00:00:00,2,0,16,,True,False
2022-01-26T00:00:00,2,0,16,,True,False
2022-01-27T00:00:00,2,0,16,,True,False
2022-01-28T00:00:00,2,0,16,,True,False
2022-01-29T00:00:00,2,0,16,,True,False
2022-01-30T00:00:00,2,0,16,,True,False
2022-01-31T00:00:00,2,0,16,,True,False
2022-02-01T00:00:00,3,1,16,,True,False
2022-02-02T00:00:00,1,0,17,,True,False
2022-02-03T00:00:00,1,0,17,,True,False
2022-02-04T00:00:00,1,0,17,,True,False
2022-02-05T00:00:00,1,0,17,,True,False
2022-02-06T00:00:00,1,0,17,,True,False
2022-02-07T00:00:00,1,0,17,,True,False
2022-02-08T00:00:00,1,0,17,,True,False
2022-02-09T00:00:00,1,0,17,,True,False
2022-02-10T00:00:00,1,0,17,,True,False
2022-02-11T00:00:00,1,0,17,,True,False
2022-02-12T00:00:00,1,0,17,,True,False
2022-02-13T00:00:00,1,0,17,,True,False
2022-02-14T00:00:00,1,0,17,,True,False
2022-02-15T00:00:00,1,0,17,,True,False
2022-02-16T00:00:00,1,0,17,,True,False
2022-02-17T00:00:00,1,0,17,,True,False
2022-02-18T00:00:00,1,0,17,,True,False
2022-02-19T00:00:00,1,0,17,,True,False
2022-02-20T00:00:00,1,0,17,,True,False
2022-02-21T00:00:00,1,0,17,,True,False
2022-02-22T00:00:00,1,0,17,,True,False
2022-02-23T00:00:00,1,1,17,,False,False
2022-03-01T00:00:00,1,1,18,,False,False
2022-03-09T00:00:00,2,1,17,,True,False
2022-03-10T00:00:00,1,0,18,,True,False
2022-03-11T00:00:00,1,0,18,,True,False
2022-03-12T00:00:00,1,0,18,,True,False
2022-03-13T00:00:00,1,0,18,,True,False
