purchase_policy,withdrawal_policy,initial_cash_usd,monthly_contribution_usd,ongoing_net_cash_usd,terminal_received_usd,combined_net_cash_usd,owner_contributions_usd,ending_owner_cash_usd,purchase_spend_usd,accounts_bought,alive_before_terminal,cash_limited_decisions,capacity_limited_decisions,minimum_owner_cash_usd,delta_ongoing_net_cash_usd_vs_monthly,delta_combined_net_cash_usd_vs_monthly,delta_accounts_bought_vs_monthly
monthly_one,minimum_monthly,1000,0,235300.0,0,235300.0,1000.0,236300.0,11600.0,58,2,21,0,0.0,71400.0,-66987.21,0
monthly_one,maximum_excess_monthly,1000,0,220781.69,77479.78,298261.47,1000.0,299261.47,11600.0,58,17,21,0,0.0,0.0,0.0,0
monthly_one,maximum_excess_monthly,1000,0,219291.69,70618.3,289909.99,1000.0,290909.99,11600.0,58,17,21,0,0.0,0.0,0.0,0
monthly_one,maximum_excess_monthly,1000,0,217801.69,71808.3,289609.99,1000.0,290609.99,11600.0,58,17,21,0,0.0,0.0,0.0,0
monthly_one,maximum_excess_monthly,1000,0,216311.69,72998.3,289309.99,1000.0,290309.99,11600.0,58,17,21,0,0.0,0.0,0.0,0
monthly_one,maximum_excess_monthly,1000,0,214821.69,74188.3,289009.99,1000.0,290009.99,11600.0,58,17,21,0,0.0,0.0,0.0,0
monthly_one,maximum_excess_monthly,1000,0,213331.69,75378.3,288709.99,1000.0,289709.99,11600.0,58,17,21,0,0.0,0.0,0.0,0
monthly_one,maximum_excess_monthly,1000,0,232440.45,66605.65,299046.1,1000.0,300046.1,11600.0,58,17,21,0,0.0,11658.76,784.63,0
monthly_one,maximum_excess_monthly,1000,0,230960.45,67985.65,298946.1,1000.0,299946.1,11600.0,58,17,21,0,0.0,11668.76,9036.11,0
monthly_one,maximum_excess_monthly,1000,0,229480.45,69365.65,298846.1,1000.0,299846.1,11600.0,58,17,21,0,0.0,11678.76,9236.11,0
monthly_one,maximum_excess_monthly,1000,0,228200.45,70745.65,298946.1,1000.0,299946.1,11400.0,57,17,22,0,0.0,11888.76,9636.11,-1
monthly_one,maximum_excess_monthly,1000,0,226712.96,72133.14,298846.1,1000.0,299846.1,11400.0,57,17,22,0,0.0,11891.27,9836.11,-1
monthly_one,maximum_excess_monthly,1000,0,225222.96,73523.14,298746.1,1000.0,299746.1,11400.0,57,17,22,0,0.0,11891.27,10036.11,-1
monthly_one,maximum_excess_monthly,1000,0,217876.69,0,217876.69,1000.0,218876.69,11600.0,58,2,21,0,0.0,-2905.0,-80384.78,0
monthly_one,maximum_excess_monthly,1000,0,216386.69,0,216386.69,1000.0,217386.69,11600.0,58,2,21,0,0.0,-2905.0,-73523.3,0
monthly_one,maximum_excess_monthly,1000,0,214896.69,0,214896.69,1000.0,215896.69,11600.0,58,2,21,0,0.0,-2905.0,-74713.3,0
monthly_one,maximum_excess_monthly,1000,0,221030.84,75533.59,296564.43,1000.0,297564.43,11600.0,58,16,21,0,0.0,4719.15,7254.44,0
monthly_one,maximum_excess_monthly,1000,0,219540.84,76923.59,296464.43,1000.0,297464.43,11600.0,58,16,21,0,0.0,4719.15,7454.44,0
monthly_one,maximum_excess_monthly,1000,0,218050.84,78313.59,296364.43,1000.0,297364.43,11600.0,58,16,21,0,0.0,4719.15,7654.44,0
monthly_one,fixed_750_backlog,1000,200,357940.38,102345.63,460286.01,16600.0,476886.01,12000.0,60,20,0,19,800.0,0.0,0.0,0
monthly_one,fixed_750_backlog,1000,200,356000.38,95934.15,451934.53,16600.0,468534.53,12000.0,60,20,0,19,800.0,0.0,0.0,0
monthly_one,fixed_750_backlog,1000,200,354060.38,97574.15,451634.53,16600.0,468234.53,12000.0,60,20,0,19,800.0,0.0,0.0,0
monthly_one,fixed_750_backlog,1000,200,352120.38,99214.15,451334.53,16600.0,467934.53,12000.0,60,20,0,19,800.0,0.0,0.0,0
monthly_one,fixed_750_backlog,1000,200,350180.38,100854.15,451034.53,16600.0,467634.53,12000.0,60,20,0,19,800.0,0.0,0.0,0
monthly_one,fixed_750_backlog,1000,200,348240.38,102494.15,450734.53,16600.0,467334.53,12000.0,60,20,0,19,800.0,0.0,0.0,0
monthly_one,fixed_750_backlog,1000,200,373130.03,87940.55,461070.58,16600.0,477670.58,12000.0,60,20,0,19,800.0,15189.65,784.57,0
monthly_one,fixed_750_backlog,1000,200,371200.03,89770.55,460970.58,16600.0,477570.58,12000.0,60,20,0,19,800.0,15199.65,9036.05,0
monthly_one,fixed_750_backlog,1000,200,369270.02,91600.55,460870.57,16600.0,477470.57,12000.0,60,20,0,19,800.0,15209.64,9236.04,0
monthly_one,fixed_750_backlog,1000,200,367340.02,93430.55,460770.57,16600.0,477370.57,12000.0,60,20,0,19,800.0,15219.64,9436.04,0
monthly_one,fixed_750_backlog,1000,200,365402.54,95268.04,460670.58,16600.0,477270.58,12000.0,60,20,0,19,800.0,15222.16,9636.05,0
monthly_one,fixed_750_backlog,1000,200,363462.54,97108.04,460570.58,16600.0,477170.58,12000.0,60,20,0,19,800.0,15222.16,9836.05,0
monthly_one,fixed_750_backlog,1000,200,354219.68,0,354219.68,16600.0,370819.68,12800.0,64,2,0,15,800.0,-3720.7,-106066.33,4
monthly_one,fixed_750_backlog,1000,200,352279.68,0,352279.68,16600.0,368879.68,12800.0,64,2,0,15,800.0,-3720.7,-99654.85,4
monthly_one,fixed_750_backlog,1000,200,350339.67,0,350339.67,16600.0,366939.67,12800.0,64,2,0,15,800.0,-3720.71,-101294.86,4
monthly_one,fixed_750_backlog,1000,200,357075.72,89267.71,446343.43,16600.0,462943.43,12800.0,64,19,0,15,800.0,4955.34,-4991.1,4
monthly_one,fixed_750_backlog,1000,200,355994.02,102094.99,458089.01,16600.0,474689.01,12400.0,62,20,0,17,800.0,5813.64,7054.48,2
monthly_one,fixed_750_backlog,1000,200,354054.02,103934.99,457989.01,16600.0,474589.01,12400.0,62,20,0,17,800.0,5813.64,7254.48,2
monthly_one,fixed_1000_backlog,1000,200,357940.38,102345.63,460286.01,16600.0,476886.01,12000.0,60,20,0,19,800.0,0.0,0.0,0
monthly_one,fixed_1000_backlog,1000,200,356000.38,95934.15,451934.53,16600.0,468534.53,12000.0,60,20,0,19,800.0,0.0,0.0,0
monthly_one,fixed_1000_backlog,1000,200,354060.38,97574.15,451634.53,16600.0,468234.53,12000.0,60,20,0,19,800.0,0.0,0.0,0
monthly_one,fixed_1000_backlog,1000,200,352120.38,99214.15,451334.53,16600.0,467934.53,12000.0,60,20,0,19,800.0,0.0,0.0,0
monthly_one,fixed_1000_backlog,1000,200,350180.38,100854.15,451034.53,16600.0,467634.53,12000.0,60,20,0,19,800.0,0.0,0.0,0
monthly_one,fixed_1000_backlog,1000,200,348240.38,102494.15,450734.53,16600.0,467334.53,12000.0,60,20,0,19,800.0,0.0,0.0,0
monthly_one,fixed_1000_backlog,1000,200,373130.03,87940.55,461070.58,16600.0,477670.58,12000.0,60,20,0,19,800.0,15189.65,784.57,0
monthly_one,fixed_1000_backlog,1000,200,371200.03,89770.55,460970.58,16600.0,477570.58,12000.0,60,20,0,19,800.0,15199.65,9036.05,0
monthly_one,fixed_1000_backlog,1000,200,369270.02,91600.55,460870.57,16600.0,477470.57,12000.0,60,20,0,19,800.0,15209.64,9236.04,0
monthly_one,fixed_1000_backlog,1000,200,367340.02,93430.55,460770.57,16600.0,477370.57,12000.0,60,20,0,19,800.0,15219.64,9436.04,0
monthly_one,fixed_1000_backlog,1000,200,365402.54,95268.04,460670.58,16600.0,477270.58,12000.0,60,20,0,19,800.0,15222.16,9636.05,0
monthly_one,fixed_1000_backlog,1000,200,363462.54,97108.04,460570.58,16600.0,477170.58,12000.0,60,20,0,19,800.0,15222.16,9836.05,0
monthly_one,fixed_1000_backlog,1000,200,353261.63,0,353261.63,16600.0,369861.63,12800.0,64,2,0,15,800.0,-4678.75,-107024.38,4
monthly_one,fixed_1000_backlog,1000,200,351321.63,0,351321.63,16600.0,367921.63,12800.0,64,2,0,15,800.0,-4678.75,-100612.9,4
monthly_one,fixed_1000_backlog,1000,200,349381.62,0,349381.62,16600.0,365981.62,12800.0,64,2,0,15,800.0,-4678.76,-102252.91,4
monthly_one,fixed_1000_backlog,1000,200,357934.02,100254.99,458189.01,16600.0,474789.01,12400.0,62,20,0,17,800.0,5813.64,6854.48,2
monthly_one,fixed_1000_backlog,1000,200,355994.02,102094.99,458089.01,16600.0,474689.01,12400.0,62,20,0,17,800.0,5813.64,7054.48,2
monthly_one,fixed_1000_backlog,1000,200,354054.02,103934.99,457989.01,16600.0,474589.01,12400.0,62,20,0,17,800.0,5813.64,7254.48,2
