purchase_policy,withdrawal_policy,initial_cash_usd,monthly_contribution_usd,ongoing_net_cash_usd,terminal_received_usd,combined_net_cash_usd,owner_contributions_usd,ending_owner_cash_usd,purchase_spend_usd,accounts_bought,alive_before_terminal,cash_limited_decisions,capacity_limited_decisions,minimum_owner_cash_usd,delta_ongoing_net_cash_usd_vs_monthly,delta_combined_net_cash_usd_vs_monthly,delta_accounts_bought_vs_monthly
monthly_one,maximum_excess_monthly,1000,200,352120.38,99214.15,451334.53,16600.0,467934.53,12000.0,60,20,0,19,800.0,0.0,0.0,0
monthly_one,maximum_excess_monthly,1000,200,350180.38,100854.15,451034.53,16600.0,467634.53,12000.0,60,20,0,19,800.0,0.0,0.0,0
monthly_one,maximum_excess_monthly,1000,200,348240.38,102494.15,450734.53,16600.0,467334.53,12000.0,60,20,0,19,800.0,0.0,0.0,0
monthly_one,maximum_excess_monthly,1000,200,373130.03,87940.55,461070.58,16600.0,477670.58,12000.0,60,20,0,19,800.0,15189.65,784.57,0
monthly_one,maximum_excess_monthly,1000,200,371200.03,89770.55,460970.58,16600.0,477570.58,12000.0,60,20,0,19,800.0,15199.65,9036.05,0
monthly_one,maximum_excess_monthly,1000,200,369270.02,91600.55,460870.57,16600.0,477470.57,12000.0,60,20,0,19,800.0,15209.64,9236.04,0
monthly_one,maximum_excess_monthly,1000,200,367340.02,93430.55,460770.57,16600.0,477370.57,12000.0,60,20,0,19,800.0,15219.64,9436.04,0
monthly_one,maximum_excess_monthly,1000,200,365402.54,95268.04,460670.58,16600.0,477270.58,12000.0,60,20,0,19,800.0,15222.16,9636.05,0
monthly_one,maximum_excess_monthly,1000,200,363462.54,97108.04,460570.58,16600.0,477170.58,12000.0,60,20,0,19,800.0,15222.16,9836.05,0
monthly_one,maximum_excess_monthly,1000,200,353261.63,0,353261.63,16600.0,369861.63,12800.0,64,2,0,15,800.0,-4678.75,-107024.38,4
monthly_one,maximum_excess_monthly,1000,200,351321.63,0,351321.63,16600.0,367921.63,12800.0,64,2,0,15,800.0,-4678.75,-100612.9,4
monthly_one,maximum_excess_monthly,1000,200,349381.62,0,349381.62,16600.0,365981.62,12800.0,64,2,0,15,800.0,-4678.76,-102252.91,4
monthly_one,maximum_excess_monthly,1000,200,357934.02,100254.99,458189.01,16600.0,474789.01,12400.0,62,20,0,17,800.0,5813.64,6854.48,2
monthly_one,maximum_excess_monthly,1000,200,355994.02,102094.99,458089.01,16600.0,474689.01,12400.0,62,20,0,17,800.0,5813.64,7054.48,2
monthly_one,maximum_excess_monthly,1000,200,354054.02,103934.99,457989.01,16600.0,474589.01,12400.0,62,20,0,17,800.0,5813.64,7254.48,2
monthly_one,fixed_750_backlog,5000,0,358140.38,102345.63,460486.01,5000.0,465486.01,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,fixed_750_backlog,5000,0,356200.38,95934.15,452134.53,5000.0,457134.53,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,fixed_750_backlog,5000,0,354260.38,97574.15,451834.53,5000.0,456834.53,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,fixed_750_backlog,5000,0,352320.38,99214.15,451534.53,5000.0,456534.53,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,fixed_750_backlog,5000,0,350380.38,100854.15,451234.53,5000.0,456234.53,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,fixed_750_backlog,5000,0,348440.38,102494.15,450934.53,5000.0,455934.53,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,fixed_750_backlog,5000,0,373330.03,87940.55,461270.58,5000.0,466270.58,11800.0,59,20,1,19,0.0,15189.65,784.57,0
monthly_one,fixed_750_backlog,5000,0,371400.03,89770.55,461170.58,5000.0,466170.58,11800.0,59,20,1,19,0.0,15199.65,9036.05,0
monthly_one,fixed_750_backlog,5000,0,369470.02,91600.55,461070.57,5000.0,466070.57,11800.0,59,20,1,19,0.0,15209.64,9236.04,0
monthly_one,fixed_750_backlog,5000,0,367740.02,93430.55,461170.57,5000.0,466170.57,11600.0,58,20,2,19,0.0,15419.64,9636.04,-1
monthly_one,fixed_750_backlog,5000,0,365802.54,95268.04,461070.58,5000.0,466070.58,11600.0,58,20,2,19,0.0,15422.16,9836.05,-1
monthly_one,fixed_750_backlog,5000,0,363862.54,97108.04,460970.58,5000.0,465970.58,11600.0,58,20,2,19,0.0,15422.16,10036.05,-1
monthly_one,fixed_750_backlog,5000,0,354419.68,0,354419.68,5000.0,359419.68,12600.0,63,2,1,15,0.0,-3720.7,-106066.33,4
monthly_one,fixed_750_backlog,5000,0,352479.68,0,352479.68,5000.0,357479.68,12600.0,63,2,1,15,0.0,-3720.7,-99654.85,4
monthly_one,fixed_750_backlog,5000,0,350539.67,0,350539.67,5000.0,355539.67,12600.0,63,2,1,15,0.0,-3720.71,-101294.86,4
monthly_one,fixed_750_backlog,5000,0,357275.72,89267.71,446543.43,5000.0,451543.43,12600.0,63,19,1,15,0.0,4955.34,-4991.1,4
monthly_one,fixed_750_backlog,5000,0,356194.02,102094.99,458289.01,5000.0,463289.01,12200.0,61,20,1,17,0.0,5813.64,7054.48,2
monthly_one,fixed_750_backlog,5000,0,354254.02,103934.99,458189.01,5000.0,463189.01,12200.0,61,20,1,17,0.0,5813.64,7254.48,2
monthly_one,fixed_1000_backlog,5000,0,358140.38,102345.63,460486.01,5000.0,465486.01,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,fixed_1000_backlog,5000,0,356200.38,95934.15,452134.53,5000.0,457134.53,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,fixed_1000_backlog,5000,0,354260.38,97574.15,451834.53,5000.0,456834.53,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,fixed_1000_backlog,5000,0,352320.38,99214.15,451534.53,5000.0,456534.53,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,fixed_1000_backlog,5000,0,350380.38,100854.15,451234.53,5000.0,456234.53,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,fixed_1000_backlog,5000,0,348440.38,102494.15,450934.53,5000.0,455934.53,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,fixed_1000_backlog,5000,0,373330.03,87940.55,461270.58,5000.0,466270.58,11800.0,59,20,1,19,0.0,15189.65,784.57,0
monthly_one,fixed_1000_backlog,5000,0,371400.03,89770.55,461170.58,5000.0,466170.58,11800.0,59,20,1,19,0.0,15199.65,9036.05,0
monthly_one,fixed_1000_backlog,5000,0,369470.02,91600.55,461070.57,5000.0,466070.57,11800.0,59,20,1,19,0.0,15209.64,9236.04,0
monthly_one,fixed_1000_backlog,5000,0,367740.02,93430.55,461170.57,5000.0,466170.57,11600.0,58,20,2,19,0.0,15419.64,9636.04,-1
monthly_one,fixed_1000_backlog,5000,0,365802.54,95268.04,461070.58,5000.0,466070.58,11600.0,58,20,2,19,0.0,15422.16,9836.05,-1
monthly_one,fixed_1000_backlog,5000,0,363862.54,97108.04,460970.58,5000.0,465970.58,11600.0,58,20,2,19,0.0,15422.16,10036.05,-1
monthly_one,fixed_1000_backlog,5000,0,353461.63,0,353461.63,5000.0,358461.63,12600.0,63,2,1,15,0.0,-4678.75,-107024.38,4
monthly_one,fixed_1000_backlog,5000,0,351521.63,0,351521.63,5000.0,356521.63,12600.0,63,2,1,15,0.0,-4678.75,-100612.9,4
monthly_one,fixed_1000_backlog,5000,0,349581.62,0,349581.62,5000.0,354581.62,12600.0,63,2,1,15,0.0,-4678.76,-102252.91,4
monthly_one,fixed_1000_backlog,5000,0,358134.02,100254.99,458389.01,5000.0,463389.01,12200.0,61,20,1,17,0.0,5813.64,6854.48,2
monthly_one,fixed_1000_backlog,5000,0,356194.02,102094.99,458289.01,5000.0,463289.01,12200.0,61,20,1,17,0.0,5813.64,7054.48,2
monthly_one,fixed_1000_backlog,5000,0,354254.02,103934.99,458189.01,5000.0,463189.01,12200.0,61,20,1,17,0.0,5813.64,7254.48,2
monthly_one,fixed_1500_backlog,5000,0,358140.38,102345.63,460486.01,5000.0,465486.01,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,fixed_1500_backlog,5000,0,356200.38,95934.15,452134.53,5000.0,457134.53,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,fixed_1500_backlog,5000,0,354260.38,97574.15,451834.53,5000.0,456834.53,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,fixed_1500_backlog,5000,0,352320.38,99214.15,451534.53,5000.0,456534.53,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,fixed_1500_backlog,5000,0,350380.38,100854.15,451234.53,5000.0,456234.53,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,fixed_1500_backlog,5000,0,348440.38,102494.15,450934.53,5000.0,455934.53,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,fixed_1500_backlog,5000,0,373330.03,87940.55,461270.58,5000.0,466270.58,11800.0,59,20,1,19,0.0,15189.65,784.57,0
monthly_one,fixed_1500_backlog,5000,0,371400.03,89770.55,461170.58,5000.0,466170.58,11800.0,59,20,1,19,0.0,15199.65,9036.05,0
monthly_one,fixed_1500_backlog,5000,0,369470.02,91600.55,461070.57,5000.0,466070.57,11800.0,59,20,1,19,0.0,15209.64,9236.04,0
monthly_one,fixed_1500_backlog,5000,0,367740.02,93430.55,461170.57,5000.0,466170.57,11600.0,58,20,2,19,0.0,15419.64,9636.04,-1
monthly_one,fixed_1500_backlog,5000,0,365802.54,95268.04,461070.58,5000.0,466070.58,11600.0,58,20,2,19,0.0,15422.16,9836.05,-1
monthly_one,fixed_1500_backlog,5000,0,363862.54,97108.04,460970.58,5000.0,465970.58,11600.0,58,20,2,19,0.0,15422.16,10036.05,-1
monthly_one,fixed_1500_backlog,5000,0,353461.63,0,353461.63,5000.0,358461.63,12600.0,63,2,1,15,0.0,-4678.75,-107024.38,4
monthly_one,fixed_1500_backlog,5000,0,351521.63,0,351521.63,5000.0,356521.63,12600.0,63,2,1,15,0.0,-4678.75,-100612.9,4
monthly_one,fixed_1500_backlog,5000,0,349581.62,0,349581.62,5000.0,354581.62,12600.0,63,2,1,15,0.0,-4678.76,-102252.91,4
monthly_one,fixed_1500_backlog,5000,0,358134.02,100254.99,458389.01,5000.0,463389.01,12200.0,61,20,1,17,0.0,5813.64,6854.48,2
monthly_one,fixed_1500_backlog,5000,0,356194.02,102094.99,458289.01,5000.0,463289.01,12200.0,61,20,1,17,0.0,5813.64,7054.48,2
monthly_one,fixed_1500_backlog,5000,0,354254.02,103934.99,458189.01,5000.0,463189.01,12200.0,61,20,1,17,0.0,5813.64,7254.48,2
monthly_one,minimum_monthly,5000,0,245700.0,213278.91,458978.91,5000.0,463978.91,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,minimum_monthly,5000,0,243200.0,215778.91,458978.91,5000.0,463978.91,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,minimum_monthly,5000,0,242200.0,216778.91,458978.91,5000.0,463978.91,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,minimum_monthly,5000,0,241700.0,217278.91,458978.91,5000.0,463978.91,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,minimum_monthly,5000,0,241700.0,217278.91,458978.91,5000.0,463978.91,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,minimum_monthly,5000,0,239700.0,218778.91,458478.91,5000.0,463478.91,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,minimum_monthly,5000,0,270200.0,194311.75,464511.75,5000.0,469511.75,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,minimum_monthly,5000,0,353600.0,110911.75,464511.75,5000.0,469511.75,11800.0,59,20,1,19,0.0,107900.0,5532.84,0
monthly_one,minimum_monthly,5000,0,351150.0,113361.75,464511.75,5000.0,469511.75,11800.0,59,20,1,19,0.0,107950.0,5532.84,0
monthly_one,minimum_monthly,5000,0,349150.0,115361.75,464511.75,5000.0,469511.75,11800.0,59,20,1,19,0.0,106950.0,5532.84,0
monthly_one,minimum_monthly,5000,0,348850.0,115861.75,464711.75,5000.0,469711.75,11600.0,58,20,2,19,0.0,107150.0,5732.84,-1
monthly_one,minimum_monthly,5000,0,347450.0,117261.75,464711.75,5000.0,469711.75,11600.0,58,20,2,19,0.0,105750.0,5732.84,-1
monthly_one,minimum_monthly,5000,0,344100.0,120611.75,464711.75,5000.0,469711.75,11600.0,58,20,2,19,0.0,104400.0,6232.84,-1
monthly_one,minimum_monthly,5000,0,358650.0,4532.84,363182.84,5000.0,368182.84,12600.0,63,3,1,15,0.0,88450.0,-101328.91,4
monthly_one,minimum_monthly,5000,0,358550.0,54114.98,412664.98,5000.0,417664.98,12600.0,63,13,1,15,0.0,112850.0,-46313.93,4
monthly_one,minimum_monthly,5000,0,358550.0,54114.98,412664.98,5000.0,417664.98,12600.0,63,13,1,15,0.0,115350.0,-46313.93,4
monthly_one,minimum_monthly,5000,0,360950.0,79998.1,440948.1,5000.0,445948.1,12600.0,63,18,1,15,0.0,118750.0,-18030.81,4
monthly_one,minimum_monthly,5000,0,361800.0,102711.75,464511.75,5000.0,469511.75,11800.0,59,20,1,19,0.0,120100.0,5532.84,0
monthly_one,minimum_monthly,5000,0,358850.0,105661.75,464511.75,5000.0,469511.75,11800.0,59,20,1,19,0.0,117150.0,5532.84,0
monthly_one,minimum_monthly,5000,0,358350.0,106161.75,464511.75,5000.0,469511.75,11800.0,59,20,1,19,0.0,118650.0,6032.84,0
monthly_one,minimum_monthly,5000,0,376400.0,0,376400.0,5000.0,381400.0,12600.0,63,2,1,15,0.0,106200.0,-88111.75,4
monthly_one,maximum_excess_monthly,5000,0,358140.38,102345.63,460486.01,5000.0,465486.01,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,maximum_excess_monthly,5000,0,356200.38,95934.15,452134.53,5000.0,457134.53,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,maximum_excess_monthly,5000,0,354260.38,97574.15,451834.53,5000.0,456834.53,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,maximum_excess_monthly,5000,0,352320.38,99214.15,451534.53,5000.0,456534.53,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,maximum_excess_monthly,5000,0,350380.38,100854.15,451234.53,5000.0,456234.53,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,maximum_excess_monthly,5000,0,348440.38,102494.15,450934.53,5000.0,455934.53,11800.0,59,20,1,19,0.0,0.0,0.0,0
monthly_one,maximum_excess_monthly,5000,0,373330.03,87940.55,461270.58,5000.0,466270.58,11800.0,59,20,1,19,0.0,15189.65,784.57,0
monthly_one,maximum_excess_monthly,5000,0,371400.03,89770.55,461170.58,5000.0,466170.58,11800.0,59,20,1,19,0.0,15199.65,9036.05,0
monthly_one,maximum_excess_monthly,5000,0,369470.02,91600.55,461070.57,5000.0,466070.57,11800.0,59,20,1,19,0.0,15209.64,9236.04,0
monthly_one,maximum_excess_monthly,5000,0,367740.02,93430.55,461170.57,5000.0,466170.57,11600.0,58,20,2,19,0.0,15419.64,9636.04,-1
monthly_one,maximum_excess_monthly,5000,0,365802.54,95268.04,461070.58,5000.0,466070.58,11600.0,58,20,2,19,0.0,15422.16,9836.05,-1
monthly_one,maximum_excess_monthly,5000,0,363862.54,97108.04,460970.58,5000.0,465970.58,11600.0,58,20,2,19,0.0,15422.16,10036.05,-1
monthly_one,maximum_excess_monthly,5000,0,353461.63,0,353461.63,5000.0,358461.63,12600.0,63,2,1,15,0.0,-4678.75,-107024.38,4
monthly_one,maximum_excess_monthly,5000,0,351521.63,0,351521.63,5000.0,356521.63,12600.0,63,2,1,15,0.0,-4678.75,-100612.9,4
monthly_one,maximum_excess_monthly,5000,0,349581.62,0,349581.62,5000.0,354581.62,12600.0,63,2,1,15,0.0,-4678.76,-102252.91,4
monthly_one,maximum_excess_monthly,5000,0,358134.02,100254.99,458389.01,5000.0,463389.01,12200.0,61,20,1,17,0.0,5813.64,6854.48,2
monthly_one,maximum_excess_monthly,5000,0,356194.02,102094.99,458289.01,5000.0,463289.01,12200.0,61,20,1,17,0.0,5813.64,7054.48,2
monthly_one,maximum_excess_monthly,5000,0,354254.02,103934.99,458189.01,5000.0,463189.01,12200.0,61,20,1,17,0.0,5813.64,7254.48,2
monthly_one,fixed_750_backlog,5000,200,357940.38,102345.63,460286.01,20600.0,480886.01,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,fixed_750_backlog,5000,200,356000.38,95934.15,451934.53,20600.0,472534.53,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,fixed_750_backlog,5000,200,354060.38,97574.15,451634.53,20600.0,472234.53,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,fixed_750_backlog,5000,200,352120.38,99214.15,451334.53,20600.0,471934.53,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,fixed_750_backlog,5000,200,350180.38,100854.15,451034.53,20600.0,471634.53,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,fixed_750_backlog,5000,200,348240.38,102494.15,450734.53,20600.0,471334.53,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,fixed_750_backlog,5000,200,373130.03,87940.55,461070.58,20600.0,481670.58,12000.0,60,20,0,19,4800.0,15189.65,784.57,0
monthly_one,fixed_750_backlog,5000,200,371200.03,89770.55,460970.58,20600.0,481570.58,12000.0,60,20,0,19,4800.0,15199.65,9036.05,0
monthly_one,fixed_750_backlog,5000,200,369270.02,91600.55,460870.57,20600.0,481470.57,12000.0,60,20,0,19,4800.0,15209.64,9236.04,0
monthly_one,fixed_750_backlog,5000,200,367340.02,93430.55,460770.57,20600.0,481370.57,12000.0,60,20,0,19,4800.0,15219.64,9436.04,0
monthly_one,fixed_750_backlog,5000,200,365402.54,95268.04,460670.58,20600.0,481270.58,12000.0,60,20,0,19,4800.0,15222.16,9636.05,0
monthly_one,fixed_750_backlog,5000,200,363462.54,97108.04,460570.58,20600.0,481170.58,12000.0,60,20,0,19,4800.0,15222.16,9836.05,0
monthly_one,fixed_750_backlog,5000,200,354219.68,0,354219.68,20600.0,374819.68,12800.0,64,2,0,15,4800.0,-3720.7,-106066.33,4
monthly_one,fixed_750_backlog,5000,200,352279.68,0,352279.68,20600.0,372879.68,12800.0,64,2,0,15,4800.0,-3720.7,-99654.85,4
monthly_one,fixed_750_backlog,5000,200,350339.67,0,350339.67,20600.0,370939.67,12800.0,64,2,0,15,4800.0,-3720.71,-101294.86,4
monthly_one,fixed_750_backlog,5000,200,357075.72,89267.71,446343.43,20600.0,466943.43,12800.0,64,19,0,15,4800.0,4955.34,-4991.1,4
monthly_one,fixed_750_backlog,5000,200,355994.02,102094.99,458089.01,20600.0,478689.01,12400.0,62,20,0,17,4800.0,5813.64,7054.48,2
monthly_one,fixed_750_backlog,5000,200,354054.02,103934.99,457989.01,20600.0,478589.01,12400.0,62,20,0,17,4800.0,5813.64,7254.48,2
monthly_one,fixed_1000_backlog,5000,200,357940.38,102345.63,460286.01,20600.0,480886.01,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,fixed_1000_backlog,5000,200,356000.38,95934.15,451934.53,20600.0,472534.53,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,fixed_1000_backlog,5000,200,354060.38,97574.15,451634.53,20600.0,472234.53,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,fixed_1000_backlog,5000,200,352120.38,99214.15,451334.53,20600.0,471934.53,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,fixed_1000_backlog,5000,200,350180.38,100854.15,451034.53,20600.0,471634.53,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,fixed_1000_backlog,5000,200,348240.38,102494.15,450734.53,20600.0,471334.53,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,fixed_1000_backlog,5000,200,373130.03,87940.55,461070.58,20600.0,481670.58,12000.0,60,20,0,19,4800.0,15189.65,784.57,0
monthly_one,fixed_1000_backlog,5000,200,371200.03,89770.55,460970.58,20600.0,481570.58,12000.0,60,20,0,19,4800.0,15199.65,9036.05,0
monthly_one,fixed_1000_backlog,5000,200,369270.02,91600.55,460870.57,20600.0,481470.57,12000.0,60,20,0,19,4800.0,15209.64,9236.04,0
monthly_one,fixed_1000_backlog,5000,200,367340.02,93430.55,460770.57,20600.0,481370.57,12000.0,60,20,0,19,4800.0,15219.64,9436.04,0
monthly_one,fixed_1000_backlog,5000,200,365402.54,95268.04,460670.58,20600.0,481270.58,12000.0,60,20,0,19,4800.0,15222.16,9636.05,0
monthly_one,fixed_1000_backlog,5000,200,363462.54,97108.04,460570.58,20600.0,481170.58,12000.0,60,20,0,19,4800.0,15222.16,9836.05,0
monthly_one,fixed_1000_backlog,5000,200,353261.63,0,353261.63,20600.0,373861.63,12800.0,64,2,0,15,4800.0,-4678.75,-107024.38,4
monthly_one,fixed_1000_backlog,5000,200,351321.63,0,351321.63,20600.0,371921.63,12800.0,64,2,0,15,4800.0,-4678.75,-100612.9,4
monthly_one,fixed_1000_backlog,5000,200,349381.62,0,349381.62,20600.0,369981.62,12800.0,64,2,0,15,4800.0,-4678.76,-102252.91,4
monthly_one,fixed_1000_backlog,5000,200,357934.02,100254.99,458189.01,20600.0,478789.01,12400.0,62,20,0,17,4800.0,5813.64,6854.48,2
monthly_one,fixed_1000_backlog,5000,200,355994.02,102094.99,458089.01,20600.0,478689.01,12400.0,62,20,0,17,4800.0,5813.64,7054.48,2
monthly_one,fixed_1000_backlog,5000,200,354054.02,103934.99,457989.01,20600.0,478589.01,12400.0,62,20,0,17,4800.0,5813.64,7254.48,2
monthly_one,fixed_1500_backlog,5000,200,357940.38,102345.63,460286.01,20600.0,480886.01,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,fixed_1500_backlog,5000,200,356000.38,95934.15,451934.53,20600.0,472534.53,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,fixed_1500_backlog,5000,200,354060.38,97574.15,451634.53,20600.0,472234.53,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,fixed_1500_backlog,5000,200,352120.38,99214.15,451334.53,20600.0,471934.53,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,fixed_1500_backlog,5000,200,350180.38,100854.15,451034.53,20600.0,471634.53,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,fixed_1500_backlog,5000,200,348240.38,102494.15,450734.53,20600.0,471334.53,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,fixed_1500_backlog,5000,200,373130.03,87940.55,461070.58,20600.0,481670.58,12000.0,60,20,0,19,4800.0,15189.65,784.57,0
monthly_one,fixed_1500_backlog,5000,200,371200.03,89770.55,460970.58,20600.0,481570.58,12000.0,60,20,0,19,4800.0,15199.65,9036.05,0
monthly_one,fixed_1500_backlog,5000,200,369270.02,91600.55,460870.57,20600.0,481470.57,12000.0,60,20,0,19,4800.0,15209.64,9236.04,0
monthly_one,fixed_1500_backlog,5000,200,367340.02,93430.55,460770.57,20600.0,481370.57,12000.0,60,20,0,19,4800.0,15219.64,9436.04,0
monthly_one,fixed_1500_backlog,5000,200,365402.54,95268.04,460670.58,20600.0,481270.58,12000.0,60,20,0,19,4800.0,15222.16,9636.05,0
monthly_one,fixed_1500_backlog,5000,200,363462.54,97108.04,460570.58,20600.0,481170.58,12000.0,60,20,0,19,4800.0,15222.16,9836.05,0
monthly_one,fixed_1500_backlog,5000,200,353261.63,0,353261.63,20600.0,373861.63,12800.0,64,2,0,15,4800.0,-4678.75,-107024.38,4
monthly_one,fixed_1500_backlog,5000,200,351321.63,0,351321.63,20600.0,371921.63,12800.0,64,2,0,15,4800.0,-4678.75,-100612.9,4
monthly_one,fixed_1500_backlog,5000,200,349381.62,0,349381.62,20600.0,369981.62,12800.0,64,2,0,15,4800.0,-4678.76,-102252.91,4
monthly_one,fixed_1500_backlog,5000,200,357934.02,100254.99,458189.01,20600.0,478789.01,12400.0,62,20,0,17,4800.0,5813.64,6854.48,2
monthly_one,fixed_1500_backlog,5000,200,355994.02,102094.99,458089.01,20600.0,478689.01,12400.0,62,20,0,17,4800.0,5813.64,7054.48,2
monthly_one,fixed_1500_backlog,5000,200,354054.02,103934.99,457989.01,20600.0,478589.01,12400.0,62,20,0,17,4800.0,5813.64,7254.48,2
monthly_one,minimum_monthly,5000,200,245500.0,213278.91,458778.91,20600.0,479378.91,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,minimum_monthly,5000,200,243000.0,215778.91,458778.91,20600.0,479378.91,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,minimum_monthly,5000,200,242000.0,216778.91,458778.91,20600.0,479378.91,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,minimum_monthly,5000,200,241500.0,217278.91,458778.91,20600.0,479378.91,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,minimum_monthly,5000,200,241500.0,217278.91,458778.91,20600.0,479378.91,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,minimum_monthly,5000,200,239500.0,218778.91,458278.91,20600.0,478878.91,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,minimum_monthly,5000,200,270000.0,194311.75,464311.75,20600.0,484911.75,12000.0,60,20,0,19,4800.0,0.0,0.0,0
monthly_one,minimum_monthly,5000,200,353400.0,110911.75,464311.75,20600.0,484911.75,12000.0,60,20,0,19,4800.0,107900.0,5532.84,0
monthly_one,minimum_monthly,5000,200,350950.0,113361.75,464311.75,20600.0,484911.75,12000.0,60,20,0,19,4800.0,107950.0,5532.84,0
monthly_one,minimum_monthly,5000,200,348950.0,115361.75,464311.75,20600.0,484911.75,12000.0,60,20,0,19,4800.0,106950.0,5532.84,0
monthly_one,minimum_monthly,5000,200,348450.0,115861.75,464311.75,20600.0,484911.75,12000.0,60,20,0,19,4800.0,106950.0,5532.84,0
monthly_one,minimum_monthly,5000,200,347050.0,117261.75,464311.75,20600.0,484911.75,12000.0,60,20,0,19,4800.0,105550.0,5532.84,0
monthly_one,minimum_monthly,5000,200,343700.0,120611.75,464311.75,20600.0,484911.75,12000.0,60,20,0,19,4800.0,104200.0,6032.84,0
monthly_one,minimum_monthly,5000,200,358450.0,4532.84,362982.84,20600.0,383582.84,12800.0,64,3,0,15,4800.0,88450.0,-101328.91,4
monthly_one,minimum_monthly,5000,200,358350.0,54114.98,412464.98,20600.0,433064.98,12800.0,64,13,0,15,4800.0,112850.0,-46313.93,4
monthly_one,minimum_monthly,5000,200,358350.0,54114.98,412464.98,20600.0,433064.98,12800.0,64,13,0,15,4800.0,115350.0,-46313.93,4
monthly_one,minimum_monthly,5000,200,360750.0,79998.1,440748.1,20600.0,461348.1,12800.0,64,18,0,15,4800.0,118750.0,-18030.81,4
monthly_one,minimum_monthly,5000,200,361600.0,102711.75,464311.75,20600.0,484911.75,12000.0,60,20,0,19,4800.0,120100.0,5532.84,0
monthly_one,minimum_monthly,5000,200,358650.0,105661.75,464311.75,20600.0,484911.75,12000.0,60,20,0,19,4800.0,117150.0,5532.84,0
monthly_one,minimum_monthly,5000,200,358150.0,106161.75,464311.75,20600.0,484911.75,12000.0,60,20,0,19,4800.0,118650.0,6032.84,0
monthly_one,minimum_monthly,5000,200,376200.0,0,376200.0,20600.0,396800.0,12800.0,64,2,0,15,4800.0,106200.0,-88111.75,4
monthly_one,maximum_excess_monthly,5000,200,357940.38,102345.63,460286.01,20600.0,480886.01,12000.0,60,20,0,19,4800.0,0.0,0.0,0
