policy,retained_balance_usd,headroom_usd,ongoing_pocket_usd,terminal_received_usd,combined_pocket_usd,alive_before_terminal,ongoing_payouts,terminal_payouts,profit_before_terminal_usd,profit_after_terminal_usd,booked_net_trading_usd,firm_split_usd,path_ceiling_usd,unextracted_usd,path_fingerprint,stage,copies_checked,alive_rr050,alive_rr250,trading_neutral,earnings_vs_benchmark_usd,book_ceiling_usd,ceiling_capture
fixed_1000_backlog,29800.0,4700.0,409771.3,85445.65,495216.95,27,259,21,122841.6,33119.54,527774.4,7548.61,535885.1,40668.15,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,local_refinement,111593,12,15,True,0.0,535885.1,0.92411
fixed_1000_backlog,29900.0,4800.0,407631.3,87285.65,494916.95,27,257,21,125041.6,33419.54,527774.4,7548.61,535885.1,40968.15,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,local_refinement,111593,12,15,True,0.0,535885.1,0.92355
fixed_1000_backlog,30000.0,4900.0,405491.3,89125.65,494616.95,27,257,21,127241.6,33719.54,527774.4,7548.61,535885.1,41268.15,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,local_refinement,111593,12,15,True,0.0,535885.1,0.922991
fixed_1000_backlog,30100.0,5000.0,403351.3,90965.65,494316.95,27,257,21,129441.6,34019.54,527774.4,7548.61,535885.1,41568.15,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.922431
fixed_1000_backlog,30600.0,5500.0,392246.79,101665.65,493912.44,27,251,22,140846.1,34424.04,527774.4,7548.62,535885.1,41972.66,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.921676
fixed_1000_backlog,31100.0,6000.0,379739.84,105453.51,485193.35,27,237,21,153653.05,43143.13,527774.4,7548.62,535885.1,50691.75,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.905406
fixed_1000_backlog,31600.0,6500.0,367393.27,117182.25,484575.52,27,230,23,166270.9,43760.98,527774.4,7548.6,535885.1,51309.58,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.904253
fixed_1000_backlog,32100.0,7000.0,356648.82,125932.25,482581.07,27,223,23,177265.35,45755.43,527774.4,7548.6,535885.1,53304.03,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.900531
fixed_1000_backlog,32600.0,7500.0,346008.81,134682.25,480691.06,27,215,23,188155.35,47645.43,527774.4,7548.61,535885.1,55194.04,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.897004
fixed_1000_backlog,33100.0,8000.0,334247.76,136020.11,470267.87,27,211,22,200166.4,58068.62,527774.4,7548.61,535885.1,65617.23,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.877554
fixed_1000_backlog,33600.0,8500.0,323704.2,144270.11,467974.31,27,205,22,210959.95,60362.17,527774.4,7548.62,535885.1,67910.79,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.873274
fixed_1000_backlog,34100.0,9000.0,313719.95,154020.11,467740.06,27,196,23,221194.2,60596.42,527774.4,7548.62,535885.1,68145.04,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.872836
fixed_1000_backlog,34600.0,9500.0,304424.47,162315.59,466740.06,27,191,23,230694.2,61596.42,527774.4,7548.62,535885.1,69145.04,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.87097
fixed_1000_backlog,35100.0,10000.0,294652.77,170665.59,465318.36,27,186,23,240615.9,63018.12,527774.4,7548.62,535885.1,70566.74,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.868317
fixed_1500_backlog,,,52320.4,0.0,52320.4,2,55,0,4915.75,4915.75,53599.0,0.0,57236.15,4915.75,d038fcf09cedbdf2ca085b23507f95d5e8a9e71f7fe57156aa02d4e1a3ef2d22,coarse,33843,1,1,False,-474175.4,535885.1,0.097634
fixed_1500_backlog,25100.0,0.0,52320.4,0.0,52320.4,2,55,0,4915.75,4915.75,53599.0,0.0,57236.15,4915.75,d038fcf09cedbdf2ca085b23507f95d5e8a9e71f7fe57156aa02d4e1a3ef2d22,coarse,33843,1,1,False,-474175.4,535885.1,0.097634
fixed_1500_backlog,25600.0,500.0,52320.4,0.0,52320.4,2,55,0,4915.75,4915.75,53599.0,0.0,57236.15,4915.75,d038fcf09cedbdf2ca085b23507f95d5e8a9e71f7fe57156aa02d4e1a3ef2d22,coarse,33843,1,1,False,-474175.4,535885.1,0.097634
fixed_1500_backlog,26100.0,1000.0,52021.35,0.0,52021.35,2,55,0,4915.75,4915.75,53287.75,0.0,56937.1,4915.75,7225b9b87c173463eb47ef844b2497f50a59c0f795857337370307ac3b0d165d,coarse,33848,1,1,False,-474486.65,535885.1,0.097076
fixed_1500_backlog,26600.0,1500.0,48213.45,0.0,48213.45,2,54,0,4915.75,4915.75,49845.5,0.0,53129.2,4915.75,13b46714aa22f978178396cf218abacd589eac4bf03fe8d6fd8eea2d761d9b6c,coarse,38296,1,1,False,-477928.9,535885.1,0.08997
fixed_1500_backlog,27100.0,2000.0,71359.55,0.0,71359.55,3,72,0,6427.9,6427.9,74501.95,0.0,77787.45,6427.9,3016646beba84f1576e91e6c75eb261061abac973e6ee9c2e3d6b3107a8bd93c,coarse,50566,2,1,False,-453272.45,535885.1,0.133162
fixed_1500_backlog,27600.0,2500.0,130276.4,1912.14,132188.54,5,110,1,11902.05,9989.91,138564.55,0.0,142178.45,9989.91,ae055ad39985830d191e62b8bdd955e91ee7f0ca633fe90caac021c6c5021e59,coarse,63152,4,1,False,-389209.85,535885.1,0.246673
fixed_1500_backlog,28100.0,3000.0,244379.7,9648.56,254028.26,10,166,4,27780.4,18131.84,267678.85,0.0,272160.1,18131.84,f2981a467b63fd7cfe824ea851839201e5826ae80ad98705ba7b5a39855b659f,coarse,78951,9,1,False,-260095.55,535885.1,0.474035
fixed_1500_backlog,28600.0,3500.0,264990.6,20384.98,285375.58,13,182,7,39992.05,19607.07,298601.75,0.0,304982.65,19607.07,2341a8eae94352fc5b98b71868b203699a764608782e23adf645a81429e01341,coarse,85340,12,1,False,-229172.65,535885.1,0.532531
fixed_1500_backlog,29100.0,4000.0,279450.56,23884.98,303335.54,13,195,7,44992.05,21107.07,318614.6,307.89,324750.5,21414.96,00e28137194e1c70dd88a4838e43f86c4bc8978a403613b69c17ed66ed8d1258,coarse,89883,12,1,False,-209159.8,535885.1,0.566046
fixed_1500_backlog,29200.0,4100.0,328399.55,24584.98,352984.53,13,224,7,45992.05,21407.07,369266.9,1368.0,375759.6,22775.07,2cbc301873423d90aa42405f5b6c923138f8d2aa443122e603d419430a22dac4,local_refinement,98517,12,1,False,-158507.5,535885.1,0.658694
fixed_1500_backlog,29300.0,4200.0,325535.3,26784.98,352320.28,13,222,8,47486.3,20701.32,369095.8,1338.0,374359.6,22039.32,ab339d63ebcd888955034b60c12fe13028cf59c4c31bbc2355cee1d7774843de,local_refinement,98519,12,1,False,-158678.6,535885.1,0.657455
fixed_1500_backlog,29400.0,4300.0,374955.32,27484.98,402440.3,13,250,8,48386.3,20901.32,419484.4,1623.58,424965.2,22524.9,9809ea6a002ed2f67a39afaece2d9946d341bd661152f0a4dd01dbb322d9c753,local_refinement,107127,12,1,False,-108290.0,535885.1,0.750982
fixed_1500_backlog,29500.0,4400.0,372705.32,28184.98,400890.3,13,248,8,49286.3,21101.32,417495.7,1573.58,423565.2,22674.9,aa7962035d53f8f372ebbf8f82d0033f39c95187c8534cf882b189fa212212d7,local_refinement,107141,12,1,False,-110278.7,535885.1,0.74809
fixed_1500_backlog,29600.0,4500.0,415319.38,80269.97,495589.35,27,264,20,117169.2,32747.14,527774.4,7548.61,535885.1,40295.75,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.924805
fixed_1500_backlog,29700.0,4600.0,413038.7,82105.65,495144.35,27,262,20,119514.2,33192.14,527774.4,7548.61,535885.1,40740.75,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,local_refinement,111593,12,15,True,0.0,535885.1,0.923975
fixed_1500_backlog,29800.0,4700.0,409771.3,85445.65,495216.95,27,259,21,122841.6,33119.54,527774.4,7548.61,535885.1,40668.15,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,local_refinement,111593,12,15,True,0.0,535885.1,0.92411
fixed_1500_backlog,29900.0,4800.0,407631.3,87285.65,494916.95,27,257,21,125041.6,33419.54,527774.4,7548.61,535885.1,40968.15,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,local_refinement,111593,12,15,True,0.0,535885.1,0.92355
fixed_1500_backlog,30000.0,4900.0,405491.3,89125.65,494616.95,27,257,21,127241.6,33719.54,527774.4,7548.61,535885.1,41268.15,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,local_refinement,111593,12,15,True,0.0,535885.1,0.922991
fixed_1500_backlog,30100.0,5000.0,403351.3,90965.65,494316.95,27,257,21,129441.6,34019.54,527774.4,7548.61,535885.1,41568.15,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.922431
fixed_1500_backlog,30600.0,5500.0,392246.79,101665.65,493912.44,27,251,22,140846.1,34424.04,527774.4,7548.62,535885.1,41972.66,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.921676
fixed_1500_backlog,31100.0,6000.0,379739.84,105453.51,485193.35,27,237,21,153653.05,43143.13,527774.4,7548.62,535885.1,50691.75,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.905406
fixed_1500_backlog,31600.0,6500.0,367393.27,117182.25,484575.52,27,230,23,166270.9,43760.98,527774.4,7548.6,535885.1,51309.58,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.904253
fixed_1500_backlog,32100.0,7000.0,356648.82,125932.25,482581.07,27,223,23,177265.35,45755.43,527774.4,7548.6,535885.1,53304.03,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.900531
fixed_1500_backlog,32600.0,7500.0,346008.81,134682.25,480691.06,27,215,23,188155.35,47645.43,527774.4,7548.61,535885.1,55194.04,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.897004
fixed_1500_backlog,33100.0,8000.0,334247.76,136020.11,470267.87,27,211,22,200166.4,58068.62,527774.4,7548.61,535885.1,65617.23,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.877554
fixed_1500_backlog,33600.0,8500.0,323704.2,144270.11,467974.31,27,205,22,210959.95,60362.17,527774.4,7548.62,535885.1,67910.79,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.873274
fixed_1500_backlog,34100.0,9000.0,313719.95,154020.11,467740.06,27,196,23,221194.2,60596.42,527774.4,7548.62,535885.1,68145.04,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.872836
fixed_1500_backlog,34600.0,9500.0,304424.47,162315.59,466740.06,27,191,23,230694.2,61596.42,527774.4,7548.62,535885.1,69145.04,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.87097
fixed_1500_backlog,35100.0,10000.0,294652.77,170665.59,465318.36,27,186,23,240615.9,63018.12,527774.4,7548.62,535885.1,70566.74,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.868317
fixed_250_backlog,,,74967.45,107369.39,182336.84,13,149,9,148393.75,40559.87,217609.25,464.49,223361.2,41024.36,4b816ebd0846610a65d70f1ad3adde7896598c3cbe7b39d5a463b4ec3ce2907b,coarse,60540,7,6,False,-310165.15,535885.1,0.340254
fixed_250_backlog,25100.0,0.0,74967.45,107369.39,182336.84,13,149,9,148393.75,40559.87,217609.25,464.49,223361.2,41024.36,4b816ebd0846610a65d70f1ad3adde7896598c3cbe7b39d5a463b4ec3ce2907b,coarse,60540,7,6,False,-310165.15,535885.1,0.340254
fixed_250_backlog,25600.0,500.0,74967.45,107369.39,182336.84,13,149,9,148393.75,40559.87,217609.25,464.49,223361.2,41024.36,4b816ebd0846610a65d70f1ad3adde7896598c3cbe7b39d5a463b4ec3ce2907b,coarse,60540,7,6,False,-310165.15,535885.1,0.340254
fixed_250_backlog,26100.0,1000.0,74967.45,107369.39,182336.84,13,149,9,148393.75,40559.87,217609.25,464.49,223361.2,41024.36,4b816ebd0846610a65d70f1ad3adde7896598c3cbe7b39d5a463b4ec3ce2907b,coarse,60540,7,6,False,-310165.15,535885.1,0.340254
fixed_250_backlog,26600.0,1500.0,73414.3,102894.23,176308.53,13,144,8,148143.75,44150.96,216127.3,1098.56,221558.05,45249.52,24810ce1419bbfd99c7e6bea55551c14fcfa4985b46b8b2aeb56b4ddcd199d20,coarse,62199,7,6,False,-311647.1,535885.1,0.329004
fixed_250_backlog,27100.0,2000.0,88911.15,148363.49,237274.64,15,165,11,189244.4,39028.19,272200.95,1852.72,278155.55,40880.91,992dd6ac731e0c1a8311bc85d8e84a707d335b03af9cff573deccba108265b88,coarse,73343,7,8,False,-255573.45,535885.1,0.442771
fixed_250_backlog,27600.0,2500.0,114105.85,145880.87,259986.72,18,188,12,218784.3,71517.84,326728.55,1385.59,332890.15,72903.43,1805a3c54bbd323ff7b2ce035983464843fd1a17c20a830b8fa5e4c31e0e71e8,coarse,83109,9,9,False,-201045.85,535885.1,0.485154
fixed_250_backlog,28100.0,3000.0,114391.1,125065.35,239456.45,19,178,11,222195.1,96334.78,330029.95,794.97,336586.2,97129.75,f632b5e11de89c068fd64708d392b2de0c5befc3643b6062c26a3ff02d53c140,coarse,83740,10,9,False,-197744.45,535885.1,0.446843
fixed_250_backlog,28600.0,3500.0,121687.1,144769.56,266456.66,21,187,12,240199.0,94167.34,354658.55,1262.1,361886.1,95429.44,4d4e7f1820883efdaa75fdfc6b9faa3d7249c60f25b202ea976d7c9a6a4bff7a,coarse,87956,12,9,False,-173115.85,535885.1,0.497227
fixed_250_backlog,29100.0,4000.0,134280.35,145938.66,280219.01,22,202,11,259075.8,111757.59,386027.3,1379.55,393356.15,113137.14,39943b25045e2b932d02211ce61667976014ff0f4c69f8469c35e68f5b543d63,coarse,92790,12,10,False,-141747.1,535885.1,0.522909
fixed_250_backlog,29200.0,4100.0,161823.75,178698.03,340521.78,24,233,12,298887.2,116490.56,453064.35,3698.61,460710.95,120189.17,9b72d3c6e264a64284297d95cb0c2877aff7fec8ed4182f3ba7a3f5b538b3a9c,local_refinement,102037,12,12,False,-74710.05,535885.1,0.635438
fixed_250_backlog,29300.0,4200.0,160676.85,189186.37,349863.22,24,229,14,299734.1,106849.12,452893.25,3698.61,460410.95,110547.73,a61ec354de072aa0be7fd5cb6f0d6546d06f92109436b20339217170c6d854e0,local_refinement,102039,12,12,False,-74881.15,535885.1,0.65287
fixed_250_backlog,29400.0,4300.0,189876.7,208497.14,398373.84,26,259,15,338085.55,124966.38,520039.4,4622.03,527962.25,129588.41,a986754cfee2b855920a7d4c82c6c13f7accb8c51ed3b32fff6f7f65f629e840,local_refinement,111274,12,14,False,-7735.0,535885.1,0.743394
fixed_250_backlog,29500.0,4400.0,189926.7,199508.8,389435.5,26,257,14,337935.55,133804.72,519897.35,4622.03,527862.25,138426.75,9482abce05d52beec671c2de18f23b3a926a7acf96989ce858b5cf831374ab3c,local_refinement,111275,12,14,False,-7877.05,535885.1,0.726715
fixed_250_backlog,29600.0,4500.0,191897.35,200511.26,392408.61,27,257,14,343987.75,138687.52,527774.4,4788.97,535885.1,143476.49,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.732263
fixed_250_backlog,29700.0,4600.0,191719.7,191199.64,382919.34,27,254,14,344165.4,149236.97,527774.4,3728.79,535885.1,152965.76,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,local_refinement,111593,12,15,True,0.0,535885.1,0.714555
fixed_250_backlog,29800.0,4700.0,191022.35,201785.48,392807.83,27,251,15,344862.75,138173.57,527774.4,4903.7,535885.1,143077.27,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,local_refinement,111593,12,15,True,0.0,535885.1,0.733008
fixed_250_backlog,29900.0,4800.0,191922.35,140578.97,332501.32,27,251,11,343962.75,199851.43,527774.4,3532.35,535885.1,203383.78,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,local_refinement,111593,12,15,True,0.0,535885.1,0.620471
fixed_250_backlog,30000.0,4900.0,191572.35,150724.91,342297.26,27,252,12,344312.75,190055.49,527774.4,3532.35,535885.1,193587.84,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,local_refinement,111593,12,15,True,0.0,535885.1,0.638751
fixed_250_backlog,30100.0,5000.0,191722.35,127175.16,318897.51,27,252,11,344162.75,213758.83,527774.4,3228.76,535885.1,216987.59,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.595086
fixed_250_backlog,30600.0,5500.0,191317.85,101383.52,292701.37,27,246,10,344567.25,242388.76,527774.4,794.97,535885.1,243183.73,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.546202
fixed_250_backlog,31100.0,6000.0,189036.4,130364.91,319401.31,27,235,11,346848.7,214341.72,527774.4,2142.07,535885.1,216483.79,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.596026
fixed_250_backlog,31600.0,6500.0,187668.55,59387.49,247056.04,27,229,8,348216.55,287409.28,527774.4,1419.78,535885.1,288829.06,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.461024
fixed_250_backlog,32100.0,7000.0,185924.1,83781.28,269705.38,27,222,11,349961.0,265545.65,527774.4,634.07,535885.1,266179.72,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.50329
fixed_250_backlog,32600.0,7500.0,184217.65,124319.59,308537.24,27,214,14,351667.45,226719.83,527774.4,628.03,535885.1,227347.86,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.575753
fixed_250_backlog,33100.0,8000.0,181769.1,161334.95,343104.05,27,207,16,354116.0,191401.5,527774.4,1379.55,535885.1,192781.05,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.640257
fixed_250_backlog,33600.0,8500.0,181183.4,148047.36,329230.76,27,202,14,354701.7,205274.79,527774.4,1379.55,535885.1,206654.34,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.614368
fixed_250_backlog,34100.0,9000.0,180449.15,105567.85,286017.0,27,193,13,355435.95,248482.51,527774.4,1385.59,535885.1,249868.1,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.533728
fixed_250_backlog,34600.0,9500.0,180449.15,80914.71,261363.86,27,192,11,355435.95,272930.45,527774.4,1590.79,535885.1,274521.24,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.487724
fixed_250_backlog,35100.0,10000.0,178791.7,83183.08,261974.78,27,187,11,357093.4,271259.35,527774.4,2650.97,535885.1,273910.32,6f3bdaca05c979a8d4161f3935031b286969e333d0777e4b10b36afbeeada590,coarse,111593,12,15,True,0.0,535885.1,0.488864
fixed_500_backlog,,,43832.65,0.0,43832.65,3,67,0,7556.95,7556.95,48001.3,0.0,51389.6,7556.95,9636373ed601d0f50b60cc27939f22e63e45a5d908e00c0c010c86f542a8cab8,coarse,35327,2,1,False,-479773.1,535885.1,0.081795
fixed_500_backlog,25100.0,0.0,43832.65,0.0,43832.65,3,67,0,7556.95,7556.95,48001.3,0.0,51389.6,7556.95,9636373ed601d0f50b60cc27939f22e63e45a5d908e00c0c010c86f542a8cab8,coarse,35327,2,1,False,-479773.1,535885.1,0.081795
fixed_500_backlog,25600.0,500.0,43832.65,0.0,43832.65,3,67,0,7556.95,7556.95,48001.3,0.0,51389.6,7556.95,9636373ed601d0f50b60cc27939f22e63e45a5d908e00c0c010c86f542a8cab8,coarse,35327,2,1,False,-479773.1,535885.1,0.081795
fixed_500_backlog,26100.0,1000.0,43533.6,0.0,43533.6,3,67,0,7556.95,7556.95,47690.05,0.0,51090.55,7556.95,6a0ed3c4647f71d0789d207e095fdf8e39ecb15df7cec9665e5ac1e709c8c9ee,coarse,35332,2,1,False,-480084.35,535885.1,0.081237
fixed_500_backlog,26600.0,1500.0,40049.15,0.0,40049.15,3,58,0,7556.95,7556.95,44178.05,0.0,47606.1,7556.95,47aa51bec851d74110443b74dad102386806517a0c517b6e18bc6c6ae3b43303,coarse,39264,2,1,False,-483596.35,535885.1,0.074735
fixed_500_backlog,27100.0,2000.0,74015.05,0.0,74015.05,4,94,0,13380.25,13380.25,83485.6,0.0,87395.3,13380.25,e24f2b644a14e7d98eb2121eb67fd9cf6c7920aee2ac01dad5615553dc2eeda8,coarse,53012,3,1,False,-444288.8,535885.1,0.138117
